step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	Tinf_99	Tinf_100	Tinf_101	Tinf_102	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	alpha_99	alpha_100	alpha_101	alpha_102	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98	kappa_99	kappa_100	kappa_101	kappa_102
1	-5583.394959665015449	-5581.932877580497006	-1.462082084518882	0.000010000000000	0.000010000000000	1.000000000000000	0.565556444650217	0	5	9	13	13	15	16	21	23	20	22	35	29	26	28	30	30	29	32	37	35	35	42	36	36	41	38	40	39	40	40	42	44	40	47	43	43	43	47	44	45	47	46	49	45	49	47	46	45	50	50	45	50	46	47	48	48	50	50	52	50	50	56	52	53	56	57	60	55	57	57	64	56	61	58	58	64	67	67	71	64	68	68	67	69	69	70	72	76	71	76	74	77	87	86	92	92	89	94	93	99	104	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	3	3	4	4	4	4	6	5	5	5	5	5	5	6	6	6	6	7	6	6	7	7	7	7	7	7	7	8	7	8	7	7	7	8	8	8	8	8	8	8	8	8	8	8	9	9	8	9	8	8	8	8	9	9	9	9	9	10	9	9	10	10	10	9	10	10	11	10	10	10	10	11	11	11	12	11	12	12	11	12	12	12	12	13	12	13	13	13	15	15	16	16	15	16	16	17	18
500	-1580.449893301982002	-1578.705169853192274	-1.744723448789823	0.000009992712681	0.000017024376789	1.703679204307751	0.201193098194851	-2	4	9	13	15	10	12	23	19	17	24	30	24	17	23	15	18	19	28	34	21	23	42	32	26	37	33	32	41	37	27	38	43	39	44	34	32	45	46	41	42	49	46	42	46	49	41	45	44	52	50	30	48	46	45	48	47	51	50	44	52	34	54	53	40	56	52	60	51	57	58	65	57	64	56	55	67	68	67	71	48	69	60	67	53	71	71	72	75	69	65	77	77	87	87	93	92	90	94	94	102	104	0	1	1	3	6	1	3	0	7	3	7	16	5	16	16	3	7	14	3	16	18	1	17	18	15	18	21	17	17	17	25	14	18	62	31	25	21	21	17	31	37	23	21	36	31	28	62	21	21	41	17	22	37	31	31	38	17	21	37	31	62	12	17	17	52	21	38	56	52	28	21	62	38	76	61	64	85	36	52	85	22	63	17	17	5	65	85	85	17	36	81	85	85	81	65	85	52	81	65	81	52	91	1	1	2	1	1	2	1	1	2	2	2	3	1	1	2	1	2	1	2	3	1	6	3	2	1	4	2	2	3	3	1	4	4	2	4	2	2	6	7	3	4	2	5	2	5	3	2	3	4	4	7	2	2	3	6	1	7	9	4	3	6	2	8	6	2	6	1	2	3	5	9	9	2	2	1	1	8	8	8	7	6	3	7	11	7	9	8	7	14	8	9	10	8	10	11	13	19	13	15	12	17	17
1000	-1426.612548938348937	-1424.814562145706077	-1.797986792642773	0.000009976762545	0.000018293852418	1.833646168928962	0.227338811890660	-2	2	9	14	10	14	12	21	24	15	21	36	27	15	27	31	23	21	29	34	27	22	35	36	29	42	37	30	33	38	33	40	43	42	46	45	34	41	48	41	44	43	47	39	44	49	47	47	40	52	49	38	47	41	49	42	42	48	50	54	49	38	55	49	40	56	53	57	51	53	55	64	57	60	54	54	66	64	69	72	48	64	67	62	53	70	70	71	78	71	77	76	78	84	87	92	95	90	94	93	98	106	0	1	2	3	2	5	3	0	7	5	7	16	5	7	14	14	7	14	22	15	18	1	17	18	15	14	21	15	17	17	25	16	14	20	44	25	21	21	28	31	37	29	21	25	31	29	62	21	21	41	28	5	37	31	31	27	7	21	38	45	62	16	17	28	52	48	48	56	52	29	27	61	67	23	62	28	85	25	65	85	22	63	39	23	13	65	85	63	17	36	81	85	85	81	65	85	65	81	65	81	65	81	1	1	1	2	2	1	1	1	3	1	2	1	3	1	3	4	2	1	1	2	1	3	3	3	1	6	2	1	1	2	1	1	5	2	2	3	2	4	4	2	3	1	4	2	3	3	2	3	3	2	3	6	2	2	3	1	8	6	2	1	3	1	8	5	1	2	1	3	3	5	3	4	1	3	3	4	6	9	6	6	5	2	4	6	7	8	6	4	14	3	6	8	5	10	11	12	17	10	15	13	16	18
1500	-1289.417693591167790	-1287.793887911535421	-1.623805679632344	0.000009976622819	0.000014073200932	1.410617719862363	0.239105360479274	1	5	6	13	14	12	12	19	21	19	16	31	25	22	28	31	20	24	32	36	26	31	34	33	32	33	36	41	38	42	38	37	44	40	47	42	37	45	44	42	44	43	47	44	40	50	48	47	44	50	50	34	46	45	48	49	46	47	51	49	51	45	56	48	38	57	56	59	52	56	56	64	55	58	59	57	66	66	67	68	48	65	69	66	54	70	71	71	76	73	76	76	78	88	83	94	93	86	95	92	98	105	0	1	1	3	1	3	3	0	7	3	7	15	1	11	14	15	7	14	2	16	18	13	17	18	15	14	21	23	17	17	25	15	24	20	44	25	21	27	28	31	37	29	21	25	31	57	62	21	27	41	42	13	37	40	31	38	17	21	37	45	47	20	17	29	52	56	43	56	52	29	58	62	27	70	47	64	85	36	65	85	19	63	70	23	13	65	85	13	11	36	81	85	77	81	65	85	65	81	65	81	52	81	1	1	1	2	1	1	1	1	2	2	2	1	4	1	1	1	1	1	6	1	1	1	3	2	1	3	2	2	2	3	1	2	2	1	1	2	2	2	1	2	2	2	4	2	1	1	1	6	2	2	2	3	2	1	2	1	6	5	1	1	1	2	7	3	2	1	2	2	2	3	1	3	3	1	2	2	4	6	6	4	2	3	2	5	6	8	4	7	11	5	5	5	3	9	10	12	17	9	12	13	10	17
2000	-1230.147053451323472	-1228.408518741689250	-1.738534709634314	0.000009912709122	0.000016739033683	1.688643687319655	0.356438652787588	-2	6	8	15	6	15	15	21	22	21	22	28	30	21	18	30	28	24	32	34	29	32	42	32	36	43	36	37	37	39	39	28	45	39	45	38	38	43	47	41	42	48	48	43	43	51	47	48	45	51	45	41	50	45	46	48	49	48	52	51	49	43	52	46	42	57	55	61	50	59	57	66	54	56	56	51	65	65	65	61	50	69	70	65	55	70	64	73	75	73	76	68	78	81	88	93	94	85	89	94	100	106	0	1	2	3	1	2	3	0	7	3	7	15	5	15	7	15	7	14	1	12	18	2	7	18	20	24	21	17	17	29	25	14	18	20	44	25	27	21	28	31	37	17	21	25	31	28	62	38	21	41	17	19	41	40	31	27	17	27	37	45	62	34	17	17	52	56	38	27	52	76	58	61	48	64	47	64	80	36	65	85	13	70	74	23	22	65	85	19	57	36	81	85	87	81	65	92	65	81	65	81	65	81	1	2	1	2	1	2	2	1	2	2	1	3	5	1	1	2	2	1	5	2	2	3	5	2	1	3	2	2	2	1	1	2	4	2	1	1	1	2	2	1	1	3	3	1	1	4	1	1	3	2	3	2	2	1	2	3	3	2	2	1	1	1	3	2	1	2	3	5	2	1	2	3	2	2	2	1	2	3	4	1	4	2	2	8	6	5	2	4	5	6	5	4	2	7	10	7	15	8	9	13	11	14
2500	-1243.995176291462485	-1242.102366262188980	-1.892810029273554	0.000010045611097	0.000020779954600	2.068560528448015	0.338322623300446	0	5	3	13	11	13	13	18	22	18	18	35	30	25	21	30	24	30	31	29	34	35	41	36	32	41	36	39	38	42	34	43	40	39	47	44	39	45	46	43	43	44	38	39	43	46	46	39	44	51	48	38	51	47	43	49	45	48	47	51	48	42	53	43	49	54	53	61	54	59	54	64	57	58	58	57	66	69	68	60	48	69	67	66	59	65	70	72	74	62	78	74	72	81	84	91	93	84	89	94	100	104	0	1	1	3	2	2	2	0	7	3	7	16	5	15	7	15	7	14	6	15	18	19	17	18	20	14	21	17	17	29	25	33	18	20	44	25	27	21	17	31	37	17	27	25	31	28	62	21	21	59	42	13	37	40	31	27	64	38	41	45	47	34	64	29	52	56	27	56	52	57	58	61	67	57	47	64	80	36	65	85	6	23	76	74	19	65	77	22	83	55	81	87	87	81	52	77	52	81	65	81	65	81	1	1	1	1	1	2	1	1	2	2	1	1	3	1	1	2	2	1	2	2	1	1	3	2	1	2	1	2	4	1	1	1	1	1	2	3	1	2	4	2	1	4	1	1	2	1	2	1	2	1	1	2	2	1	3	2	1	1	2	1	1	1	2	1	1	1	4	2	2	2	2	3	1	2	1	2	2	6	3	1	2	7	2	1	7	3	1	7	1	6	3	1	1	6	9	4	12	7	7	13	8	12
3000	-1214.354920539068644	-1212.491017505456512	-1.863903033612066	0.000010392728442	0.000020747778559	1.996374549215687	0.377375695844258	-5	4	9	15	12	11	13	20	19	19	21	37	27	25	22	28	27	30	30	28	31	35	40	34	34	38	39	39	36	39	37	39	44	36	48	44	35	44	45	46	45	44	41	43	43	51	45	42	45	49	50	39	50	39	46	48	49	50	46	50	48	37	59	52	48	57	55	57	53	50	53	62	55	62	56	56	66	56	65	64	50	63	65	70	57	66	70	66	74	63	65	74	74	82	87	93	93	85	95	94	96	104	0	1	2	3	2	2	3	0	7	3	7	16	6	15	7	15	7	14	5	15	18	19	17	18	20	14	21	17	17	17	25	14	18	20	44	25	21	21	28	54	37	29	27	25	31	39	62	21	38	59	42	13	41	31	45	48	39	48	41	45	47	20	64	17	52	56	56	56	52	23	58	61	48	28	47	70	85	36	65	85	19	70	64	76	19	65	77	13	82	25	81	87	77	81	65	93	52	81	86	81	65	81	1	2	1	1	1	1	1	1	2	3	2	2	3	1	1	1	2	1	3	1	1	1	5	1	1	3	2	3	2	2	1	2	2	2	1	2	1	2	1	2	3	3	1	2	2	2	2	2	1	1	1	2	1	1	1	2	1	3	1	1	1	2	2	4	3	2	1	2	2	2	1	4	1	3	2	1	3	2	3	1	2	3	2	2	4	3	1	6	2	6	2	1	2	4	11	6	12	7	6	13	8	11
3500	-1138.027525812617341	-1136.417431686520331	-1.610094126096954	0.000011360318416	0.000015645829820	1.377235148481126	0.382842944196283	-10	3	5	13	9	11	15	17	25	21	21	35	27	26	22	32	30	31	30	30	33	33	42	34	35	39	38	37	40	41	38	39	41	36	47	41	37	43	48	42	46	48	42	40	45	50	45	40	44	49	47	43	50	46	45	46	43	48	42	53	51	38	52	50	48	59	52	59	53	58	59	66	57	56	59	57	64	63	65	71	54	67	64	58	54	65	69	68	77	60	76	76	78	81	87	85	88	86	97	95	97	107	0	1	2	5	3	1	6	0	11	6	7	15	6	15	7	15	11	14	5	15	18	2	17	18	20	14	21	17	17	17	25	14	14	20	44	25	21	21	23	31	59	23	27	25	31	23	62	21	48	41	57	22	37	40	31	38	17	49	37	45	47	20	28	23	52	56	27	56	52	64	58	61	67	64	47	29	85	36	65	77	22	76	17	23	22	65	77	22	82	36	81	87	87	91	65	77	65	81	79	81	86	81	1	3	1	2	1	4	1	1	1	3	2	2	2	1	1	2	2	1	3	1	1	5	2	1	1	2	1	2	2	2	1	1	1	2	1	2	1	2	1	2	1	1	1	1	1	1	2	1	1	1	1	3	2	1	2	1	3	1	1	1	2	1	2	1	1	3	3	2	3	2	2	2	1	1	1	2	3	3	2	1	4	3	6	3	4	2	1	5	2	4	3	2	3	1	10	4	11	5	5	12	6	10
4000	-1115.528196890383015	-1113.974177135242371	-1.554019755140694	0.000012302773176	0.000015245942747	1.239228142151739	0.441806667408822	1	5	11	13	8	15	18	13	25	19	24	30	24	24	23	28	29	28	33	33	32	31	41	34	36	31	38	42	34	40	40	42	42	36	46	45	39	37	46	42	46	48	42	40	46	50	47	42	39	50	51	40	50	42	48	47	49	47	51	54	47	44	55	47	50	51	48	58	55	56	57	64	50	58	53	58	59	67	65	64	52	61	66	67	55	62	65	70	75	70	77	75	73	89	82	94	93	89	93	94	100	104	0	1	5	3	1	5	3	0	7	3	7	15	6	15	7	15	11	14	5	16	18	5	17	18	20	14	21	30	17	29	25	14	24	20	44	25	21	21	28	31	37	23	27	25	40	39	62	21	21	41	42	19	37	31	40	27	29	48	41	45	62	34	23	29	52	56	43	56	52	57	58	61	67	57	62	57	85	36	86	77	22	64	57	23	19	65	85	22	82	36	81	87	87	91	65	93	65	81	86	81	86	81	1	1	1	1	1	2	2	1	2	2	1	2	1	1	1	2	1	1	4	1	1	3	2	2	1	1	2	1	1	1	1	2	2	1	2	2	1	2	1	1	2	2	1	1	1	1	1	2	1	1	1	2	2	1	2	2	2	1	1	1	1	2	2	2	2	1	1	3	3	2	2	3	1	1	3	2	1	4	1	1	2	3	3	4	2	2	1	7	2	3	4	2	2	2	9	4	11	7	6	11	7	8
4500	-1102.506190299931177	-1100.916025014460274	-1.590165285470842	0.000015432837785	0.000020502749353	1.328514537490735	0.504801951292681	-1	3	4	8	10	16	17	17	22	15	20	30	26	25	22	27	28	30	33	34	31	34	37	33	29	39	36	41	40	40	36	40	43	38	44	38	37	45	44	40	39	44	48	36	46	49	47	46	40	49	49	43	45	47	46	47	48	48	45	51	45	41	58	45	48	53	54	62	52	55	58	62	55	58	49	55	65	61	60	69	50	68	64	68	60	64	68	68	74	69	72	76	76	85	85	92	86	90	89	93	100	99	0	1	1	3	1	2	3	0	7	3	7	16	2	15	7	15	7	14	13	16	14	1	17	18	15	14	21	17	17	17	25	14	18	20	44	25	21	21	28	31	37	29	38	25	31	29	62	21	21	59	28	22	37	31	31	21	23	38	41	45	62	34	23	17	52	56	48	56	52	23	58	61	48	76	62	23	85	36	65	77	19	83	63	83	22	65	77	22	82	44	81	87	80	91	65	93	65	91	79	81	79	81	1	1	1	1	2	2	2	1	1	2	1	1	2	1	2	1	3	1	3	1	1	4	1	1	1	3	2	3	2	3	1	2	2	1	2	1	2	2	1	1	1	1	1	2	2	2	2	2	3	1	2	2	1	2	2	2	3	1	2	1	1	1	2	3	1	1	1	2	3	2	2	2	2	2	2	2	1	3	2	2	3	1	1	1	4	3	1	7	1	5	3	2	2	2	8	4	9	4	6	9	6	9
