step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	Tinf_99	Tinf_100	Tinf_101	Tinf_102	Tinf_103	Tinf_104	Tinf_105	Tinf_106	Tinf_107	Tinf_108	Tinf_109	Tinf_110	Tinf_111	Tinf_112	Tinf_113	Tinf_114	Tinf_115	Tinf_116	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	alpha_99	alpha_100	alpha_101	alpha_102	alpha_103	alpha_104	alpha_105	alpha_106	alpha_107	alpha_108	alpha_109	alpha_110	alpha_111	alpha_112	alpha_113	alpha_114	alpha_115	alpha_116	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98	kappa_99	kappa_100	kappa_101	kappa_102	kappa_103	kappa_104	kappa_105	kappa_106	kappa_107	kappa_108	kappa_109	kappa_110	kappa_111	kappa_112	kappa_113	kappa_114	kappa_115	kappa_116
25500	-985.594083681711254	-992.449571632670654	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.575977967049493	7	11	16	14	20	22	21	22	18	25	17	34	19	22	37	25	28	28	24	25	27	13	23	31	28	29	30	27	29	32	35	28	28	36	24	36	36	30	30	34	37	32	39	40	32	41	35	39	41	41	36	36	40	39	51	43	51	31	38	44	45	47	44	45	46	44	50	48	37	44	43	46	47	47	41	41	49	50	49	49	46	44	56	53	49	47	59	56	57	55	60	59	57	57	52	53	50	59	70	54	72	61	60	62	72	68	67	65	72	71	64	74	76	85	92	98	0	1	2	22	3	5	2	3	22	4	22	33	22	11	21	9	14	7	14	35	7	2	13	21	8	16	21	5	14	16	29	13	5	6	6	24	45	9	13	26	4	35	41	58	16	12	16	7	35	10	32	39	33	39	66	59	65	14	58	38	49	63	30	12	70	37	70	58	38	35	59	59	14	47	0	39	70	0	40	59	52	22	65	97	69	70	72	63	24	85	83	44	85	0	54	65	66	97	90	68	0	65	70	71	70	90	92	84	102	111	70	98	104	98	0	0	1	1	1	1	1	1	1	2	1	2	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	2	2	2	1	2	1	2	1	1	1	2	2	1	4	1	1	2	1	1	2	3	4	3	1	2	1	2	2	1	1	1	1	2	1	1	2	2	1	2	1	1	2	3	1	1	4	3	1	2	2	1	2	2	2	5	2	1	2	1	2	2	3	1	1	3	1	1	3	1	1	1	2	2	1	2	2	3	3	1	2	2	2	1	2	2	3	5	1	1
26000	-938.293830629451804	-945.149318580411204	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.635812892227723	6	10	18	14	20	30	23	24	18	21	18	32	20	16	30	25	27	29	30	23	23	18	25	30	28	22	32	34	29	26	30	27	37	36	28	33	30	31	32	29	34	34	30	38	34	39	36	38	39	34	40	38	40	43	44	42	51	36	43	43	40	44	49	45	48	47	49	46	48	45	45	45	49	49	45	41	50	47	53	44	50	47	56	53	54	53	62	52	58	56	60	54	56	59	58	54	55	62	68	61	73	62	57	65	68	60	67	78	69	76	67	68	72	82	99	97	0	1	2	2	14	5	14	5	14	4	4	35	4	2	7	9	21	21	7	3	4	4	22	4	8	9	7	5	10	10	22	21	6	35	20	21	30	21	13	26	27	12	23	41	16	5	10	21	12	30	45	39	33	39	16	44	70	41	44	38	35	51	47	12	70	47	70	44	55	42	41	29	41	62	0	39	65	0	63	41	23	24	65	63	63	77	68	63	68	55	83	58	85	0	23	77	84	84	93	68	0	83	57	82	102	90	100	98	102	111	83	98	107	112	0	0	1	1	2	1	1	2	1	1	1	1	1	1	1	2	2	1	1	1	2	1	2	1	2	2	1	1	2	2	1	1	2	1	1	2	1	1	1	1	2	2	1	1	1	1	2	2	4	2	1	1	1	1	1	2	3	1	2	1	2	2	3	2	3	2	1	2	1	2	1	2	1	3	3	1	1	2	1	1	1	1	4	3	2	2	1	1	2	1	2	2	1	2	1	1	5	1	1	1	2	3	1	2	1	3	1	1	2	3	1	1	3	1	1	4	1	1
26500	-942.444877752912021	-949.300365703871421	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.622726804617030	7	12	16	15	19	23	16	26	20	20	18	34	23	28	36	28	24	28	26	29	27	24	25	25	32	31	30	33	22	33	34	32	35	36	29	28	25	32	34	34	33	34	39	37	33	36	37	34	36	37	38	37	39	43	47	43	47	39	42	42	40	47	42	40	47	45	51	46	45	42	49	44	49	45	48	49	49	48	53	51	54	50	55	52	56	53	59	56	54	52	56	59	59	58	59	56	56	60	65	62	73	61	62	65	67	65	64	74	70	77	71	68	75	81	95	99	0	1	2	2	3	5	2	3	4	4	4	6	11	2	21	24	2	7	7	8	7	11	13	9	5	16	14	5	9	16	22	22	12	20	29	29	29	16	29	26	24	20	39	10	37	28	16	21	35	45	16	39	6	52	22	22	70	39	31	38	28	51	47	6	70	45	57	41	30	42	68	27	41	47	0	39	57	0	40	68	52	31	57	55	47	57	82	14	80	55	70	41	55	0	54	70	55	84	90	59	0	65	91	89	102	88	73	98	102	111	102	98	107	112	0	0	1	1	1	1	1	1	1	1	1	1	1	2	1	3	2	1	1	2	1	1	2	1	1	1	2	1	1	2	1	1	2	1	1	2	2	1	1	1	2	1	2	1	1	3	1	1	2	1	1	1	2	1	3	1	4	3	1	1	1	2	1	2	1	3	1	1	1	2	2	2	1	2	3	1	1	3	1	1	2	1	2	2	1	2	2	1	1	3	1	1	2	4	2	1	2	2	2	1	2	2	1	2	1	1	2	1	3	2	1	1	2	1	2	3	1	1
27000	-962.587111984166768	-969.442599935126168	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.699196327796381	4	11	13	15	21	31	17	24	18	20	17	32	22	21	30	26	29	26	26	26	20	27	27	28	29	29	24	25	28	34	26	30	36	35	31	32	33	36	32	32	33	34	39	36	30	35	32	37	33	43	32	37	39	43	50	43	49	40	40	44	43	44	45	38	43	46	52	51	41	38	49	41	48	49	40	46	46	47	51	45	53	41	55	54	55	52	62	52	44	54	57	59	55	55	57	56	60	63	65	53	74	62	62	64	70	68	70	77	65	79	72	70	69	83	95	99	0	1	2	2	3	5	2	3	4	11	4	8	11	2	7	4	14	21	7	5	7	13	10	14	8	16	21	3	2	47	14	4	6	20	20	23	45	47	5	26	22	35	13	14	16	28	16	15	5	45	16	39	33	39	63	44	70	44	23	38	6	30	30	49	70	69	70	54	30	28	44	41	41	62	0	54	70	0	40	59	52	59	65	66	69	77	68	69	69	63	57	41	69	0	54	65	84	84	85	82	0	83	57	68	83	90	113	98	102	83	102	84	104	112	0	0	1	1	1	1	2	1	1	1	1	1	1	1	1	2	2	3	1	2	1	1	1	1	2	1	1	1	1	2	2	1	1	1	2	2	2	1	1	1	2	1	2	1	3	3	1	2	1	2	2	2	2	1	1	1	1	1	2	1	1	1	2	2	1	1	1	1	2	1	2	2	1	1	2	1	1	1	2	1	2	1	2	1	2	2	2	1	2	2	1	1	1	4	2	1	3	2	2	2	2	2	1	2	2	1	1	2	1	3	1	2	2	3	1	3	1	1
27500	-952.168522680054139	-959.024010631013539	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.612085245155096	4	12	17	15	21	26	21	25	20	20	22	34	23	23	32	23	33	26	29	26	28	27	27	32	29	28	27	26	32	34	31	32	36	36	31	34	36	33	31	32	36	29	36	36	30	32	39	38	32	45	37	39	36	43	50	44	51	41	43	45	41	46	43	45	47	48	51	50	42	44	48	40	44	41	45	48	48	45	56	48	55	44	58	48	54	49	52	54	55	54	56	58	61	59	50	58	59	62	70	63	69	60	64	61	67	66	65	72	72	80	72	67	69	83	95	97	0	1	2	2	3	3	9	3	4	4	10	35	10	10	27	2	11	7	7	3	20	10	13	27	8	16	7	5	27	16	11	11	3	20	6	11	45	16	7	26	30	3	31	14	16	28	30	14	20	63	16	39	20	39	63	22	77	41	72	38	33	47	16	49	70	69	70	82	30	33	82	29	20	51	0	54	70	0	69	73	95	41	65	63	47	70	72	55	68	51	70	59	85	0	39	57	84	84	90	68	0	65	77	82	102	90	100	84	65	109	102	98	104	112	0	0	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	2	1	1	2	1	1	3	2	1	1	1	2	2	1	1	3	1	3	1	1	1	3	1	1	2	2	2	2	2	3	1	1	2	2	1	1	3	2	1	1	2	2	1	2	1	1	2	1	1	1	1	1	3	1	2	1	2	1	2	1	2	1	1	2	3	3	2	1	3	1	2	3	2	2	1	2	2	3	2	1	1	3	5	2	3	1	2	3	1	1
28000	-960.392091755883598	-967.247579706842998	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.570783511908638	5	10	13	16	18	27	22	25	21	24	20	29	24	28	30	25	27	29	27	24	24	29	28	28	33	25	31	31	31	33	32	31	37	37	23	34	31	34	34	28	31	30	32	36	35	38	35	35	39	40	35	42	35	42	51	41	46	42	40	41	42	46	42	41	45	46	48	50	43	42	47	49	48	48	46	49	51	46	49	49	47	43	53	52	43	45	62	51	56	53	57	58	59	55	55	58	60	57	67	62	72	59	61	61	69	70	65	72	70	78	71	67	71	85	99	97	0	1	2	2	3	5	2	5	4	9	4	6	11	10	21	9	7	7	7	3	4	4	13	20	8	9	7	12	21	16	11	14	28	12	3	32	16	10	10	26	22	6	23	41	37	28	16	32	25	45	16	39	6	23	45	11	70	41	11	38	28	51	30	12	70	69	70	29	9	6	44	59	14	69	0	82	70	0	40	14	52	2	65	66	47	70	80	79	59	69	83	68	63	0	76	83	84	84	93	71	0	83	83	89	102	99	100	66	102	109	83	97	107	112	0	0	1	1	1	1	1	2	2	1	1	1	1	1	1	1	2	1	1	1	1	2	1	2	1	1	2	1	1	1	2	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	2	1	2	1	1	2	2	2	3	3	1	2	4	1	3	3	2	1	1	1	1	3	4	2	2	1	3	1	1	2	2	1	2	5	1	4	2	1	2	1	1	1	2	2	1	2	1	1	2	1	2	1	2	4	1	2	2	1	1	1	1	3	3	1	5	1	2	2	1	1
28500	-895.011508829654190	-901.866996780613590	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.715901374565134	6	11	16	16	20	23	20	21	19	20	22	33	22	26	32	24	31	26	30	27	25	29	28	31	31	26	31	32	28	32	29	28	35	34	30	35	35	35	32	33	35	30	40	37	32	41	33	37	39	45	40	40	37	42	50	41	47	39	42	39	42	42	39	45	46	43	45	49	46	41	47	42	46	44	49	49	50	47	47	51	50	47	57	52	54	52	57	52	49	56	60	54	60	57	58	56	60	60	68	57	73	59	62	66	67	67	65	74	70	73	71	69	72	84	99	96	0	1	2	2	3	3	2	3	4	4	4	35	4	6	21	9	7	7	21	6	7	4	13	29	8	9	11	20	18	16	10	11	5	6	20	31	45	16	23	26	7	6	22	24	16	6	16	7	35	37	30	23	33	41	63	58	70	44	58	38	33	51	47	49	70	63	70	58	30	42	48	41	44	51	0	54	57	0	40	82	52	31	65	66	69	57	82	69	73	88	77	68	85	0	54	65	84	84	90	82	0	77	67	100	102	90	82	97	102	111	102	98	104	112	0	0	1	1	1	1	2	2	2	1	1	1	2	1	1	1	1	2	1	2	1	1	1	2	1	1	2	1	2	1	1	2	2	1	2	2	1	1	1	2	1	2	3	2	2	1	1	2	1	3	1	2	2	2	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	3	2	1	1	2	1	1	2	1	1	2	1	1	3	2	1	2	1	2	2	1	1	2	1	1	1	2	2	1	1	2	2	1	1	3	1	1	2	2	3	2	1	2	1	2	2	1	1
29000	-937.305071641199788	-944.160559592159188	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.740806856064397	4	11	16	13	20	26	20	25	16	20	16	33	23	29	35	25	31	28	30	21	26	29	28	25	29	29	32	31	32	35	33	25	33	34	32	36	36	28	33	33	34	33	40	37	30	29	36	34	38	41	39	36	40	43	48	38	44	39	37	41	38	47	42	46	48	42	47	49	41	40	45	41	42	47	44	48	49	42	50	49	55	48	50	48	56	52	57	54	51	54	60	52	43	56	58	59	57	61	68	62	73	60	63	62	70	70	67	72	69	71	71	76	74	81	100	96	0	1	2	2	3	5	2	2	4	11	4	5	11	10	7	9	7	7	24	3	7	10	13	11	3	16	21	5	14	16	10	10	6	20	5	23	45	16	13	26	14	3	13	41	16	6	16	21	33	37	47	39	12	52	69	41	70	41	41	38	6	26	30	28	70	47	57	44	16	12	24	15	41	47	0	54	57	0	40	14	52	41	57	66	93	77	41	63	80	93	65	68	30	0	76	65	84	97	85	59	0	57	57	92	102	90	104	98	102	102	91	108	100	112	0	0	1	1	2	1	1	1	1	2	1	1	1	3	1	1	2	2	1	1	1	2	1	1	1	2	1	1	1	2	1	2	1	1	2	2	3	1	2	1	1	1	1	3	3	1	1	1	2	2	1	1	1	1	1	2	1	1	2	2	1	1	2	3	2	4	2	1	1	2	2	1	3	1	1	2	1	1	2	1	2	3	2	3	1	1	2	1	3	3	1	2	2	1	2	1	2	1	2	1	2	2	1	3	3	1	1	2	2	2	2	2	2	1	2	2	1	1
29500	-958.581116264840489	-965.436604215799889	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.662045427276022	0	10	16	17	19	27	17	21	20	14	21	34	19	24	28	29	27	24	24	27	30	25	26	30	28	23	32	33	31	33	30	35	30	37	31	29	38	32	34	35	37	33	36	35	33	31	37	37	39	42	36	42	31	41	53	44	43	43	43	41	41	48	46	44	46	47	51	49	42	41	45	49	47	49	40	45	51	41	54	46	51	48	57	56	56	49	58	54	54	54	61	56	50	59	58	59	55	59	64	62	73	62	59	60	71	64	66	72	73	71	66	71	70	81	98	96	0	1	2	10	3	5	2	5	10	2	4	35	10	9	7	14	18	7	7	3	18	10	13	14	8	9	18	3	2	26	11	24	3	6	6	14	16	16	13	26	44	35	23	24	16	20	16	15	12	47	16	39	3	39	63	29	70	41	44	38	53	51	47	49	57	69	57	41	30	53	44	59	58	69	0	43	57	0	40	29	76	23	65	97	93	57	72	80	27	93	83	56	56	0	54	70	66	97	90	68	0	83	77	80	102	69	104	98	102	83	102	98	100	112	0	0	1	2	1	1	1	3	2	1	1	1	1	1	1	1	2	1	1	2	1	2	1	2	2	2	1	1	2	2	2	2	2	1	2	3	1	1	1	1	2	2	1	1	2	1	1	1	2	3	1	1	1	2	3	2	2	1	1	2	2	2	2	2	2	1	1	1	1	2	2	2	2	2	1	1	1	2	2	1	2	2	2	3	2	1	1	1	1	1	4	1	1	2	1	1	3	2	1	1	2	2	1	1	2	2	2	4	2	2	2	2	1	4	2	2	1	1
30000	-968.680965315980870	-975.536453266940271	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.629870441544798	2	11	12	16	19	24	18	23	19	24	20	30	19	27	34	25	23	28	30	25	20	26	22	31	29	28	31	29	30	31	31	32	33	36	32	34	35	31	30	36	34	34	41	36	35	34	34	35	39	40	37	35	39	38	51	40	42	44	42	44	35	46	46	44	46	46	52	45	46	49	51	47	49	44	47	44	48	48	53	51	54	53	57	54	52	54	61	52	57	52	57	53	58	46	50	55	49	61	69	64	70	64	65	62	66	62	67	72	72	73	71	76	76	82	94	93	0	1	2	2	3	3	2	5	4	4	4	6	4	7	29	9	7	7	8	3	7	4	13	21	8	16	7	20	22	10	22	22	28	12	5	13	16	16	23	30	27	12	54	14	16	28	16	29	20	45	22	39	20	39	51	24	33	6	44	38	6	51	30	35	57	47	77	56	31	57	73	59	24	37	0	54	57	0	40	68	54	59	65	97	66	77	58	40	82	63	65	68	85	0	63	65	66	84	90	71	0	77	83	89	83	85	104	98	102	65	103	98	107	108	0	0	1	1	1	1	2	2	1	1	1	2	1	1	1	1	1	1	2	2	2	2	1	1	1	3	1	1	2	1	1	2	1	1	1	1	3	1	2	1	2	1	1	1	1	1	2	1	2	1	3	1	1	1	2	1	3	2	1	2	2	2	2	2	4	1	1	2	1	1	3	2	1	1	2	2	1	2	2	1	2	2	3	2	2	2	1	1	3	2	1	1	1	2	1	1	1	1	1	1	3	2	1	2	1	1	1	2	1	2	2	5	1	2	2	1	1	1
30500	-888.481580799922654	-895.337068750882054	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.669821248705506	7	11	15	14	19	24	22	22	19	20	17	21	21	24	39	26	26	26	28	24	21	23	25	27	26	29	29	31	29	35	34	35	37	36	33	32	37	32	30	31	34	31	30	39	32	38	39	38	40	44	39	40	39	37	42	43	42	42	38	44	45	44	46	46	47	47	51	49	44	48	48	44	52	47	49	50	48	47	49	44	51	49	53	54	53	45	56	52	56	47	59	54	60	54	55	58	57	59	62	60	74	62	64	61	64	67	67	69	73	78	68	74	72	84	96	100	0	1	2	2	3	5	9	5	4	4	4	3	11	21	36	9	7	7	7	12	2	11	13	7	8	16	7	5	14	16	2	36	5	35	12	22	45	16	13	26	36	20	23	41	16	28	16	31	20	37	30	54	28	39	30	44	28	44	41	38	35	51	30	5	57	55	70	31	37	57	58	44	80	47	0	54	57	0	69	41	52	41	65	47	79	57	82	90	68	47	83	68	85	0	76	65	90	84	90	92	0	65	70	92	102	99	104	98	102	111	77	108	107	112	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	2	3	1	2	1	2	2	1	1	1	1	1	1	1	1	2	1	3	1	2	1	1	1	2	1	1	1	1	1	2	2	2	1	2	3	1	1	1	3	1	2	1	1	2	1	1	2	2	1	2	2	2	2	1	1	2	1	2	2	1	3	1	1	2	1	2	2	2	1	3	1	1	2	2	1	1	1	1	2	1	2	3	1	1	2	1	1
31000	-957.653626669490450	-964.509114620449850	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.677559147061164	1	8	16	15	20	27	21	19	18	19	21	34	22	27	36	27	30	28	26	26	31	24	26	27	29	29	29	29	23	30	37	32	37	33	32	31	37	36	34	32	29	32	41	36	32	39	31	32	41	42	37	41	38	40	40	43	40	41	43	43	42	47	42	44	48	46	48	46	40	45	47	46	51	49	45	48	47	46	51	42	46	51	57	53	52	54	63	53	57	45	57	58	58	58	60	53	59	63	69	63	70	61	64	62	67	66	64	74	72	76	71	75	74	79	98	97	0	1	2	2	3	3	2	3	4	4	4	20	10	2	11	9	6	7	7	3	7	4	13	29	8	4	7	5	10	11	23	41	6	20	20	14	45	47	23	26	29	28	26	24	30	6	11	19	12	47	30	39	20	39	47	44	35	6	14	38	53	50	37	49	57	55	70	41	16	57	41	31	80	63	0	39	70	0	26	44	52	58	65	63	45	57	72	37	82	55	96	82	50	0	54	65	84	97	93	92	0	91	65	68	102	93	92	98	83	65	57	97	107	112	0	0	1	1	1	1	1	2	2	1	1	1	2	1	1	2	2	1	1	2	1	1	2	1	1	1	2	3	1	2	1	2	1	1	2	2	1	1	1	1	1	1	2	1	1	2	1	2	2	2	1	3	1	1	2	2	2	2	2	2	3	1	1	1	1	1	1	1	1	2	1	1	2	1	2	1	1	2	1	1	3	1	1	2	2	2	4	2	3	4	1	1	1	1	1	1	3	1	1	1	3	1	1	1	1	3	1	1	1	2	3	3	7	2	2	1	1	1
31500	-927.568365748052429	-934.423853699011829	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.660936069293028	3	8	14	18	19	26	21	24	19	21	20	21	22	23	40	26	29	28	23	26	29	22	24	26	26	28	32	24	28	32	31	35	36	38	30	34	39	35	35	32	34	33	41	38	34	36	38	33	36	43	36	43	40	42	48	44	37	42	39	44	42	44	42	39	48	45	51	48	45	48	50	46	44	49	49	44	50	49	52	53	52	47	59	49	51	53	58	58	53	55	61	59	57	56	57	56	57	57	69	65	73	60	64	65	70	63	68	71	71	74	71	78	73	81	99	96	0	1	2	2	3	12	2	7	2	4	2	5	4	9	21	9	14	7	2	12	19	11	13	7	8	9	21	12	14	16	10	7	6	49	20	21	30	26	4	16	29	35	39	41	9	6	16	21	28	45	7	39	3	31	69	59	42	44	11	38	28	45	30	12	57	51	70	41	51	57	68	58	44	63	0	39	57	0	40	73	52	56	65	66	63	57	80	69	72	85	70	72	85	0	76	65	84	84	106	80	0	77	86	82	102	93	100	98	102	83	77	108	100	112	0	0	1	1	1	2	1	1	4	1	2	1	1	1	1	1	1	1	1	2	3	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	3	2	2	1	2	1	2	1	1	1	2	2	2	1	4	2	1	1	1	1	3	2	2	1	2	3	1	2	1	2	2	2	1	2	1	1	1	2	3	1	2	2	1	1	2	1	2	2	1	2	1	1	2	2	1	1	2	2	2	1	2	2	1	2	1	4	2	1	1	2	1	3	5	1	2	1	1	1
32000	-950.808409087874338	-957.663897038833738	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.679680343073154	7	10	13	14	20	27	21	23	21	18	21	27	20	28	36	25	30	28	30	27	23	22	28	18	29	28	31	33	26	29	27	35	32	36	32	35	37	35	34	32	36	33	39	38	31	37	40	34	37	42	34	37	26	43	50	44	39	41	30	44	42	47	38	45	42	47	52	48	44	43	49	46	50	44	47	47	49	41	50	49	53	46	52	49	47	48	53	52	53	53	44	56	61	57	57	50	56	59	70	64	73	57	65	65	67	63	68	72	68	77	63	74	71	80	97	99	0	1	2	2	3	3	10	3	10	4	2	3	4	24	2	9	7	21	7	5	7	4	13	2	12	11	24	3	24	16	11	22	53	35	6	29	30	30	31	26	45	6	13	41	11	28	16	27	12	45	16	15	5	39	63	31	28	44	24	38	33	47	30	61	57	69	77	29	16	57	44	41	72	30	0	11	57	0	62	56	52	58	77	47	69	70	72	69	72	85	57	73	85	0	39	65	84	97	90	92	0	77	70	100	83	90	104	98	111	103	83	108	15	112	0	0	1	1	1	1	1	2	1	2	1	1	1	3	1	2	4	1	1	2	1	1	1	1	2	1	1	2	2	3	1	1	1	2	1	1	1	2	1	2	1	1	1	1	1	1	2	1	2	1	2	2	1	1	1	2	2	3	1	1	2	3	2	1	2	1	1	1	1	3	2	1	1	2	1	2	1	3	2	1	1	1	4	1	1	1	1	1	1	1	2	1	1	1	2	1	3	1	1	1	2	2	1	2	3	1	2	1	1	2	1	1	1	1	7	2	1	1
32500	-912.935904307038868	-919.791392257998268	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.727473843150096	7	11	15	15	20	28	24	19	17	22	18	33	20	20	36	25	30	29	28	23	27	27	24	26	24	29	33	29	32	36	29	34	37	35	27	34	37	34	33	32	30	29	39	39	31	33	35	37	38	43	36	36	32	44	48	43	41	43	41	38	35	43	38	46	45	47	40	50	44	47	42	48	50	49	45	49	49	47	46	46	47	43	52	49	52	53	60	54	50	54	55	54	57	53	53	53	55	61	65	56	73	64	64	63	66	68	58	73	68	75	67	76	76	85	89	92	0	1	2	2	3	3	14	3	4	13	4	35	4	2	18	9	7	7	7	5	7	11	13	14	8	16	21	5	18	45	10	31	53	6	20	10	45	31	31	26	24	20	23	41	16	6	16	7	35	30	16	36	35	39	69	29	67	44	41	38	28	47	16	49	57	69	42	80	45	57	44	59	72	63	0	39	57	0	47	82	52	44	65	66	51	77	92	79	56	62	65	80	69	0	54	83	84	97	90	92	0	83	83	100	102	90	68	97	102	77	102	108	107	112	0	0	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	2	2	2	1	1	1	2	1	1	1	1	1	1	1	1	2	1	2	1	1	2	1	1	1	1	1	1	2	1	1	1	2	2	2	1	2	1	1	2	1	2	1	2	2	1	1	1	3	2	1	1	2	1	2	1	1	2	1	1	1	2	2	1	2	1	3	1	2	1	3	1	1	2	1	2	2	1	2	1	2	1	1	1	2	1	1	1	2	2	1	2	2	3	1	3	1	1	4	2	1	1
