step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37
45000	-148.458925982366907	-146.427768286139212	-2.031157696227691	0.000099033047921	0.000013271547190	0.134011296917160	0.915755720897105	-1	2	4	6	7	8	6	9	10	10	10	12	13	12	12	12	15	14	17	17	16	18	19	19	20	20	22	20	20	22	21	22	22	25	22	24	27	0	1	2	3	3	7	3	4	6	8	6	10	15	10	9	11	18	16	18	21	18	19	20	20	20	22	26	20	24	29	23	29	28	26	28	35	36	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
45500	-174.077571315462649	-172.506887939249566	-1.570683376213080	0.000100018943985	0.000025356976487	0.253521737750301	0.858837644255373	0	3	5	5	7	6	8	10	9	10	10	10	12	12	12	12	11	14	17	17	16	16	18	19	22	19	20	19	20	21	21	22	22	24	23	24	27	0	1	2	2	3	3	6	9	6	7	7	7	5	11	12	10	9	17	18	21	18	18	19	20	30	22	20	19	21	26	23	26	28	29	27	33	36	1	2	1	2	1	1	1	1	2	1	1	1	1	1	1	2	1	2	2	1	1	1	1	1	1	2	1	1	1	1	2	1	1	2	1	1	1
46000	-174.211104522729443	-171.932975741645635	-2.278128781083822	0.000164723074513	0.000017264911273	0.104811735232325	0.598276803787005	-1	2	4	7	6	7	6	10	9	10	11	12	12	12	11	14	15	15	16	18	16	18	19	20	20	20	21	19	20	22	21	21	23	25	23	22	26	0	1	1	5	3	5	2	7	6	6	6	10	11	11	10	9	9	9	17	19	17	21	19	22	17	22	23	17	22	24	23	22	30	26	27	24	35	1	1	2	1	1	1	2	2	1	1	2	1	1	1	1	2	2	2	1	1	1	1	1	1	2	1	1	2	1	1	1	2	1	2	1	1	2
46500	-143.398656114214987	-141.701755800054684	-1.696900314160294	0.000120523614371	0.000024644323568	0.204477136671907	0.994622590037420	0	3	5	7	7	7	6	9	8	7	9	11	13	13	12	15	14	15	16	17	16	18	18	19	21	20	21	19	20	21	21	22	23	24	23	24	27	0	1	2	3	7	3	3	10	7	3	6	4	12	12	5	15	15	17	18	18	18	21	19	23	26	22	26	19	22	28	23	27	30	35	30	33	36	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
47000	-165.982512578679717	-164.129485266581327	-1.853027312098388	0.000121708496491	0.000020063919449	0.164852249658355	0.842164551896893	-1	3	4	7	5	6	7	9	10	10	10	11	13	12	12	13	14	15	16	18	16	17	19	18	22	19	21	20	21	21	20	23	24	24	22	23	26	0	1	2	2	2	3	6	3	6	8	5	9	9	12	9	14	16	17	18	18	18	21	17	19	20	22	23	24	22	23	20	30	25	25	31	28	33	1	2	1	1	1	1	1	3	2	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	2	1	1	1	1	1	1	1	1	1	1	2	1
47500	-183.602754546961791	-181.295809176252646	-2.306945370709141	0.000072816358712	0.000007433247214	0.102082105528546	0.633748326732718	-1	3	4	5	7	7	8	9	9	10	11	12	14	12	11	14	12	15	14	18	16	18	19	19	20	20	21	19	20	21	18	23	22	24	24	23	27	0	1	2	2	2	2	3	6	4	4	6	10	14	7	6	11	9	19	17	18	13	21	19	18	31	22	24	21	22	24	19	26	25	29	26	33	28	1	2	1	1	2	2	1	1	2	3	2	1	1	2	1	1	2	1	1	1	1	1	2	2	1	1	1	2	1	1	3	1	1	2	2	1	4
48000	-198.892519066694490	-197.150125111969203	-1.742393954725280	0.000155584418645	0.000029746948195	0.191194905341082	0.544634195692106	0	3	5	7	6	5	7	9	10	10	11	9	13	12	11	13	14	14	16	17	16	18	18	20	21	19	22	19	21	20	19	22	23	24	23	23	27	0	1	2	6	6	2	6	4	8	3	12	2	14	4	12	14	15	13	18	21	17	19	20	19	19	22	31	14	26	22	23	26	30	29	26	30	36	1	1	1	1	1	1	2	1	1	3	1	2	1	4	1	1	2	1	1	1	2	1	1	2	3	1	2	4	1	1	1	1	2	2	2	2	2
48500	-159.041447847048431	-157.269336218833530	-1.772111628214903	0.000098316326234	0.000018029369341	0.183381235155280	0.824631811938486	-1	2	4	6	5	8	7	10	9	10	10	11	13	12	9	14	14	15	17	17	16	17	19	19	21	19	21	19	20	22	22	22	22	24	23	22	26	0	1	2	2	3	4	4	7	7	9	6	4	14	9	5	6	14	17	18	18	18	21	20	20	20	22	24	19	26	29	23	29	25	32	25	28	36	1	2	1	2	1	1	1	2	1	1	1	3	1	1	2	3	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1
49000	-164.645313074737174	-162.764645980908142	-1.880667093829045	0.000097268053789	0.000015493459689	0.159286210484087	0.899278773763630	-1	2	5	5	6	8	6	10	8	9	9	11	13	13	11	15	13	15	17	17	16	18	17	19	20	19	22	19	21	20	21	23	24	24	23	24	27	0	1	2	2	3	7	4	6	5	5	6	11	15	10	6	14	15	17	14	18	18	19	18	18	20	22	30	19	22	24	24	29	28	35	27	24	36	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	2	1
49500	-180.352972060888476	-178.569657975220281	-1.783314085668194	0.000115830049176	0.000020917789717	0.180590355141556	0.829580554814683	0	3	4	6	7	7	8	9	10	9	10	12	13	12	11	15	15	14	15	17	16	18	20	20	21	20	22	20	20	22	21	22	24	23	22	24	27	0	1	1	2	3	3	6	4	10	6	6	4	12	11	9	14	18	13	18	19	14	19	19	20	29	22	28	21	22	31	24	29	23	27	29	28	36	1	1	2	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	3	1	2	1	1	1	1	2	1	1	1	1	1	1	1	2	3
50000	-177.549636955203511	-176.047876718396878	-1.501760236806646	0.000104604677591	0.000030693825482	0.293426892455025	0.756458358631803	-1	2	4	5	6	8	7	10	9	11	10	11	13	13	11	15	14	14	17	16	16	18	18	18	20	20	21	20	21	20	21	22	23	25	21	24	26	0	1	2	3	4	2	5	7	6	6	7	6	15	11	9	15	10	10	18	18	18	20	20	21	19	22	26	24	26	22	23	26	27	35	20	28	30	1	2	1	1	1	3	1	2	1	1	2	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2
50500	-164.047304013818206	-162.037892672036975	-2.009411341781218	0.000157326341711	0.000021588514143	0.137221230137694	0.841898931602292	-1	2	4	6	6	8	7	8	9	11	8	11	13	13	12	15	14	15	17	17	17	18	19	20	19	20	21	19	21	21	22	22	23	24	24	23	28	0	1	2	3	2	7	5	4	7	9	7	11	10	6	8	14	15	17	18	17	18	21	20	21	19	22	22	20	22	22	24	24	27	22	31	30	33	1	1	1	1	2	1	1	1	1	1	1	1	1	2	2	1	1	1	1	2	1	1	2	1	1	1	1	1	2	1	1	1	1	3	1	1	3
51000	-168.637615209265419	-166.733488798255422	-1.904126411010009	0.000120340054072	0.000018631002226	0.154819626510138	0.841598101317838	-1	2	1	5	6	8	7	7	9	9	11	11	13	12	12	12	14	16	16	18	17	18	18	19	19	20	21	20	21	21	22	22	21	25	24	22	25	0	3	1	2	4	4	5	4	8	8	6	9	11	10	10	6	13	17	17	18	18	21	18	21	19	22	26	25	22	21	30	22	28	29	31	33	36	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	2	1	1	1	1	2
51500	-162.321124623167265	-160.584983537825707	-1.736141085341569	0.000096959136870	0.000018705394407	0.192920389046667	0.894870854427242	-2	2	4	7	6	7	7	10	8	10	11	11	13	12	11	14	13	15	16	17	16	18	19	19	21	19	21	19	21	22	21	22	23	24	22	24	27	0	1	2	3	3	5	5	9	4	6	7	9	12	12	10	10	9	17	18	19	18	21	19	20	26	18	24	20	24	23	24	26	28	29	28	35	28	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	2	3	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	3	1	1	1	3
52000	-175.618806469604266	-173.601747473291397	-2.017058996312857	0.000129076571518	0.000017564434540	0.136077634642678	0.712475659556606	-1	2	1	7	6	8	7	9	9	10	10	12	13	12	12	14	15	15	16	17	16	18	19	19	18	19	21	20	20	21	18	22	22	25	23	24	27	0	1	1	5	3	4	5	4	7	5	6	9	9	11	10	10	14	13	15	18	18	21	20	31	20	22	24	25	22	24	18	26	24	32	32	27	28	1	2	1	1	2	1	1	1	1	1	1	2	2	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	3
52500	-182.635005587776277	-181.222095169835598	-1.412910417940681	0.000081869575142	0.000031162362415	0.380634226586255	0.783121352041189	-3	2	4	6	7	8	7	10	9	10	11	11	13	11	12	14	13	15	16	17	16	18	19	19	21	20	21	19	20	21	21	21	23	24	23	23	28	0	1	2	3	3	7	2	4	3	9	7	7	10	9	8	9	14	17	17	18	16	20	18	21	24	18	24	21	22	24	23	24	25	26	25	28	36	1	2	1	1	2	1	2	2	2	1	1	2	1	1	1	2	1	1	2	2	1	1	2	1	1	3	1	1	2	1	1	1	1	1	1	1	1
53000	-178.398254449918653	-176.186496783565218	-2.211757666353441	0.000082776341557	0.000009234574793	0.111560557274856	0.862088439781140	-1	3	4	6	5	7	7	9	9	10	10	11	12	13	11	13	14	15	16	18	17	19	20	18	21	20	19	20	20	19	21	22	21	23	24	24	27	0	1	2	5	3	2	5	3	4	4	7	11	12	4	9	12	12	17	18	19	18	21	20	19	27	22	21	30	30	24	24	26	30	26	33	33	28	1	3	1	1	1	2	1	2	1	1	1	1	1	4	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3
53500	-183.817048848229490	-182.427774706727263	-1.389274141502232	0.000069927578210	0.000029572066751	0.422895622980146	0.685611548501890	0	3	4	6	6	8	8	10	10	10	11	10	12	12	9	14	15	15	16	17	17	18	17	19	20	20	21	19	21	22	22	22	22	25	23	23	24	0	1	2	3	3	5	4	6	6	7	9	7	6	6	7	14	11	11	17	13	18	20	17	17	20	22	25	20	26	22	23	26	28	22	32	33	36	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	2	2	1	3	1	1	1	2	1	1	1	1	1	2	2	1	2	3	1	1	1
54000	-172.278956379642636	-170.255913658157283	-2.023042721485344	0.000113652768205	0.000015365183152	0.135194095095144	0.677476697953660	0	3	4	6	5	8	8	9	9	10	10	11	12	12	10	14	14	15	17	17	16	18	19	18	21	19	21	20	20	21	20	23	23	24	21	23	27	0	1	1	2	2	2	5	4	7	4	7	11	6	8	9	13	10	17	18	18	17	21	19	21	24	22	28	24	22	26	23	24	28	22	23	31	36	1	2	1	2	1	3	1	2	1	2	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	1	2	2
54500	-154.518816115764793	-152.864089360796441	-1.654726754968358	0.000104769473173	0.000022895026034	0.218527643025846	0.989457079625620	0	1	4	7	5	7	7	10	9	9	10	11	12	10	11	14	14	16	16	18	17	18	20	18	19	19	22	20	21	22	20	23	23	25	21	24	27	0	1	2	3	3	3	5	10	6	4	9	11	10	10	11	13	13	17	17	18	18	21	24	18	20	24	35	24	26	35	20	26	28	29	26	28	36	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1
55000	-180.507190535751164	-179.066434845509008	-1.440755690242170	0.000111172138926	0.000038429238546	0.345673285747458	0.782558914045448	0	2	3	5	6	8	8	9	10	10	10	11	13	12	12	12	13	15	17	15	17	19	19	19	22	20	22	19	21	21	21	21	21	24	23	23	26	0	1	1	2	4	5	5	4	6	8	7	4	11	10	9	9	7	17	18	9	18	21	18	13	24	21	28	19	22	21	24	22	28	29	32	33	33	1	1	1	1	1	1	1	1	1	1	1	3	2	2	1	1	2	1	1	2	1	1	2	3	1	1	2	1	1	2	1	1	1	2	1	1	1
55500	-165.219357321752739	-163.438122346835428	-1.781234974917302	0.000113002764269	0.000020465059188	0.181102288255804	0.889260974441384	0	2	5	6	5	7	8	9	10	11	9	11	14	13	11	15	14	15	16	16	17	19	19	17	21	20	21	19	21	21	21	21	22	24	24	24	25	0	1	2	3	2	5	3	4	4	8	6	7	10	9	8	13	7	17	18	17	17	21	19	19	22	22	22	24	22	24	23	22	28	29	32	28	36	1	1	1	1	1	1	2	1	2	1	1	1	1	2	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1
56000	-157.201563050953638	-155.155184183149572	-2.046378867804057	0.000134023455218	0.000017669562307	0.131839328257644	0.758488096141705	0	2	4	6	6	7	8	9	8	10	10	11	14	12	10	12	14	15	17	18	17	18	19	19	20	20	21	19	20	21	21	22	24	24	23	24	28	0	1	2	2	3	4	5	3	5	8	6	11	16	15	9	10	15	17	18	18	18	17	19	19	20	24	22	19	22	21	24	29	25	29	27	28	33	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	3	2	1	3	1
56500	-170.588505768016631	-168.765203099152416	-1.823302668864224	0.000108781521454	0.000018628044395	0.171242727127541	0.866122430372614	-1	1	4	7	6	8	8	9	8	10	10	11	13	12	10	15	14	16	15	17	17	18	19	16	22	20	22	20	21	20	22	22	24	24	23	23	27	0	1	2	2	3	5	5	4	4	4	6	15	10	12	6	10	14	19	17	19	24	16	20	17	28	22	26	18	26	20	23	29	36	27	29	28	34	1	1	1	3	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1
57000	-164.961926491286789	-163.313184217001492	-1.648742274285306	0.000070596860669	0.000015579412167	0.220681373357111	0.737225087855939	0	2	3	6	7	7	5	10	9	11	8	12	13	13	12	14	14	15	16	18	16	18	20	20	20	19	21	20	20	20	20	23	24	24	23	22	27	0	1	2	7	4	7	3	9	4	9	4	9	10	10	5	11	10	13	18	19	18	21	18	21	20	22	30	18	22	26	20	27	36	29	31	28	33	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	3	2	2	1	1	1	1	2	3	1	1	1	2	1	1	1	1	1	2	1	1	2
57500	-162.257734024712107	-160.470056060207611	-1.787677964504508	0.000091658677344	0.000016454987634	0.179524602699099	0.754212859488504	-2	2	5	5	7	8	7	9	10	10	10	11	14	11	12	14	12	14	16	16	17	19	19	18	21	20	22	19	20	21	20	22	24	24	21	23	27	0	1	2	2	3	7	4	7	5	5	7	11	15	8	10	9	10	17	18	18	19	21	24	20	28	24	28	24	22	28	24	29	28	22	22	28	33	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	3	2
58000	-193.305457040749275	-191.791861550575163	-1.513595490174110	0.000109497765969	0.000031264183647	0.285523484152967	0.702536060377953	0	2	3	4	6	7	7	9	9	9	8	11	13	12	11	13	14	15	17	17	16	18	18	19	21	19	21	19	20	21	20	23	22	24	24	24	27	0	1	2	3	4	2	3	11	4	6	1	7	12	10	10	12	16	15	13	18	18	19	19	20	24	21	28	19	19	10	23	22	28	26	29	24	28	1	1	1	1	1	2	2	1	2	1	4	2	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	5	1	2	2	2	2	5	4
58500	-166.897536685476723	-164.923293423997876	-1.974243261478833	0.000129352432468	0.000018458326148	0.142697943869223	0.763763077810210	0	2	4	6	6	7	7	9	10	11	9	12	14	11	11	14	14	15	17	18	16	18	19	18	21	19	21	18	21	22	21	22	23	24	24	23	26	0	1	2	3	3	1	5	4	6	11	2	5	15	11	8	12	14	17	18	21	17	17	19	19	19	22	23	18	26	23	23	22	25	30	29	25	25	1	1	1	2	1	3	1	2	2	1	3	2	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	2	1	2	1	2	1	1	1	1	3
59000	-161.456193026117489	-159.880071639868845	-1.576121386248631	0.000137121574952	0.000034402761397	0.250892402664863	0.900945377793656	-1	2	4	6	6	7	8	8	9	10	10	10	13	11	10	12	14	15	17	18	16	19	19	20	20	18	21	19	20	22	21	22	23	25	23	22	27	0	1	2	3	3	5	5	3	5	4	9	9	14	11	8	15	11	13	18	21	18	26	20	19	19	18	22	18	22	24	24	26	27	26	36	28	34	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	3	1	1	1
59500	-162.314485506575949	-160.461591410222098	-1.852894096353841	0.000097909430295	0.000016143299209	0.164879921788240	0.932082799693441	-1	1	3	6	5	7	7	8	8	10	10	11	14	12	11	14	11	14	17	17	16	18	19	18	20	19	21	18	21	22	22	22	23	25	23	24	27	0	1	2	3	3	3	5	4	4	8	9	7	12	9	8	11	11	17	18	18	18	21	19	21	24	22	26	19	26	27	23	22	25	29	31	30	36	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2
60000	-144.231877329559211	-142.641299395189208	-1.590577934370010	0.000090689942872	0.000022145266111	0.244186570302673	0.913929703234639	-2	1	4	6	6	8	7	10	10	10	10	11	13	12	12	13	14	15	17	18	17	18	19	20	19	20	21	20	21	21	21	22	22	24	24	24	26	0	1	2	3	3	7	4	7	6	6	6	11	12	10	9	14	9	17	18	19	18	21	19	21	19	22	26	25	22	24	23	22	28	29	32	24	36	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
60500	-187.017583263373695	-185.223011345658904	-1.794571917714784	0.000101685376080	0.000018086234825	0.177864659818611	0.818504847051064	0	3	5	7	5	7	8	10	9	9	8	12	12	13	11	11	13	14	16	18	17	18	19	20	22	19	22	20	20	22	21	23	24	22	23	24	27	0	1	2	5	2	2	5	9	2	6	6	15	8	15	11	7	15	6	17	19	19	9	20	23	24	22	29	20	26	22	23	26	30	29	27	28	36	1	1	1	1	1	2	1	1	4	1	1	1	1	1	1	1	1	3	2	1	1	4	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1
61000	-170.573022942633173	-167.626937775656842	-2.946085166976329	0.000093263808716	0.000005738470601	0.061529447271678	0.754925007119743	-1	2	4	6	6	7	8	8	8	10	11	11	14	13	12	14	13	15	17	16	17	18	18	20	21	20	20	19	21	19	21	22	23	23	23	23	27	0	1	2	3	3	5	6	4	5	9	7	9	15	10	8	14	9	17	18	18	18	21	20	19	19	22	30	18	26	12	23	29	28	29	29	27	33	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	2	1	1	1	1	1	1	2	1	1	1	2	1	4	2	1	1	1	1	1	1
61500	-155.633141396402351	-154.104949551467342	-1.528191844935013	0.000076675325852	0.000021197708541	0.276460625440105	0.814981922521156	0	2	4	7	6	8	6	10	9	10	10	12	13	12	11	13	14	15	17	15	17	18	20	20	20	19	21	19	20	21	21	21	21	25	23	23	27	0	1	2	2	3	7	2	9	4	6	6	15	12	8	11	15	10	17	20	13	20	21	20	22	19	22	19	19	22	26	23	22	28	35	32	33	36	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	3	1	1	1	2	1	1	1	1	2	1	1	1	1	2
62000	-158.317215166172076	-156.674448012289133	-1.642767153882953	0.000092641519570	0.000020647542991	0.222875694249755	0.974585027985398	0	3	5	6	7	7	8	9	10	10	11	11	13	12	10	15	14	16	17	18	16	18	18	18	20	19	21	19	18	22	19	21	22	23	22	24	27	0	1	2	3	3	3	6	3	7	6	7	7	10	10	8	13	11	17	18	18	13	21	18	16	20	29	26	21	21	27	23	26	28	22	27	33	36	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1
62500	-164.491877449762853	-162.764633105363686	-1.727244344399155	0.000097300433367	0.000019015202926	0.195427731082113	0.728204771263762	-2	2	4	7	7	6	8	8	10	9	10	11	13	12	11	14	14	15	16	18	16	18	19	17	21	20	20	20	20	21	22	22	23	24	23	23	27	0	1	2	3	6	3	6	3	7	4	7	4	15	15	10	10	15	17	18	21	16	21	24	16	23	22	24	20	18	29	30	29	28	26	25	28	33	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	3	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	2	2
63000	-145.276757690769358	-143.121252999773816	-2.155504690995538	0.000119708062145	0.000014107273564	0.117847313798586	0.958271081992205	-1	1	4	6	6	8	6	10	9	8	11	10	12	13	11	15	13	15	16	18	17	18	19	20	22	19	19	20	20	20	21	22	22	23	23	23	26	0	1	2	3	3	7	3	10	6	5	6	10	8	15	9	14	15	17	18	19	19	21	19	20	24	22	20	20	27	22	23	29	28	29	32	27	36	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1
63500	-165.475128396655776	-164.039047746883426	-1.436080649772344	0.000105577754551	0.000037040918087	0.350840176934023	0.884894922249740	-1	0	4	6	7	8	7	8	9	11	10	11	14	13	11	14	15	16	17	17	17	18	19	19	19	20	22	20	20	21	22	23	23	24	24	24	27	0	1	2	3	3	7	3	4	7	9	6	9	15	15	11	15	14	14	18	18	18	21	19	21	19	22	25	25	22	20	20	27	29	26	33	33	27	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	1	1	2	1	1	2
64000	-141.897610646598281	-140.018164408125500	-1.879446238472784	0.000142787686572	0.000022778195483	0.159524928441926	0.974408204147133	0	2	4	5	4	7	8	10	9	9	11	11	13	12	11	14	14	15	17	16	17	18	19	20	22	19	21	19	20	20	22	21	23	24	22	24	26	0	1	2	5	2	5	4	10	6	6	7	7	15	8	10	13	14	17	18	18	20	21	19	22	28	22	23	19	22	22	23	24	24	35	26	33	36	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
64500	-158.741389675763514	-157.209956593145932	-1.531433082617586	0.000083255088616	0.000022856899570	0.274540571028883	0.981636067599837	-1	2	4	6	6	8	7	9	9	11	9	11	13	11	10	14	12	15	17	16	17	19	19	19	21	20	19	20	21	20	21	21	22	23	22	23	25	0	1	2	3	3	7	5	4	4	15	7	11	8	15	6	10	11	17	18	18	20	18	19	20	24	27	19	19	26	23	23	26	27	29	26	28	36	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
65000	-174.537209384399830	-173.057879660901051	-1.479329723498767	0.000088060715960	0.000027303080120	0.310048354959077	0.704407604947603	0	2	4	6	6	7	7	9	9	8	11	11	13	11	12	14	13	14	17	17	17	18	20	17	20	19	22	19	20	20	22	20	22	24	22	23	27	0	1	2	2	3	5	5	4	10	4	9	7	11	8	9	9	14	15	18	18	18	20	20	18	21	22	23	19	22	26	30	26	28	29	30	28	36	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	2
65500	-154.114575686506868	-152.484687131978546	-1.629888554528308	0.000113043297686	0.000025747013476	0.227762406115197	0.839301193406522	-1	2	4	7	6	8	7	9	10	11	10	12	14	12	11	13	13	15	17	17	16	18	19	18	21	20	21	19	19	19	21	21	23	23	23	22	27	0	1	2	5	3	4	3	4	8	8	6	6	10	10	8	12	15	17	18	18	17	21	19	19	30	22	23	20	22	20	23	29	24	30	25	28	33	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	2
66000	-169.953405433161151	-168.429484477489268	-1.523920955671876	0.000099120398571	0.000027658569288	0.279040133883106	0.900597269813816	-1	3	5	5	6	7	8	10	10	11	10	10	13	12	9	14	14	15	17	16	16	18	19	20	20	20	22	20	21	21	21	22	23	23	22	24	26	0	1	2	2	2	3	6	7	7	11	6	7	8	12	6	10	13	13	18	18	18	21	19	22	19	22	28	19	22	23	23	26	28	29	26	33	35	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	3
66500	-144.021633902098785	-142.490462141735492	-1.531171760363292	0.000092583833223	0.000025432242063	0.274694200682223	0.970205023692621	0	2	2	6	5	7	8	8	10	11	9	11	13	12	11	14	14	15	16	17	16	18	19	20	19	19	21	20	20	21	22	22	22	23	23	23	26	0	1	1	5	2	5	6	4	8	11	7	7	14	15	9	13	10	13	18	18	18	21	20	23	20	22	25	25	22	22	30	29	28	30	29	33	36	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1
67000	-184.763011067847998	-183.159198293421639	-1.603812774426372	0.000087061411427	0.000020753753457	0.238380622563211	0.739473714956263	-1	2	5	6	7	8	8	8	8	10	11	9	14	12	11	14	14	16	17	18	17	18	19	19	21	20	21	19	20	21	21	21	23	24	24	21	27	0	1	2	2	3	4	3	4	3	7	5	7	11	11	6	9	14	17	18	19	17	21	21	17	28	22	22	19	23	24	23	26	28	33	31	28	33	1	1	3	3	1	1	2	1	2	1	2	1	1	1	1	4	1	1	1	1	2	1	1	3	1	1	2	1	1	1	1	1	3	1	1	1	2
67500	-173.030893027335622	-171.302756758035656	-1.728136269299980	0.000105714106125	0.000020632595236	0.195173529739899	0.782212801987087	0	2	4	5	7	8	6	9	9	10	11	12	14	12	12	13	13	14	16	18	16	17	19	19	20	19	21	20	21	21	22	21	23	24	23	22	26	0	1	2	2	2	7	2	7	5	8	6	6	15	11	6	11	14	15	18	21	13	21	20	19	19	22	23	20	26	19	27	26	28	26	29	25	28	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	2	1	1	2	1	2	1	1	1	2	1	1	3
