step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95
5000	-737.739569040051947	-744.595056991011347	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.670004756743319	3	10	16	15	30	20	27	33	26	32	32	29	40	39	45	45	40	36	36	34	40	46	42	44	48	43	49	47	51	47	53	51	59	49	54	52	54	53	57	54	56	57	52	62	60	59	45	57	56	62	68	53	55	67	66	60	60	60	60	65	59	60	55	62	64	64	63	67	70	70	67	72	69	74	71	69	73	80	75	81	74	74	86	75	74	79	80	80	88	85	86	85	96	109	102	0	1	1	0	7	4	4	12	6	7	7	6	20	19	10	18	11	11	8	7	12	13	11	21	16	17	14	11	23	7	16	26	52	26	22	24	47	23	25	47	23	47	16	40	52	22	18	38	30	38	44	25	30	46	59	49	38	35	53	0	53	48	28	48	59	29	42	33	57	60	62	65	39	58	68	37	75	39	76	68	48	76	88	73	46	79	73	84	73	86	79	0	91	93	86	1	1	1	1	1	1	2	1	1	2	1	2	1	1	2	1	1	1	1	1	2	2	2	1	1	1	1	3	1	3	1	2	1	1	2	2	2	3	2	1	2	2	1	2	1	3	1	1	1	2	1	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	1	2	1	2	2	2	2	1	1	2	2	1	1	1	3	1	2	1	2	2	2
5500	-779.552325115024587	-786.407813065983987	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.623791396156251	1	5	15	19	28	23	27	31	30	33	30	39	36	36	43	44	39	42	35	38	40	46	39	48	47	47	46	48	51	47	51	48	55	52	55	51	56	52	55	49	59	59	53	63	60	57	58	56	53	61	61	59	61	63	63	59	64	59	60	61	66	64	61	61	63	61	67	66	70	65	66	61	70	75	76	65	74	72	71	80	70	74	84	81	77	77	76	82	82	82	91	85	98	108	106	0	1	2	0	4	4	4	5	6	7	7	7	11	19	10	11	7	9	5	7	14	13	11	21	17	16	19	23	23	23	16	26	25	26	13	24	30	29	18	9	28	16	25	47	33	22	25	29	40	34	42	17	30	35	59	49	66	22	47	0	42	66	17	37	72	29	66	52	29	60	62	59	63	41	68	48	68	63	76	68	76	76	75	75	82	41	73	37	73	57	90	0	91	93	93	1	1	2	1	2	1	2	1	1	1	1	2	1	1	2	2	2	2	1	2	1	1	1	2	2	1	1	2	1	2	1	1	2	1	3	1	2	1	2	4	2	2	2	2	1	3	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	2	1	1	4	1	1	1	1	2	2	2	2	3	1	2	1	1	2	1	1	2	1	3	3	3	1	1	2	2	1
6000	-806.875836224557474	-813.731324175516875	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.658710549915150	0	10	19	18	30	23	27	27	26	32	34	37	40	35	43	46	39	39	39	41	44	45	38	46	44	46	44	50	53	48	52	52	56	51	53	48	51	52	59	49	54	58	49	61	62	54	53	55	57	64	65	57	61	66	65	62	58	55	59	57	59	62	62	64	61	63	69	60	71	68	58	65	64	67	70	73	69	77	69	78	76	72	89	79	75	77	79	75	76	83	88	90	97	102	100	0	1	2	0	7	4	4	6	6	7	4	8	9	8	10	11	11	10	14	23	14	11	7	21	11	17	13	18	40	22	13	26	25	26	22	24	23	43	52	17	16	11	7	47	25	22	30	25	40	34	61	43	52	35	59	47	17	16	47	0	47	71	11	48	37	29	42	52	57	60	37	59	33	63	68	45	39	47	29	68	76	45	87	73	77	79	88	82	33	86	90	0	91	93	91	1	1	1	1	1	1	2	1	1	1	2	2	2	2	2	2	1	1	1	1	2	2	2	1	1	2	1	1	1	1	2	2	1	1	1	1	3	1	1	2	1	5	2	2	3	2	1	3	1	2	1	2	1	2	1	2	3	1	1	1	2	1	3	1	2	2	2	1	2	2	1	1	1	1	3	2	2	3	1	2	1	2	2	3	1	2	1	1	3	1	1	1	3	1	2
6500	-797.497945503024653	-804.353433453984053	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.569206764452496	0	6	12	16	28	19	23	36	24	32	32	31	34	37	43	44	39	41	42	39	39	46	43	46	48	42	50	52	53	47	54	54	58	52	49	49	55	45	56	54	58	49	56	61	59	56	57	55	57	57	63	60	61	64	57	59	61	63	66	61	64	62	59	60	65	65	67	67	63	72	69	69	69	72	76	70	69	73	70	67	68	73	83	77	75	78	78	83	86	84	86	87	95	110	101	0	1	2	0	4	4	4	9	6	7	7	7	7	9	10	17	11	11	8	13	8	13	18	14	7	17	12	25	23	16	23	26	18	26	22	24	30	11	40	30	20	30	28	30	31	35	30	42	30	26	42	39	55	44	30	49	8	25	44	0	30	48	30	42	53	29	33	37	57	60	33	65	39	41	52	48	63	53	69	33	18	29	75	78	62	69	73	85	82	86	82	0	91	93	93	1	2	1	1	2	1	1	2	1	2	1	1	1	2	2	1	1	2	1	1	1	2	1	1	4	1	3	1	2	1	1	2	4	2	1	1	2	2	1	2	3	1	2	2	1	1	1	1	2	3	3	1	2	1	2	1	3	2	1	1	3	1	2	1	1	2	2	2	1	2	2	1	1	2	3	2	3	2	1	2	5	3	2	1	3	2	2	2	3	1	2	1	2	2	2
7000	-746.720776560053991	-753.576264511013392	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.693818984204471	-1	6	15	19	27	21	27	30	25	33	30	35	40	37	36	45	39	42	35	38	42	46	43	47	48	45	49	50	52	43	51	49	62	51	53	51	56	54	56	55	54	57	56	60	62	54	52	42	52	60	64	59	58	67	61	61	62	58	65	66	65	64	60	56	63	59	62	66	66	69	64	69	70	69	66	71	74	77	69	74	72	75	86	79	71	75	77	79	78	80	85	88	96	107	104	0	1	2	0	4	4	6	9	6	7	7	8	5	19	10	11	11	7	8	7	14	13	20	21	16	18	16	23	16	48	18	26	39	26	22	24	47	48	30	30	22	30	25	37	52	13	30	11	30	26	55	39	47	58	30	49	66	35	40	0	37	29	39	48	43	40	38	33	57	60	66	65	63	58	55	66	68	63	57	68	62	81	88	73	66	79	55	33	73	86	90	0	91	93	91	1	1	2	1	1	1	1	1	1	1	1	2	2	1	1	2	1	2	1	2	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	3	2	2	2	2	1	1	2	1	2	1	3	1	1	1	1	3	2	1	1	1	1	2	2	1	4	2	1	1	1	2	1	1	2	2	1	1	1	1	2	2	2	2	1	1	2	2	2	3	4	1	1	1	1	2	2	2
7500	-785.745601412131691	-792.601089363091091	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.614026410902401	3	10	15	18	22	23	24	28	23	25	32	36	39	40	37	39	38	43	33	37	42	45	43	44	49	47	45	47	50	49	51	54	60	50	51	52	51	55	56	53	55	55	52	59	59	56	57	57	57	64	57	58	59	66	62	58	64	64	65	62	63	60	58	61	60	65	65	63	67	68	69	70	72	70	76	71	72	76	73	77	66	73	81	71	76	82	80	82	85	84	90	87	95	105	101	0	1	2	0	4	4	4	6	4	9	7	6	7	19	10	11	11	16	8	6	6	20	11	14	18	23	23	20	11	18	23	34	18	26	22	24	30	25	25	11	22	37	25	42	39	35	30	28	29	34	23	43	23	41	37	22	52	39	52	0	30	18	25	40	37	48	55	52	52	60	66	65	33	46	68	81	68	63	57	33	48	81	75	52	82	69	73	75	84	86	86	0	91	93	86	1	2	1	1	1	1	1	1	1	1	1	2	2	2	2	1	1	1	1	2	1	3	3	1	2	1	1	2	3	1	1	1	3	1	1	2	1	1	2	3	2	1	1	1	1	1	2	2	1	2	2	1	2	2	2	2	1	1	1	1	2	3	1	1	1	2	1	1	1	2	1	1	3	3	2	1	1	2	2	2	2	1	1	2	1	4	1	1	2	1	1	1	1	1	3
8000	-787.195877713224377	-794.051365664183777	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.640911048205789	1	8	15	17	30	21	27	36	30	31	34	36	40	33	43	46	38	43	40	36	35	43	44	43	50	45	48	47	52	49	53	53	62	54	52	49	49	52	58	49	58	57	56	56	61	52	54	55	56	60	64	54	60	67	65	60	61	61	59	62	63	60	59	64	62	65	65	65	71	67	65	66	66	67	71	72	69	71	68	74	68	74	87	83	77	76	77	82	85	86	91	90	91	109	103	0	1	2	0	4	4	4	6	6	7	7	6	20	9	10	18	11	11	14	7	9	20	11	21	18	17	14	18	16	13	11	26	25	26	22	12	18	16	25	7	11	37	52	47	39	18	30	18	30	34	59	28	42	35	59	40	41	38	47	0	44	48	25	39	47	16	40	39	79	60	33	65	33	58	68	29	64	25	48	64	39	76	64	63	82	79	78	64	80	86	86	0	83	90	90	1	1	1	1	2	1	1	2	1	1	1	3	2	1	2	1	1	2	2	1	1	1	2	2	1	1	2	1	2	1	4	1	3	2	2	2	1	3	2	4	3	1	1	1	1	1	1	2	1	2	1	1	1	3	2	2	1	2	1	1	2	1	2	2	1	1	3	1	1	2	1	1	1	1	1	2	1	2	2	2	1	1	8	4	1	2	1	2	1	2	2	1	1	3	3
8500	-783.982924264595113	-790.838412215554513	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.586677538482419	0	8	14	20	29	27	25	36	24	33	32	31	43	38	43	46	38	38	35	35	42	45	42	47	46	43	48	48	52	45	50	53	59	48	51	50	53	48	57	56	55	57	49	58	59	56	50	55	52	57	66	62	55	65	61	59	60	61	64	63	66	61	63	62	66	65	69	67	70	70	70	70	70	73	64	70	68	71	73	80	66	66	84	73	76	81	77	78	78	81	90	89	97	108	107	0	1	2	0	4	9	4	12	4	7	7	9	11	19	11	23	7	20	12	7	19	20	18	21	23	18	21	16	16	13	13	26	16	26	22	24	30	17	25	30	18	30	11	30	31	22	30	29	30	32	44	47	30	13	40	49	23	35	42	0	37	48	38	33	40	16	38	25	66	60	62	65	52	41	37	48	33	63	75	38	39	41	80	68	81	85	73	84	33	57	86	0	91	90	93	1	1	1	1	1	1	1	2	1	1	2	1	3	1	3	1	2	1	1	2	2	2	1	1	1	1	1	1	2	1	1	2	3	1	1	1	2	1	2	2	3	2	2	1	1	1	1	1	1	1	2	3	3	4	2	1	4	2	1	1	2	1	2	1	1	2	2	4	1	1	2	1	1	4	2	2	1	2	2	4	1	2	1	2	2	2	1	1	2	3	1	1	2	3	2
9000	-801.310858369426228	-808.166346320385628	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.574776037455112	1	8	14	18	28	24	26	33	32	33	32	34	42	35	45	45	41	38	39	41	43	47	43	46	45	47	42	53	48	47	50	49	55	50	49	49	56	53	56	52	57	62	54	56	60	48	56	56	56	62	62	59	63	67	60	60	62	60	65	67	62	63	62	65	66	64	62	67	63	71	67	68	66	72	73	72	74	75	73	81	69	70	83	74	74	78	82	79	85	84	88	90	94	103	105	0	1	2	0	4	4	4	7	6	7	4	7	7	8	10	18	11	11	14	7	14	20	11	21	18	17	9	18	17	23	20	17	25	26	9	24	30	23	25	30	22	40	16	30	31	20	20	29	23	18	44	16	30	16	30	44	29	35	55	0	52	16	39	45	53	38	29	61	57	60	33	65	18	54	40	66	11	63	76	52	66	66	77	73	66	43	78	77	75	85	76	0	91	93	93	1	1	1	1	2	1	2	1	1	2	2	1	1	1	2	2	2	2	1	2	2	1	2	1	1	1	3	4	1	1	1	2	2	1	2	1	2	2	1	1	2	2	2	2	3	1	2	1	2	3	1	2	2	3	2	1	2	1	1	1	1	3	1	1	1	2	2	1	1	1	1	1	6	1	3	2	5	2	1	3	1	1	1	1	3	3	1	2	1	2	2	1	2	1	1
9500	-741.428128536144527	-748.283616487103927	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.577852830686259	1	5	15	18	26	24	28	35	27	29	32	33	42	29	45	47	33	38	41	38	38	48	44	42	47	44	45	50	50	49	44	55	59	52	51	52	51	51	55	42	55	55	51	61	58	58	58	55	54	63	66	58	60	65	62	59	58	61	58	59	64	63	62	64	60	66	65	67	65	67	61	65	69	71	74	66	69	78	70	71	72	70	83	77	77	80	80	83	86	83	89	90	94	105	104	0	1	2	0	4	4	4	14	4	6	7	6	20	6	10	18	7	11	14	7	8	13	18	21	18	17	14	16	23	16	7	34	25	26	22	24	40	18	25	11	13	30	16	30	42	22	40	29	38	34	38	39	30	22	59	49	29	22	42	0	42	57	52	33	59	48	44	47	57	60	38	65	25	22	68	29	39	42	69	68	76	76	84	47	66	69	78	84	68	86	90	0	91	90	93	1	1	1	1	1	2	2	1	2	1	1	2	1	1	3	2	1	2	2	2	1	1	2	1	1	2	3	1	1	1	1	1	2	2	1	2	2	2	1	2	2	2	1	2	1	2	2	1	1	2	3	1	2	3	1	1	2	3	1	1	2	1	1	1	1	2	1	1	2	1	2	1	2	3	1	2	3	4	1	1	1	1	1	3	1	2	1	1	3	1	2	1	1	2	2
10000	-792.526967607141046	-799.382455558100446	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.529239689377281	-6	0	10	18	29	26	25	32	30	31	31	31	39	37	46	38	36	42	39	42	42	47	41	46	47	48	42	50	46	47	50	51	60	46	56	53	56	53	59	48	57	59	53	57	57	52	53	53	54	61	62	57	59	65	60	60	62	64	65	59	60	65	57	65	62	64	69	61	70	71	60	67	67	76	71	66	72	76	73	78	73	78	86	76	77	78	77	82	78	82	84	86	94	107	107	0	1	2	0	6	4	4	9	6	7	7	6	11	8	10	7	11	11	14	13	14	13	11	21	13	17	19	13	13	11	25	34	25	23	22	24	40	30	25	17	22	40	25	47	31	13	28	29	40	26	37	13	44	35	40	25	41	41	42	0	30	57	28	25	30	29	38	47	57	60	37	52	63	41	39	29	64	63	39	64	66	76	18	73	63	76	73	84	64	86	86	0	91	90	91	1	1	2	1	1	1	1	1	1	2	2	1	1	1	2	2	2	2	1	1	1	1	2	1	2	3	1	2	1	4	1	2	2	1	2	1	2	1	1	2	2	2	1	1	2	3	1	1	2	2	1	3	1	2	2	2	1	1	1	1	3	1	2	3	2	2	2	2	1	2	1	2	2	2	2	2	1	2	3	3	2	2	8	2	3	2	2	1	2	1	1	1	2	4	5
10500	-789.893867084753765	-796.749355035713165	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.571043943799554	-8	3	10	13	21	24	27	30	30	36	32	34	43	36	40	46	36	40	40	40	39	45	41	44	43	46	46	49	52	44	51	56	60	51	54	51	53	54	56	48	55	57	49	58	58	57	53	56	51	57	62	59	59	68	61	59	59	65	61	61	60	64	50	60	66	62	60	66	67	72	60	70	64	75	71	67	67	63	74	78	74	73	86	79	80	80	78	77	85	83	89	90	94	108	105	0	1	2	0	4	4	6	5	6	7	5	9	7	8	10	18	11	11	8	11	14	20	6	14	18	7	19	18	43	23	25	26	47	17	22	24	30	23	25	30	22	40	25	30	31	35	30	25	40	34	44	25	23	71	16	49	35	41	47	0	42	29	18	44	53	29	38	33	57	60	11	47	63	35	55	66	39	63	29	52	62	66	87	78	82	79	75	71	68	86	86	0	86	90	86	1	2	1	1	2	2	1	1	2	1	2	1	2	1	1	1	1	1	3	2	1	1	3	1	1	3	1	1	1	1	1	1	1	2	2	2	2	2	2	1	2	1	1	2	1	1	2	3	1	1	1	2	2	1	3	2	1	2	2	1	1	3	1	1	2	2	1	1	1	2	4	4	1	3	1	2	2	2	3	3	2	1	2	4	1	1	1	4	4	1	1	1	2	2	3
11000	-760.226952219517557	-767.082440170476957	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.574095029432411	-2	9	14	16	30	24	27	30	28	30	31	33	43	39	42	39	36	37	34	35	44	47	43	46	45	43	44	53	50	42	46	53	57	52	52	53	51	55	55	52	56	58	53	62	61	57	54	55	54	62	65	59	57	64	64	62	62	63	67	66	66	60	59	65	58	62	62	68	66	71	68	68	67	75	74	63	72	74	73	80	69	73	86	83	66	79	76	80	81	87	90	83	94	109	106	0	1	2	0	4	4	4	6	6	7	7	8	20	19	10	11	7	11	8	10	19	30	18	19	13	16	14	13	25	11	23	17	13	26	20	24	18	34	13	18	22	30	25	47	31	35	30	29	37	32	44	25	47	41	65	49	29	38	55	0	47	48	35	52	47	29	39	76	66	60	62	37	63	41	73	29	45	64	69	68	76	85	87	88	76	79	72	68	78	86	86	0	91	90	91	1	2	1	1	2	2	2	2	1	1	1	1	2	1	2	2	2	2	1	1	2	1	1	2	1	1	1	1	1	2	1	3	2	2	3	1	4	1	2	2	2	2	1	1	2	1	2	2	1	2	1	2	1	2	1	1	2	2	1	1	2	1	2	1	1	2	1	1	1	1	2	3	2	3	1	1	2	2	1	2	1	2	1	1	1	1	1	1	1	1	2	1	1	3	3
11500	-770.380121876346038	-777.235609827305439	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.637193492557458	1	6	17	18	27	27	28	33	28	33	35	36	41	36	42	39	40	42	41	36	40	42	43	48	48	45	42	47	53	44	53	55	62	52	50	52	52	48	56	50	58	56	48	60	51	55	53	48	58	63	66	53	63	62	63	62	57	62	62	64	65	60	59	58	69	61	66	67	68	66	65	63	71	68	74	70	71	70	75	79	73	74	89	81	78	82	79	77	85	85	88	77	91	104	100	0	1	2	0	4	4	4	9	4	6	7	8	20	8	10	11	11	11	14	7	14	5	11	27	18	17	14	22	30	18	43	26	64	26	13	24	40	30	25	30	35	37	22	37	25	35	30	11	42	34	42	45	37	41	37	30	29	18	44	0	39	48	52	52	72	48	25	25	48	60	57	44	63	41	78	29	68	63	62	68	33	69	52	78	82	79	75	33	68	86	86	0	86	95	91	1	1	3	1	2	2	1	1	1	1	1	1	2	1	2	1	1	2	1	1	1	3	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	2	1	2	2	2	1	2	3	1	1	1	2	3	1	3	1	1	2	2	1	1	2	2	2	3	3	1	1	1	2	2	1	3	1	2	3	2	1	1	5	2	1	2	1	2	3	1	2	1	1	1	2
12000	-778.710916443327960	-785.566404394287360	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.643143615112852	2	9	13	15	31	24	26	31	26	34	35	35	44	31	35	42	32	44	36	39	40	45	42	46	48	45	43	50	49	47	49	55	58	49	53	50	57	54	60	52	56	57	51	55	60	59	58	54	52	65	64	53	58	67	59	58	62	64	61	64	59	65	59	59	68	59	68	64	66	70	67	69	65	74	73	70	71	79	72	75	70	71	79	83	79	81	74	82	83	85	87	85	93	109	101	0	1	2	0	7	4	4	7	4	7	9	8	16	6	10	11	9	11	14	11	8	20	5	21	16	16	19	23	23	10	16	26	25	26	40	21	52	28	25	16	22	40	11	30	31	35	40	25	30	34	44	18	40	35	40	49	48	41	40	0	30	39	52	16	44	29	18	31	66	60	62	33	43	35	33	62	44	63	33	39	66	57	64	83	82	79	73	80	78	86	86	0	91	90	93	1	1	1	1	1	2	1	1	2	2	2	1	1	2	1	2	1	2	2	1	2	1	2	1	2	1	1	1	2	2	1	1	2	1	1	2	1	1	2	2	2	1	2	2	1	1	1	1	1	3	2	3	1	2	2	1	2	2	1	1	2	1	1	2	2	2	3	3	1	2	1	1	3	5	2	1	2	3	2	2	1	2	3	1	2	2	1	1	1	1	2	1	1	4	1
12500	-760.874214175221027	-767.729702126180428	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.699848320723624	-2	10	13	18	28	24	28	34	29	33	33	35	43	32	45	41	40	40	37	35	42	39	38	48	46	44	39	47	53	50	49	53	55	49	54	50	52	43	56	52	54	48	55	55	56	58	56	54	52	62	65	57	63	63	61	55	62	61	66	63	65	58	55	59	64	63	66	68	65	70	68	68	66	74	64	69	74	74	69	80	73	71	77	81	77	80	80	82	85	83	86	91	92	101	103	0	1	2	0	4	4	6	9	5	7	7	9	22	4	22	23	11	23	14	6	27	7	11	21	16	17	19	17	16	23	25	34	11	26	13	21	11	7	25	25	22	28	25	40	30	41	42	16	30	34	30	11	40	35	44	49	29	46	55	0	44	48	37	39	44	29	52	75	48	60	62	61	63	58	37	48	68	59	69	68	79	66	73	78	82	79	83	83	83	86	86	0	91	90	94	1	3	1	1	1	2	2	1	1	1	1	1	1	1	2	1	1	1	1	2	1	2	1	1	1	1	1	1	1	3	1	1	3	1	2	1	3	2	2	1	1	1	1	1	1	1	1	3	1	1	2	3	2	3	1	1	1	1	1	1	2	1	1	1	2	2	2	1	2	1	2	1	2	2	2	2	2	1	1	2	1	2	2	1	1	2	1	2	1	1	1	1	2	3	1
13000	-784.758115559436874	-791.613603510396274	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.713164961411757	0	8	13	16	32	19	26	36	24	34	32	27	44	32	39	40	37	40	39	30	38	47	42	47	46	46	49	52	52	50	53	52	54	52	56	52	49	49	56	48	55	52	55	60	58	60	59	47	57	64	65	53	59	66	63	60	61	58	61	60	66	63	59	64	61	60	66	68	63	69	69	65	70	72	76	65	73	77	71	78	59	75	76	70	76	78	81	79	82	81	90	89	95	106	101	0	1	2	0	7	4	9	12	4	7	9	9	14	9	10	11	11	11	8	7	14	13	11	21	23	17	14	40	48	25	25	26	25	26	22	24	23	23	33	18	22	23	25	37	33	22	25	16	42	34	47	25	38	46	42	49	48	22	47	0	55	81	52	47	43	48	81	39	66	60	37	65	55	41	68	48	68	74	69	75	48	71	68	37	76	79	64	83	76	86	86	0	91	95	93	1	2	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	2	1	1	1	1	2	1	1	2	2	1	1	1	3	2	2	1	2	1	2	2	1	2	2	2	2	3	2	1	2	1	1	2	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	2	2	1	1	2	1	2	4	1	2	2	1	1	1	3	1	1	4	1	1	4	1	2	1	1	1	2	1	2
13500	-759.060045409593386	-765.915533360552786	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.649190102595716	1	6	13	18	28	26	23	37	28	30	34	34	38	38	43	43	37	44	33	35	43	47	39	43	48	45	49	46	52	44	52	55	57	49	55	50	57	52	55	48	57	56	56	61	56	60	57	58	58	63	64	52	60	63	64	61	62	56	60	65	61	60	60	64	67	66	63	67	67	71	69	70	70	69	69	70	72	78	75	75	65	71	88	81	77	81	78	81	83	81	86	89	86	100	100	0	1	2	0	6	7	4	11	4	9	7	6	7	19	10	17	11	20	6	7	19	23	9	19	23	11	19	13	18	23	11	34	38	26	22	21	40	18	25	30	22	40	31	47	38	22	40	29	42	26	53	25	40	46	59	49	38	22	42	0	37	29	52	39	59	33	31	63	35	60	29	65	33	35	39	29	75	80	66	64	48	66	66	76	82	79	73	78	80	69	86	0	79	90	86	1	1	1	1	1	1	1	1	3	1	2	2	2	1	2	1	1	1	1	2	2	1	3	2	1	2	3	2	1	2	3	1	1	1	2	1	2	1	1	1	2	2	1	1	1	2	1	1	1	4	1	1	2	1	1	1	2	1	1	1	1	1	2	1	1	3	2	2	2	2	3	1	2	4	2	2	1	1	1	3	1	1	2	2	1	2	2	1	2	2	1	1	2	2	3
14000	-756.085747831206049	-762.941235782165450	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.635338561550240	-1	5	18	19	24	21	26	31	26	33	34	35	40	35	41	42	38	44	39	41	40	47	41	42	48	47	45	51	50	46	53	53	53	45	54	49	56	53	57	49	59	59	54	62	57	57	55	55	55	60	63	58	61	67	65	60	62	61	58	66	61	60	61	63	63	65	70	60	73	71	69	68	65	74	67	66	70	72	74	78	71	75	89	73	72	80	77	77	76	84	88	87	97	108	106	0	1	2	0	4	4	4	9	6	7	7	8	7	8	11	11	11	23	14	11	14	20	11	21	18	34	19	30	18	23	29	26	25	17	22	24	30	25	25	30	22	30	25	40	33	22	38	33	38	32	37	25	35	46	59	49	48	35	47	0	33	48	30	52	59	13	38	33	57	60	62	65	42	28	68	48	75	73	57	75	48	57	88	55	48	79	84	73	78	86	90	0	91	90	86	1	1	2	1	1	1	1	1	2	1	2	2	2	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	2	2	2	1	1	1	2	1	1	2	1	2	1	1	1	1	1	1	2	2	1	2	1	1	1	2	1	1	1	1	2	1	1	3	2	1	1	1	3	1	1	3	1	1	1	2	3	2	3	2	2	1	3	1	1	2	1	1	1	1	2	3	5
