step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75
22500	-572.580808079567305	-571.414430988994127	-1.166377090573184	0.000113183094041	0.000063059057040	0.557142014665375	0.999010499838313	-1	8	6	10	10	4	3	15	16	16	11	20	10	14	18	13	13	15	17	14	16	15	20	21	26	22	19	18	22	26	22	23	25	24	23	24	27	22	28	26	28	29	29	29	32	32	32	30	33	34	37	34	33	37	41	36	33	45	35	42	34	42	47	41	47	51	56	54	49	47	47	55	57	58	59	0	6	7	6	3	1	1	13	2	2	7	18	6	5	8	6	2	4	13	13	3	2	15	7	34	13	14	20	22	16	15	19	23	15	15	27	11	15	26	32	33	35	28	32	39	41	21	26	36	41	46	41	37	45	47	49	40	62	43	49	41	61	62	59	58	63	63	52	62	62	62	66	68	56	73	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
23000	-586.006535813941696	-583.499898022623142	-2.506637791318604	0.000126579500672	0.000068646118148	0.542316234334101	0.986698798684811	-4	4	6	8	9	9	-1	13	12	11	12	20	9	11	17	13	11	15	18	19	13	13	23	23	26	17	21	20	17	18	21	26	26	22	23	24	24	25	24	29	30	30	32	28	32	34	25	31	30	36	36	35	32	36	37	43	39	45	35	41	37	40	43	37	47	48	45	50	44	45	57	52	62	51	66	0	1	7	2	3	2	1	13	2	2	7	18	1	5	8	6	2	4	13	13	3	6	15	7	34	13	14	20	22	16	15	19	23	15	15	27	11	15	26	32	33	35	28	32	26	41	21	39	36	41	46	41	37	45	47	49	40	62	43	49	41	61	62	59	62	63	63	52	62	62	58	66	68	56	73	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
23500	-585.750989112864545	-583.989457437604642	-1.761531675259931	0.000118156036230	0.000038708026830	0.327600925564262	0.986320973185909	-2	7	8	6	13	2	6	12	10	16	9	23	10	15	16	8	8	11	17	18	16	14	19	14	30	21	21	24	21	24	25	22	21	27	23	25	29	28	23	30	25	31	30	25	25	32	31	28	38	28	34	36	37	31	36	44	45	41	39	43	31	37	45	48	43	51	56	50	48	46	45	57	63	48	70	0	1	7	1	3	1	1	13	2	2	7	18	2	5	8	1	6	4	13	13	3	2	15	7	34	13	14	20	22	16	15	19	23	15	15	27	11	15	26	32	33	35	28	32	26	41	21	39	36	41	46	41	37	45	47	49	40	62	43	49	41	61	62	59	62	63	63	52	62	62	62	66	68	56	73	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
24000	-582.691283647970977	-579.473530539337617	-3.217753108633394	0.000132929866684	0.000046396914775	0.349033034731456	0.990086036521764	-2	4	7	8	8	6	2	16	15	10	13	21	8	13	17	12	7	16	16	20	17	11	20	13	29	17	21	26	22	24	25	23	25	26	21	26	28	23	28	27	27	28	34	32	30	32	26	29	32	37	36	38	33	35	43	41	36	43	36	40	36	38	43	41	52	47	51	49	53	54	42	54	57	52	69	0	1	7	6	3	2	1	13	6	6	7	18	6	5	8	6	1	4	13	13	3	1	15	7	34	13	14	20	22	16	15	19	23	15	15	27	11	15	26	32	33	35	28	32	26	41	21	26	36	41	46	41	37	45	47	49	40	62	43	49	41	61	62	59	58	63	63	52	62	58	62	66	68	56	73	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
24500	-581.790192676286438	-582.644720905135046	0.854528228848614	0.000092509836854	0.000035991487044	0.389055783339334	0.983924469700795	-2	2	10	8	11	7	6	14	14	13	11	19	10	14	18	13	11	12	12	19	14	12	20	14	28	17	17	26	22	16	29	23	23	25	22	25	23	27	23	29	29	28	29	27	27	34	32	26	30	34	36	39	34	37	40	36	40	44	37	36	38	41	45	43	51	50	53	54	56	47	52	55	65	43	70	0	1	7	1	3	2	2	13	6	2	7	18	6	5	8	6	2	4	13	13	3	1	15	7	34	13	14	20	22	16	15	19	23	15	15	27	11	15	26	32	33	35	28	32	39	41	21	26	36	41	46	41	37	45	47	49	40	62	28	49	41	61	62	59	58	63	63	52	58	62	58	66	68	49	73	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
25000	-585.661092313926019	-583.292149814574941	-2.368942499351073	0.000124546559382	0.000045002891624	0.361333880654950	0.984323866341315	-4	1	9	5	11	9	6	13	14	7	11	23	5	14	17	8	7	15	17	10	16	11	20	13	33	17	21	20	18	16	26	25	27	28	22	27	23	25	24	30	29	27	24	32	22	32	32	23	34	38	36	35	35	31	41	42	34	43	30	38	33	39	44	37	48	46	53	54	47	48	52	56	62	54	66	0	1	7	1	3	1	1	13	2	2	7	18	2	5	8	1	1	4	13	13	3	2	15	7	34	13	14	20	22	16	15	19	23	15	15	27	11	15	26	32	33	35	28	32	26	41	21	26	36	41	46	41	37	45	47	49	40	62	28	49	41	61	62	59	62	63	63	52	58	58	58	66	68	56	73	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
25500	-577.738806769536268	-574.316324078498383	-3.422482691037922	0.000134552955035	0.000041634278538	0.309426712531064	0.975896249751005	-4	5	4	8	10	1	0	14	12	13	14	22	9	15	17	12	8	14	19	15	19	14	20	18	27	17	19	23	17	14	23	26	24	23	21	27	22	28	23	28	30	28	29	32	30	34	25	27	32	36	36	36	34	38	31	44	37	45	40	44	35	43	46	49	47	52	58	52	52	50	58	56	58	61	65	0	6	7	2	3	1	1	13	6	6	7	18	6	5	8	2	6	4	13	13	3	2	15	7	34	13	14	20	22	16	15	19	23	15	15	27	11	15	26	32	33	35	28	32	39	41	21	26	36	41	46	41	37	45	47	49	40	62	43	49	41	61	62	59	62	63	63	52	58	58	58	66	68	56	73	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
26000	-582.623102361284168	-581.077515506108853	-1.545586855175271	0.000116539710236	0.000045885514998	0.393732873581501	0.983090756157462	-3	2	7	4	11	1	1	11	10	15	8	19	8	15	16	15	8	9	11	17	12	12	22	15	30	19	23	21	16	23	27	22	24	25	23	27	21	22	28	29	29	31	31	32	26	31	23	25	32	32	37	35	33	34	36	44	34	44	40	38	36	39	45	48	48	48	50	44	52	47	50	53	62	56	69	0	1	7	6	3	1	1	13	2	2	7	18	6	5	8	6	6	4	13	13	3	6	15	7	34	13	14	20	22	16	15	19	23	15	15	27	11	15	26	32	33	35	28	32	26	41	21	26	36	41	46	41	37	45	47	49	40	62	28	49	41	61	62	59	58	63	63	52	58	58	62	66	68	56	73	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
26500	-581.403131264085346	-579.053164734499887	-2.349966529585454	0.000124076115237	0.000041063391445	0.330953232751059	0.979892719969100	-4	5	6	10	11	6	3	13	14	14	13	19	11	14	15	14	11	16	20	17	14	13	18	17	30	15	24	24	23	24	30	24	23	26	18	29	20	30	22	32	26	28	37	30	27	36	28	28	35	40	38	31	27	33	41	44	38	42	42	43	34	38	46	47	50	49	52	47	49	51	51	56	58	55	66	0	1	7	6	3	1	1	13	6	6	7	18	2	5	8	6	6	4	13	13	3	2	15	7	34	13	14	20	22	16	15	19	23	15	15	27	11	15	26	32	33	35	28	32	39	41	21	39	36	41	46	41	37	45	47	49	40	62	43	49	41	61	62	59	58	63	63	52	58	58	58	66	68	49	73	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
27000	-574.769224138019354	-570.242386273811576	-4.526837864207723	0.000145283860093	0.000041691325790	0.286964606830963	0.992958866982713	-1	6	7	10	9	9	2	12	13	11	11	21	9	11	16	14	9	14	17	20	16	12	20	17	29	18	18	24	21	22	27	25	24	23	23	27	28	30	21	28	29	29	33	28	27	33	32	33	35	33	37	35	40	37	40	37	39	43	36	37	39	41	44	45	43	47	57	51	47	52	54	53	59	44	64	0	1	7	1	3	2	1	13	2	2	7	18	2	5	8	6	1	4	13	13	3	2	15	7	34	13	14	20	22	16	15	19	23	15	15	27	11	15	26	32	33	35	28	32	39	41	21	39	36	41	46	41	37	45	47	49	40	62	28	49	41	61	62	59	62	63	63	52	62	62	62	66	68	49	73	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
27500	-582.405843297255728	-581.419801760956602	-0.986041536299104	0.000110811899523	0.000041408633191	0.373683993951767	0.976817785212830	-2	4	8	4	12	7	6	14	15	18	12	16	8	15	17	11	9	14	16	13	17	11	22	18	29	13	21	20	23	24	27	21	26	21	21	24	32	26	23	31	30	31	30	26	22	35	29	28	33	35	38	34	38	37	32	37	41	44	35	36	35	37	43	45	52	46	50	55	48	52	47	57	59	53	67	0	1	7	1	3	2	1	13	2	6	7	18	2	5	8	6	2	4	13	13	3	2	15	7	34	13	14	20	22	16	15	19	23	15	15	27	11	15	26	32	33	35	28	32	26	41	21	39	36	41	46	41	37	45	47	49	40	62	28	49	41	61	62	59	58	63	63	52	58	58	62	66	68	56	73	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
28000	-583.682645501051525	-584.418162755359617	0.735517254308138	0.000094102306691	0.000046575055743	0.494940638336171	0.982668682438938	-1	3	8	12	11	7	5	12	9	12	13	22	5	13	15	8	10	17	19	16	16	16	18	23	22	19	17	23	19	13	26	23	24	19	22	25	34	24	24	29	28	30	30	33	22	33	32	28	33	34	37	35	38	36	42	40	36	43	37	37	32	39	45	39	44	48	50	53	55	51	56	53	57	54	67	0	1	7	6	3	1	2	13	2	2	7	18	2	5	8	2	2	4	13	13	3	6	15	7	34	13	14	20	22	16	15	19	23	15	15	27	11	15	26	32	33	35	28	32	26	41	21	39	36	41	46	41	37	45	47	49	40	62	43	49	41	61	62	59	62	63	63	52	58	58	58	66	68	56	73	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
28500	-561.968927282766799	-558.924067220200186	-3.044860062566630	0.000130054061287	0.000034184326093	0.262847048022267	0.995591939932241	-2	4	10	6	12	3	6	15	12	15	11	18	10	15	19	8	13	15	19	19	17	13	21	19	28	23	22	25	20	26	24	24	25	24	24	26	26	26	27	28	28	28	33	27	32	34	26	29	33	39	37	34	36	36	37	43	36	44	39	36	33	39	48	46	44	51	59	53	54	43	51	55	60	59	68	0	1	7	6	3	1	1	13	2	6	7	18	2	5	8	1	2	4	13	13	3	2	15	7	34	13	14	20	22	16	15	19	23	15	15	27	11	15	26	32	33	35	28	32	26	41	21	26	36	41	46	41	37	45	47	49	40	62	43	49	41	61	58	59	62	63	63	52	58	62	58	66	68	56	73	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
29000	-580.792588013424051	-575.151391124058478	-5.641196889365597	0.000154039183516	0.000029125853365	0.189080808532595	0.981514733994034	1	6	9	10	11	6	5	14	16	15	8	18	9	13	17	10	12	15	14	21	18	13	20	10	27	18	22	26	19	18	25	23	25	21	23	28	26	27	25	28	28	29	28	29	33	35	24	23	34	37	37	35	31	37	30	37	35	46	34	39	38	43	48	38	52	51	50	52	51	54	49	57	58	41	68	0	1	7	6	3	1	1	13	2	2	7	18	6	5	8	1	1	4	13	13	3	6	15	7	34	13	14	20	22	16	15	19	23	15	15	27	11	15	26	32	33	35	28	32	39	41	21	26	36	41	46	41	37	45	47	49	40	62	43	49	41	61	62	59	58	63	63	52	58	62	62	66	68	56	73	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
29500	-588.863026615072954	-581.828830198663240	-7.034196416409758	0.000170560651145	0.000051349898479	0.301065328575873	0.983826546924820	-4	6	7	7	10	0	4	12	9	4	10	19	9	13	14	15	3	11	12	20	21	12	20	15	30	25	16	24	22	24	30	25	26	25	22	23	27	24	29	30	30	30	35	30	29	33	25	32	32	36	35	34	34	35	31	41	41	45	38	36	37	42	48	46	48	50	53	48	50	53	54	53	56	46	61	0	6	7	6	3	1	1	13	2	6	7	18	6	5	8	6	1	4	13	13	3	6	15	7	34	13	14	20	22	16	15	19	23	15	15	27	11	15	26	32	33	35	28	32	26	41	21	39	36	41	46	41	37	45	21	49	40	62	28	49	41	61	62	59	62	63	63	52	58	58	58	66	68	56	73	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
30000	-574.995249810745690	-572.493978043187440	-2.501271767558278	0.000125832391026	0.000044894833411	0.356782804850836	0.932426963500873	-4	6	6	8	8	2	2	11	18	13	11	21	7	12	15	11	13	12	14	16	14	10	21	20	30	16	19	24	17	19	27	21	24	22	22	26	26	18	23	28	28	25	31	29	27	32	32	32	33	36	37	33	31	38	42	42	41	43	38	42	39	41	44	44	51	48	56	47	52	52	51	53	60	52	71	0	6	7	6	3	1	1	13	2	2	7	18	1	5	8	6	2	4	13	13	3	6	15	7	34	13	14	20	22	16	15	19	23	15	15	27	11	15	26	32	33	35	28	32	26	41	21	39	36	41	46	41	37	45	47	49	40	62	43	49	41	61	62	59	62	63	63	52	58	62	58	66	68	56	73	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
30500	-580.458429813723455	-577.479927131276440	-2.978502682447061	0.000130727143577	0.000048682128754	0.372394955034718	0.986603730214979	-9	6	11	9	13	0	6	12	9	12	9	19	10	15	15	12	12	15	13	13	18	15	21	11	26	18	19	23	19	21	22	23	22	21	21	25	20	22	27	29	27	26	33	30	25	33	31	30	34	37	38	34	31	32	43	42	43	45	37	39	32	39	45	42	52	48	54	50	45	56	44	54	54	53	65	0	1	7	6	3	1	6	13	6	2	7	18	2	5	8	6	6	4	13	13	3	2	15	7	34	13	14	20	22	16	15	19	23	15	15	27	11	15	26	32	33	35	28	32	26	41	21	39	36	41	46	41	37	45	47	49	40	62	43	49	41	61	62	59	58	63	63	52	62	62	62	66	68	56	73	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
31000	-566.710538167564096	-565.117791104609410	-1.592747062954672	0.000116334409093	0.000036743043985	0.315839864333152	0.990810975762081	-5	5	10	7	12	1	6	13	11	14	14	22	10	16	16	13	12	17	16	18	20	10	21	15	30	19	25	24	16	21	22	25	25	24	24	28	23	31	23	30	29	30	28	32	27	32	30	23	34	34	34	38	36	37	39	40	36	46	38	40	37	43	45	42	51	50	56	56	54	53	55	56	61	57	65	0	6	7	6	3	1	6	13	2	2	7	18	6	5	8	2	6	4	13	13	3	6	15	7	34	13	14	20	22	16	15	19	23	15	15	27	11	15	26	32	33	35	28	32	26	41	21	26	36	41	46	41	37	45	47	49	40	62	43	49	41	61	62	59	62	63	63	52	58	62	58	66	68	56	73	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
31500	-577.384496354091198	-573.311879596101448	-4.072616757989791	0.000139906563944	0.000033894238187	0.242263388016170	0.998995843763853	-2	1	9	8	14	7	5	11	8	17	13	20	9	15	15	11	5	11	15	21	16	12	19	20	31	19	20	25	16	15	23	24	23	20	22	22	21	22	25	27	30	27	31	28	26	34	27	26	31	38	36	34	30	31	35	40	42	43	41	39	36	39	45	45	51	50	56	52	50	56	52	52	60	53	68	0	1	7	1	3	1	1	13	1	6	7	18	1	5	8	2	2	4	13	13	3	6	15	7	34	13	14	20	22	16	15	19	23	15	15	27	11	15	26	32	33	35	28	32	26	41	21	26	36	41	46	41	37	45	47	49	40	62	43	49	41	61	62	59	58	63	63	52	58	62	58	66	68	56	73	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
32000	-569.980609651080499	-566.321589116670339	-3.659020534410140	0.000136664397612	0.000039751176751	0.290867098128806	0.990186088429123	-1	6	8	11	13	4	3	14	16	13	9	21	10	16	17	15	11	15	18	15	17	11	20	16	29	18	22	21	19	23	23	26	25	25	22	26	31	27	25	28	27	32	29	30	32	31	29	32	29	31	35	35	39	38	35	39	35	43	34	34	31	35	44	44	50	50	50	50	56	49	53	54	55	57	59	0	1	7	6	3	1	1	13	2	2	7	18	6	5	8	6	1	4	13	13	3	2	15	7	34	13	14	20	22	16	15	19	23	15	15	27	11	15	26	32	33	35	28	32	26	41	21	39	36	41	46	41	37	45	21	49	40	62	43	49	41	61	62	59	58	63	63	52	58	62	58	66	68	56	73	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
32500	-567.497371053710140	-565.583802563208906	-1.913568490501245	0.000120482244693	0.000054356675817	0.451159222300932	0.999331868019833	-2	8	6	1	9	3	3	12	8	16	10	16	5	13	16	14	13	13	14	18	15	15	21	20	26	22	20	25	23	23	28	26	25	23	22	25	30	27	26	30	28	28	29	30	31	31	31	32	34	35	34	36	36	36	38	43	35	44	38	41	35	40	43	45	52	48	50	48	53	52	57	55	61	62	65	0	1	7	1	3	1	1	13	1	2	7	18	6	5	8	6	6	4	13	13	3	2	15	7	34	13	14	20	22	16	15	19	23	15	15	27	11	15	26	32	33	35	28	32	26	41	21	39	36	41	46	41	37	45	47	49	40	62	43	49	41	61	62	59	58	63	63	52	58	58	58	66	68	56	73	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
33000	-579.812124035929173	-577.541162423849414	-2.270961612079808	0.000123863588613	0.000050301922096	0.406107417519589	0.997902606235635	-2	5	7	10	10	4	3	13	12	10	9	21	8	12	15	13	14	14	17	13	16	12	17	18	26	20	17	19	18	23	23	25	22	18	19	24	28	26	25	32	26	28	27	30	34	30	29	26	32	34	34	36	36	38	39	43	42	46	33	43	34	38	41	43	42	52	48	46	49	50	53	58	60	53	70	0	1	7	2	3	1	1	13	6	2	7	18	2	5	8	2	1	4	13	13	3	6	15	7	34	13	14	20	22	16	15	19	23	15	15	27	11	15	26	32	33	35	28	32	39	41	21	26	36	41	46	41	37	45	47	49	40	62	43	49	41	61	62	59	62	63	63	52	58	58	58	66	68	49	73	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
33500	-574.150717035870457	-571.039674797573412	-3.111042238297081	0.000131998271820	0.000048206700220	0.365207055782205	0.990522009292239	-7	6	8	10	13	4	3	13	4	13	9	21	7	15	18	10	10	16	18	21	16	13	22	20	32	18	18	25	20	20	24	24	23	22	23	28	29	25	26	28	28	29	31	30	22	35	27	31	32	36	37	35	35	31	36	38	34	45	40	43	33	38	42	45	46	51	57	56	49	49	53	55	60	50	67	0	1	7	6	3	1	1	13	1	2	7	18	1	5	8	2	2	4	13	13	3	2	15	7	34	13	14	20	22	16	15	19	23	15	15	27	11	15	26	32	33	35	28	32	26	41	21	39	36	41	46	41	37	45	47	49	40	62	43	56	41	61	62	59	62	63	63	52	58	58	58	66	68	56	73	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
34000	-583.170860216533356	-576.777448161581560	-6.393412054951767	0.000163362580686	0.000041464288571	0.253817541303476	0.998771086693579	-2	0	9	7	12	6	5	12	7	10	10	17	8	15	15	8	14	12	14	14	20	12	19	17	26	13	20	21	23	23	28	23	22	20	21	22	27	27	26	31	28	32	29	28	30	32	24	32	33	35	36	37	37	34	34	41	47	43	38	37	35	40	47	48	48	51	50	51	52	51	51	56	64	48	71	0	1	7	1	3	2	2	13	1	2	7	18	2	5	8	1	6	4	13	13	3	2	15	7	34	13	14	20	22	16	15	19	23	15	15	27	11	15	26	32	33	35	28	32	39	41	21	26	36	41	46	41	37	45	47	49	40	62	28	49	41	61	58	59	62	63	63	52	62	58	62	66	68	56	73	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
