step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11
21000	-49.023446227499583	-46.386734825199724	-2.636711402299857	0.000034828896931	0.000002694383152	0.077360565189997	0.658027386069127	1	3	3	4	5	8	6	8	10	12	14	0	1	1	3	4	5	5	7	8	8	10	1	1	1	1	1	2	1	1	1	2	1
21500	-55.489987826589839	-54.079467047149087	-1.410520779440753	0.000031342856994	0.000012042404741	0.384215285258854	0.861784563729232	1	2	5	6	4	5	6	8	10	11	15	0	1	1	2	2	5	5	7	8	8	10	1	1	2	1	1	1	1	1	1	1	2
22000	-40.635378391014079	-39.274495935582571	-1.360882455431506	0.000037837132728	0.000021831136839	0.576976511318352	0.994563541311871	1	3	4	5	6	8	7	8	11	12	14	0	1	2	2	4	5	5	7	8	8	10	1	1	1	1	1	1	1	1	1	1	1
22500	-47.112137009972329	-45.656141888137746	-1.455995121834586	0.000039412979642	0.000013017120929	0.330274976594055	0.572875114833755	1	3	4	6	5	7	7	8	10	12	14	0	1	1	1	2	5	5	7	8	7	10	1	1	1	2	1	1	1	1	1	2	1
23000	-46.974261004369517	-45.563746283213376	-1.410514721156142	0.000030045478570	0.000011544209444	0.384224515413674	0.820543325645739	2	4	5	6	6	8	7	8	10	9	14	0	1	2	3	2	5	5	7	8	8	10	1	1	1	1	1	1	1	1	1	1	2
23500	-51.168722217530707	-49.789781529554674	-1.378940687976032	0.000070272001503	0.000050793006839	0.722805751261474	0.873232027707562	0	2	4	5	5	8	6	8	10	12	14	0	1	2	3	3	5	3	7	8	7	10	1	1	1	1	1	1	1	1	1	3	1
24000	-46.754753364060733	-45.228973380621980	-1.525779983438756	0.000061070482692	0.000016972114941	0.277910279931000	0.892042958643273	2	4	4	6	6	8	8	7	11	12	15	0	1	1	1	2	5	4	4	8	9	10	1	1	1	2	1	1	1	1	2	1	2
24500	-43.836906578842594	-41.692281939539228	-2.144624639303368	0.000062746911991	0.000007475035557	0.119129935156862	0.784266067331266	2	4	4	5	6	8	7	8	10	12	15	0	1	1	3	2	5	5	7	8	8	10	1	1	1	1	1	1	1	1	1	2	2
25000	-41.266390777414109	-39.844755563490018	-1.421635213924090	0.000062165270970	0.000022905919883	0.368468109699269	0.898448414723048	1	3	4	6	6	8	7	8	10	11	14	0	1	2	3	2	5	5	7	8	8	10	1	1	1	1	1	1	1	1	1	1	2
25500	-52.704698717242849	-50.919627998184318	-1.785070719058533	0.000045046270330	0.000008115532902	0.180159929843099	0.755858681057209	1	4	4	7	6	5	6	7	9	12	14	0	1	1	3	6	3	2	7	8	8	10	1	1	2	2	1	1	1	1	1	2	1
26000	-59.120963449084627	-57.702159657500872	-1.418803791583754	0.000055064679406	0.000048021042071	0.872084294129341	0.618284154993384	0	3	4	7	5	8	4	7	10	12	14	0	1	2	1	2	5	1	7	8	8	10	1	1	1	3	1	2	2	2	2	2	1
26500	-51.708183107413987	-50.321768841022674	-1.386414266391311	0.000058465523137	0.000044198086468	0.755968374131186	0.856714562269166	1	4	3	6	4	7	8	8	10	13	15	0	1	1	2	1	2	6	6	8	8	10	1	1	1	1	1	1	1	1	1	2	1
27000	-45.831702168777312	-44.293698792437539	-1.538003376339770	0.000056169165757	0.000015207434694	0.270743467319808	0.828321662417418	2	4	4	7	6	8	7	8	10	13	14	0	1	1	3	2	5	5	7	8	8	10	1	1	1	1	1	1	1	1	2	2	1
27500	-50.082376654967554	-48.699983904058541	-1.382392750909011	0.000031410892630	0.000023201703211	0.738651508074904	0.553640490848953	1	3	4	5	6	8	7	8	10	11	15	0	1	1	2	4	5	5	7	8	8	10	1	1	1	1	1	1	1	1	2	2	2
28000	-53.294030618135793	-51.899516288725025	-1.394514329410770	0.000059687903814	0.000024586463025	0.411917012567166	0.954442445739773	1	3	2	6	5	7	8	7	10	11	13	0	1	1	3	2	5	8	5	8	7	10	1	1	1	1	1	1	1	1	2	2	1
28500	-52.841962083562265	-51.476333072184396	-1.365629011377867	0.000079691304535	0.000040174208211	0.504122858138487	0.775567933161228	1	2	4	5	5	8	7	8	11	13	15	0	1	2	1	3	5	5	7	6	8	10	1	1	1	1	1	1	1	1	1	2	1
29000	-50.582834532206370	-49.216525368104953	-1.366309164101416	0.000075330747266	0.000048921453909	0.649422124221817	0.756729315095911	2	3	4	5	6	8	7	8	10	12	14	0	1	1	2	3	1	5	7	6	6	10	1	1	1	1	1	4	1	1	1	1	1
29500	-50.687333440648707	-49.322390774569001	-1.364942666079704	0.000071837687673	0.000036545971051	0.508729780073831	0.886679573135380	1	3	4	7	7	6	7	8	10	12	14	0	1	1	2	6	3	6	7	8	8	10	1	1	1	2	1	1	1	1	1	3	1
30000	-46.035389324054293	-44.098909941640478	-1.936479382413812	0.000052025177651	0.000007752363983	0.149011773389806	0.905009646892388	2	4	4	5	7	6	7	8	10	13	15	0	1	1	3	6	2	6	7	8	8	10	1	1	1	1	1	1	1	1	1	2	1
30500	-55.287975165780630	-53.630918361311579	-1.657056804469051	0.000080488924804	0.000017522493155	0.217700673698427	0.756972742879353	0	2	3	5	5	9	7	8	11	12	13	0	1	1	3	3	5	5	7	6	7	10	1	1	1	1	1	2	2	1	1	2	1
31000	-43.446682597457745	-42.075458308564890	-1.371224288892852	0.000014222848879	0.000009704209227	0.682297148054231	0.803771630481517	1	3	3	5	6	8	7	8	10	12	14	0	1	1	3	4	5	5	7	8	8	10	1	1	1	1	1	1	1	1	1	2	1
31500	-58.792379573951450	-57.392834326538960	-1.399545247412491	0.000017759721254	0.000007146432009	0.402395505353313	0.603975820732411	2	4	4	6	6	9	6	7	10	11	14	0	1	1	3	1	5	1	7	8	7	10	1	1	1	1	2	1	1	1	2	3	2
32000	-48.493424737090642	-47.028106589836696	-1.465318147253948	0.000135563430704	0.000043620241214	0.321769971350017	0.932453654845959	0	2	4	6	6	9	7	8	10	12	13	0	1	2	3	3	8	5	7	6	8	10	1	1	1	1	1	1	1	1	1	1	1
32500	-53.020544305887000	-51.229440494611573	-1.791103811275430	0.000104676525598	0.000018705289956	0.178696129328907	0.594274975357998	1	3	4	6	6	9	7	8	11	12	14	0	1	2	2	2	3	4	7	6	8	10	1	1	1	1	3	2	1	1	1	2	1
33000	-56.248444196809423	-54.842137122662173	-1.406307074147253	0.000032186865341	0.000026736572613	0.830667178360874	0.703121540723627	2	3	4	6	7	9	6	7	11	12	15	0	1	1	1	7	4	2	7	8	8	10	1	1	1	2	1	1	1	1	1	3	2
33500	-54.581417138542221	-53.082621206001591	-1.498795932540629	0.000050688107549	0.000055690054238	1.098680872707061	0.813931260975893	2	3	4	5	6	9	7	8	10	10	14	0	1	1	2	2	5	5	7	8	6	10	1	1	1	1	1	1	1	1	2	1	2
34000	-55.458079269647826	-54.094165146474779	-1.363914123173043	0.000076060790256	0.000039286987014	0.516520889163568	0.888983215362672	2	3	4	7	5	9	7	8	11	12	14	0	1	1	1	1	4	5	7	8	9	10	1	1	1	1	2	1	1	1	2	1	2
34500	-49.238855262940511	-47.869008794865117	-1.369846468075397	0.000056169841661	0.000037853333347	0.673908493024888	0.942502744741947	1	3	5	4	6	9	8	8	10	11	13	0	1	2	1	1	5	5	5	8	8	10	1	1	1	1	2	1	1	1	1	1	1
35000	-46.239030512200877	-44.186876831861468	-2.052153680339410	0.000033563460278	0.000004397845972	0.131030767864097	0.804930474432613	1	3	4	6	6	9	7	8	10	11	14	0	1	2	1	3	5	5	7	8	8	10	1	1	1	2	1	1	1	1	1	1	2
35500	-49.201310829050065	-47.804500688796388	-1.396810140253678	0.000049270035437	0.000020075660111	0.407461856553508	0.832238916805240	2	3	4	4	6	9	8	7	9	11	15	0	1	1	1	4	5	8	5	8	8	10	1	1	1	1	1	1	1	1	1	1	2
36000	-50.752262809836836	-49.296961485577263	-1.455301324259575	0.000068323566363	0.000022610549114	0.330933385330999	0.966680897445672	2	4	4	7	6	7	8	8	10	11	13	0	1	1	2	3	5	6	2	7	7	10	1	1	1	1	1	1	1	2	1	1	1
36500	-44.810966007547130	-43.401312498682280	-1.409653508864848	0.000033876669748	0.000028526251424	0.842061856605839	0.824932319640531	2	3	4	5	5	8	7	8	9	12	14	0	1	2	2	2	5	5	7	8	8	10	1	1	1	1	1	1	1	1	1	2	1
37000	-43.475298478116414	-40.982536674954083	-2.492761803162329	0.000073241174768	0.000006362948430	0.086876657161225	0.996600686604243	1	3	4	6	6	8	7	8	11	12	14	0	1	2	2	3	5	5	7	8	7	10	1	1	1	1	1	1	1	1	1	1	1
37500	-52.740976243913032	-51.092005513087152	-1.648970730825877	0.000076009756631	0.000016767627367	0.220598356183475	0.849527832889201	1	4	5	7	5	7	7	8	11	13	14	0	1	1	3	2	5	5	7	8	8	10	1	1	1	1	1	1	1	1	2	3	1
38000	-38.291117511637729	-36.786825961779478	-1.504291549858253	0.000061149947083	0.000017836890647	0.291691023415660	0.885477643307667	2	4	4	6	6	8	7	8	10	12	14	0	1	1	3	3	5	5	7	8	8	10	1	1	1	1	1	1	1	1	1	2	1
38500	-49.807764342102686	-48.423342413480881	-1.384421928621805	0.000031467138907	0.000013666296863	0.434303763803787	0.525444185557487	2	3	5	5	6	8	7	8	9	12	15	0	1	2	1	4	5	5	7	8	8	10	1	1	1	1	1	1	1	1	1	2	2
39000	-48.173855454961327	-46.757908967314521	-1.415946487646810	0.000039087960225	0.000014706733485	0.376247146190794	0.759223382500857	2	3	4	6	5	8	6	8	10	11	15	0	1	1	1	3	5	5	7	8	8	10	1	1	1	2	1	2	1	1	1	1	2
39500	-54.651212521326642	-52.834512683179859	-1.816699838146782	0.000161240302532	0.000027850064662	0.172723966804676	0.856842340105949	1	4	4	6	6	8	6	6	10	12	14	0	1	1	3	2	5	2	2	8	6	10	1	1	1	2	1	1	1	1	2	1	1
40000	-46.530499508517877	-45.146757038007266	-1.383742470510614	0.000039762028921	0.000017336950163	0.436017744397627	0.730598674747681	1	3	4	6	5	7	6	8	9	12	13	0	1	1	3	2	5	5	7	8	8	10	1	1	1	1	1	1	1	1	1	1	1
40500	-60.314084568970088	-58.543737882848319	-1.770346686121767	0.000105116263563	0.000019323348022	0.183828337949869	0.554040180980601	2	3	4	7	7	9	8	6	8	11	14	0	1	1	1	3	5	8	2	8	8	10	1	1	2	2	1	1	1	2	1	2	2
41000	-50.597440919465349	-49.117172852102989	-1.480268067362359	0.000033639840107	0.000010404927170	0.309303704692922	0.930012863117438	-2	3	5	5	7	9	6	8	10	12	14	0	1	2	2	4	5	3	7	8	8	10	1	1	1	1	1	1	1	1	1	2	1
41500	-49.239561951778995	-47.734465676523840	-1.505096275255156	0.000039402484451	0.000011471817750	0.291144528315651	0.889398797725955	1	4	4	7	5	8	7	8	10	12	14	0	1	1	2	1	5	5	7	8	8	10	1	1	2	2	1	1	1	1	1	2	1
42000	-50.233499581267147	-48.869100645133976	-1.364398936133170	0.000044698646521	0.000028304471283	0.633228822023566	0.976576327913921	1	2	3	5	6	5	7	8	9	13	14	0	1	1	3	6	3	6	7	8	8	10	1	1	1	1	1	1	1	1	1	2	1
42500	-53.805630942910341	-52.387779088064427	-1.417851854845917	0.000058523258445	0.000050858436479	0.869029473584988	0.686424798688941	2	4	4	7	6	7	7	8	11	12	14	0	1	1	1	3	5	2	5	8	8	10	1	2	1	2	1	1	2	1	2	2	1
43000	-53.900960643386888	-52.539652789214315	-1.361307854172570	0.000086225600745	0.000047271535955	0.548230868174528	0.777586400667791	1	2	4	6	5	7	7	7	10	12	15	0	1	2	2	2	5	5	5	8	8	10	1	1	1	1	1	2	1	1	1	2	1
43500	-51.711262724256656	-50.193335882584741	-1.517926841671913	0.000030556797417	0.000008640232836	0.282759764325023	0.891931022402810	1	3	5	4	6	7	7	8	11	12	15	0	1	4	1	4	5	5	7	8	8	10	1	1	1	1	1	1	1	1	2	1	2
44000	-42.420895106277975	-41.000678405358805	-1.420216700919173	0.000041194558798	0.000015256715628	0.370357544136774	0.891959446713714	2	3	4	7	6	8	7	8	10	12	13	0	1	2	3	3	5	5	7	8	8	10	1	1	1	1	1	1	1	1	1	2	1
44500	-54.318104382050997	-52.742960594744538	-1.575143787306456	0.000148851231661	0.000037415335199	0.251360602002621	0.709395769855701	2	3	4	7	5	9	6	7	11	12	14	0	1	1	5	2	5	3	7	8	6	10	1	1	1	1	1	3	1	1	2	2	1
45000	-57.924153780933814	-56.562790504189032	-1.361363276744781	0.000115955541696	0.000063431720329	0.547034832495568	0.764542047466018	2	4	3	4	7	8	8	6	10	12	15	0	3	1	1	1	8	4	2	8	9	10	1	1	1	1	2	1	1	1	2	1	1
45500	-47.141071363216334	-45.651100701925039	-1.489970661291297	0.000054136985122	0.000016342276560	0.301868981490509	0.857002253063248	1	3	5	6	5	8	6	8	11	13	14	0	1	2	3	2	5	2	7	8	8	10	1	1	1	1	1	1	2	1	1	2	1
46000	-53.638497074992202	-52.090574514680327	-1.547922560311875	0.000067954839513	0.000018024180362	0.265237626801436	0.498702261683927	2	3	4	6	6	8	8	7	9	12	14	0	1	1	3	1	2	1	4	8	8	10	1	1	1	1	2	2	2	1	1	3	1
46500	-56.200629760308317	-53.241465270838148	-2.959164489470167	0.000112269298876	0.000006844860189	0.060968227799183	0.591658094927644	1	2	5	5	4	8	8	7	10	11	14	0	1	2	1	2	5	8	4	8	8	10	1	1	2	2	1	2	1	1	2	2	2
47000	-47.454721434663128	-46.040073932716858	-1.414647501946270	0.000065936439503	0.000024930750631	0.378102773203960	0.963961855508141	2	3	4	6	4	8	7	8	10	11	12	0	1	1	3	1	5	5	7	8	8	10	1	1	1	1	1	2	1	1	1	1	1
47500	-49.771697955357766	-48.410814642261293	-1.360883313096473	0.000051003486491	0.000029430943863	0.577037882857933	0.787062683171557	1	4	4	6	6	8	7	8	10	12	15	0	1	1	2	3	3	5	7	8	8	10	1	1	1	1	1	3	1	1	1	1	2
48000	-50.021154142025452	-48.608299770670712	-1.412854371354737	0.000038495427403	0.000014655859211	0.380716885086629	0.936009200367074	2	4	5	5	6	7	7	8	10	11	13	0	1	2	2	1	2	5	7	8	8	10	1	1	1	1	2	1	1	1	1	2	1
48500	-50.146258551792990	-48.735488054893658	-1.410770496899329	0.000050280177125	0.000042527549632	0.845811452218273	0.750474475280194	2	4	4	7	6	7	7	7	11	11	14	0	1	1	2	2	5	5	5	8	8	10	1	1	1	1	1	1	1	1	2	2	2
49000	-57.622658395284269	-56.257466641313300	-1.365191753970972	0.000065891025185	0.000042191720045	0.640325748868826	0.816784594822708	1	3	4	7	6	8	8	7	10	11	14	0	1	1	3	2	5	8	5	6	6	8	1	1	1	2	1	1	1	1	1	2	2
49500	-51.844643500270813	-50.292442704358088	-1.552200795912727	0.000066157335564	0.000017395535251	0.262941896053166	0.680032401129322	2	4	4	6	7	6	7	8	10	13	15	0	1	1	3	2	3	6	7	8	8	10	1	1	1	1	2	1	1	1	2	3	1
50000	-41.201060270557299	-39.819917353871531	-1.381142916685768	0.000059699462403	0.000043761665897	0.733032830379956	0.993518367972028	1	3	4	5	5	7	7	8	10	12	14	0	1	1	2	2	5	5	7	8	8	10	1	1	1	1	1	1	1	1	1	1	1
50500	-48.630244204401336	-46.923024139815816	-1.707220064585519	0.000019051389015	0.000030724321246	1.612707673064033	0.870893478023813	2	4	4	5	6	8	7	8	11	12	13	0	1	1	3	2	5	5	7	8	8	10	1	1	1	1	1	1	1	1	2	2	1
51000	-43.445906621056466	-42.084228948680938	-1.361677672375531	0.000058548198969	0.000035119453670	0.599838326171077	0.839805836151216	1	3	4	6	6	9	7	8	10	12	14	0	1	2	1	3	5	5	7	8	8	10	1	1	1	2	1	1	1	1	1	2	1
51500	-44.558104624297940	-43.197020592542586	-1.361084031755355	0.000028947204650	0.000016962976801	0.585997059347593	0.943205092010761	1	3	4	5	6	8	7	8	11	13	15	0	1	2	3	4	5	5	7	8	8	10	1	1	1	1	1	1	1	1	1	2	1
52000	-47.256672513954669	-45.824693436925365	-1.431979077029302	0.000083943362919	0.000029848031269	0.355573451322705	0.883178444657541	2	3	4	6	6	7	7	8	11	11	13	0	1	1	3	3	5	5	7	8	8	9	1	1	1	1	1	1	1	1	2	1	1
