step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21
29000	-135.206117182920138	-133.839533652795353	-1.366583530124780	0.000200878243352	0.000100096483366	0.498294298553060	0.566245508667129	1	6	5	8	8	8	9	10	11	11	14	11	10	13	12	13	12	13	15	15	21	0	1	0	2	2	3	5	4	2	3	15	7	4	10	7	3	8	7	13	18	14	1	2	1	1	1	2	1	1	2	2	1	1	1	1	2	3	1	2	3	1	5
29500	-147.436341405364431	-145.998970906566882	-1.437370498797547	0.000237845816830	0.000083101247209	0.349391249830536	0.658868313121209	0	6	5	8	8	7	10	11	11	11	14	11	13	12	13	14	12	12	15	15	21	0	1	0	2	2	3	5	2	5	6	13	2	4	6	7	6	4	5	12	18	14	1	2	1	1	1	1	1	2	2	2	1	3	4	2	1	3	1	2	2	1	3
30000	-151.909396280760575	-150.417729532783852	-1.491666747976733	0.000205437891868	0.000061757995960	0.300616382881597	0.614435058957409	1	6	5	8	8	7	9	10	10	10	13	14	13	13	12	12	11	13	15	16	20	0	1	0	1	1	3	2	4	4	3	7	4	17	10	4	10	4	4	11	12	14	1	2	1	3	3	1	2	1	1	3	2	3	1	1	2	2	2	2	1	1	3
30500	-155.610641222616238	-154.097441728485961	-1.513199494130284	0.000217773526929	0.000062235200333	0.285779457267222	0.611700481717455	-1	6	5	7	5	7	9	10	12	11	13	14	12	12	14	12	12	11	15	16	20	0	5	0	5	1	3	5	4	2	3	7	9	4	6	7	6	8	5	8	9	10	1	1	1	1	3	1	2	1	4	2	2	1	3	2	2	1	1	4	1	2	4
31000	-142.670924487016038	-141.193128405691709	-1.477796081324337	0.000233472609497	0.000072674348111	0.311275692116163	0.596465821627323	0	6	5	8	7	7	9	10	11	11	13	11	12	12	14	13	13	13	15	16	20	0	1	0	2	2	3	5	4	5	3	4	5	8	3	7	3	8	7	11	15	10	1	2	1	1	1	1	1	2	2	2	3	2	2	3	2	3	2	2	1	1	4
31500	-145.607004962947400	-144.107122375531446	-1.499882587415955	0.000253282880101	0.000074650403678	0.294731344053172	0.550208183888247	0	5	5	7	8	8	9	9	8	12	13	14	11	13	11	13	12	12	15	16	20	0	1	0	2	1	3	2	4	2	6	7	17	9	10	7	6	4	9	11	18	14	1	2	1	1	4	1	2	1	3	2	2	1	1	1	1	3	3	2	1	2	3
32000	-157.115515160785350	-155.377971915877197	-1.737543244908159	0.000152360198746	0.000029334041137	0.192530866841013	0.523752074950883	0	6	5	8	7	8	9	11	11	10	14	13	12	11	13	13	13	12	16	16	19	0	1	0	2	2	3	5	4	7	3	7	2	4	3	18	6	8	2	13	7	14	1	3	1	1	1	2	1	2	1	2	1	3	1	4	1	1	1	2	2	3	4
32500	-150.192837152715128	-148.747443730605397	-1.445393422109743	0.000200289484400	0.000068252028133	0.340766907145708	0.385989766003179	1	6	5	7	6	7	8	11	9	10	13	13	11	12	13	13	13	12	15	17	20	0	1	0	2	1	3	2	4	5	6	5	2	2	10	2	6	13	7	12	7	10	1	3	1	1	3	1	1	2	2	2	5	3	3	1	3	3	1	2	1	5	3
33000	-151.754070285310462	-150.017277951629609	-1.736792333680851	0.000203559225414	0.000039233859144	0.192739282947684	0.494034459831695	-1	6	5	8	8	7	9	10	11	11	13	13	10	10	13	13	10	11	15	13	21	0	1	0	2	2	3	2	4	2	14	7	18	4	6	2	6	2	2	8	7	14	1	3	1	1	1	1	2	1	2	1	2	1	1	2	3	2	2	3	2	2	6
33500	-146.670843612344328	-145.204395378466245	-1.466448233878093	0.000269350574724	0.000086402239380	0.320779858995660	0.440060484002784	0	6	5	6	8	8	9	10	11	11	13	13	12	12	12	13	12	12	16	16	20	0	1	0	1	1	3	4	5	2	3	7	18	5	10	2	14	8	5	9	18	14	1	2	1	3	2	2	2	1	3	2	2	1	2	1	3	1	1	2	3	2	3
34000	-150.648477636707469	-149.274256032966434	-1.374221603741041	0.000128605815935	0.000059721868453	0.464379219698658	0.709489871626137	0	6	6	7	8	7	10	11	10	12	14	14	13	12	14	13	12	12	15	16	17	0	1	0	2	2	3	5	4	2	3	8	18	8	6	18	10	4	5	13	18	14	1	2	1	1	2	1	1	3	3	2	2	1	1	2	1	1	3	1	1	2	3
34500	-142.681349459833569	-141.014101399325455	-1.667248060508106	0.000216505060152	0.000046366124633	0.214157233091538	0.450179844069032	0	6	5	7	8	7	10	10	11	10	13	12	13	13	13	13	13	12	15	16	21	0	1	0	2	2	3	5	4	2	3	2	7	4	10	7	10	8	7	4	7	14	1	3	1	1	1	1	1	2	3	2	3	1	3	2	2	2	1	2	3	4	4
35000	-162.013957452209780	-160.118451203352549	-1.895506248857234	0.000267844408020	0.000041900174736	0.156434756453059	0.625736757611334	1	6	6	7	6	8	9	11	10	11	12	11	10	12	14	13	12	13	15	14	18	0	1	0	1	1	3	2	7	7	6	2	2	5	10	18	6	8	13	13	7	14	1	3	1	3	4	1	2	1	1	1	2	2	2	1	1	2	1	2	3	3	3
35500	-145.381548644408554	-143.997770671358154	-1.383777973050393	0.000227913835399	0.000099353884361	0.435927394170769	0.546330060903676	1	5	6	7	7	7	9	11	11	10	12	12	11	12	14	13	13	12	14	15	20	0	1	0	2	2	3	5	4	2	3	9	7	4	10	7	6	11	7	8	18	14	1	2	1	1	1	1	1	2	3	1	1	1	3	1	3	3	1	2	2	2	4
36000	-152.246711861555582	-150.824433310140591	-1.422278551414983	0.000198591865351	0.000073006661112	0.367621609186911	0.509682692264430	1	5	5	8	8	7	10	11	10	11	11	14	13	12	13	14	12	12	16	16	21	0	1	0	2	2	3	5	4	1	3	5	18	17	3	7	10	4	7	9	15	14	1	2	1	2	2	1	1	2	4	2	3	1	1	4	1	2	2	2	3	2	4
36500	-137.196824148509023	-135.631191169191936	-1.565632979317099	0.000305153533326	0.000078125248609	0.256019478975077	0.589716409022677	1	6	5	8	7	7	9	10	11	11	13	14	11	13	13	13	12	12	15	15	20	0	1	0	2	1	3	5	4	2	3	5	18	4	10	13	6	8	7	11	15	14	1	2	1	1	2	1	1	1	2	3	3	1	2	1	1	3	1	1	1	2	3
37000	-157.299575381117108	-155.762577988263644	-1.536997392853456	0.000174320887183	0.000047296189364	0.271316823407166	0.415565870875054	1	6	5	7	8	8	8	10	11	11	13	14	13	12	11	12	12	12	15	16	19	0	1	0	1	1	3	2	4	4	3	4	18	8	6	7	6	8	5	8	18	14	1	4	1	2	3	2	1	1	2	3	2	1	2	2	2	1	1	3	3	1	3
37500	-144.698593660919670	-143.162473964847038	-1.536119696072637	0.000178029536651	0.000048391881354	0.271819397301126	0.537277732638894	0	4	6	8	7	7	9	9	11	9	13	13	13	11	13	13	12	13	15	16	20	0	1	0	2	2	3	5	4	4	6	4	7	4	6	5	6	8	7	4	15	14	1	2	1	2	1	1	1	1	1	1	3	2	2	1	3	2	2	2	3	2	3
38000	-164.155461523143089	-162.538155580561352	-1.617305942581740	0.000288374015832	0.000067121452309	0.232758322955101	0.424778214695223	1	6	5	7	8	8	10	11	10	10	13	13	13	12	12	11	13	12	16	15	19	0	1	0	1	1	3	4	9	4	3	15	4	2	16	4	3	9	7	11	11	14	1	2	1	3	3	2	1	1	2	3	1	3	4	1	3	2	2	1	1	1	3
38500	-165.570111067869107	-164.074305406464276	-1.495805661404837	0.000260656579957	0.000077575237332	0.297614728716085	0.377030333067803	1	6	5	8	8	7	10	10	11	12	14	12	13	12	12	12	12	12	14	16	21	0	1	0	1	1	3	4	5	1	3	4	9	5	6	4	6	5	5	4	18	16	1	3	1	3	2	1	1	1	5	5	4	1	4	4	1	2	2	2	3	2	3
39000	-149.932412194105126	-148.518326886368442	-1.414085307736675	0.000187675079690	0.000071113031243	0.378915684277246	0.585125082319307	0	5	5	6	7	8	10	9	11	11	11	12	11	12	14	13	11	12	15	16	19	0	1	0	2	2	3	5	2	1	6	2	2	8	3	7	6	8	9	9	15	6	1	2	1	1	1	2	1	2	4	1	2	2	1	3	2	3	1	1	2	1	4
39500	-157.701919409526880	-156.268588997206450	-1.433330412320438	0.000240607228106	0.000085173087989	0.353992224837827	0.427756670515214	0	4	5	6	7	6	9	10	11	10	11	14	12	12	13	13	13	11	14	15	20	0	1	0	2	2	3	1	2	7	6	5	5	11	10	18	6	8	8	9	18	10	1	2	1	1	1	1	4	3	1	2	2	4	1	1	1	2	1	1	2	2	5
40000	-148.048180964076380	-146.667824407648482	-1.380356556427910	0.000227894911285	0.000101430571238	0.445076068903091	0.523180202045416	1	6	5	7	8	7	9	10	11	11	13	13	12	12	13	13	13	13	16	16	20	0	1	0	2	2	3	1	4	2	6	8	5	8	6	5	10	2	5	18	15	10	1	3	1	1	1	1	4	2	3	2	1	2	1	3	2	1	4	3	1	2	4
40500	-169.103649130084733	-167.573705843716397	-1.529943286368335	0.000280298560737	0.000077199592523	0.275419154205329	0.429038825761063	1	7	5	7	8	7	9	10	12	10	14	14	9	13	14	14	10	11	12	16	20	0	1	0	1	2	3	4	1	2	6	4	19	4	10	8	6	2	5	4	15	16	1	3	1	2	1	1	2	5	2	1	2	1	1	2	2	3	1	2	2	1	4
41000	-159.436552681715341	-157.971785095227972	-1.464767586487383	0.000182202585872	0.000058715765524	0.322255390849830	0.655750462666207	-1	5	5	8	7	7	10	11	11	8	14	14	11	11	14	13	12	13	15	16	20	0	1	0	2	2	3	5	2	1	3	8	13	5	10	9	6	4	7	11	8	16	1	3	1	2	2	1	1	4	5	1	2	1	3	2	1	3	2	2	1	2	3
41500	-153.870009258826883	-152.286555058255828	-1.583454200571063	0.000223860319340	0.000055392238559	0.247441077197375	0.572069923528989	1	7	6	7	5	7	9	9	12	10	12	12	12	12	14	12	11	12	15	15	20	0	5	0	1	1	3	5	4	1	6	7	5	4	3	7	6	8	7	13	18	10	1	1	1	2	2	1	2	1	6	1	2	2	2	3	3	2	1	2	1	1	4
42000	-156.980987892817495	-155.525062753365830	-1.455925139451674	0.000211116160936	0.000069740370359	0.330341220919350	0.465483532271807	1	5	5	8	7	7	8	10	11	10	11	13	12	11	13	12	11	12	15	15	20	0	1	0	1	1	3	5	4	5	6	7	11	4	10	18	6	4	11	13	7	14	1	2	1	2	3	1	1	1	2	2	2	1	2	1	1	2	3	1	1	3	3
42500	-133.409843280218865	-132.013398183551743	-1.396445096667110	0.000247653814037	0.000101081720893	0.408157335620013	0.531111170697536	1	6	5	8	8	7	9	10	11	11	13	13	13	12	13	12	12	12	15	16	19	0	1	0	2	2	3	2	4	2	6	5	9	9	10	5	3	8	9	13	18	14	1	2	1	1	1	1	2	1	3	2	2	2	1	1	2	3	1	1	1	3	3
43000	-152.172312278402387	-150.581419301750316	-1.590892976652076	0.000264386573178	0.000064522168234	0.244044799470673	0.729095499804802	0	7	6	6	8	8	9	10	11	12	14	13	12	11	13	13	12	13	15	15	17	0	4	0	1	4	3	5	2	5	3	5	9	8	6	7	6	9	7	15	15	14	1	1	1	3	1	1	1	1	3	3	3	1	1	1	2	2	1	3	1	1	3
43500	-155.671926108363209	-153.731364846747027	-1.940561261616184	0.000206226593642	0.000030584663309	0.148306107222846	0.406235338621415	0	6	6	8	8	8	8	10	11	11	14	13	12	12	12	13	12	12	14	17	21	0	1	0	1	1	3	2	2	4	3	5	4	4	3	4	3	8	7	5	15	10	1	4	1	4	3	1	1	2	2	3	2	2	3	3	1	4	1	2	2	2	5
44000	-142.547349122091674	-140.937003902897203	-1.610345219194484	0.000206099084623	0.000048561675693	0.235622956707473	0.695703505959814	0	6	5	8	8	7	10	11	11	10	13	12	11	11	12	12	13	12	14	15	21	0	1	0	2	2	3	5	4	2	6	9	7	4	6	7	6	13	7	17	7	10	1	2	1	1	1	1	1	1	2	2	1	1	2	2	1	3	1	1	1	2	5
44500	-147.242284164576603	-145.799745279340584	-1.442538885236013	0.000203067661788	0.000069806953838	0.343762040804553	0.607534224216917	1	7	6	8	8	7	9	11	9	12	13	13	11	11	14	13	13	12	13	16	19	0	1	0	2	1	3	2	4	1	14	2	2	9	3	18	14	8	2	13	12	10	1	3	1	1	4	1	1	2	3	1	3	2	1	2	1	1	1	2	2	1	3
45000	-149.048831169825974	-147.684255700368510	-1.364575469457466	0.000165536660615	0.000084650839974	0.511372161667519	0.431019484871558	1	6	5	8	7	7	9	10	10	9	14	13	11	12	13	10	12	12	16	15	21	0	1	0	2	2	3	5	4	1	3	9	2	2	10	9	6	8	7	9	18	14	1	3	1	1	1	2	1	1	4	2	3	3	3	2	2	2	1	1	3	2	5
45500	-153.267648197344357	-151.673718645674143	-1.593929551670217	0.000159580716196	0.000038728237615	0.242687453332369	0.480333868691895	1	6	5	8	8	7	9	10	11	11	12	12	13	13	14	11	13	12	16	16	21	0	1	0	2	1	3	5	4	2	3	2	5	18	3	7	6	8	5	11	18	14	1	3	1	1	2	1	1	1	2	2	4	3	1	4	3	3	3	3	2	2	4
46000	-143.608440729086567	-142.247570917133629	-1.360869811952935	0.000186257044340	0.000107284670508	0.576003290978612	0.552619020893689	0	5	6	7	7	7	9	10	11	12	12	14	13	12	13	13	13	11	15	16	21	0	1	0	2	2	3	5	4	2	3	7	15	9	6	18	6	8	7	8	18	14	1	2	1	1	1	1	1	2	4	2	1	1	1	3	1	3	2	1	3	3	4
46500	-152.406433332247786	-150.791293702894933	-1.615139629352865	0.000184280670877	0.000043055685518	0.233641896968235	0.451106736027147	0	6	5	8	8	8	10	10	11	10	13	13	12	12	13	14	11	13	16	17	19	0	1	0	2	1	3	2	5	5	3	5	2	2	3	7	3	8	2	13	18	16	1	3	1	1	3	2	2	1	1	4	3	3	3	2	1	4	1	3	2	1	3
47000	-161.152078592445008	-159.570053430501787	-1.582025161943227	0.000270003346867	0.000066989300137	0.248105443561462	0.390359466529011	0	6	6	6	7	7	9	11	9	10	14	13	12	12	13	13	12	11	15	16	20	0	1	0	1	4	3	5	4	1	3	4	8	9	3	2	14	4	5	9	18	3	1	2	1	2	1	1	1	3	5	2	4	1	2	2	3	1	2	1	3	1	7
47500	-146.335425328154400	-144.881729016504039	-1.453696311650350	0.000140264843541	0.000046633985237	0.332470946105378	0.490806225950823	1	6	5	8	8	7	9	10	12	11	13	13	11	11	14	13	12	12	15	17	20	0	1	0	2	1	3	2	5	1	3	5	5	5	6	18	6	8	5	13	18	10	1	2	1	1	4	1	1	1	6	3	1	4	2	2	1	2	1	2	2	3	3
48000	-149.415520062960809	-147.897989493381260	-1.517530569579538	0.000283284482773	0.000080172315719	0.283009909099539	0.474700429670587	0	6	5	8	7	7	9	11	11	11	13	13	12	12	13	12	12	12	15	15	20	0	1	0	2	1	3	2	7	7	3	7	7	7	10	2	6	8	2	11	18	16	1	2	1	1	4	1	2	1	1	3	2	3	1	1	5	3	1	2	2	2	4
48500	-169.712354254346195	-168.008487353158642	-1.703866901187562	0.000293733261782	0.000059430381965	0.202327722793805	0.544421833729335	-1	5	6	7	6	8	9	11	10	12	13	14	10	11	13	13	12	11	15	16	19	0	1	0	1	1	3	5	2	5	14	18	4	5	3	8	10	7	9	12	18	16	1	3	1	4	3	1	2	4	2	1	1	3	2	2	1	1	1	1	1	3	2
49000	-152.692093028094092	-151.278933863463919	-1.413159164630185	0.000255945190573	0.000097327796987	0.380268122128252	0.544027184123225	0	6	6	8	7	8	9	11	12	10	13	13	12	12	14	13	12	12	16	16	18	0	1	0	2	2	3	5	4	4	6	9	9	4	3	18	14	4	8	13	15	10	1	2	1	1	1	2	1	1	3	2	1	1	2	3	1	1	2	1	2	1	3
49500	-146.185865638613961	-144.647581441824684	-1.538284196789270	0.000184465314528	0.000049913348210	0.270583921631127	0.489222232320752	0	6	5	8	7	8	9	10	11	10	14	13	12	12	11	13	13	10	16	16	20	0	1	0	2	1	3	2	2	5	3	2	5	4	10	7	6	4	5	11	7	14	1	3	1	1	4	2	1	2	2	3	4	3	2	1	1	2	2	2	2	3	3
50000	-162.436467281806415	-160.860940098898112	-1.575527182908296	0.000241025787811	0.000060540074552	0.251176752089893	0.491775124223295	1	6	5	7	7	7	10	10	11	10	13	13	11	13	14	13	12	12	13	16	20	0	1	0	1	1	3	4	1	4	6	4	8	4	10	18	6	5	7	5	7	14	1	2	1	3	3	2	2	4	1	2	3	2	2	2	1	4	3	2	3	3	5
50500	-136.933419629815234	-135.561296720154644	-1.372122909660595	0.000162776007263	0.000076863810860	0.472206021959856	0.500591422846157	0	6	5	7	7	7	8	9	11	12	12	12	13	13	14	12	11	12	15	17	21	0	1	0	2	2	3	5	4	2	3	5	2	17	16	12	6	4	7	13	15	14	1	3	1	1	1	1	1	1	2	3	2	3	1	1	1	2	2	2	1	2	3
51000	-166.074204221727882	-164.634480978124373	-1.439723243603522	0.000215883129187	0.000074867090260	0.346794538979101	0.427255936086936	1	5	5	8	6	7	10	10	10	11	11	13	12	11	13	13	13	13	15	17	21	0	1	0	1	1	3	2	2	2	6	4	11	8	3	7	14	4	9	13	15	14	1	1	1	3	1	2	2	3	3	2	2	1	1	3	2	2	3	2	1	2	4
51500	-150.331141388719118	-148.630932584684246	-1.700208804034876	0.000194305434415	0.000039531592029	0.203450779171085	0.558943422252898	1	6	6	8	7	7	10	10	11	8	13	13	12	13	10	13	13	12	16	17	19	0	1	0	2	2	3	5	4	1	3	15	2	4	6	5	6	8	9	12	9	14	1	3	1	1	1	1	2	1	4	1	1	4	2	3	2	3	2	1	2	3	3
52000	-155.952198777950201	-154.446435661406952	-1.505763116543242	0.000195388382723	0.000056798152004	0.290693598118296	0.486348962426889	0	6	4	8	6	6	9	10	11	12	14	13	12	12	11	14	11	12	16	16	20	0	1	0	5	1	3	2	5	7	6	13	7	2	3	7	14	2	7	8	7	14	1	2	1	1	2	1	2	2	1	3	1	3	3	4	1	1	2	2	2	5	3
52500	-141.866782398514772	-140.357129616618124	-1.509652781896645	0.000177978271293	0.000051275085072	0.288097444138994	0.614794800662799	0	6	5	8	7	8	9	10	10	11	13	14	12	13	13	12	12	11	15	16	20	0	1	0	2	2	3	5	4	2	3	2	5	5	16	7	3	8	7	8	15	14	1	2	1	1	1	1	1	1	2	3	2	4	3	1	2	4	1	1	2	1	2
53000	-148.705932295565646	-147.344552784881870	-1.361379510683764	0.000143200353222	0.000078287193289	0.546696928657663	0.472343491156331	1	6	5	8	7	8	9	10	10	12	13	14	10	13	14	10	13	12	15	16	18	0	1	0	2	1	3	2	4	5	3	2	5	5	3	18	6	4	7	13	15	10	1	3	1	1	3	2	1	1	1	3	3	4	2	4	1	1	2	1	3	1	3
53500	-134.349406392681175	-132.687529758475250	-1.661876634205913	0.000233196222131	0.000050372744627	0.216010123004294	0.539631264254920	0	5	5	7	7	7	9	10	11	11	13	13	13	13	14	13	13	11	15	15	21	0	1	0	2	2	3	5	4	2	6	2	9	8	10	18	6	4	7	17	15	14	1	2	1	1	1	1	1	2	3	2	3	1	2	1	2	2	3	1	2	1	5
54000	-139.237654628743144	-137.838136442359058	-1.399518186384100	0.000213803673798	0.000086044098542	0.402444434249970	0.613754595593841	1	5	6	7	7	8	9	11	11	10	13	13	13	12	11	13	13	12	15	15	17	0	1	0	2	2	3	5	4	1	3	4	7	9	6	7	14	9	7	13	12	16	1	2	1	1	1	1	1	2	4	2	3	2	1	2	1	1	1	1	1	1	2
54500	-155.554973495892341	-154.007871586707608	-1.547101909184726	0.000214765925700	0.000057059717222	0.265683287680954	0.503829177966555	0	6	5	7	8	7	9	10	12	11	14	14	11	11	12	12	11	11	15	17	17	0	1	0	2	2	3	5	4	2	6	5	5	4	3	7	6	4	2	8	15	14	1	2	1	1	1	1	1	2	3	3	2	2	2	4	2	3	2	2	3	2	2
55000	-161.907048044041176	-160.476819313484896	-1.430228730556275	0.000329349393852	0.000117793374696	0.357654748708991	0.460924542790417	1	5	6	7	7	7	9	9	11	12	13	13	12	10	14	11	13	12	15	16	20	0	1	0	2	2	3	1	4	2	16	4	4	9	3	5	6	8	9	9	18	16	1	1	1	1	1	1	4	2	3	1	4	3	1	2	2	2	2	1	3	2	4
55500	-145.835185604781771	-144.075145712937115	-1.760039891844650	0.000224148558503	0.000041799430812	0.186480926272083	0.583645366242038	0	6	5	8	7	6	10	10	12	12	13	14	12	13	13	12	12	12	14	16	19	0	1	0	2	2	3	2	4	2	3	8	9	8	16	7	3	4	7	13	15	10	1	3	1	1	1	1	2	1	3	3	1	1	1	1	2	3	2	1	1	2	4
56000	-147.252024578173973	-145.588443881376946	-1.663580696797029	0.000223140681193	0.000048068695921	0.215418791695707	0.550964411151001	1	3	6	8	7	8	9	9	11	11	12	14	12	10	13	12	12	12	15	17	20	0	1	0	5	1	3	5	4	5	3	5	7	4	3	5	6	8	5	13	7	14	1	1	1	1	2	1	1	1	2	2	3	2	2	2	4	2	1	3	2	3	5
56500	-158.316837877112874	-156.643937384058205	-1.672900493054656	0.000224352000529	0.000047616870579	0.212241791769944	0.408273017701777	1	7	6	8	7	7	9	9	12	9	11	13	11	11	14	13	13	11	14	16	21	0	1	0	1	1	3	2	2	5	6	5	2	5	6	7	14	2	5	2	15	14	1	3	1	3	2	1	1	1	2	1	1	2	2	1	3	1	3	2	2	1	4
57000	-166.417762582068065	-164.864897256007254	-1.552865326060810	0.000240471270432	0.000063145204285	0.262589390291869	0.511159761430420	0	5	5	8	8	8	8	10	11	12	13	13	10	9	11	13	12	13	15	16	20	0	1	0	2	2	3	2	4	1	14	5	7	4	3	7	6	13	15	13	15	14	1	4	1	1	2	2	2	1	6	1	2	3	1	2	2	2	1	1	1	2	7
57500	-149.703374757742239	-148.246121817477160	-1.457252940265090	0.000137276653130	0.000045176472287	0.329090717590826	0.542785742485345	1	5	4	8	6	8	9	10	12	11	14	12	10	13	14	14	13	10	16	16	20	0	1	0	5	1	3	5	4	4	3	9	7	4	10	7	6	8	7	13	15	14	1	2	1	1	2	2	1	1	2	2	1	2	1	1	2	3	2	1	3	1	4
58000	-142.695276488700841	-140.789073093269110	-1.906203395431738	0.000228119786279	0.000035229650342	0.154434873522951	0.505941726170538	1	5	6	7	7	7	9	10	11	11	13	14	12	12	13	13	11	11	14	17	20	0	1	0	2	2	3	5	4	2	6	13	7	4	3	18	6	8	2	13	15	14	1	2	1	1	1	1	1	1	3	3	1	2	3	2	1	3	1	2	1	2	2
58500	-158.142803119162608	-156.636180784498322	-1.506622334664272	0.000275501923578	0.000079927276716	0.290115131238931	0.532626157488193	0	7	5	5	8	8	8	10	11	10	13	13	12	12	14	14	12	12	15	15	20	0	4	0	1	2	3	4	7	4	3	2	9	7	10	13	14	8	7	8	9	14	1	1	1	4	1	2	2	2	3	2	3	1	2	1	1	1	1	2	3	2	5
59000	-146.174672115697547	-144.593196038578355	-1.581476077119202	0.000174773353714	0.000043407017991	0.248361761495402	0.577715259721735	0	6	6	8	7	8	9	8	11	11	14	13	12	13	13	13	12	12	15	17	20	0	1	0	2	1	3	5	5	2	3	18	18	9	10	2	6	8	7	15	15	14	1	3	1	2	3	1	1	1	2	2	1	1	1	1	4	2	3	2	1	2	3
59500	-152.790835926682519	-151.063004691135149	-1.727831235547359	0.000183921848817	0.000035912652540	0.195260393317236	0.489307362561859	0	6	5	7	8	7	9	11	10	10	13	14	13	12	13	13	12	13	15	16	20	0	1	0	1	2	3	4	2	4	3	8	5	8	10	7	6	8	5	8	15	14	1	2	1	5	1	1	2	4	2	2	1	2	1	1	2	3	1	3	3	2	3
60000	-145.181503805429941	-143.734279458257959	-1.447224347171980	0.000238736703443	0.000080904488947	0.338885842773343	0.434239919880942	1	6	5	8	7	7	10	10	10	12	13	13	12	10	13	12	13	12	15	16	21	0	1	0	5	1	3	2	4	1	14	13	9	5	3	9	14	8	9	17	15	10	1	2	1	1	3	2	2	1	4	2	1	1	3	2	1	2	2	1	1	1	4
60500	-158.743430098264895	-157.269248929165485	-1.474181169099404	0.000175452600880	0.000055130799600	0.314220475067010	0.552683184910285	-1	6	6	8	7	8	8	11	10	10	12	13	10	12	14	13	12	12	16	16	18	0	1	0	5	1	3	2	5	4	6	2	2	5	10	7	6	8	2	8	12	14	1	3	1	1	5	1	1	2	1	1	3	3	2	1	3	2	1	4	2	2	4
61000	-143.443623849216038	-142.077425617931027	-1.366198231285015	0.000119838177557	0.000059988107431	0.500575932093915	0.448587773039770	0	6	6	8	7	8	9	10	12	12	13	12	11	11	14	13	12	12	16	16	20	0	1	0	2	1	3	2	4	2	14	2	5	5	3	12	6	8	7	17	15	14	1	3	1	1	4	1	1	1	3	1	3	3	2	2	1	3	2	2	2	1	5
61500	-164.565429130556709	-163.079658399006917	-1.485770731549793	0.000183671513386	0.000056025240368	0.305029557037084	0.364408349578084	1	6	5	8	8	7	10	11	11	12	13	13	13	10	13	13	12	11	15	16	21	0	1	0	1	1	3	2	5	1	14	7	2	7	3	9	14	4	4	13	9	14	1	2	1	2	3	1	4	2	6	1	2	4	2	2	1	2	4	2	1	3	5
62000	-157.663038472457430	-156.211138945304981	-1.451899527152441	0.000215191482719	0.000071920579702	0.334216665052526	0.498020556197847	1	7	6	8	7	8	9	10	11	12	13	14	12	12	13	12	12	12	13	17	21	0	1	0	5	1	3	2	4	1	6	5	9	2	3	5	6	8	7	4	11	10	1	4	1	1	2	2	2	1	5	2	4	2	2	2	3	2	1	2	2	3	4
62500	-147.648514503484193	-146.184038565467944	-1.464475938016239	0.000249078422984	0.000080331116722	0.322513350453147	0.617213249694286	1	5	6	7	7	8	10	10	11	10	13	13	12	13	12	10	12	12	13	16	19	0	1	0	2	2	3	4	4	2	3	9	7	8	10	5	6	4	5	9	18	14	1	1	1	1	1	1	1	2	2	2	1	2	2	1	3	1	2	2	1	2	3
63000	-149.769400471336922	-148.206187190748778	-1.563213280588141	0.000141642743438	0.000036435597662	0.257235893472810	0.671572324640942	0	4	5	8	8	7	10	10	11	9	12	13	12	11	13	13	11	11	13	16	20	0	1	0	2	1	3	5	4	5	3	5	7	4	10	7	6	4	5	8	15	16	1	2	1	2	4	1	1	1	1	2	2	2	1	1	1	3	1	1	2	2	3
63500	-155.316497072370709	-153.885319899440304	-1.431177172930401	0.000253938677132	0.000090534789735	0.356522254734099	0.599138580796983	1	6	4	8	7	7	6	11	10	11	14	12	12	12	14	11	12	12	14	17	18	0	1	0	2	1	3	1	2	2	6	2	5	2	10	18	6	4	9	17	15	14	1	2	1	1	2	1	2	3	3	1	4	2	2	1	1	1	2	1	1	2	4
64000	-149.580111375706366	-148.193946595461199	-1.386164780245156	0.000190605618016	0.000081969259276	0.430046397002860	0.584752518081451	0	6	4	7	7	8	10	11	11	10	12	14	12	13	13	12	12	12	16	16	19	0	1	0	2	2	3	2	2	5	3	9	2	2	16	18	6	4	8	12	12	14	1	3	1	1	1	2	2	3	2	3	1	4	3	1	1	2	2	1	1	1	2
64500	-155.428118069729976	-153.966414565763245	-1.461703503966744	0.000216350490361	0.000070312692536	0.324994375648031	0.604299736658481	1	6	5	8	7	7	10	10	11	10	13	14	12	12	11	13	12	13	14	16	18	0	1	0	2	2	3	5	2	4	3	4	15	4	10	7	6	4	9	8	12	14	1	2	1	2	1	1	2	2	1	2	2	1	2	1	1	3	1	2	1	1	2
