step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81
1	-1266.385340661384589	-1273.240828612343876	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.780790481126213	1	0	3	3	3	4	6	7	7	8	10	10	10	11	12	13	13	15	13	16	16	15	14	15	15	15	15	16	16	18	18	19	19	18	19	19	20	18	20	20	21	20	20	21	20	23	20	21	22	23	22	23	23	22	21	22	24	22	22	23	23	23	25	23	24	23	23	24	25	24	26	26	26	26	26	27	31	32	33	34	37	2	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	2	2	2	2	3	4	4	4	5	5	5	6	6	7	7	8	7	8	8	8	7	8	8	8	8	8	8	9	9	10	10	9	10	10	10	9	10	10	11	10	10	11	10	12	10	11	11	12	11	12	12	11	11	11	12	11	11	12	12	12	13	12	12	12	12	12	13	12	13	13	13	13	13	14	16	16	17	17	19
500	-445.907932197277489	-452.763420148236889	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.288304896342617	2	0	3	3	3	4	5	7	8	9	11	10	11	11	13	12	13	13	13	17	17	16	14	15	15	13	15	14	15	18	18	18	17	18	19	19	20	17	21	21	21	20	21	21	20	21	20	21	22	23	21	23	24	22	20	22	24	23	22	22	24	23	26	23	24	23	24	24	26	24	25	25	26	27	26	27	31	31	33	35	36	2	0	2	1	2	3	5	2	3	7	3	10	2	9	16	2	14	3	7	23	29	26	13	8	9	14	17	6	11	33	17	23	19	22	8	15	34	23	22	45	4	22	21	34	20	2	28	34	44	9	2	25	16	37	34	45	49	35	37	38	34	11	2	47	14	16	52	60	71	39	70	2	37	2	26	58	2	2	2	2	41	1	1	1	1	1	1	1	3	2	2	5	1	5	2	1	8	1	6	4	2	1	3	2	4	3	1	1	6	3	1	2	2	3	1	5	2	1	2	3	1	10	2	2	2	2	11	2	2	1	9	10	3	5	1	1	1	1	2	1	3	3	8	12	2	6	5	1	1	1	1	1	11	5	12	6	3	15	15	16	15	7
1000	-469.925506988156258	-476.780994939115658	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.272777652822289	1	0	3	4	3	4	6	8	7	9	10	11	9	11	12	12	13	14	13	16	16	15	14	14	16	14	15	16	16	18	16	19	19	18	17	19	21	18	19	18	21	21	20	21	20	23	20	22	23	23	23	24	24	20	22	21	23	22	22	22	21	23	25	23	24	23	23	24	24	23	26	26	25	26	25	28	31	31	32	34	37	2	0	1	2	2	1	2	5	5	2	2	6	2	9	14	2	2	4	5	26	16	11	11	7	11	16	16	12	23	25	6	28	35	20	8	24	36	25	24	26	5	27	3	54	8	2	22	54	37	24	2	41	29	33	38	21	7	41	40	34	38	60	2	17	56	25	56	45	59	41	19	22	61	22	29	53	9	2	4	2	49	1	1	1	2	1	2	3	3	1	4	3	4	4	3	1	7	7	4	6	2	1	4	2	3	4	1	2	3	1	2	5	1	1	1	4	3	2	1	3	2	8	3	8	1	5	12	3	1	1	7	12	2	3	1	4	2	8	1	2	2	1	1	12	5	2	4	1	2	1	1	5	5	1	7	4	2	16	15	14	17	7
1500	-417.650861104946159	-424.506349055905559	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.379828470016635	2	1	3	4	3	5	6	7	6	9	9	10	10	10	13	14	13	14	13	16	16	16	15	14	16	14	16	17	17	19	18	19	20	18	19	19	20	18	20	20	21	19	20	21	19	22	20	21	21	24	21	24	23	22	21	20	24	23	22	24	23	23	25	23	25	23	23	24	24	24	26	26	26	27	26	27	31	31	33	35	37	2	0	2	1	2	5	1	6	5	4	8	8	2	4	14	12	2	11	6	17	14	6	26	5	17	13	7	18	26	18	2	29	38	15	28	29	34	22	18	34	16	22	38	47	38	2	29	45	22	33	2	59	38	17	27	45	30	36	56	20	24	43	31	36	59	36	33	53	44	35	54	30	49	61	55	32	47	2	47	2	58	1	1	1	1	1	1	2	2	1	2	1	1	5	4	3	2	5	3	4	1	3	6	1	6	2	3	4	2	1	3	8	1	1	3	1	1	1	1	4	1	3	2	1	1	1	11	1	1	2	2	10	1	2	4	2	1	3	2	1	3	4	1	3	2	1	2	2	1	1	2	2	2	3	2	3	4	5	17	7	17	8
2000	-429.361285449857007	-436.216773400816408	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.453434739909192	2	1	2	4	3	5	5	8	7	8	9	10	10	12	13	11	12	15	13	17	15	15	15	16	16	16	15	16	16	17	18	20	18	18	19	18	19	17	19	19	19	20	19	21	20	23	20	21	19	24	22	24	22	21	20	22	24	23	22	24	24	23	24	23	22	23	22	23	22	24	25	26	26	27	25	28	31	33	33	34	36	2	0	2	2	2	5	2	6	7	2	7	9	5	4	8	8	9	17	2	24	12	4	12	13	27	19	7	6	10	18	17	35	26	5	27	28	21	26	20	34	38	14	27	19	18	2	40	30	23	26	39	28	42	29	24	44	44	44	44	53	35	48	56	26	54	47	49	67	32	32	32	61	75	47	56	75	70	2	42	45	80	1	1	1	2	1	1	2	2	1	2	2	1	3	4	3	2	1	2	5	1	2	6	2	3	1	1	4	6	4	1	3	1	1	9	2	1	2	1	1	1	1	4	2	3	3	11	1	2	2	3	2	5	1	3	3	1	1	1	1	1	2	1	1	3	1	1	1	1	1	2	3	2	1	4	1	1	3	17	6	6	1
2500	-420.596081646687594	-427.451569597646994	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.371061440038684	2	1	3	3	3	4	7	8	7	9	10	11	9	10	13	13	13	15	13	16	17	15	14	15	16	14	15	14	16	18	19	18	20	18	18	20	20	18	19	20	21	20	21	21	21	24	20	20	22	23	21	24	23	22	21	23	24	23	22	23	23	23	26	22	24	23	23	24	25	25	25	24	26	27	25	27	32	30	32	34	38	2	0	2	2	2	4	2	4	1	4	7	5	2	8	8	6	2	10	11	12	1	17	15	19	27	11	10	13	18	29	22	21	20	18	18	17	18	6	22	34	28	25	42	38	21	24	39	21	44	41	39	44	11	40	37	59	33	38	39	47	41	37	46	55	39	40	55	45	67	58	43	54	64	59	64	59	72	4	16	77	80	1	1	1	1	1	1	3	4	3	3	1	4	4	1	3	6	4	3	1	2	8	1	1	1	1	2	3	3	1	1	2	1	1	2	1	4	1	7	3	1	4	2	1	2	2	7	1	2	1	1	1	1	6	1	1	1	2	3	1	2	1	1	1	1	2	1	1	2	1	1	2	1	1	2	3	2	4	10	9	2	2
3000	-393.368378127977905	-400.223866078937306	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.539601520779076	2	1	3	4	4	5	6	6	7	9	8	11	9	12	13	13	13	15	13	16	17	16	15	15	13	15	15	16	16	19	18	19	18	18	19	19	20	18	21	20	21	20	19	21	21	23	20	21	20	22	22	22	24	22	21	22	24	22	21	24	22	24	26	23	24	23	22	24	25	25	25	26	26	25	26	26	31	32	33	35	37	2	0	2	3	2	4	3	2	1	9	1	13	4	10	1	12	10	13	3	2	19	24	17	17	12	25	17	27	24	28	15	26	24	28	20	19	16	15	38	23	22	29	18	32	30	49	21	36	20	36	48	27	40	37	20	35	43	22	37	49	45	34	43	31	49	39	40	49	53	50	56	68	62	49	45	65	49	15	63	79	66	1	1	1	1	2	1	1	2	2	1	5	1	2	1	4	1	2	3	5	5	2	1	1	1	1	1	1	1	1	1	4	2	1	1	1	3	3	3	1	2	2	2	2	1	1	2	1	1	2	2	1	4	2	1	3	2	1	3	1	2	1	3	4	3	3	1	1	1	1	1	2	1	1	2	2	1	4	8	4	1	5
3500	-396.103560530552329	-402.959048481511729	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.627081785027302	1	-1	3	3	3	3	6	5	8	8	11	11	11	12	13	13	13	15	11	16	17	16	14	13	16	14	15	16	17	18	18	20	19	18	19	20	20	18	21	21	19	20	17	21	20	22	19	22	23	22	21	24	23	21	20	22	23	22	22	23	23	23	24	24	25	24	22	24	25	25	26	25	27	25	25	27	30	32	34	33	37	2	0	1	1	1	2	3	1	8	7	9	10	2	12	12	11	9	24	5	26	23	16	19	11	24	12	23	24	15	25	25	30	30	20	31	43	27	25	26	37	16	21	15	41	41	36	29	51	54	30	21	42	46	47	43	41	39	55	47	51	44	51	44	59	44	59	36	55	62	45	66	63	70	15	55	64	44	57	78	77	80	1	1	1	1	1	2	2	2	2	1	1	2	6	1	2	1	2	1	3	2	2	1	2	1	1	2	1	1	2	1	1	1	1	1	1	2	2	1	2	1	4	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	2	2	2	1	2	2	2	1	1	2	6	1	2	5	3	2	1	2
4000	-363.243142154083785	-370.098630105043185	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.650607150885913	2	1	2	4	3	2	6	7	8	8	10	10	11	12	12	13	13	16	13	17	17	14	14	15	15	15	16	17	16	18	18	19	19	18	17	19	21	18	20	19	21	18	19	21	20	24	18	21	23	23	21	24	23	23	21	22	24	22	22	23	24	24	25	22	24	23	23	25	25	24	25	27	25	26	26	27	30	32	33	34	36	2	0	2	5	2	2	3	5	7	4	9	7	8	12	10	12	8	23	13	18	29	14	19	13	23	17	22	29	15	27	27	42	24	15	22	47	42	29	36	27	35	24	21	38	38	30	29	40	48	34	28	51	24	21	36	40	37	39	30	59	58	53	48	45	58	51	43	67	66	48	37	69	43	60	62	44	61	70	77	78	77	1	1	1	1	1	1	2	2	1	1	1	1	3	1	2	2	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	2	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	2	2	1	4	3	1	2	1	1	1	1	1	1	2	2	1	1	1	1	2	1	3	1	3	2	1	2	3	4	2	1	3
4500	-344.584791945456914	-351.440279896416314	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.715536133921274	2	1	3	3	4	4	5	7	8	8	10	11	10	11	13	12	13	15	13	17	16	16	15	15	14	15	16	17	17	17	18	19	19	18	18	19	21	18	19	21	20	20	20	19	19	24	21	21	21	23	23	22	24	22	20	22	23	21	22	24	24	24	25	24	24	23	23	25	25	25	25	26	26	27	26	27	30	32	33	34	38	2	0	1	2	4	4	6	7	5	4	4	8	9	10	16	14	12	17	2	24	24	16	17	19	12	25	18	26	24	11	18	22	31	28	24	29	36	20	26	36	39	28	31	27	27	37	36	36	39	58	41	42	49	37	39	55	48	41	58	54	26	54	20	40	52	40	49	53	64	67	40	63	64	37	56	59	43	77	77	77	80	1	1	1	1	1	1	1	1	2	3	2	2	1	1	1	1	1	1	6	1	1	2	1	1	2	1	1	1	1	3	1	1	1	1	1	1	1	1	2	1	1	2	1	1	2	2	2	1	1	2	1	1	2	1	1	1	1	1	1	1	4	1	3	1	1	1	1	1	1	1	2	1	1	4	2	2	3	1	2	2	2
