step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31
52000	-363.430075366930510	-361.069133846178715	-2.360941520751796	0.000454266997026	0.000044182175793	0.097260369083765	0.133888911344495	0	11	15	13	15	16	17	18	17	16	20	20	20	20	20	24	25	26	24	26	31	35	44	51	51	54	56	54	59	60	64	0	1	1	2	1	1	1	1	2	1	1	2	5	10	4	3	1	10	14	5	19	19	19	21	14	10	10	21	18	18	18	1	5	7	1	9	7	8	10	4	6	10	6	3	3	3	4	13	4	1	4	4	5	10	11	15	21	18	10	16	16	18
52500	-348.738440439687395	-346.443177494835652	-2.295262944851715	0.000650739887019	0.000067140070140	0.103174972794773	0.134218969737896	-2	10	15	12	14	15	17	17	17	19	21	20	21	23	21	24	25	26	22	26	30	35	45	50	53	55	56	54	59	61	64	0	1	1	2	1	1	1	1	2	1	1	2	7	12	3	2	1	16	12	15	18	19	21	19	21	19	18	19	18	18	21	1	7	7	2	9	9	7	9	3	10	10	5	3	1	3	6	13	2	1	3	2	8	5	13	10	18	15	16	16	16	15
53000	-390.975177327925223	-388.711469942653878	-2.263707385271362	0.000400152140817	0.000042504802801	0.106221605396798	0.116287464809590	-1	11	16	14	14	16	17	18	16	18	21	19	20	20	22	24	25	26	24	27	30	36	43	51	52	54	56	56	59	60	61	0	1	1	2	1	1	1	1	4	1	1	5	3	1	5	10	1	14	7	14	18	21	2	21	18	18	19	19	21	18	18	1	5	10	2	8	7	7	11	1	8	10	2	2	8	5	3	14	4	4	4	2	4	12	11	11	16	14	15	15	14	13
53500	-390.051709336594968	-387.993040581221635	-2.058668755373322	0.000306176682340	0.000039842316849	0.130128514504015	0.148612626280430	-1	9	15	13	15	16	17	17	18	19	20	19	20	22	22	24	24	25	23	26	30	35	44	51	53	54	57	56	55	61	63	0	1	1	2	1	1	1	1	6	1	1	9	6	2	9	11	1	5	10	17	19	21	21	19	21	18	18	22	22	14	18	1	5	7	2	7	10	9	10	2	10	10	1	2	9	3	2	10	6	4	1	3	3	7	13	10	14	16	11	11	19	15
54000	-347.802204111059837	-345.451791082503576	-2.350413028556257	0.000403580906261	0.000039620369641	0.098172061726815	0.140048570589886	-1	12	15	13	16	17	18	15	17	18	20	20	20	23	22	24	23	26	24	26	31	35	45	52	53	55	56	56	58	60	64	0	1	1	2	1	1	1	1	2	1	1	3	7	3	3	13	1	19	14	8	19	19	19	14	22	22	19	21	22	22	22	1	7	8	1	8	8	10	9	2	9	10	3	1	4	4	2	10	1	1	6	3	4	10	13	9	10	19	13	10	12	14
54500	-336.063136569692404	-333.498511051097694	-2.564625518594686	0.000655732046939	0.000053715530515	0.081916890848516	0.138496363145359	0	12	14	13	16	16	19	18	17	19	20	19	19	21	23	25	23	26	24	25	31	36	44	50	53	54	55	56	59	59	61	0	1	1	2	1	1	1	1	2	1	1	3	2	1	3	11	1	19	15	11	19	18	19	18	18	19	19	19	21	19	21	1	6	7	1	9	8	10	8	3	10	8	3	4	10	5	3	11	1	1	3	4	5	11	11	13	14	15	16	11	18	11
55000	-351.370628336369236	-348.685041355770636	-2.685586980598597	0.000629617053727	0.000046896705379	0.074484490376823	0.115808472379369	0	12	15	14	14	16	18	19	17	18	20	19	20	22	23	23	25	25	21	27	31	33	45	52	53	55	56	56	59	60	64	0	1	1	2	1	1	1	1	3	1	1	2	9	1	13	3	1	1	1	2	20	21	20	22	20	20	22	20	22	20	22	1	6	6	1	8	9	8	9	1	8	12	3	2	11	2	5	13	11	8	8	1	1	12	11	12	17	12	16	14	14	14
55500	-338.512961580911167	-335.997814575979589	-2.515147004931596	0.000667993778539	0.000056968977250	0.085283694370147	0.161424993554359	-1	12	16	14	13	16	18	18	17	18	21	20	20	21	23	24	25	26	25	25	29	35	44	51	53	56	56	54	59	61	64	0	1	1	5	1	1	1	1	5	1	1	2	2	1	10	5	1	1	1	16	16	21	21	21	21	21	21	21	21	21	21	1	7	8	1	6	8	9	9	2	8	11	3	4	10	3	5	16	14	13	1	2	4	7	11	13	16	12	10	15	18	20
56000	-400.850495153599297	-398.334329215216314	-2.516165938382997	0.000393300887215	0.000033514053598	0.085212250182100	0.102552412752906	-1	12	15	14	14	16	18	18	18	18	19	19	21	21	20	24	25	26	23	27	30	34	43	52	53	55	56	56	57	60	62	0	1	1	2	1	1	1	1	5	1	1	3	10	1	6	10	1	1	1	7	10	11	21	21	21	21	21	21	21	21	21	1	6	10	1	7	11	10	9	2	8	12	2	3	12	3	4	13	13	11	3	5	6	7	11	11	13	12	12	14	16	16
56500	-388.542118854457613	-386.525365670071494	-2.016753184386136	0.000189180029441	0.000025751763190	0.136123053085473	0.178227451686253	-1	9	15	13	12	14	19	17	17	18	21	20	19	22	21	24	25	26	24	26	30	35	44	49	51	54	56	56	58	61	63	0	1	1	2	2	5	2	5	4	2	1	9	9	5	4	13	1	1	2	17	8	2	21	21	21	21	21	21	22	21	21	1	6	7	2	1	1	4	2	2	5	12	2	1	8	3	3	13	15	8	1	8	11	7	10	11	13	12	11	11	14	16
57000	-340.468297735871715	-337.926976716066974	-2.541321019804721	0.000443135151918	0.000036991589422	0.083476991752735	0.128424010979711	-1	11	15	14	13	16	18	18	16	19	18	19	20	23	23	23	25	25	24	26	31	36	43	51	52	53	56	56	58	60	63	0	1	1	2	1	5	6	6	2	7	1	4	2	6	11	11	1	1	8	11	14	8	19	21	21	21	21	21	21	21	19	1	7	6	1	5	1	1	1	3	1	9	3	5	4	3	3	11	13	4	4	4	12	7	9	12	12	12	13	13	16	20
57500	-379.622784510264239	-377.577950039201369	-2.044834471062898	0.000313064193159	0.000041342315226	0.132056990641962	0.106138525762408	0	11	15	13	15	17	19	17	15	16	21	19	20	23	23	25	24	26	24	27	30	35	43	51	52	56	56	57	57	60	63	0	1	1	2	1	1	5	10	4	2	1	3	4	7	4	11	1	1	8	18	10	6	19	21	19	19	19	21	21	19	21	1	4	8	1	8	10	2	1	1	3	12	2	4	3	5	1	13	13	3	1	7	12	10	10	14	20	13	15	13	16	15
58000	-351.568283726984305	-349.050242561337996	-2.518041165646336	0.000373585866583	0.000031785060639	0.085081004078818	0.126704235066187	0	11	16	14	14	17	18	19	17	18	20	18	20	22	21	25	24	26	24	26	31	36	44	51	52	54	56	56	57	59	64	0	1	1	2	1	1	2	7	4	5	1	9	6	10	9	6	1	8	8	5	7	7	19	21	19	2	19	19	19	21	18	1	5	9	2	5	10	3	1	1	2	9	1	2	2	3	4	12	3	2	6	6	11	12	9	16	24	14	16	15	15	17
58500	-368.973815984362034	-366.573909768089436	-2.399906216272583	0.000413541479715	0.000038872413392	0.093998825506802	0.160152302621577	0	11	15	13	15	15	17	18	17	19	20	19	19	23	23	24	25	26	25	27	29	35	43	51	53	55	56	56	58	60	64	0	1	1	2	1	1	2	7	3	2	2	4	3	7	9	12	1	8	14	3	10	19	18	18	18	6	18	18	18	6	3	1	5	6	1	6	5	3	1	1	5	4	3	3	2	4	3	11	3	1	5	6	7	7	13	13	20	13	15	18	18	22
59000	-346.996180561093695	-344.419388778663574	-2.576791782430148	0.000470442808257	0.000038162289099	0.081119933027886	0.127168565147341	-2	11	15	13	16	16	19	18	18	18	20	19	20	23	23	23	25	25	23	24	29	35	45	50	53	56	57	56	59	60	63	0	1	1	2	1	1	1	6	5	1	1	4	5	8	11	3	1	8	8	3	18	19	19	21	19	21	21	19	19	18	19	1	7	9	1	9	7	11	1	1	10	10	3	2	2	2	3	11	2	2	4	2	6	11	10	15	14	15	16	19	19	18
59500	-344.538994602930870	-342.067969647239522	-2.471024955691341	0.000594372312928	0.000052582641614	0.088467515175979	0.144031681847903	-1	10	16	13	15	17	18	18	17	18	20	19	20	22	22	25	25	25	24	25	30	34	44	51	51	53	57	56	59	58	63	0	1	1	2	1	1	1	1	5	1	1	5	10	10	4	5	1	19	14	10	19	16	18	21	21	21	19	21	19	21	21	1	7	8	1	8	11	10	9	1	7	11	2	1	2	3	6	12	1	2	4	3	5	9	11	12	11	18	14	19	13	15
60000	-344.962644643498038	-342.412908300795550	-2.549736342702491	0.000618999191015	0.000051320276247	0.082908470628372	0.124565390628662	0	11	14	13	15	16	18	19	17	18	19	19	20	21	22	24	24	26	24	26	30	33	45	51	52	53	56	56	58	61	63	0	1	1	2	1	1	1	1	3	1	1	4	7	1	9	3	1	16	12	2	18	18	21	20	18	21	20	22	20	19	21	1	6	7	1	7	7	9	8	2	10	8	4	1	6	2	5	11	1	3	8	2	3	8	14	15	11	15	13	15	19	16
60500	-343.532721207812813	-341.171790999696725	-2.360930208116103	0.000746448183559	0.000072600551730	0.097261341549632	0.100268997464016	-2	11	13	14	16	16	18	19	17	19	20	19	19	23	22	23	24	25	24	24	30	36	44	52	52	55	57	55	59	60	64	0	1	1	2	1	1	1	1	2	1	1	3	2	1	2	2	1	12	15	12	19	19	19	19	19	18	19	19	15	16	21	1	5	7	2	7	12	11	11	4	12	11	5	5	14	6	7	12	3	1	3	4	6	9	13	10	15	16	19	19	20	19
61000	-354.651558370648218	-352.512918599550915	-2.138639771097318	0.000650297858592	0.000077935114535	0.119845257838706	0.101123272430664	-1	11	15	13	15	17	19	18	18	19	21	19	20	23	22	24	24	25	24	26	31	35	45	51	53	54	57	56	59	60	63	0	1	1	2	1	1	1	1	4	1	1	4	2	1	2	4	1	13	13	15	15	16	16	19	16	16	18	18	19	19	16	1	7	7	1	8	10	12	10	2	10	12	3	5	13	5	6	13	3	2	1	4	4	9	17	18	16	15	15	17	18	24
61500	-366.936708947238117	-364.008120354381049	-2.928588592857077	0.000573426204976	0.000035719857633	0.062291986873813	0.092139018113950	-1	12	16	14	16	17	18	18	17	18	20	19	19	22	22	24	25	25	24	24	30	36	44	50	51	56	56	57	58	61	63	0	1	1	2	1	1	1	1	2	1	1	2	5	1	5	2	1	9	12	2	20	21	21	21	21	21	19	22	21	19	19	1	7	9	1	8	8	10	11	2	9	9	4	3	11	2	5	15	3	2	6	3	3	7	11	10	14	17	10	12	19	22
62000	-427.766924363927217	-425.560506182310633	-2.206418181616569	0.000301949933665	0.000033858760311	0.112133690179982	0.109079094454826	-1	11	15	13	16	16	16	19	17	18	20	19	21	23	23	23	26	25	24	26	31	33	44	51	52	55	56	55	58	60	64	0	1	1	2	1	1	1	1	3	1	1	9	8	1	12	4	1	2	2	6	2	2	5	11	19	19	18	18	21	19	5	1	6	7	1	7	8	8	9	1	11	11	2	1	15	3	5	14	7	7	6	10	12	12	18	11	16	16	11	14	17	25
62500	-360.518877569739743	-357.739532557547761	-2.779345012191991	0.000417185297232	0.000028950756805	0.069395438901342	0.127836365678750	-1	11	15	14	15	14	18	19	16	18	19	19	20	22	23	24	24	24	24	27	30	36	45	52	52	56	55	57	56	60	63	0	1	1	2	1	1	6	1	5	1	1	9	5	7	4	4	1	14	2	5	18	21	18	18	21	18	18	22	22	22	11	1	6	7	1	8	7	3	9	1	8	8	2	3	2	5	6	13	2	8	5	3	3	12	14	11	16	14	14	11	15	21
63000	-360.423734859190347	-358.013600006722243	-2.410134852468118	0.000696025566628	0.000064849280749	0.093170831443560	0.133852498627773	-1	11	16	13	16	17	18	18	15	18	20	17	18	22	23	24	25	25	24	26	28	35	45	52	52	56	57	57	58	61	63	0	1	1	2	1	1	1	1	2	1	1	2	2	13	2	3	4	15	14	15	19	18	18	19	21	18	18	19	21	18	19	1	6	8	1	8	10	11	10	2	7	13	3	3	2	6	4	8	1	1	2	2	6	11	14	11	15	14	15	14	18	19
63500	-378.226101901854804	-375.525866493421233	-2.700235408433568	0.000588543206740	0.000043348313474	0.073653578832153	0.130775548654610	-1	11	16	13	13	17	18	19	17	19	19	20	21	23	22	24	25	25	25	25	30	36	44	52	53	55	57	56	58	60	61	0	1	1	2	1	1	1	1	3	1	1	5	2	15	5	5	1	13	13	2	16	18	21	18	18	20	21	18	21	2	21	1	7	8	1	9	8	11	8	1	10	10	3	5	1	3	6	11	2	3	6	4	7	7	15	14	17	13	14	13	23	16
64000	-397.046418663732993	-394.439234515152691	-2.607184148580316	0.000510127782723	0.000040391677644	0.079179529153278	0.147974481811837	-1	11	14	14	15	15	17	19	17	18	21	20	20	20	22	24	25	26	23	23	30	35	44	51	52	55	56	57	59	60	62	0	1	1	2	1	1	1	1	2	1	1	3	3	1	5	15	1	20	7	8	18	18	18	18	19	18	21	19	18	19	18	1	6	7	2	9	7	9	10	4	10	10	4	2	11	4	1	12	2	4	3	1	5	9	13	16	14	13	14	18	16	17
64500	-352.871705083314225	-350.154371740231909	-2.717333343082333	0.000547820483667	0.000039827129393	0.072701059161612	0.123153066061926	-1	12	15	14	16	16	18	18	16	18	20	19	20	22	22	24	26	25	24	25	30	34	44	52	52	55	55	56	59	60	64	0	1	1	2	1	1	1	1	2	1	1	5	7	1	9	2	1	16	2	6	18	18	21	21	21	21	21	7	21	21	21	1	7	8	1	8	8	8	10	1	12	11	1	1	13	4	5	12	1	6	4	3	5	5	14	12	12	15	19	15	15	20
65000	-374.874661791570929	-372.222306609868838	-2.652355181702088	0.000416336931561	0.000031817377876	0.076422184687244	0.129803413694289	0	11	15	13	16	15	19	19	17	18	21	18	21	22	21	25	25	25	24	26	30	35	43	51	52	55	57	56	58	60	64	0	1	1	2	1	1	1	1	6	1	1	9	7	1	7	10	1	7	7	10	18	18	18	21	21	21	19	19	21	18	21	1	6	8	1	8	9	10	9	1	10	11	1	2	11	2	3	16	3	3	4	3	7	10	8	11	13	16	15	14	20	19
65500	-345.129963461848831	-342.620754257376063	-2.509209204472756	0.000619687191937	0.000053108343931	0.085701858328426	0.133971367892761	-1	11	15	14	15	16	18	19	17	18	20	20	21	22	22	22	26	25	24	25	31	35	44	50	53	54	55	56	56	61	64	0	1	1	2	1	1	1	1	2	1	1	10	10	1	2	2	1	19	15	15	19	19	18	19	18	19	19	18	18	19	19	1	7	9	1	8	8	10	11	4	9	12	1	2	10	6	5	12	1	1	2	5	5	12	9	13	16	16	14	14	17	20
66000	-403.626998111157661	-401.107025973651446	-2.519972137506214	0.000337204236089	0.000028644211234	0.084946178511119	0.142885717659685	-1	12	15	13	15	16	19	18	18	18	20	19	20	22	22	24	26	24	24	27	28	35	45	50	53	55	57	56	57	58	62	0	1	1	2	1	1	1	1	6	1	1	4	7	1	4	6	1	6	2	2	14	18	21	18	21	3	18	21	21	18	14	1	8	8	1	7	9	10	12	1	8	12	4	1	11	4	4	14	4	6	7	4	6	11	14	12	16	13	15	13	17	21
66500	-372.272908254214201	-369.863984111239574	-2.408924142974612	0.000387588658176	0.000036149713703	0.093268244414562	0.157924606693334	-2	11	14	13	16	15	18	17	17	17	20	19	20	22	22	24	25	26	22	26	30	36	44	51	53	55	56	55	58	59	63	0	1	1	2	1	1	1	1	6	1	1	4	8	2	12	10	1	19	6	11	14	21	21	21	21	22	22	2	22	21	22	1	5	7	1	8	8	9	9	2	10	10	2	2	7	2	3	13	3	4	5	4	3	7	12	10	11	10	22	10	17	16
67000	-364.215597029943638	-361.718475500814236	-2.497121529129422	0.000423372215042	0.000036648311161	0.086562863264229	0.124703346833342	-2	11	14	13	15	17	17	19	18	17	19	19	20	22	23	23	25	24	24	26	30	35	42	50	52	55	56	57	58	60	64	0	1	1	2	1	1	1	1	5	1	1	3	10	2	12	10	1	14	2	6	18	21	18	14	21	22	21	21	21	2	22	1	6	8	1	10	9	9	10	1	9	11	2	2	7	1	3	15	1	7	4	3	3	8	14	11	8	13	14	11	20	17
67500	-332.261619376301439	-329.665573222259525	-2.596046154041901	0.000708851669287	0.000056624787651	0.079882421251786	0.116338225068031	-1	10	14	13	14	15	19	18	17	18	19	19	20	23	22	24	25	25	24	27	28	34	44	52	52	55	56	55	58	59	63	0	1	1	2	1	1	1	1	2	1	1	3	3	15	2	10	1	15	1	15	18	21	18	18	18	18	18	21	18	21	18	1	5	6	1	8	9	8	10	3	7	11	2	2	1	5	2	14	1	11	3	2	3	7	16	14	14	16	14	17	17	20
68000	-367.699223398204708	-365.617018601558414	-2.082204796646266	0.000768732338953	0.000097593765916	0.126954156825237	0.109017919002519	-1	12	16	14	15	16	18	18	17	18	19	19	18	21	22	24	25	25	23	26	28	36	44	51	52	53	56	57	58	60	63	0	1	1	2	1	1	1	1	4	1	1	4	2	9	4	4	1	14	1	15	15	21	21	15	16	21	21	21	21	16	16	1	6	9	1	9	9	10	10	2	9	13	2	2	2	4	6	13	2	12	3	2	3	8	15	19	13	13	18	14	21	19
68500	-400.107210538592312	-397.334331799938013	-2.772878738654322	0.000519012285099	0.000036190537769	0.069729636094901	0.142650673381314	0	12	15	14	14	15	17	17	18	18	20	19	19	22	23	24	25	25	24	26	30	36	44	52	52	55	54	55	58	59	63	0	1	1	2	1	1	1	1	2	1	1	6	7	1	10	10	1	13	1	14	18	21	18	18	21	21	21	18	21	18	21	1	7	8	1	7	7	9	9	3	7	11	2	1	9	3	4	14	3	13	2	2	4	11	14	10	13	10	17	16	16	17
69000	-392.823796790247229	-390.337975482535853	-2.485821307711394	0.000612389118527	0.000053510445388	0.087379810923277	0.149947870269838	0	11	14	13	15	15	18	18	18	19	20	17	20	23	23	24	26	25	24	25	30	34	45	51	51	56	56	57	57	60	62	0	1	1	2	1	1	1	1	2	1	1	5	6	1	12	7	1	9	1	3	18	21	21	22	21	21	21	21	18	21	22	1	7	8	1	7	8	7	8	3	10	9	1	2	15	3	3	16	2	9	3	4	2	10	12	12	10	14	15	14	13	15
69500	-353.954838532432518	-351.531534399866530	-2.423304132565982	0.000667705472695	0.000061509932682	0.092121354694440	0.133339352119793	0	10	15	13	14	16	18	19	18	18	20	20	19	22	21	24	25	25	25	26	31	35	44	51	50	55	56	56	58	61	63	0	1	1	2	1	1	1	1	2	1	1	5	10	1	5	2	1	9	1	15	16	18	18	21	21	21	21	18	18	21	21	1	6	8	2	6	9	8	10	4	7	11	3	1	13	3	7	14	3	12	2	3	7	10	8	6	11	11	14	16	13	13
70000	-408.292698746097415	-406.205971172531179	-2.086727573566225	0.000252115384384	0.000031857035193	0.126358949775310	0.103203677926172	-2	12	15	13	15	16	17	18	17	18	19	20	20	23	23	25	25	26	22	25	30	35	44	52	53	55	56	56	58	60	61	0	1	1	2	1	1	3	1	2	1	1	10	11	3	9	13	1	19	2	10	3	6	14	18	18	19	6	18	18	23	21	1	7	7	1	7	9	1	11	2	11	13	1	1	6	4	3	14	4	5	4	9	9	8	11	12	15	19	15	16	10	18
70500	-351.838132883804008	-349.275446123546089	-2.562686760257943	0.000550115935131	0.000045134253836	0.082044985345193	0.192194633585858	-1	10	16	13	15	16	17	19	18	18	20	20	20	22	20	24	25	26	24	26	30	35	43	50	52	55	56	56	59	60	63	0	1	1	2	1	1	4	1	6	1	1	3	3	7	9	5	1	14	7	2	19	18	19	18	19	18	19	18	18	21	19	1	6	7	3	8	9	1	11	1	10	10	2	1	2	1	4	15	2	2	6	5	5	8	11	12	12	16	14	14	15	15
71000	-358.282937692934638	-355.884973079253996	-2.397964613680659	0.000661007041725	0.000062238629641	0.094157286854928	0.143448352198834	0	11	15	14	15	16	19	17	17	17	20	19	21	22	22	22	24	26	25	25	30	35	44	51	51	54	55	57	59	60	63	0	1	1	2	1	1	1	1	3	1	1	3	2	13	9	10	1	19	14	2	18	14	18	18	21	21	21	19	18	21	18	1	4	6	1	9	9	7	10	1	8	9	1	4	1	3	1	12	1	1	7	3	8	10	13	12	13	13	15	16	14	13
71500	-337.769661760824022	-335.050882502517538	-2.718779258306496	0.000644490032563	0.000046803735473	0.072621348831561	0.155757527511286	0	11	15	14	16	17	16	16	18	18	20	19	20	22	22	24	26	26	25	26	30	34	44	50	53	55	56	56	57	60	60	0	1	1	2	1	1	1	1	2	1	1	4	5	1	5	3	1	19	16	8	18	18	19	19	21	21	18	19	21	21	21	1	6	7	1	8	9	8	8	4	8	11	3	2	10	2	3	12	1	1	5	2	4	10	14	11	12	15	16	15	15	13
72000	-326.855758015828258	-324.561419888805517	-2.294338127022746	0.000865282231990	0.000089351014915	0.103262278608683	0.120206197664277	0	12	15	13	16	17	17	19	18	17	20	19	20	23	23	24	25	25	25	26	29	35	44	52	52	56	55	57	57	61	63	0	1	1	2	1	1	1	1	4	1	1	3	2	1	3	2	1	15	15	15	19	16	19	19	18	19	19	19	21	19	19	1	6	5	1	7	10	11	9	3	8	11	2	4	12	4	5	12	1	1	2	2	5	9	16	13	15	15	17	14	18	18
72500	-369.199527764253276	-366.699863762426617	-2.499664001826681	0.000411253883863	0.000035524385003	0.086380667506986	0.131854283315488	-1	10	15	13	14	14	16	16	16	18	19	17	19	22	22	23	25	26	23	26	31	36	44	51	52	54	57	55	58	60	62	0	1	1	2	1	1	1	1	5	1	1	3	10	1	10	10	1	19	7	8	19	18	18	19	18	18	18	21	21	21	19	1	6	7	2	9	8	8	9	1	10	9	1	1	11	2	3	12	2	4	5	3	6	8	13	11	14	14	14	13	15	17
73000	-396.286353381321533	-394.130877208714992	-2.155476172606521	0.000359028777119	0.000042311773383	0.117850646186934	0.102363281030067	0	12	14	14	15	17	18	16	16	18	21	20	20	21	23	23	25	25	24	26	29	35	44	51	53	55	56	56	59	60	63	0	1	1	2	1	1	1	1	4	1	1	9	6	1	9	6	1	10	1	14	10	18	6	21	22	18	22	22	21	21	21	1	5	7	1	8	8	10	8	2	9	9	2	2	10	5	3	12	2	11	2	5	4	14	10	10	14	12	11	15	17	18
73500	-358.125405782169821	-355.606040293472859	-2.519365488696943	0.000456746658121	0.000038818213902	0.084988501200339	0.165227265953359	-1	11	15	14	15	15	17	19	16	18	21	20	20	20	22	21	24	24	23	24	31	35	44	51	52	54	56	57	58	61	63	0	1	1	2	1	1	1	1	6	1	1	6	3	7	7	6	1	14	14	5	18	18	18	19	18	21	18	22	19	19	19	1	7	8	3	7	8	8	11	1	12	12	3	3	2	3	3	10	2	2	4	4	4	10	13	13	11	18	12	15	20	19
74000	-341.978661239230917	-339.448043617703604	-2.530617621527334	0.000527612630571	0.000044429572686	0.084208698033261	0.128259164971035	0	11	15	13	16	17	19	15	17	17	21	19	21	22	23	24	25	25	24	26	31	35	44	51	51	55	57	56	58	60	64	0	1	1	2	1	1	1	1	8	1	1	9	5	8	3	8	1	19	14	5	19	21	19	22	19	22	19	21	22	10	21	1	4	6	1	8	8	11	7	1	7	10	1	3	3	3	6	12	1	1	5	4	2	11	8	15	10	16	13	15	18	16
74500	-337.078343679729869	-334.464906978241629	-2.613436701488260	0.000614501116341	0.000048415942457	0.078789022784609	0.101057029260762	0	10	15	13	14	16	18	18	18	18	19	19	20	20	21	23	25	25	25	26	30	33	44	51	53	56	56	54	58	59	63	0	1	1	2	1	1	1	1	2	1	1	5	3	1	3	2	1	15	16	16	19	18	18	19	19	21	19	21	19	18	21	1	5	7	2	8	10	10	10	5	9	10	2	2	11	4	6	14	2	1	2	3	5	9	9	14	12	16	11	19	15	15
75000	-351.047191399099461	-348.793243586090000	-2.253947813009459	0.000636366047993	0.000068213965443	0.107192968038461	0.096611585936273	-1	11	16	12	15	16	16	19	17	18	21	19	21	22	22	24	25	25	24	27	30	35	44	51	53	55	57	55	58	58	64	0	1	1	2	1	1	1	1	4	1	1	2	3	1	5	2	1	12	12	3	16	20	21	21	21	19	19	18	18	19	18	1	7	8	1	7	10	9	11	4	9	10	5	2	13	3	5	14	2	3	6	2	5	8	13	13	15	16	17	15	16	19
75500	-340.787053981032273	-338.449144634331731	-2.337909346700516	0.000634756048595	0.000063013707720	0.099272323374436	0.137275374850054	-1	12	16	13	14	15	16	18	17	19	21	19	20	22	23	23	25	26	24	26	28	36	43	52	51	55	57	56	58	61	62	0	1	1	2	1	1	1	1	5	1	1	5	2	1	2	6	1	19	15	2	18	18	21	19	15	20	18	18	20	19	15	1	6	8	1	7	9	9	9	3	10	11	3	4	10	7	3	12	1	1	8	1	5	6	14	14	13	17	18	17	20	20
76000	-387.334309578042053	-384.910997004685271	-2.423312573356762	0.000455282045350	0.000041940895216	0.092120687922560	0.138117944017343	0	12	14	13	15	15	18	18	18	17	21	18	20	22	23	23	24	25	24	26	31	35	45	51	52	55	55	57	58	61	62	0	1	1	2	1	1	1	1	5	1	1	5	4	1	5	7	1	19	7	8	10	18	19	18	7	19	18	19	19	19	22	1	6	7	1	9	8	9	8	1	8	11	1	3	12	5	3	11	1	3	6	8	4	11	12	18	13	14	19	17	22	12
76500	-339.660225346372272	-337.056904890212877	-2.603320456159376	0.000522581641587	0.000041504634592	0.079422297473188	0.113248799866742	0	10	15	13	15	17	18	19	17	18	20	20	19	22	22	25	25	25	23	26	31	35	44	51	52	55	55	56	59	61	63	0	1	1	2	1	1	1	1	2	1	1	10	3	1	5	10	1	19	7	7	18	18	19	21	19	21	19	19	21	19	21	1	6	8	1	8	10	8	9	3	9	11	1	3	13	4	5	13	1	2	3	3	6	10	11	15	10	14	16	15	17	13
77000	-345.948512457640447	-343.688745193505895	-2.259767264134566	0.000501517192655	0.000053467783106	0.106612064131348	0.085596429747547	-2	11	16	13	14	15	18	17	16	17	20	19	20	21	21	24	26	25	24	26	30	36	44	51	52	55	57	57	58	59	63	0	1	1	2	1	1	1	1	2	1	1	4	6	1	2	2	1	16	2	5	18	18	21	21	16	21	21	21	21	21	21	1	6	10	1	9	9	9	8	3	9	12	3	3	12	5	7	14	1	6	6	3	5	5	10	12	12	13	15	16	14	15
77500	-347.929150925884016	-345.869322688404054	-2.059828237479960	0.000574843807872	0.000074711894306	0.129969033818468	0.115615323983652	-1	10	14	14	13	16	17	17	17	18	20	18	20	21	23	25	25	26	23	25	31	35	44	50	53	55	56	54	58	60	63	0	1	1	2	1	1	1	1	2	1	1	3	2	1	10	2	1	16	13	2	16	20	20	19	21	21	19	16	18	21	19	1	5	7	2	6	8	8	9	4	10	13	2	5	12	3	8	12	1	2	9	3	5	8	14	12	10	16	13	19	12	19
78000	-368.996732838172079	-366.351234356073633	-2.645498482098473	0.000566974360895	0.000043561414819	0.076831366325577	0.093862426900667	-1	11	16	13	15	16	17	18	18	16	20	19	18	22	21	23	24	24	24	26	30	36	44	51	53	54	57	56	58	60	63	0	1	1	2	1	1	1	1	3	1	1	2	3	1	9	3	1	12	12	6	19	21	18	18	18	21	19	22	21	21	21	1	6	7	1	9	8	9	9	1	9	10	4	1	12	2	4	12	3	4	2	3	3	12	16	13	15	17	10	14	14	17
