step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70
24500	-390.609465808063874	-389.038989177573967	-1.570476630489885	0.000087467186612	0.000022183682870	0.253622915398933	0.668469503588210	-1	1	3	4	4	5	6	5	7	6	8	8	7	7	6	9	9	10	8	9	5	9	10	9	10	9	11	8	11	13	11	13	11	11	10	11	9	10	10	12	13	11	12	14	12	13	12	13	16	14	15	15	14	17	17	17	17	17	17	18	19	18	20	19	19	21	22	21	24	22	0	1	1	2	2	3	5	4	4	5	6	6	21	8	8	8	9	12	6	19	0	13	13	14	12	9	15	3	20	22	13	18	22	13	13	21	0	19	12	23	25	25	33	35	13	37	20	38	40	43	23	46	46	48	52	50	53	46	38	58	62	52	56	53	57	57	64	55	67	61	1	1	2	1	1	1	1	1	1	1	2	2	1	1	1	2	1	1	2	1	1	1	2	1	1	1	3	2	1	2	2	2	1	2	1	2	1	1	2	1	1	1	1	2	2	2	2	2	2	2	2	1	1	3	1	1	2	3	2	1	1	2	1	2	1	2	2	2	1	1
25000	-360.306567457592848	-358.875222180957110	-1.431345276635740	0.000075463147263	0.000026889232410	0.356322700356790	0.651916841499579	-1	2	3	4	4	5	6	6	6	7	6	9	8	7	10	9	8	8	6	10	5	10	10	8	10	10	11	8	10	12	10	12	11	13	11	11	10	12	11	13	14	12	12	15	13	12	15	14	16	14	16	14	15	16	17	16	17	18	17	18	19	20	18	20	18	21	23	21	24	23	0	1	1	2	2	3	5	4	4	5	6	19	21	8	24	4	9	6	3	28	0	13	21	14	28	14	16	19	28	22	13	18	22	23	13	31	0	18	28	30	12	20	33	35	36	37	39	25	40	43	35	46	46	48	52	50	53	52	48	55	52	55	56	57	57	57	64	61	67	61	1	2	2	1	1	1	1	1	1	1	1	1	2	1	1	3	1	2	2	1	1	1	2	1	1	1	1	1	1	1	1	2	1	2	2	1	1	2	2	1	3	1	1	1	1	1	2	2	2	1	2	1	1	1	2	1	1	2	1	1	2	2	1	2	1	2	2	1	1	3
25500	-377.344890127747647	-375.690681261980444	-1.654208865767218	0.000100381541056	0.000021954679924	0.218712321932662	0.729822679380434	-2	1	4	3	5	5	6	5	5	6	7	9	8	5	8	8	9	9	8	8	6	9	9	9	9	8	10	10	10	13	10	12	10	9	10	11	10	12	11	12	14	12	13	15	13	13	13	13	15	15	14	15	14	16	16	17	17	18	18	19	17	19	20	18	18	19	21	22	23	22	0	1	2	2	2	3	2	4	4	5	6	6	21	2	8	8	9	11	6	11	0	13	13	16	11	14	15	20	20	22	23	18	22	21	13	21	0	19	29	22	25	29	33	35	23	37	39	38	30	43	35	46	46	38	46	50	53	46	48	55	52	52	56	53	57	53	57	61	67	61	1	1	1	1	2	1	2	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	2	1	3	1	2	1	2	3	1	1	1	1	2	1	1	1	1	2	1	1	2	2	2	2	2	3	1	1	3	2	2	1	3	2	2	1	1
26000	-355.791938826985643	-354.284578098894656	-1.507360728090974	0.000109316062468	0.000031660149267	0.289620285915846	0.692347199934918	-1	1	3	4	5	5	4	5	7	6	8	9	8	7	9	8	9	9	8	10	6	10	10	9	10	9	11	8	10	14	10	12	11	12	10	10	11	12	11	11	14	12	12	14	13	13	12	14	17	15	15	14	14	16	16	16	16	18	19	18	18	19	18	18	18	21	23	20	24	23	0	1	1	2	7	3	2	4	4	5	6	11	21	5	14	8	9	11	6	28	0	13	13	14	12	9	15	6	28	22	13	18	22	21	13	13	0	19	20	22	20	25	33	35	31	37	39	38	30	30	44	46	46	48	52	50	53	55	48	55	57	55	56	57	53	53	66	61	67	66	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	2	2	1	2	1	1	1	2	1	1	1	1	1	1	2	1	1	1	3	1	2	1	2	1	1	3	1	1	2	1	1	1	1	2	1	1	1	1	1	2	1	1	1	3	1	1	2	1	1	2	3	1	1	1	1
26500	-382.766639262884780	-381.165723697572218	-1.600915565312570	0.000089141729821	0.000021360673930	0.239625975094514	0.731927021034635	-1	1	4	3	4	5	6	6	6	6	7	9	8	7	9	8	8	10	9	8	6	10	10	10	10	8	8	9	11	12	9	12	11	12	11	12	11	11	10	13	14	12	12	16	12	12	13	14	16	14	15	15	14	16	16	17	17	18	16	17	18	19	20	18	18	20	22	20	24	23	0	1	1	2	1	3	5	4	5	5	6	11	21	4	8	4	9	11	6	11	0	31	13	26	12	8	4	20	28	22	13	28	23	13	31	21	0	19	20	30	18	39	33	35	13	37	29	38	30	43	34	46	46	48	46	50	53	55	19	52	52	52	56	53	57	57	64	62	67	68	1	1	2	1	3	1	1	2	1	1	1	1	1	2	2	3	1	1	2	1	1	1	2	1	1	1	3	1	1	1	1	1	1	2	1	3	1	1	2	1	2	1	1	2	2	1	2	2	2	1	2	2	1	1	1	2	2	1	3	1	2	2	2	2	1	2	2	1	1	1
27000	-406.269094973362542	-404.807120679713250	-1.461974293649311	0.000087177887254	0.000028310994036	0.324749714949675	0.622419195873446	-1	1	3	3	5	5	5	5	7	7	7	6	8	7	9	8	7	9	8	8	7	10	9	10	9	8	11	10	10	14	10	12	11	11	11	11	10	11	13	13	11	13	13	15	13	12	12	14	16	15	13	15	15	17	16	17	16	19	17	18	20	20	20	20	18	20	21	21	22	23	0	1	1	2	2	3	2	4	8	5	6	3	21	8	8	8	4	11	6	12	0	13	13	8	12	14	15	20	20	22	13	18	22	21	13	13	0	19	28	31	25	29	33	51	23	37	28	25	30	43	34	46	37	48	46	50	53	53	48	52	46	55	56	55	57	65	53	52	67	61	1	1	2	1	2	1	2	1	1	1	1	2	1	1	2	2	2	1	2	1	1	1	1	2	2	1	1	2	2	2	2	2	1	1	2	2	1	2	2	2	1	2	2	1	3	1	2	3	1	1	1	2	3	2	2	1	1	2	1	1	2	3	2	2	1	1	2	3	1	1
27500	-361.294295062203901	-359.663730011005157	-1.630565051198747	0.000076146516379	0.000017323345162	0.227500166601800	0.693616698456378	-1	2	4	3	5	5	5	5	6	6	7	10	8	7	9	8	8	10	8	6	7	9	9	8	9	10	10	9	10	12	10	12	12	11	10	12	10	11	12	14	14	12	13	16	13	12	15	13	15	14	15	14	14	16	17	16	18	18	16	18	19	19	18	17	18	19	21	22	22	23	0	1	1	2	2	3	2	4	4	2	6	20	21	8	9	9	9	6	11	3	0	13	13	14	20	24	16	20	20	22	23	18	22	31	23	31	0	19	28	22	29	25	33	35	31	37	39	38	30	43	35	46	46	48	52	50	53	52	48	55	55	55	56	52	64	64	53	61	67	55	1	2	2	1	1	1	2	1	2	2	1	2	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	2	2	1	1	1	2	1	1	1	1	2	2	2	2	1	1	4	2	1	2	1	2	1	2	1	1	1	2	1	2	2	2	1	1	1	1	2	1	1	3	1	1	3
28000	-368.124815411466216	-366.565191758010940	-1.559623653455284	0.000102141651636	0.000026461296782	0.259064704340247	0.712380590139121	-1	2	4	4	4	5	6	5	6	6	7	10	8	7	10	9	8	9	8	7	6	10	10	8	9	9	11	9	11	13	11	12	11	12	10	11	10	11	13	12	14	12	13	16	14	11	14	13	17	15	15	14	15	16	16	17	18	18	18	17	18	20	20	20	19	19	22	21	24	23	0	1	1	2	2	3	5	4	4	5	6	25	21	8	24	8	4	11	11	6	0	13	13	8	11	8	15	20	28	22	13	18	22	13	21	13	0	19	29	22	20	25	33	35	13	37	42	12	30	43	36	46	46	48	52	50	53	52	48	55	55	55	56	66	53	53	57	52	67	62	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	2	3	1	1	1	1	1	1	2	1	2	1	1	1	2	2	2	1	2	2	1	1	2	1	1	2	2	1	4	3	1	1	1	2	1	2	1	2	2	1	1	2	1	3	1	1	2	2	1	2	2	2	2	1	1
28500	-378.053617816612245	-376.590992844185848	-1.462624972426372	0.000085596917637	0.000027747431231	0.324163906801293	0.646796557433362	-1	1	3	3	6	5	5	5	7	3	7	8	8	6	9	8	8	9	7	10	6	9	9	10	10	9	11	9	10	14	11	12	11	13	11	11	10	11	13	11	14	13	12	15	13	11	14	13	16	14	15	13	15	16	17	16	17	18	19	18	20	20	20	19	18	19	22	20	24	22	0	1	1	2	7	3	10	4	4	2	6	6	21	8	8	8	9	19	6	11	0	13	13	8	12	8	15	12	28	40	23	28	22	31	23	23	0	19	29	22	20	20	33	35	23	37	29	6	30	43	35	46	46	48	46	50	53	52	20	52	55	55	56	57	53	53	57	58	67	68	1	1	2	1	1	1	2	1	1	1	1	1	1	1	2	2	1	1	1	2	1	1	1	2	1	1	2	1	1	2	1	2	1	2	1	1	1	2	2	1	2	2	1	2	2	1	3	2	1	1	2	2	2	2	3	1	1	2	4	2	2	1	2	1	2	2	2	1	1	1
29000	-391.992009442600818	-390.450248514510520	-1.541760928090324	0.000071231410693	0.000019134658689	0.268626698577536	0.532807259609890	-1	1	4	3	4	5	6	5	5	7	8	9	7	8	10	8	8	10	7	8	6	10	10	10	8	9	11	10	9	14	9	12	11	11	11	12	10	11	12	13	14	13	12	15	13	13	14	13	15	14	16	15	14	16	16	16	17	18	18	18	19	19	19	20	18	20	22	22	24	23	0	1	1	2	2	3	5	4	4	9	6	6	21	4	14	8	4	25	6	6	0	31	13	8	3	16	15	29	20	22	13	6	22	13	31	13	0	11	25	22	11	32	33	35	34	37	29	32	30	43	35	46	46	48	37	50	46	52	54	55	58	55	56	53	57	53	66	61	67	68	1	2	2	1	1	1	2	1	2	1	2	2	1	3	2	2	2	2	1	2	1	1	2	2	2	1	1	1	1	2	2	3	1	2	1	2	1	1	2	1	3	1	1	2	1	2	2	1	1	1	2	1	1	2	5	1	3	2	1	1	1	1	2	2	1	3	1	2	1	1
29500	-383.470269372819075	-382.001691111276784	-1.468578261542280	0.000082976546412	0.000026464218340	0.318936126951120	0.785125383625497	0	2	2	2	5	5	5	5	6	7	7	9	8	8	9	6	8	10	9	9	7	10	9	9	10	10	10	9	11	14	10	12	11	12	11	12	9	11	13	13	14	11	12	15	13	11	14	13	17	14	14	14	15	15	16	16	18	18	17	16	19	19	18	19	18	20	23	20	22	23	0	1	1	1	2	3	2	4	5	7	6	11	21	16	16	8	9	19	6	6	0	13	13	14	12	5	15	11	28	40	13	18	22	31	31	23	0	6	38	33	25	20	33	35	23	37	25	38	30	43	35	46	46	19	37	50	55	55	19	52	52	55	56	57	55	57	66	58	55	61	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	2	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	2	1	2	1	1	1	1	1	2	3	3	1	1	1	4	2	2	1	1	1	1	1	1	1	2	1
30000	-392.442510048744168	-390.506636411175180	-1.935873637569014	0.000100459529085	0.000014980222846	0.149116992511158	0.731339734810377	-1	1	4	3	5	5	5	5	6	7	6	9	8	6	10	7	7	9	9	9	6	10	10	10	8	9	11	7	10	13	10	12	11	11	11	11	10	12	12	12	14	12	12	15	12	12	14	13	16	15	15	14	15	17	17	17	17	19	18	19	19	18	19	20	18	21	22	22	23	24	0	1	1	1	2	3	2	4	4	5	6	25	21	8	16	4	9	6	6	28	0	13	13	5	11	9	16	6	20	22	13	19	22	23	13	13	0	19	29	22	28	29	33	35	23	37	12	18	30	43	35	46	46	38	52	50	53	62	54	55	57	52	56	57	53	57	57	61	64	62	1	1	2	2	2	1	1	1	2	1	1	1	1	1	2	2	1	3	2	1	1	1	1	2	1	2	3	1	1	2	2	1	1	1	2	2	1	2	1	1	2	1	1	3	1	1	2	2	1	2	3	1	2	2	1	2	2	1	1	2	1	2	1	2	1	2	3	2	1	3
30500	-376.214355370818623	-374.633556865486923	-1.580798505331726	0.000110759650441	0.000027543584068	0.248678864173753	0.720994431844752	0	2	4	4	4	5	5	6	6	7	7	9	7	7	9	9	7	9	8	10	6	9	9	9	10	10	10	8	10	13	10	10	11	12	10	11	10	11	12	13	14	13	13	15	13	11	13	13	16	14	14	13	13	17	17	16	18	18	15	19	19	20	20	20	19	21	23	21	23	23	0	1	1	2	2	3	5	2	4	7	6	28	21	4	14	17	5	6	11	28	0	13	13	8	12	14	15	11	28	22	23	12	22	13	23	13	0	19	20	22	12	25	33	36	13	37	20	11	40	43	35	46	46	59	52	50	53	52	38	58	55	58	56	53	57	58	57	52	57	68	1	1	2	1	1	1	1	3	1	1	1	1	1	2	1	1	2	2	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	2	1	2	1	1	1	2	2	2	1	2	2	1	1	2	1	1	2	1	1	1	2	1	2	2	2	1	1	1	2	2	1	2	2	3	2	1
31000	-359.987629466330986	-358.483405176861936	-1.504224289469026	0.000102527186190	0.000029910954882	0.291736816284572	0.783025061948005	0	1	4	3	4	5	5	5	5	6	7	8	9	7	9	8	8	9	8	10	6	10	10	7	9	9	10	10	11	13	11	13	11	12	11	11	8	11	12	14	13	12	12	14	13	13	14	13	16	14	16	15	15	17	17	16	18	18	16	19	19	19	19	19	18	20	23	21	23	24	0	1	1	2	2	3	5	4	2	5	6	11	21	8	24	4	8	11	11	25	0	13	13	8	12	14	8	25	20	36	23	18	22	23	13	13	0	19	28	30	29	12	33	35	31	37	42	19	40	43	36	46	46	59	52	50	53	55	38	52	55	52	56	53	53	57	57	61	64	68	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	2	1	2	1	3	1	1	3	1	1	1	2	1	2	1	2	2	1	2	2	2	1	1	2	1	2	2
31500	-370.980041295392596	-369.379836151831341	-1.600205143561259	0.000104259648050	0.000025015381075	0.239933488582553	0.738628481784267	-1	1	4	2	4	5	5	4	6	7	7	10	8	7	9	8	9	10	7	9	7	10	10	9	9	8	11	8	11	12	11	12	12	10	10	12	11	9	11	14	14	13	13	14	13	12	12	14	16	15	14	14	15	17	16	16	18	18	19	18	18	19	19	19	19	19	23	22	24	23	0	1	1	2	2	3	2	4	8	7	3	6	21	8	14	8	16	19	6	28	0	13	13	8	19	14	15	6	20	22	13	18	22	13	13	13	0	11	28	30	39	39	33	23	34	37	12	38	40	43	35	46	46	48	52	50	53	46	54	53	55	55	56	55	57	53	64	61	67	68	1	1	2	1	2	1	1	1	1	1	2	2	1	1	1	2	1	1	1	1	1	1	2	3	1	1	1	2	1	1	2	1	1	1	1	2	1	1	2	1	2	2	1	2	1	1	1	2	1	1	2	1	2	1	1	1	2	3	1	2	1	1	1	1	1	2	2	2	1	1
32000	-403.005499300053316	-401.478937134149078	-1.526562165904210	0.000087776720627	0.000024352611969	0.277438161221489	0.650649625039927	-1	1	2	2	5	4	6	6	6	6	8	10	8	5	8	9	8	10	8	10	6	9	9	7	9	9	10	9	11	12	11	12	11	13	11	10	10	12	10	12	14	12	12	13	13	13	14	14	17	13	15	15	14	16	16	16	17	18	18	18	20	19	18	17	18	21	23	21	24	23	0	1	1	1	2	3	5	5	1	4	6	19	21	4	14	8	24	11	6	19	0	13	13	8	6	24	15	3	20	22	23	18	22	31	13	23	0	19	25	22	29	29	33	35	23	37	42	19	30	43	44	37	46	48	37	43	53	46	42	46	58	58	56	53	53	57	53	61	67	68	1	1	1	2	2	1	1	1	4	3	2	1	1	2	2	2	1	1	2	1	1	1	1	1	3	1	1	3	1	2	1	1	1	2	2	1	1	2	1	2	2	1	1	2	2	2	1	3	3	1	1	2	1	1	3	2	2	2	3	2	1	1	1	2	2	2	4	1	1	1
32500	-393.000726352550714	-391.264348985221545	-1.736377367329156	0.000130399239267	0.000025148098790	0.192854643412465	0.800885530437694	0	2	5	4	5	4	4	6	6	7	8	10	8	6	9	9	8	8	8	9	7	9	9	9	8	9	10	7	11	13	10	13	11	12	11	11	9	11	11	13	14	13	12	15	13	12	14	14	16	14	15	15	14	15	16	17	17	18	18	17	19	19	19	18	18	21	23	21	23	23	0	1	1	2	4	1	2	7	4	5	3	28	21	4	9	8	9	6	6	19	0	13	13	8	3	14	15	6	20	22	13	19	22	13	21	21	0	11	25	36	25	29	33	31	23	37	39	38	30	43	34	46	46	38	52	50	53	52	54	52	57	58	56	53	53	64	64	61	66	66	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	2	3	1	2	1	2	1	2	1	2	3	2	1	1	1	1	3	1	1	2	2	1	2	2	1	1	1	1	1	1	1	1	2	2	2	1	1	1	1	2	2	1	2	2	1	1
33000	-387.833887377330427	-385.973323488217545	-1.860563889112872	0.000087294717970	0.000014255249800	0.163300256092287	0.703921042415886	-1	1	2	3	5	4	6	5	7	5	7	9	7	7	9	9	8	9	8	8	5	9	9	10	10	10	10	9	11	13	11	13	12	11	10	11	10	10	11	11	13	13	13	15	13	13	13	12	17	14	16	14	15	16	17	16	16	18	17	18	19	19	19	18	18	20	22	20	23	23	0	1	1	2	4	3	5	4	4	4	6	6	21	8	9	4	9	11	11	6	0	13	13	8	28	9	15	20	28	40	23	11	22	13	13	13	0	19	18	22	20	25	33	35	13	37	39	38	30	43	44	37	46	38	46	50	53	52	48	55	55	52	56	53	53	64	65	61	67	61	1	1	1	2	2	1	1	1	2	1	1	2	1	1	2	3	1	1	1	2	1	1	1	2	1	1	1	1	1	1	2	3	2	2	1	2	1	1	1	1	3	3	1	2	4	2	1	1	1	1	1	2	1	3	2	1	1	2	2	1	1	2	1	2	2	1	2	1	1	3
33500	-375.976110471515483	-374.525532166147116	-1.450578305368342	0.000086723106080	0.000029097099635	0.335517268128055	0.666175237809776	-1	1	2	3	6	4	4	5	7	6	6	9	8	6	8	7	8	8	8	9	7	9	10	7	7	9	11	8	10	14	10	12	11	12	10	12	9	11	12	13	13	11	12	15	14	13	14	12	16	14	15	15	14	17	17	17	17	19	17	19	20	19	20	19	18	20	22	20	24	23	0	1	1	2	7	3	2	4	4	7	3	25	21	8	16	8	14	11	6	28	0	13	13	8	11	24	15	11	20	22	13	11	22	13	13	23	0	19	20	31	28	12	33	35	13	37	32	19	30	43	13	46	46	38	52	50	53	55	38	52	60	52	56	53	53	57	57	55	67	61	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	2	1	1	3	2	3	1	2	1	1	1	2	1	2	2	1	1	2	2	2	1	1	1	1	3	1	1	3	1	2	2	1	3	2	1	2	1	2	1	1	2	1	1	2
34000	-357.278247943340659	-355.665032012915788	-1.613215930424844	0.000089082960567	0.000020883941501	0.234432503899142	0.631300139429988	-1	1	4	3	6	5	6	5	7	5	7	7	8	7	9	7	8	9	9	10	7	9	9	9	8	9	10	9	11	12	10	13	11	12	10	12	10	11	12	13	15	12	13	15	13	12	12	14	16	15	16	14	13	15	17	17	17	19	19	18	19	19	19	19	18	20	22	21	23	20	0	1	1	2	10	3	2	4	4	2	6	6	21	5	14	5	9	6	6	12	0	13	13	8	12	16	15	12	28	22	13	18	22	13	13	23	0	19	25	22	32	20	33	35	23	37	20	38	30	43	35	46	46	38	52	50	53	55	54	52	52	55	56	53	57	57	57	58	67	52	1	1	2	1	1	1	2	1	2	2	1	1	1	1	1	1	1	2	2	2	1	1	1	2	1	1	1	1	1	2	1	2	1	2	1	2	1	1	2	2	1	1	1	3	3	1	1	2	2	1	4	1	1	2	2	1	2	1	2	2	2	1	2	3	1	1	2	1	1	3
34500	-370.328341278869743	-368.764507461996573	-1.563833816873187	0.000110505792590	0.000028391446682	0.256922700763387	0.685645294367693	-1	2	4	3	4	5	5	5	6	5	8	10	8	7	9	9	8	9	8	8	7	10	10	9	7	9	10	9	10	13	10	13	12	12	11	11	9	12	13	14	15	12	13	15	13	12	14	14	17	15	15	14	14	17	16	16	17	17	18	18	19	19	19	19	19	21	23	21	24	23	0	1	1	2	2	3	5	4	4	3	6	20	21	8	14	14	9	6	6	25	0	13	13	8	6	14	9	20	20	22	13	18	22	23	31	31	0	19	29	22	28	12	33	35	31	37	12	38	34	43	35	46	37	48	52	50	55	55	38	52	55	58	56	57	53	64	53	61	67	68	1	1	3	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	2	1	2	1	1	3	1	1	2	1	2	1	1	1	1	1	2	1	2	2	1	1	2	2	1	3	1	3	1	2	1	2	2	1	1	1	1	2	2	2	1	1	1	2	1	3	1	1	1
35000	-377.596496703900016	-376.128816367227046	-1.467680336672962	0.000090397723584	0.000028901040419	0.319709825349232	0.773957489798286	0	2	3	3	4	5	4	5	7	6	7	8	8	7	9	8	8	9	8	10	7	9	9	9	9	9	10	9	8	14	10	10	11	12	10	10	10	11	10	14	14	10	12	14	13	12	14	13	16	14	15	14	14	16	16	17	18	19	19	18	18	20	19	16	19	21	23	21	24	23	0	1	1	2	2	3	2	4	4	5	6	11	21	8	14	14	9	11	6	28	0	13	13	14	12	8	9	29	6	22	23	6	22	36	23	13	0	32	28	45	32	6	33	35	23	37	32	38	30	43	34	46	46	48	52	50	64	52	48	55	52	58	43	53	64	57	57	61	67	68	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	2	1	1	1	2	1	3	1	1	1	1	1	1	1	1	1	2	1	2	2	1	2	1	1	1	2	1	2	2	1	1	2	2	2	1	3	1	2	1	2	1	2	2	1	1
35500	-361.590644612653648	-359.986077561153422	-1.604567051500214	0.000083141865541	0.000019792642609	0.238058678138025	0.740738466991061	0	2	2	4	4	5	6	6	6	5	7	9	8	7	9	9	8	9	9	9	7	9	9	9	10	9	10	8	10	13	10	13	10	12	11	11	10	11	11	12	13	13	12	14	13	12	14	14	16	14	15	13	14	17	17	16	17	18	17	19	18	17	19	19	19	20	22	22	23	23	0	1	1	2	2	3	5	4	4	5	3	6	21	8	14	14	9	11	6	28	0	13	13	14	12	8	15	11	20	40	23	18	22	31	23	31	0	11	19	22	28	12	33	35	31	37	20	38	40	43	45	46	46	48	52	50	53	55	48	61	52	52	50	53	53	57	65	61	67	61	1	1	1	1	1	2	1	1	1	1	2	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	2	2	2	1	2	2	1	1	2	2	1	1	1	1	1	2	1	2	1	2	1	3	1	3	2	2	1	2	2	1	2
36000	-370.236114167461267	-368.837087649377452	-1.399026518083837	0.000102622710206	0.000041391583186	0.403337459159379	0.697264515028105	-1	1	3	3	4	5	4	5	6	6	6	9	8	7	8	8	9	8	9	10	6	10	9	8	9	9	11	9	11	12	11	12	12	12	10	12	10	12	12	12	14	13	13	16	11	13	14	13	16	15	15	15	14	17	17	16	18	18	18	17	20	19	19	19	19	21	22	22	23	23	0	1	1	2	2	3	2	4	8	5	6	18	21	8	14	8	9	11	18	19	0	13	13	4	3	14	15	11	20	22	13	18	22	23	23	13	0	25	29	13	29	20	33	51	23	37	20	38	40	43	36	46	46	38	52	50	53	55	48	46	57	58	56	53	57	57	64	61	67	61	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	3	3	1	1	2	1	1	2	2	1	2	1	2	1	2	1	2	1	2	1	1	2	2	2	1	2	1	2	1	1	3	2	1	2	1	2	2	1	1	2	2	1	2	1	1	1	1
36500	-391.195372487575753	-389.678217992636803	-1.517154494938939	0.000098405399233	0.000027873113043	0.283247802056042	0.653999002747827	-1	1	3	4	3	4	5	5	7	5	7	9	8	6	7	7	8	10	9	7	7	9	9	10	10	9	9	10	11	14	10	12	11	12	10	11	9	12	13	13	14	11	11	16	13	11	14	13	16	14	16	13	15	16	17	16	18	18	18	16	19	19	19	20	19	20	22	21	24	22	0	1	1	3	2	3	5	4	4	5	6	20	21	8	8	14	4	11	6	6	0	13	13	14	12	14	15	20	12	34	13	18	22	13	13	23	0	19	25	22	29	19	22	35	13	37	20	38	30	43	45	46	52	48	52	50	53	55	38	52	58	52	56	53	53	57	64	52	67	61	1	1	2	1	1	1	1	1	2	1	1	2	1	1	1	1	2	1	2	2	1	1	1	3	1	2	1	2	1	1	1	2	1	2	1	2	1	2	1	2	2	1	1	3	4	1	4	1	1	2	1	1	1	1	2	1	2	1	2	2	1	3	1	1	2	1	1	3	1	2
37000	-390.633377375819975	-389.169884837470306	-1.463492538349680	0.000100030347266	0.000032348551229	0.323387373059619	0.623005909868304	-1	1	2	3	4	4	5	6	7	7	8	10	8	7	8	8	8	9	8	9	6	10	9	10	8	9	10	7	10	12	11	13	11	13	10	11	10	11	13	14	15	12	13	15	12	12	13	13	17	14	16	14	15	17	17	16	17	19	18	18	20	18	19	19	19	20	21	21	23	23	0	1	1	2	4	3	5	5	3	7	6	25	21	8	14	8	5	19	6	28	0	23	13	16	28	16	15	3	28	22	21	20	22	13	13	23	0	20	20	30	12	12	33	35	23	37	12	38	40	43	34	46	52	38	52	50	46	55	48	55	62	55	56	53	53	53	66	61	64	55	1	1	2	1	1	1	1	1	2	1	2	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	2	2	1	3	2	1	3	2	1	1	1	2	1	3	1	1	3	2	2	1	1	2	1	1	1	1	3	2	2	3	1	3	1	1	1	1	2	3	2	1	1	2	3
