"","type","n","prop.ances.ok","msup.ances","msup.kappa","merr.date","prop.imp.ok","mu.ok","mu1.ok","mu2.ok","merr.pi","time"
"62070d0802","base-fixedMu",70,0.716417910447761,0.558955223880597,0.596339285714286,0.780089285714286,1,1,1,1,0.329312513424856,504
