step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15
44000	-59.702484577258602	-66.557972528217974	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.892363001853742	-1	2	1	2	5	4	4	3	5	6	6	9	7	10	9	0	3	1	3	8	3	4	3	8	6	6	13	9	12	5	1	1	1	1	1	2	1	1	1	1	1	2	1	1	2
44500	-63.494414663931110	-70.349902614890482	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.871878228088917	0	2	1	3	4	3	4	3	5	4	6	8	7	9	8	0	3	1	2	8	3	4	2	5	6	6	9	9	12	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2
45000	-60.988437125780706	-67.843925076740078	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.700104625987756	0	3	2	3	5	4	4	3	4	6	6	9	7	8	7	0	3	1	3	8	2	4	3	8	6	6	5	9	5	8	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2
45500	-65.791887464281317	-72.647375415240688	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.712103695787066	0	2	1	2	4	3	4	3	4	5	5	9	7	8	6	0	3	1	3	8	2	4	3	8	6	6	9	9	5	8	1	1	1	1	1	1	1	1	1	2	1	3	1	2	1
46000	-68.529604326972006	-75.385092277931378	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.805851536824226	0	2	1	3	3	3	5	4	5	5	7	9	8	9	8	0	3	1	3	2	3	4	5	5	6	2	8	9	9	8	1	1	1	1	1	1	1	1	1	2	2	2	1	2	2
46500	-60.957546591344268	-67.813034542303640	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.859154428102123	0	2	1	3	2	3	4	3	4	6	4	8	8	10	10	0	3	1	3	3	3	4	5	8	11	6	8	9	12	12	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1
47000	-63.604859367383938	-70.460347318343310	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.666741187855663	0	2	1	2	2	3	5	4	4	5	5	10	7	9	8	0	3	1	3	3	3	4	5	5	6	6	9	9	15	8	1	1	1	1	1	1	2	1	1	1	1	3	1	1	2
47500	-69.820243277674379	-76.675731228633751	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.623022401878766	0	2	1	2	3	3	4	4	5	5	6	6	7	8	8	0	3	1	3	2	2	4	5	8	6	6	5	9	8	12	1	1	1	1	1	1	1	1	1	2	1	2	1	2	2
48000	-62.216517399634540	-69.072005350593912	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.689722436881160	-1	2	1	2	3	4	4	4	5	6	6	8	7	9	10	0	3	1	3	2	2	4	5	5	6	6	13	9	9	12	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1
48500	-74.540593562635664	-81.396081513595036	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.785368132055757	-2	2	0	2	3	3	4	4	4	5	5	9	7	9	8	0	3	1	3	3	3	4	5	5	6	6	8	9	8	5	1	2	1	1	2	2	1	1	1	1	1	2	2	2	1
49000	-68.451687101712835	-75.307175052672207	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.745069884247745	0	3	1	2	3	2	4	3	4	3	6	8	7	9	9	0	3	1	3	3	3	4	6	5	6	6	8	9	8	12	1	1	1	1	1	1	1	1	1	1	2	2	2	3	1
49500	-59.073037777928576	-65.928525728887948	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.896375383808494	-1	2	1	3	3	3	4	4	5	5	6	9	7	10	10	0	3	1	3	3	3	4	5	8	6	5	9	9	12	12	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
50000	-59.735684897610113	-66.591172848569485	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.978331313103905	0	2	1	3	5	4	4	3	5	5	7	10	7	9	8	0	3	1	2	8	2	4	2	8	6	5	15	9	15	5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2
50500	-58.415188815402161	-65.270676766361532	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.892994716258803	0	2	1	2	4	4	4	3	5	3	6	8	7	9	10	0	3	1	3	8	10	4	3	5	3	6	9	9	12	12	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1
51000	-55.289825416042632	-62.145313367002004	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.951481796530402	1	3	2	3	5	3	4	4	5	5	5	9	7	7	8	0	3	1	3	8	3	4	3	8	6	6	13	9	5	5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
51500	-64.495955588785449	-71.351443539744821	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.783194140431937	-1	3	1	2	5	4	4	3	4	6	7	10	7	8	9	0	3	1	3	8	3	4	3	8	6	6	5	9	5	13	1	1	1	1	1	2	1	1	1	1	2	2	2	2	1
52000	-72.023318463120077	-78.878806414079449	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.646997562777871	-1	2	1	3	3	4	4	4	5	5	6	7	6	9	9	0	3	1	3	3	2	4	5	5	2	3	8	8	12	12	1	1	1	1	1	2	1	1	2	1	2	2	1	1	1
52500	-62.243993040984577	-69.099480991943949	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.991632795809117	0	2	1	3	3	4	5	4	5	6	7	6	7	9	8	0	3	1	2	3	2	4	5	8	6	6	5	9	12	12	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1
53000	-58.728165155510879	-65.583653106470251	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.916012153354443	-1	2	1	3	3	3	4	4	5	6	7	7	7	9	9	0	3	1	3	2	3	4	5	8	6	6	5	9	12	12	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1
53500	-58.145643508406593	-65.001131459365965	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.827610529531536	0	2	1	3	4	3	5	3	5	5	5	8	8	9	8	0	3	1	2	8	2	4	3	8	6	6	5	9	12	8	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2
54000	-62.729049816175973	-69.584537767135345	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.959545624766122	0	2	1	2	5	3	4	3	4	4	6	7	7	9	10	0	3	1	3	8	2	4	3	8	6	10	5	2	13	5	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1
54500	-60.021769100141299	-66.877257051100671	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.691704978687014	0	2	1	3	4	3	5	3	5	5	7	7	7	10	9	0	3	1	2	8	3	4	3	5	6	6	8	9	15	12	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1
55000	-57.986545701821598	-64.842033652780970	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.890799202347607	-1	2	1	2	3	3	3	4	4	5	5	8	6	9	10	0	3	1	3	3	3	4	5	5	6	6	5	5	12	12	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1
55500	-58.067840859284303	-64.923328810243675	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.955378400135877	0	2	1	3	3	4	5	4	5	6	5	7	8	9	10	0	3	1	3	2	2	4	5	5	11	6	8	9	12	12	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
56000	-63.439200587233884	-70.294688538193256	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.813424144321447	0	2	1	3	3	2	5	4	5	5	6	8	7	10	8	0	3	1	2	3	3	4	5	5	2	6	13	9	12	8	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2
56500	-73.609368302149605	-80.464856253108977	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.686646976036415	-3	2	1	3	3	3	5	4	4	5	5	9	8	7	9	0	3	1	3	3	2	4	5	5	6	6	8	9	5	8	1	1	2	1	2	1	1	1	1	1	1	2	2	2	2
57000	-62.734843849082722	-69.590331800042094	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.981637087580806	0	3	2	3	5	3	5	3	5	5	6	9	7	9	8	0	3	1	3	8	3	4	3	8	6	6	15	9	8	9	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1
57500	-54.967245677741225	-61.822733628700597	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.845136399793207	0	3	1	3	4	3	4	3	5	5	6	7	7	10	9	0	3	1	3	8	3	4	3	8	6	6	5	9	12	12	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1
58000	-56.815994487646755	-63.671482438606127	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.803210972233090	-1	3	1	3	4	3	5	3	5	5	6	8	7	10	8	0	3	1	3	8	3	4	3	8	6	6	5	9	12	8	1	1	1	1	1	1	1	1	1	1	2	2	1	1	2
58500	-58.905310354412734	-65.760798305372106	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.982989046168023	-1	3	1	2	5	3	4	3	4	5	6	9	8	10	10	0	3	1	3	8	3	4	3	8	6	6	5	9	13	12	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1
59000	-62.225818581495645	-69.081306532455017	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.833234437896611	-2	2	0	3	5	3	5	3	5	4	6	7	6	8	9	0	3	1	2	8	2	4	2	8	6	6	5	9	5	12	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1
59500	-58.599016614662432	-65.454504565621804	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.715490897209434	0	3	1	3	5	4	5	3	4	6	6	9	6	8	9	0	3	1	3	8	2	4	3	8	6	6	13	9	5	5	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2
60000	-63.100695122526275	-69.956183073485647	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.885129021230876	0	2	1	3	5	3	4	3	5	5	6	8	6	9	9	0	3	1	2	8	3	4	3	8	6	6	13	9	11	5	1	1	1	1	1	1	1	1	1	1	2	1	1	1	3
60500	-53.845114452750998	-60.700602403710370	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.898580529874660	0	3	2	3	4	4	4	3	5	6	6	8	6	10	10	0	3	1	3	8	3	4	3	8	6	6	5	9	12	12	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
61000	-62.472235233407787	-69.327723184367159	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.773102811640434	0	2	1	2	5	3	5	3	4	4	6	8	8	10	10	0	3	1	3	8	3	4	2	8	6	6	8	9	12	5	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2
61500	-64.077820645142452	-70.933308596101824	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.800220470757609	0	3	1	3	4	3	4	3	5	5	6	10	6	8	9	0	3	1	3	6	3	4	3	8	6	6	13	9	8	5	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2
62000	-54.288990370219999	-61.144478321179371	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.960957621118250	0	2	1	2	4	4	4	3	5	6	7	7	7	9	9	0	3	1	3	8	2	4	3	8	6	6	9	9	12	12	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1
62500	-60.369141523392074	-67.224629474351445	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.904384483905355	-1	3	1	2	5	4	4	2	4	5	6	9	8	8	9	0	3	1	3	8	2	4	3	8	6	6	5	9	5	5	1	1	1	1	1	1	1	1	1	1	1	2	2	1	2
63000	-67.626590643538719	-74.482078594498091	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.810302138582646	-1	1	2	1	4	4	4	3	5	5	6	7	8	10	7	0	1	2	1	8	3	4	3	8	6	6	5	9	15	5	1	1	1	1	1	1	2	1	1	1	1	1	2	2	2
63500	-64.127321380435504	-70.982809331394876	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.750974709433326	-1	0	2	3	3	3	4	2	4	5	5	9	8	10	7	0	1	2	3	8	3	4	2	8	6	6	13	9	12	8	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2
64000	-55.827075464640849	-62.682563415600221	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.958118323742621	0	2	3	3	4	3	4	3	5	5	7	7	6	9	9	0	1	2	2	8	2	4	2	5	6	6	5	9	12	12	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1
64500	-59.666453225497989	-66.521941176457361	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.828598074160123	0	1	2	2	5	3	4	3	5	5	5	7	8	9	9	0	1	2	2	8	2	4	2	8	6	6	9	9	13	13	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1
65000	-67.828139337738691	-74.683627288698062	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.772684708472139	0	1	2	3	3	3	4	4	4	6	6	9	7	7	10	0	1	2	2	3	3	4	5	5	6	6	13	9	3	13	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1
65500	-54.747928553533797	-61.603416504493168	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.937010193787525	-1	2	1	2	3	3	4	4	5	5	6	9	7	8	9	0	3	1	3	3	3	4	5	5	6	6	13	9	8	14	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1
66000	-60.680645941217676	-67.536133892177048	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.915017828370501	0	2	1	3	4	4	4	3	5	6	5	8	7	8	9	0	3	1	3	8	3	4	3	5	6	6	13	9	5	12	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1
66500	-61.754903770945347	-68.610391721904719	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.812681214339008	0	3	1	2	4	3	3	3	5	6	6	8	8	10	9	0	3	1	3	8	3	4	3	5	6	6	8	9	12	12	1	1	1	1	1	1	1	1	1	2	1	3	2	1	1
67000	-53.468857482965142	-60.324345433924513	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.966377794029959	0	2	1	2	4	4	4	2	5	6	6	6	7	8	9	0	3	1	3	8	2	4	3	5	6	6	5	9	12	12	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
67500	-64.121862745821588	-70.977350696780960	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.856743622063613	-1	3	1	2	4	3	3	2	4	5	5	9	8	8	7	0	3	1	3	8	3	4	3	8	6	6	5	9	5	8	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2
68000	-60.777806027938396	-67.633293978897768	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.954914597518450	0	3	1	3	5	3	4	4	5	5	7	7	8	9	7	0	3	1	3	4	3	4	2	8	6	6	9	9	12	5	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1
68500	-77.356798612049758	-84.212286563009130	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.726361223550266	-1	0	2	2	5	2	4	3	5	6	6	9	7	10	10	0	1	2	2	8	2	4	2	8	6	6	5	5	11	8	1	1	1	1	1	2	1	2	1	2	2	2	1	3	4
69000	-64.630633277364154	-71.486121228323526	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.852707561029991	0	1	2	2	5	3	3	4	5	5	6	7	7	8	9	0	1	2	2	8	3	4	3	8	6	6	8	9	5	5	1	1	1	1	1	1	1	1	1	1	2	1	2	1	2
69500	-68.319482947595475	-75.174970898554847	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.833858787756926	0	1	2	2	5	3	4	2	4	6	5	9	8	7	8	0	1	2	2	8	3	4	2	8	11	6	9	5	5	5	1	1	1	1	1	1	2	1	1	1	1	3	1	1	2
70000	-57.527144012715496	-64.382631963674868	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.994827901593689	0	2	3	3	5	4	4	4	3	6	6	8	6	9	9	0	1	2	2	8	3	4	9	2	6	6	5	8	5	12	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
70500	-61.482548087760222	-68.338036038719594	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.785684108824702	0	1	2	2	5	4	4	3	5	6	6	9	7	9	7	0	1	2	2	8	3	4	3	8	6	6	15	9	15	8	1	1	1	1	1	1	2	1	1	1	2	1	1	1	2
71000	-53.328365702670631	-60.183853653630003	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.811573921430452	0	1	2	2	4	3	4	3	4	5	6	8	6	9	9	0	1	2	2	8	2	4	2	8	6	6	5	9	12	12	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1
71500	-64.513832017871593	-71.369319968830965	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.773432298207238	-1	1	2	3	4	3	5	3	5	4	6	10	7	9	8	0	1	2	3	8	3	4	2	8	3	6	5	9	15	8	1	1	1	1	1	1	1	1	1	1	2	2	1	1	3
72000	-53.055756715475255	-59.911244666434627	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.998970723327614	-1	1	2	3	4	3	4	3	5	5	6	8	8	10	9	0	1	2	2	8	2	4	2	5	6	6	5	9	12	12	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
72500	-67.432366746060666	-74.287854697020038	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.743038454627836	-1	1	2	2	4	3	4	3	5	6	4	8	8	9	10	0	1	2	2	8	2	4	3	8	11	6	8	9	5	5	1	1	1	1	1	1	2	1	1	1	1	2	1	2	2
73000	-50.854335864701568	-57.709823815660940	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.998222085331077	-1	1	2	3	5	3	4	3	5	4	5	8	7	10	10	0	1	2	2	8	2	4	2	8	6	6	5	9	12	12	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
73500	-61.255053339647390	-68.110541290606761	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.817530403567823	-1	1	3	2	5	4	4	3	5	5	7	9	7	9	9	0	1	2	2	8	2	4	2	8	6	6	5	5	5	13	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1
74000	-56.300922537628438	-63.156410488587809	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.852927070346140	0	1	3	2	5	3	5	3	4	5	6	9	7	9	9	0	1	2	2	8	2	4	2	8	6	6	5	9	13	13	1	1	1	1	1	1	1	1	1	1	2	2	2	1	1
74500	-62.197649836059327	-69.053137787018699	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.621302958161698	-2	1	3	3	4	3	5	3	4	5	6	8	8	9	10	0	1	2	2	8	2	4	2	8	6	6	5	9	13	12	1	2	1	1	1	1	1	1	1	1	2	2	2	1	1
75000	-63.907288056790506	-70.762776007749878	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.751650074270450	0	1	2	3	4	3	4	2	4	5	6	8	6	10	9	0	1	2	2	8	2	4	2	8	6	6	5	5	12	12	1	1	1	1	1	2	1	1	2	1	2	2	1	1	1
75500	-62.283511318233906	-69.138999269193278	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.653097914151780	-1	1	2	3	5	3	4	4	5	5	6	9	7	10	8	0	1	2	3	8	3	4	3	8	6	6	8	9	5	5	1	1	1	1	1	1	1	1	1	1	2	2	1	2	1
76000	-64.818819528553774	-71.674307479513146	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.737650083158836	0	1	2	3	4	3	5	3	5	5	7	9	7	9	10	0	1	2	2	8	3	4	2	8	6	6	13	9	5	5	1	1	1	1	1	1	1	1	2	1	3	1	1	2	2
76500	-62.358398859431759	-69.213886810391131	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.956506555476634	-1	1	2	3	4	4	4	3	4	5	6	6	7	8	6	0	1	2	2	8	3	4	3	8	6	6	5	9	8	5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
77000	-66.903891065436454	-73.759379016395826	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.931439249576310	-1	1	3	2	5	3	3	3	4	6	5	9	7	10	10	0	1	2	2	8	2	4	2	8	11	7	5	9	12	5	1	1	1	1	1	1	1	1	1	1	1	2	2	1	2
77500	-58.748733415514621	-65.604221366473993	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.919956956477283	-1	1	2	3	4	4	4	3	4	5	6	7	7	8	9	0	1	2	2	8	3	4	3	8	6	10	5	9	5	12	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1
78000	-58.388386085667449	-65.243874036626821	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.863490348044917	0	1	2	2	5	3	4	3	4	5	7	9	7	10	7	0	1	2	2	8	3	3	2	8	6	6	15	9	12	5	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1
78500	-64.832810316430056	-71.688298267389428	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.635509485611995	-1	1	2	2	4	3	4	3	5	5	6	10	7	9	8	0	1	2	2	8	2	4	2	8	6	2	9	9	9	5	1	1	1	1	1	1	1	1	2	1	2	3	1	2	2
79000	-71.755921220602559	-78.611409171561931	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.682552683431902	-1	1	2	3	5	4	5	3	4	5	7	10	7	9	8	0	1	2	2	8	3	4	3	8	4	10	7	9	5	8	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2
79500	-61.884149225893012	-68.739637176852384	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.944687322136997	-1	0	1	2	5	3	4	3	5	5	7	8	7	9	10	0	1	2	3	8	3	4	2	8	6	6	5	9	13	5	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2
80000	-65.412593357548303	-72.268081308507675	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.633622566591920	-1	1	3	2	4	3	4	3	4	5	6	9	8	9	8	0	1	2	2	8	2	4	2	8	6	6	8	9	5	2	1	1	1	1	1	1	1	1	1	1	2	3	2	2	3
80500	-61.370355080233495	-68.225843031192866	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.790533232566110	0	1	2	2	5	3	5	3	4	6	6	9	6	9	10	0	1	2	2	8	2	3	2	8	6	6	5	9	5	14	1	1	1	1	1	1	2	1	1	1	1	2	1	2	1
81000	-50.964540047142307	-57.820027998101679	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.961596986066053	-1	1	3	2	4	3	4	3	5	5	6	7	8	9	9	0	1	2	2	8	2	4	2	8	6	6	5	9	12	12	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
81500	-56.246458504167933	-63.101946455127305	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.981854312153450	0	1	3	2	4	4	5	3	5	5	6	7	7	9	9	0	1	2	2	8	2	4	2	8	6	10	5	9	12	12	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1
82000	-63.388020475418813	-70.243508426378185	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.927878156856793	0	1	2	2	4	3	5	2	5	6	4	7	7	9	9	0	1	2	2	8	2	2	2	8	11	6	5	9	12	12	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1
82500	-55.803085064790316	-62.658573015749688	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.976029452863022	-1	1	3	3	5	2	4	3	5	6	4	9	7	10	10	0	1	2	2	8	2	4	2	8	11	6	5	9	12	12	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1
83000	-62.093104913291029	-68.948592864250401	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.701517439135898	0	1	2	3	5	3	4	3	4	5	6	8	7	9	9	0	1	2	2	8	2	3	3	3	6	6	11	8	5	12	1	1	1	1	1	1	1	1	1	1	2	1	2	2	1
83500	-66.102294584288501	-72.957782535247873	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.891178435400134	0	1	2	3	5	2	5	4	3	5	5	8	7	9	10	0	1	2	3	8	2	4	9	3	6	6	5	9	8	12	1	1	1	1	1	1	1	1	1	1	2	1	2	2	1
84000	-59.067852575918636	-65.923340526878007	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.898093956834628	-1	1	2	2	4	2	4	3	4	6	6	8	6	10	10	0	1	2	2	8	2	4	3	8	6	6	5	9	12	12	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1
84500	-57.385962593690920	-64.241450544650291	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.970334669493024	0	1	2	2	3	4	4	4	5	5	6	6	7	7	8	0	1	2	2	2	3	4	5	8	6	6	5	9	12	12	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
85000	-55.899182620153340	-62.754670571112712	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.921355140288297	-1	1	2	2	5	3	4	4	5	6	5	6	7	8	9	0	1	2	2	8	2	4	3	8	11	6	8	9	12	12	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
85500	-61.551657340180540	-68.407145291139912	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.849358846073942	0	1	2	2	5	3	5	3	5	6	7	9	7	10	9	0	1	2	2	8	3	4	3	8	6	6	13	9	12	5	1	1	1	1	1	1	1	1	1	1	2	1	2	1	2
86000	-67.345733000955121	-74.201220951914493	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.854485127540691	-2	0	2	1	5	3	3	2	4	5	5	7	6	10	10	0	1	2	2	8	2	4	2	8	6	6	5	9	12	12	1	1	1	1	1	2	1	1	1	1	1	1	1	2	2
86500	-58.740042196328687	-65.595530147288059	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.918358792324721	0	1	2	3	4	3	4	3	4	6	5	9	7	10	9	0	1	2	3	8	3	4	2	8	11	6	5	9	15	5	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2
87000	-64.300794863373142	-71.156282814332513	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.793940327065168	0	1	3	2	4	2	3	3	5	6	6	7	7	8	9	0	1	2	2	8	2	2	2	8	6	6	8	9	12	12	1	1	1	1	1	1	1	1	1	2	2	3	1	1	1
87500	-49.556266735652081	-56.411754686611452	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.965657905916948	-1	1	3	3	5	3	4	3	5	5	6	8	7	10	9	0	1	2	2	8	2	4	2	8	6	6	5	9	12	12	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
88000	-65.486818720946090	-72.342306671905462	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.856009933585732	0	1	2	2	4	4	4	3	5	5	6	9	8	7	6	0	1	2	2	8	3	4	2	8	6	5	5	9	15	5	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1
88500	-57.762896890551971	-64.618384841511343	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.951086384990292	0	1	2	3	4	3	4	3	5	6	5	9	7	6	8	0	1	2	3	8	2	4	2	8	11	6	13	9	5	5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2
