step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71
11500	-234.780308216835550	-243.831151597286890	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.990417996732624	1	2	6	4	5	12	16	17	17	16	13	18	19	18	15	23	18	21	16	20	20	18	22	21	23	21	20	20	20	20	23	20	18	18	21	24	20	28	23	25	22	23	25	24	25	24	24	23	22	18	26	24	25	27	25	27	26	22	27	28	27	28	27	30	30	31	33	37	34	34	37	0	1	4	1	4	3	15	11	15	15	6	11	15	7	11	41	8	34	11	12	12	7	21	50	26	19	17	50	13	12	23	8	19	8	13	49	33	61	14	35	27	23	48	41	31	33	23	26	37	8	47	32	46	57	20	51	25	33	31	47	57	40	48	60	59	65	59	57	63	67	69	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
12000	-206.320551334452915	-215.371394714904255	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.995741115725167	1	4	6	6	7	12	17	15	17	17	14	17	16	18	19	23	18	20	19	19	23	19	21	22	23	20	22	22	21	22	21	20	22	21	21	24	21	28	22	24	23	23	25	22	25	20	23	21	24	23	26	23	27	26	26	26	25	27	28	29	27	30	29	28	28	31	33	34	36	36	32	0	1	2	1	4	5	8	11	6	8	6	13	6	10	10	10	9	12	12	7	24	14	32	32	39	14	31	37	10	32	19	19	31	19	26	31	22	51	34	30	35	30	42	35	47	17	23	15	42	18	42	23	40	36	35	44	33	49	54	61	49	64	58	54	55	64	60	67	67	68	66	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
12500	-226.084512871986391	-235.135356252437731	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.999813863833175	0	3	7	5	6	11	16	14	17	16	16	18	19	14	20	22	18	21	15	20	18	19	19	20	22	20	17	21	18	17	23	20	22	21	18	21	21	30	21	26	22	20	23	21	24	24	23	24	24	23	23	24	27	26	26	27	27	29	27	27	27	26	29	24	29	31	34	36	33	37	35	0	1	2	2	4	3	8	6	14	19	14	9	11	6	23	20	11	7	14	21	27	9	12	29	13	27	7	26	19	7	32	6	24	27	27	20	27	57	32	49	34	17	37	15	18	34	44	50	16	36	18	47	46	45	50	48	37	61	54	50	54	46	55	31	62	65	38	66	65	68	67	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
13000	-214.391244933955846	-223.442088314407187	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.987972588730426	0	3	5	6	7	11	17	17	16	16	14	19	21	18	20	22	20	21	15	21	20	20	21	21	22	21	21	23	22	22	21	22	24	22	20	25	22	29	22	24	23	23	25	23	24	18	23	23	24	24	25	25	26	27	23	28	21	28	28	26	29	30	27	30	23	32	33	36	35	38	35	0	1	2	3	2	5	19	10	11	11	6	10	46	11	14	15	8	22	11	35	14	12	15	35	12	35	12	46	26	26	14	23	44	17	19	65	21	54	20	48	32	17	48	29	39	10	27	20	44	39	47	55	51	51	31	53	22	54	43	37	63	35	37	61	25	64	62	71	66	59	62	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
13500	-218.514864738433403	-227.565708118884743	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.987912929157609	1	2	3	7	6	12	15	16	16	16	17	18	17	18	17	21	19	22	14	20	19	20	21	22	23	19	22	21	20	21	24	22	23	21	20	25	21	25	22	22	21	24	25	23	24	24	24	22	25	24	25	23	23	27	26	25	27	26	29	29	27	29	30	26	29	31	34	37	33	35	38	0	1	2	5	3	4	19	6	7	6	7	15	7	8	19	35	12	41	6	17	8	15	22	28	18	15	35	11	14	17	40	37	24	17	13	25	14	46	37	37	35	52	53	37	23	23	39	35	28	41	44	24	23	51	47	27	55	27	52	58	42	54	57	31	25	61	63	69	66	67	67	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
14000	-230.015903804421498	-239.066747184872838	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.964345640736953	-1	4	7	3	5	11	17	15	16	16	17	19	21	17	18	23	18	21	18	18	23	19	19	20	22	20	21	20	19	19	24	20	21	20	22	23	22	30	23	27	23	22	25	23	25	24	22	21	22	22	25	25	26	27	21	27	27	24	26	28	26	25	26	28	29	30	33	36	31	24	38	0	4	5	1	2	3	8	6	6	8	8	11	32	8	7	13	14	26	11	8	18	11	17	14	26	17	23	20	11	15	42	15	17	29	34	48	33	40	18	70	49	29	39	49	27	50	32	26	26	26	70	44	16	62	7	53	59	28	42	54	52	16	70	70	54	59	38	54	54	50	68	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
14500	-221.380208954786951	-230.431052335238292	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.981269571889328	0	4	6	7	5	12	14	16	16	17	13	17	17	18	20	23	19	20	19	21	20	19	22	19	23	21	22	21	19	18	24	20	23	21	20	25	20	28	22	26	22	23	22	21	25	22	24	22	24	23	25	21	23	27	21	27	27	25	26	25	30	29	29	28	30	32	34	38	36	35	37	0	1	2	1	2	3	11	7	7	9	6	9	7	8	14	23	10	14	10	30	19	8	37	13	23	35	28	32	30	7	39	29	22	30	17	48	22	57	20	51	17	22	37	18	37	15	19	44	18	39	49	21	17	45	18	60	51	33	45	50	27	40	56	51	38	63	66	67	70	66	70	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
15000	-223.188428714308372	-232.239272094759713	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.979634900308538	1	4	5	5	6	11	16	17	14	15	16	19	20	17	21	22	20	22	18	18	23	19	21	19	21	20	17	23	19	22	20	22	24	21	21	23	22	27	23	24	24	23	23	20	23	23	24	23	21	24	25	24	25	25	25	26	24	27	28	29	29	28	29	29	29	31	31	38	34	37	37	0	1	2	2	2	5	10	7	6	6	9	7	7	7	12	49	14	23	14	7	37	11	12	7	31	24	11	35	19	44	19	49	39	29	24	34	24	51	12	12	21	13	35	7	30	25	18	29	7	36	52	37	16	52	39	30	42	53	43	32	52	45	50	46	62	64	65	70	67	69	65	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
15500	-222.215478146777627	-231.266321527228968	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.985610302125259	1	3	7	5	7	11	16	15	17	17	17	17	20	16	20	21	19	22	18	20	21	19	21	22	22	18	19	21	20	21	22	19	23	21	21	25	19	28	23	26	22	21	20	24	25	22	24	23	25	22	25	21	25	27	23	26	24	27	26	22	29	30	28	31	29	32	33	37	34	37	35	0	1	1	2	4	5	6	5	7	7	8	8	11	6	27	13	7	16	7	27	15	7	22	21	34	7	10	22	11	19	20	10	41	15	20	43	9	56	23	20	35	17	37	16	47	13	39	23	44	23	33	37	35	59	42	47	24	53	49	34	45	57	53	54	44	64	65	69	62	69	64	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
16000	-215.981554123488934	-225.032397503940274	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.990104552071146	1	4	3	5	2	12	13	15	16	17	15	17	21	16	20	22	19	22	19	19	20	18	19	21	23	20	20	23	22	21	23	21	23	21	21	24	20	28	20	27	21	23	23	24	24	22	21	19	24	23	25	25	25	25	25	26	24	28	28	28	30	29	25	30	30	32	32	32	34	37	33	0	1	1	2	1	4	6	7	6	8	6	7	20	8	19	26	9	26	12	14	22	8	11	39	41	22	12	32	48	17	29	26	20	21	26	32	48	53	20	52	48	24	32	29	47	35	15	9	16	15	35	28	46	49	43	53	43	56	33	28	59	51	33	59	60	64	64	64	68	67	64	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
16500	-216.228615384720626	-225.279458765171967	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.987107530260671	0	2	4	6	6	12	16	14	16	15	17	18	20	17	20	23	19	22	19	21	21	18	20	21	22	18	21	20	21	21	21	22	23	22	21	25	20	29	21	25	24	23	23	21	23	23	25	24	21	24	25	25	27	26	26	25	27	26	25	28	27	25	28	30	29	31	31	37	27	31	36	0	1	2	3	3	4	8	6	8	6	9	7	22	8	22	34	14	35	26	19	37	9	12	15	35	9	13	10	26	15	14	23	32	8	28	41	19	63	12	43	46	21	18	28	44	39	45	14	15	23	43	45	62	39	50	16	42	16	29	50	40	46	47	65	53	38	38	71	54	64	66	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
17000	-226.947282102370480	-235.998125482821820	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.998507139585680	1	3	6	7	6	10	17	16	16	15	13	18	21	16	21	23	19	21	19	20	22	20	20	21	22	18	22	20	21	20	22	21	21	22	22	24	20	28	22	16	24	24	24	23	24	23	25	23	24	19	25	25	27	27	26	24	27	26	26	29	30	30	25	27	28	27	34	32	35	37	38	0	1	2	3	2	3	10	10	11	11	5	7	8	10	17	18	7	37	8	50	17	14	26	50	28	40	37	12	14	50	17	20	20	17	37	48	26	54	18	11	25	25	35	21	39	34	12	22	35	7	22	20	46	42	51	29	55	63	51	38	64	51	36	42	57	47	68	62	67	41	70	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
17500	-216.537318553033998	-225.588161933485338	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.990477484867368	1	3	5	4	7	9	16	13	16	17	15	16	18	18	20	20	19	18	16	20	20	19	20	18	20	21	21	22	22	19	24	22	24	20	19	24	17	28	21	27	24	23	23	23	22	24	22	23	24	24	26	25	22	25	25	27	27	27	29	28	28	28	30	29	30	31	33	37	32	35	37	0	1	4	2	3	2	8	6	8	19	6	11	9	7	12	17	37	10	11	30	37	9	24	19	37	35	25	15	21	13	28	20	45	37	13	47	19	54	21	50	29	28	32	29	15	53	10	21	34	53	31	23	30	53	41	55	31	54	58	57	56	56	54	60	62	64	69	70	64	67	67	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
18000	-225.249365405019233	-234.300208785470574	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.982824426246400	0	2	5	7	5	11	15	15	17	13	17	19	20	16	20	22	18	20	18	20	21	19	19	22	23	19	22	23	21	20	23	21	23	20	21	23	21	28	19	26	23	23	23	18	22	21	24	23	25	23	22	22	27	26	25	25	25	29	28	25	29	29	29	27	30	32	34	32	33	36	37	0	1	1	5	2	4	3	6	14	6	14	7	22	6	9	22	14	17	14	19	22	11	11	13	20	11	46	35	11	26	39	22	52	22	39	29	34	31	44	25	52	24	23	14	18	22	51	34	31	45	44	18	57	28	26	24	48	64	60	42	59	42	64	60	59	59	62	62	65	68	66	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
18500	-213.452832923481083	-222.503676303932423	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.975941599999353	1	3	6	5	4	11	17	15	16	16	13	17	20	17	21	23	19	20	18	21	21	19	19	21	23	21	22	20	17	21	24	21	23	21	21	24	21	26	19	26	23	22	22	24	24	24	25	24	23	23	24	25	26	24	24	27	28	26	28	27	28	29	28	31	29	32	34	34	32	35	37	0	1	4	1	2	4	8	11	8	11	6	8	9	9	9	30	12	29	7	17	18	9	12	23	26	19	15	23	11	22	49	39	42	29	28	50	22	45	19	52	30	23	9	34	35	15	35	33	27	26	49	54	20	49	24	41	56	44	58	44	40	63	45	65	57	56	66	69	62	68	67	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
19000	-227.593252132798341	-236.644095513249681	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.994905611031609	0	3	4	6	6	12	15	15	16	17	16	18	19	18	21	23	19	21	19	19	23	20	20	20	23	21	22	23	17	21	23	20	14	22	18	24	21	29	20	26	24	21	25	24	22	22	25	22	25	24	25	25	26	26	24	24	27	28	29	28	26	30	28	26	27	26	33	35	33	36	31	0	1	2	3	2	4	33	6	6	11	7	11	10	9	22	22	14	20	12	8	34	29	20	19	15	9	13	20	7	19	15	29	6	23	7	25	22	57	13	36	31	20	31	25	14	35	22	30	44	28	41	50	41	50	25	39	61	36	44	61	12	60	40	41	47	46	63	69	71	67	59	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
19500	-214.613788021186338	-223.664631401637678	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.954514625955637	0	4	3	6	7	12	16	17	17	15	16	18	19	18	19	22	20	17	18	20	22	19	20	22	20	20	22	23	21	21	21	21	23	21	20	22	22	29	22	27	24	23	24	24	22	24	24	22	22	22	24	25	26	24	23	26	28	28	26	27	28	30	27	29	29	28	32	36	34	35	36	0	3	1	3	3	4	6	10	11	6	10	11	8	18	18	15	12	7	11	14	13	18	18	29	12	19	34	37	23	23	13	26	21	19	18	23	32	52	17	41	50	45	27	49	18	50	28	23	26	26	27	26	20	39	48	17	60	40	42	46	53	38	48	57	57	56	62	70	64	69	70	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
20000	-217.260779458856035	-226.311622839307375	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.988479654252044	0	2	5	7	6	9	15	17	16	17	16	18	18	18	19	22	19	20	19	20	20	20	20	13	23	20	22	21	22	21	24	22	23	22	21	24	22	30	23	27	24	24	25	22	25	23	25	23	22	24	26	24	25	26	25	28	24	28	28	29	30	28	29	30	28	29	33	33	33	36	37	0	1	2	5	1	4	24	7	7	9	24	10	11	8	11	18	12	9	8	14	12	14	15	6	20	7	12	21	20	23	22	22	30	15	17	29	10	65	16	45	33	46	31	18	48	26	31	14	15	39	42	16	27	45	28	54	25	49	40	65	56	43	40	66	53	48	64	60	66	56	69	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
20500	-210.330008658494819	-219.380852038946159	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.997802824023395	0	4	7	6	6	11	16	17	15	17	16	18	19	16	20	22	19	22	18	18	21	19	22	22	23	19	21	23	21	18	22	19	24	21	22	25	20	27	20	24	23	24	24	21	24	23	22	23	24	23	22	23	27	26	26	25	28	26	24	29	30	29	28	31	28	31	33	37	35	36	35	0	1	4	2	2	3	9	7	6	7	9	10	20	9	30	12	30	32	11	8	14	30	39	22	18	10	12	39	26	14	39	20	29	15	27	42	22	58	10	51	29	24	18	22	28	35	20	24	28	44	12	29	24	24	25	15	55	36	24	40	60	27	40	62	38	63	62	70	67	71	67	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
21000	-228.709085230499340	-237.759928610950681	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.991919966524778	1	2	7	7	5	5	17	17	16	15	16	19	20	17	21	19	18	21	19	20	21	19	21	22	23	20	20	21	22	21	23	22	24	18	22	24	18	26	22	26	22	24	22	23	23	20	24	21	21	24	24	24	27	27	25	27	27	27	19	29	28	26	29	29	26	31	33	37	30	36	37	0	1	5	6	1	1	10	10	10	3	10	8	37	11	59	34	11	59	14	11	20	14	27	30	43	19	7	22	19	17	30	21	44	11	22	44	10	26	59	25	20	23	30	18	27	37	44	16	27	19	18	35	62	50	51	21	38	51	7	62	54	22	58	65	24	54	66	70	64	67	69	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
21500	-225.086416039920977	-234.137259420372317	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.989958679163878	1	4	6	7	5	9	16	16	17	16	14	18	21	17	19	19	19	22	17	20	22	19	22	19	22	21	22	21	20	20	23	22	22	22	21	24	20	29	22	27	23	24	25	24	23	23	24	23	24	22	23	22	27	25	24	25	24	28	27	29	25	30	25	31	29	30	32	38	35	38	36	0	1	5	2	2	3	11	11	10	11	6	7	24	10	14	9	19	29	8	17	13	9	8	8	16	15	28	12	12	19	25	8	15	7	22	31	14	42	29	42	32	27	49	25	10	16	13	52	34	12	23	30	45	23	22	33	8	54	51	47	42	38	27	53	56	58	60	71	67	71	62	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
22000	-226.753148209045349	-235.803991589496690	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.978068828627710	1	4	3	6	5	11	16	15	16	17	17	19	20	18	20	23	18	21	18	21	23	18	21	22	22	19	21	23	21	21	24	22	24	21	22	23	22	24	22	27	23	23	18	23	23	23	24	22	25	22	25	24	24	26	25	27	28	25	29	28	30	29	26	30	31	21	26	37	35	33	34	0	3	1	2	2	5	6	6	8	9	6	17	11	10	17	12	8	19	7	26	23	6	43	23	27	10	22	27	12	13	25	17	24	19	26	26	20	25	23	49	18	34	7	29	23	50	25	34	35	13	36	16	29	31	52	55	67	31	50	67	56	56	39	57	59	15	46	71	65	56	67	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
22500	-205.926441782105940	-214.977285162557280	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.996463563383956	0	2	4	6	4	11	17	14	16	17	16	19	19	16	21	22	20	22	18	21	21	19	22	19	22	21	21	22	21	21	22	22	22	21	21	24	18	27	21	25	23	22	22	24	23	23	23	23	25	23	24	25	27	26	25	27	25	29	28	27	28	27	28	31	30	25	31	35	35	37	33	0	1	1	2	2	4	11	6	8	9	8	14	37	8	24	17	7	13	10	37	17	11	20	14	22	17	10	34	13	37	19	13	15	13	12	48	7	52	22	39	26	39	19	46	39	30	35	18	47	29	50	30	57	36	47	40	44	53	54	44	55	40	55	61	63	33	63	71	71	68	53	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
23000	-213.984352802285002	-223.035196182736343	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.963615907350744	1	2	7	6	5	10	17	13	13	15	16	18	19	18	19	22	20	21	19	18	22	20	22	22	22	21	21	23	22	20	20	20	22	21	21	24	21	27	22	26	21	22	24	23	24	24	22	24	25	23	24	24	28	25	26	25	28	28	29	28	26	30	29	31	28	27	34	37	35	37	37	0	1	4	5	2	3	10	6	6	9	10	10	12	11	12	18	10	31	20	8	35	12	30	41	35	12	20	18	20	13	11	14	35	31	31	29	15	52	18	51	17	12	34	18	44	33	34	16	28	35	39	25	23	43	35	47	56	46	65	38	51	26	57	57	43	48	53	69	67	69	69	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
23500	-224.733830967215624	-233.784674347666964	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.998854611125729	1	4	6	7	5	10	15	17	16	15	9	18	20	14	19	22	19	21	16	20	23	19	22	21	23	20	21	23	19	21	23	21	23	20	22	25	21	28	20	26	19	23	23	22	24	13	22	22	23	22	25	23	24	23	23	27	25	27	28	29	30	27	30	26	26	31	33	34	33	36	34	0	1	5	5	2	11	46	9	7	46	4	19	17	11	12	13	19	26	10	17	23	8	20	34	22	22	34	27	10	41	48	41	29	12	34	54	12	64	8	28	8	23	37	26	52	6	24	22	20	27	53	13	52	37	29	33	26	55	40	57	38	51	56	51	42	63	59	66	63	71	67	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
