step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98
5000	-443.096867762379020	-449.952355713338420	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.433102255234638	2	2	1	3	2	5	5	5	6	5	3	6	7	7	8	8	7	7	8	10	7	10	10	9	9	8	10	9	9	10	8	9	10	11	12	9	11	11	11	10	11	12	13	12	9	13	14	11	13	15	14	15	15	18	17	17	16	19	18	20	19	20	19	20	20	22	21	21	22	23	24	21	22	20	24	22	22	22	21	23	24	23	24	25	22	26	26	26	29	29	27	28	32	30	31	33	31	33	3	3	0	3	3	5	5	3	2	5	5	2	7	6	5	12	7	2	5	31	6	26	19	21	21	3	6	8	14	3	7	7	19	7	21	2	7	22	30	18	8	2	2	29	2	3	34	17	3	10	39	43	27	34	3	42	47	2	49	8	55	0	0	58	0	0	0	32	79	64	60	52	65	53	0	24	62	65	39	77	0	67	82	73	0	77	68	71	78	37	0	76	97	88	80	54	94	86	1	1	1	1	1	1	1	2	2	1	1	2	1	1	4	1	1	3	3	1	1	1	1	1	1	5	2	2	1	3	2	2	1	2	2	3	3	1	1	2	3	5	6	2	3	6	2	2	4	3	1	1	1	3	6	2	2	6	2	7	1	1	1	1	1	1	1	9	1	1	2	3	1	2	1	6	1	1	5	1	1	1	1	2	1	2	2	1	3	7	1	3	1	2	5	8	1	5
5500	-503.185868587146672	-510.041356538106072	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.543793438060166	2	2	0	3	3	4	6	7	5	5	4	6	7	7	6	9	7	7	8	9	6	10	10	9	9	9	8	8	9	10	9	8	11	11	12	9	12	11	12	12	10	12	13	14	12	13	14	13	13	15	15	15	14	18	15	17	17	18	16	20	18	21	19	20	20	23	21	22	20	23	25	22	23	21	23	20	24	23	24	24	24	22	24	26	26	25	26	26	29	28	27	26	30	30	31	33	31	33	3	3	0	3	1	2	3	2	3	2	5	6	6	2	2	8	3	3	14	18	11	8	25	7	5	5	14	2	18	2	2	12	13	30	14	8	8	16	31	30	2	17	2	40	32	26	17	39	5	43	46	43	40	44	43	59	33	22	44	8	10	0	0	20	0	0	0	51	54	63	72	65	68	24	0	51	72	72	74	78	0	65	82	81	0	73	72	65	90	80	0	86	77	71	71	95	91	88	1	1	1	1	1	1	2	2	2	1	1	1	2	3	2	1	2	3	1	1	1	1	1	2	3	4	1	3	2	5	4	1	2	1	2	1	2	1	2	2	4	3	5	2	2	2	3	1	2	1	1	1	1	2	1	1	3	3	1	5	6	1	1	4	1	1	1	5	1	2	2	1	1	6	1	3	1	1	1	1	1	1	1	1	1	1	2	3	1	2	1	1	3	4	3	1	1	4
6000	-498.504297617825102	-505.359785568784503	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.476823805294189	2	1	0	2	2	4	5	6	7	5	4	6	7	7	7	7	8	6	8	9	7	9	11	8	9	8	10	8	8	10	10	10	10	11	12	9	10	11	11	13	9	12	14	13	11	14	16	13	13	15	14	15	13	18	16	17	17	18	17	20	18	20	20	19	20	21	21	20	21	23	24	21	23	22	23	20	24	21	24	24	24	25	24	26	25	27	27	26	30	28	26	27	31	31	31	33	32	33	3	3	0	3	3	5	4	4	10	3	2	11	7	5	1	10	10	2	11	16	10	1	32	2	15	3	18	10	7	19	5	28	10	8	27	18	3	25	29	20	5	41	22	33	16	14	48	3	20	2	39	53	18	41	33	53	43	46	52	29	49	0	0	49	0	0	0	58	49	76	64	51	67	52	0	59	59	65	67	61	0	83	74	81	0	85	82	85	73	84	0	71	87	81	73	93	86	89	1	1	1	2	1	1	1	1	2	3	2	1	1	2	3	1	1	3	2	1	1	3	1	3	1	3	2	2	2	1	4	2	2	2	1	2	5	1	1	2	2	1	4	1	2	4	2	5	3	6	1	1	4	5	3	3	1	2	1	5	2	1	1	3	1	1	1	1	4	1	3	3	1	3	1	2	3	1	1	3	1	1	1	1	1	1	1	1	2	1	1	1	1	4	5	1	2	2
6500	-558.829136619427572	-565.684624570386973	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.473004954326196	2	2	0	3	2	4	5	6	6	5	4	7	6	6	7	8	8	5	7	9	6	9	8	10	8	9	10	8	8	9	8	10	10	10	11	9	12	12	11	12	9	13	13	13	10	12	14	12	14	15	15	14	12	17	16	16	18	18	18	22	17	20	20	19	18	22	21	19	22	23	23	20	23	21	23	22	24	23	23	24	24	25	25	26	25	26	27	26	29	28	26	26	30	31	29	33	31	32	3	3	0	5	3	3	4	1	5	5	3	10	11	6	11	9	18	6	14	9	6	17	13	21	8	3	25	11	21	13	2	25	31	10	27	5	25	34	33	13	5	2	8	17	22	5	10	3	12	10	52	22	27	51	43	49	42	5	54	8	44	0	0	53	0	0	0	46	65	40	12	57	60	51	0	37	62	62	63	70	0	60	69	71	0	69	84	77	82	77	0	57	91	64	82	84	63	86	1	1	1	1	2	2	1	2	3	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	3	1	3	1	1	2	1	1	2	1	4	2	1	1	4	3	8	3	3	1	6	3	7	3	5	1	2	1	1	1	1	2	9	1	5	2	1	1	5	1	1	1	3	3	6	10	1	1	3	1	4	1	1	1	1	1	2	2	1	1	1	1	1	3	2	1	4	1	6	2	4	6	2
7000	-576.977603493238689	-583.833091444198089	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.553556914647068	2	2	1	3	2	4	5	7	7	4	5	7	5	7	7	8	7	7	8	10	7	8	10	9	9	9	10	8	9	11	9	10	11	11	12	9	12	9	10	11	11	12	13	13	12	13	15	13	12	16	15	15	13	16	13	15	16	18	16	22	16	21	21	20	21	22	21	19	22	24	25	21	23	20	24	23	24	23	23	22	23	24	24	25	26	26	26	26	30	29	26	27	30	30	30	34	31	31	3	3	0	3	3	2	6	6	3	1	10	3	10	13	7	8	10	10	13	21	6	7	7	2	12	22	25	21	28	7	13	29	22	16	23	12	5	9	8	22	3	7	8	30	27	34	27	39	10	8	48	43	34	48	22	23	42	27	47	5	31	0	0	47	0	0	0	46	54	80	63	33	72	58	0	65	66	62	66	74	0	81	65	74	0	65	81	70	73	87	0	65	87	83	91	93	7	90	1	1	1	1	1	2	1	2	3	1	1	3	1	1	2	1	2	2	2	1	2	2	3	4	1	1	1	1	1	3	1	1	2	1	1	1	4	1	2	1	4	5	3	1	2	1	3	1	4	5	1	1	1	2	3	2	2	3	1	9	3	1	1	3	1	1	1	3	4	1	2	6	2	1	1	1	1	1	1	1	1	1	1	3	1	2	1	1	3	2	1	2	2	3	2	3	11	2
7500	-423.258962342087329	-430.114450293046730	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.590254381396007	3	2	1	4	3	5	6	5	7	5	4	6	4	7	7	8	8	6	8	9	8	10	10	10	9	10	10	9	9	11	9	9	11	11	13	8	13	12	12	13	8	12	12	13	11	13	15	13	13	15	16	16	15	16	15	18	18	18	16	21	18	21	20	19	19	23	20	21	19	23	24	21	22	21	23	23	23	22	23	23	24	24	25	26	26	26	27	26	29	28	25	26	31	29	32	32	28	32	2	3	0	2	3	2	11	3	3	5	2	3	2	13	10	9	7	10	6	10	15	29	10	5	21	18	21	7	8	10	8	10	2	29	39	10	3	24	30	45	10	3	29	23	41	26	34	27	22	5	48	53	40	55	43	54	50	42	42	32	54	0	0	59	0	0	0	69	38	60	73	65	64	58	0	57	72	60	73	60	0	77	71	79	0	66	82	82	65	86	0	79	97	86	97	89	82	82	1	1	1	1	2	2	1	3	2	1	1	3	1	1	2	1	1	1	2	2	1	1	3	3	1	2	1	1	2	3	2	2	5	1	1	2	6	1	1	1	1	7	1	2	1	1	2	1	1	5	1	1	1	1	1	1	1	3	1	6	1	1	1	1	1	1	1	2	4	1	1	1	3	2	1	4	1	1	1	1	1	1	1	1	1	1	2	1	3	1	1	2	1	2	3	1	3	3
8000	-496.281690824113639	-503.137178775073039	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.519991577557032	3	2	1	3	2	3	4	6	6	5	5	5	7	6	7	8	6	7	8	9	7	8	9	8	9	8	9	9	10	11	10	9	9	10	10	10	12	11	11	13	11	10	12	13	12	13	15	12	14	15	15	16	13	17	17	17	17	19	17	18	18	21	21	19	20	21	21	20	22	23	24	19	22	22	22	23	23	23	23	23	21	23	24	25	24	26	27	26	30	28	26	28	30	29	32	32	30	32	2	3	0	3	3	5	2	2	2	6	5	2	17	3	2	9	10	2	2	24	9	6	10	11	9	5	8	3	24	3	20	18	3	17	26	19	5	27	29	42	33	24	2	35	2	45	37	14	5	40	44	31	42	47	50	50	43	34	49	19	51	0	0	47	0	0	0	44	66	63	65	54	55	65	0	74	81	66	32	75	0	58	69	78	0	74	73	59	78	87	0	64	90	88	86	86	73	89	1	1	1	1	1	1	1	2	2	1	1	2	1	3	2	1	1	2	3	1	1	2	2	2	2	2	1	5	1	4	1	1	3	2	1	2	4	1	1	2	1	1	7	1	4	1	1	3	6	1	1	3	1	1	2	1	3	3	2	5	1	1	1	1	1	1	1	2	1	1	2	1	2	1	1	1	1	1	6	1	1	2	1	1	1	3	2	2	3	1	1	3	1	2	3	3	3	1
8500	-493.186887569801627	-500.042375520761027	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.637161880801474	3	2	1	3	3	4	6	7	5	5	4	7	5	7	8	8	5	6	9	9	7	10	10	8	9	9	9	10	9	10	9	9	11	11	12	9	11	12	11	10	10	12	12	13	9	13	13	14	13	14	15	15	13	15	14	17	16	18	18	20	18	21	20	17	20	22	19	22	20	23	23	21	22	22	23	23	22	23	22	24	24	25	24	24	25	27	26	25	29	29	27	27	30	31	32	33	31	34	3	3	0	3	3	5	9	10	3	4	5	2	6	5	2	18	4	3	12	14	13	15	5	21	14	2	21	15	13	10	5	9	29	16	12	5	8	23	11	27	25	25	24	37	18	5	3	38	40	35	44	33	42	31	27	55	52	57	21	38	53	0	0	51	0	0	0	59	61	65	56	46	49	62	0	60	56	66	63	77	0	70	79	79	0	88	74	65	86	92	0	82	85	87	86	95	89	97	1	1	1	1	1	1	1	1	2	1	1	2	1	2	4	1	1	2	1	1	1	1	3	1	1	3	1	1	2	2	2	2	2	1	2	3	1	1	4	1	1	1	2	1	3	4	5	1	3	2	1	2	1	2	1	1	1	1	6	2	2	1	1	1	1	1	1	3	1	1	4	3	4	1	1	2	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	2	2	1	1	2
9000	-542.940870704010763	-549.796358654970163	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.623361377689398	2	2	0	4	2	4	6	6	7	4	4	5	6	6	7	8	7	7	7	9	6	7	10	7	9	7	6	10	9	10	9	9	10	9	13	9	11	11	11	12	9	11	12	14	11	12	16	14	13	13	15	14	14	17	15	17	18	17	17	21	19	19	20	19	21	21	21	21	22	24	25	22	23	21	22	21	24	23	24	23	24	24	25	25	25	27	25	27	26	28	27	27	30	31	30	33	31	32	3	3	0	3	3	2	11	4	5	2	2	2	4	3	2	19	11	21	6	15	6	4	15	12	15	5	4	1	14	5	18	27	7	22	39	8	5	13	11	13	5	34	16	39	29	13	2	34	2	43	37	40	40	13	32	53	47	7	52	62	55	0	0	53	0	0	0	40	76	80	69	44	61	61	0	61	72	75	73	62	0	61	80	79	0	87	75	79	84	88	0	71	90	86	84	95	92	88	1	1	1	2	2	1	1	1	4	1	2	2	1	2	2	1	2	1	1	1	1	1	2	1	1	2	1	4	2	4	1	1	2	1	1	2	5	2	4	2	3	2	1	1	1	2	5	4	6	1	2	1	1	4	3	1	1	4	2	1	2	1	1	2	1	1	1	4	1	1	2	4	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	2	1	2	2
9500	-489.575232409936461	-496.430720360895862	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.571984586850317	2	2	1	3	2	4	5	7	7	5	4	7	6	7	8	9	8	7	8	10	8	9	10	10	10	9	8	8	9	10	9	9	9	10	11	9	12	12	10	13	11	12	14	12	10	13	14	13	13	15	15	15	15	18	16	17	17	19	17	21	18	20	20	19	20	23	20	22	21	22	24	21	22	22	23	23	24	20	24	24	25	25	24	25	26	26	27	26	28	27	27	28	30	28	32	33	32	31	3	3	0	2	3	5	3	13	13	5	2	5	10	5	10	14	12	5	18	2	11	18	14	14	19	5	14	5	5	7	3	18	14	22	25	13	15	30	27	41	8	24	20	20	10	13	20	16	8	20	23	43	49	46	8	37	41	35	47	35	33	0	0	57	0	0	0	20	58	60	73	27	60	42	0	69	78	51	76	57	0	68	61	69	0	60	82	71	77	86	0	85	89	86	93	93	71	66	1	1	1	1	1	1	2	1	1	1	1	2	1	2	2	1	1	3	1	5	2	1	1	2	1	3	1	3	3	2	3	1	1	1	1	2	2	1	1	1	1	1	3	1	2	3	1	2	3	2	3	1	1	2	4	2	4	3	1	4	5	1	1	1	1	1	1	5	1	1	2	8	1	5	1	1	3	2	1	4	1	1	2	1	1	2	1	1	2	1	1	1	1	1	1	1	4	2
10000	-538.246046522941469	-545.101534473900870	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.582743772663746	2	2	1	3	3	5	4	6	5	5	3	6	6	7	8	8	6	6	8	9	7	10	10	8	7	8	10	6	8	9	6	8	10	10	13	10	11	12	12	13	11	12	13	13	12	13	16	12	12	16	15	16	14	17	16	17	17	19	16	21	19	20	20	19	20	23	21	20	22	24	24	22	21	21	23	23	24	22	23	23	22	24	24	26	26	27	27	25	30	27	27	25	31	29	31	31	31	33	3	3	0	2	3	2	1	10	5	4	3	2	4	3	2	5	7	5	28	32	7	26	8	13	1	7	31	2	17	17	11	17	25	32	37	11	34	18	14	30	3	27	25	41	15	18	37	2	2	22	34	36	17	47	46	51	48	26	40	62	57	0	0	54	0	0	0	46	60	55	62	67	61	61	0	78	81	53	60	78	0	74	78	62	0	88	77	73	78	82	0	70	87	87	89	87	70	93	1	1	1	1	1	2	1	1	1	1	1	2	1	3	2	3	1	1	1	1	2	1	2	1	3	2	2	2	1	2	2	1	3	1	1	4	1	3	2	1	5	1	2	1	1	2	4	6	4	3	2	3	4	1	2	1	3	6	1	1	1	1	1	1	1	1	1	2	1	3	2	1	1	1	1	1	2	6	1	1	1	1	2	3	1	1	2	1	2	1	1	1	2	1	1	2	3	1
10500	-482.617326042561388	-489.472813993520788	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.519853649685667	3	2	1	3	2	4	5	7	6	5	5	5	7	7	6	8	7	4	9	9	8	9	10	9	9	9	9	8	9	10	10	8	9	8	12	9	13	11	11	12	9	10	11	13	9	12	15	11	14	15	15	15	14	17	14	17	17	19	15	21	18	21	20	20	19	22	21	21	21	24	24	21	21	19	22	22	23	22	24	23	23	23	24	25	25	26	27	25	30	28	27	25	29	30	31	32	31	34	5	3	0	3	3	2	1	15	2	4	3	2	1	2	3	7	6	3	21	13	11	16	13	11	12	2	4	5	11	15	13	9	5	1	28	14	40	27	21	22	7	2	33	36	13	5	7	3	5	21	46	41	34	50	20	55	50	3	38	65	37	0	0	49	0	0	0	46	58	73	80	64	23	55	0	73	67	65	62	76	0	62	76	71	0	88	70	65	79	83	0	80	86	88	89	77	66	88	1	1	1	1	1	1	1	1	2	1	2	2	4	2	2	1	2	2	1	2	1	1	2	2	3	3	3	2	2	2	1	1	3	2	2	1	1	1	2	2	2	3	1	2	1	6	4	3	6	2	1	2	2	1	3	1	1	10	2	1	2	1	1	3	1	1	1	4	1	1	1	1	5	2	1	1	1	2	1	1	1	1	1	1	1	1	2	4	5	2	1	1	2	2	1	4	4	5
11000	-475.881773197685561	-482.737261148644961	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.552425365599568	3	2	1	4	3	4	6	7	7	5	4	5	6	7	6	8	8	7	5	7	7	8	11	9	10	9	9	10	9	10	9	9	10	10	13	9	10	12	10	12	10	12	14	12	11	13	14	12	12	13	14	15	14	17	15	16	16	18	16	22	19	21	19	19	21	23	21	21	19	22	25	21	22	18	22	23	23	22	23	23	23	23	25	26	25	25	27	27	28	27	26	27	31	30	31	32	32	33	3	3	0	3	3	5	3	11	10	6	2	5	4	11	2	10	15	3	5	10	2	15	14	2	16	21	10	8	7	16	5	17	18	18	23	21	27	28	36	25	5	3	3	33	21	14	40	17	2	32	50	24	32	48	16	47	46	20	17	2	74	0	0	52	0	0	0	31	55	62	78	63	65	42	0	24	73	65	62	69	0	78	69	82	0	70	91	66	71	71	0	86	92	86	71	85	89	93	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	2	1	2	2	1	2	3	1	1	2	2	1	1	2	1	1	1	1	1	1	1	1	1	3	6	6	1	2	3	1	2	3	2	1	4	2	2	5	1	1	3	3	9	1	1	1	2	1	1	1	5	2	1	1	1	1	3	1	6	1	1	1	2	1	1	3	1	1	1	1	3	2	1	1	1	3	2	3	4	2	2
11500	-471.468365112762513	-478.323853063721913	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.524760152369414	3	2	1	4	2	4	4	5	6	5	4	7	6	7	8	8	6	7	9	9	8	8	10	9	9	9	8	9	9	10	8	9	10	10	12	8	13	11	12	13	10	13	11	13	11	14	16	14	11	15	13	13	14	16	16	18	16	18	17	21	18	20	20	19	21	22	22	21	20	23	23	18	21	21	23	22	22	23	23	23	24	25	25	25	25	26	26	27	29	28	25	27	31	28	30	32	30	34	5	3	0	2	3	5	2	6	3	2	5	6	11	10	1	12	10	2	17	8	9	13	15	12	21	12	13	17	17	3	2	14	16	16	25	3	15	25	23	23	7	5	18	38	19	2	2	3	17	52	34	29	52	51	50	54	36	57	20	72	37	0	0	26	0	0	0	58	57	69	62	59	56	49	0	2	63	65	62	60	0	67	63	71	0	85	48	85	83	92	0	86	82	92	80	85	94	93	1	1	1	1	1	1	1	1	2	2	1	1	1	1	4	1	1	3	1	2	1	1	2	1	1	1	1	2	1	3	2	1	1	2	1	2	3	1	1	1	4	5	1	1	1	6	6	4	3	2	2	1	1	1	1	1	3	1	4	3	3	1	1	5	1	1	1	2	1	2	2	1	2	6	1	10	1	1	1	1	1	2	3	1	1	1	4	1	1	1	1	1	2	1	4	2	1	2
12000	-533.541667905804502	-540.397155856763902	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.405095248438368	2	1	0	4	3	4	6	7	7	5	4	6	7	4	8	9	5	8	9	9	8	9	10	8	10	10	9	9	10	11	9	9	10	10	12	7	12	11	10	12	11	12	13	13	10	14	14	14	13	15	16	15	14	17	15	17	18	18	17	22	19	20	21	16	20	22	21	22	21	23	23	22	23	20	22	22	23	24	23	22	24	24	25	25	24	27	26	27	28	28	26	27	30	29	31	31	30	33	3	3	0	2	3	5	4	2	11	6	2	5	4	3	5	24	5	5	17	24	1	5	8	12	2	16	24	8	10	10	10	6	10	21	19	10	10	12	18	17	2	17	16	25	5	3	19	3	19	8	50	29	32	25	33	43	28	17	64	17	56	0	0	52	0	0	0	19	64	61	69	52	62	52	0	64	76	72	68	44	0	75	67	75	0	67	78	66	88	87	0	68	89	86	73	80	57	72	1	1	1	1	1	1	1	2	1	1	2	1	1	2	3	1	1	3	2	1	3	3	1	2	4	1	1	1	2	3	3	2	2	1	2	1	3	3	1	3	5	4	3	2	3	7	2	4	1	3	1	2	2	3	2	2	5	5	1	8	1	1	1	1	1	1	1	9	3	2	1	3	1	2	1	3	1	1	1	6	1	1	2	2	1	3	1	4	1	1	1	3	1	1	2	6	4	6
12500	-489.791798385162451	-496.647286336121851	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.511275582413851	2	1	0	3	2	4	5	6	7	4	4	6	7	6	6	8	7	7	8	10	7	10	10	10	8	10	9	9	9	10	8	10	10	11	12	9	12	11	11	13	9	12	14	13	11	13	16	13	12	16	16	15	14	18	15	16	16	17	17	21	18	20	21	20	19	22	22	22	22	23	23	22	21	21	24	22	24	24	23	23	25	25	25	24	26	26	25	26	28	29	26	28	32	29	31	33	31	32	3	3	0	3	3	5	4	11	5	5	5	10	6	3	10	3	4	6	7	28	14	5	15	36	13	19	12	13	31	7	5	18	10	28	29	10	22	2	36	25	6	2	22	30	29	45	10	22	10	17	42	48	42	45	10	45	44	5	52	10	53	0	0	59	0	0	0	39	44	59	69	59	64	43	0	60	72	66	62	73	0	42	80	76	0	60	77	62	79	89	0	70	94	86	85	81	69	92	1	1	1	2	1	2	1	1	3	1	1	1	1	2	1	3	1	2	2	1	1	4	2	1	1	1	1	1	1	2	3	2	3	1	1	2	1	5	1	2	2	5	4	1	1	1	6	1	3	3	2	1	1	4	5	2	1	5	1	7	2	1	1	1	1	1	1	4	4	4	1	1	1	4	1	1	1	1	1	1	1	6	1	1	1	1	1	4	3	1	1	3	2	2	2	4	4	1
13000	-475.344630668098887	-482.200118619058287	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.541195017281248	2	2	1	3	3	5	5	6	5	6	4	4	6	6	6	7	7	6	8	10	7	8	9	9	8	7	10	10	8	9	8	9	8	11	13	6	11	11	10	13	10	12	13	14	12	14	15	12	13	15	15	15	13	17	15	17	17	19	16	21	19	19	21	20	20	22	21	21	21	23	24	21	22	21	23	21	23	22	22	23	24	25	24	26	26	27	27	25	29	29	24	27	31	30	31	31	29	34	3	3	0	2	2	5	5	12	3	11	2	2	6	2	2	8	9	5	26	33	36	15	3	29	11	7	36	10	16	13	2	36	7	14	20	2	13	24	23	20	7	5	34	27	7	41	7	5	5	40	35	29	37	49	2	52	42	27	23	34	38	0	0	54	0	0	0	31	62	60	54	56	65	64	0	57	78	65	68	76	0	28	74	75	0	88	81	65	88	77	0	72	86	86	94	85	73	94	1	1	1	1	1	1	1	1	2	1	1	1	1	2	2	1	1	1	1	1	1	1	4	1	2	1	2	2	1	1	3	2	1	3	2	1	1	1	1	1	1	3	1	2	2	2	5	4	4	1	1	2	1	2	6	1	3	4	5	6	4	1	1	1	1	1	1	6	1	1	3	2	1	1	1	2	1	1	1	1	1	7	1	1	1	1	1	2	2	3	1	3	2	1	1	2	4	2
13500	-480.002880076784606	-486.858368027744007	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.553187052992274	2	2	1	3	3	5	5	6	3	4	5	6	7	8	7	8	8	7	7	8	8	9	10	7	9	8	9	7	9	11	8	10	11	10	13	10	12	11	10	12	11	12	12	14	11	13	14	14	12	16	15	15	13	17	15	17	17	18	17	19	17	19	19	19	20	23	20	21	21	23	25	21	21	20	23	23	23	23	23	24	25	25	25	25	24	26	25	26	30	28	27	27	31	30	31	34	29	33	3	3	0	3	3	2	4	9	3	9	3	3	11	5	3	7	8	5	5	10	15	24	21	11	10	5	9	3	15	5	18	24	3	31	30	2	27	31	19	27	16	29	22	36	16	38	13	39	19	33	29	47	13	47	3	49	55	38	46	3	52	0	0	61	0	0	0	57	58	67	62	60	62	59	0	69	68	62	47	72	0	85	69	66	0	66	73	85	84	92	0	85	94	90	97	98	91	91	1	1	1	1	1	2	1	2	1	1	2	3	1	3	2	1	1	2	2	2	1	1	1	1	2	2	2	3	1	3	1	2	4	1	1	5	2	2	2	1	1	2	2	2	1	2	5	2	3	2	2	1	3	2	4	2	1	4	2	5	1	1	1	1	1	1	1	1	2	1	3	2	1	1	1	1	1	2	4	1	1	1	2	1	1	2	2	1	2	1	1	1	1	2	1	1	1	5
