step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	Tinf_99	Tinf_100	Tinf_101	Tinf_102	Tinf_103	Tinf_104	Tinf_105	Tinf_106	Tinf_107	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	alpha_99	alpha_100	alpha_101	alpha_102	alpha_103	alpha_104	alpha_105	alpha_106	alpha_107	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98	kappa_99	kappa_100	kappa_101	kappa_102	kappa_103	kappa_104	kappa_105	kappa_106	kappa_107
23500	-1005.624150420562501	-1004.005833031053953	-1.618317389508521	0.000496990718096	0.000115474900051	0.232348202585236	0.391393857619513	0	2	5	7	9	13	13	14	12	15	15	16	18	15	16	19	18	19	19	18	17	20	19	18	20	19	20	19	21	21	21	20	22	21	22	22	21	23	21	23	22	20	23	22	24	23	25	23	25	22	25	24	22	22	23	24	23	24	23	24	23	25	26	25	25	25	24	26	25	23	23	25	25	25	25	25	25	26	26	25	27	27	28	25	25	26	27	28	26	28	29	27	27	28	27	27	29	30	32	36	37	39	40	39	38	43	44	0	1	2	1	2	2	4	2	4	4	3	9	7	9	14	13	15	10	12	14	9	14	13	15	13	7	14	5	28	26	17	17	23	18	22	5	12	32	15	25	17	10	13	32	18	18	36	10	48	13	26	11	10	34	19	27	23	28	18	10	37	71	35	56	61	48	24	39	17	39	17	46	70	52	29	12	48	60	46	60	49	37	76	7	40	6	69	89	6	96	49	69	7	82	41	67	22	41	73	58	97	76	0	82	82	98	0	1	1	2	4	4	5	3	6	2	3	6	1	2	1	1	1	2	3	1	1	2	2	1	1	1	2	2	6	1	1	1	1	1	1	1	6	3	1	3	1	2	2	1	1	3	2	2	4	1	2	2	5	2	1	2	3	2	4	2	4	2	1	2	1	1	1	3	2	5	2	3	1	1	1	1	5	1	1	2	1	1	3	1	5	1	6	1	1	6	1	2	1	5	1	3	1	6	4	3	7	5	8	1	5	5	8	1
24000	-1039.003028396482478	-1037.357155781325446	-1.645872615157049	0.000464178059627	0.000102922041253	0.221729655502112	0.390724643118615	0	2	6	7	9	12	13	14	14	15	15	17	18	17	16	18	18	21	18	18	19	19	18	19	20	20	18	18	21	20	19	20	21	21	19	23	22	23	22	22	21	22	22	24	23	24	26	23	26	22	25	24	23	25	24	21	23	20	23	24	24	24	25	24	24	26	25	25	24	24	24	26	26	26	26	26	26	24	26	25	27	26	28	26	27	27	26	28	27	28	27	27	28	29	28	28	28	30	33	36	38	36	39	39	40	43	44	0	1	2	2	2	1	3	3	3	7	7	11	14	10	9	3	8	31	12	7	12	14	7	23	9	17	4	8	14	31	12	14	15	5	9	9	31	13	8	18	12	31	11	7	56	18	7	25	70	17	38	36	25	30	8	14	24	12	18	6	39	11	19	39	18	34	56	34	6	59	48	25	69	6	62	62	56	18	28	33	18	62	67	36	60	18	38	46	79	11	54	42	69	47	59	33	87	90	59	36	25	95	0	80	36	80	0	1	1	2	3	5	6	3	3	3	1	2	2	1	1	1	7	2	1	1	2	2	1	2	1	3	1	4	2	2	1	2	2	3	5	2	5	2	3	5	1	3	2	4	4	1	2	7	1	1	1	1	1	2	3	4	2	2	1	1	5	1	5	2	1	1	2	2	2	7	1	1	2	1	8	1	2	2	1	4	1	3	1	2	2	3	3	1	2	1	7	1	2	1	1	2	4	1	2	6	7	8	4	1	7	9	8	1
24500	-948.500200906872692	-946.851702433472951	-1.648498473399706	0.000464121203488	0.000102464055369	0.220770037220749	0.349681698269200	0	3	5	6	9	13	13	14	14	15	16	19	17	17	18	18	19	21	16	19	18	19	20	18	20	20	19	19	20	18	21	20	22	20	20	23	20	21	20	22	22	22	22	24	23	22	26	24	25	22	25	23	23	24	23	25	21	23	23	22	24	25	26	24	25	24	23	25	22	24	25	24	25	25	25	25	26	25	26	25	28	26	28	25	26	27	27	28	27	27	28	27	27	28	27	29	29	30	33	37	37	39	39	40	40	42	44	0	1	2	1	2	3	5	5	5	5	9	5	7	9	11	9	11	8	5	11	11	14	20	9	8	15	21	6	21	9	9	24	18	8	13	30	8	17	15	9	35	9	34	43	31	8	69	33	8	32	19	16	31	16	13	13	39	31	18	6	34	38	54	60	28	26	39	36	23	46	43	60	55	61	17	20	39	41	36	59	85	54	67	31	36	40	12	31	25	56	59	7	76	28	70	62	45	59	70	95	92	99	0	91	98	85	0	1	1	1	3	2	4	2	3	2	3	1	7	2	1	1	2	1	4	4	2	1	1	1	2	4	1	1	3	1	1	3	1	1	3	1	3	3	1	1	4	1	6	1	1	1	3	3	1	4	1	3	2	1	3	3	3	1	1	1	4	2	3	1	1	2	1	2	2	1	2	1	1	1	1	3	2	3	1	1	1	1	1	2	3	2	4	4	4	2	1	2	7	1	5	2	3	2	3	3	3	6	4	1	7	5	10	1
25000	-999.203292268394875	-997.587469797903850	-1.615822470491014	0.000467025358630	0.000108986261373	0.233362620164015	0.509821578981741	0	3	3	8	9	11	14	14	14	12	14	18	17	17	17	18	19	18	18	19	18	20	20	19	21	19	21	19	22	20	20	19	22	21	21	22	21	24	22	22	21	21	23	24	24	22	25	23	22	24	25	25	22	23	23	25	22	23	23	23	24	24	26	25	25	25	23	25	24	24	23	25	25	24	25	24	26	26	27	26	27	25	27	26	26	27	26	27	27	24	28	28	28	28	26	27	30	30	33	36	37	39	39	39	41	44	44	0	1	1	2	2	2	4	10	10	4	4	8	8	7	7	8	8	5	9	13	10	13	15	21	16	18	7	5	23	19	19	14	18	7	12	41	30	21	22	12	12	12	13	13	24	19	17	15	17	28	48	53	30	41	37	34	24	12	12	36	42	13	73	59	55	69	17	42	22	49	17	59	25	7	43	25	33	49	73	34	82	49	56	28	52	46	45	61	68	14	40	35	80	68	28	23	18	70	92	73	85	91	0	81	99	95	0	1	2	1	2	3	4	2	1	1	2	2	2	2	2	1	2	3	4	2	1	2	2	1	1	2	1	3	6	1	1	1	2	2	5	2	1	1	3	1	3	2	2	3	3	3	2	2	3	1	2	1	2	1	1	1	3	1	2	2	1	2	4	1	1	1	1	2	4	3	1	2	1	3	3	1	1	3	1	1	3	2	2	2	3	1	2	1	1	1	2	5	5	2	1	4	3	8	3	3	3	5	4	1	6	5	12	1
25500	-1039.446832106120155	-1037.814091483390257	-1.632740622729868	0.000422029182435	0.000095657589399	0.226661077907741	0.396447530294521	0	2	4	7	9	12	14	15	14	14	16	19	18	16	17	19	18	21	18	19	19	19	19	20	20	19	20	18	22	20	21	20	19	21	22	24	21	21	22	23	21	20	22	23	22	23	24	23	26	22	26	24	21	25	23	25	20	24	23	22	22	25	27	25	24	26	25	25	24	24	25	25	25	25	22	25	27	26	25	26	28	27	29	26	27	26	24	27	27	27	29	26	26	28	27	28	28	29	32	33	38	39	38	40	39	40	45	0	1	2	3	3	3	3	4	4	6	7	8	8	10	7	28	8	16	8	10	13	14	5	20	12	11	14	6	24	19	12	11	15	16	30	60	16	14	17	27	12	23	15	11	11	7	33	20	23	7	62	35	23	12	19	44	13	22	25	9	6	17	34	55	35	8	48	58	43	12	27	46	55	27	20	19	47	70	12	44	12	54	45	72	54	79	22	74	53	61	89	27	7	35	54	23	56	70	82	91	99	80	0	59	49	73	0	1	1	1	3	3	4	4	4	3	1	1	2	2	1	2	1	1	2	1	3	1	3	6	1	1	1	3	3	1	1	1	2	1	1	1	1	1	3	2	2	1	1	3	5	2	4	3	2	6	4	1	1	1	2	4	1	2	4	1	3	5	3	3	1	1	5	1	1	1	2	2	1	1	3	1	3	1	1	2	1	4	1	5	1	1	1	2	1	4	3	1	3	5	4	1	4	2	2	3	2	2	11	1	7	5	9	1
26000	-989.597335986074540	-987.858000422305281	-1.739335563769261	0.000459119245613	0.000088167034566	0.192035152977390	0.388863199512788	0	3	5	7	9	13	13	15	13	15	16	18	19	17	17	17	19	21	18	18	18	18	17	18	19	18	19	18	20	20	22	21	22	22	22	21	20	24	22	22	22	23	20	20	22	24	26	23	25	21	25	24	23	24	23	25	23	24	24	23	24	24	26	26	25	24	24	25	25	23	24	25	25	25	26	25	25	26	26	26	25	27	26	27	28	28	26	28	27	27	28	25	27	29	26	29	29	31	33	34	37	38	39	39	41	44	44	0	1	1	1	2	2	3	5	2	9	10	16	22	11	11	10	10	16	16	11	6	10	7	4	28	11	21	9	21	12	12	20	10	16	30	16	19	13	27	36	30	9	11	9	50	57	15	21	40	9	17	36	12	25	16	50	6	18	12	31	18	9	54	57	37	27	11	18	57	25	6	12	54	18	57	18	45	41	8	31	6	80	32	37	25	18	56	57	52	38	42	31	42	37	31	17	62	70	80	36	55	81	0	91	85	99	0	1	2	4	5	3	4	3	4	5	1	1	1	1	1	1	1	3	1	1	1	3	1	1	7	1	1	1	2	1	1	3	2	3	2	1	3	1	2	1	1	1	6	3	2	1	1	4	3	1	3	3	2	3	4	3	3	5	1	3	1	1	4	1	2	2	1	4	2	1	2	5	3	1	2	2	2	1	3	4	2	4	1	2	3	4	4	1	3	1	1	3	2	2	4	2	5	2	3	3	7	9	8	1	6	6	6	1
26500	-976.527611136356882	-974.808144216969481	-1.719466919387406	0.000470243749863	0.000092953929954	0.197671803147601	0.380449679287981	-1	2	5	7	8	12	14	15	13	14	16	17	18	15	17	18	18	20	19	18	18	20	19	19	21	19	20	17	21	20	22	20	20	22	21	24	19	23	22	21	21	23	22	24	22	23	25	22	22	23	25	23	24	24	23	25	23	23	22	23	23	23	26	25	24	25	23	25	23	25	25	25	25	25	26	25	27	27	24	24	27	26	27	26	25	28	26	28	27	28	27	27	27	28	27	28	29	30	34	36	37	38	39	40	39	44	43	0	1	2	2	2	4	4	10	4	5	14	8	11	6	11	12	8	12	28	11	10	21	10	15	12	8	21	6	10	9	12	26	24	12	8	12	12	32	11	8	16	26	10	32	15	25	67	21	18	32	14	25	35	29	16	33	17	41	30	9	31	20	35	57	12	48	7	31	29	79	44	34	41	46	11	4	67	34	28	59	63	34	23	35	36	40	39	31	9	20	48	74	84	91	59	51	90	81	59	34	78	80	0	81	25	98	0	1	1	2	3	3	3	4	1	4	2	1	1	1	1	1	1	1	2	1	1	2	1	3	1	3	2	1	2	4	3	2	1	1	3	3	3	1	2	3	4	1	1	4	2	2	1	1	2	1	2	4	1	1	2	3	2	3	1	1	6	1	1	4	2	5	2	4	2	1	1	1	2	3	1	4	10	3	3	4	1	1	2	5	2	1	5	2	2	5	6	4	1	1	1	2	1	1	1	6	6	5	7	1	7	8	5	1
27000	-1049.066061955365967	-1047.477984954952490	-1.588077000413467	0.000463276187708	0.000113650179663	0.245318414108960	0.424582389498295	-1	2	5	7	10	12	13	15	14	15	14	18	19	16	15	19	18	20	18	19	18	18	20	20	20	17	20	17	20	18	20	19	19	21	21	23	22	22	21	21	22	22	21	22	24	23	26	24	25	23	24	24	23	22	24	25	21	23	23	24	21	24	26	26	26	25	24	25	22	22	24	23	26	24	23	25	26	26	25	26	27	27	27	27	27	28	26	28	26	28	29	27	27	28	28	28	29	30	33	36	37	39	39	40	41	43	45	0	1	1	1	2	1	3	1	3	3	5	5	30	3	7	21	26	16	10	26	7	11	20	26	12	15	17	9	21	14	5	21	17	12	14	28	40	21	12	12	14	19	21	32	24	40	67	23	59	41	21	31	61	40	40	48	23	61	31	9	28	21	40	60	70	43	24	18	31	12	10	31	53	42	22	37	57	60	18	70	59	63	75	76	62	74	67	55	36	24	5	72	31	19	80	77	87	25	40	9	80	63	0	6	101	70	0	1	1	3	4	3	5	3	7	5	4	2	2	1	5	1	1	1	1	2	1	2	1	1	2	1	1	2	1	1	2	4	1	1	1	2	3	1	2	1	2	4	2	2	2	1	1	2	2	2	1	2	2	1	1	3	1	1	1	1	5	2	5	3	1	2	2	3	3	1	2	4	2	1	1	3	1	3	1	2	3	2	1	3	2	2	2	1	2	1	4	7	2	3	4	1	1	1	5	9	11	5	8	1	13	2	11	1
27500	-976.046235547606329	-974.373178342068286	-1.673057205538042	0.000444459937029	0.000094309588862	0.212189178382914	0.348303313976482	-1	2	5	7	10	13	14	14	12	15	15	18	18	16	17	18	18	19	18	19	18	20	19	20	20	18	21	19	20	20	21	20	21	21	21	21	22	21	22	22	21	20	21	24	23	23	26	23	25	23	26	24	22	22	24	25	23	23	21	24	22	25	26	26	26	25	25	26	25	23	25	25	25	25	26	25	27	25	24	24	27	26	28	27	27	28	26	27	27	27	29	27	27	28	27	29	28	29	33	37	37	38	39	40	41	42	44	0	1	2	2	1	5	3	3	3	4	9	4	11	6	11	8	15	4	6	11	11	11	11	19	16	5	28	9	13	26	8	14	11	30	15	42	16	21	22	5	10	10	7	10	15	31	31	8	16	14	50	34	41	25	36	24	23	8	9	40	59	57	41	41	35	45	48	61	23	54	38	41	25	40	7	16	87	16	61	40	25	55	18	30	58	40	45	30	49	32	31	9	40	65	78	20	48	76	58	98	82	41	0	82	49	81	0	1	1	2	2	5	1	4	4	3	4	1	6	1	2	1	2	1	6	2	2	2	3	1	1	1	4	1	4	1	2	3	2	3	1	2	1	2	2	1	5	3	2	4	4	3	1	3	4	3	4	3	2	1	1	2	2	2	4	5	1	1	1	3	2	3	1	1	2	3	1	3	3	3	2	6	4	1	2	1	1	4	1	5	2	2	3	1	3	2	4	4	6	2	1	1	5	3	2	5	3	5	7	1	8	8	9	1
28000	-987.473754867596654	-985.754976281721838	-1.718778585874764	0.000593553751962	0.000117448157255	0.197872824267512	0.476869359314105	1	3	5	8	9	12	13	14	14	14	15	18	18	16	16	19	18	20	17	19	17	20	20	19	20	20	21	19	22	21	21	20	19	21	20	24	20	23	23	23	21	22	22	21	22	24	26	22	26	23	24	25	24	25	24	24	21	24	23	21	24	23	26	26	25	25	24	25	24	25	24	25	25	25	24	25	25	25	26	25	26	26	28	25	28	28	27	27	27	27	28	27	27	28	27	27	30	30	34	37	37	37	40	37	38	43	43	0	1	2	1	2	3	3	2	3	3	7	4	7	7	11	13	21	19	11	17	14	14	17	21	16	11	24	10	33	16	26	12	6	18	14	16	33	44	23	18	16	10	26	32	17	57	43	23	58	10	28	34	28	53	37	43	6	25	18	9	33	20	36	45	60	33	60	31	48	60	38	50	40	31	43	60	26	40	8	18	50	25	71	45	79	78	56	31	42	12	81	9	36	16	81	77	87	89	91	41	91	92	0	98	95	92	0	1	1	2	4	4	3	2	5	5	3	1	4	2	2	1	1	1	2	1	1	1	2	1	1	1	3	1	4	2	1	1	1	3	1	1	3	1	1	2	2	1	4	2	1	3	2	3	1	1	5	2	2	2	1	2	1	4	1	2	3	1	2	2	3	2	3	2	2	1	2	1	1	1	3	1	2	2	2	4	2	2	4	2	2	1	1	2	3	3	3	1	6	1	3	1	2	2	1	3	6	5	4	1	3	5	7	1
28500	-979.355336348127821	-977.631921989969328	-1.723414358158508	0.000306872707126	0.000060308653684	0.196526612773810	0.414152410330179	0	2	4	7	10	11	14	14	13	13	15	17	19	17	15	19	18	21	17	17	18	18	19	19	21	19	21	20	20	21	20	18	21	20	21	24	22	23	22	22	22	22	21	23	23	23	24	21	25	24	24	24	24	24	23	24	21	24	23	22	24	23	26	26	25	25	24	25	24	23	24	25	25	26	25	25	25	26	25	25	27	27	26	26	24	25	27	27	28	27	29	26	26	29	28	28	29	29	30	36	35	39	38	38	40	44	43	0	1	2	1	2	3	10	4	3	4	4	4	15	6	6	10	6	14	7	6	8	11	21	10	6	9	15	5	13	34	19	10	23	19	24	35	19	9	10	8	19	24	17	32	13	18	38	14	42	10	20	35	28	40	19	45	13	19	28	25	16	27	16	42	41	50	39	18	38	24	8	25	70	61	27	35	10	28	18	85	70	73	62	25	16	16	20	86	25	20	70	25	65	93	80	44	8	59	82	85	98	98	0	98	104	101	0	1	1	2	3	5	4	1	4	6	3	3	4	2	3	2	4	3	3	2	3	2	2	1	5	5	3	4	7	1	1	1	2	2	2	2	2	3	6	4	3	3	2	1	4	2	1	1	2	1	5	4	1	2	1	3	1	1	3	1	1	3	1	2	2	1	1	1	1	1	2	4	1	1	1	2	3	5	2	2	1	2	1	2	2	2	3	3	1	3	5	2	2	1	2	1	2	7	4	1	5	3	6	1	3	2	5	1
29000	-928.187447654454104	-926.471416624239964	-1.716031030214140	0.000396022858917	0.000078681505078	0.198679200722974	0.428475022269696	0	2	6	6	7	13	14	13	13	15	16	17	18	17	17	17	17	20	18	18	17	19	17	20	20	19	21	18	22	21	22	20	21	21	20	22	21	24	23	22	22	21	23	23	22	24	24	23	25	22	26	24	23	22	24	24	23	21	23	24	23	24	26	25	25	23	23	25	23	23	24	25	25	24	22	25	26	26	27	25	28	27	28	25	28	26	26	28	27	28	28	27	26	28	28	28	28	30	33	37	38	38	39	40	41	44	44	0	1	1	2	1	4	5	4	5	9	10	6	17	10	7	9	10	28	8	15	11	21	11	15	12	17	20	8	17	9	28	3	11	19	16	28	35	33	29	35	35	28	13	20	10	32	69	30	70	20	69	6	32	25	16	24	24	12	16	28	30	45	30	8	37	33	24	18	23	12	8	59	41	61	14	37	24	58	36	41	78	36	62	37	60	74	56	61	32	6	80	74	76	72	64	66	15	58	82	59	19	59	0	99	91	100	0	1	1	3	2	3	3	3	4	2	1	1	2	1	1	2	1	1	1	3	1	1	1	1	1	2	1	1	2	3	4	2	7	3	2	2	2	1	2	1	1	2	2	3	3	3	2	1	1	1	2	2	5	1	1	2	2	1	1	2	4	1	1	2	6	2	1	1	3	4	2	6	1	2	1	2	2	4	2	3	2	1	3	2	2	3	2	1	2	3	8	2	2	1	2	1	2	6	5	2	5	7	7	1	3	7	4	1
29500	-979.308662372559183	-977.613327340668548	-1.695335031890644	0.000463675184792	0.000095037781985	0.204966289122407	0.475992139458724	0	1	5	7	8	13	12	14	14	15	15	18	18	17	16	17	18	20	18	19	18	20	19	19	18	20	20	20	21	20	22	20	22	20	21	23	21	23	22	23	21	22	21	24	23	23	25	23	25	22	26	23	21	22	23	22	23	22	22	22	22	21	26	25	25	25	24	25	22	24	24	26	24	25	25	23	26	27	26	26	28	26	28	26	27	28	25	27	28	26	27	28	26	28	26	28	29	30	33	36	37	36	39	37	40	43	44	0	1	2	1	3	3	5	5	4	7	7	6	11	7	6	7	7	25	10	13	15	9	14	6	10	11	23	17	14	17	35	15	15	8	9	28	19	22	13	35	10	28	13	38	43	60	10	24	30	20	33	53	6	34	41	13	26	12	19	12	16	20	52	35	55	26	24	28	23	59	43	37	40	46	56	37	6	58	74	70	72	35	90	37	59	28	10	95	85	71	54	82	37	12	10	47	95	70	41	78	98	94	0	94	98	100	0	1	1	2	4	2	4	2	3	3	2	1	3	1	2	2	3	3	1	1	1	1	3	1	2	2	2	1	1	2	1	1	1	3	2	4	3	1	1	1	1	3	1	1	1	1	1	4	1	4	1	2	1	2	1	1	2	2	2	2	3	3	1	1	2	1	2	3	3	2	1	2	4	1	1	2	2	5	2	1	1	1	3	1	1	3	2	5	1	1	1	2	1	2	5	6	2	2	3	6	3	2	5	1	3	7	5	1
30000	-1000.944103941784533	-999.362975131245776	-1.581128810538717	0.000348468571994	0.000086602862737	0.248524170320372	0.344921268591684	0	3	5	6	9	13	13	15	13	14	16	19	19	15	17	18	18	20	18	18	19	18	16	20	20	19	20	20	21	20	19	20	21	20	21	24	22	22	21	20	21	22	22	23	24	23	24	23	25	23	25	22	23	24	22	24	24	23	22	23	22	23	26	25	25	25	24	24	23	23	24	26	26	24	25	25	26	24	26	24	27	27	28	25	27	26	26	28	28	27	27	28	27	28	28	28	29	30	30	37	35	38	38	41	38	42	44	0	1	2	2	1	4	5	4	3	7	7	14	11	5	9	14	11	6	14	14	9	9	7	15	6	10	14	7	21	6	16	21	13	6	18	35	6	25	15	12	6	28	9	21	24	30	23	14	18	20	29	16	6	18	12	27	17	34	35	41	18	6	37	41	35	57	9	37	33	25	43	18	37	61	21	62	56	6	42	30	36	12	50	16	36	36	39	68	37	47	53	68	41	47	35	57	67	25	30	84	8	95	0	85	78	82	0	1	1	1	2	4	4	2	7	3	1	2	1	1	3	1	1	1	3	2	2	3	2	1	1	3	3	2	2	1	3	1	1	1	3	1	2	5	1	2	1	6	2	5	2	2	1	5	4	3	2	2	2	5	2	2	2	5	2	1	1	2	6	2	1	2	1	4	1	1	1	2	2	2	1	3	1	1	5	3	2	1	4	2	4	2	2	4	2	3	3	2	2	4	2	4	2	3	5	3	6	9	4	1	6	7	7	1
30500	-943.925453920104246	-942.284624574070108	-1.640829346034169	0.000291917227756	0.000065271828270	0.223597040748835	0.410564210846839	1	3	5	5	9	12	11	15	14	14	15	18	18	17	17	18	18	20	17	19	19	20	19	18	19	20	20	19	21	20	21	20	19	21	21	23	20	24	22	21	20	21	22	23	24	23	26	23	25	24	23	23	23	24	22	24	23	23	23	23	23	24	26	26	25	25	25	25	25	24	25	24	25	25	24	26	26	27	26	24	28	26	29	25	27	26	26	27	28	28	29	25	27	25	28	28	26	30	33	35	38	38	39	39	41	42	44	0	1	2	2	3	7	5	5	7	7	10	8	11	9	11	9	4	8	9	15	13	14	11	15	9	13	33	7	14	28	28	7	15	25	16	8	16	57	26	41	19	18	20	43	24	18	33	32	72	44	32	9	34	19	37	39	24	40	12	42	17	43	34	36	72	38	45	46	32	28	50	25	41	46	33	41	57	17	92	41	59	58	20	70	80	18	17	42	53	43	40	46	94	25	80	66	39	59	12	78	73	100	0	73	78	99	0	1	1	1	1	3	1	2	4	2	2	1	2	2	1	1	2	9	3	2	1	1	1	2	1	3	1	1	4	1	1	1	5	2	1	1	3	1	1	1	1	1	1	2	1	2	2	5	2	1	1	1	5	1	5	2	1	3	1	3	1	4	1	3	3	1	1	1	1	2	2	1	3	4	1	2	4	2	4	1	2	2	1	6	1	2	2	3	2	3	4	3	1	1	3	2	1	1	3	8	3	6	2	1	6	5	3	1
31000	-932.817178852028292	-931.033242554198409	-1.783936297829900	0.000408240080171	0.000073661891204	0.180437675724900	0.485557868747601	1	3	6	8	9	13	13	13	13	14	16	19	18	16	17	16	16	20	18	16	18	20	20	19	20	18	21	20	20	20	22	21	21	22	21	22	21	24	23	22	21	23	22	24	24	22	26	24	25	23	25	23	23	23	23	25	24	21	22	24	23	24	25	26	26	26	24	26	24	25	22	24	25	25	24	25	25	25	27	25	27	24	28	25	27	27	26	27	26	27	27	27	27	28	26	28	28	30	31	37	38	36	39	40	40	42	44	0	1	1	2	2	3	5	4	5	6	7	19	11	7	8	8	10	19	16	9	14	6	11	7	12	14	14	7	14	16	30	14	24	12	9	12	12	22	29	12	12	28	20	71	32	6	15	29	35	71	11	7	23	19	37	11	27	19	28	28	30	22	30	46	37	44	24	42	13	28	32	37	19	34	32	37	22	25	35	42	82	30	22	55	25	61	15	61	34	66	49	76	84	52	80	47	43	80	80	91	98	99	0	98	99	102	0	1	2	2	3	3	3	2	3	3	1	1	1	1	1	2	2	1	1	1	1	2	3	3	2	1	1	2	4	3	2	1	3	1	2	3	1	1	2	2	1	1	3	3	1	1	4	5	2	2	1	4	5	1	3	1	3	2	1	1	2	1	2	2	2	3	1	2	1	3	2	1	1	3	2	1	2	2	3	4	1	1	2	4	1	2	2	4	2	2	1	1	1	2	2	1	1	3	1	3	4	4	4	1	5	4	3	1
