step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97
1	-6579.889288133922491	-6586.744776084881778	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.189529077927792	-1	0	4	4	5	6	6	5	7	7	7	7	8	7	8	8	8	9	10	10	12	10	10	11	12	12	12	14	12	14	14	13	14	14	14	14	15	15	17	15	17	16	17	18	17	19	18	18	18	17	18	19	19	19	19	19	19	20	20	21	21	21	21	21	21	22	21	22	25	22	21	22	22	22	21	23	22	22	24	25	22	22	23	23	24	23	25	25	27	27	28	28	30	30	30	32	33	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	3	3	4	4	3	4	4	4	4	5	4	5	5	5	5	6	6	7	6	6	6	7	7	7	8	7	8	8	7	8	8	8	8	8	8	9	8	9	9	9	10	9	10	10	10	10	9	10	10	10	10	10	10	10	11	11	11	11	11	11	11	11	12	11	12	13	12	11	12	12	12	11	12	12	12	13	13	12	12	12	12	13	12	13	13	14	14	15	15	16	16	16	17	17
500	-778.285114377370292	-785.140602328329692	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.231368155160180	-1	1	3	3	5	6	5	5	5	7	5	6	6	7	7	7	9	9	11	9	12	10	11	11	12	10	13	14	12	14	13	14	13	13	11	12	15	15	17	14	17	16	15	18	17	20	17	19	19	18	18	19	20	20	19	20	19	20	19	21	21	22	20	21	20	22	20	22	25	21	21	23	23	22	21	24	22	22	24	24	23	23	24	24	24	22	25	26	26	27	28	29	30	31	31	33	32	0	1	0	0	4	4	3	3	3	4	3	5	8	4	11	13	13	11	4	16	20	16	16	16	17	9	17	13	0	20	16	0	16	7	15	13	33	18	31	35	34	35	26	20	17	3	43	28	13	35	40	26	9	40	42	59	21	26	40	38	18	46	25	18	34	9	0	0	78	58	25	43	26	53	26	71	33	52	26	34	0	34	33	75	50	63	18	26	59	26	26	26	53	0	0	0	0	1	1	1	1	1	1	2	2	1	3	1	1	1	2	2	1	1	3	4	1	2	2	2	2	2	4	2	4	1	2	2	1	4	3	2	3	1	3	2	2	2	2	3	4	3	9	1	2	8	5	2	4	11	5	1	1	4	5	3	5	8	1	5	7	3	11	1	1	2	1	7	6	6	1	5	2	4	1	10	6	1	7	7	3	5	1	12	9	4	11	11	11	6	1	1	1	1
1000	-604.503206797307143	-611.358694748266544	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.457526577457917	-1	1	3	4	5	7	6	5	8	7	7	8	9	7	9	8	8	9	11	10	12	10	10	10	12	11	13	14	12	12	14	14	14	14	13	14	15	13	18	15	17	17	16	18	17	19	18	18	18	17	19	20	19	20	19	20	19	20	20	21	21	21	22	21	22	22	22	22	25	21	21	22	22	21	21	22	20	23	24	26	21	22	22	24	25	22	25	26	27	27	28	28	29	30	31	31	33	0	1	0	0	4	4	3	3	7	4	3	5	17	4	9	3	11	11	10	17	17	16	13	17	13	9	30	20	0	7	20	0	16	26	15	24	21	26	31	38	26	34	40	33	25	34	35	27	43	40	26	47	11	47	18	51	21	55	50	50	42	21	44	47	41	58	0	0	64	41	21	58	49	53	53	44	33	64	58	79	0	64	13	72	75	33	53	79	74	88	53	53	74	0	0	0	0	1	1	1	1	1	2	2	1	1	1	1	2	1	2	1	3	1	1	3	2	2	2	1	1	1	2	1	2	1	2	2	1	3	1	2	3	2	1	2	2	3	2	1	2	3	2	3	2	1	1	5	1	7	2	4	1	3	1	2	3	2	5	2	2	2	2	1	1	2	2	6	1	2	1	2	2	3	1	1	1	1	1	7	1	3	4	5	1	4	1	5	6	5	1	1	1	1
1500	-560.691799866159727	-567.547287817119127	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.610913514187906	-1	1	4	4	6	6	6	6	8	7	7	8	8	8	8	9	7	9	10	10	11	10	9	12	11	12	12	15	12	15	13	14	14	13	13	14	15	16	17	15	17	17	16	18	17	19	18	17	18	16	18	20	20	18	16	19	19	21	20	20	20	22	21	20	22	20	21	22	26	23	22	22	22	22	22	24	21	22	24	25	20	22	24	23	24	24	25	26	27	26	28	27	30	31	28	29	33	0	1	0	0	4	4	3	3	3	4	3	5	11	10	7	17	3	15	14	13	16	17	17	13	16	9	17	31	0	21	21	0	25	26	18	17	25	35	31	35	35	34	35	36	30	55	26	30	43	26	43	46	34	43	18	43	21	40	50	50	46	44	45	47	41	49	0	0	64	53	25	66	60	60	66	44	45	64	66	53	0	61	44	72	75	71	59	75	74	75	74	74	91	0	0	0	0	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	2	1	2	1	2	2	1	2	1	2	2	1	1	2	1	1	2	1	2	3	2	1	2	1	2	3	2	2	1	1	3	2	1	2	1	1	3	1	3	2	5	3	2	2	1	2	2	1	3	1	1	1	3	1	5	1	1	1	1	2	2	1	2	3	1	1	3	1	2	1	3	3	2	2	4	3	1	1	1	1	1
2000	-505.992546229518553	-512.848034180477953	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.710795325519939	-1	1	4	4	6	6	5	5	7	6	8	8	8	7	8	8	6	10	9	10	12	9	11	11	11	12	13	13	13	15	14	13	13	14	14	14	15	16	17	16	17	17	17	19	17	19	17	17	18	18	17	20	18	19	20	19	18	20	20	21	18	21	21	22	22	22	21	22	26	22	21	21	23	22	21	22	22	21	24	24	23	23	23	23	25	23	26	25	28	28	29	26	30	31	30	33	33	0	1	0	0	4	4	3	3	7	4	3	5	17	10	9	17	3	9	14	16	24	17	20	16	13	18	24	24	0	27	28	0	24	26	26	27	27	35	31	26	26	34	40	33	21	47	35	27	43	43	40	46	35	49	41	43	33	40	50	50	34	33	44	53	55	58	0	0	64	41	57	58	58	59	40	33	62	42	66	58	0	42	71	72	75	76	74	75	74	88	87	74	92	0	0	0	0	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	2	2	3	2	1	2	2	1	2	2	1	1	1	1	3	1	2	1	3	2	1	2	2	3	1	2	1	1	1	1	2	2	2	1	1	1	2	3	1	2	2	2	1	4	2	1	2	1	1	2	4	2	3	2	2	1	1	1	1
2500	-564.899324827889473	-571.754812778848873	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.683853164655988	-2	0	4	4	5	6	5	6	7	6	8	7	7	8	9	8	8	10	10	10	13	11	10	10	12	12	12	15	12	13	13	14	13	15	14	14	16	16	17	15	17	15	17	19	17	19	15	18	16	18	19	20	20	19	20	19	19	19	21	21	21	22	20	22	22	22	21	23	25	23	21	22	21	22	21	23	22	23	22	25	21	22	22	24	24	24	25	26	28	27	27	29	30	31	30	30	33	0	1	0	0	4	4	3	7	7	4	3	5	7	10	9	13	13	15	10	13	16	23	13	16	24	18	24	31	0	20	17	0	13	18	26	16	27	34	31	35	26	26	40	45	36	42	15	37	42	47	47	46	41	49	26	49	21	43	50	50	51	45	20	52	46	58	0	0	53	55	45	34	58	60	43	63	57	53	58	66	0	51	63	66	75	76	74	85	50	88	74	87	87	0	0	0	0	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	2	2	2	1	2	1	1	1	1	1	1	1	2	1	2	3	1	3	2	1	2	1	2	1	1	1	1	2	3	1	1	1	1	1	2	1	3	2	3	1	2	2	1	3	4	1	1	2	1	1	3	2	2	2	1	1	2	1	1	2	1	3	1	1	2	2	2	1	1	1	4	1	4	2	2	1	1	1	1
3000	-492.629678281958832	-499.485166232918232	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.605247667470609	-1	1	4	4	5	7	5	6	7	6	6	7	9	8	8	7	8	10	10	9	12	11	10	11	12	13	12	14	12	15	14	13	14	14	14	15	15	15	16	15	17	16	17	18	17	18	18	18	17	18	18	20	20	19	19	19	19	20	20	21	21	21	22	21	21	23	22	22	26	20	21	22	22	23	21	24	22	22	25	25	22	22	23	24	25	22	26	25	28	27	28	29	31	31	30	32	34	0	1	0	0	4	4	3	3	7	4	3	5	16	10	9	7	16	15	10	17	11	16	20	16	20	21	16	21	0	27	25	0	24	26	26	27	27	35	28	26	26	34	40	30	25	34	42	20	35	49	40	41	55	43	41	49	48	43	50	50	53	44	44	53	41	58	0	0	78	41	57	58	60	59	43	86	44	53	60	66	0	34	71	72	75	45	74	75	87	88	87	87	92	0	0	0	0	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	2	1	4	2	1	2	1	1	2	1	1	2	1	1	2	1	1	2	2	1	1	1	2	1	2	1	3	2	1	5	2	1	2	1	1	1	2	1	1	1	1	3	1	2	1	1	2	2	1	1	3	2	1	1	1	2	1	1	2	1	3	1	1	4	1	1	2	2	1	2	1	1	1	2	1	1	1	1	1
3500	-500.349559888462579	-507.205047839421979	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.700932868283661	-3	-1	3	3	6	5	6	5	7	7	8	6	8	8	8	8	6	9	10	10	12	10	9	11	12	12	11	15	12	14	14	13	14	15	14	15	15	14	17	15	16	15	17	18	17	18	19	18	18	17	17	19	18	20	19	19	19	20	21	22	20	21	20	22	21	22	20	23	26	22	21	22	23	23	21	24	23	22	22	24	21	22	23	24	25	22	25	25	27	27	29	28	30	31	30	32	33	0	1	0	0	4	4	3	3	8	5	7	4	17	5	9	17	3	15	14	13	13	13	17	13	13	18	17	20	0	25	24	0	21	35	26	20	27	26	31	35	42	26	34	21	33	42	34	21	26	40	40	42	34	49	41	49	44	49	50	50	46	44	44	53	55	58	0	0	82	41	44	58	60	59	49	86	63	53	58	66	0	53	71	72	75	62	74	75	87	88	89	89	89	0	0	0	0	1	1	1	1	2	2	2	1	1	1	1	1	2	1	1	1	1	1	1	2	2	1	2	2	2	2	2	2	1	1	2	1	1	1	1	1	2	1	2	1	1	1	1	2	2	2	2	3	3	1	2	2	1	1	2	1	1	1	2	3	1	1	1	2	1	1	1	1	2	3	2	1	1	1	2	2	2	2	1	2	1	2	1	2	2	1	1	2	1	1	1	1	2	1	1	1	1
4000	-529.249827546891538	-536.105315497850938	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.635804301139587	-1	1	3	4	5	6	5	6	7	6	8	7	8	8	8	7	9	10	10	10	12	11	9	12	11	13	11	13	13	14	14	12	13	15	13	15	14	15	18	15	15	14	16	19	17	19	17	17	18	17	18	20	19	18	19	19	19	21	20	20	21	21	22	21	20	21	21	23	26	22	21	21	22	21	22	21	22	22	24	26	22	21	23	23	25	24	25	25	27	27	28	29	30	30	30	33	33	0	1	0	0	4	4	3	3	3	4	7	5	16	10	9	3	13	15	10	17	13	13	16	17	20	18	17	13	0	27	17	0	25	26	18	27	27	26	21	35	9	35	26	45	30	42	26	20	40	40	43	49	51	50	41	43	48	49	50	49	46	44	57	49	41	49	0	0	78	55	44	43	59	49	60	44	45	82	59	79	0	53	71	66	75	76	74	75	74	88	87	87	91	0	0	0	0	1	1	1	1	1	1	1	1	2	1	2	2	1	1	1	2	1	1	2	1	2	1	1	1	1	1	1	2	1	2	2	1	1	2	1	2	2	1	3	1	3	1	2	1	2	2	2	4	2	1	2	1	1	1	2	1	1	2	2	1	1	2	2	2	2	2	1	1	3	2	1	2	1	1	2	2	2	1	1	1	1	1	1	1	2	1	2	2	3	1	2	2	1	1	1	1	1
4500	-504.284103411974968	-511.139591362934368	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.692811431281451	-1	0	3	3	5	5	5	5	8	7	7	8	8	8	8	9	7	7	10	11	12	10	10	11	12	12	12	15	10	13	15	13	14	14	13	15	15	16	18	15	17	16	17	16	17	19	18	19	19	17	17	19	20	18	20	19	18	20	20	20	21	21	21	22	21	22	22	23	26	22	21	21	22	22	20	23	21	22	23	25	22	21	23	24	23	22	23	25	28	27	28	27	30	30	29	31	34	0	1	0	0	4	4	3	3	18	5	7	6	17	10	18	17	7	7	10	16	17	13	17	16	20	9	17	24	0	16	30	0	24	26	26	33	30	26	31	35	38	34	38	25	25	34	38	30	43	40	40	45	42	50	41	43	27	43	50	50	46	44	44	52	55	58	0	0	38	55	48	60	58	59	43	62	45	53	43	79	0	42	71	72	75	62	74	85	87	88	87	87	91	0	0	0	0	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	2	2	2	1	2	1	1	2	1	1	1	1	3	2	1	1	2	1	2	3	2	1	3	1	1	1	1	2	1	2	1	2	2	2	2	1	2	3	1	1	1	1	1	5	1	1	1	1	2	1	1	2	1	3	1	1	2	1	2	2	1	1	1	3	1	2	2	1	1	1	1	1
