step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	Tinf_99	Tinf_100	Tinf_101	Tinf_102	Tinf_103	Tinf_104	Tinf_105	Tinf_106	Tinf_107	Tinf_108	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	alpha_99	alpha_100	alpha_101	alpha_102	alpha_103	alpha_104	alpha_105	alpha_106	alpha_107	alpha_108	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98	kappa_99	kappa_100	kappa_101	kappa_102	kappa_103	kappa_104	kappa_105	kappa_106	kappa_107	kappa_108
1	-2877.443843709334942	-2884.299331660294229	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.059139242892944	0	2	3	4	4	4	5	6	6	7	7	7	6	7	7	8	6	8	8	10	7	8	9	9	8	11	9	8	10	10	9	10	10	11	11	10	11	11	11	11	13	10	13	10	10	12	12	12	12	12	12	12	13	13	13	14	13	13	14	14	13	16	15	14	15	15	17	17	16	16	16	18	15	15	17	16	18	17	16	17	18	18	18	18	18	19	19	21	21	21	22	22	23	21	22	25	25	26	26	26	28	28	27	29	29	31	32	33	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	3	3	3	4	4	4	3	4	4	4	3	4	4	5	4	4	5	5	4	6	5	4	5	5	5	5	5	6	6	5	6	6	6	6	7	5	7	5	5	6	6	6	6	6	6	6	7	7	7	7	7	7	7	7	7	8	8	7	8	8	9	9	8	8	8	9	8	8	9	8	9	9	8	9	9	9	9	9	9	10	10	11	11	11	11	11	12	11	11	13	13	13	13	13	14	14	14	15	15	16	16	17
500	-976.496114552342192	-983.351602503301592	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.153218624065895	1	2	3	4	5	3	5	5	5	8	6	8	4	6	6	8	6	9	8	10	7	9	9	8	9	12	9	8	10	9	10	8	8	10	12	10	11	11	12	12	14	10	12	10	11	13	13	13	12	13	13	12	13	13	12	15	11	14	14	15	14	16	16	13	15	16	17	15	16	16	16	18	15	15	15	16	19	15	16	16	18	17	18	18	19	20	19	21	21	21	22	20	23	22	23	25	26	25	27	27	28	29	27	29	28	32	32	33	0	0	1	1	6	1	13	2	6	11	7	7	2	2	8	2	6	24	9	1	11	14	14	13	5	9	11	8	15	17	19	6	7	28	36	5	23	8	5	25	6	32	30	18	7	12	34	21	5	32	24	6	38	17	30	34	6	26	30	0	51	33	50	33	45	14	45	57	13	32	21	67	48	54	41	54	50	19	19	78	55	30	0	7	59	75	40	6	78	73	57	55	60	55	63	9	70	82	38	36	75	92	46	59	94	89	55	81	1	1	1	2	1	1	1	2	1	1	1	1	1	2	1	3	2	1	1	5	1	2	2	3	1	3	1	3	2	1	1	2	2	1	1	3	1	4	4	2	6	1	2	1	4	2	3	3	3	4	3	6	1	5	3	2	3	1	3	1	1	3	2	2	2	4	3	4	7	5	5	1	1	1	1	3	5	3	5	1	3	4	1	6	2	3	4	11	6	4	4	5	4	6	4	12	8	4	7	9	6	5	7	7	6	7	13	6
1000	-663.588781567321234	-670.444269518280635	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.470033848643904	0	2	2	4	4	4	5	6	5	7	7	7	6	8	7	9	7	7	6	10	8	9	9	10	8	12	8	9	11	11	9	10	9	10	12	9	11	11	11	10	12	10	14	11	11	13	10	11	12	13	11	12	13	13	13	14	14	13	15	14	14	16	15	13	14	14	17	18	17	16	17	19	16	15	16	17	19	16	15	16	17	18	18	16	18	19	18	21	21	21	23	21	23	20	23	25	24	24	25	26	27	28	28	30	30	32	31	34	0	0	1	1	2	3	2	5	6	7	7	7	7	8	8	6	4	9	6	22	11	15	15	27	4	36	11	5	22	17	18	19	2	14	12	18	20	8	4	25	25	18	32	9	23	33	14	14	18	4	25	23	36	26	30	49	32	41	43	0	34	35	43	48	12	49	78	56	53	50	28	25	12	41	63	57	9	6	39	50	35	75	0	26	57	87	75	4	75	64	53	82	90	53	92	94	92	94	73	75	96	89	68	102	82	98	82	102	1	1	2	2	1	1	2	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	2	1	1	2	1	2	2	2	3	2	2	1	1	3	3	1	1	2	2	4	1	2	1	1	2	4	1	2	2	1	1	1	2	1	1	1	2	2	1	1	4	1	1	3	2	1	4	3	5	1	1	2	9	6	2	2	3	1	1	2	2	1	1	9	4	4	6	2	1	3	1	4	2	2	5	6	1	4	5	1	6	5	10	3
1500	-924.219884118654136	-931.075372069613536	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.505892355659014	1	1	3	5	4	3	5	4	6	6	7	8	7	7	7	8	7	8	6	9	8	9	9	10	8	11	9	9	10	10	9	10	11	10	11	10	12	12	11	10	13	10	14	11	10	11	12	13	12	12	12	11	13	14	13	12	13	14	13	14	12	14	15	14	16	15	18	17	17	16	16	18	14	16	16	17	16	17	16	17	18	19	19	18	19	20	18	20	21	21	22	20	23	22	22	25	25	27	26	26	29	27	27	29	30	31	32	32	0	0	1	2	2	1	2	2	6	5	2	13	4	7	8	9	5	9	6	11	7	11	8	11	9	42	13	2	8	1	3	9	23	8	12	28	34	52	9	25	51	18	48	31	5	28	52	38	30	45	25	14	44	14	17	44	32	16	17	0	25	10	59	56	53	14	49	57	37	49	55	45	35	57	59	57	45	55	59	25	43	75	0	49	66	9	65	50	92	60	72	84	85	82	86	92	86	95	78	92	97	97	100	96	104	98	43	100	1	1	1	2	1	1	3	2	2	1	3	1	1	1	2	1	2	1	1	1	2	1	2	2	1	1	1	3	3	3	2	3	2	3	2	1	1	1	3	1	1	1	1	1	2	1	1	1	2	1	2	2	1	3	3	1	2	3	3	1	3	3	1	1	1	3	4	2	3	3	1	5	1	1	2	2	3	3	2	4	2	2	1	2	2	5	1	5	1	3	3	2	2	1	1	1	3	3	4	3	2	1	1	1	1	2	9	4
2000	-628.924891908285076	-635.780379859244476	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.619963984751913	1	2	2	3	5	5	4	6	7	8	6	8	7	7	8	8	6	9	8	9	8	8	8	9	8	11	9	9	10	9	9	10	10	10	11	10	12	12	11	11	13	11	13	11	10	11	11	12	13	13	12	13	12	13	14	15	13	14	14	14	14	17	15	14	14	15	16	17	16	15	16	17	15	16	17	17	18	18	17	16	16	19	16	18	19	19	20	22	21	20	22	22	22	21	22	26	25	26	26	24	28	27	25	29	29	31	33	33	0	0	1	1	2	4	2	2	6	7	7	11	7	7	14	11	4	9	6	11	8	8	8	21	6	9	16	7	15	17	9	9	19	15	12	15	15	28	25	3	26	18	17	31	30	24	28	36	18	32	39	39	10	30	30	49	32	41	40	0	28	35	40	35	35	58	40	57	60	50	13	57	21	55	63	19	67	79	33	40	50	75	0	70	69	76	82	76	75	75	66	89	87	74	82	92	89	94	82	87	87	97	86	103	99	98	96	89	1	1	1	1	1	1	1	2	1	2	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	2	1	4	1	1	1	1	1	1	2	1	3	1	2	4	1	1	2	1	1	1	1	1	2	1	1	1	2	2	2	1	2	1	1	1	2	3	2	3	1	1	2	1	1	1	4	3	4	1	1	5	1	1	3	3	2	1	1	1	2	2	1	3	3	1	3	1	1	1	1	2	1	2	4	1	3	1	2	2	2	3	4	5
2500	-691.505618793933650	-698.361106744893050	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.588671857464800	0	2	3	3	5	4	4	6	7	8	8	8	6	7	7	8	6	9	7	9	8	8	10	10	9	11	9	9	10	11	8	11	10	10	11	11	12	10	11	10	14	11	12	10	11	13	12	12	12	12	12	12	13	11	13	13	13	13	13	15	14	17	15	15	15	15	14	18	16	15	17	19	15	15	15	16	17	15	16	17	19	18	19	18	19	19	20	19	22	22	23	23	23	21	23	26	25	26	25	27	26	27	26	29	30	31	32	32	0	0	1	2	3	1	2	7	3	4	7	7	7	4	8	17	6	9	6	3	7	8	15	14	9	31	12	13	22	5	3	19	16	15	12	40	38	15	25	17	58	18	40	31	21	52	14	5	18	5	36	45	30	23	30	48	18	26	30	0	44	11	30	32	67	40	50	18	60	32	12	67	27	46	59	32	67	19	32	32	63	56	0	59	77	43	82	32	82	55	32	48	90	59	82	75	92	95	83	94	97	97	93	92	92	87	104	89	1	1	2	1	1	2	2	1	1	2	2	2	1	2	1	1	1	2	1	3	1	1	2	1	2	2	1	2	1	2	2	2	1	1	1	1	1	2	1	3	1	1	1	1	1	1	1	3	1	2	1	1	1	1	1	1	1	1	1	1	2	3	2	1	1	3	1	4	1	2	2	2	3	1	1	2	1	5	3	2	1	4	1	3	1	3	1	2	3	3	7	3	1	4	4	6	2	2	3	3	1	1	2	2	3	4	3	4
3000	-851.918092414955026	-858.773580365914427	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.516274784859204	0	2	2	4	4	4	6	4	6	7	7	6	7	6	6	9	6	7	8	10	8	8	9	8	9	11	9	9	9	11	9	11	10	11	11	9	12	11	11	11	13	10	13	10	8	12	9	13	12	11	12	13	13	13	13	13	13	12	13	13	13	16	15	14	15	14	16	18	16	15	16	17	16	15	17	14	18	18	17	18	16	18	18	18	19	19	19	21	22	21	21	21	22	21	22	24	25	25	26	26	27	29	27	29	29	31	32	33	0	0	1	3	2	3	2	2	5	8	12	8	12	8	8	22	4	1	6	23	10	14	15	17	19	42	11	12	15	24	18	36	31	15	11	45	47	15	25	25	19	19	9	24	13	27	15	11	16	9	18	40	30	35	25	58	49	25	30	0	17	11	36	11	26	51	1	72	61	52	27	32	34	27	59	42	57	67	70	70	74	43	0	81	66	63	75	80	43	85	69	82	35	72	82	82	63	94	98	96	100	101	82	96	95	96	100	105	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	3	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	3	2	1	3	3	1	1	2	1	5	1	1	2	1	5	2	2	3	1	1	1	1	1	1	2	1	1	4	4	3	3	2	1	6	1	2	1	3	3	3	2	2	3	2	1	2	2	1	3	1	1	2	2	1	2	5	1	2	1	4	1	2	3	5	2	1	1	1	1	4	2	3	4	3	3
3500	-775.057587318314745	-781.913075269274145	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.515081054935851	0	1	3	5	3	4	5	7	7	8	7	7	7	7	6	9	6	8	8	11	8	9	9	9	7	11	9	9	11	11	9	10	10	11	11	11	11	12	11	11	13	10	13	10	10	13	13	13	12	13	12	13	13	13	13	13	14	12	14	14	14	16	16	15	13	14	17	16	13	17	16	18	16	15	16	16	19	17	15	18	18	18	17	15	18	19	20	21	21	21	21	19	23	22	22	25	25	26	26	27	28	28	27	28	29	31	32	34	0	0	1	3	2	1	5	15	3	7	7	5	7	7	2	9	6	6	3	22	12	15	15	9	3	42	11	7	22	17	18	19	17	12	13	14	14	23	25	9	58	9	19	31	1	45	38	20	26	45	40	44	28	18	30	27	32	16	55	0	9	34	43	12	18	58	57	57	40	24	10	68	28	48	39	32	24	50	32	32	53	63	0	43	67	56	58	80	92	38	77	67	89	92	65	93	86	94	88	89	96	97	77	98	104	82	102	104	1	1	2	1	1	2	2	1	2	2	1	2	1	1	2	1	1	2	3	1	1	1	1	1	2	1	1	2	2	2	1	2	2	2	2	2	2	3	4	1	1	2	3	1	4	1	1	1	1	1	1	2	1	2	1	1	2	1	1	1	3	3	2	4	2	1	2	1	1	4	4	2	2	1	3	4	8	2	2	3	3	1	1	1	1	2	4	2	1	4	1	1	1	1	6	1	2	2	2	4	2	1	4	1	1	7	2	2
4000	-734.890520448151506	-741.746008399110906	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.605882566007464	0	3	2	2	4	4	4	5	5	8	5	6	6	7	7	9	7	9	8	10	7	9	9	10	9	11	9	8	10	10	9	10	10	10	11	10	11	12	12	10	13	10	12	11	10	9	12	12	12	12	12	12	13	14	13	14	13	14	15	15	14	14	15	13	13	16	17	16	17	14	15	18	15	15	18	16	17	14	16	18	18	19	18	17	18	20	19	22	20	20	22	23	22	20	22	25	24	26	25	27	28	28	27	28	29	28	33	32	0	0	1	1	4	3	2	2	6	7	7	7	7	8	8	15	9	9	5	27	7	8	8	27	1	25	12	12	22	25	9	19	25	15	28	23	8	34	4	6	9	18	9	25	28	13	22	36	42	32	40	40	35	38	30	47	32	24	55	0	43	35	39	39	44	49	40	39	60	50	33	32	53	64	31	57	25	52	70	77	69	55	0	37	73	65	24	80	82	49	66	89	38	75	41	92	82	75	75	43	97	99	88	92	99	82	105	105	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	2	1	2	2	2	1	5	1	1	1	1	1	2	1	1	2	2	1	3	1	6	2	3	1	4	1	1	2	1	1	1	1	1	1	1	1	2	1	2	2	1	1	1	2	1	1	1	2	3	1	1	1	2	3	1	1	4	2	3	1	1	1	1	3	1	2	2	3	6	2	1	4	2	2	4	1	5	1	2	4	3	9	1	2	2	2	1	4	2	1
4500	-742.849809455829700	-749.705297406789100	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.541598675438466	0	2	3	4	4	4	5	6	6	7	7	6	6	6	8	8	5	7	7	11	7	9	9	9	7	9	9	8	11	10	9	11	10	11	11	10	10	8	10	11	14	10	12	10	10	12	13	11	12	11	13	12	13	11	13	15	12	13	14	14	12	16	16	14	15	15	17	14	17	15	15	19	15	14	17	16	18	18	14	18	18	18	18	19	19	19	19	21	22	21	22	22	23	21	20	26	25	26	25	27	27	27	28	29	28	32	32	32	0	0	1	3	2	3	2	2	4	7	5	7	7	5	14	4	6	9	4	26	7	14	5	11	9	4	28	12	8	17	18	3	22	15	28	4	8	8	25	25	26	22	30	31	16	7	34	4	18	19	49	40	54	24	30	47	50	26	43	0	29	27	30	54	28	26	66	32	58	32	35	24	48	14	63	44	66	70	32	9	51	43	0	69	62	63	82	80	82	52	80	82	90	69	82	94	92	87	89	82	97	97	83	95	98	100	96	105	1	1	1	1	1	1	2	2	1	1	2	1	1	2	1	2	1	1	1	1	1	3	1	1	1	2	1	1	3	1	1	5	1	1	2	2	2	1	1	2	3	1	1	1	1	3	1	5	2	2	1	1	1	1	1	1	1	2	1	1	1	4	3	1	3	3	1	1	3	2	2	5	2	3	1	3	1	1	1	5	2	3	1	1	1	1	1	1	2	5	2	2	1	4	1	4	1	3	1	4	1	2	3	5	1	3	3	2
