step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	Tinf_99	Tinf_100	Tinf_101	Tinf_102	Tinf_103	Tinf_104	Tinf_105	Tinf_106	Tinf_107	Tinf_108	Tinf_109	Tinf_110	Tinf_111	Tinf_112	Tinf_113	Tinf_114	Tinf_115	Tinf_116	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	alpha_99	alpha_100	alpha_101	alpha_102	alpha_103	alpha_104	alpha_105	alpha_106	alpha_107	alpha_108	alpha_109	alpha_110	alpha_111	alpha_112	alpha_113	alpha_114	alpha_115	alpha_116	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98	kappa_99	kappa_100	kappa_101	kappa_102	kappa_103	kappa_104	kappa_105	kappa_106	kappa_107	kappa_108	kappa_109	kappa_110	kappa_111	kappa_112	kappa_113	kappa_114	kappa_115	kappa_116
22000	-1239.327065033928875	-1237.663431700619412	-1.663633333309495	0.000564193838134	0.000121527679091	0.215400578448132	0.315492538325097	-1	1	2	4	3	5	6	5	7	10	11	10	12	13	16	14	17	14	16	18	19	21	18	19	21	20	20	22	21	23	23	22	23	23	23	23	22	24	22	23	26	24	26	25	24	25	27	27	28	26	27	27	26	28	28	29	30	28	28	28	31	29	28	29	31	27	30	29	31	30	32	31	35	33	32	31	33	32	31	31	35	32	34	31	30	35	33	37	35	36	35	34	35	36	36	36	38	36	36	37	38	37	36	38	39	41	41	41	42	42	43	44	45	44	48	49	0	1	0	2	3	5	1	1	5	7	1	2	4	4	14	4	10	10	18	18	18	10	18	4	10	23	19	18	14	32	20	23	32	14	16	19	21	16	26	29	36	20	27	15	28	45	37	44	35	7	20	27	23	35	36	49	50	37	17	52	59	58	32	23	43	20	40	60	32	45	66	40	57	55	85	40	35	46	48	0	65	60	78	51	41	33	58	0	65	0	76	78	45	49	50	41	73	32	0	76	21	79	67	74	50	94	51	105	0	65	105	65	78	70	101	64	1	1	1	2	1	1	4	3	3	2	4	6	4	3	3	4	4	2	1	2	3	5	1	9	4	1	2	4	3	1	3	2	1	5	4	3	2	5	1	1	2	3	2	4	1	1	2	1	2	6	6	3	5	3	2	1	2	3	5	1	1	1	3	6	3	5	3	1	4	3	3	4	3	2	1	4	6	2	2	1	1	2	1	3	2	4	2	1	2	1	3	1	5	4	7	3	3	8	1	3	10	4	5	1	6	2	6	2	1	6	3	7	6	8	4	10
22500	-1176.592998610820132	-1174.984306502148456	-1.608692108671712	0.000504495488823	0.000119219523658	0.236314350274599	0.326110311687989	0	1	3	4	4	5	5	7	7	9	10	10	11	12	15	14	17	16	15	18	19	21	19	19	18	21	20	22	22	21	23	22	23	22	22	21	23	25	23	24	26	24	25	24	24	26	27	29	28	25	27	28	25	27	28	30	30	27	28	29	30	27	28	28	31	29	31	29	31	27	30	32	34	33	32	32	33	33	30	32	34	34	33	33	33	33	34	36	34	34	37	36	34	37	36	35	36	39	36	38	37	39	38	39	38	41	40	42	42	42	44	45	45	44	48	47	0	1	0	2	3	5	2	2	3	4	7	4	8	10	11	14	13	14	11	13	14	14	10	12	15	24	25	12	17	18	24	13	18	17	10	15	11	29	26	24	30	29	42	8	26	24	15	18	53	19	19	17	24	18	17	53	49	12	35	39	20	34	26	26	66	40	61	53	48	30	31	57	67	33	54	66	35	54	41	0	50	66	72	46	75	61	72	0	85	0	61	65	53	52	33	35	60	91	0	64	82	95	66	61	54	104	66	64	0	48	105	48	28	95	44	51	1	1	1	1	1	1	3	3	1	2	3	2	3	2	2	1	2	3	2	3	5	6	5	3	2	1	1	6	3	3	3	6	3	2	5	2	6	2	2	2	4	1	1	8	1	4	6	6	1	5	7	5	2	5	7	3	1	7	3	4	6	2	3	5	1	2	1	2	2	4	4	1	2	5	3	1	5	2	1	1	5	3	1	3	1	2	1	1	1	1	5	2	3	4	5	6	3	1	1	4	2	2	6	4	4	1	6	6	1	7	3	8	10	3	10	8
23000	-1164.678846096122015	-1163.067964655907645	-1.610881440214386	0.000407569615843	0.000095941730475	0.235399614558981	0.286200098755490	0	3	2	5	4	5	5	6	6	9	11	10	12	11	15	14	17	17	18	19	19	20	20	18	21	20	21	21	22	22	23	23	23	22	24	22	23	24	22	24	26	24	26	24	25	27	26	27	29	26	26	28	27	25	29	29	30	26	29	30	31	28	27	28	31	30	31	29	30	29	30	30	33	31	31	31	33	33	31	32	34	33	33	34	32	34	34	36	34	36	36	36	36	36	36	36	38	37	36	39	37	37	37	38	38	40	41	40	42	43	43	45	45	43	47	49	0	1	0	1	3	3	1	2	3	4	8	8	8	8	8	10	8	11	14	16	10	10	16	4	11	20	13	20	4	12	27	14	14	20	20	23	27	19	13	26	35	36	28	18	27	13	13	58	53	44	21	16	44	18	25	32	40	21	25	54	47	43	47	35	64	45	63	52	20	58	40	27	75	49	57	49	74	65	55	0	65	55	56	39	63	72	40	0	29	0	56	54	39	65	74	23	79	66	0	77	89	75	66	94	52	101	86	89	0	92	95	55	70	95	17	29	1	2	1	3	1	1	1	1	2	2	3	2	3	3	4	3	7	3	3	3	3	7	4	6	5	1	5	1	8	8	1	6	6	2	3	1	1	2	6	2	1	1	3	3	3	8	5	1	1	1	3	5	2	5	4	2	3	2	3	3	3	1	1	2	2	3	2	1	7	2	2	5	1	1	1	1	1	1	1	1	2	2	3	6	2	2	5	1	6	1	4	4	7	2	2	8	4	5	1	3	2	3	2	1	5	2	3	3	1	4	3	9	8	3	11	13
23500	-1167.453815536395041	-1165.813645975843883	-1.640169560551067	0.000510067590413	0.000114175441336	0.223843748321779	0.329723042108816	0	2	2	4	3	5	5	7	6	8	10	10	12	12	15	14	17	17	18	18	19	20	20	18	19	20	22	22	22	23	21	21	23	23	22	21	22	24	23	24	24	25	25	26	26	24	27	27	28	25	25	27	27	27	27	29	29	28	27	30	32	29	28	28	29	27	30	29	31	31	31	30	33	31	32	32	32	32	31	32	34	33	32	33	33	34	33	35	35	36	37	36	35	35	37	36	37	37	37	37	36	39	37	39	39	39	38	41	42	42	43	45	45	44	47	47	0	1	0	1	3	3	2	7	3	8	10	10	11	10	11	12	10	10	10	10	12	15	15	14	10	14	15	16	12	17	24	10	27	16	16	15	15	36	31	28	36	12	35	18	51	15	51	29	48	22	31	36	11	30	14	58	52	22	24	39	54	29	30	28	37	40	33	52	17	62	58	63	71	62	56	44	67	48	57	0	79	40	29	33	64	71	25	0	25	0	82	68	58	77	93	46	56	49	0	77	60	96	49	58	42	100	98	34	0	86	93	25	114	96	55	42	1	1	1	2	1	2	1	1	2	1	1	1	1	2	2	3	4	4	5	5	4	3	4	4	5	5	2	4	6	4	2	7	1	5	3	3	4	1	2	2	1	8	2	4	1	4	1	3	1	2	2	4	8	3	11	1	1	3	4	3	3	4	4	4	6	2	4	1	5	1	2	1	1	2	2	3	1	4	1	1	2	5	5	5	3	3	7	1	10	1	2	4	4	1	1	6	4	4	1	2	2	2	5	6	8	1	1	8	1	5	5	9	1	4	13	10
24000	-1187.559787368247498	-1185.901930984605087	-1.657856383642449	0.000484900036191	0.000105426170902	0.217418360556077	0.278669285702380	0	3	2	4	4	4	5	6	6	9	11	10	11	11	15	14	17	17	16	19	18	20	20	19	20	21	23	22	22	23	22	22	23	21	24	23	24	24	24	24	24	23	25	24	24	26	26	27	28	25	27	27	26	26	28	29	30	28	28	29	28	30	27	27	28	28	28	30	30	31	30	31	34	32	31	32	32	33	31	32	35	32	34	33	31	34	34	36	35	36	35	36	35	34	36	35	38	38	35	38	37	38	38	38	38	41	39	41	42	41	42	46	46	43	48	47	0	1	0	1	3	3	1	1	6	2	8	1	7	4	11	13	2	8	10	4	11	13	8	15	10	15	13	11	8	15	14	15	32	10	32	11	8	14	21	22	30	31	31	8	26	41	26	26	47	24	26	50	15	26	28	58	55	47	36	64	44	59	33	54	41	41	17	30	59	54	56	65	71	48	28	54	65	38	55	0	56	49	79	31	65	26	72	0	54	0	55	78	75	28	36	78	36	66	0	70	66	56	55	25	70	84	74	25	0	70	105	34	107	70	27	27	1	2	1	2	1	1	2	3	1	2	3	5	4	3	2	1	6	6	4	7	3	3	7	2	4	2	6	4	7	4	5	2	1	6	2	6	6	7	3	2	1	1	1	8	1	1	3	3	1	3	2	2	6	3	3	1	1	1	2	1	1	2	2	1	2	2	4	4	2	3	1	2	3	3	4	3	3	4	2	1	4	1	1	6	1	8	2	1	3	1	3	2	3	6	7	1	7	5	1	4	4	5	5	9	4	3	4	9	1	4	2	12	3	6	14	11
24500	-1239.182889513244390	-1237.531913858765392	-1.650975654479076	0.000513640857285	0.000112935520994	0.219872542054791	0.353036284975423	1	2	2	5	3	5	5	7	7	8	10	10	12	13	15	14	18	16	18	17	18	19	20	19	20	21	23	21	23	23	21	22	24	22	24	24	22	25	24	24	26	24	26	25	27	26	24	29	28	24	26	26	26	27	28	30	29	26	28	28	31	28	27	28	29	28	30	27	30	30	31	30	34	32	31	31	33	33	31	31	34	33	32	33	32	35	33	36	34	35	36	36	35	35	36	34	38	37	37	38	36	40	38	37	38	40	38	40	43	43	44	46	44	44	46	49	0	1	0	1	3	3	1	7	6	4	7	2	8	8	4	13	16	4	10	16	16	11	7	11	24	24	24	20	13	24	25	26	4	13	24	10	15	11	15	22	35	34	35	21	31	25	22	44	28	11	34	39	24	42	38	49	26	10	32	39	46	47	27	42	59	37	59	27	37	59	53	36	74	26	21	63	72	49	22	0	63	26	63	34	26	69	56	0	50	0	69	86	71	41	35	14	87	78	0	64	59	100	83	39	89	82	66	50	0	86	100	89	77	107	36	58	1	1	1	2	1	1	3	2	1	2	3	3	3	3	4	1	3	5	4	1	2	4	7	3	1	1	2	2	5	2	1	1	9	4	3	7	4	6	4	3	1	2	1	3	3	2	2	1	3	7	4	1	4	2	2	1	3	8	4	2	2	2	2	2	1	4	2	1	4	1	3	4	1	5	8	2	2	2	5	1	4	5	5	4	7	3	1	1	5	1	3	1	3	7	7	9	2	1	1	5	3	1	3	5	2	3	5	8	1	3	4	7	6	2	9	8
25000	-1122.657526525100820	-1121.117035331486932	-1.540491193613911	0.000514367196629	0.000138538453083	0.269337652149306	0.421083029146058	0	2	1	4	3	4	5	6	5	10	10	10	11	12	15	14	17	16	18	19	18	21	21	19	20	21	22	22	22	23	22	22	24	23	25	23	23	25	23	22	26	24	25	25	27	27	27	29	28	27	24	27	26	27	27	29	30	28	28	28	31	30	27	27	30	30	29	30	29	30	31	31	35	30	31	32	31	31	31	32	34	33	34	33	31	33	33	36	34	36	36	35	36	36	37	37	38	36	35	38	37	36	38	39	38	41	39	41	43	42	40	44	46	44	47	47	0	1	0	1	3	5	1	1	3	7	4	7	7	12	13	4	15	14	17	17	12	25	20	17	17	18	12	20	20	20	24	24	14	26	20	12	10	14	32	26	36	29	30	28	39	23	18	53	35	13	32	43	34	36	35	35	31	40	32	34	38	58	26	38	11	19	45	26	46	41	48	48	67	36	8	64	45	41	56	0	46	70	38	21	22	79	71	0	61	0	71	78	89	50	86	98	50	82	0	83	70	56	41	55	89	93	103	89	0	81	68	57	60	58	75	75	1	2	1	2	1	1	2	3	2	3	3	2	3	2	2	5	1	2	1	1	3	1	1	1	1	2	7	1	1	2	1	1	7	1	2	5	7	6	1	1	2	1	1	1	2	3	4	1	1	8	1	1	2	2	1	2	4	4	3	4	3	1	2	1	9	7	1	5	1	2	1	1	3	5	16	2	2	4	2	1	3	2	5	8	6	1	1	1	2	1	3	1	1	4	2	1	4	1	1	2	3	4	5	7	2	2	1	3	1	4	4	8	8	5	9	7
25500	-1174.527633470707542	-1172.875127930611825	-1.652505540095644	0.000579055867372	0.000126999681890	0.219321984365059	0.291425606711608	1	2	2	5	4	4	5	6	6	10	10	11	10	11	15	14	18	17	16	15	18	20	21	19	21	21	22	22	21	24	22	22	23	22	25	23	24	25	25	22	26	24	25	25	27	25	27	29	28	26	25	27	26	27	29	28	29	26	29	29	30	27	28	28	30	29	31	30	31	31	32	31	32	31	32	32	31	33	31	32	35	33	34	33	32	34	35	34	32	37	36	36	35	36	35	36	37	38	36	38	37	39	38	35	38	41	40	41	41	43	43	44	45	44	48	49	0	1	0	2	3	3	2	2	3	7	8	4	4	1	10	11	8	16	16	16	8	16	16	20	11	24	20	15	4	10	22	18	19	11	28	20	28	18	37	26	38	32	18	32	22	30	31	26	45	32	28	27	22	43	26	46	32	28	39	33	39	27	26	58	28	26	63	49	47	53	66	40	40	45	43	52	60	33	33	0	57	41	63	45	22	27	78	0	28	0	32	46	53	61	82	76	70	56	0	79	104	83	75	30	77	79	92	96	0	105	74	105	94	107	89	86	1	1	1	2	1	1	2	1	2	2	2	5	3	5	1	2	6	2	1	1	5	2	5	2	6	1	4	3	6	6	1	2	3	6	2	5	1	4	1	1	1	1	4	2	3	1	3	7	1	3	1	3	2	1	2	2	2	1	2	3	3	2	3	1	6	4	2	1	1	3	2	7	7	2	3	3	2	4	4	1	3	4	3	4	5	9	1	1	7	1	7	5	4	4	1	3	3	7	1	3	1	4	3	6	3	5	2	3	1	3	5	4	6	3	10	8
26000	-1130.206949461184195	-1128.520037125548470	-1.686912335635641	0.000479801692801	0.000099625403887	0.207638708621272	0.356449669672587	0	1	0	4	2	3	5	6	6	9	9	11	10	12	16	15	17	17	18	18	18	20	21	18	20	21	20	19	23	24	21	23	22	23	24	24	23	24	24	23	27	22	24	25	25	27	24	27	28	26	27	27	26	28	28	30	29	28	29	28	30	29	28	28	31	29	30	29	31	29	30	31	33	31	31	32	31	31	31	32	35	33	34	34	32	34	34	36	34	36	36	37	36	37	35	37	37	38	37	35	36	38	38	38	39	40	40	41	43	42	42	45	45	45	46	47	0	1	0	2	3	3	1	1	5	7	7	11	8	8	11	12	16	8	8	16	14	16	20	14	11	24	20	20	12	8	10	24	22	20	27	17	23	42	24	24	43	20	20	22	26	26	18	33	43	22	53	10	33	46	40	49	41	43	19	53	43	17	45	26	57	10	68	26	55	26	55	15	78	41	49	39	41	34	67	0	56	65	79	41	58	49	75	0	34	0	34	74	63	76	64	30	95	52	0	76	77	83	77	70	76	21	91	91	0	98	85	111	100	78	66	72	1	1	1	2	1	3	3	3	4	3	2	1	2	2	4	2	1	5	5	2	3	2	2	3	4	1	1	1	7	8	6	5	1	2	1	3	1	1	3	2	2	2	3	2	2	4	4	3	2	4	1	7	2	1	4	2	2	2	5	1	2	6	1	4	1	11	1	4	2	4	1	10	1	2	1	4	2	5	1	1	3	2	2	4	3	3	2	1	5	1	9	3	4	2	5	8	1	5	1	1	2	2	3	4	4	10	3	3	1	2	3	1	5	6	9	6
26500	-1195.497961845376267	-1193.866936180859057	-1.631025664517216	0.000494137878170	0.000112328397668	0.227321973543016	0.369635971226606	0	3	1	5	3	4	6	6	6	9	11	10	12	11	15	13	18	17	17	18	18	20	20	20	20	21	20	20	23	23	23	22	21	22	23	23	23	24	25	23	26	23	25	24	25	26	26	28	28	25	26	27	27	27	29	29	29	27	28	30	32	29	28	28	29	27	31	29	31	30	31	31	34	33	31	33	33	32	30	32	34	32	33	34	32	33	33	36	34	37	36	36	36	35	36	35	37	38	36	39	36	40	39	39	38	41	40	40	42	42	43	46	42	45	46	48	0	1	0	2	3	3	2	2	5	7	7	8	12	8	11	11	8	15	4	16	12	13	4	15	14	14	11	12	25	12	22	7	24	13	27	15	22	29	35	12	35	18	29	40	35	33	21	24	45	22	31	12	29	22	22	45	52	45	51	68	70	18	41	53	51	27	57	64	55	22	52	24	79	63	66	58	58	63	47	0	83	56	70	70	47	66	71	0	24	0	32	84	65	60	96	78	82	46	0	86	86	78	52	95	77	94	95	78	0	105	72	114	91	86	52	52	1	2	1	2	1	2	2	1	1	2	3	2	2	3	1	1	5	2	7	3	5	4	6	4	4	6	4	6	2	7	1	6	1	6	2	3	1	1	1	7	2	3	1	1	2	3	4	4	2	2	2	7	2	3	4	2	1	1	1	1	1	6	1	1	2	2	1	1	1	4	3	6	1	3	2	4	4	3	2	1	1	2	2	3	4	3	1	1	7	1	7	2	3	3	1	1	2	5	1	4	2	3	6	2	2	4	2	3	1	2	6	1	3	3	8	8
27000	-1144.018385613888995	-1142.373788210248904	-1.644597403640152	0.000488382219818	0.000108517936153	0.222198785600876	0.322189368191272	1	2	1	4	3	4	5	7	7	10	10	11	10	12	15	14	17	16	18	18	19	18	19	18	21	21	22	21	20	23	22	23	23	22	24	23	23	23	24	24	26	23	25	24	26	26	26	29	26	23	27	28	26	26	29	29	29	27	27	28	31	30	27	27	30	27	31	29	29	28	28	31	35	33	31	31	33	31	30	32	34	33	35	33	32	34	34	37	35	36	36	35	36	37	36	36	37	37	36	38	37	38	39	39	37	41	40	41	43	42	44	45	46	44	46	49	0	1	0	2	3	3	2	1	3	2	7	4	8	11	13	4	4	13	11	13	13	8	8	8	18	24	25	14	18	18	24	16	26	16	42	11	18	25	31	32	24	18	32	23	24	39	31	53	39	25	30	11	26	39	46	26	33	18	53	25	41	64	49	26	49	21	55	42	41	47	36	46	33	66	57	48	53	49	16	0	82	30	81	29	47	60	34	0	85	0	67	86	65	85	72	87	72	63	0	82	86	64	95	73	12	101	86	104	0	103	84	104	103	45	52	105	1	1	1	1	1	2	2	4	3	4	4	4	2	2	4	4	6	2	4	6	5	6	4	4	2	1	1	5	4	3	2	4	1	5	1	6	2	1	1	1	5	4	1	3	5	1	4	2	1	1	2	9	3	2	2	5	2	6	1	2	3	1	1	3	2	3	2	2	1	1	2	2	6	3	1	1	3	3	8	1	1	4	1	7	2	3	4	1	2	1	3	1	3	2	3	1	2	5	1	2	1	5	1	2	16	2	4	1	1	2	6	2	4	10	7	7
27500	-1146.263541229006023	-1144.699441690713229	-1.564099538292696	0.000553493124429	0.000142130863224	0.256788850575883	0.334890177618692	0	2	1	5	3	3	4	7	7	10	10	11	12	13	16	14	17	17	18	18	18	20	20	20	19	21	22	20	22	23	22	23	23	23	23	22	24	24	24	24	26	25	26	25	26	25	26	28	28	26	25	27	26	27	27	29	29	27	28	29	31	29	29	28	31	30	30	29	30	31	31	31	34	33	32	33	32	32	31	31	34	33	33	33	33	34	34	36	33	35	35	36	35	35	36	35	37	38	35	37	37	40	38	38	38	39	38	42	43	43	43	45	44	44	46	49	0	1	0	1	3	3	2	1	3	2	7	4	11	13	14	14	15	14	17	16	14	13	4	17	14	19	17	8	24	25	26	18	4	18	17	17	26	11	31	25	39	12	29	20	27	17	35	19	36	35	28	46	20	44	27	44	27	36	39	44	63	34	25	55	34	51	68	45	48	44	34	63	55	40	55	44	41	41	42	0	56	56	67	38	42	25	51	0	79	0	34	64	53	66	76	78	49	56	0	71	53	42	92	77	40	53	66	48	0	94	85	102	92	86	105	105	1	1	1	2	1	2	1	3	4	4	3	3	1	1	2	1	1	2	1	2	3	3	7	1	2	2	3	6	1	2	1	4	9	2	3	3	1	6	1	3	1	6	2	3	2	4	2	5	3	1	3	1	3	2	3	3	4	3	2	1	1	3	3	1	6	3	1	2	1	2	4	1	3	4	2	3	3	3	3	1	2	2	2	6	4	5	5	1	1	1	6	4	5	3	2	1	4	3	1	2	5	5	1	3	8	6	4	6	1	4	5	3	4	4	4	7
28000	-1175.131648220729858	-1173.509176458652746	-1.622471762077144	0.000558765162584	0.000128895712972	0.230679579908202	0.413337749903623	0	2	2	4	4	4	6	6	7	9	10	9	11	12	15	14	16	18	17	18	18	20	20	19	18	20	22	22	23	24	20	23	23	22	23	22	21	23	24	24	26	25	25	25	26	25	27	28	28	25	27	28	26	27	29	28	28	26	27	27	31	29	28	27	30	29	30	28	31	30	29	30	34	33	32	32	33	30	29	32	34	32	34	33	33	35	33	35	34	35	35	37	36	35	36	36	37	38	37	38	36	39	39	39	39	40	38	40	42	42	44	45	44	43	45	48	0	1	0	2	3	3	4	2	6	2	2	8	12	7	4	13	4	12	16	8	13	7	25	16	19	20	23	23	16	28	24	26	20	26	11	8	18	24	34	35	32	19	28	35	37	39	39	53	54	35	39	28	35	42	21	53	40	23	39	34	51	29	34	34	40	26	52	60	42	71	40	20	63	69	65	78	82	29	48	0	79	53	79	60	71	74	58	0	49	0	65	26	89	72	70	82	79	71	0	70	94	95	65	85	72	42	85	29	0	101	94	55	93	104	92	92	1	1	1	1	2	1	1	2	1	5	3	2	2	3	5	1	7	5	1	4	4	6	1	3	1	1	1	1	4	1	1	1	2	1	3	9	1	1	1	1	1	5	2	1	2	1	1	1	1	1	1	3	1	1	5	2	1	3	1	3	2	2	3	2	2	4	2	1	4	1	4	5	3	1	2	1	1	3	1	1	2	3	2	2	2	2	3	1	3	1	2	7	1	3	3	2	3	6	1	4	1	2	5	2	4	7	2	8	1	4	5	8	3	2	3	7
28500	-1140.297797254763509	-1138.685370056712372	-1.612427198051031	0.000540544627272	0.000126897340675	0.234758305370334	0.294911130251784	-2	1	2	4	4	3	6	6	6	9	8	10	11	12	15	14	17	17	17	17	19	21	20	19	21	22	21	21	22	22	22	21	23	21	24	23	24	24	24	24	26	25	25	25	26	27	26	28	27	26	26	27	26	26	29	29	30	26	26	29	31	28	28	27	29	29	29	29	31	29	31	32	34	33	31	33	33	31	31	33	34	34	35	31	32	34	34	37	34	37	35	36	36	36	36	36	37	39	33	38	37	38	38	38	38	40	40	42	42	42	44	46	44	45	45	46	0	1	0	1	3	3	4	4	6	7	4	8	8	7	16	10	16	16	16	4	18	21	21	18	11	18	21	19	24	24	11	18	23	18	21	21	23	24	30	29	28	14	30	26	14	37	35	41	23	26	32	43	13	17	16	33	28	23	39	41	39	51	35	23	40	48	33	41	65	19	34	63	85	67	41	66	67	40	46	0	84	67	76	65	54	67	49	0	65	0	70	60	89	89	46	58	82	31	0	76	82	65	49	49	74	93	76	78	0	87	31	55	101	86	42	42	1	1	1	2	1	1	2	1	2	2	2	2	2	4	1	2	3	1	2	6	1	1	1	1	9	3	1	2	2	2	6	1	1	2	3	2	2	2	1	2	2	8	1	1	8	3	1	2	3	2	2	1	10	4	8	2	5	3	1	2	3	2	2	3	3	1	3	1	2	4	5	2	1	2	2	3	2	3	2	1	2	4	1	1	3	3	4	1	3	1	3	3	2	1	4	4	2	8	1	2	2	4	5	6	2	2	5	5	1	4	10	11	4	7	4	6
29000	-1288.471544806090151	-1286.844422900200698	-1.627121905889535	0.000536786900557	0.000122839116373	0.228841494167673	0.344822817213521	0	2	2	5	4	5	4	6	6	9	11	9	11	13	16	14	17	18	18	19	18	21	20	19	21	21	21	21	22	23	21	22	24	22	24	21	23	23	24	24	26	24	25	26	27	25	25	28	27	26	25	27	25	27	28	30	29	28	29	29	32	29	28	27	31	29	30	30	31	29	31	32	35	31	32	30	32	33	30	32	32	33	34	33	33	35	34	36	33	37	36	37	35	36	37	37	37	36	35	39	37	39	38	37	39	40	39	40	43	42	44	45	45	45	48	48	0	1	0	2	3	5	2	1	6	4	4	4	4	4	4	4	4	4	4	13	11	11	20	8	8	11	23	10	20	8	20	23	29	11	27	20	23	36	23	24	32	12	36	38	23	35	37	29	32	16	22	36	29	29	53	33	45	45	51	40	54	39	39	46	45	45	43	46	20	32	39	60	76	55	40	41	50	55	40	0	57	65	72	70	76	85	48	0	75	0	68	98	30	55	74	85	81	78	0	55	69	97	48	78	46	98	74	78	0	68	94	105	42	95	100	68	1	1	1	1	1	1	1	3	1	3	2	3	4	6	5	5	6	7	6	3	4	5	1	7	11	5	1	3	2	5	1	2	1	8	2	1	1	1	2	2	1	7	2	2	2	1	1	3	3	6	1	3	2	2	1	5	2	1	2	2	2	2	2	2	2	1	3	3	7	4	3	2	2	1	4	2	2	2	3	1	2	1	1	2	2	2	4	1	1	1	3	1	5	5	3	1	4	2	1	8	3	1	4	2	6	1	3	4	1	5	6	3	10	6	7	6
