step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77
10500	-489.339763410502826	-496.195251361462226	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.518305349542667	1	0	4	4	2	6	5	5	4	4	4	7	6	6	6	5	8	7	7	7	9	10	8	10	9	10	9	10	11	11	12	14	15	13	14	12	15	14	13	14	13	16	16	16	16	16	17	17	16	15	17	19	19	17	17	18	19	19	20	21	20	21	20	20	21	23	22	24	23	22	22	23	22	24	25	25	26	2	0	1	5	2	10	1	3	5	5	5	2	11	3	16	10	4	7	4	9	13	8	3	13	12	12	20	23	18	22	26	31	24	28	22	19	25	20	28	28	26	29	28	0	25	39	39	44	0	31	41	33	47	26	41	43	48	51	43	61	45	63	49	46	48	55	34	59	47	65	0	55	58	67	67	71	74	1	1	2	1	1	1	3	1	1	1	1	3	1	2	1	1	2	1	2	2	2	2	2	1	1	2	1	1	2	1	2	1	3	2	2	4	3	6	2	4	2	3	2	1	3	2	2	1	1	1	2	2	1	4	3	1	1	1	3	1	2	1	2	1	3	4	4	2	4	1	1	3	2	1	2	3	1
11000	-471.809684851409372	-478.665172802368772	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.487666351218779	2	1	3	4	3	6	5	5	5	6	5	6	7	6	7	5	8	7	7	9	9	9	7	8	9	12	10	9	11	11	11	14	15	12	13	12	15	13	13	14	14	16	15	14	15	16	17	17	16	17	17	19	20	16	18	19	18	19	20	21	20	21	20	20	20	21	22	23	23	21	21	22	22	21	27	26	25	2	0	1	2	2	11	1	3	5	16	5	5	6	8	16	5	7	7	1	19	13	3	3	13	12	31	20	23	19	23	15	26	21	28	22	25	36	27	23	39	6	18	28	0	21	28	46	44	0	54	31	24	46	26	51	46	48	54	39	52	45	63	49	46	57	58	47	59	64	57	0	41	51	56	59	71	74	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	2	1	2	1	1	2	2	1	2	1	1	1	2	1	1	1	2	2	2	1	2	2	4	1	3	4	2	1	3	2	1	2	1	1	3	5	2	2	1	2	1	2	5	1	3	1	2	1	2	2	3	1	1	1	1	6	2	2	3	2	2
11500	-458.216235158697941	-465.071723109657341	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.668142948606269	1	0	2	5	2	4	5	5	4	6	5	7	6	6	7	4	8	6	7	6	10	7	6	10	10	11	10	9	11	10	12	14	14	13	13	11	15	12	15	15	15	16	14	15	16	16	17	17	15	18	17	19	20	16	18	16	19	18	20	21	19	21	19	21	21	21	22	23	24	23	23	22	22	23	26	25	26	2	0	1	2	2	5	1	1	5	16	6	11	6	3	16	5	7	7	11	9	13	8	8	13	19	25	20	14	17	14	26	31	6	28	30	12	36	27	28	43	15	29	28	0	24	28	43	44	0	54	41	45	39	31	26	43	48	51	39	45	24	63	49	47	57	41	46	53	47	65	0	58	66	64	59	71	74	1	1	1	2	1	1	2	2	1	1	1	2	1	3	2	1	2	1	1	1	2	1	1	2	1	1	2	1	2	2	1	1	5	2	2	2	2	1	3	1	4	2	2	1	2	2	1	1	1	2	1	2	2	2	3	1	2	1	2	2	6	1	2	2	1	2	2	1	2	1	1	2	1	1	3	1	1
12000	-454.019208457433592	-460.874696408392992	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.670933362044035	2	0	4	5	2	6	5	6	4	6	4	6	6	6	5	5	8	6	7	7	9	9	8	8	9	10	10	10	11	11	12	13	16	13	12	13	16	13	12	15	14	16	16	15	16	17	17	17	15	18	17	18	20	17	17	18	18	17	21	20	20	21	20	21	19	21	21	23	24	22	22	23	22	23	25	25	25	2	0	1	2	2	5	1	3	5	16	5	11	11	3	5	5	7	7	5	9	24	14	14	13	12	13	20	23	17	14	26	31	24	28	30	15	41	20	23	34	12	29	39	0	21	28	34	44	0	55	31	45	46	26	26	43	48	26	46	52	33	63	49	47	57	58	43	59	64	65	0	55	58	67	59	71	67	1	1	2	2	1	2	1	1	1	1	1	1	2	1	2	2	2	1	2	1	1	2	1	1	1	2	2	1	2	2	1	1	3	2	1	5	1	2	2	1	3	2	2	1	4	2	2	1	1	1	3	2	2	3	3	1	1	4	2	1	3	1	2	2	1	2	2	1	1	1	1	3	3	2	2	1	1
12500	-450.526625089310642	-457.382113040270042	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.592035637000121	1	0	3	4	3	4	5	5	5	5	6	5	6	5	4	5	8	7	7	8	10	9	8	9	11	10	11	10	10	11	11	12	15	14	14	12	14	13	14	15	14	16	16	15	14	16	17	17	15	17	18	19	19	16	17	18	19	18	19	22	21	21	20	19	20	21	21	24	23	21	24	21	22	23	26	25	27	2	0	1	2	2	5	1	3	5	15	6	5	6	3	5	15	7	7	12	9	13	14	8	13	15	12	20	23	17	22	19	26	45	23	14	25	25	27	28	34	31	17	23	0	24	28	34	44	0	26	41	45	56	41	32	34	48	54	39	45	52	63	49	47	57	41	47	59	67	57	0	41	50	67	43	71	74	1	1	1	2	2	1	2	1	1	1	1	1	1	1	1	1	2	1	1	2	2	2	1	2	2	3	2	1	1	1	2	1	1	3	4	1	2	1	2	1	1	3	4	1	2	3	2	1	1	4	3	2	1	2	3	2	2	2	2	4	1	1	2	2	1	3	2	2	2	1	1	4	2	2	4	1	2
13000	-467.273760986645357	-474.129248937604757	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.574466370362124	2	0	4	4	3	5	6	5	4	6	3	6	6	6	7	5	8	4	7	7	10	10	7	8	9	12	10	10	12	11	10	12	15	13	14	14	15	12	15	15	15	16	15	15	14	16	18	17	16	18	16	20	18	15	17	18	18	17	19	18	20	20	20	20	20	21	21	24	23	22	23	22	23	23	26	25	28	2	0	1	2	2	5	18	3	11	16	2	5	11	3	16	11	7	1	6	11	24	14	14	13	6	19	20	23	7	14	5	31	21	28	22	19	36	20	28	34	32	29	28	0	31	28	46	44	0	41	26	60	34	26	41	46	48	51	39	24	33	49	49	28	57	55	47	64	47	65	0	50	66	67	39	71	74	1	1	1	2	1	1	1	1	1	1	2	2	2	2	1	1	2	1	1	2	1	2	1	1	2	3	1	1	3	3	3	1	2	2	3	3	1	2	3	1	2	2	2	1	3	2	1	1	1	1	2	1	2	1	1	2	1	1	2	5	2	2	2	5	1	2	1	2	2	2	1	2	1	1	5	2	3
13500	-479.342957285609145	-486.198445236568546	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.540567230553172	1	0	3	4	2	6	6	5	4	5	4	6	6	6	6	4	8	5	7	6	9	9	7	8	11	11	11	10	8	11	10	12	15	13	13	13	15	13	14	15	15	15	17	15	17	15	17	17	15	16	17	18	18	16	17	17	19	18	20	21	20	21	19	21	20	21	22	22	23	22	23	21	20	24	27	25	28	2	0	5	2	2	11	18	3	2	16	2	11	5	8	10	5	7	1	16	9	13	8	8	12	17	31	13	23	18	14	6	31	25	28	30	19	36	27	28	28	26	29	28	0	33	28	39	44	0	41	41	45	34	26	41	46	48	26	53	52	33	63	49	53	57	55	64	56	64	65	0	58	41	47	43	71	74	1	1	1	1	2	1	1	1	2	1	2	1	3	1	1	1	2	2	2	1	2	3	1	1	1	1	3	2	2	2	2	1	2	3	2	3	2	1	2	3	2	2	3	1	1	2	1	1	1	1	1	1	2	2	1	1	1	3	1	1	3	1	1	2	1	2	1	2	1	1	1	2	2	3	6	2	2
14000	-454.859659643756345	-461.715147594715745	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.514253999610989	1	0	4	4	3	6	6	5	4	5	3	6	6	6	6	4	8	4	7	8	8	9	8	9	9	12	11	10	12	11	11	14	15	13	12	12	16	14	13	14	14	16	17	15	16	16	17	18	16	17	16	19	19	17	18	18	20	18	20	21	20	21	20	21	20	22	22	23	23	22	23	22	22	23	26	25	26	2	0	1	11	2	11	18	3	11	16	1	2	11	8	10	11	7	1	2	12	13	14	12	21	10	31	20	23	7	3	19	31	21	28	8	19	36	20	28	39	26	29	34	0	21	34	46	44	0	26	41	45	46	26	41	46	48	31	46	61	24	63	49	47	48	55	46	53	47	65	0	31	51	64	46	71	67	1	1	1	1	2	1	1	1	1	1	1	4	2	1	1	1	2	2	3	1	1	2	1	1	2	1	2	1	3	3	2	2	5	2	3	2	2	3	2	1	1	2	2	1	4	1	1	2	1	2	1	2	2	3	2	1	1	3	1	1	4	1	1	2	1	1	3	1	3	1	1	5	2	1	7	1	1
14500	-479.006408717220154	-485.861896668179554	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.452298984280764	2	-1	3	4	2	6	5	5	4	3	5	6	6	6	6	5	9	7	6	7	10	9	7	10	10	11	10	9	11	12	12	14	15	13	13	12	15	13	13	15	13	15	16	14	16	15	17	17	14	16	16	19	19	18	15	18	18	17	19	22	20	20	19	19	19	23	21	24	22	23	23	22	20	23	26	26	26	2	0	1	2	2	4	4	3	5	5	10	11	5	3	16	10	7	7	1	9	13	14	8	13	11	11	20	23	18	25	26	26	25	28	22	4	26	20	28	34	12	29	39	0	24	28	34	44	0	26	32	24	43	55	25	43	44	31	34	52	21	63	49	47	48	73	64	46	47	65	0	55	55	67	59	71	67	2	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	2	1	2	1	2	2	1	2	4	2	2	1	2	1	1	2	3	2	3	5	3	2	2	2	4	2	2	1	2	3	1	2	1	2	1	3	2	1	3	1	2	2	3	1	4	1	2	1	1	1	1	5	3	2	1	3	2	2	5	2	2
15000	-454.429537992453163	-461.285025943412563	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.653124625985991	1	0	3	5	3	6	4	5	5	6	5	3	6	5	6	4	8	6	8	8	10	10	7	9	9	12	11	9	10	11	11	14	16	13	14	12	16	13	14	15	14	16	16	15	16	15	18	17	16	17	16	20	19	15	18	18	18	18	21	21	20	21	19	20	21	23	21	23	23	22	23	22	20	24	24	25	26	2	0	1	12	2	12	1	3	5	16	12	2	5	3	16	12	7	7	12	9	24	25	3	13	16	25	25	23	18	22	19	26	13	28	22	25	36	20	28	34	25	29	28	0	21	39	43	44	0	26	41	55	43	31	12	40	48	51	55	52	55	63	49	56	57	54	64	59	64	65	0	55	51	67	59	71	74	1	1	2	1	1	1	2	1	1	1	2	1	3	1	1	1	3	1	2	2	1	1	3	2	3	2	2	1	2	1	2	1	4	2	2	2	3	3	2	1	2	3	2	1	2	1	1	1	1	3	1	1	1	1	8	2	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	2	2	2	1	1	1
15500	-446.195987668336898	-453.051475619296298	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.638979552483381	2	0	3	4	2	6	5	5	4	3	3	4	6	5	7	4	8	7	6	7	9	9	8	9	11	11	10	9	11	9	12	14	15	13	13	14	16	13	13	14	14	17	16	16	16	16	17	18	16	17	17	18	19	17	15	18	20	17	20	20	20	20	19	20	21	21	21	24	23	23	24	22	23	24	26	26	28	2	0	5	2	2	5	11	3	11	5	1	2	12	11	16	11	7	7	2	9	13	14	3	13	10	19	20	23	18	14	25	31	21	28	30	25	36	27	28	39	31	29	34	0	21	28	39	44	0	31	55	45	34	41	31	34	48	55	53	52	45	63	49	56	57	55	53	59	47	57	0	55	50	67	56	71	74	1	1	1	2	1	2	1	2	1	1	1	2	1	1	2	1	2	1	2	2	2	2	2	2	4	2	2	1	2	2	1	1	2	2	3	2	1	1	2	1	1	3	2	1	3	3	2	1	1	2	1	1	2	1	2	3	2	1	1	1	2	1	1	1	1	3	1	2	3	2	1	4	2	2	3	1	2
16000	-445.510329529712976	-452.365817480672376	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.617220899408956	2	-1	4	5	2	5	4	6	4	4	4	6	6	7	7	5	9	7	8	9	10	9	7	10	9	11	10	9	11	11	12	13	15	14	13	13	15	11	14	14	14	16	14	15	16	17	17	17	16	18	18	18	18	15	17	18	19	16	20	19	21	20	19	20	21	21	21	24	23	22	21	20	22	22	26	25	28	2	0	1	11	2	11	1	5	5	5	5	6	11	3	16	10	18	7	12	9	13	14	3	13	12	19	20	23	18	3	26	26	21	28	8	12	36	27	28	28	26	29	28	0	21	28	34	44	0	54	58	33	43	41	31	39	48	41	39	33	52	63	49	46	57	51	46	59	47	65	0	55	41	47	68	71	74	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	2	2	1	2	3	1	1	1	1	2	4	1	1	1	2	3	2	1	1	2	2	2	2	2	1	3	3	2	1	1	1	2	1	2	1	3	2	1	1	3	2	1	1	2	1	1	2	1	2	4	1	1	1	4	3	1	2	2
16500	-461.774445322492795	-468.629933273452195	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.474182773520799	1	-1	4	5	3	7	5	5	5	3	5	6	7	7	6	5	9	7	7	9	9	9	8	10	10	11	9	10	11	11	10	13	15	13	13	13	16	13	15	14	14	16	17	15	16	14	17	17	16	18	17	19	19	17	16	19	19	19	21	20	20	21	19	20	21	22	21	23	23	21	23	22	23	24	26	26	27	2	0	1	2	1	5	10	3	1	1	5	16	10	3	5	10	18	7	5	9	6	6	1	13	12	19	9	23	18	8	19	31	13	28	30	10	41	27	28	28	19	18	28	0	21	28	39	44	0	41	41	45	43	26	41	39	48	51	34	21	52	63	49	47	57	55	64	59	67	57	0	31	54	67	59	71	74	2	1	1	3	1	2	1	1	2	2	1	1	3	1	1	1	1	1	2	3	1	1	4	2	1	3	2	1	2	3	2	1	5	2	2	4	1	2	2	2	4	4	2	1	4	2	1	1	1	2	1	2	1	2	1	3	1	1	3	4	1	1	1	2	1	3	1	2	1	1	1	6	3	1	2	1	2
17000	-431.609851463860764	-438.465339414820164	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.646300745780300	2	1	3	4	3	5	6	5	4	5	5	5	6	7	7	6	8	7	7	7	10	9	6	10	10	10	10	10	11	11	10	14	15	14	14	12	16	12	12	13	15	16	16	15	16	17	18	17	15	15	16	18	19	17	17	17	19	18	20	21	20	20	20	20	20	21	21	23	24	21	23	22	22	23	27	25	27	2	0	1	2	2	5	1	3	5	5	5	5	12	8	10	10	7	7	5	9	13	14	8	13	11	11	20	23	18	22	6	26	24	39	22	6	25	27	28	39	26	29	39	0	41	34	43	44	0	19	50	24	46	41	31	43	48	51	43	45	52	49	49	46	57	50	46	59	67	65	0	55	41	64	59	71	67	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	2	3	2	1	2	2	2	3	2	2	1	3	3	4	1	1	1	3	2	2	1	1	2	1	1	1	3	1	3	1	1	3	1	1	1	3	2	2	2	2	1	1	3	2	2	2	1	1	2	4	1	4	1	2
17500	-415.944059791851373	-422.799547742810773	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.545374021112943	1	0	3	4	2	6	5	6	5	4	5	6	6	7	5	6	8	6	8	7	9	9	8	9	10	12	9	10	11	11	10	14	14	14	13	12	14	13	14	15	15	17	14	15	17	17	18	17	16	18	18	19	18	17	17	18	19	19	20	22	20	20	20	20	21	22	20	24	23	22	23	22	22	24	26	25	27	2	0	1	5	2	5	1	3	5	5	5	5	11	3	10	15	18	7	12	9	13	3	3	13	10	31	20	23	17	8	19	26	21	28	30	25	36	27	28	28	26	17	28	0	33	28	43	44	0	55	55	45	43	41	32	43	48	41	46	45	33	49	49	47	57	55	47	59	47	65	0	55	58	67	46	71	74	1	1	1	1	1	2	2	2	2	1	2	2	1	2	1	1	2	1	1	1	2	3	2	2	3	1	1	1	1	2	1	1	3	2	1	1	1	2	2	3	2	4	2	1	1	3	2	1	1	1	1	1	2	2	1	2	1	2	1	3	3	2	2	1	1	3	2	2	4	1	1	3	1	2	5	1	2
18000	-443.928751763620937	-450.784239714580337	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.657095083074975	2	1	3	3	3	7	5	5	5	5	5	5	7	6	7	6	8	7	7	9	9	9	7	10	10	11	8	10	11	11	12	13	16	13	13	12	16	13	13	14	14	16	17	15	15	16	16	17	15	17	14	19	19	17	15	18	19	18	18	21	18	18	20	21	20	21	21	23	24	23	23	21	22	23	27	24	26	2	0	1	2	2	12	5	3	5	5	5	5	5	3	10	10	7	7	11	27	13	8	8	13	11	25	15	23	18	22	26	31	45	28	22	19	36	20	28	28	19	29	34	0	24	39	39	44	0	31	31	45	43	55	31	46	48	50	34	33	45	49	62	59	57	50	47	59	67	65	0	50	41	43	43	71	67	1	1	1	1	1	1	2	1	1	1	1	1	2	2	2	1	1	1	1	1	1	2	1	2	2	1	1	2	2	1	1	1	1	2	2	3	2	2	1	2	2	2	2	1	2	2	2	1	1	2	1	2	1	1	2	1	1	1	2	2	2	1	1	1	1	1	3	2	2	1	1	2	2	3	4	1	3
18500	-468.635661277943541	-475.491149228902941	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.616032986158041	2	0	4	5	3	6	5	5	5	6	5	4	7	7	7	5	9	7	6	9	8	9	7	9	7	11	8	9	9	11	12	14	15	12	12	12	15	11	13	14	15	14	15	16	15	16	16	17	15	17	17	19	19	17	18	16	19	18	19	20	21	19	20	20	20	20	22	24	23	21	24	21	22	24	26	25	26	2	0	2	1	2	5	1	3	5	5	12	1	10	8	16	5	7	7	11	27	13	14	8	10	5	25	9	23	18	22	24	31	24	28	22	25	36	20	28	34	26	18	28	0	21	39	39	44	0	31	26	33	46	41	32	43	48	54	46	52	52	49	62	56	48	55	64	43	47	65	0	41	66	67	59	71	67	2	1	1	1	1	2	2	1	1	2	1	1	1	2	2	1	2	1	1	1	1	1	1	2	1	3	2	1	2	2	2	1	3	2	2	3	1	2	2	1	2	3	4	1	2	2	1	1	1	2	3	2	1	1	3	1	1	1	2	1	1	2	1	2	1	1	1	4	3	1	1	3	2	1	3	1	2
19000	-471.490178007959400	-478.345665958918801	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.550102151135435	1	-1	3	4	2	4	5	4	4	6	5	6	6	6	7	4	8	7	7	9	9	9	7	9	9	11	8	9	12	10	11	13	13	13	13	13	15	13	15	15	14	14	14	15	14	16	18	17	16	17	17	18	17	18	18	18	19	18	20	21	19	19	21	20	21	21	21	24	23	23	23	20	22	23	26	26	27	2	0	1	5	2	5	1	3	5	16	5	5	11	8	16	5	7	7	1	27	13	14	3	15	6	12	9	23	18	22	11	31	24	23	30	11	36	20	28	34	31	18	23	0	21	34	43	44	0	32	41	45	43	41	50	53	48	32	56	52	45	49	62	47	48	41	34	59	64	65	0	58	26	64	68	71	74	1	1	1	1	2	1	2	1	1	1	1	2	1	1	2	1	2	1	2	1	2	2	3	1	2	2	1	2	3	1	3	2	2	3	2	3	1	2	3	1	2	2	4	1	2	2	3	1	1	1	2	3	2	2	1	1	1	3	1	1	3	2	2	1	2	5	4	3	2	1	1	1	6	1	1	2	2
19500	-443.493335934402523	-450.348823885361924	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.669440801570683	1	-1	3	3	3	6	5	5	5	5	4	7	6	7	7	6	8	6	8	9	9	9	8	10	9	11	8	9	11	10	11	13	15	14	13	12	15	12	13	13	14	16	17	15	16	16	17	17	16	17	17	20	20	18	17	17	19	17	20	22	21	20	18	20	20	20	20	22	23	23	23	21	21	24	25	25	27	2	0	1	2	1	5	1	3	5	11	2	6	11	3	10	10	7	7	6	27	13	3	11	13	12	12	9	14	18	22	19	26	21	28	30	11	36	20	28	28	31	29	46	0	13	39	34	44	0	31	31	33	43	50	41	39	48	26	34	52	33	63	49	47	57	54	47	59	53	65	0	55	66	67	59	71	64	1	1	1	1	1	1	2	1	1	1	3	1	1	2	1	1	2	1	1	1	2	3	2	2	1	1	2	1	3	1	1	1	2	3	2	5	2	1	2	2	2	2	1	1	7	2	2	1	1	3	3	2	2	1	2	2	1	2	3	1	3	1	1	2	1	1	1	1	1	1	1	2	1	2	2	2	4
20000	-463.196818238641981	-470.052306189601381	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.542312813545177	1	0	3	5	3	5	5	6	5	5	4	6	6	6	6	4	9	7	7	9	10	8	8	10	9	10	7	9	11	11	11	13	16	14	13	14	15	14	15	14	15	15	15	15	17	15	17	17	15	18	18	19	19	17	15	18	19	19	21	21	21	21	17	20	21	23	21	23	23	23	22	21	23	24	26	26	26	2	0	1	2	2	1	1	3	5	16	5	2	6	3	16	5	7	7	8	27	13	14	14	13	11	25	9	23	7	22	19	31	12	23	30	31	21	20	28	28	8	18	28	0	41	28	46	44	0	55	55	33	39	55	26	39	48	50	53	45	52	63	49	43	57	51	47	59	67	65	0	41	54	67	59	71	74	1	1	1	2	2	2	2	2	1	1	1	3	1	2	1	1	2	1	1	2	3	2	2	2	2	1	1	1	3	1	3	1	4	4	1	1	2	3	2	2	4	4	3	1	1	4	1	1	1	2	2	2	3	1	3	1	1	1	2	2	1	2	1	2	1	2	2	1	1	1	1	3	4	2	3	2	1
20500	-470.157635967440967	-477.013123918400368	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.454666216944121	1	0	3	4	3	7	5	5	4	5	5	6	6	7	6	4	8	6	8	7	9	9	7	9	10	11	10	9	11	11	12	13	14	14	13	13	15	14	14	14	14	16	17	15	16	15	18	17	16	17	18	19	19	16	17	18	19	19	20	20	20	21	18	21	21	22	22	23	23	23	21	22	23	20	26	25	27	2	0	1	2	2	11	1	3	5	16	5	5	11	3	16	5	18	7	12	9	13	3	3	13	6	19	9	23	7	14	25	26	24	28	3	6	25	27	28	28	31	35	34	0	33	28	39	44	0	26	41	45	28	41	19	39	48	54	46	45	45	63	49	47	57	26	74	53	46	65	0	55	50	47	59	71	67	1	1	1	3	2	1	2	1	1	1	1	2	1	2	2	1	2	1	1	2	2	3	2	2	2	2	4	1	3	2	2	1	2	3	5	3	5	2	2	3	1	1	1	1	1	3	2	1	1	3	2	1	4	1	4	1	1	1	3	2	2	2	1	2	2	5	1	1	5	2	1	3	5	1	3	2	3
21000	-441.568401129931260	-448.423889080890660	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.612878514434675	1	0	3	4	2	6	5	6	4	5	4	6	6	7	6	4	7	7	8	9	8	9	7	10	10	11	10	9	10	10	12	13	16	13	12	13	16	12	15	15	14	16	16	16	16	16	18	17	16	17	17	19	19	17	16	18	19	19	21	21	19	20	20	20	21	22	21	23	24	22	23	21	21	23	25	24	27	2	0	1	2	2	11	1	3	5	5	5	5	5	3	16	5	7	7	6	9	13	14	10	21	6	25	20	23	17	8	26	26	24	28	22	12	36	20	23	34	26	29	28	0	21	34	39	44	0	41	26	24	39	31	31	43	48	54	46	61	45	49	49	47	57	51	64	59	47	65	0	58	55	67	39	71	67	1	1	2	1	1	1	2	2	1	3	1	2	2	3	1	1	1	2	1	2	1	1	1	1	2	1	1	1	1	2	1	1	4	2	1	4	2	2	3	1	2	2	2	1	5	2	2	1	1	2	3	3	1	2	2	1	1	2	2	1	2	2	2	2	1	3	1	1	3	1	1	1	3	2	4	1	3
21500	-446.032690345590936	-452.888178296550336	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.577098408502488	1	0	3	4	2	4	4	5	5	6	5	7	5	5	7	5	8	7	8	8	9	9	7	10	9	11	10	10	12	12	12	13	15	13	11	12	15	12	14	15	14	16	16	15	17	16	17	17	15	18	16	19	19	17	17	17	18	18	20	21	20	21	20	18	20	22	21	23	23	23	23	23	22	22	25	26	26	2	0	1	2	2	5	1	3	6	16	2	5	5	3	16	6	18	7	12	9	13	8	14	13	15	19	20	23	17	22	25	26	24	28	22	25	36	27	28	34	31	29	28	0	21	39	46	44	0	31	31	25	43	41	31	39	48	41	43	52	24	63	49	46	57	50	64	59	67	65	0	55	58	67	68	71	74	1	1	1	2	1	1	2	1	1	1	3	2	1	2	2	1	1	2	1	1	2	1	1	2	1	2	1	1	2	2	1	1	2	2	1	1	2	2	2	1	1	1	3	1	4	1	1	1	1	3	3	6	2	2	2	1	1	2	2	1	3	1	2	2	1	2	1	1	1	2	1	4	2	1	2	2	2
