step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89
1	-934.019269224478307	-943.070112604929705	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.482861019962663	0	1	1	6	6	6	7	9	7	10	7	7	9	11	8	9	11	11	10	11	10	11	10	11	11	11	11	12	11	10	14	14	15	15	11	13	14	13	12	14	16	15	15	13	14	13	12	13	15	13	14	13	14	15	20	15	15	15	15	16	14	14	15	17	16	19	16	17	15	16	18	24	23	17	17	17	17	17	18	18	19	18	20	19	25	22	19	22	22	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
500	-275.842245104370988	-284.893088484822329	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.997645388740983	-2	1	2	6	7	6	4	10	6	9	8	7	9	11	9	10	11	12	11	12	11	10	10	12	6	9	12	12	10	6	15	14	15	13	12	13	14	12	13	13	16	15	15	14	15	11	13	12	14	10	13	12	14	16	20	12	15	13	11	16	15	13	13	16	12	18	16	17	15	17	19	23	24	12	16	17	15	15	18	19	18	15	21	18	26	21	17	22	22	0	1	2	3	9	7	3	13	7	5	5	9	25	10	9	10	4	23	22	50	10	4	15	15	7	30	11	13	10	7	36	38	40	15	19	28	39	21	24	14	77	19	39	58	36	23	17	23	36	15	8	46	58	69	54	23	28	8	29	53	59	24	27	53	25	49	51	42	21	57	41	75	83	8	24	32	32	52	63	76	33	62	70	42	73	71	61	80	84	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1000	-287.816793322357512	-296.867636702808852	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.974572730820487	-1	1	2	6	4	4	7	7	7	11	6	8	9	10	8	9	11	12	11	11	9	11	11	12	10	10	12	10	10	8	15	15	15	14	11	13	15	12	10	12	16	16	15	14	9	11	13	12	14	14	13	13	15	16	14	15	14	10	14	17	10	15	16	17	15	20	12	18	16	17	19	23	19	15	18	17	17	16	19	17	18	18	20	20	26	19	19	22	18	0	1	1	6	2	2	4	11	11	25	3	8	6	30	11	4	16	20	15	14	12	21	16	16	16	16	29	15	6	8	35	55	61	47	15	17	49	10	7	29	37	46	18	38	9	26	10	46	23	52	29	35	57	21	14	55	8	12	36	65	13	50	56	69	47	75	14	17	50	33	89	88	56	19	41	57	56	55	64	69	76	78	70	21	71	76	80	83	65	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1500	-282.248899448781287	-291.299742829232628	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.976951666059662	-2	2	1	5	7	6	7	9	7	11	8	4	9	12	8	6	12	11	11	10	10	11	9	12	11	10	11	12	9	9	12	15	14	14	12	12	14	10	12	13	13	13	11	11	14	12	12	14	16	14	14	13	13	14	20	15	13	16	15	17	14	13	15	17	15	16	16	17	15	15	17	24	16	14	16	18	17	13	18	13	18	19	19	19	22	22	19	20	21	0	3	1	2	12	12	12	5	4	11	4	2	5	18	4	12	10	26	21	9	9	11	6	13	20	8	38	26	5	16	38	78	8	38	26	20	17	30	10	27	31	19	20	26	28	27	23	62	36	19	17	39	27	36	64	80	16	70	37	27	47	25	46	59	33	78	52	61	53	53	50	89	17	10	37	56	70	38	78	28	32	70	69	31	87	84	49	49	67	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2000	-279.306237958049451	-288.357081338500791	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.999267624689011	-1	1	1	7	6	5	6	9	7	11	5	3	10	11	8	9	8	12	10	10	9	11	10	12	10	11	12	12	12	8	14	14	15	16	11	11	14	13	10	15	17	14	16	12	14	14	12	14	15	14	14	11	15	12	19	16	14	15	15	16	15	14	14	13	15	20	16	13	13	14	16	21	16	17	14	15	15	18	16	18	15	17	20	20	24	22	17	22	23	0	1	1	7	11	2	12	7	7	15	3	3	21	20	9	11	5	16	9	9	15	16	30	36	16	20	22	23	20	5	64	24	57	49	25	16	19	13	15	62	26	69	59	30	35	47	35	36	68	20	69	17	31	10	56	70	29	18	57	62	31	24	18	29	13	56	50	52	29	18	81	78	22	71	18	70	51	51	48	58	38	79	78	55	49	64	59	66	82	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2500	-302.292603791365991	-311.343447171817331	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.984115952634897	0	2	2	4	7	7	8	10	8	5	6	6	8	12	9	9	12	12	10	10	10	11	11	12	8	10	10	12	8	9	13	13	11	11	11	10	14	12	11	14	15	13	13	14	10	9	11	11	15	13	15	14	15	14	21	16	10	16	15	14	10	8	16	10	17	19	14	18	16	15	19	25	21	17	14	17	16	13	18	19	18	16	21	20	20	23	14	22	19	0	1	1	2	10	11	12	30	11	2	4	10	10	62	29	10	47	8	6	25	9	19	36	47	11	29	46	39	12	62	61	45	27	7	19	29	48	27	9	22	52	24	48	31	29	29	62	8	78	28	24	32	9	8	80	87	29	43	42	50	62	4	23	15	58	74	18	53	41	31	74	55	81	32	48	53	60	25	74	77	41	59	85	80	69	77	28	55	9	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3000	-268.160756382605712	-277.211599763057052	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.998095186953109	0	1	2	4	7	6	8	9	8	10	8	8	9	8	8	9	11	12	10	11	11	11	10	12	12	10	10	12	11	11	13	15	14	14	11	14	13	13	12	14	16	16	15	12	13	13	11	13	15	14	14	12	14	9	20	10	15	15	16	16	11	15	12	15	17	19	16	16	15	16	15	24	23	16	18	16	18	15	17	18	18	18	18	18	20	13	18	22	20	0	1	1	3	6	3	5	3	6	15	6	4	9	6	6	11	54	19	13	26	19	8	9	35	19	7	13	16	23	11	61	20	17	16	54	26	47	16	56	28	34	37	18	35	39	63	23	29	50	37	47	22	28	15	65	16	61	46	71	32	54	37	61	37	43	58	40	36	18	15	51	89	55	40	76	64	41	39	25	60	43	68	37	32	62	18	59	89	70	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3500	-275.565244528441212	-284.616087908892553	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.983070306759211	0	2	1	5	4	7	6	8	7	10	6	8	5	11	9	5	11	11	9	8	11	12	9	10	10	11	12	10	11	11	13	13	9	12	11	14	13	13	10	15	16	16	15	14	14	14	13	13	14	14	15	13	14	14	19	15	15	13	15	17	13	14	15	15	12	20	16	13	14	15	18	21	24	18	18	16	17	17	18	18	20	17	18	15	25	18	15	20	22	0	1	1	5	2	5	2	7	11	19	4	6	5	28	12	2	28	25	20	7	25	39	8	7	15	23	17	20	39	19	30	27	11	17	15	35	21	21	9	36	65	53	52	58	31	35	14	26	47	65	10	27	52	27	82	54	69	10	47	53	6	32	30	54	18	71	45	34	22	44	87	83	89	46	41	29	67	17	43	59	82	54	68	54	66	46	68	79	88	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4000	-273.431367821083143	-282.482211201534483	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.993962133042522	0	1	2	7	5	6	7	7	7	9	2	8	9	9	8	9	12	12	11	10	10	9	10	10	9	11	11	10	9	11	14	15	14	12	12	14	14	14	8	13	17	12	14	12	13	14	10	13	16	12	15	13	13	16	20	15	14	16	15	13	14	12	14	16	16	19	16	14	16	16	19	23	20	15	17	17	18	17	18	17	19	18	18	18	25	23	15	20	23	0	1	1	5	3	3	2	5	5	9	2	6	39	12	4	7	21	47	29	25	22	4	8	22	9	22	23	4	6	29	62	57	26	4	20	40	15	26	4	50	51	25	26	20	21	40	12	44	18	47	57	24	28	43	77	43	47	46	31	23	47	30	50	61	52	78	44	62	46	10	69	88	76	50	74	22	49	32	70	32	75	42	54	76	89	66	40	56	55	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4500	-264.713627574815462	-273.764470955266802	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.990499426797333	0	2	2	6	7	6	7	10	6	10	8	7	10	10	8	8	12	12	10	11	11	12	10	12	12	12	10	11	12	10	12	14	15	14	8	12	15	14	12	14	16	14	15	12	14	13	12	13	14	13	15	13	15	12	19	14	15	13	14	16	14	12	16	16	15	20	17	17	14	16	16	21	21	16	18	15	18	18	14	18	17	17	21	19	26	20	15	23	23	0	1	1	3	3	2	4	35	3	35	6	6	16	11	4	9	23	8	16	11	4	19	7	28	19	30	11	23	19	15	10	25	58	23	12	30	45	47	35	31	40	19	38	27	44	23	21	54	17	31	59	17	45	8	67	8	79	28	52	76	47	7	40	31	52	82	34	57	54	32	40	41	86	87	48	44	74	87	29	79	57	60	55	8	51	77	69	72	78	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
