step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32
74500	-196.729534707082706	-194.462904401422577	-2.266630305660136	0.000137981268300	0.000014616827817	0.105933421231385	0.578880325788872	2	3	6	6	9	6	8	8	9	8	9	10	11	11	12	9	10	12	12	13	13	14	13	13	15	17	18	18	18	19	22	26	0	1	1	1	8	1	3	3	8	6	3	10	16	10	6	3	10	16	10	16	14	13	13	18	23	25	24	20	10	23	20	31	1	1	2	1	1	2	1	1	1	2	1	1	2	1	3	2	1	2	2	2	1	1	1	1	1	1	2	4	5	4	4	2
75000	-221.376991205386872	-218.839474797879603	-2.537516407507275	0.000347599951827	0.000029106619370	0.083735970667831	0.704445156716251	3	4	6	6	8	5	8	10	10	8	6	10	11	9	12	10	10	11	8	13	14	16	14	14	15	16	17	18	17	19	20	27	0	1	2	1	1	1	3	10	10	3	6	10	17	19	19	10	4	19	1	9	19	23	13	18	5	17	18	20	23	26	21	28	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	3	1	2	2	3	2	3	2	1	1	2	3
75500	-203.010175915515418	-201.056885114804970	-1.953290800710442	0.000178278662467	0.000026054068491	0.146142382551624	0.628595657240143	3	4	6	8	8	7	6	9	9	8	7	10	12	11	11	11	11	11	10	13	14	15	14	14	14	16	18	17	18	20	22	26	0	1	1	1	7	1	1	5	5	1	1	5	4	8	6	11	7	4	10	9	4	13	10	18	13	25	24	20	21	13	21	31	1	1	2	2	1	2	2	1	1	3	1	1	2	1	2	1	2	2	1	2	3	1	3	1	1	1	2	2	2	4	4	1
76000	-183.497634192550549	-180.156816729443875	-3.340817463106661	0.000200913938256	0.000009515454251	0.047360846808013	0.577005188594552	2	4	6	9	7	6	8	9	9	7	8	10	11	10	12	11	10	11	11	12	14	15	13	14	12	16	20	18	18	18	21	25	0	1	1	10	6	2	3	11	1	6	1	8	11	7	9	8	9	11	9	11	10	23	13	18	13	25	18	20	21	23	20	31	1	1	2	1	1	1	1	1	3	1	3	1	2	1	1	1	1	2	1	1	3	1	1	1	1	2	6	3	2	3	4	2
76500	-204.734725086592107	-202.727432687001681	-2.007292399590429	0.000169254692992	0.000023279456866	0.137540983088763	0.642137378209761	2	4	6	8	7	5	9	10	9	8	9	10	11	9	12	8	10	11	11	12	13	16	13	13	15	16	20	15	17	18	20	25	0	1	2	3	2	1	4	10	5	2	10	10	10	5	10	5	1	5	10	9	17	23	13	18	13	25	18	20	21	13	20	31	1	1	1	1	2	1	1	1	1	2	1	1	1	1	2	1	4	2	2	1	1	2	1	2	2	1	5	2	2	2	4	3
77000	-226.428536014503919	-223.910930288618147	-2.517605725885782	0.000201938219179	0.000017187255200	0.085111452750319	0.620218892831541	2	3	5	8	8	6	8	8	10	7	9	10	12	11	11	9	10	12	12	13	14	16	13	15	15	17	19	17	18	19	22	27	0	1	1	10	6	1	3	6	4	1	3	5	17	2	10	10	2	10	16	11	8	25	3	23	13	25	24	23	16	26	28	28	1	1	1	1	1	2	1	2	1	3	2	1	1	4	2	2	3	2	1	2	3	1	5	1	2	1	2	3	5	2	3	3
77500	-216.970860720243593	-213.271740982306710	-3.699119737936893	0.000248105622924	0.000009470490438	0.038171204370648	0.553450460461942	3	4	7	8	7	6	6	10	9	8	6	10	9	10	12	9	10	11	10	11	15	15	13	13	14	16	20	17	19	20	20	25	0	1	7	6	6	1	2	10	10	7	2	10	6	10	16	11	10	2	10	9	10	25	13	18	13	13	24	20	21	26	28	21	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	4	1	1	3	1	3	1	3	2	4	2	3	2	1	5
78000	-203.853529994524195	-200.806502640184135	-3.047027354340048	0.000272332482683	0.000015627231116	0.057382912836234	0.835471925327999	2	4	6	7	9	6	8	10	10	8	8	11	11	11	13	10	10	10	11	13	15	15	13	14	15	17	17	18	18	18	20	27	0	1	1	3	6	2	3	4	7	3	6	9	7	5	12	11	10	10	7	12	19	13	13	18	23	22	18	20	21	22	28	20	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	1	2	1	1	2	1	1	1	2	7
78500	-207.206309531129335	-204.646234316383499	-2.560075214745827	0.000280181619106	0.000023035975647	0.082218011731212	0.621318573194873	3	4	6	8	8	5	8	9	9	7	9	10	11	9	12	11	10	11	12	13	13	16	13	14	15	15	18	18	18	18	21	25	0	1	1	10	2	1	10	5	10	6	5	10	12	5	6	11	5	10	5	16	11	13	8	18	5	13	18	20	21	22	29	28	1	1	1	1	2	1	1	1	1	1	1	2	1	1	2	1	1	2	2	1	1	3	1	2	4	1	4	2	4	1	2	3
79000	-222.603057996399912	-220.017888687703817	-2.585169308696105	0.000159742695808	0.000012871740517	0.080577959776024	0.556343480328349	2	3	5	7	8	5	9	9	7	8	10	10	11	11	11	9	10	11	9	12	14	14	14	15	14	16	20	18	19	19	22	26	0	1	1	3	2	1	1	4	3	6	16	10	17	16	7	9	6	10	4	3	7	13	13	18	7	23	24	20	21	25	28	31	1	1	2	1	3	1	2	1	2	1	1	1	1	1	1	1	3	2	1	4	4	2	2	2	2	2	3	3	2	3	1	1
79500	-221.165640984488675	-217.642307796624948	-3.523333187863730	0.000185442441106	0.000007851185875	0.042337589111112	0.588535163977172	2	4	5	9	7	6	7	10	9	9	9	10	11	10	12	11	10	12	11	13	15	16	14	14	12	16	17	19	18	19	21	25	0	1	1	2	2	1	2	3	5	2	5	7	17	2	16	11	2	4	8	14	16	21	25	10	13	10	18	20	10	26	29	28	1	1	1	2	2	2	1	2	1	3	1	2	1	3	1	1	3	1	1	1	2	1	1	3	1	2	3	3	7	2	3	3
80000	-217.161009887105877	-214.358615290547192	-2.802394596558697	0.000209680181260	0.000014305048160	0.068223177192281	0.430776728686016	2	3	6	8	7	6	8	8	10	8	9	10	10	10	12	10	11	9	12	12	14	16	11	14	14	15	19	19	18	19	22	24	0	1	2	5	2	2	3	3	10	1	2	5	5	7	10	5	10	10	11	9	4	23	13	18	13	23	18	20	24	23	28	28	1	1	1	1	1	1	1	1	1	4	2	2	1	1	2	1	2	1	2	1	4	3	1	4	2	2	7	4	3	5	2	3
80500	-216.815008193695206	-213.957164968141427	-2.857843225553778	0.000277295518281	0.000018168301137	0.065519634970391	0.530916571529857	2	4	7	8	8	6	8	10	9	9	9	10	11	11	12	10	9	12	11	11	14	15	12	14	13	15	18	18	17	20	20	27	0	1	1	6	2	1	6	5	5	3	3	6	9	11	1	3	3	19	2	6	7	23	13	15	20	23	18	10	16	26	20	28	1	1	2	1	2	2	1	1	1	1	2	2	1	1	5	1	1	1	3	2	3	1	1	1	1	2	4	4	3	3	4	4
81000	-228.012938410902052	-225.031259815624679	-2.981678595277359	0.000238025172756	0.000014286123165	0.060019379459459	0.609574884211076	2	4	7	9	9	7	9	10	10	8	9	10	11	10	12	10	9	11	11	11	13	15	13	14	14	16	19	18	16	18	21	25	0	1	2	10	6	1	6	4	10	6	10	10	3	6	6	11	6	3	6	10	16	13	13	18	17	23	18	11	7	13	28	28	1	1	1	1	1	3	1	1	1	1	1	1	1	2	1	1	2	3	2	2	1	2	1	2	3	1	3	5	3	3	1	2
81500	-204.641397470258028	-201.094425695882933	-3.546971774375087	0.000263722356126	0.000011008275991	0.041741914308632	0.572763889675403	3	4	7	7	8	6	8	9	9	8	8	7	11	10	12	10	9	11	11	13	14	15	12	14	14	16	19	18	18	19	21	25	0	1	2	2	4	1	12	10	3	12	6	1	16	10	6	12	12	12	8	9	16	23	13	18	12	23	24	15	15	22	16	28	1	1	1	1	1	2	1	1	1	1	1	2	1	1	3	2	1	1	1	2	3	1	1	2	4	2	3	3	2	2	6	3
82000	-205.618677569173286	-203.495847055754410	-2.122830513418865	0.000199648637530	0.000024311042325	0.121769137151080	0.489843242121753	2	4	6	9	8	7	7	9	9	8	9	10	12	10	11	10	10	12	10	13	15	15	14	14	15	17	20	17	18	18	22	25	0	1	1	10	3	2	3	7	5	1	3	10	8	11	6	5	3	10	10	9	20	13	13	18	13	25	18	10	21	26	28	20	1	1	2	1	1	1	1	1	1	2	1	1	1	1	2	1	2	2	1	2	1	1	2	1	2	1	4	6	1	1	3	4
82500	-210.799308550805875	-208.385383208028998	-2.413925342776891	0.000185055489749	0.000017185524057	0.092866869719727	0.542801624884743	2	4	5	8	8	7	8	9	9	6	10	10	12	11	12	9	11	12	11	11	15	15	13	14	15	17	20	18	18	19	21	27	0	1	1	10	1	10	1	10	6	2	7	8	19	4	19	1	8	16	3	5	10	13	13	18	23	22	18	20	19	22	7	21	1	1	1	2	3	1	3	1	1	1	1	1	1	2	1	4	1	1	4	2	3	2	1	1	1	1	3	4	3	2	7	8
83000	-209.411602215401700	-207.072062920803972	-2.339539294597740	0.000215295175758	0.000021341737335	0.099127800981640	0.432143623150950	1	3	6	9	7	6	8	8	10	8	9	10	11	10	12	11	10	10	8	12	14	15	13	15	14	16	19	19	18	19	21	26	0	1	2	6	2	2	6	6	10	6	3	10	5	6	18	18	6	6	6	9	8	23	13	18	18	23	24	29	16	25	29	31	1	1	1	1	2	2	1	1	1	1	1	1	2	2	1	1	2	3	1	1	3	2	2	2	2	1	2	1	4	3	1	2
83500	-199.125196554063137	-196.899605374734307	-2.225591179328831	0.000250825826289	0.000027615285346	0.110097455891550	0.550543909438037	2	4	6	9	8	7	8	9	10	8	10	10	10	10	12	11	10	12	11	12	14	16	12	14	15	16	19	18	18	17	20	25	0	1	1	6	1	1	3	6	4	3	4	10	5	10	6	11	6	6	14	2	18	23	13	18	13	23	18	9	21	25	20	31	1	1	1	1	3	3	1	1	1	1	1	1	1	1	2	1	1	2	1	3	2	2	1	1	2	2	3	3	2	1	3	3
84000	-196.741962165311037	-193.742733776695133	-2.999228388615896	0.000185758947847	0.000011014479289	0.059294474999438	0.539752705709666	2	3	7	9	8	5	7	9	9	8	9	10	11	10	12	10	10	12	10	13	15	16	14	14	15	16	18	17	18	19	22	26	0	1	1	10	2	1	6	5	6	6	10	8	3	5	19	11	2	5	10	19	19	23	13	18	13	23	24	4	21	25	28	31	1	1	3	1	2	1	1	1	1	1	1	1	2	1	1	1	3	2	1	1	2	1	2	1	2	1	2	3	2	2	3	2
84500	-205.321788417223331	-203.239053209259424	-2.082735207963897	0.000172664703900	0.000021908407651	0.126884112134335	0.686051197360200	1	3	6	8	9	5	8	9	9	7	9	10	10	10	13	10	9	10	11	13	15	16	14	14	13	16	19	19	19	19	21	25	0	1	6	10	10	1	6	10	6	6	10	10	2	11	16	6	2	6	10	9	14	23	17	18	17	13	24	20	21	25	28	31	1	1	1	1	1	2	1	1	2	1	1	1	2	1	2	3	3	2	2	2	1	1	2	2	2	3	3	2	2	2	1	2
85000	-197.483197122621874	-195.292737957763791	-2.190459164858088	0.000252912288054	0.000028800485457	0.113875390073614	0.765478613889823	2	3	5	9	8	6	8	9	9	7	8	9	11	10	13	10	10	11	11	13	13	15	12	15	14	16	19	19	17	17	22	23	0	1	2	10	6	2	3	10	10	6	10	10	7	11	19	11	5	8	5	9	4	23	13	18	23	25	18	20	9	23	20	28	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	4	2	2	2	5	2
85500	-201.905188912806835	-199.469620562674891	-2.435568350131951	0.000149909024367	0.000013665763139	0.091160376743904	0.550207671826098	2	3	7	8	7	4	8	9	10	9	10	11	12	9	13	10	11	11	11	13	15	14	14	15	14	16	20	17	19	19	19	26	0	1	1	5	2	1	5	7	7	1	7	5	10	3	10	4	16	3	5	10	12	13	13	18	13	13	24	20	21	25	20	28	1	1	3	1	2	1	1	1	2	4	1	2	2	1	1	1	1	3	2	3	2	1	1	2	1	2	2	3	2	3	3	4
86000	-214.291536953231599	-210.053960332017738	-4.237576621213875	0.000236849130157	0.000006730297785	0.028415970032460	0.539798740633217	2	4	5	9	8	6	7	9	7	7	10	10	11	7	12	9	10	11	10	10	14	16	14	15	14	16	19	18	18	20	22	26	0	1	2	10	3	2	6	3	1	3	16	8	9	1	8	7	3	8	9	14	19	23	13	18	13	23	18	20	21	23	27	28	1	2	1	1	1	1	1	2	2	1	1	1	1	1	1	1	2	1	2	1	2	1	2	2	1	1	6	4	2	3	1	3
86500	-201.738206724075098	-199.811503210601785	-1.926703513473299	0.000231789378489	0.000034936654908	0.150725866456391	0.650068708837790	1	4	6	8	9	6	7	10	10	8	9	10	11	10	11	11	10	11	12	12	15	16	14	15	14	17	19	18	18	18	20	27	0	1	2	3	2	1	3	10	2	6	10	10	9	5	10	11	6	6	9	9	20	13	13	18	18	23	24	20	21	23	28	28	1	1	1	1	2	2	1	1	3	1	1	1	1	1	2	2	2	2	1	1	1	2	1	2	2	1	2	3	1	2	1	3
87000	-217.940638394153581	-215.260230541197274	-2.680407852956296	0.000263461052202	0.000019702043144	0.074781615646719	0.680677509591291	3	4	6	7	9	6	8	8	10	7	10	10	12	11	13	9	10	10	11	10	14	15	13	14	14	16	18	18	18	18	21	26	0	1	1	1	4	2	3	10	7	1	16	10	17	20	10	10	10	3	8	10	19	23	20	18	23	23	24	10	16	13	29	31	1	1	2	1	1	1	1	1	1	2	1	2	2	1	2	1	2	1	1	2	1	1	1	2	1	1	1	6	4	4	2	3
87500	-213.850092899273363	-211.034252067865708	-2.815840831407660	0.000208192010322	0.000014063940459	0.067552738636224	0.510836311175650	3	4	7	8	5	6	9	9	10	8	9	10	11	11	12	11	9	11	11	12	12	15	14	13	13	17	17	18	19	17	22	24	0	1	1	1	2	1	3	10	7	6	10	4	7	11	14	11	3	10	7	4	10	25	13	18	13	25	24	20	15	23	28	28	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	2	1	1	2	2	3	3	2	1	3
88000	-212.506324194201483	-207.680999819060190	-4.825324375141279	0.000270087673404	0.000005730919934	0.021218739312933	0.683495695031758	2	4	6	8	8	6	8	9	10	8	9	10	12	9	12	10	11	10	10	13	13	14	11	13	15	16	19	19	17	19	22	26	0	1	1	3	3	2	6	7	10	6	3	10	23	10	8	3	3	14	6	9	11	16	3	18	13	22	16	20	25	25	28	28	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	2	2	2	2	2	1	2	1	2	3	1	2	2	2
88500	-196.382989563756155	-191.795714711870630	-4.587274851885517	0.000217991441283	0.000005189511114	0.023806031482727	0.630826793016791	2	3	6	9	9	7	8	10	9	8	9	10	11	9	13	10	11	12	11	12	14	15	14	14	15	16	19	18	17	19	22	26	0	1	1	10	6	3	3	5	2	3	10	10	9	10	1	11	9	1	11	9	6	13	13	18	23	23	18	21	15	22	28	31	1	1	1	1	2	1	1	1	4	1	1	1	1	1	5	1	1	4	1	2	4	2	1	1	1	1	3	2	3	2	3	3
89000	-207.779950080167168	-205.003977335045562	-2.775972745121618	0.000282901595570	0.000019681303481	0.069569432584152	0.461435598346755	3	4	7	8	8	7	9	9	9	7	9	10	11	11	13	10	9	11	12	13	13	15	13	14	14	16	20	17	19	19	21	24	0	1	2	1	10	2	10	10	10	1	10	7	9	10	3	7	3	10	7	9	10	13	13	18	21	13	29	6	8	22	29	31	1	1	1	4	1	1	1	1	1	1	1	1	1	2	4	1	1	2	1	2	3	2	1	2	1	2	1	4	5	2	1	2
89500	-207.487416327466605	-204.606013312112140	-2.881403015354451	0.000211872213926	0.000013648431150	0.064418221235227	0.592505205452403	2	4	6	7	8	6	8	9	9	8	9	11	12	11	12	11	11	11	10	12	14	15	13	15	14	17	19	18	18	17	21	26	0	1	2	1	4	1	3	10	2	3	10	10	9	9	10	11	6	9	2	10	4	23	9	18	9	22	18	20	11	22	20	28	1	2	1	2	1	2	1	1	3	1	1	1	2	1	2	1	1	1	3	2	2	1	1	2	3	1	4	2	6	1	4	3
90000	-202.318480314859329	-199.833206529046919	-2.485273785812414	0.000243577333007	0.000021293455843	0.087419693698787	0.644165191211644	3	4	6	6	8	6	8	9	9	8	8	10	10	9	13	8	10	11	10	11	14	14	12	14	14	16	19	18	16	19	21	25	0	1	1	2	2	1	6	3	10	4	4	10	5	16	19	3	8	3	10	6	10	17	13	20	13	25	18	21	9	26	28	31	1	1	1	1	2	2	1	2	1	1	1	1	1	1	1	1	1	2	1	3	3	2	2	2	1	1	4	2	3	1	2	2
90500	-221.946571904020658	-219.595135231491469	-2.351436672529188	0.000255597909214	0.000025069767475	0.098082834684976	0.474634611867449	2	3	5	8	7	6	9	9	8	8	9	11	11	10	12	11	10	11	11	10	14	14	14	13	13	16	19	18	16	20	20	26	0	1	1	5	3	3	2	9	5	6	1	8	10	5	6	11	5	6	10	5	3	15	17	18	13	23	24	20	9	26	15	31	1	1	2	1	2	1	3	1	1	1	2	1	2	2	4	1	2	2	1	1	3	2	2	1	1	1	2	4	3	2	3	3
91000	-193.403339425501741	-190.247066857191442	-3.156272568310297	0.000260514949606	0.000013894009170	0.053332867041406	0.612942710930561	2	4	5	9	8	6	9	9	8	5	8	11	11	10	12	10	11	11	11	12	15	15	13	14	15	16	19	18	16	19	21	26	0	1	1	2	6	10	2	11	6	2	10	8	3	11	8	11	4	7	5	9	7	23	13	18	13	23	18	21	5	22	21	31	1	1	2	3	1	1	3	1	1	1	1	1	2	1	2	1	1	1	2	2	3	1	1	2	3	1	3	1	4	2	3	2
91500	-231.216366771633147	-228.042242439857034	-3.174124331776111	0.000304186389945	0.000016033679262	0.052710048153336	0.583058483832254	3	4	7	8	9	6	9	8	10	8	9	10	11	11	11	10	10	11	12	12	15	14	12	15	14	16	19	19	18	18	21	26	0	1	2	3	4	2	8	3	5	6	3	10	17	12	4	11	4	8	18	14	11	13	3	18	18	14	24	21	6	25	28	31	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	3	2	2	2	1	4	1	3	5	2	1	1
92000	-229.176927043013933	-226.234215821412675	-2.942711221601248	0.000252538259385	0.000015575406695	0.061675433786034	0.618154292406177	2	4	6	8	7	7	5	8	9	7	10	10	12	9	11	9	11	11	10	12	12	14	12	13	15	16	19	19	18	18	21	25	0	1	2	3	7	1	1	7	10	7	14	6	8	10	9	6	6	7	10	18	9	23	6	18	18	23	24	11	3	25	29	28	1	1	2	1	1	2	1	3	1	1	1	1	2	1	1	1	2	3	1	1	1	1	3	1	2	2	3	3	5	2	2	4
92500	-225.541983908234187	-223.538418037278888	-2.003565870955290	0.000183969100366	0.000025407312623	0.138106413371793	0.499087762659767	2	3	5	8	7	6	8	8	10	8	10	9	12	10	12	10	10	10	10	12	14	15	11	14	13	16	19	18	17	20	20	23	0	1	1	6	2	1	3	6	8	6	6	6	23	10	18	10	2	1	6	16	15	13	6	18	23	13	24	18	19	17	28	31	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	3	4	2	1	1	1	2	2	1	2	2	5	3	4	1	2
93000	-203.308619575685015	-200.856221177621933	-2.452398398063071	0.000226288738249	0.000020335809128	0.089866642436868	0.594355020002639	3	4	7	8	8	6	8	10	9	8	9	10	12	10	12	10	10	12	10	13	12	16	14	15	14	15	17	18	18	18	22	25	0	1	6	6	2	2	6	10	10	6	10	10	2	6	6	11	7	1	9	9	10	13	15	18	13	23	24	20	22	23	28	28	1	1	1	1	1	1	1	1	1	1	1	2	3	2	4	1	1	4	1	2	2	3	1	1	1	1	1	3	1	2	2	3
93500	-217.895461808232426	-215.798150677611517	-2.097311130620922	0.000340040728468	0.000042499692429	0.124984123581185	0.732607343749975	3	4	6	8	8	6	9	9	9	7	8	11	11	11	13	9	10	9	11	10	13	16	13	14	15	16	19	19	18	19	19	26	0	1	2	3	1	1	5	10	10	6	1	10	17	17	12	5	3	11	8	11	10	13	13	18	23	25	18	14	22	26	9	28	1	1	1	1	1	1	1	1	1	1	3	2	1	1	2	1	3	1	1	1	2	2	1	3	1	1	3	3	1	1	4	3
94000	-199.390503881926236	-196.512433001327679	-2.878070880598546	0.000250886558269	0.000016200334331	0.064572348726712	0.668313703263076	2	4	7	9	6	6	8	9	9	7	7	11	11	10	11	9	11	11	11	12	14	15	13	15	14	16	18	18	16	18	22	26	0	1	2	10	2	1	2	10	10	5	1	7	4	11	7	6	7	3	9	9	4	25	7	18	23	25	18	21	11	25	28	31	1	1	1	1	1	2	2	1	1	1	2	1	1	1	1	2	2	2	1	1	3	1	2	2	1	1	3	2	4	2	2	1
94500	-204.628336247664322	-202.203371888489386	-2.424964359174940	0.000177258660968	0.000016306086341	0.091990350439555	0.673296711398501	3	4	7	9	8	7	8	6	9	7	8	10	11	11	12	11	10	11	10	12	14	15	12	14	13	15	19	18	19	19	22	27	0	1	8	6	2	2	3	2	1	2	10	5	17	7	6	9	6	5	10	19	14	13	13	18	23	23	24	10	21	22	28	28	1	1	1	1	2	3	1	1	3	1	1	1	1	1	2	1	2	2	2	1	1	2	1	2	1	2	3	4	2	2	2	3
95000	-210.973003433023734	-208.402652725019635	-2.570350708004104	0.000201427436567	0.000016424471563	0.081540389149398	0.616154208091947	3	4	6	9	8	7	6	9	9	8	9	11	11	9	11	11	9	11	12	13	13	15	13	15	14	15	19	17	18	20	21	25	0	1	1	10	2	3	1	2	6	3	5	10	8	10	8	11	5	4	4	9	9	23	8	18	23	13	21	20	20	29	29	31	1	1	2	1	2	1	1	3	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	1	2	3	2	3	1	1	2
95500	-196.248138622140033	-192.794113731853713	-3.454024890286310	0.000158527314130	0.000006999540817	0.044153531872760	0.685491709477421	3	4	6	8	9	6	8	9	10	8	9	11	10	9	13	10	11	11	12	12	14	14	13	14	14	16	20	17	17	19	21	26	0	1	1	3	2	1	1	10	10	1	3	11	11	10	11	11	11	11	11	8	11	13	13	18	13	23	24	20	21	23	28	31	1	1	2	1	2	1	2	1	1	2	2	1	1	1	2	1	1	1	1	2	2	2	2	2	2	2	3	2	2	3	2	3
96000	-226.344131526516406	-223.479592942027836	-2.864538584488566	0.000203967763226	0.000013299483009	0.065203847894644	0.500817279618619	3	4	6	8	8	5	9	9	8	7	10	11	11	11	11	10	11	11	11	13	13	14	14	15	15	15	20	19	18	18	20	26	0	1	1	1	2	1	2	9	1	1	6	5	10	3	11	5	11	11	4	11	14	13	13	18	23	13	24	8	21	26	29	31	1	1	1	2	1	1	3	1	2	3	3	1	2	1	1	1	1	1	1	2	1	1	1	2	1	2	1	6	1	2	2	4
96500	-204.230696640143094	-202.140617349089609	-2.090079291053497	0.000225883468403	0.000028443437448	0.125920846042958	0.555049256549493	1	3	6	7	7	5	9	9	9	9	9	10	12	10	11	11	10	11	11	11	14	16	14	15	15	14	19	17	18	19	22	25	0	1	1	6	2	1	5	3	4	2	5	4	5	11	3	8	10	10	7	9	12	23	13	18	10	13	18	20	9	23	21	20	1	1	2	1	2	1	1	1	1	3	1	1	3	1	2	1	1	1	1	1	2	1	1	2	2	1	5	3	4	3	3	7
97000	-219.967227805293845	-217.708018192625957	-2.259209612667891	0.000154790048152	0.000016511069229	0.106667511419062	0.495487493055381	2	4	5	9	8	5	9	10	10	7	9	9	12	11	12	10	11	12	11	12	13	16	13	14	15	17	19	18	18	18	22	26	0	1	1	10	2	1	10	2	3	2	10	10	8	9	3	1	2	6	11	8	15	13	10	18	13	25	18	20	6	25	28	29	1	1	2	1	2	1	1	4	3	1	1	1	2	1	4	4	2	3	1	1	1	1	4	1	2	1	4	3	7	1	3	4
97500	-220.448088767623091	-218.048442819332990	-2.399645948290095	0.000223808543297	0.000021042488832	0.094020042856256	0.448974288515957	2	3	6	7	9	6	8	10	10	6	8	10	12	10	13	9	8	10	11	12	14	16	14	13	15	16	18	18	17	20	21	27	0	1	1	10	11	1	10	7	7	2	3	2	12	2	19	11	3	3	3	6	8	13	13	12	13	23	24	14	16	25	27	31	1	1	2	1	1	2	1	1	1	2	1	4	1	4	2	1	1	2	3	4	3	2	1	1	3	2	4	4	3	3	2	3
98000	-217.690591900924460	-214.777494539719328	-2.913097361205130	0.000233355895587	0.000014696435453	0.062978633625507	0.504949648972146	2	3	6	8	6	7	8	8	10	6	8	10	10	10	12	10	11	12	9	12	13	16	13	15	15	16	19	18	19	18	21	24	0	1	2	3	2	5	5	3	6	2	6	11	5	10	5	11	5	7	6	9	14	25	14	18	23	23	18	24	1	25	29	29	1	1	1	1	2	1	1	1	1	1	1	1	2	2	3	1	3	3	1	1	1	1	2	3	1	2	4	2	8	2	1	2
98500	-215.113400417452340	-212.607086311203147	-2.506314106249183	0.000302940384739	0.000026024663201	0.085906879742630	0.571653443763206	2	4	5	7	9	5	7	9	9	7	10	10	11	11	12	9	11	11	12	12	14	15	13	15	14	16	19	18	16	18	21	26	0	1	1	1	4	2	1	10	10	3	16	10	16	8	8	7	3	4	10	4	5	13	13	18	13	17	30	29	9	17	28	29	1	1	2	2	1	1	2	1	1	1	1	1	1	1	1	1	4	2	2	2	1	2	1	2	1	2	1	1	5	3	2	4
99000	-197.761706214493273	-194.796325075859784	-2.965381138633480	0.000225560767140	0.000013692457455	0.060704073800751	0.545655761775007	2	3	6	9	9	6	8	10	9	8	8	11	11	11	11	11	10	11	11	13	13	15	13	14	13	16	19	19	18	18	21	26	0	1	1	3	3	1	2	10	10	3	6	10	7	6	7	11	6	1	4	18	16	23	13	18	13	25	24	20	16	23	20	28	1	1	2	2	1	2	3	1	1	1	1	1	1	4	1	2	1	4	1	1	1	1	1	1	1	1	2	2	2	2	3	2
99500	-203.211636206130493	-200.747825934872452	-2.463810271258040	0.000207682916347	0.000018484909274	0.089005439636857	0.696903325957299	3	4	6	8	8	6	8	9	10	8	9	9	12	11	12	8	10	11	11	12	14	15	13	14	14	16	18	18	18	19	21	24	0	1	1	3	1	1	3	10	8	3	16	16	5	11	6	3	5	11	6	3	6	25	2	18	13	13	21	21	19	13	20	31	1	1	1	1	3	1	1	1	1	1	1	1	2	1	2	1	1	1	2	3	4	1	4	2	1	2	1	2	5	3	4	2
100000	-207.951285629067769	-204.429478366891658	-3.521807262176103	0.000215921412887	0.000009149981788	0.042376444583983	0.535169976387460	2	4	5	9	8	6	9	10	10	8	9	11	12	10	10	8	11	10	12	12	14	14	14	14	14	16	19	17	18	18	22	26	0	1	2	6	2	1	10	1	5	3	16	5	17	16	5	3	3	6	15	9	11	13	9	18	13	25	18	20	21	13	20	31	1	1	1	1	2	2	1	3	1	1	1	2	1	1	1	1	4	2	1	1	3	1	2	2	1	1	4	2	2	3	6	2
