step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32
22500	-194.512826874150306	-192.141314798128235	-2.371512076022082	0.000222123069394	0.000021403401214	0.096358299355266	0.527967858703037	2	4	7	7	7	6	8	10	10	8	9	10	11	10	13	11	10	12	11	12	15	16	13	15	14	17	20	17	19	20	21	25	0	1	6	6	6	1	6	10	7	1	10	10	6	11	11	11	6	10	6	9	9	23	13	18	23	23	18	20	21	26	20	31	1	1	1	1	1	2	1	1	1	2	1	1	2	1	2	1	2	2	3	1	2	2	1	2	1	2	3	3	2	2	5	2
23000	-201.467407687581698	-198.619859170265329	-2.847548517316383	0.000262943144309	0.000017356762943	0.066009566395735	0.523339149864649	2	4	6	8	8	6	8	10	9	9	10	9	11	11	12	11	11	12	11	10	13	15	13	14	14	15	19	18	18	18	21	26	0	1	2	6	2	1	3	5	3	2	6	6	5	7	10	11	10	10	8	9	4	13	13	18	23	13	24	22	14	25	21	29	1	1	1	1	2	2	1	1	1	3	1	1	2	1	2	1	1	2	1	1	3	3	1	1	1	2	3	2	4	3	4	5
23500	-200.118054938988905	-196.781765992294055	-3.336288946694864	0.000249381408402	0.000011844579030	0.047495838226529	0.707548136226311	2	4	6	7	8	7	8	10	9	8	9	9	10	10	10	11	11	10	10	13	13	15	14	14	13	16	19	16	19	17	20	25	0	1	2	3	2	2	4	5	4	3	10	10	5	11	6	5	5	5	7	9	10	25	13	18	13	23	24	21	4	13	20	31	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	2	2	2	2	1	2	2	6	2	3	2
24000	-226.968016277866070	-223.818136038465383	-3.149880239400676	0.000220674085751	0.000011818957531	0.053558429801591	0.586320056992656	3	4	6	7	8	7	8	10	9	8	9	10	11	10	11	10	10	12	12	12	13	16	13	15	15	16	19	19	18	19	20	25	0	1	1	1	3	3	3	11	10	3	3	7	17	10	6	11	3	5	15	10	11	23	10	18	23	13	24	11	21	26	3	31	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	2	2	1	2	1	1	2	2	1	4	3	6	2	1	4	2
24500	-206.918257943095227	-203.248091721547496	-3.670166221547739	0.000288589601650	0.000011202306786	0.038817430433504	0.695229147709453	2	4	6	8	6	6	8	9	9	7	8	9	11	11	12	10	11	11	10	13	14	15	14	13	12	17	18	16	18	19	21	26	0	1	2	3	2	2	3	10	10	5	3	10	16	11	16	11	10	6	4	18	20	23	25	18	13	23	18	17	21	26	20	28	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	3	2	2	1	3	3
25000	-201.983076217045607	-199.514169124845836	-2.468907092199759	0.000259377171771	0.000022987276666	0.088624902912332	0.759425684908277	1	3	6	9	8	5	8	9	10	7	10	9	10	10	12	11	11	12	10	12	13	15	13	15	15	16	19	19	17	17	21	26	0	1	6	10	10	1	3	7	5	6	4	10	6	5	11	14	13	3	5	11	17	23	17	18	23	25	18	20	6	23	29	31	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	3	1	1	1	1	1	2	1	1	2	3	4	2	2	2
25500	-200.875140058450825	-197.910573247880848	-2.964566810569973	0.000232337050987	0.000014111822875	0.060738581362751	0.575371965527195	2	4	7	8	8	6	9	8	9	8	9	10	11	11	10	11	10	10	10	11	15	15	13	15	13	16	19	18	18	19	22	25	0	1	2	6	3	1	3	3	10	6	10	10	15	1	6	11	10	3	5	9	14	23	13	18	13	23	24	14	3	23	28	31	1	1	1	1	1	1	1	1	1	1	1	1	1	4	2	1	1	1	1	1	1	1	1	2	2	2	2	4	4	3	2	1
26000	-207.313788591742650	-204.694482350983350	-2.619306240759298	0.000208778618764	0.000016373477824	0.078425070159061	0.691809067967704	3	4	6	9	8	7	6	10	9	7	9	10	12	9	12	10	11	11	11	13	13	15	14	13	14	17	18	18	18	19	21	26	0	1	2	10	7	2	2	5	5	2	5	5	2	10	8	11	5	10	4	5	12	23	19	18	13	25	18	20	21	26	20	31	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	3	1	1	2	1	1	2	3	1	3	1	4	2
26500	-204.919958869644319	-202.592126047028387	-2.327832822615920	0.000144384369998	0.000014463441786	0.100173182081728	0.545265077277248	2	4	5	7	7	6	8	9	9	7	9	10	10	11	12	10	9	10	10	12	15	15	13	14	14	16	20	18	18	19	21	26	0	1	1	2	2	2	3	7	10	1	5	5	5	12	11	11	2	10	5	3	12	13	13	18	13	23	24	20	21	25	20	31	1	1	1	1	2	1	1	1	1	2	1	2	2	1	1	1	2	2	2	4	2	2	2	1	2	1	3	3	2	1	3	2
27000	-205.302619009190778	-201.688751754014220	-3.613867255176554	0.000210416054824	0.000008441402485	0.040117673016157	0.499879674955245	2	4	5	8	8	6	8	9	8	7	7	10	11	11	11	10	10	12	11	12	14	16	10	14	15	16	18	17	18	20	22	25	0	1	2	10	6	2	3	10	1	2	6	10	23	10	11	1	9	16	6	19	19	13	9	18	13	23	24	20	21	26	9	31	1	2	1	1	1	1	2	1	4	1	1	2	1	2	2	3	1	1	2	1	1	2	2	1	3	2	2	3	2	3	6	2
27500	-207.596555773688635	-205.230615461794486	-2.365940311894138	0.000176052050554	0.000017047497414	0.096832143447955	0.542226204063802	2	4	6	9	8	6	8	10	9	8	10	11	11	10	12	9	10	12	10	11	14	15	13	14	14	17	18	18	17	19	21	25	0	1	2	6	2	1	6	10	7	3	16	5	6	6	6	10	6	3	7	2	8	13	13	18	23	25	18	21	5	25	28	28	1	1	1	2	2	2	1	1	1	1	1	2	3	2	2	1	1	4	1	3	2	1	1	1	1	2	3	2	5	3	2	2
28000	-234.640416479615993	-231.504193936954778	-3.136222542661205	0.000247266154208	0.000013363482708	0.054044932881565	0.510774350703430	3	4	6	6	5	6	8	8	7	8	10	10	12	10	13	11	10	10	10	12	14	14	13	15	14	15	20	18	18	20	19	26	0	1	2	1	2	1	1	3	4	3	6	9	7	2	4	11	7	7	7	9	13	13	14	15	16	13	18	19	21	28	20	28	1	1	1	2	1	2	3	1	1	1	1	1	4	4	4	1	1	1	2	3	1	1	2	1	2	2	6	5	2	1	3	3
28500	-223.625207248507223	-220.655475665826060	-2.969731582681169	0.000327282512245	0.000019807203453	0.060520201084948	0.674956080917765	2	3	6	8	8	5	7	10	9	7	9	10	11	11	12	10	11	11	11	12	14	15	13	14	15	15	19	18	17	19	21	26	0	1	1	10	3	1	3	5	10	6	10	10	7	11	6	11	10	10	8	13	15	13	5	18	13	13	18	13	23	25	28	31	1	1	1	1	1	2	1	1	1	1	1	1	2	1	3	1	2	1	1	1	1	2	2	2	2	1	3	4	4	1	1	2
29000	-206.569931359867724	-203.552138794016514	-3.017792565851213	0.000386102813033	0.000022602972865	0.058541331744810	0.720256634088707	2	4	5	8	8	6	8	10	9	7	9	9	12	9	12	11	10	11	12	11	14	14	14	14	14	16	19	19	18	18	22	27	0	1	1	1	2	1	6	5	10	3	10	4	11	4	9	11	4	10	8	4	15	13	10	18	13	13	24	21	16	22	28	28	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	3	2	2	3	2	1	4
29500	-251.298160077391174	-249.351237998314048	-1.946922079077134	0.000255088966723	0.000037553688631	0.147218004423647	0.375192227844000	2	4	6	8	6	6	9	10	10	8	10	8	11	11	12	10	10	12	12	13	13	15	14	12	14	16	20	19	17	18	21	27	0	1	1	1	2	2	3	10	10	1	4	5	2	9	6	10	1	10	17	9	13	16	15	17	12	17	18	17	21	15	20	20	1	1	1	3	1	1	1	1	1	2	1	1	5	1	3	2	5	3	1	2	1	2	1	1	3	3	3	4	2	2	3	6
30000	-221.912249071185528	-218.668294461283523	-3.243954609902008	0.000276457295852	0.000013925258797	0.050370379098602	0.543820335080972	2	3	6	8	8	5	7	9	9	7	10	10	12	10	11	8	11	12	10	13	14	14	13	15	15	16	19	17	18	20	20	26	0	1	1	3	6	2	1	7	5	1	16	5	8	2	19	10	5	14	3	19	4	13	5	18	22	13	18	20	14	21	20	28	1	1	2	1	2	1	1	1	1	3	1	1	2	2	1	1	2	1	2	2	2	1	2	1	1	2	5	2	4	2	2	5
30500	-206.881241116081554	-204.585998803880159	-2.295242312201398	0.000262615410685	0.000027095849037	0.103176919307751	0.649118216387277	2	4	5	9	8	6	9	9	9	7	9	9	10	11	10	10	10	11	11	13	15	15	13	15	12	17	20	18	18	19	22	26	0	1	1	10	10	1	10	10	10	6	5	10	5	11	6	11	1	6	9	9	7	25	5	18	13	25	29	21	10	26	28	28	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	3	3	1	2	3	2	2	2	2	2	1	2	6	1	2	4
31000	-207.081228254951327	-204.887364605719995	-2.193863649231335	0.000243777751005	0.000027668818838	0.113500180897383	0.437322111036977	2	4	5	8	8	6	7	10	9	8	8	9	11	9	12	9	10	11	11	12	14	16	13	14	15	17	18	18	18	20	21	25	0	1	2	6	6	1	3	5	6	2	6	1	12	6	14	11	6	12	4	9	10	13	13	18	21	17	24	12	14	25	28	28	1	1	1	1	1	2	1	1	2	1	1	3	1	2	1	1	4	1	1	2	3	2	1	2	1	3	2	3	3	3	2	4
31500	-220.871735078481322	-218.554677132088131	-2.317057946393181	0.000260322763207	0.000026331856774	0.101150803908808	0.452337668289840	2	3	5	8	8	6	8	10	9	9	10	10	12	10	12	11	10	11	11	11	14	15	13	14	14	17	19	17	17	19	19	26	0	1	1	6	2	2	2	7	1	4	4	7	20	2	5	4	3	14	6	1	1	13	13	9	13	13	21	21	14	9	8	28	1	1	2	1	2	1	2	1	3	1	1	2	1	4	2	1	2	1	1	4	4	2	1	2	1	2	3	3	4	4	4	3
32000	-222.014415412234513	-219.413136543488349	-2.601278868746161	0.000184174742214	0.000014651290510	0.079551030362078	0.487119416006908	3	4	7	7	7	6	8	8	9	7	9	10	11	11	13	11	9	12	11	12	13	15	12	15	14	16	19	19	18	19	22	25	0	1	1	1	2	1	1	3	2	6	4	7	7	5	9	11	2	5	7	16	19	23	5	18	13	25	24	9	4	23	29	31	1	1	1	2	1	1	3	1	3	1	1	1	2	2	3	1	2	2	2	1	1	1	2	2	1	1	3	5	8	4	2	2
32500	-206.245827623257782	-203.811737567034129	-2.434090056223645	0.000232677285150	0.000021237709102	0.091275386370786	0.569470208191062	2	4	6	8	8	6	8	8	10	8	10	10	11	7	11	10	10	12	10	13	13	15	13	15	15	17	18	17	19	19	21	26	0	1	2	3	3	1	3	14	5	3	10	10	10	3	17	10	2	5	6	9	14	20	13	18	23	23	24	20	11	26	28	20	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	4	2	2	2	2	1	1	1	1	2	2	3	5	1	1	4
33000	-213.892824450508783	-211.223589775471652	-2.669234675037123	0.000317390223335	0.000023940323862	0.075428674553517	0.507624706315108	2	4	6	8	7	6	9	10	10	8	10	10	11	11	10	9	10	12	12	13	14	15	13	14	14	16	19	19	18	20	20	26	0	1	2	3	2	2	2	10	5	6	16	16	8	15	1	10	6	8	12	11	4	13	15	7	13	13	18	7	25	26	20	31	1	1	1	1	1	1	3	1	1	1	1	1	1	1	3	1	2	1	1	2	3	2	1	3	2	3	4	4	1	2	4	2
33500	-207.528473163369682	-203.486019667181267	-4.042453496188424	0.000275795436087	0.000008691320596	0.031513649098225	0.532780579571385	2	3	6	8	8	4	9	8	9	6	9	11	12	10	13	10	11	11	11	13	14	16	13	13	14	16	18	18	18	19	21	27	0	1	6	10	2	1	3	10	10	2	10	9	16	8	6	2	16	3	7	7	11	23	16	18	16	23	18	20	10	22	20	31	1	1	1	1	2	1	2	2	1	1	2	1	2	1	4	3	1	1	1	1	2	2	1	1	2	1	2	2	6	1	3	3
34000	-213.531125717343457	-210.709321900319196	-2.821803817024257	0.000249782834853	0.000016800022612	0.067258515270923	0.638835602610000	2	3	7	7	9	6	6	9	9	8	9	10	11	10	12	10	10	11	9	11	13	15	12	13	15	16	18	18	19	19	21	26	0	1	7	7	4	1	1	6	10	6	6	10	6	4	16	11	4	4	10	9	15	23	13	18	23	23	18	25	12	13	28	31	1	1	1	1	1	2	2	1	1	1	1	1	2	1	1	1	2	2	1	1	1	2	1	1	3	2	3	2	3	3	1	2
34500	-218.640523411818293	-215.735797471821968	-2.904725939996321	0.000259957662649	0.000016469431450	0.063354283472014	0.762967666149267	2	4	6	7	8	6	8	8	9	5	9	9	10	10	12	10	11	12	10	12	13	16	12	14	14	16	19	18	17	19	22	26	0	1	2	10	2	10	3	3	10	1	4	7	2	11	19	11	3	5	7	7	15	13	17	17	23	25	18	21	11	22	28	31	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	2	1	2	1	1	3	2	3	2	2	2
35000	-240.721379331956143	-237.901780090238731	-2.819599241717399	0.000406201301057	0.000027364592676	0.067367072937421	0.584740598057151	3	4	6	8	9	6	9	8	10	5	10	11	10	9	12	9	11	11	11	12	14	13	13	14	14	15	18	19	18	18	21	24	0	1	2	3	4	2	3	10	7	2	1	5	3	10	13	2	5	14	5	9	20	14	11	14	7	22	18	9	25	22	25	29	1	1	1	1	1	1	2	1	1	1	2	1	2	2	1	2	1	1	1	1	1	2	1	3	1	1	3	4	3	2	3	3
35500	-211.390458644867721	-208.925219618631417	-2.465239026236292	0.000310774191603	0.000027627363636	0.088898513399039	0.483009586657502	2	3	6	8	6	4	8	10	9	8	9	10	11	10	12	11	11	11	11	13	12	15	13	14	14	17	19	17	19	19	21	27	0	1	6	3	1	1	5	10	10	5	10	10	8	11	4	11	3	3	14	9	14	23	13	18	23	25	18	10	12	8	20	27	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	3	2	1	2	1	1	1	2	1	1	4	4	4	4	4	3
36000	-222.150580890131124	-219.374158399449783	-2.776422490681334	0.000241518244005	0.000016796673827	0.069546190584044	0.540612361931675	2	4	6	7	6	6	8	9	9	6	8	10	12	10	13	9	9	12	10	12	13	16	14	15	11	16	19	18	18	19	22	26	0	1	2	10	2	2	6	6	10	2	10	5	25	4	14	11	2	10	8	14	18	23	25	18	9	2	24	16	18	23	28	31	1	1	1	1	1	1	1	1	2	1	1	3	1	2	2	1	2	2	1	1	1	1	1	2	1	7	2	4	2	2	1	2
36500	-200.781609238448794	-198.333627633422310	-2.447981605026494	0.000232923058842	0.000021010453764	0.090203408232882	0.555411980119485	2	4	7	7	6	7	8	10	9	8	7	10	11	10	12	10	10	11	11	13	13	15	13	13	12	16	19	18	17	19	20	26	0	1	1	5	2	2	5	10	5	5	1	10	2	9	3	3	1	11	9	9	16	23	13	18	17	22	24	20	9	25	20	31	1	1	3	1	1	1	1	1	1	1	3	1	3	1	3	1	4	2	1	2	1	1	1	1	1	1	4	3	3	3	3	3
37000	-244.705198638430119	-242.649939294064609	-2.055259344365497	0.000404232793369	0.000052792547392	0.130599368132488	0.537649608206394	3	4	6	8	8	7	8	10	9	7	10	10	10	8	11	10	11	10	11	11	15	16	14	15	13	17	20	19	18	19	21	26	0	1	2	3	3	3	3	3	10	2	10	5	5	6	6	2	16	1	13	9	15	10	2	18	6	2	29	21	3	11	21	28	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	2	1	1	2	4	7	2	4	7	1	2	5	5	2	3
37500	-216.211079062704243	-212.566650873231026	-3.644428189473219	0.000243769710811	0.000009605637828	0.039404558489291	0.646281251715063	3	4	6	9	8	5	8	9	8	8	9	10	11	10	11	11	11	12	12	13	14	15	13	14	15	16	19	18	17	20	20	26	0	1	2	10	2	1	3	10	1	1	10	6	5	11	12	11	10	5	14	14	9	23	13	18	2	21	18	25	25	26	28	25	1	1	1	1	2	1	1	1	1	2	1	3	2	1	1	2	1	2	1	2	4	1	2	1	5	1	3	1	1	2	1	4
38000	-218.898936207394541	-216.852232489275139	-2.046703718119403	0.000203445944281	0.000026812877828	0.131793621753099	0.724716946824857	2	4	6	8	8	6	8	8	9	7	10	9	10	9	13	11	10	11	11	13	15	16	13	15	14	16	19	18	19	19	19	27	0	1	1	10	3	2	10	1	6	2	14	7	3	10	10	11	3	5	10	3	19	13	5	18	23	25	15	3	21	22	28	31	1	1	3	1	2	1	1	2	1	1	1	1	1	1	3	1	2	2	1	3	1	3	2	2	1	1	2	6	2	1	1	3
38500	-198.276568732620575	-195.402001162965774	-2.874567569654801	0.000260636196279	0.000016872277634	0.064734974937879	0.561476641417495	3	4	6	8	9	7	8	10	10	8	10	11	10	10	12	11	10	11	12	12	14	16	13	15	14	17	19	19	18	18	21	25	0	1	1	3	4	3	3	4	5	6	1	3	7	10	6	11	7	7	8	9	8	25	13	18	12	13	24	21	8	22	29	29	1	1	1	1	1	1	2	1	1	1	2	2	1	1	2	1	1	2	1	1	3	1	2	2	1	4	2	3	4	1	2	3
39000	-199.771524218691610	-197.405566664338750	-2.365957554352872	0.000257027307000	0.000024888126722	0.096830671467043	0.608749261262348	2	4	6	8	8	6	8	10	10	9	8	11	12	9	12	11	10	10	12	12	13	16	13	13	14	16	20	18	19	19	21	23	0	1	1	3	2	2	3	5	5	6	3	14	17	11	10	11	2	10	7	10	19	25	10	18	13	25	18	4	8	25	20	28	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	2	3	1	2	2	1	1	2	1	1	1	6	4	4	2	5	3
39500	-207.721264893964161	-205.116236297002587	-2.605028596961565	0.000244525706201	0.000019394515136	0.079314831299368	0.537622463170734	2	4	6	6	8	6	8	10	9	9	8	11	11	10	11	10	9	11	11	12	13	15	13	15	14	16	18	17	17	18	22	26	0	1	2	2	6	1	6	9	1	11	4	16	9	11	6	11	6	3	4	6	14	13	13	18	13	25	18	14	8	26	28	31	1	1	1	1	1	2	2	1	3	1	1	1	1	1	3	1	1	2	2	4	1	2	1	1	2	1	4	3	2	1	4	2
40000	-193.321885507830956	-191.052935276159246	-2.268950231671720	0.000194910607964	0.000020603137961	0.105705575374074	0.691554583970598	3	4	6	8	7	5	9	8	9	8	9	10	12	11	13	11	9	12	11	11	15	15	14	15	15	17	19	17	18	19	21	25	0	1	1	6	2	1	10	3	4	3	5	1	19	3	14	5	4	12	6	5	12	23	13	18	13	25	24	20	14	23	28	31	1	1	1	2	2	1	1	1	1	1	1	4	1	2	1	3	1	1	2	2	3	1	1	1	1	1	1	2	3	2	3	2
40500	-201.800833673175504	-198.393507962957869	-3.407325710217647	0.000191513261284	0.000008702109646	0.045438679218716	0.612512836322835	2	4	6	8	8	6	9	8	8	8	9	11	12	11	12	10	9	11	10	12	14	15	13	14	14	16	20	17	18	17	21	25	0	1	1	3	3	2	6	3	3	1	8	9	17	7	12	11	2	10	3	19	20	23	10	18	13	22	18	9	21	25	29	31	1	1	2	1	1	1	1	1	1	4	1	1	1	1	1	1	3	2	2	2	1	2	2	1	1	1	4	3	3	1	2	2
41000	-196.305717208579438	-193.715201692989979	-2.590515515589464	0.000268773204060	0.000021565004444	0.080234949461478	0.755581798786898	3	4	6	9	6	7	8	9	9	8	10	10	12	8	11	10	10	12	10	11	14	15	13	14	14	17	18	18	19	19	20	25	0	1	1	14	2	3	3	10	3	3	14	10	9	5	6	14	2	9	14	9	19	23	13	18	13	25	24	10	16	25	28	31	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	2	1	1	1	1	1	2	3	3	2	1	2
41500	-216.502782431777121	-214.418271619967584	-2.084510811809543	0.000261878810480	0.000033166977126	0.126650098436982	0.587051060309648	1	3	7	9	8	5	8	7	10	7	9	10	11	8	12	11	10	11	12	12	13	16	14	15	14	17	19	17	18	20	21	26	0	1	6	10	3	2	6	6	10	6	10	10	12	3	16	11	5	8	9	10	12	20	20	18	17	13	18	8	7	26	29	31	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	3	1	2	1	2	2	2	4	5	4	1	2	4
42000	-193.395943576407177	-189.611463908508512	-3.784479667898674	0.000197612000146	0.000007183119811	0.036349613412771	0.711726362212603	2	3	6	9	7	6	7	9	10	8	10	10	12	10	13	9	9	12	11	12	14	15	13	14	14	16	19	18	18	19	20	26	0	1	1	5	2	1	3	10	7	5	10	4	12	4	4	10	5	4	10	9	20	23	13	18	23	25	24	20	21	22	28	31	1	1	2	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	2	3	2	2	1	5
42500	-210.223313548109871	-207.539467820364024	-2.683845727745841	0.000345041927056	0.000025734672225	0.074584188782093	0.592208392824251	2	4	6	8	6	6	9	9	9	7	9	11	11	10	13	9	11	10	11	12	15	16	13	14	13	14	18	18	19	19	19	26	0	1	2	6	2	2	5	10	10	6	10	10	16	11	16	5	16	16	7	9	15	17	13	18	12	23	18	14	14	17	20	16	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	2	2	1	1	2	1	2	1	2	2	1	3	2	4	3	3	6
43000	-198.030814334825550	-194.583691662972228	-3.447122671853323	0.000204798259440	0.000009080808952	0.044340264300573	0.579528886117016	1	3	6	9	9	5	9	10	9	8	9	10	11	11	12	10	11	12	11	11	14	13	12	14	15	17	18	19	18	20	21	26	0	1	1	3	10	1	2	10	10	3	3	10	6	7	8	2	16	6	3	9	7	13	16	18	23	25	18	21	21	26	28	28	1	1	2	2	1	3	3	1	1	1	1	1	3	1	1	4	1	2	2	1	3	1	1	2	1	1	3	2	3	2	1	4
43500	-200.912571537895388	-198.486077825830250	-2.426493712065147	0.000185180884150	0.000017012554525	0.091869928167866	0.565153610204703	2	4	4	8	9	6	8	10	9	8	9	9	11	9	11	11	10	11	11	12	13	15	12	14	15	16	20	17	18	19	21	25	0	1	1	6	6	2	3	7	10	1	7	6	5	7	10	11	5	10	12	10	7	23	13	18	5	23	24	9	19	26	28	31	1	1	1	1	2	1	2	1	1	3	1	1	2	1	1	1	1	2	1	2	2	2	1	2	3	2	3	4	3	2	2	2
44000	-202.653538629344524	-199.544472743403162	-3.109065885941365	0.000206685665881	0.000011374154576	0.055031172709716	0.559591564461621	3	4	6	8	8	6	8	10	8	6	9	10	12	10	11	10	11	11	11	13	14	16	13	15	14	16	20	18	19	18	21	26	0	1	2	10	6	1	1	7	10	2	10	3	11	7	10	6	12	7	7	4	2	25	13	18	23	25	24	9	11	23	28	28	1	1	1	1	1	2	2	1	1	1	2	2	2	1	3	1	1	1	1	3	5	1	1	2	1	2	3	5	4	2	1	3
44500	-204.309822906801486	-202.005963836258900	-2.303859070542572	0.000189469260277	0.000019395785376	0.102369035208748	0.639836034548350	2	4	6	9	8	7	9	10	10	7	9	11	12	11	13	10	11	11	11	12	14	16	14	14	14	16	19	17	17	18	21	26	0	1	2	10	2	2	3	5	6	1	2	5	5	11	19	7	11	11	6	11	5	23	11	18	13	23	24	20	3	13	20	31	1	1	1	1	1	1	1	1	1	2	3	2	2	1	1	1	1	2	2	2	3	1	2	2	1	1	4	3	5	3	4	3
45000	-214.920340157334209	-212.374632509873834	-2.545707647460368	0.000163167428090	0.000013572251002	0.083179903987198	0.553596201419318	3	4	5	8	7	6	9	10	8	9	10	9	10	11	12	11	10	12	11	11	14	16	13	15	14	15	20	18	17	20	21	25	0	1	1	6	6	1	5	1	2	5	9	9	9	12	10	11	9	8	7	9	11	13	13	18	23	8	24	7	7	26	28	31	1	1	1	1	1	2	1	4	2	1	1	1	1	1	1	1	2	2	1	1	2	5	1	1	1	3	3	3	4	1	2	1
45500	-205.142669918873338	-202.465751280826737	-2.676918638046609	0.000287978614801	0.000021593439822	0.074982789387822	0.495697069579937	2	3	6	9	9	7	8	8	9	6	7	11	12	11	12	11	10	12	12	12	14	16	13	14	14	16	18	17	18	20	22	25	0	1	1	10	2	10	3	10	6	2	2	10	14	4	6	9	10	11	12	9	16	25	14	18	23	13	18	9	12	25	29	31	1	1	1	1	2	1	2	1	1	1	3	2	1	2	2	1	2	2	1	2	2	1	1	1	1	2	3	4	4	4	2	1
46000	-219.040348133200780	-216.231687682097572	-2.808660451103199	0.000247751719884	0.000016824706827	0.067909546037717	0.459736553261601	2	3	7	8	9	7	8	10	9	8	9	10	9	9	10	10	10	10	11	12	14	16	13	14	15	16	19	17	19	19	21	24	0	1	1	3	3	1	1	7	10	2	10	6	6	7	1	2	6	7	6	15	5	13	10	18	23	13	18	16	12	25	28	29	1	1	2	1	1	2	2	1	1	1	1	2	1	1	3	3	2	1	2	1	3	5	2	3	1	3	5	2	4	2	2	3
46500	-219.862434649384966	-216.884998411055932	-2.977436238329020	0.000251266177535	0.000015125352496	0.060196531996828	0.586797919874330	3	4	6	8	7	6	7	9	9	8	9	10	12	11	12	10	10	12	11	12	13	13	13	15	12	16	19	18	18	19	21	27	0	1	1	6	2	2	3	5	7	5	10	9	17	16	6	10	4	3	12	9	10	25	7	18	5	23	18	21	6	26	28	28	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	3	1	1	2	1	3	2	2	1	3	4	4	1	2	5
47000	-219.607244640091807	-217.393085587954289	-2.214159052137527	0.000214208777808	0.000023842365607	0.111304335194454	0.433461338839347	2	4	6	7	9	5	9	9	9	7	10	8	11	10	11	10	11	9	11	12	14	15	13	13	15	17	19	18	18	19	21	23	0	1	1	6	3	2	3	4	10	1	1	6	5	5	6	10	5	2	6	5	9	13	13	18	23	25	18	8	8	25	28	28	1	2	1	2	2	1	1	1	1	2	3	1	1	1	4	2	2	2	2	1	3	3	1	2	1	1	4	4	4	2	1	2
47500	-230.284670055895390	-227.550614406443373	-2.734055649452029	0.000243652244369	0.000017491078620	0.071787061373015	0.614775393752382	2	4	6	7	9	7	8	9	9	8	9	10	12	11	13	10	10	12	10	12	13	15	13	14	14	16	18	18	17	20	21	27	0	1	2	3	3	1	3	1	6	1	3	10	17	16	10	10	10	10	8	9	8	23	4	5	17	25	18	20	11	26	28	31	1	1	1	1	1	2	1	2	1	3	2	1	2	1	2	1	1	2	1	1	2	1	3	2	3	1	3	2	5	1	2	2
48000	-212.021169182550153	-208.823728799348800	-3.197440383201360	0.000221344844159	0.000011490460646	0.051912032059344	0.550176106422565	2	4	6	9	9	6	8	10	8	6	10	11	10	9	12	9	10	12	12	11	14	16	13	14	14	15	19	18	18	19	22	25	0	1	2	6	6	2	3	2	10	2	16	9	7	10	10	10	10	10	7	10	4	25	13	18	13	25	18	19	21	26	28	31	1	1	1	1	2	1	1	3	1	1	1	1	1	1	2	1	2	2	2	2	1	1	1	1	3	1	4	2	3	3	2	2
