"","type","n","prop.ances.ok","msup.ances","merr.date","prop.imp.ok","mu1.ok","mu2.ok","merr.pi"
"75cf9ec305","zuper",85,0.642857142857143,0.593154761904762,1.21389705882353,NA,0,0,0.0116402738924766
