step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87
1	-2008.089974565798002	-2014.945462516757289	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.369996113801676	0	2	2	3	4	6	5	5	6	9	7	7	8	7	7	9	9	10	9	10	8	10	10	10	9	10	11	11	10	11	12	11	11	12	14	12	13	13	13	14	14	14	14	15	15	15	15	14	15	15	15	15	15	18	17	18	18	17	18	18	17	19	19	20	20	20	20	21	21	22	22	23	22	23	23	24	25	25	26	25	25	25	28	26	28	29	30	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	3	3	3	3	5	4	4	4	4	4	5	5	5	5	5	4	5	5	5	5	5	6	6	5	6	6	6	6	6	7	6	7	7	7	7	7	7	7	8	8	8	8	7	8	8	8	8	8	9	9	9	9	9	9	9	9	10	10	10	10	10	10	11	11	11	11	12	11	12	12	12	13	13	13	13	13	13	14	13	14	15	15
500	-713.839528526050117	-720.695016477009517	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.259295380305566	0	2	3	4	2	3	6	5	6	9	6	7	8	6	8	8	10	10	9	10	7	11	9	10	9	10	11	11	10	12	13	10	12	12	14	13	13	13	13	14	14	14	14	15	15	16	15	13	16	15	12	15	14	19	18	19	18	16	18	18	16	19	19	17	19	20	21	21	21	22	23	23	22	24	24	25	25	26	27	25	26	24	29	27	28	29	31	0	1	1	1	1	1	2	3	5	6	2	11	3	8	8	1	10	9	12	14	14	6	6	21	21	6	13	18	19	25	14	15	10	18	17	27	28	29	29	37	25	23	27	29	24	34	26	26	38	8	6	36	26	6	64	53	26	42	13	52	26	13	6	42	51	36	58	51	63	55	58	67	64	51	13	65	71	51	51	51	62	51	63	51	13	68	51	1	1	2	2	1	2	1	2	2	4	2	1	3	1	1	4	1	2	1	2	1	4	3	1	1	5	1	1	1	3	3	1	2	1	2	2	1	2	2	1	3	3	2	3	3	2	3	2	2	7	5	1	3	10	1	4	5	1	7	2	3	6	11	1	4	4	3	5	2	2	4	1	3	8	8	3	1	8	9	6	4	6	6	11	15	5	14
1000	-527.282911108284225	-534.138399059243625	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.519636143495836	0	1	2	3	4	6	5	4	5	8	7	6	8	7	8	9	10	11	9	11	8	10	9	10	9	10	11	9	10	12	13	11	11	12	14	12	14	14	13	14	13	14	15	15	15	15	14	15	16	15	15	15	15	18	17	18	17	16	18	18	18	19	19	20	20	20	21	21	22	21	22	22	22	23	23	25	25	25	26	26	26	25	28	26	29	29	29	0	1	1	3	2	3	1	2	5	6	5	5	7	8	8	10	10	26	12	25	7	5	13	21	21	28	13	10	19	25	20	8	13	28	17	27	28	29	29	26	25	33	33	38	24	40	17	35	39	21	33	27	47	37	52	47	48	42	13	52	53	43	52	55	58	59	58	33	64	62	65	65	62	58	62	72	71	68	71	70	75	68	81	68	43	82	68	1	1	1	1	2	2	3	2	1	2	1	1	2	3	2	1	1	1	2	1	2	2	1	1	1	1	1	1	1	2	1	3	2	1	2	1	2	3	2	2	1	2	3	1	2	1	2	1	2	4	2	3	1	2	2	3	1	1	5	1	2	2	2	2	2	1	2	5	1	1	2	1	2	4	3	2	1	2	2	2	2	2	1	4	8	2	5
1500	-483.367933761135248	-490.223421712094648	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.588150206352237	0	2	1	2	3	6	5	4	5	8	8	7	9	8	7	9	10	10	9	10	9	11	11	11	10	11	12	10	11	11	12	11	10	12	15	10	14	14	13	14	14	14	14	14	15	15	14	14	16	15	14	16	16	18	17	19	16	18	18	19	18	19	20	21	20	20	20	22	21	23	22	22	22	23	24	24	25	25	26	25	25	25	27	27	29	29	30	0	3	1	1	2	1	5	2	2	6	7	9	6	15	8	10	10	10	12	14	8	9	36	14	14	10	36	10	19	15	24	20	13	28	28	13	28	29	29	18	32	33	36	29	31	34	6	17	44	32	33	43	47	18	27	53	48	51	52	43	53	43	59	55	58	60	52	65	60	62	65	65	55	65	73	72	71	72	74	70	75	72	81	72	75	82	82	1	1	1	1	1	2	1	1	2	1	1	1	2	1	2	1	1	1	1	2	3	3	1	2	1	1	1	1	1	2	1	1	1	1	3	1	2	2	1	2	2	2	2	2	2	2	2	2	1	2	2	2	1	4	2	2	1	2	1	3	1	2	1	2	1	1	2	2	2	2	1	2	2	1	1	1	2	2	2	1	1	2	1	4	3	2	3
2000	-464.484254865883713	-471.339742816843113	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.675032165897456	0	2	2	3	4	6	4	5	5	7	8	7	9	6	7	8	10	10	9	10	8	10	10	10	10	11	12	11	10	12	12	11	11	12	14	13	14	13	12	12	15	14	14	15	14	15	14	14	15	16	15	15	14	17	17	18	16	17	18	18	17	20	18	20	21	20	20	19	22	22	22	21	22	23	23	24	24	26	25	25	25	25	29	27	26	29	31	0	1	1	3	2	3	2	2	2	6	7	9	6	8	14	6	10	10	12	14	14	11	6	21	21	10	13	10	19	25	24	25	13	18	26	13	28	29	29	28	32	33	13	38	24	34	17	17	38	32	27	27	18	48	43	47	35	51	52	52	53	55	27	55	68	60	58	58	60	62	65	68	55	68	70	72	71	72	71	75	75	74	81	82	73	84	84	1	1	1	1	1	2	1	2	2	1	1	1	1	1	1	1	2	2	1	3	1	1	2	1	1	2	2	2	1	1	1	1	1	1	2	2	2	2	1	1	2	1	2	1	2	2	2	2	1	2	1	2	2	2	1	2	1	1	1	2	2	2	3	2	2	1	2	1	2	1	1	1	3	4	1	2	1	3	1	1	1	1	2	1	2	1	2
2500	-430.840931290902006	-437.696419241861406	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.764928833741490	0	2	2	4	4	5	5	5	6	8	6	7	7	7	7	9	10	11	9	10	8	10	9	11	9	10	11	10	10	11	13	10	12	11	12	12	14	13	13	14	13	14	15	15	16	16	14	14	15	15	15	16	16	19	17	17	19	17	18	18	17	19	19	20	21	20	20	19	21	21	22	23	23	23	23	24	24	26	27	25	25	25	28	26	28	30	31	0	1	1	3	2	3	2	5	5	6	1	7	6	11	8	10	10	10	12	25	14	9	13	14	14	10	13	10	19	25	24	14	27	28	17	27	28	19	29	17	32	33	36	39	31	34	35	35	39	41	42	27	47	40	43	53	48	51	36	36	53	55	60	55	68	52	58	58	60	64	68	68	70	65	70	72	65	76	74	70	75	65	81	82	80	84	82	1	1	1	1	1	2	2	1	1	1	3	2	1	1	1	1	1	2	1	1	1	2	1	2	1	2	2	1	1	1	1	1	1	1	1	1	2	2	2	1	1	1	2	1	1	2	1	1	1	1	1	2	1	2	1	1	2	1	3	3	1	1	1	1	1	2	2	1	2	1	1	1	1	2	1	1	2	1	2	1	1	1	2	1	1	2	3
3000	-464.397983426977817	-471.253471377937217	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.716382092200370	-1	2	2	3	4	6	5	6	6	8	7	7	8	8	7	9	9	10	9	10	7	9	11	9	10	10	11	11	11	12	12	11	11	12	14	12	14	14	13	14	13	14	15	16	15	14	15	15	16	15	15	14	15	19	16	18	18	17	19	18	18	19	19	20	21	20	21	19	20	23	22	22	21	24	23	24	24	24	27	25	25	24	29	25	28	29	31	0	1	1	3	2	2	2	5	5	6	9	7	6	21	8	10	10	10	12	14	8	2	13	14	14	16	13	18	19	25	24	25	13	26	17	6	28	29	29	18	32	33	27	39	31	34	35	35	38	25	13	23	35	52	52	53	35	42	43	43	53	55	60	55	68	43	68	58	60	73	68	68	62	71	73	72	58	71	74	75	75	72	81	82	80	84	84	1	1	1	1	1	3	2	1	1	2	1	1	1	1	1	1	1	1	1	2	1	3	1	1	1	1	2	1	1	1	2	1	2	1	2	3	1	1	2	2	1	1	2	1	2	1	1	1	1	2	2	2	1	2	1	1	2	2	1	2	1	1	1	2	1	2	1	1	1	1	2	1	1	1	1	2	3	2	2	1	1	1	2	1	2	2	3
3500	-464.759495932083610	-471.614983883043010	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.677822951680467	1	3	2	4	4	6	5	6	6	8	6	7	8	8	8	10	10	9	8	10	7	10	10	11	9	10	10	11	10	11	12	11	11	12	14	12	12	13	13	13	15	14	14	15	15	15	15	13	15	15	15	16	15	16	18	18	17	18	18	17	16	20	17	21	21	21	21	20	20	23	22	23	21	23	22	24	25	25	26	25	25	26	28	27	29	28	31	0	1	1	1	2	7	5	2	2	6	7	7	6	21	8	18	18	10	12	21	8	3	13	21	21	10	13	18	19	25	20	25	13	16	17	27	26	29	19	26	32	27	27	39	31	34	40	17	39	30	42	43	35	17	60	53	35	51	52	52	53	55	43	55	68	60	58	58	43	73	68	68	63	65	73	65	65	72	77	75	73	65	81	82	80	82	84	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	2	1	3	1	3	1	1	1	1	1	1	1	1	2	1	2	2	1	2	2	2	2	2	2	1	2	1	1	1	1	2	1	1	1	3	1	2	1	2	1	1	1	1	2	1	1	2	2	1	3	1	1	2	2	1	1	2	3	1	1	2	2	2	1	1	1	1	2
4000	-434.290356049660488	-441.145844000619888	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.723783228408515	0	2	2	3	4	6	5	4	6	8	7	7	8	7	7	9	9	10	9	10	8	10	10	9	9	10	11	10	10	9	12	11	11	13	14	13	13	13	14	15	13	14	14	15	15	16	16	11	16	14	15	15	16	17	18	18	18	18	17	19	17	19	20	21	21	20	20	20	21	23	22	23	21	23	23	24	26	25	26	25	24	25	28	27	28	28	30	0	1	1	1	2	7	2	2	2	6	9	9	6	5	8	10	10	10	12	14	14	9	13	14	21	10	13	10	12	15	24	25	13	26	17	23	28	19	29	26	21	33	27	38	31	34	35	17	38	32	42	27	35	40	36	53	35	51	36	59	53	59	59	62	68	60	58	58	66	73	68	68	62	71	73	68	71	72	74	75	75	72	81	82	80	82	84	1	1	1	1	1	1	2	1	2	1	1	1	1	1	2	1	1	2	1	1	1	2	1	1	1	2	2	1	2	1	2	1	1	1	3	2	2	2	3	2	2	1	2	1	2	1	1	1	2	1	1	3	2	1	2	1	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	2	1	2	1	1	1	2	1	1	2	1
4500	-443.968737076137757	-450.824225027097157	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.674098093120445	1	3	2	3	5	6	4	5	6	7	7	8	8	8	7	9	9	10	9	10	7	11	10	11	9	10	10	9	10	11	13	11	12	12	14	11	13	14	13	12	14	14	13	15	15	14	16	13	15	14	15	15	16	18	18	18	16	16	18	18	17	19	19	21	20	21	21	22	21	21	23	22	22	24	23	24	25	25	27	24	25	25	27	27	27	28	30	0	1	1	1	7	1	2	7	2	6	3	7	6	11	8	10	10	10	12	14	8	9	13	25	15	10	13	10	12	25	24	25	27	28	17	27	28	29	29	10	32	33	27	39	24	28	35	17	39	25	42	43	35	37	52	53	48	51	52	36	53	55	52	62	58	60	58	65	60	62	68	65	70	65	70	72	71	76	74	75	75	76	81	82	80	82	84	1	1	1	1	1	2	1	1	1	1	3	2	2	1	2	1	2	2	1	1	1	3	1	1	2	3	1	1	1	1	1	1	1	2	3	1	2	2	2	2	2	1	3	1	2	3	1	2	1	3	1	1	1	2	2	1	1	1	1	4	1	1	2	1	2	2	2	1	2	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	2	1	1
