"","type","n","prop.ances.ok","msup.ances","merr.date","prop.imp.ok","mu1.ok","mu2.ok","merr.pi"
"a2e04e2702","zuper",94,0.602150537634409,0.588709677419355,2.99089095744681,NA,0,1,0.0104928212500075
