step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94
1	-964.933198156183835	-973.984041536635232	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.646381325318880	5	18	9	14	20	23	25	17	14	19	19	19	21	23	27	21	27	24	23	25	23	23	21	27	28	22	27	23	28	28	34	30	27	34	37	26	33	28	26	27	28	27	24	26	31	30	37	27	30	27	25	27	26	30	25	34	31	28	32	39	35	32	34	29	38	36	38	35	37	36	46	40	39	39	40	37	37	36	39	42	38	36	39	43	47	46	48	42	48	51	44	49	48	56	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
500	-486.051402680899571	-495.102246061350911	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.999767312174988	5	16	11	8	15	24	20	21	18	12	23	13	19	16	22	15	25	14	23	23	21	24	18	29	25	18	27	18	21	26	33	21	29	37	35	21	33	25	26	31	19	23	28	20	24	31	33	26	33	22	21	23	27	30	27	35	21	32	29	35	32	34	32	31	38	33	26	33	35	36	33	39	34	40	39	40	37	35	39	41	38	31	32	41	47	45	45	44	49	44	38	43	50	52	0	3	1	1	4	44	4	18	18	4	9	4	10	10	14	3	41	4	16	18	5	18	18	32	14	18	20	18	12	9	48	28	7	37	25	5	15	21	45	55	10	7	36	10	9	11	39	8	39	2	2	14	19	19	5	53	16	48	44	63	18	52	25	50	35	48	32	42	67	49	64	63	39	46	83	25	58	46	59	40	64	48	16	78	84	62	47	84	79	83	62	56	75	77	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1000	-480.852580204423077	-489.903423584874417	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.998117097504104	4	14	8	10	19	20	22	20	17	18	21	14	23	19	29	12	26	25	21	17	20	20	15	28	30	15	28	19	30	23	33	29	22	31	36	24	37	24	19	28	30	31	20	26	27	28	40	26	32	30	27	22	20	30	24	34	35	27	30	42	34	24	31	27	36	39	38	37	37	36	47	39	37	34	44	29	34	37	37	40	30	38	37	40	41	44	48	40	45	44	46	37	45	55	0	3	1	1	12	2	12	23	2	23	26	3	22	4	33	3	10	52	16	2	26	2	2	14	5	16	19	12	55	21	33	19	12	52	25	20	32	9	2	6	7	18	2	2	5	13	37	10	5	62	9	10	23	45	21	41	44	26	62	68	51	39	62	13	34	13	50	81	51	74	47	29	62	45	80	62	19	25	34	70	36	32	81	34	38	77	88	65	65	79	32	46	32	65	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1500	-487.640384040653544	-496.691227421104884	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.946464603592024	3	18	9	8	15	21	20	13	17	23	18	18	15	27	27	21	30	24	24	26	25	18	19	27	32	24	30	13	26	23	30	24	26	32	36	27	36	25	21	30	25	29	22	24	30	30	32	29	30	29	27	22	29	29	18	33	27	26	27	40	31	33	35	25	34	29	37	37	31	35	45	43	43	39	40	30	33	37	35	34	26	37	36	36	48	46	50	40	45	45	32	42	50	58	0	8	1	1	8	28	8	4	8	2	1	4	4	9	43	13	10	52	11	10	23	13	13	9	29	7	21	4	2	7	51	22	9	39	17	10	31	39	12	24	6	57	55	13	6	26	57	41	36	18	38	5	64	21	28	43	64	7	6	27	41	38	59	22	25	44	27	40	23	20	78	74	34	45	56	19	32	27	38	58	9	69	29	29	73	63	65	47	83	27	76	83	68	72	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2000	-490.598095272251044	-499.648938652702384	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.999792775454840	5	19	8	14	18	21	27	15	16	12	17	16	13	23	14	18	27	24	20	25	19	23	22	27	30	20	30	20	25	28	32	30	26	33	28	24	35	24	25	28	19	20	21	22	21	29	32	22	29	29	21	27	28	31	23	27	30	30	35	36	28	35	30	27	40	35	37	27	31	34	38	42	33	39	41	31	36	39	31	31	32	33	37	38	39	43	39	41	40	44	47	52	44	38	0	8	1	1	10	8	2	3	10	3	1	10	1	12	3	4	22	45	10	44	13	12	15	9	55	1	24	10	48	26	19	43	6	53	55	12	8	9	13	43	13	10	41	4	41	6	9	15	41	21	11	45	55	22	10	26	18	24	50	63	55	53	21	51	54	58	54	5	14	17	81	74	19	31	70	35	17	27	23	22	18	14	50	69	47	77	61	25	56	80	69	74	31	31	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2500	-488.749485084128196	-497.800328464579536	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.996279539552521	1	17	11	13	22	24	26	12	9	17	17	23	20	25	28	23	26	19	25	23	21	21	18	27	26	16	29	22	22	22	37	32	30	36	39	20	34	33	25	29	30	24	26	22	33	31	40	28	29	27	20	25	23	28	24	33	33	30	23	39	30	31	35	28	35	26	34	32	36	29	42	31	38	39	40	38	38	30	38	36	38	27	37	41	30	48	36	41	51	51	39	51	48	55	0	3	1	9	26	18	16	9	1	3	4	30	3	51	13	13	51	4	23	8	26	9	3	20	12	3	44	10	10	13	32	7	28	40	37	3	15	27	44	30	14	4	29	10	24	10	41	20	2	23	1	36	8	39	51	54	50	25	18	83	52	29	17	39	14	11	70	50	50	52	81	29	32	46	72	53	48	66	53	17	65	5	55	45	19	79	23	63	58	47	34	77	56	90	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3000	-476.712244873189775	-485.763088253641115	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.994794206179796	7	18	10	12	15	18	25	17	12	20	14	21	21	12	29	21	20	27	24	25	11	21	24	26	25	22	26	19	30	18	31	31	27	30	30	26	36	29	26	24	23	29	23	24	30	32	35	30	32	26	25	24	28	23	17	34	25	27	30	37	32	37	35	32	39	35	41	31	37	34	39	40	33	39	40	35	33	28	40	35	36	38	27	43	37	46	47	31	42	46	47	49	48	58	0	4	1	1	3	9	8	21	1	3	3	8	11	1	40	11	55	30	26	26	1	2	6	41	28	8	8	4	52	1	10	12	26	25	39	8	39	5	17	16	6	41	28	3	25	23	45	41	58	13	4	10	13	8	1	35	13	26	28	46	19	61	51	20	81	68	73	22	31	27	37	61	43	50	70	33	57	54	69	13	35	38	17	74	44	89	62	53	82	69	31	84	79	87	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3500	-474.272441796335727	-483.323285176787067	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.996658038669570	7	17	9	15	18	25	18	14	10	21	13	18	22	17	27	25	21	20	24	20	25	24	19	31	24	20	31	19	29	30	34	29	31	34	38	23	29	25	23	26	22	28	23	22	31	19	24	25	28	25	28	27	25	28	28	31	31	27	32	40	31	33	31	29	28	34	38	30	33	38	47	40	38	28	36	37	38	33	39	43	40	38	39	42	45	41	41	41	38	50	41	42	49	55	0	9	1	3	9	2	9	9	1	11	1	4	14	9	28	28	14	5	5	1	12	7	8	39	5	4	41	8	38	28	47	47	9	54	25	18	19	20	18	23	12	43	46	46	19	4	20	26	23	13	5	8	20	50	36	55	51	28	74	56	41	26	6	50	13	38	33	50	37	37	89	66	30	10	48	54	59	36	63	51	70	74	66	31	60	78	33	33	61	91	30	30	87	93	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4000	-477.633339475115577	-486.684182855566917	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.998325166002993	5	16	9	14	12	12	27	18	15	20	14	18	21	19	27	19	27	25	17	24	24	26	22	27	29	20	28	22	23	27	35	28	18	32	31	29	30	21	23	26	28	23	22	21	33	27	41	25	33	31	25	29	24	31	23	36	23	29	32	33	37	30	29	20	39	36	33	34	34	33	43	32	36	38	36	37	30	26	39	37	34	30	38	36	45	40	45	41	46	50	40	44	45	49	0	6	1	1	3	3	55	4	5	1	1	3	5	6	2	2	21	19	11	33	38	43	2	10	55	4	44	5	4	4	17	29	6	22	20	18	51	8	10	16	18	2	9	12	57	11	61	26	15	22	9	23	2	21	64	35	2	4	18	58	69	23	29	11	31	35	41	24	36	15	56	20	62	69	44	41	64	28	31	29	14	53	34	82	36	69	56	32	61	79	38	54	91	71	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4500	-476.189982908558989	-485.240826289010329	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.992203376512344	1	15	8	15	17	26	26	20	11	19	19	18	24	24	31	22	30	23	26	29	17	24	14	25	31	20	28	26	22	26	26	33	23	31	38	20	31	29	25	17	29	27	25	18	31	31	35	26	27	26	23	30	12	31	23	25	29	30	32	40	31	28	31	32	41	37	25	35	34	33	49	39	40	36	36	39	35	26	37	33	36	32	36	38	46	44	44	44	42	52	39	47	46	42	0	3	1	3	3	11	36	4	3	9	23	4	23	23	50	44	22	44	29	51	9	21	9	53	49	9	21	23	2	44	18	16	23	36	32	40	56	11	36	23	56	44	29	9	50	16	20	16	12	2	12	62	3	50	21	44	40	21	10	37	13	33	28	56	45	59	10	54	22	50	93	34	81	39	20	63	18	40	32	30	34	48	54	59	32	60	65	81	79	93	20	66	60	74	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
