step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78
10000	-582.332406928105229	-580.676726987979578	-1.655679940125657	0.000221119525425	0.000048245752929	0.218188569443441	0.561298164407793	1	5	6	7	7	7	8	11	9	9	11	10	13	11	13	11	12	12	11	13	13	13	15	15	15	13	14	15	15	14	16	14	14	16	17	17	19	19	20	19	19	20	21	19	22	21	25	23	24	23	24	22	24	26	25	28	25	25	26	25	27	26	27	29	28	28	28	31	29	30	30	31	34	33	35	35	37	42	0	0	2	2	2	3	4	4	5	7	9	10	8	9	19	4	2	12	9	14	9	11	16	26	18	19	19	17	12	14	22	19	0	27	32	19	35	34	31	34	28	17	38	31	15	40	43	43	52	37	45	42	0	55	51	63	29	46	42	51	0	41	57	55	63	21	63	46	63	65	67	66	70	69	73	73	62	77	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	2	3	1	1	1	2	1	2	1	1	2	2	2	2	1	2	2	1	1	1	3	1	2	2	2	2	4	1	1	4	2	2	1	1	2	1	1	1	1	1	1	6	2	3	1	1	3	1	3	1	4	1	5	1	1	1	1	2	1	1	1	4	3
10500	-612.508301668778699	-610.439501834349358	-2.068799834429334	0.000256657622789	0.000033043649162	0.128746026720485	0.641073180817205	-1	5	7	9	7	8	8	10	10	10	10	11	12	11	14	11	13	13	12	12	11	14	12	15	15	13	14	16	16	14	14	16	14	15	16	15	18	20	20	19	17	21	22	19	22	22	25	20	24	23	24	21	24	23	25	27	23	25	26	26	27	28	27	26	29	26	28	30	30	30	30	31	34	32	35	33	39	42	0	0	2	2	2	3	2	4	5	7	5	11	7	5	19	4	19	12	14	9	11	9	4	31	9	19	19	31	2	19	17	11	0	19	27	22	34	37	37	11	9	32	41	31	38	48	51	40	52	37	54	44	0	40	51	66	13	51	49	51	0	45	57	51	56	22	66	64	65	56	67	62	70	69	76	63	72	77	1	1	1	2	1	1	2	1	1	1	2	1	2	2	1	2	1	1	1	2	1	2	2	1	2	1	2	1	6	1	1	3	1	2	1	1	2	1	1	3	3	2	3	2	1	1	1	1	2	2	1	1	1	2	1	1	3	1	1	1	1	4	3	1	1	3	1	2	1	1	1	2	2	1	1	3	4	1
11000	-585.388563361993192	-583.298168698332574	-2.090394663660625	0.000221819665326	0.000027922604826	0.125879753652081	0.549380989448104	0	5	6	9	7	8	9	11	9	9	11	11	13	8	13	12	13	13	12	12	13	13	14	14	15	14	14	15	15	15	16	15	14	15	18	15	18	21	21	19	17	18	22	19	19	23	25	22	23	24	24	23	23	25	23	27	25	26	26	27	26	27	26	28	27	29	30	30	30	31	31	31	32	33	34	35	37	41	0	0	2	14	2	3	2	4	2	5	14	7	8	2	19	7	11	12	11	7	8	11	20	11	18	19	19	22	12	26	22	19	0	9	27	22	24	27	24	15	34	11	37	24	32	43	48	40	42	45	46	42	0	55	43	63	4	43	49	55	0	50	57	46	57	40	63	54	63	69	67	57	70	73	70	70	66	77	1	1	1	1	2	1	2	1	2	1	2	1	1	2	1	2	1	1	1	2	1	2	1	1	1	2	1	1	2	1	2	2	1	2	2	2	2	3	2	3	1	2	2	2	1	1	3	2	3	2	1	3	1	1	1	1	10	2	2	2	1	1	1	3	1	6	2	2	2	1	1	3	1	1	1	2	4	2
11500	-543.510354469099411	-541.770312110265422	-1.740042358834004	0.000168720574810	0.000032367412932	0.191840342934952	0.595218632170486	-1	5	6	9	7	7	9	10	10	8	9	10	12	9	14	12	13	13	12	12	14	14	14	14	12	13	14	16	14	15	12	15	14	16	18	15	18	20	20	17	19	18	22	20	22	21	25	23	23	24	23	21	25	26	25	26	25	25	26	26	27	27	27	27	28	29	30	31	30	30	32	30	33	32	34	34	38	40	0	0	2	6	2	3	10	2	5	2	5	6	12	5	19	2	31	4	9	8	14	17	4	17	10	19	26	17	25	19	9	19	0	30	19	22	32	35	36	34	40	28	46	42	35	41	46	46	52	30	46	42	0	48	48	57	9	46	49	48	0	40	56	47	63	29	63	43	65	65	67	57	69	69	73	69	66	77	1	1	1	1	1	1	1	2	1	2	1	2	1	1	1	3	1	2	1	1	2	1	2	1	2	1	1	2	2	2	2	2	1	1	3	1	1	2	3	1	1	1	1	1	2	1	1	1	1	4	1	2	1	2	1	1	10	2	2	1	1	5	1	1	1	8	1	4	1	1	1	2	2	1	1	2	2	2
12000	-534.000771982153083	-532.435450166371879	-1.565321815781161	0.000160585764819	0.000041138087001	0.256175178711947	0.662204899539021	0	5	6	8	7	7	10	10	11	9	10	11	13	9	14	12	12	13	13	12	14	13	14	16	14	12	15	15	15	14	16	15	14	16	18	16	19	20	21	19	18	20	22	19	22	21	24	23	24	23	23	22	24	26	25	26	23	25	25	26	26	27	28	29	29	28	29	30	30	31	31	31	34	34	34	35	37	42	0	0	2	2	2	3	4	4	14	4	14	10	16	5	26	4	11	10	26	8	17	17	10	22	4	11	19	4	12	26	17	19	0	15	15	22	19	40	31	34	28	31	46	31	37	41	46	46	52	40	46	42	0	43	46	57	28	46	49	58	0	50	56	54	63	23	63	58	63	69	67	66	70	69	69	70	66	77	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	2	1	2	1	1	3	2	2	1	1	3	2	1	2	1	1	1	3	2	2	1	2	1	2	2	1	1	2	2	2	1	1	1	1	1	1	2	2	2	3	2	1	1	1	2	1	2	1	7	1	2	1	1	1	2	2	2	2	3	4	2
12500	-590.905161241133669	-588.686872042323671	-2.218289198809948	0.000215940821573	0.000023940467414	0.110865871676695	0.469781432424797	0	4	5	7	8	7	9	11	10	9	10	10	13	10	13	12	13	13	11	12	13	14	15	16	14	14	15	15	15	16	15	16	14	17	17	17	19	21	19	19	19	20	20	20	22	22	21	23	23	24	23	24	24	25	26	26	24	25	26	25	25	27	27	28	29	28	29	31	30	30	32	31	34	33	34	32	37	40	0	0	2	2	4	3	4	14	5	2	4	10	4	3	11	7	5	12	5	14	9	14	14	15	4	15	19	22	12	19	11	22	0	27	23	22	30	37	11	34	23	24	30	17	19	43	41	47	42	34	47	49	0	48	46	57	23	46	52	43	0	40	56	60	63	56	63	47	66	66	65	21	66	69	76	70	23	77	1	1	1	1	1	1	1	1	1	2	2	1	2	3	2	1	3	1	2	1	2	2	5	2	4	1	2	1	2	2	2	1	1	1	1	1	1	2	4	2	2	3	2	4	5	1	1	1	2	4	1	1	1	1	3	2	4	3	1	2	1	5	1	2	1	1	1	7	1	1	3	6	2	2	1	2	7	2
13000	-682.873895485139201	-681.098118672199234	-1.775776812939984	0.000232546521283	0.000042430266377	0.182459260809770	0.430669649590187	1	3	5	9	7	6	9	10	10	9	10	11	11	12	14	11	12	13	12	12	14	14	15	16	14	13	13	15	13	16	16	15	14	17	17	16	19	21	21	19	19	20	22	19	22	23	21	22	24	23	23	23	24	25	25	27	24	25	25	27	26	27	25	27	28	28	30	29	31	30	32	31	34	32	33	34	39	40	0	0	2	3	2	3	2	2	7	5	4	6	7	9	11	7	5	16	5	5	14	17	14	22	7	8	8	17	2	27	26	11	0	22	26	28	27	40	28	28	26	22	47	11	26	43	41	34	42	40	41	27	0	46	46	8	45	43	45	47	0	40	29	54	63	63	56	51	66	66	66	45	70	69	74	67	27	56	1	1	1	4	2	1	2	5	1	1	1	4	2	1	2	2	2	2	3	2	1	1	2	1	2	1	2	2	4	2	2	2	1	2	1	1	2	1	2	2	3	3	1	4	4	1	1	3	2	2	2	4	1	1	1	9	2	2	1	3	1	3	6	2	2	2	2	2	2	1	2	3	3	1	1	2	12	6
13500	-702.650601293049135	-700.542334340282991	-2.108266952766173	0.000404236932739	0.000049958384706	0.123586888430694	0.482843678337902	0	5	7	8	6	6	10	11	7	9	10	10	12	11	14	12	12	12	11	12	13	14	14	15	15	14	13	16	15	16	13	16	14	17	17	17	18	19	21	19	18	19	19	20	23	21	25	22	23	23	24	23	24	26	26	26	25	26	26	26	25	26	26	28	27	28	29	30	31	29	30	30	33	34	34	35	40	41	0	0	6	6	2	2	4	5	5	2	9	9	4	9	11	7	12	19	5	10	19	17	13	17	16	18	9	22	18	31	12	9	0	16	11	24	26	22	12	25	25	17	34	24	9	43	46	43	44	39	48	28	0	48	47	23	35	46	35	41	0	40	29	48	45	32	41	60	57	65	65	57	70	71	69	75	67	56	1	1	1	1	1	1	2	3	1	2	2	3	1	2	2	1	1	1	2	1	1	1	1	2	2	1	2	1	2	1	2	5	1	2	3	2	2	3	6	2	2	5	1	2	7	1	2	2	1	1	1	4	1	3	1	7	5	2	5	2	1	4	6	3	2	6	4	2	2	1	1	2	2	3	2	1	5	7
14000	-625.990062372126204	-624.238863591806307	-1.751198780319895	0.000332109777496	0.000062707219307	0.188814734031704	0.511500158349463	-1	5	6	7	7	7	9	11	11	9	10	10	13	11	13	13	12	12	13	12	13	14	15	15	15	13	14	16	16	15	15	15	14	16	17	16	19	20	20	19	18	19	21	20	22	22	23	23	24	24	22	23	24	25	26	27	25	25	26	26	25	28	28	29	27	25	29	31	30	30	28	31	33	33	34	33	36	40	0	0	2	2	2	3	4	7	3	4	5	4	12	12	9	14	11	11	14	7	17	17	16	22	12	6	5	15	20	19	22	6	0	13	24	31	28	28	22	34	34	32	27	28	19	34	35	38	45	39	40	27	0	41	58	66	32	51	42	47	0	39	52	51	29	45	57	48	71	71	56	66	69	67	69	69	63	64	1	1	1	1	1	1	1	1	3	1	2	1	2	1	1	1	1	1	1	1	1	1	2	1	2	3	4	2	3	1	1	4	1	2	1	1	2	2	3	2	1	3	3	1	6	3	2	1	1	2	1	6	1	3	1	1	5	1	3	2	1	5	4	4	4	3	2	3	1	2	1	2	1	2	2	2	3	4
14500	-720.485972843663376	-718.730329061963289	-1.755643781700112	0.000398538423282	0.000074779550928	0.187634482799931	0.418991132379009	1	5	7	9	7	7	8	11	10	9	10	11	10	11	13	13	12	13	13	12	13	14	14	16	15	13	15	16	13	15	16	15	14	14	18	17	18	20	21	20	17	21	19	21	20	23	25	23	24	23	23	23	24	24	25	27	25	26	27	26	27	27	25	28	29	28	29	29	29	28	31	31	33	33	33	35	40	41	0	0	2	5	2	2	6	4	6	6	7	6	7	9	11	7	10	11	11	10	14	11	14	2	19	9	14	34	10	14	18	8	0	26	30	18	28	6	28	30	28	32	41	31	26	43	16	40	27	30	41	27	0	35	35	24	24	38	19	43	0	26	16	57	57	37	18	57	62	57	69	62	57	38	71	69	59	62	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	2	1	2	3	2	1	1	1	5	1	1	2	1	3	2	2	2	1	1	2	2	2	7	2	3	1	3	1	2	3	2	6	2	3	5	4	4	1	2	4	6	7	2	4	2	1	6	6	1	3	5	9	2	1	1	1	2	3	6	1	3	7	6
15000	-772.999272947195777	-771.273004286143532	-1.726268661052204	0.000447100304537	0.000087500452901	0.195706538361116	0.396646333977777	0	4	7	8	7	8	9	9	9	9	11	11	11	12	13	13	13	13	13	12	13	14	12	15	15	13	15	16	16	15	16	13	15	16	17	15	17	20	20	19	17	20	21	20	22	22	25	23	23	23	23	23	24	25	25	27	25	26	27	26	25	28	27	29	29	28	28	31	28	29	31	31	32	34	33	34	40	41	0	0	2	2	2	2	6	6	5	4	9	8	6	13	23	6	5	13	6	13	9	14	2	3	3	6	15	23	18	6	22	7	0	26	9	11	27	4	6	22	11	35	26	30	34	37	34	45	26	27	35	30	0	45	27	6	39	35	34	51	0	45	24	63	57	57	45	48	52	38	66	50	50	50	71	71	72	50	1	1	2	2	1	2	1	1	1	1	2	1	1	1	1	2	3	1	2	1	2	1	3	3	4	1	1	2	2	3	2	3	1	2	4	2	1	5	4	2	2	2	3	2	3	3	5	1	4	2	2	4	1	2	5	8	3	5	3	1	1	3	4	1	3	2	2	5	3	5	1	5	4	5	1	2	6	9
15500	-592.543947689350944	-590.655469462435349	-1.888478226915576	0.000257271534986	0.000040590714428	0.157773826127377	0.514096242116483	1	5	6	8	7	8	9	10	10	8	10	10	12	11	13	12	12	12	12	10	14	14	13	16	15	14	14	15	15	16	15	16	14	16	17	16	18	20	20	19	19	20	21	18	22	22	24	23	21	23	24	23	24	26	26	27	25	25	27	26	26	27	27	27	27	29	29	30	30	31	31	31	34	31	34	34	40	42	0	0	2	2	2	3	10	5	6	3	4	4	4	9	10	20	5	12	11	4	15	17	17	19	12	9	17	19	9	19	26	14	0	22	17	17	22	35	36	34	29	44	41	36	25	43	32	43	44	24	26	49	0	58	47	21	25	46	49	48	0	26	29	60	57	65	65	60	67	66	66	29	70	69	72	74	72	57	1	1	1	2	1	1	1	1	1	1	1	1	2	1	3	1	3	1	1	1	1	1	1	2	4	3	2	1	3	2	1	3	1	1	3	2	2	3	1	2	2	1	1	1	3	1	4	1	1	3	7	1	1	1	1	4	6	1	3	2	1	7	5	1	1	1	1	2	1	1	1	9	2	1	1	1	4	7
16000	-609.591313462647349	-607.880557967339428	-1.710755495307890	0.000273610910669	0.000054789384585	0.200245613200708	0.564579770863147	-1	5	6	6	8	7	8	12	9	9	10	10	13	10	13	12	13	11	11	12	13	14	12	15	15	13	14	16	16	15	15	15	14	15	17	17	18	19	19	19	16	21	20	20	22	23	25	21	23	22	24	23	24	26	26	27	25	25	27	26	27	28	28	28	26	28	28	28	31	30	31	32	32	34	34	35	39	39	0	0	2	2	2	3	4	3	2	5	2	9	16	2	19	5	18	4	11	4	23	11	2	17	12	19	15	22	23	15	26	19	0	15	27	16	27	29	30	24	32	38	41	31	24	43	51	40	42	22	43	42	0	47	51	8	37	45	42	51	0	56	65	60	57	65	65	51	63	63	70	57	66	63	70	75	72	72	1	1	1	1	2	1	1	3	2	1	2	1	1	2	1	2	1	2	1	3	1	2	3	1	2	2	1	1	2	1	1	2	1	2	1	3	2	2	2	2	1	1	2	3	2	2	1	2	2	3	2	1	1	1	1	7	3	2	3	1	1	1	1	1	1	1	2	2	3	2	1	6	2	3	2	1	3	4
16500	-585.432064887647812	-583.587843062099751	-1.844221825548096	0.000270886456879	0.000045156667418	0.166699612590504	0.530993408377106	1	5	6	7	8	8	10	11	9	9	10	10	12	11	14	10	12	11	12	12	14	14	15	15	14	12	15	16	13	14	15	14	15	17	18	16	18	19	20	18	18	20	21	19	20	22	24	20	23	22	22	24	24	25	26	27	25	26	26	26	27	27	28	28	27	29	29	29	30	30	31	32	33	34	34	35	38	38	0	0	2	2	4	3	10	4	5	4	9	10	16	9	11	2	14	12	11	8	3	17	7	22	12	14	19	22	18	26	14	26	0	27	15	27	15	9	36	15	15	32	41	24	35	15	45	40	42	35	43	49	0	51	51	14	21	48	49	43	0	41	65	51	57	63	63	48	67	66	67	57	66	71	66	70	72	56	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	3	1	1	1	1	4	1	2	1	1	1	2	1	1	1	2	1	1	1	2	1	3	4	1	2	2	2	2	2	1	4	2	1	1	3	1	1	1	2	2	9	4	3	3	3	1	4	1	3	1	1	1	4	1	1	1	3	2	2	3	2	2	5
17000	-595.573316906696505	-593.614793907393846	-1.958522999302631	0.000205868136341	0.000029906231383	0.145268869257857	0.676093039546088	0	5	6	7	8	7	8	9	9	10	10	9	10	11	13	11	13	13	13	12	11	13	14	14	15	13	14	16	15	15	16	15	14	16	17	17	17	20	20	19	19	20	22	18	22	21	24	22	23	23	24	24	23	24	25	28	26	25	26	25	25	27	28	28	27	29	29	30	31	31	31	31	33	34	35	35	39	41	0	0	2	2	2	3	4	2	5	7	9	7	8	9	9	8	11	20	11	13	9	11	16	17	18	11	22	22	12	27	27	26	0	26	17	26	19	37	32	24	34	37	40	36	41	15	48	40	42	37	43	49	0	48	48	50	61	50	52	48	0	38	65	60	26	63	63	48	66	66	67	56	66	69	73	73	56	56	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	2	1	1	1	1	1	2	1	1	2	1	1	2	1	2	2	2	3	2	2	2	1	1	2	1	1	4	2	2	2	3	1	1	1	1	2	4	1	2	1	2	1	3	1	1	6	1	1	3	2	2	1	1	2	2	1	1	4	7
17500	-594.850688950860786	-593.182217028926743	-1.668471921934053	0.000216654590548	0.000046307654576	0.213739549476388	0.578730109833713	-1	5	6	7	7	8	9	12	10	10	10	10	10	10	14	13	11	13	12	13	12	12	15	15	15	13	15	15	15	16	16	16	13	16	18	16	18	19	20	19	18	20	21	19	22	22	22	21	23	24	23	23	24	23	25	26	26	26	25	26	24	25	27	28	28	29	29	31	30	31	32	30	33	33	34	32	40	40	0	0	2	2	2	3	4	9	3	7	5	7	7	6	19	8	9	12	11	9	5	17	16	17	18	19	15	26	18	27	21	26	0	19	19	22	27	34	24	19	24	44	37	24	41	34	38	11	44	48	46	42	0	48	51	9	61	43	52	54	0	30	56	58	63	63	63	51	66	66	67	56	66	71	74	70	56	29	1	1	1	1	1	1	1	1	3	1	2	1	1	1	1	1	1	1	1	2	3	1	1	3	2	1	1	1	2	1	3	2	1	1	3	2	2	2	2	2	1	1	3	2	2	3	1	3	2	2	1	1	1	1	1	5	2	2	1	1	1	6	1	1	1	1	1	3	1	2	2	2	2	1	1	1	8	11
18000	-598.213387087067417	-596.504969484925709	-1.708417602141685	0.000235676870086	0.000047358684092	0.200947526478891	0.582025683436599	0	4	6	8	7	7	8	11	10	10	10	9	12	11	12	10	12	12	13	11	12	13	14	15	14	14	15	16	15	15	15	16	14	16	18	17	17	20	20	19	18	21	20	20	20	22	25	22	22	23	24	24	24	24	25	26	26	25	26	27	25	27	24	27	28	28	30	31	30	30	31	31	32	33	35	33	40	41	0	0	2	2	2	3	2	16	7	4	5	6	4	3	11	4	7	16	7	16	12	11	13	16	18	15	9	17	18	22	22	17	0	14	30	24	28	41	24	37	30	36	32	36	26	41	54	45	44	40	50	49	0	43	54	34	61	48	52	55	0	39	28	54	63	63	56	51	66	66	67	56	66	69	74	66	56	56	1	1	1	2	1	1	3	1	1	1	1	1	2	3	1	2	2	1	2	1	1	2	1	2	2	1	2	3	1	1	1	4	1	2	2	1	1	1	4	1	2	1	2	1	3	2	1	1	2	2	1	1	1	2	1	4	1	2	1	1	1	4	2	2	2	1	2	3	1	2	1	2	2	2	1	2	6	10
18500	-606.013771755835478	-604.363876923337898	-1.649894832497600	0.000234797570549	0.000051717265846	0.220263206835342	0.586987168268270	1	5	6	8	7	7	8	11	10	9	10	10	10	9	14	12	12	13	12	13	13	13	14	15	14	14	13	15	14	16	14	15	12	16	17	15	19	20	20	19	18	20	21	19	22	22	25	23	23	24	23	23	23	25	25	28	25	24	27	26	24	25	24	27	29	26	28	30	30	29	31	31	34	32	34	33	40	40	0	0	2	6	2	3	5	4	14	7	14	7	4	5	27	13	11	12	11	13	14	17	16	17	8	11	19	26	4	26	17	27	0	32	26	17	35	24	36	36	34	44	40	17	21	43	43	41	42	34	43	42	0	46	46	66	61	43	49	62	0	34	39	55	56	63	66	48	63	66	70	68	71	69	70	69	56	38	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	2	1	2	1	1	1	1	2	1	1	2	1	1	1	1	1	1	2	1	4	2	3	1	1	1	3	5	1	2	2	2	4	1	3	1	2	2	2	1	2	1	1	1	3	1	1	1	2	1	4	2	2	1	1	2	1	2	2	6	12
19000	-588.453607169394672	-586.813277276467602	-1.640329892927058	0.000245179660399	0.000054867222575	0.223783744889821	0.510675481032690	-1	5	6	8	7	7	9	11	8	8	10	10	12	10	13	13	12	12	13	12	12	13	14	16	15	14	15	15	16	16	15	15	14	16	16	16	18	20	19	19	19	21	21	20	22	21	24	22	24	23	24	23	23	25	25	27	26	26	26	26	25	26	26	26	29	28	28	30	30	31	32	31	33	33	35	33	38	42	0	0	2	2	2	3	10	7	5	2	9	4	8	9	9	20	9	12	14	7	5	21	16	22	19	19	26	22	18	26	22	14	0	26	27	14	15	30	36	34	15	32	32	31	14	34	41	41	44	26	46	42	0	47	45	63	61	50	49	45	0	34	45	47	66	56	56	62	66	66	63	62	63	70	66	66	45	62	1	1	1	2	1	1	1	1	1	1	2	1	1	1	3	1	2	1	2	1	2	1	1	2	1	1	1	1	2	1	1	2	1	1	1	2	3	3	2	1	3	3	6	2	6	2	2	1	1	5	2	1	1	1	2	1	1	2	1	2	1	4	2	1	1	1	1	2	1	2	3	3	3	1	4	3	6	9
19500	-598.820059495756027	-597.224320190302365	-1.595739305453715	0.000260979196912	0.000063127283153	0.241886264881128	0.611120858161880	-2	5	7	7	7	8	9	9	9	8	10	10	11	12	14	12	12	12	13	13	13	13	13	16	15	14	15	15	15	15	14	15	15	16	18	17	17	20	19	17	18	20	22	20	23	21	24	22	23	23	24	23	25	26	25	26	26	25	25	26	25	27	28	28	28	27	29	30	31	30	31	30	32	31	35	35	37	42	0	0	2	2	2	3	4	4	5	3	9	7	8	3	19	8	11	12	11	13	3	17	16	26	18	19	11	22	4	19	14	9	0	26	15	21	19	27	32	34	40	27	40	31	30	32	38	27	38	26	45	44	0	51	47	50	61	50	27	43	0	26	32	45	66	56	66	45	67	66	66	32	69	67	69	66	72	63	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	4	1	1	1	2	1	3	1	3	1	2	4	1	1	2	3	1	3	2	1	1	3	2	2	3	2	2	3	2	3	1	2	1	1	1	2	1	2	3	3	1	5	11	2	1	1	1	3	1	2	1	7	1	1	2	2	4	7
20000	-567.484938320278275	-565.710138292842316	-1.774800027435992	0.000190163327285	0.000034743622902	0.182704117548347	0.562844941903211	0	5	7	9	8	7	10	12	10	9	9	11	10	12	14	12	12	12	11	12	13	12	14	14	15	13	13	14	15	14	16	15	15	16	17	16	18	19	20	19	17	20	20	20	23	22	25	22	24	23	23	23	24	23	25	27	26	25	26	25	23	27	28	29	28	29	29	30	31	30	32	31	33	34	34	34	40	39	0	0	2	3	2	2	4	3	5	3	5	10	3	9	19	13	11	12	11	4	9	11	12	22	8	19	19	22	7	11	24	11	0	21	19	24	26	26	36	41	21	35	41	31	34	41	48	43	42	37	41	42	0	46	54	32	61	48	49	48	0	50	35	55	56	65	65	47	70	66	67	56	69	70	70	70	63	63	1	1	2	1	1	1	1	2	1	1	1	2	1	1	2	1	2	1	1	2	2	1	3	2	1	1	1	1	1	2	1	3	1	2	3	1	2	2	3	1	2	1	2	2	3	2	2	1	2	3	4	2	1	1	2	5	2	2	1	2	1	1	9	2	1	1	1	3	1	1	2	2	1	2	2	3	3	4
20500	-623.898071667417298	-621.909888834903313	-1.988182832513936	0.000212140679201	0.000029802175682	0.140483078466570	0.505838872265786	0	5	6	7	7	8	9	9	10	9	10	9	11	11	13	12	13	11	12	12	13	12	15	15	15	14	15	15	15	16	14	15	14	16	17	17	19	20	21	20	18	19	20	20	22	22	23	22	24	24	23	22	25	25	25	27	25	25	25	26	23	28	28	28	27	28	28	27	30	30	32	31	34	32	34	33	38	40	0	0	2	2	2	3	4	4	2	4	5	4	8	12	19	8	22	12	9	13	14	11	16	19	16	9	14	17	4	32	14	15	0	11	19	31	19	15	27	36	26	32	41	35	35	43	43	43	52	30	38	42	0	51	50	25	61	43	52	45	0	45	25	55	23	65	65	54	66	66	70	63	66	69	66	74	56	63	1	1	1	1	1	1	1	1	3	1	1	2	1	1	1	2	1	2	1	1	1	1	2	2	3	2	3	1	3	1	2	2	1	2	3	1	4	2	2	2	2	1	1	3	3	1	2	1	2	4	2	1	1	1	1	9	2	2	2	2	1	3	9	2	6	1	1	2	1	2	1	2	2	2	3	1	4	6
21000	-608.123432183646514	-606.113985118074311	-2.009447065572224	0.000231661887130	0.000031787682800	0.137215850192616	0.476315060671424	-1	5	6	7	8	7	8	12	10	8	10	10	13	10	13	12	12	12	13	11	13	13	14	16	15	12	15	15	14	15	15	16	14	16	17	16	19	19	18	18	19	20	20	20	23	21	24	20	23	21	24	22	24	26	25	27	26	26	24	27	24	26	27	28	27	28	30	29	30	30	32	29	33	33	34	34	38	40	0	0	2	3	2	3	2	10	10	2	2	7	20	10	11	10	11	12	14	14	6	14	20	17	29	14	14	21	12	26	15	4	0	19	27	15	14	21	31	36	40	17	21	36	30	41	43	34	44	34	46	44	0	55	48	32	61	46	52	50	0	27	21	58	21	56	56	46	66	66	70	63	66	70	69	70	65	65	1	1	1	1	2	1	2	2	1	2	2	1	2	1	2	2	1	1	2	1	3	2	2	2	1	2	2	1	2	2	2	4	1	2	1	2	4	3	2	1	1	4	3	2	3	1	2	2	2	3	1	1	1	1	2	5	2	2	1	4	1	5	8	1	7	1	1	4	1	1	1	1	2	1	2	2	6	8
