step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	Tinf_99	Tinf_100	Tinf_101	Tinf_102	Tinf_103	Tinf_104	Tinf_105	Tinf_106	Tinf_107	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	alpha_99	alpha_100	alpha_101	alpha_102	alpha_103	alpha_104	alpha_105	alpha_106	alpha_107	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98	kappa_99	kappa_100	kappa_101	kappa_102	kappa_103	kappa_104	kappa_105	kappa_106	kappa_107
24500	-938.233318064722653	-944.172515283807911	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.674575618526899	0	1	2	4	4	5	6	8	6	10	9	10	10	10	11	11	13	12	12	14	15	14	14	14	15	16	16	16	13	14	19	17	17	16	18	18	19	19	19	20	18	21	22	20	24	21	22	24	21	26	23	25	23	26	25	25	25	28	27	26	27	29	28	30	29	28	30	29	27	30	33	33	32	30	33	32	35	36	35	39	38	36	38	41	41	43	42	41	43	42	42	46	44	45	46	47	48	48	52	52	53	55	54	58	59	60	61	0	1	2	2	3	5	5	6	6	7	8	8	0	11	11	8	11	13	14	15	17	17	18	18	17	29	21	22	19	29	17	29	26	30	32	26	24	30	33	38	30	41	37	39	43	32	42	53	37	51	37	47	37	0	46	47	51	52	60	40	60	69	59	65	57	60	55	61	51	58	69	76	65	66	62	64	75	76	75	83	78	72	78	76	80	80	0	80	85	0	0	90	31	85	0	87	92	90	97	92	99	100	100	103	104	105	105	1	1	1	2	1	1	1	1	1	2	1	2	1	1	2	1	2	1	1	2	1	1	1	1	1	2	1	2	1	1	3	2	1	2	1	1	3	2	1	1	2	1	2	1	1	2	1	1	2	2	2	2	2	1	2	2	1	2	1	2	1	1	1	1	2	1	3	2	2	1	3	1	2	1	3	1	1	2	1	1	1	1	1	5	2	2	1	1	1	1	1	2	12	2	1	3	1	3	2	3	1	2	1	1	1	1	1
25000	-979.526240479803391	-985.465437698888650	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.603393046536592	-2	0	3	2	3	5	6	7	6	9	9	11	10	10	11	10	12	13	12	14	14	15	13	14	14	14	17	16	15	15	19	17	18	17	17	17	18	18	18	20	19	21	21	20	23	21	21	24	22	25	24	25	23	24	24	24	26	28	27	27	27	28	29	30	28	29	28	29	30	30	33	32	31	30	32	33	35	35	34	39	39	38	39	41	42	44	40	42	44	41	43	46	44	46	46	48	48	49	51	51	52	55	55	58	60	58	61	0	1	4	1	2	5	5	6	6	7	8	8	0	11	14	8	15	13	14	15	17	17	13	18	17	19	21	25	26	19	25	30	34	19	26	30	23	30	30	30	30	41	37	33	49	35	40	53	37	49	43	47	43	0	46	47	43	52	55	46	55	51	59	51	57	55	55	59	62	58	57	64	62	59	57	51	75	76	75	72	82	76	78	83	84	82	0	78	84	0	0	90	23	84	0	90	92	90	97	96	100	100	100	102	104	103	105	1	2	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	2	2	2	2	2	1	2	1	2	1	1	2	2	1	1	2	1	1	2	1	2	2	2	1	1	1	1	2	1	1	2	2	2	2	1	1	1	2	2	1	2	2	1	4	1	2	1	2	2	1	1	1	4	1	2	1	3	3	2	1	1	4	1	3	2	1	1	4	1	2	1	1	1	2	11	2	1	4	1	4	2	1	1	1	2	1	1	1	1
25500	-952.877061945542096	-958.816259164627354	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.673101184316851	-1	0	2	2	3	5	5	7	6	9	10	11	10	10	11	10	13	13	12	12	14	15	14	14	15	15	17	15	14	16	20	17	16	18	18	18	19	18	19	19	20	19	22	21	22	22	22	23	22	25	21	25	25	23	24	25	25	28	27	27	28	28	29	29	30	29	29	29	28	29	32	32	31	30	33	32	35	35	35	38	37	39	39	39	42	43	42	42	43	43	44	46	46	45	45	46	48	50	51	52	53	55	54	59	59	56	61	0	1	2	2	3	5	5	6	6	7	6	8	0	8	11	8	12	13	14	15	17	17	13	13	17	19	21	17	11	29	17	30	11	33	30	29	24	26	33	36	34	38	51	39	37	40	42	51	37	45	37	47	51	0	46	47	51	52	55	55	60	57	59	48	62	55	59	61	57	52	57	65	65	60	62	62	75	72	71	72	78	81	81	81	84	83	0	83	84	0	0	90	71	88	0	87	96	93	97	99	100	100	100	103	106	103	105	1	1	1	1	1	1	1	1	1	2	2	2	1	2	1	2	2	2	1	1	1	1	2	2	1	2	2	1	2	1	4	1	2	1	1	2	2	1	1	1	1	1	1	1	2	2	2	1	1	1	1	2	1	1	1	2	2	2	2	2	1	1	1	3	1	3	1	1	2	2	3	1	1	2	2	3	1	1	2	3	1	1	1	1	2	4	1	2	2	1	1	2	8	1	1	2	1	2	2	1	1	1	1	2	1	1	1
26000	-1024.045937038495595	-1029.985134257580739	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.615945579120769	-2	0	2	3	3	4	5	7	5	9	10	9	10	11	11	10	13	14	12	14	13	15	14	13	16	14	16	16	17	14	20	18	19	17	16	18	19	18	18	21	21	20	21	20	23	19	21	21	21	25	23	26	25	25	24	25	26	27	26	27	28	28	30	28	28	30	29	29	30	29	33	32	31	29	33	32	35	35	34	39	37	38	40	40	43	42	42	42	43	43	43	45	45	46	45	48	47	49	50	51	52	55	55	58	59	57	62	0	1	2	2	3	5	5	6	6	7	6	8	0	8	8	12	15	13	14	15	15	17	13	13	17	14	21	22	35	11	25	26	39	26	26	34	23	30	26	35	30	26	37	39	49	35	36	37	37	45	48	42	43	0	46	47	48	42	55	55	59	57	60	57	57	55	60	61	62	52	65	64	65	59	62	57	75	72	62	81	78	72	80	80	80	80	0	84	78	0	0	90	27	80	0	90	92	90	97	99	99	100	100	102	102	103	105	1	1	1	2	1	1	1	2	1	2	3	2	1	2	3	1	1	2	1	1	1	1	2	1	1	1	2	1	1	2	2	1	1	2	1	1	4	1	1	2	3	3	1	1	1	2	3	1	2	1	1	3	1	1	2	2	2	2	1	2	1	2	2	1	1	3	1	1	1	2	3	2	1	2	2	2	1	1	3	1	1	3	1	1	2	1	1	1	3	1	1	1	9	4	1	2	1	2	1	1	1	2	2	1	2	1	1
26500	-1013.050898293108276	-1018.990095512193534	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.630295240598499	-1	0	2	2	3	5	6	8	5	10	9	11	10	11	11	10	13	13	12	13	14	13	15	14	12	14	16	15	16	15	19	16	17	17	17	18	19	20	19	20	19	20	21	21	24	22	22	23	23	26	24	25	23	25	24	25	26	27	27	28	26	28	29	28	30	29	29	29	29	28	32	33	31	31	33	32	35	35	33	39	38	39	40	41	43	41	43	43	44	43	43	45	42	45	45	47	48	50	51	52	52	55	54	60	59	58	61	0	1	2	2	3	5	5	5	5	7	5	11	0	11	6	8	11	13	14	11	25	25	18	18	11	14	25	22	26	14	17	19	30	30	32	30	24	26	33	35	26	41	37	39	49	30	42	43	37	49	43	47	37	0	40	47	48	52	46	59	46	57	59	48	57	59	61	59	57	56	62	76	51	66	71	64	79	72	71	81	78	72	81	78	84	80	0	83	84	0	0	90	49	83	0	87	92	90	98	98	98	100	100	105	106	103	105	1	1	1	1	1	1	2	4	1	3	3	1	1	1	2	1	1	1	1	2	1	1	1	1	2	2	2	1	1	2	3	3	1	1	1	1	2	2	1	2	3	1	1	2	1	3	1	1	2	2	2	1	2	1	3	2	1	1	2	1	2	1	1	2	2	1	1	1	1	2	2	1	3	1	1	2	1	1	1	1	2	3	2	2	2	1	1	2	1	1	1	1	4	2	1	2	2	4	1	1	1	1	1	1	1	2	1
27000	-973.196258003071648	-979.135455222156907	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.653032694157513	-2	1	3	2	3	5	5	8	6	8	10	10	10	10	12	11	12	13	13	13	14	14	13	14	15	15	17	16	16	15	19	14	18	17	18	18	18	19	20	20	21	19	21	20	23	22	21	22	23	25	24	24	24	25	25	24	26	27	27	27	27	28	29	28	29	29	30	29	29	30	34	33	32	31	32	31	34	35	36	38	37	38	41	41	41	43	42	42	43	41	43	45	43	44	46	47	46	48	51	51	52	56	54	59	60	58	60	0	1	4	2	2	5	5	6	6	7	6	8	0	8	11	11	8	13	14	11	11	17	13	23	14	14	25	17	32	14	17	11	30	30	29	26	23	36	33	35	42	36	37	33	37	29	42	43	43	45	48	47	43	0	46	47	51	56	55	55	55	57	55	53	57	59	60	61	62	58	69	76	65	63	62	64	75	72	77	81	78	78	82	80	80	84	0	83	84	0	0	90	46	81	0	87	92	92	97	96	100	103	101	102	106	103	106	1	2	1	1	1	1	1	1	1	2	2	1	1	1	1	1	2	2	2	2	2	2	2	1	2	2	1	2	1	3	5	2	1	1	1	2	2	1	1	1	2	1	2	1	2	3	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	2	1	2	1	2	1	1	1	2	1	2	1	1	2	1	1	1	1	1	2	1	2	2	1	1	1	1	1	1	2	7	4	1	3	1	1	2	1	1	1	2	2	2	2	1
27500	-954.336471776333951	-960.275668995419210	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.576755867680974	-1	0	2	4	3	5	4	7	5	9	9	9	10	10	11	11	13	13	12	13	15	15	13	14	15	14	16	16	17	16	20	18	19	18	18	17	18	19	19	20	20	20	21	20	23	21	21	23	22	25	24	26	25	24	25	25	25	28	27	26	27	27	29	30	28	29	29	28	28	29	33	32	32	30	33	33	35	35	34	39	39	39	40	39	42	44	41	43	43	42	43	45	44	44	45	46	46	50	50	51	52	56	55	59	58	59	61	0	1	2	2	3	5	5	6	5	7	8	8	0	11	8	11	8	13	14	11	11	17	13	13	11	19	25	22	25	26	25	26	30	30	26	30	24	29	30	35	36	36	37	39	49	40	42	43	37	37	37	56	48	0	40	47	51	56	46	46	60	51	55	43	57	60	55	59	62	58	65	64	64	67	65	72	75	76	75	76	78	78	84	72	78	89	0	81	81	0	0	90	17	89	0	90	92	90	97	99	100	103	100	103	103	103	105	1	1	1	2	1	1	1	1	2	3	2	1	1	1	3	1	3	1	1	2	3	2	2	2	4	2	1	1	2	1	2	2	2	1	2	1	2	1	2	2	2	2	1	1	1	1	1	1	2	3	3	1	1	1	3	2	1	1	3	2	1	2	2	3	2	2	2	1	1	1	3	1	1	1	3	1	1	1	1	4	2	3	1	3	5	1	1	1	2	1	1	2	12	1	1	2	1	2	2	1	1	1	2	2	2	2	1
28000	-1009.836643007269004	-1015.775840226354262	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.609096812285970	-1	0	2	3	3	5	5	8	6	10	8	10	10	11	10	11	12	12	13	14	15	14	14	13	15	15	17	16	15	12	20	17	18	17	17	18	19	19	19	21	18	20	22	20	24	21	21	24	22	26	23	25	24	25	25	24	25	26	27	26	27	27	29	29	30	30	30	28	29	30	32	33	29	30	34	32	36	35	35	39	39	38	40	38	43	44	41	42	43	42	43	46	45	45	46	46	48	50	51	52	53	55	55	59	60	59	61	0	1	2	2	3	5	5	6	6	7	6	8	0	8	8	8	11	13	14	15	17	17	18	18	10	14	21	17	14	6	25	29	35	26	30	34	24	35	35	29	29	41	37	33	37	41	42	43	37	45	37	47	37	0	40	47	51	56	55	35	55	57	60	48	57	55	55	60	62	58	64	76	48	59	64	64	75	76	75	72	84	72	84	78	78	80	0	81	84	0	0	90	40	78	0	90	92	96	92	99	100	100	100	103	103	103	105	1	1	1	1	1	1	1	2	1	2	2	1	1	2	1	1	2	1	1	2	2	1	1	1	2	1	1	1	2	2	2	1	1	1	3	1	2	1	2	3	2	1	2	1	2	1	1	1	1	1	2	2	2	1	2	2	1	1	1	3	1	1	1	3	1	2	2	1	1	2	2	1	2	2	3	2	2	2	1	2	1	3	1	2	5	2	1	2	2	1	1	2	10	5	1	2	1	1	3	1	1	1	2	2	2	3	1
28500	-964.199761869324334	-970.138959088409592	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.621195057574795	-1	0	2	4	4	5	5	7	6	10	8	10	10	11	11	9	13	13	12	13	14	15	15	14	16	15	16	16	16	14	19	14	18	17	16	18	18	19	18	21	19	20	21	21	23	19	22	23	23	25	23	25	24	25	24	25	25	28	26	26	28	27	26	27	29	29	29	26	29	30	33	32	31	29	33	29	36	35	35	39	38	38	41	41	43	42	43	43	43	43	43	46	46	46	45	47	48	49	51	52	53	55	55	59	59	59	61	0	1	2	2	3	4	4	6	3	7	4	11	0	8	8	8	15	13	11	11	11	17	13	13	21	14	21	22	30	19	21	14	26	19	19	32	24	26	30	46	30	30	37	33	43	26	42	43	37	45	37	42	37	0	46	47	48	47	55	55	60	53	55	57	64	59	60	55	62	58	64	64	65	55	64	53	75	71	71	81	78	78	80	78	76	82	0	80	80	0	0	90	53	86	0	87	92	96	97	99	99	100	100	103	103	103	105	1	1	1	2	1	1	1	1	1	2	2	1	1	2	2	1	1	2	2	2	2	1	2	2	1	3	1	1	1	1	3	1	2	3	2	2	2	3	2	1	2	2	2	3	1	2	1	1	3	1	3	2	4	1	4	1	1	3	1	1	1	1	1	1	1	2	2	1	1	1	3	3	1	2	3	2	2	1	2	1	2	1	1	3	6	2	1	3	2	1	1	1	11	1	1	2	1	1	2	1	1	1	1	2	2	2	1
29000	-937.183065564144158	-943.122262783229417	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.534628526712695	-2	0	2	2	4	5	6	7	6	10	9	10	11	8	11	11	13	13	12	13	15	14	15	13	15	14	17	15	15	15	18	17	19	18	17	19	19	18	19	20	20	20	21	21	23	21	21	23	22	26	23	26	24	26	24	25	25	26	28	28	27	28	27	30	28	29	29	30	28	29	33	32	31	31	33	32	36	34	35	37	38	39	40	40	42	42	43	43	43	42	44	46	44	45	45	47	48	49	51	53	52	56	55	57	59	59	61	0	1	2	2	2	5	5	6	6	7	6	8	0	8	8	11	11	13	14	12	17	17	24	13	22	14	21	17	19	19	25	19	38	26	26	19	23	26	32	29	39	38	37	33	49	35	32	18	37	45	43	47	51	0	40	47	43	56	61	46	55	43	55	62	51	55	59	60	48	58	73	57	65	66	62	62	75	62	75	72	78	80	81	81	72	83	0	80	80	0	0	90	48	88	0	90	92	96	97	101	99	100	99	103	102	103	105	1	1	2	1	1	1	1	1	1	2	3	1	1	1	2	1	2	1	2	2	1	1	1	1	1	2	1	1	1	2	2	2	1	2	1	4	2	2	1	3	1	1	1	1	1	2	3	5	2	1	1	3	1	1	3	2	2	1	1	5	2	3	2	2	2	2	1	1	3	2	1	3	2	1	2	2	2	2	1	3	2	1	1	2	5	1	1	2	3	1	1	2	9	1	1	2	1	1	2	1	1	2	2	1	1	2	1
29500	-1081.790513054197618	-1087.729710273282763	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.573023451203665	-1	0	2	3	3	4	5	6	5	10	9	11	10	10	10	9	12	12	12	13	14	13	14	15	15	15	17	16	16	16	18	18	18	18	18	19	18	20	19	21	21	20	22	21	23	22	21	23	22	26	24	24	24	25	25	25	26	28	25	25	27	28	28	29	28	30	29	29	30	30	33	32	31	29	33	30	36	36	34	37	38	39	41	41	41	42	43	43	43	43	43	46	42	45	45	46	48	49	50	52	52	56	54	59	59	60	61	0	1	2	2	3	5	4	6	6	11	6	11	0	8	11	8	8	13	14	15	17	17	18	23	22	19	21	17	26	14	30	26	30	30	19	35	24	36	30	29	36	30	37	30	49	26	42	37	37	45	37	47	43	0	46	47	53	52	40	46	60	43	46	57	57	59	60	60	57	58	64	76	65	55	62	48	79	76	71	72	76	81	81	81	72	83	0	84	83	0	0	90	3	84	0	90	92	90	97	99	99	103	100	103	103	104	105	1	1	1	2	1	1	1	1	1	1	3	1	1	2	1	2	2	1	1	2	1	1	1	1	1	1	2	2	1	3	2	1	1	1	3	1	2	1	1	2	2	2	2	2	1	5	1	3	3	1	2	2	1	1	2	2	1	2	2	2	1	2	2	1	1	2	2	2	1	1	2	2	2	1	1	2	1	3	1	3	4	1	2	2	4	1	1	1	1	1	1	1	10	3	1	2	1	3	1	1	1	1	1	2	2	1	1
30000	-966.357090909949648	-972.296288129034906	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.693655345127124	-1	0	2	2	3	4	6	8	6	9	10	11	11	10	11	9	13	14	12	14	15	14	14	15	15	15	17	15	16	16	19	17	18	16	18	18	18	18	20	20	20	21	19	20	22	20	22	23	22	25	23	25	24	26	24	24	25	27	27	26	26	28	29	29	30	29	29	29	29	28	32	33	31	31	33	32	35	35	35	38	37	38	41	39	43	44	41	42	43	43	44	46	46	45	46	47	48	49	51	52	52	55	55	58	58	59	61	0	1	2	2	3	5	5	6	6	7	8	8	0	8	8	8	15	13	14	15	11	17	13	13	17	19	21	22	26	26	25	26	30	26	29	32	18	30	33	35	30	36	37	33	37	35	42	49	37	49	43	47	37	0	46	47	53	47	60	55	55	53	55	62	64	59	60	61	53	52	69	76	65	66	71	62	76	72	71	72	76	81	80	82	84	72	0	84	81	0	0	90	45	85	0	90	92	96	96	99	99	100	100	102	103	105	105	1	1	1	1	1	1	1	2	1	2	1	2	1	1	2	1	1	1	1	2	2	1	1	2	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	3	2	1	1	2	1	1	1	2	1	1	2	3	1	2	1	1	2	1	1	1	2	3	1	1	1	2	2	2	2	1	1	1	1	1	2	1	1	1	3	2	1	2	1	2	4	1	2	3	1	1	1	11	1	1	2	1	2	2	1	1	1	2	1	1	1	1
30500	-954.325017390257472	-960.264214609342730	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.614892535688803	-2	0	1	4	3	5	5	8	6	9	9	11	11	11	11	10	12	12	13	11	14	13	13	14	15	16	15	16	16	16	18	15	18	18	18	18	19	19	17	20	20	20	21	20	24	22	21	23	22	25	24	26	24	22	24	23	24	28	27	27	28	29	30	29	28	29	29	30	30	27	33	32	28	30	34	33	36	36	35	38	35	39	40	37	42	44	43	42	42	43	44	47	46	43	44	46	48	49	49	51	52	56	55	59	58	60	61	0	1	2	2	3	5	5	6	6	7	8	11	0	11	11	8	11	13	14	11	17	17	18	18	22	32	17	22	32	32	17	19	39	30	29	30	24	30	26	35	36	36	37	39	49	40	42	43	37	45	43	47	48	0	40	47	43	47	55	55	59	43	59	43	57	60	59	61	62	52	64	64	57	66	62	73	79	76	75	81	72	78	80	81	84	83	0	84	82	0	0	90	31	85	0	90	96	96	92	99	99	100	101	102	102	105	105	1	1	1	2	1	1	1	2	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	3	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	2	1	2	2	1	1	2	1	2	4	2	2	1	2	1	3	2	1	1	2	1	1	2	2	3	1	2	3	1	1	1	2	1	2	1	1	2	1	1	2	2	1	1	1	16	1	1	2	2	2	1	1	2	2	1	1	1	1	1
31000	-1053.034098951900205	-1058.973296170985350	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.640666337157993	-1	1	2	3	3	5	5	7	6	9	9	10	10	11	11	11	13	13	10	12	14	14	14	15	16	15	17	15	15	15	20	17	17	17	17	18	19	17	19	21	21	19	20	20	22	20	20	22	21	25	23	25	24	25	22	26	24	28	26	28	27	28	29	29	29	28	29	29	29	30	31	32	32	30	33	32	36	36	35	38	38	39	40	40	41	41	43	41	43	41	43	47	46	45	46	45	47	50	51	52	53	56	55	59	57	59	61	0	1	1	2	3	4	5	6	6	7	8	8	0	19	11	12	12	13	11	11	17	17	13	23	22	19	28	17	20	19	17	29	26	30	29	38	24	26	30	46	36	36	37	33	37	35	42	43	37	45	43	47	48	0	40	47	43	47	55	59	55	57	60	62	57	59	60	60	62	58	64	62	62	66	71	65	79	72	75	72	76	78	81	82	72	82	0	82	80	0	0	96	13	89	0	90	96	90	92	97	99	103	100	100	102	105	104	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	2	1	1	2	1	1	3	1	1	2	3	3	1	1	1	1	1	2	1	2	1	1	1	1	2	1	2	1	1	1	2	2	2	1	1	1	3	2	4	2	2	2	2	1	1	2	1	1	1	1	1	1	2	2	1	1	2	1	3	1	3	3	2	2	1	3	1	1	1	3	1	1	1	14	1	1	2	2	4	2	2	1	1	2	3	1	1	1
31500	-974.321033983126085	-980.260231202211344	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.517458342097583	-1	0	2	2	3	5	6	6	6	10	8	11	10	11	11	10	12	13	12	13	15	15	15	15	15	15	17	16	16	15	18	14	17	17	17	17	18	20	18	20	20	20	21	21	23	21	22	24	22	25	23	25	24	26	23	25	25	28	28	28	28	28	30	29	29	29	30	30	29	30	34	33	30	31	32	31	35	35	34	38	37	39	40	40	40	44	43	43	43	42	44	47	46	43	44	46	48	49	51	51	53	55	55	57	60	59	62	0	1	2	2	3	5	5	6	6	7	8	11	0	11	11	6	15	13	15	15	17	17	13	18	17	19	17	22	32	14	21	19	30	30	29	26	24	36	30	29	36	36	37	39	37	29	42	37	37	37	43	47	43	0	46	47	48	47	46	40	55	43	61	48	43	55	61	61	62	58	72	76	62	66	64	64	75	64	62	81	72	81	82	80	80	80	0	85	80	0	0	96	45	85	0	90	96	90	96	97	100	101	100	102	104	103	105	1	1	1	1	1	2	2	1	1	2	1	1	1	2	2	2	1	1	1	1	2	2	2	1	2	2	3	1	1	2	2	1	2	1	1	1	2	2	2	2	2	1	2	1	3	2	1	2	2	3	1	1	2	1	1	1	1	3	5	6	4	4	2	3	4	4	1	1	1	1	1	2	1	1	1	1	2	3	3	1	2	1	1	2	1	3	1	1	3	1	1	1	19	1	1	2	1	3	2	1	1	1	2	1	2	2	2
32000	-1077.709938971483098	-1083.649136190568242	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.592284414612801	-2	0	1	4	2	5	5	6	6	9	9	11	10	8	11	10	13	12	12	13	15	15	13	14	16	13	16	16	17	15	18	18	17	17	16	19	18	20	19	20	17	20	21	21	23	20	21	23	21	25	22	25	24	25	24	25	25	27	27	26	25	28	29	29	29	30	30	29	30	29	32	31	31	29	32	33	36	36	35	38	38	39	40	41	43	40	41	42	43	41	43	47	46	44	45	46	48	49	51	52	53	55	54	59	58	60	62	0	1	2	2	2	3	4	2	6	7	6	11	0	5	14	8	11	13	14	15	17	17	18	18	19	19	21	22	30	26	25	35	30	30	30	41	24	41	33	35	30	32	37	39	43	32	42	37	37	45	37	42	51	0	40	47	43	47	60	55	55	57	55	57	57	74	60	61	57	52	62	65	64	59	69	62	75	76	75	72	65	78	78	78	83	82	0	80	76	0	0	96	64	84	0	90	92	96	97	97	100	101	100	102	103	105	105	1	2	1	2	2	1	1	4	1	1	2	1	1	2	2	3	1	1	3	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	2	1	2	1	2	1	1	2	1	2	1	1	2	2	1	2	2	1	1	2	2	2	3	1	2	1	2	3	2	2	1	1	2	2	2	2	2	1	1	1	2	2	1	1	4	3	2	2	1	2	1	1	1	5	1	1	1	13	2	1	3	1	1	1	2	1	1	2	3	2	1	2
