step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90
1	-10999.549090186004833	-10998.087008101485480	-1.462082084518882	0.000010000000000	0.000010000000000	1.000000000000000	0.660569585198509	0	3	4	6	9	8	10	10	9	12	12	11	11	13	11	13	16	14	14	14	15	13	14	14	15	15	16	15	15	15	16	17	17	17	17	17	18	19	19	18	17	17	18	18	19	20	20	20	19	21	23	19	20	20	21	21	21	21	22	21	22	22	23	23	23	23	23	25	25	26	26	27	27	26	29	28	29	29	28	29	30	31	32	30	32	32	32	33	33	35	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	3	5	4	5	5	5	6	6	6	6	7	6	7	8	7	7	7	8	7	7	7	8	8	8	8	8	8	8	9	9	9	9	9	9	10	10	9	9	9	9	9	10	10	10	10	10	11	12	10	10	10	11	11	11	11	11	11	11	11	12	12	12	12	12	13	13	13	13	14	14	13	15	14	15	15	14	15	15	16	16	15	16	16	16	17	17	18
500	-1633.498972522450913	-1631.044898350612357	-2.454074171838576	0.000010025760780	0.000036270454217	3.617725877549722	0.223824302419989	-1	3	5	5	8	6	8	10	6	9	12	12	12	10	11	13	16	12	14	15	15	14	14	15	16	12	15	16	16	12	16	17	16	17	17	17	17	19	19	18	16	18	18	15	19	20	20	20	18	18	22	17	20	21	21	20	20	21	23	22	22	23	23	24	23	24	24	26	24	27	27	27	27	27	29	29	30	29	28	29	29	31	32	31	33	33	32	34	34	35	0	1	2	0	4	4	4	6	0	7	6	7	8	9	9	10	22	14	18	18	30	15	10	6	10	10	9	14	15	10	5	6	24	10	27	14	10	18	28	9	30	41	0	0	36	14	18	6	35	9	9	26	26	44	28	18	18	9	36	41	28	10	9	26	26	30	30	14	26	40	50	53	64	50	14	14	50	30	71	50	30	51	21	50	50	30	68	30	50	0	1	2	1	1	2	1	2	2	1	1	3	3	1	2	2	3	1	1	1	1	2	2	2	6	5	2	4	3	4	2	4	6	1	4	2	5	3	2	2	6	2	2	1	1	2	5	4	10	1	8	10	2	6	6	3	5	3	11	4	5	4	11	7	10	7	5	10	11	11	6	8	4	2	9	14	12	8	9	1	8	11	7	11	12	12	14	6	15	10	1
1000	-1240.030073717523010	-1237.936579470507013	-2.093494247016093	0.000010067747524	0.000026048736575	2.587345035461580	0.243478278339902	1	3	5	4	10	6	10	9	7	11	13	11	11	11	11	13	15	14	15	14	15	13	14	12	13	14	15	15	16	12	17	16	15	17	17	17	19	19	19	15	14	16	17	15	19	20	20	21	20	22	24	19	21	21	21	22	21	20	23	20	23	23	24	24	23	23	23	25	26	25	23	28	27	26	28	29	30	28	28	30	28	32	32	31	33	33	32	33	33	36	0	1	2	0	4	4	4	6	0	7	6	7	8	9	9	10	22	14	14	14	26	15	16	6	10	30	14	14	22	10	32	6	24	25	27	14	34	14	14	9	30	30	0	0	36	28	18	6	27	14	18	30	41	44	45	39	40	9	36	52	39	30	39	41	60	52	41	40	30	71	58	67	64	40	40	40	71	73	74	40	64	74	81	40	70	42	75	52	51	0	1	1	2	1	3	1	4	2	1	1	3	1	1	3	2	2	1	2	2	2	1	1	1	2	1	1	2	1	2	1	1	4	2	2	2	3	1	5	4	5	1	3	1	1	2	3	2	9	3	6	7	4	3	6	1	2	3	7	3	1	2	10	3	6	2	2	8	7	7	1	2	2	1	5	8	11	7	1	1	7	2	3	3	13	7	10	3	12	8	1
1500	-936.597834359407898	-934.703877037922666	-1.893957321485244	0.000010058869757	0.000020836314873	2.071436988158888	0.467046462966516	-1	2	3	5	10	7	10	9	9	11	12	12	11	12	11	13	17	15	13	14	16	14	14	14	15	15	14	13	16	14	17	16	17	18	17	17	18	18	18	18	17	18	19	17	19	19	20	19	19	19	22	19	21	21	21	21	21	21	23	21	23	23	22	23	24	24	21	22	25	26	23	26	27	27	29	29	30	28	29	29	30	31	32	31	33	32	32	34	33	35	0	1	2	0	4	4	4	6	0	7	6	5	8	9	9	10	29	28	14	9	26	15	10	6	10	30	14	14	22	10	24	24	32	25	27	20	25	20	28	20	30	41	0	0	36	36	46	24	35	18	39	42	41	44	36	50	40	45	55	42	56	30	56	41	60	41	42	20	64	68	20	67	69	71	70	68	71	73	74	71	78	71	78	20	68	64	80	78	20	0	1	2	1	1	3	1	2	2	1	1	2	1	1	1	1	2	1	2	1	3	1	1	2	3	2	1	1	1	2	2	1	1	1	2	2	3	1	2	3	2	2	1	1	1	1	1	1	2	1	3	2	1	2	4	2	1	2	1	1	1	1	7	1	3	3	3	2	3	1	2	5	2	1	2	3	6	7	1	1	5	2	5	4	12	6	4	1	4	8	1
2000	-880.201881215057938	-878.046148737199587	-2.155732477858384	0.000010069906525	0.000027747415650	2.755478969155066	0.489420112320583	0	3	5	4	7	8	9	10	10	11	11	11	11	12	11	13	15	14	14	13	16	13	15	14	14	15	16	15	15	14	17	17	17	17	18	17	18	19	18	17	18	16	17	18	19	20	20	20	19	21	24	19	21	20	20	21	21	22	22	21	23	22	24	22	23	23	24	22	24	26	23	28	26	26	29	28	30	27	29	30	30	31	33	30	31	32	33	34	34	35	0	1	2	0	4	5	5	6	0	7	6	7	8	9	9	10	22	14	14	14	26	15	16	6	10	30	18	14	22	16	6	24	11	25	27	18	34	28	20	18	30	30	0	0	36	36	36	32	35	28	56	42	52	44	36	39	20	45	47	52	50	26	56	52	60	62	64	18	64	68	50	67	69	71	70	68	71	73	74	68	78	71	78	28	68	81	80	81	50	0	1	2	1	1	2	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	2	2	1	1	2	1	1	4	2	3	2	2	2	1	2	3	2	2	1	1	1	2	2	2	2	1	4	1	2	1	2	2	2	4	2	1	1	1	3	2	1	1	1	1	4	2	3	1	2	1	2	2	4	7	1	1	4	2	4	4	11	5	1	2	2	6	1
2500	-759.862814327757292	-758.168230513799244	-1.694583813958085	0.000010117789425	0.000016007482427	1.582112629038213	0.577564887518258	-1	1	5	6	8	8	9	10	9	11	12	11	11	12	11	13	15	14	14	13	16	13	14	14	16	14	16	15	14	13	16	17	17	17	18	16	19	18	19	18	17	17	19	18	19	19	20	20	19	20	24	18	20	20	21	21	19	21	22	22	22	20	24	23	24	23	24	22	25	25	23	26	27	26	29	28	30	29	29	30	31	32	33	31	32	32	33	33	34	35	0	1	2	0	4	4	4	6	0	7	6	7	8	9	9	10	22	20	14	14	26	15	10	6	16	30	14	20	22	10	24	24	24	25	27	20	25	20	28	18	30	30	0	0	36	36	36	11	27	39	39	42	52	44	36	50	14	45	46	41	39	30	56	41	60	62	64	17	64	68	68	67	69	71	76	68	71	73	74	76	78	74	78	68	80	81	80	86	51	0	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	2	3	2	1	2	1	1	1	1	2	2	1	2	1	2	3	1	2	2	2	1	1	2	2	2	4	1	1	3	1	1	1	2	1	4	1	2	2	2	3	2	3	2	1	1	5	1	2	1	1	1	2	1	2	5	1	1	1	1	3	3	9	2	1	2	1	6	1
3000	-706.626224487419336	-704.954135709326806	-1.672088778092564	0.000010481950441	0.000016012965565	1.527670413522372	0.633380690339494	1	3	5	6	9	8	10	9	10	12	12	12	11	14	11	13	17	15	14	12	16	13	15	14	14	15	16	15	15	14	16	16	16	17	17	17	18	20	19	16	18	17	18	18	18	20	18	19	19	21	23	20	20	19	20	22	21	22	23	21	22	22	23	23	23	23	24	23	25	25	24	27	27	27	29	26	29	29	29	28	31	32	32	30	33	32	32	34	34	34	0	1	2	0	4	4	5	6	0	5	6	7	8	20	9	10	29	20	20	9	26	15	10	6	10	30	20	14	22	10	11	11	11	25	27	28	25	18	18	14	30	30	0	0	36	36	36	33	27	39	39	30	30	44	36	50	40	45	46	41	50	52	50	60	52	62	64	39	64	68	68	67	69	71	70	70	71	73	74	76	78	74	78	71	80	81	80	86	50	0	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	2	1	1	1	1	2	3	1	1	2	1	2	1	3	2	2	2	1	1	2	2	2	1	2	2	1	1	1	2	1	2	1	2	2	2	3	1	2	1	3	2	2	2	1	1	2	2	1	1	1	3	1	1	1	2	1	2	2	1	4	1	1	1	2	2	2	4	2	1	2	1	9	1
3500	-682.661350305301767	-681.021242480248588	-1.640107825053208	0.000010860011823	0.000015749225288	1.450203328030997	0.655182035714093	0	3	4	6	9	8	10	10	9	12	12	11	11	14	12	14	16	15	15	13	15	14	14	15	15	16	15	15	16	14	17	16	17	17	17	17	17	19	19	18	17	17	18	16	19	20	20	20	18	21	23	19	20	20	21	22	21	21	23	20	21	22	23	23	24	23	24	23	26	26	25	28	27	27	30	28	29	30	29	30	31	29	32	31	32	33	33	34	33	35	0	1	2	0	4	4	5	6	0	7	6	7	8	20	9	10	22	20	20	9	30	15	10	6	10	21	20	20	22	10	24	11	11	16	27	20	25	28	20	20	30	30	0	0	36	36	36	32	35	39	39	30	42	44	36	39	40	45	46	41	39	52	50	52	60	62	64	20	64	68	68	67	69	71	70	70	74	73	74	70	78	74	78	79	70	81	85	86	68	0	1	2	1	1	2	2	1	1	1	2	2	1	1	1	2	1	1	1	1	2	1	1	1	3	2	1	1	1	2	1	2	2	2	1	1	2	2	2	2	3	2	2	1	1	1	2	1	2	1	1	2	2	2	2	2	2	1	1	2	2	1	1	1	3	2	1	1	3	2	1	1	2	1	1	2	2	2	1	1	2	1	1	1	1	2	1	1	1	7	1
4000	-668.423799526140101	-666.358405347013559	-2.065394179126521	0.000011583922200	0.000029106159841	2.512634264815378	0.669928073796993	1	3	5	6	10	7	9	9	9	11	12	12	11	13	11	13	17	14	14	12	15	13	15	14	16	16	16	15	16	14	16	17	18	17	18	17	17	20	17	19	17	18	18	18	18	20	19	20	19	21	23	19	20	19	21	20	22	19	22	19	22	21	22	23	23	23	24	23	25	25	24	27	27	27	29	28	29	29	28	30	30	31	32	31	32	31	32	34	33	36	0	1	2	0	4	4	4	6	0	7	6	7	8	20	9	10	29	14	20	9	30	15	16	11	10	21	20	14	22	10	11	24	24	25	27	14	25	18	28	18	30	30	0	0	36	47	36	32	27	39	39	41	52	44	46	39	40	45	47	41	56	52	50	60	60	62	65	38	64	68	68	67	69	71	70	70	74	73	74	68	78	77	78	79	80	81	80	86	20	0	1	1	1	1	2	1	2	1	1	1	3	2	2	1	1	1	1	1	1	2	1	1	1	1	2	1	2	1	2	2	2	2	2	1	2	2	1	3	1	2	2	2	1	1	1	1	2	1	2	2	3	1	1	1	1	2	1	1	2	1	2	1	1	2	2	1	1	1	1	1	1	2	1	2	2	2	1	1	1	3	1	1	1	2	1	1	1	2	9	1
4500	-664.244203108058514	-662.746181422328618	-1.498021685729858	0.000012656002904	0.000013879277057	1.096655647284254	0.612340033950039	0	3	5	5	8	9	9	10	8	10	13	12	12	12	12	13	14	14	15	14	15	13	14	13	15	16	16	16	16	14	17	14	17	17	18	18	19	19	18	18	17	17	18	18	19	20	21	19	19	21	22	18	19	20	22	20	21	21	19	20	22	22	23	23	23	24	24	25	25	26	26	27	27	27	29	28	29	28	29	29	30	31	33	31	32	33	32	34	34	34	0	1	2	0	4	5	5	6	0	7	6	5	8	9	9	10	15	14	20	14	30	15	10	6	16	21	20	14	22	10	32	6	24	25	27	28	34	28	20	20	30	30	0	0	36	45	36	11	27	56	39	30	42	44	46	39	40	45	36	42	56	42	56	60	42	62	64	63	64	68	68	67	69	71	70	70	74	73	74	68	78	77	78	79	80	81	80	86	15	0	1	1	1	1	2	1	1	1	1	1	2	2	1	2	3	2	2	1	1	2	1	1	2	2	1	1	1	2	2	1	1	3	2	1	2	2	1	2	2	3	1	2	1	1	1	1	2	4	2	1	2	2	1	1	1	1	1	1	1	2	1	2	2	2	3	1	1	2	1	1	1	2	1	1	2	2	1	1	1	3	1	1	2	1	1	1	2	1	9	1
