step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	Tinf_99	Tinf_100	Tinf_101	Tinf_102	Tinf_103	Tinf_104	Tinf_105	Tinf_106	Tinf_107	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	alpha_99	alpha_100	alpha_101	alpha_102	alpha_103	alpha_104	alpha_105	alpha_106	alpha_107	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98	kappa_99	kappa_100	kappa_101	kappa_102	kappa_103	kappa_104	kappa_105	kappa_106	kappa_107
1	-9421.570471534052558	-9420.108389449533206	-1.462082084518882	0.000010000000000	0.000010000000000	1.000000000000000	0.198700349601919	0	0	2	3	2	3	4	5	5	4	5	4	5	4	6	4	4	5	6	6	6	5	7	7	8	6	6	8	7	6	7	6	7	9	7	8	8	8	7	8	8	7	7	8	10	8	9	10	9	9	10	9	9	11	9	10	9	9	9	10	10	9	11	11	10	11	10	12	11	10	11	11	10	11	11	12	11	12	11	12	13	15	13	13	14	14	13	14	14	14	17	17	17	17	18	19	21	23	22	22	23	25	24	25	27	27	28	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	3	3	2	3	2	3	2	3	2	2	3	3	3	3	3	4	4	4	3	3	4	4	3	4	3	4	5	4	4	4	4	4	4	4	4	4	4	5	4	5	5	5	5	5	5	5	6	5	5	5	5	5	5	5	5	6	6	5	6	5	6	6	5	6	6	5	6	6	6	6	6	6	6	7	8	7	7	7	7	7	7	7	7	9	9	9	9	9	10	11	12	11	11	12	13	12	13	14	14	14
500	-965.365815040073358	-963.216010918133975	-2.149804121939423	0.000010010563545	0.000027421954167	2.739301742964883	0.306399119202049	0	0	2	1	2	4	3	3	2	4	4	4	5	3	5	4	2	6	5	7	6	5	4	5	7	6	6	8	5	5	7	5	7	7	5	7	6	9	7	9	8	7	7	8	11	8	9	9	10	10	10	8	9	12	10	7	10	9	9	10	10	9	12	10	10	11	9	12	11	11	11	10	10	12	11	12	11	12	12	12	13	16	13	13	15	15	13	14	14	15	18	16	17	18	18	19	20	23	23	22	23	26	25	26	26	28	29	0	0	1	1	2	2	2	2	2	17	3	3	0	2	14	8	1	30	2	8	9	17	4	10	9	13	4	15	16	11	35	17	4	2	8	21	17	56	3	23	23	23	24	24	26	16	31	17	35	36	41	25	7	50	37	10	56	23	43	9	10	22	52	35	11	58	11	67	37	35	36	0	44	9	0	35	56	56	52	9	62	23	58	17	63	65	55	41	11	23	22	32	9	10	84	62	17	10	81	55	92	61	55	92	10	100	48	1	1	1	1	1	2	2	2	1	2	2	1	1	2	1	1	2	1	2	2	2	2	1	1	2	1	2	2	1	1	2	2	5	2	1	1	2	2	2	3	2	1	1	2	4	2	1	5	4	2	1	1	2	1	3	2	2	2	2	3	3	3	2	3	3	1	3	1	3	3	3	1	1	6	1	4	2	3	3	7	2	7	2	6	2	4	1	4	6	7	7	5	8	9	3	5	7	9	5	5	5	8	7	7	10	5	11
1000	-829.916419208843877	-828.100043044637573	-1.816376164206301	0.000010050591173	0.000018883115875	1.878806485077316	0.411461528927658	0	0	2	3	2	2	2	5	5	5	5	4	4	4	5	4	3	6	6	6	6	5	5	6	8	6	7	9	7	5	7	7	7	10	6	7	9	7	7	8	8	7	7	8	9	8	9	9	8	9	10	9	10	11	10	9	8	7	9	9	11	9	11	10	10	12	8	13	11	10	11	11	10	11	10	13	10	13	11	12	14	16	12	12	13	14	14	13	14	12	16	16	17	16	18	20	21	23	23	23	23	25	25	25	28	27	29	0	0	1	1	2	2	2	6	7	17	3	1	0	7	14	7	1	30	7	8	9	17	4	17	9	13	4	15	16	12	35	22	4	6	8	21	10	22	3	58	23	23	24	43	26	16	31	10	35	36	42	9	46	36	17	17	38	23	43	9	62	10	52	35	39	41	3	67	62	49	50	0	44	9	0	35	38	56	52	9	37	58	58	17	79	39	55	58	67	58	81	55	52	11	55	62	55	92	91	96	84	84	84	84	97	104	84	1	1	2	2	1	1	2	2	2	1	2	2	1	1	1	1	1	1	2	1	1	2	1	2	2	1	2	2	2	1	1	1	2	3	1	1	2	1	2	1	2	1	1	1	2	2	1	3	1	1	2	2	1	1	5	3	1	2	2	2	1	2	1	2	2	2	3	2	2	2	1	1	2	5	1	3	2	2	2	4	2	5	2	6	1	4	2	3	3	3	1	3	4	7	4	5	7	5	4	2	6	6	7	7	7	1	8
1500	-780.405001964438839	-778.778073320515887	-1.626928643922963	0.000010055151270	0.000014260302958	1.418208694699667	0.566679441163252	0	0	2	2	2	3	5	6	4	4	5	4	4	4	6	5	2	6	6	5	6	5	7	6	9	6	5	9	8	4	8	7	7	9	7	7	8	7	7	9	9	8	8	7	10	8	9	11	9	10	10	8	10	12	8	10	9	9	9	10	9	8	11	12	11	11	11	12	11	11	11	11	10	11	11	11	12	13	12	13	11	16	13	13	14	14	13	15	13	15	17	18	18	18	18	20	21	24	22	21	23	26	23	25	27	28	27	0	0	1	1	2	2	6	7	2	17	4	4	0	2	14	2	1	30	6	6	9	17	11	10	2	13	4	15	19	3	35	10	11	19	8	21	17	10	11	23	23	23	24	24	26	16	31	37	35	36	42	9	7	50	10	38	38	23	24	52	32	22	52	35	39	58	11	67	32	49	36	0	44	52	0	35	56	77	52	63	32	58	58	10	79	65	81	83	67	41	48	48	80	87	87	94	92	91	97	95	95	97	95	84	103	107	91	1	1	1	2	1	2	2	1	2	1	2	1	1	2	2	3	1	1	2	1	2	2	1	1	4	1	2	2	1	1	1	2	1	2	1	1	2	2	1	1	2	1	1	1	2	2	1	2	1	2	2	1	2	1	2	3	1	2	1	1	1	2	2	2	2	1	4	1	2	2	3	1	3	2	1	2	1	1	3	1	3	4	2	5	1	2	1	1	1	3	3	3	4	2	3	2	2	2	1	1	4	2	2	8	2	1	4
2000	-706.252852555396657	-704.732592653579673	-1.520259901816936	0.000010089570639	0.000011644611864	1.154123627262183	0.619985248459697	0	1	2	4	3	3	4	5	5	5	6	4	5	5	6	4	3	5	6	6	7	6	6	7	8	6	7	9	7	6	8	5	6	7	7	8	8	8	8	8	8	8	8	9	9	6	9	9	9	10	11	9	9	12	8	11	10	10	10	9	9	10	11	12	10	9	10	11	10	10	11	12	11	11	10	12	11	12	11	13	13	15	14	14	15	14	13	15	15	15	16	17	16	18	19	20	21	23	23	21	24	26	24	25	27	28	27	0	0	1	1	2	2	2	6	7	17	1	3	0	6	14	2	1	12	2	8	9	32	4	32	19	13	33	15	46	18	35	17	4	7	8	21	17	17	4	23	23	23	24	24	26	16	31	55	35	36	42	9	7	50	32	38	38	23	43	9	32	32	52	35	39	41	3	67	55	49	36	0	44	52	0	70	38	38	52	52	37	41	41	37	79	65	69	83	67	58	62	87	52	92	91	94	95	95	95	91	98	98	100	92	100	107	104	1	1	1	3	1	1	1	1	1	1	2	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	2	2	1	1	2	3	2	1	2	1	1	1	1	1	1	1	1	1	2	3	2	1	2	2	1	2	1	3	3	2	1	2	1	1	3	1	1	1	2	1	1	1	1	1	2	2	1	2	4	2	3	2	2	2	1	1	2	4	3	3	2	1	2	2	1	2	2	2	1	2	1	5	3	1	2
2500	-693.875542562690498	-692.433079048395939	-1.442463514294537	0.000010167682855	0.000009600227833	0.944190330294521	0.652630574472962	0	1	2	2	3	4	2	4	5	5	4	4	6	4	7	4	4	5	6	6	6	6	5	7	7	7	5	9	7	7	8	6	4	8	7	9	7	7	7	8	8	7	6	8	9	9	10	9	8	10	10	8	9	10	9	10	8	9	9	10	10	9	11	11	10	10	10	12	10	10	11	12	10	12	11	11	12	13	11	13	14	14	12	14	13	14	13	14	14	13	16	16	18	17	18	20	22	24	22	23	22	25	24	25	28	25	27	0	0	1	1	2	7	2	2	7	17	1	3	0	7	14	7	3	12	6	8	9	17	33	43	9	13	33	15	16	18	35	17	4	6	8	21	22	22	11	23	23	23	10	43	26	16	31	17	35	36	42	25	6	36	10	38	22	23	43	9	62	10	52	35	39	41	11	67	55	49	50	0	44	63	0	35	38	77	52	63	32	58	41	32	79	65	37	83	67	41	81	62	80	92	91	94	95	95	95	84	95	98	100	103	103	103	106	1	1	1	1	1	1	1	1	2	1	2	1	1	1	2	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	3	1	1	1	2	2	2	1	1	1	1	2	1	3	1	1	2	1	2	1	1	2	1	2	1	2	1	2	2	3	2	1	2	1	1	2	1	1	1	1	1	2	2	1	2	1	3	2	2	3	1	2	4	1	2	3	1	4	2	1	1	2	2	3	3	4	2	1	1	1	2	1	2
3000	-688.107861749705535	-686.489779403067132	-1.618082346638370	0.000010335602339	0.000014435682916	1.396694884570209	0.646974474412877	0	0	2	3	1	4	4	5	5	4	3	5	5	4	6	2	3	5	3	7	7	6	6	8	8	7	6	8	6	6	8	7	5	6	7	8	6	7	7	8	8	7	7	9	10	8	9	10	9	10	9	9	10	11	8	10	10	10	10	11	9	8	10	11	10	11	9	12	12	10	12	11	9	12	12	11	11	12	11	12	14	15	11	13	15	14	12	14	14	14	17	18	17	16	18	18	21	22	22	21	23	25	23	26	26	27	29	0	0	1	1	2	19	19	7	19	17	1	11	0	2	14	2	3	11	2	8	9	10	33	43	9	13	33	15	7	18	35	22	11	2	8	21	10	22	3	23	23	23	10	43	26	16	31	62	35	36	42	25	19	36	10	38	38	23	24	25	22	10	52	35	39	41	11	67	62	49	36	0	22	63	0	49	38	56	52	52	48	58	58	48	79	65	17	83	67	83	81	94	80	87	81	94	95	97	97	95	97	97	100	103	103	104	106	1	1	2	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	2	1	2	1	1	1	2	1	1	3	1	1	1	1	2	1	3	2	2	2	1	2	1	2	2	2	1	1	2	2	2	2	2	1	2	1	2	1	1	1	2	1	2	2	2	2	1	1	2	2	3	2	2	2	2	1	2	2	2	1	2	1	1	2	1	2	1	2	2	1	2
3500	-711.433058629543893	-709.850066697314219	-1.582991932229633	0.000010327202026	0.000013537962286	1.310903209998013	0.681481718373832	0	0	2	3	2	3	3	5	4	3	3	3	5	4	6	4	2	4	5	6	5	6	7	7	8	7	6	9	7	7	8	7	5	9	7	7	7	8	6	9	8	8	5	9	11	7	10	9	9	9	10	8	10	10	10	11	9	10	9	10	10	8	11	9	9	11	9	13	10	10	11	10	10	10	9	13	11	12	11	13	14	16	12	12	13	14	12	15	15	14	15	17	17	17	18	19	21	23	21	23	23	24	24	25	28	26	28	0	0	1	3	2	2	2	2	6	17	3	1	0	2	6	2	1	3	7	8	7	17	33	43	9	13	33	15	16	18	35	17	4	6	8	21	17	37	11	23	23	23	10	43	26	16	31	37	35	36	42	9	34	50	62	38	62	41	43	9	10	17	52	35	39	23	3	67	48	49	50	0	43	52	0	35	38	56	52	63	69	23	58	69	79	65	69	83	67	83	87	91	80	91	91	94	95	95	95	97	99	98	100	103	104	100	106	1	1	1	1	1	1	2	2	1	1	1	1	1	2	1	2	1	1	1	1	1	2	2	1	2	1	1	2	2	2	1	3	1	3	1	1	3	1	2	1	1	1	1	1	2	2	1	2	2	2	1	2	1	1	2	2	1	1	2	3	3	3	1	1	2	2	3	1	1	1	1	1	3	1	1	3	2	1	1	1	2	4	1	1	1	2	1	2	2	2	2	2	2	1	1	1	2	2	2	1	1	1	1	1	1	2	2
4000	-699.085868523995600	-697.523929841626796	-1.561938682368802	0.000010866628083	0.000013680205762	1.258919110651643	0.623778302842854	1	-1	2	3	2	3	4	5	5	4	5	4	5	4	7	5	3	5	7	7	6	6	6	8	8	7	6	9	7	7	7	5	5	9	6	8	7	7	7	9	9	8	6	9	11	8	10	10	9	10	11	10	9	12	10	11	9	9	9	10	10	10	11	10	10	11	10	12	12	10	11	12	11	12	9	13	10	12	12	13	13	16	12	13	15	13	14	14	15	15	17	16	17	16	18	19	22	24	23	23	24	25	24	26	26	27	29	0	0	1	1	2	2	5	2	6	17	1	3	0	6	14	2	3	12	7	8	9	32	33	43	9	13	33	15	16	18	35	17	4	5	7	21	10	10	11	23	23	23	32	43	26	16	31	10	35	36	42	25	19	50	22	38	37	23	43	9	37	22	52	35	39	58	11	67	22	49	50	0	24	52	0	64	38	77	52	52	32	41	58	38	79	65	37	83	67	83	92	69	80	87	92	94	95	92	97	97	97	98	100	103	103	104	106	1	1	1	1	2	2	1	3	1	1	2	2	1	1	2	4	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	4	1	1	2	2	1	1	2	1	1	2	2	2	2	4	1	1	2	1	2	1	3	3	1	2	2	3	1	2	1	3	1	1	3	1	4	1	1	1	1	1	1	2	2	2	1	2	3	3	2	2	2	2	4	1	2	1	1	1	2	1	1	1	2	2	1	1	1	1	1	1	1	1	2
4500	-676.180649857502658	-674.496505622659697	-1.684144234842983	0.000012978097345	0.000020204897574	1.556845894771453	0.551862694521119	0	-1	2	4	2	1	4	4	4	5	4	3	5	5	6	5	2	4	6	6	6	6	6	8	8	7	6	9	7	6	7	6	5	10	6	8	9	6	7	9	9	8	7	8	11	8	9	10	8	10	10	10	10	11	10	10	9	9	9	9	11	9	11	12	10	12	10	12	11	11	12	12	10	12	12	12	8	11	11	12	13	14	13	12	14	15	14	14	15	15	17	18	17	16	19	20	20	24	23	22	23	26	24	26	28	26	28	0	0	1	3	6	2	2	2	2	17	3	3	0	7	14	6	1	12	7	8	9	17	33	43	9	13	33	15	16	18	35	10	4	19	8	21	32	10	11	23	23	23	32	43	26	16	31	62	35	36	42	9	19	50	32	38	77	23	43	9	22	24	52	35	39	58	11	67	17	49	36	0	43	52	0	35	38	77	52	52	48	58	58	32	79	65	48	83	67	83	84	48	52	84	91	95	91	95	95	91	96	98	100	103	104	103	106	1	1	1	1	1	1	3	2	2	2	1	1	1	1	1	2	1	1	1	1	1	3	1	1	2	1	1	2	2	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	2	1	2	1	1	1	1	3	2	1	2	3	1	2	1	3	2	1	1	3	2	1	3	2	4	2	2	1	1	1	1	3	2	2	1	1	2	2	2	2	2	3	2	1	2	2	3	3	2	2	2	1	1	2	2	3	1	1	1	1	1	1	1
