step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	Tinf_99	Tinf_100	Tinf_101	Tinf_102	Tinf_103	Tinf_104	Tinf_105	Tinf_106	Tinf_107	Tinf_108	Tinf_109	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	alpha_99	alpha_100	alpha_101	alpha_102	alpha_103	alpha_104	alpha_105	alpha_106	alpha_107	alpha_108	alpha_109	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98	kappa_99	kappa_100	kappa_101	kappa_102	kappa_103	kappa_104	kappa_105	kappa_106	kappa_107	kappa_108	kappa_109
1	-17617.291540741258359	-17624.147028692219465	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.570432702733999	1	1	5	3	4	5	5	5	5	8	8	8	8	9	9	9	8	8	11	10	13	11	12	11	11	12	13	15	14	14	13	16	14	17	15	15	17	15	18	17	19	16	16	16	17	17	19	20	18	17	17	18	17	18	20	19	18	20	20	20	20	20	20	21	20	22	24	22	20	21	21	21	20	23	22	21	21	22	23	22	22	24	22	23	22	26	25	24	25	24	24	25	26	25	26	26	26	26	25	28	26	28	29	27	28	30	31	30	31	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	4	4	4	4	4	4	4	4	4	5	5	6	5	6	5	5	6	6	7	7	7	6	8	7	8	7	7	8	7	9	8	9	8	8	8	8	8	9	10	9	8	8	9	8	9	10	9	9	10	10	10	10	10	10	10	10	11	12	11	10	10	10	10	10	11	11	10	10	11	11	11	11	12	11	11	11	13	12	12	12	12	12	12	13	12	13	13	13	13	12	14	13	14	14	13	14	15	15	15	15
500	-962.660312953261041	-969.515800904220441	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.242717078316459	1	0	4	3	4	6	6	5	5	7	9	8	8	9	10	7	5	8	12	11	13	10	13	10	9	10	14	16	15	14	11	16	13	14	16	16	17	14	15	14	19	14	15	16	16	17	18	19	16	18	18	17	17	19	21	19	18	20	19	20	20	18	21	20	20	21	24	21	19	21	21	19	21	24	22	20	22	23	23	22	23	24	23	22	23	24	24	25	26	24	24	26	26	23	26	27	26	27	25	28	26	28	28	28	29	31	30	29	31	0	0	2	2	4	5	2	3	4	3	16	17	3	16	13	8	3	4	12	13	14	4	20	0	17	18	14	40	26	26	25	17	31	9	30	30	31	25	31	33	37	33	22	29	26	7	18	30	38	31	28	31	31	7	51	53	42	4	52	51	31	34	17	50	42	39	37	26	22	41	22	31	62	17	53	40	51	33	31	72	50	13	58	26	25	11	72	72	53	68	38	72	47	66	74	42	17	32	83	74	53	61	89	8	0	53	87	34	39	1	1	2	2	1	1	5	1	1	1	2	1	3	1	1	1	1	3	2	2	2	5	2	1	3	1	2	2	2	2	1	4	1	5	1	1	3	3	2	1	1	1	3	1	3	5	6	3	1	3	1	3	3	6	2	1	2	11	1	2	7	3	10	1	3	3	5	6	5	1	4	5	1	12	2	3	2	9	7	1	3	9	1	6	12	7	2	4	5	3	5	3	5	1	1	7	10	8	1	2	4	6	1	13	1	10	3	10	11
1000	-736.028728221190931	-742.884216172150332	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.420898966138145	0	1	3	3	5	5	4	6	5	9	8	9	9	9	10	8	7	8	11	10	12	12	13	10	12	13	14	15	15	14	13	15	14	17	15	15	17	16	17	15	18	16	16	16	17	17	18	20	17	16	18	18	17	19	20	19	17	21	20	20	19	18	19	20	21	22	23	22	19	21	21	20	21	24	22	21	21	22	23	22	22	24	21	24	21	26	25	23	25	25	23	25	26	26	26	27	26	26	23	29	26	28	29	26	28	30	30	31	32	0	0	2	2	3	3	4	4	4	6	7	17	18	7	9	4	4	9	12	14	14	15	20	0	17	13	21	25	11	8	25	12	31	8	8	30	31	25	28	31	33	33	26	35	30	29	26	34	42	28	38	40	31	30	39	33	42	44	50	31	42	43	49	52	39	37	81	46	44	33	29	61	43	33	49	64	40	57	61	53	28	16	46	29	31	84	55	75	31	34	60	77	29	66	33	51	80	37	34	94	78	65	97	34	0	85	103	34	103	1	1	1	1	1	1	1	2	1	2	2	1	1	2	3	3	2	2	1	1	2	1	2	1	2	3	1	2	3	3	1	3	1	5	4	1	2	2	1	1	3	1	2	1	1	1	3	1	1	1	1	1	2	3	2	2	1	3	2	3	2	2	1	1	2	2	1	3	2	3	4	1	3	7	2	1	3	3	2	4	3	8	2	3	6	1	3	1	8	4	2	1	5	1	7	5	2	5	3	1	2	4	2	4	1	5	1	7	2
1500	-671.148738618887251	-678.004226569846651	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.528807596398083	0	1	5	3	5	3	6	5	4	8	9	8	8	8	9	8	6	8	12	10	12	11	12	12	11	10	14	14	13	11	13	16	15	17	14	15	18	15	18	18	20	17	17	15	17	17	19	21	18	18	15	18	17	18	20	19	17	20	20	20	20	20	21	21	20	22	25	20	21	21	20	22	20	23	22	20	21	23	24	22	22	25	22	23	21	26	24	24	24	24	25	25	26	25	27	27	26	25	26	28	26	27	29	28	27	31	28	29	30	0	0	2	2	4	2	2	9	4	3	16	17	3	7	7	8	4	9	12	14	14	13	20	0	17	18	23	25	9	4	25	19	31	35	16	29	33	25	51	51	33	33	44	30	36	26	29	45	42	42	31	42	33	36	51	33	33	35	50	52	42	43	49	52	51	41	81	29	34	56	29	65	43	39	49	52	61	57	81	42	39	35	68	71	33	71	65	75	77	83	81	41	46	85	91	87	39	75	90	85	91	39	55	82	0	91	87	93	107	1	1	2	2	1	1	2	1	1	2	1	1	2	1	1	1	2	2	2	1	2	1	1	1	2	1	1	1	4	4	2	2	1	3	3	1	1	2	2	2	3	2	1	2	1	4	3	2	1	1	1	1	2	1	2	2	1	3	1	2	2	2	2	2	2	1	1	2	2	1	3	1	2	2	2	1	1	3	1	2	2	5	1	2	4	2	2	2	1	1	2	3	5	2	1	2	3	2	1	2	1	4	4	2	1	3	2	1	1
2000	-608.272668932515558	-615.128156883474958	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.614069270762249	1	1	6	3	4	3	5	6	5	8	9	8	9	9	8	8	9	8	11	11	14	12	12	11	11	13	13	15	14	14	13	16	15	18	15	16	17	16	18	16	19	17	16	16	17	16	19	19	17	17	17	19	16	18	21	20	19	21	21	21	20	20	20	20	21	21	23	21	20	21	20	20	21	23	22	21	22	23	23	21	22	21	22	23	20	26	25	24	25	24	24	24	26	24	26	27	26	26	26	28	26	29	29	28	28	30	30	29	32	0	0	6	2	6	2	2	4	4	5	8	8	8	7	8	4	12	9	17	7	11	9	14	0	12	8	20	25	11	18	19	28	31	29	13	26	31	25	51	31	53	53	26	29	26	29	26	35	28	28	40	40	33	36	51	57	33	47	40	39	53	43	49	52	51	85	81	46	8	41	44	37	62	65	42	64	53	85	33	63	61	46	68	58	57	84	65	75	65	82	78	79	83	66	91	74	89	88	90	101	94	96	74	99	0	101	97	99	103	1	1	2	1	1	1	3	2	1	2	2	1	2	2	1	2	1	1	1	3	2	3	1	1	1	4	1	2	2	3	1	1	1	2	3	2	2	2	1	2	1	1	1	1	1	1	3	2	1	1	1	1	1	1	2	1	2	1	2	2	1	2	2	1	2	1	1	2	7	1	2	1	1	1	3	1	3	2	4	1	1	3	1	1	1	2	2	1	2	2	1	1	2	2	1	2	1	1	1	1	1	2	3	1	1	2	2	2	1
2500	-573.295259766416507	-580.150747717375907	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.736814180429288	1	2	6	3	5	4	6	5	6	9	8	7	9	9	10	10	8	8	11	10	13	10	12	11	11	12	14	14	15	14	13	16	15	17	14	16	18	14	19	17	18	17	16	16	17	18	20	21	18	17	17	19	18	18	20	20	18	20	20	20	20	21	20	21	21	23	25	21	21	22	21	21	20	24	21	22	22	23	23	23	22	24	22	24	22	27	26	23	25	24	24	25	26	25	27	24	27	27	25	29	27	28	29	27	28	30	31	30	31	0	0	2	2	2	2	4	4	4	5	4	8	9	11	11	8	12	9	12	14	20	11	20	0	17	9	23	31	30	22	25	28	31	26	18	35	40	31	51	31	42	33	35	29	36	34	35	45	50	31	33	40	33	30	31	41	51	35	50	39	53	43	49	55	39	85	79	34	34	56	47	39	43	55	56	52	60	85	42	56	61	47	47	71	53	84	96	75	60	83	85	80	83	66	85	55	87	88	90	101	94	89	97	99	0	101	103	104	103	1	1	2	1	1	1	1	1	1	2	3	1	2	1	2	2	1	1	2	1	2	1	1	1	2	3	1	1	1	2	1	1	1	2	3	1	1	1	1	2	1	2	1	1	1	1	2	2	1	2	1	1	2	1	3	2	1	2	1	1	1	3	1	1	1	1	1	2	2	1	1	1	2	1	1	2	1	1	2	2	1	2	1	2	2	2	1	1	2	1	1	1	2	2	2	2	1	2	1	2	1	2	1	1	1	2	1	2	1
3000	-605.548702338459520	-612.404190289418921	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.601461725797572	2	1	3	4	5	5	6	5	5	8	8	8	8	8	9	9	9	7	11	9	14	11	13	9	11	13	14	15	15	12	13	16	14	15	15	15	16	16	18	17	18	16	15	16	17	17	19	20	18	18	17	19	17	17	20	19	18	19	20	18	21	20	21	21	20	23	23	21	21	22	21	21	20	23	22	21	21	22	24	22	22	24	22	24	21	26	25	24	26	25	25	25	26	25	27	27	27	27	25	28	26	28	29	28	29	30	31	31	30	0	0	2	2	3	3	4	2	2	5	7	4	18	7	13	7	12	8	12	14	14	9	20	0	12	13	20	25	18	13	25	28	31	26	18	22	31	28	31	37	33	33	26	34	29	35	44	45	37	37	25	40	33	29	60	41	42	29	50	51	37	43	49	52	60	85	81	46	35	56	29	60	43	39	49	52	60	33	67	39	61	46	46	71	57	84	74	63	65	83	66	67	99	66	85	87	87	75	68	101	66	96	97	83	0	101	103	104	103	1	1	1	2	1	1	1	2	2	1	1	2	1	2	1	2	1	1	2	1	2	3	2	1	1	3	2	2	5	3	1	1	1	2	5	2	2	1	3	1	2	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	2	1	1	2	3	2	1	1	2	1	2	2	1	3	1	4	2	2	1	1	5	1	2	1	2	2	2	2	1	1	2	4	2	1	1	1	1	3	1	1	3	2	1	2	1	1	2	1	3	1	2	1
3500	-615.842146250413634	-622.697634201373035	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.556399928310839	1	1	5	3	5	4	6	5	5	8	8	7	7	9	10	9	8	8	11	11	13	12	13	12	11	12	12	13	14	13	13	17	14	17	16	15	17	15	18	16	20	17	16	16	17	17	18	20	18	18	17	19	17	18	21	19	19	20	20	20	20	20	20	21	21	23	24	22	19	21	22	20	21	24	22	22	21	21	23	21	20	24	23	24	22	25	24	24	25	23	25	25	25	25	27	26	26	26	26	28	26	29	28	27	28	29	30	31	32	0	0	6	2	6	2	8	4	4	5	7	4	9	4	4	4	12	9	17	14	14	9	20	0	17	18	20	12	9	26	19	28	31	29	29	30	31	28	51	28	56	33	26	26	36	22	43	36	53	31	28	40	33	45	60	53	50	69	51	39	37	43	49	52	51	85	81	69	30	56	58	39	43	39	63	37	39	53	81	81	42	46	46	71	53	71	59	49	60	46	85	57	83	66	94	74	87	75	82	94	85	96	97	90	0	100	103	104	107	1	1	1	1	1	1	1	1	1	2	1	2	1	3	2	4	1	2	2	1	1	3	1	1	1	2	1	3	4	1	1	2	1	2	1	1	2	2	1	1	1	2	2	2	1	3	1	2	1	2	2	1	2	1	1	1	1	1	3	1	2	2	1	1	2	1	2	2	3	1	1	1	3	3	2	2	1	2	2	1	1	4	2	2	2	2	2	2	2	3	2	3	1	1	1	1	1	2	1	3	2	1	1	3	1	1	1	2	1
4000	-652.974543603275265	-659.830031554234665	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.594596537053720	2	1	3	3	5	6	6	5	6	8	8	8	9	8	10	8	9	9	12	10	14	10	12	11	12	13	13	14	14	13	13	17	14	18	14	15	17	15	16	17	19	17	17	16	17	17	20	20	15	18	17	18	16	18	20	20	17	19	20	20	20	20	20	21	19	20	25	22	17	22	21	22	19	22	22	19	21	23	24	23	22	24	22	24	21	27	25	24	23	24	23	24	26	25	25	26	27	26	25	29	27	29	30	28	28	30	31	30	32	0	0	2	2	3	3	4	4	8	5	4	7	9	7	11	8	12	9	12	16	20	9	20	0	17	13	23	25	9	22	12	28	25	35	18	30	33	25	31	53	49	33	35	29	36	29	29	45	25	31	33	51	33	29	51	41	33	13	33	51	39	43	53	76	42	57	81	46	35	41	58	60	43	60	42	42	39	41	81	61	61	29	47	71	42	71	74	63	55	83	85	70	68	78	78	87	55	88	82	101	94	96	97	99	0	100	103	104	107	1	1	1	1	1	2	2	1	1	1	2	2	2	1	1	2	1	2	2	1	2	2	1	1	2	2	1	1	4	1	3	1	1	2	3	1	1	2	2	1	2	2	2	1	1	1	4	1	2	3	2	1	2	2	2	1	2	5	4	1	3	1	2	1	1	1	2	1	2	1	1	1	1	1	1	1	3	3	2	1	1	6	1	2	3	2	2	2	2	1	1	1	2	1	2	1	2	1	1	2	1	2	2	1	1	1	1	1	1
4500	-615.828195206449436	-622.683683157408836	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.678113364716223	0	2	6	3	5	4	4	6	6	9	9	6	8	9	10	7	8	8	11	10	11	11	13	12	11	12	14	14	15	14	12	17	14	16	14	14	17	15	19	18	20	16	17	16	17	17	17	20	18	18	16	19	17	19	20	19	18	19	20	21	20	19	20	22	21	22	24	21	18	21	21	21	21	23	22	21	21	21	23	23	22	24	22	23	20	26	26	23	26	25	24	26	26	25	27	26	26	25	24	28	26	29	29	27	28	30	32	29	32	0	0	7	2	6	2	4	2	4	8	16	4	9	7	13	7	12	9	12	14	14	13	20	0	17	13	14	25	35	26	25	28	31	35	26	26	31	28	51	37	53	33	34	35	36	34	30	47	33	37	28	37	42	45	51	33	37	35	50	51	42	43	37	52	51	78	81	46	35	49	58	39	62	55	63	52	37	56	33	56	60	68	46	71	33	71	72	37	60	99	85	67	82	78	66	60	77	88	83	101	91	97	97	99	0	101	97	104	103	1	1	1	1	1	1	1	3	2	2	1	2	2	2	1	1	1	1	2	1	1	1	2	1	1	2	2	2	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	2	1	2	2	3	1	1	1	1	1	2	3	1	2	1	2	2	1	1	2	2	1	2	2	2	1	1	1	1	2	1	1	2	1	4	2	1	1	2	2	3	2	2	2	2	1	3	2	1	2	1	2	2	1	1	2	1	3	1	2	1	2	3	1	2
