step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	Tinf_99	Tinf_100	Tinf_101	Tinf_102	Tinf_103	Tinf_104	Tinf_105	Tinf_106	Tinf_107	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	alpha_99	alpha_100	alpha_101	alpha_102	alpha_103	alpha_104	alpha_105	alpha_106	alpha_107	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98	kappa_99	kappa_100	kappa_101	kappa_102	kappa_103	kappa_104	kappa_105	kappa_106	kappa_107
24500	-1164.816383481565026	-1170.755580700650171	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.656719648758834	0	2	6	4	3	6	7	5	6	7	7	6	8	6	10	9	8	9	10	10	11	10	11	10	11	13	10	11	14	14	12	15	14	12	13	12	14	13	14	14	14	14	15	16	15	15	15	16	16	17	16	18	16	15	18	19	18	17	19	17	17	16	18	18	17	19	19	17	18	19	19	19	20	21	18	20	19	20	21	22	20	21	22	22	23	23	23	24	24	25	25	26	28	30	28	28	32	30	29	35	39	36	39	40	45	50	52	0	1	2	2	0	2	3	4	5	5	3	8	9	4	9	7	12	9	14	13	27	17	0	17	19	20	11	17	24	18	21	22	23	23	16	22	21	27	27	35	35	24	38	23	35	41	41	41	21	21	37	40	37	41	42	49	49	34	44	47	37	37	51	65	40	50	37	43	49	34	50	63	69	56	34	75	50	57	69	70	34	59	78	50	79	79	83	82	84	84	87	88	89	93	92	0	94	96	18	0	102	99	0	103	0	0	0	1	1	2	1	1	1	1	1	2	2	1	1	1	1	2	1	1	2	2	1	1	1	1	2	1	2	1	2	1	3	1	2	1	1	2	2	2	2	3	1	1	2	1	2	1	1	1	1	2	3	1	2	1	1	2	2	1	2	2	1	1	2	1	1	2	1	2	1	1	2	2	1	2	1	2	1	1	1	1	1	3	2	1	4	1	2	1	2	1	2	2	1	1	1	1	1	1	1	5	1	2	3	1	1	1	1	1
25000	-1054.256768153079065	-1060.195965372164210	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.694773921899211	0	3	4	4	3	7	6	6	6	8	8	7	8	8	9	10	9	10	10	11	11	10	11	11	12	12	12	12	11	13	13	12	13	14	11	13	15	12	14	14	12	15	15	16	15	14	14	15	18	16	16	18	15	16	18	19	18	20	18	16	17	17	19	18	17	18	19	18	17	18	19	18	21	21	20	20	21	20	20	20	18	21	22	21	23	23	22	25	24	24	24	26	27	30	28	29	31	30	28	35	38	36	40	40	45	49	52	0	1	2	2	0	2	1	4	5	5	7	8	9	7	13	11	12	9	14	15	16	17	0	17	19	20	21	22	17	26	21	22	23	23	16	29	27	21	31	35	35	24	21	23	35	41	41	41	43	21	39	45	21	47	42	43	38	59	33	47	37	37	51	40	40	43	62	38	37	44	50	51	56	56	34	59	79	53	69	81	44	75	67	67	79	79	66	82	83	84	83	88	83	91	92	0	94	96	10	0	102	99	0	102	0	0	0	1	2	1	1	1	2	3	1	2	4	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	2	1	1	2	1	2	2	2	2	1	1	2	2	2	1	1	2	1	2	2	2	1	2	1	1	1	1	2	1	2	1	2	1	1	1	1	1	1	3	1	1	1	2	1	1	1	2	1	2	2	2	2	2	2	1	1	2	3	1	1	1	1	5	1	2	4	1	2	1	1	1
25500	-1098.907399363510876	-1104.846596582596021	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.672841989716943	0	2	5	3	5	6	6	5	6	6	7	7	8	8	10	10	10	10	10	11	9	9	10	12	12	12	11	11	14	14	12	12	13	13	11	12	13	13	13	14	13	14	13	15	14	15	15	15	16	14	16	17	16	16	18	18	18	18	18	17	17	16	18	18	17	18	20	17	18	19	20	18	19	21	20	20	21	19	21	21	20	21	22	22	22	24	23	25	24	25	25	26	27	29	28	29	31	30	29	35	39	37	39	42	45	49	53	0	1	2	2	0	2	2	4	5	5	7	8	10	8	5	11	22	9	14	13	11	12	0	17	19	20	21	22	36	20	27	14	23	23	21	22	21	27	31	41	35	24	27	34	35	41	41	41	38	37	39	40	43	41	42	61	49	44	34	47	38	27	39	40	41	53	66	50	53	58	62	51	61	56	44	59	63	57	69	70	58	59	78	77	69	67	78	82	83	84	87	88	87	87	88	0	94	96	59	0	102	99	0	103	0	0	0	1	1	2	1	1	3	2	1	1	1	1	1	1	1	3	2	1	2	1	2	1	1	1	1	1	1	1	1	1	2	1	2	3	2	1	2	2	1	1	1	2	2	1	1	1	2	1	1	2	1	1	2	1	1	2	1	1	2	3	1	1	1	3	2	2	1	1	2	1	1	2	1	1	2	2	1	3	1	2	1	1	1	2	1	2	1	2	2	1	2	2	1	2	2	2	1	1	1	6	1	2	5	1	1	1	1	1
26000	-1045.972721051143253	-1051.911918270228398	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.667775304812906	0	2	4	4	4	6	6	6	7	8	8	5	8	7	8	9	8	10	11	9	10	10	11	9	13	11	13	12	12	12	12	13	14	13	11	14	15	14	13	13	13	13	14	15	14	14	15	15	17	16	15	16	15	16	17	18	18	18	18	17	17	17	17	18	17	18	18	18	16	19	19	19	21	22	19	20	21	19	20	21	19	21	22	21	22	23	23	24	23	26	25	27	27	29	28	29	31	30	29	36	39	37	39	42	45	50	53	0	1	2	2	0	3	3	12	5	5	7	4	9	12	9	11	12	9	14	15	16	17	0	17	14	20	21	22	22	20	21	22	23	23	21	29	43	21	31	35	35	24	21	34	35	41	41	41	37	21	27	40	21	47	42	50	38	23	44	47	53	37	51	52	52	50	50	62	38	44	27	63	49	43	34	75	57	69	69	75	44	76	57	78	79	43	78	82	57	84	89	88	83	89	92	0	94	96	75	0	102	99	0	103	0	0	0	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	2	1	1	1	1	2	1	1	1	1	1	2	1	1	1	2	2	1	2	1	1	1	1	2	1	2	2	1	3	1	2	2	2	1	1	1	1	2	1	1	1	1	2	2	3	1	2	5	3	1	2	2	2	1	2	1	2	1	1	4	1	2	2	2	1	1	2	4	1	1	2	1	7	1	1	5	1	2	1	1	1
26500	-1109.290224171046475	-1115.229421390131620	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.729723769977091	0	2	5	4	4	7	6	5	7	7	8	6	9	8	10	10	9	8	10	11	11	10	12	11	12	12	11	12	13	14	12	14	14	13	12	11	13	13	14	11	13	15	14	15	14	14	15	15	17	17	15	17	15	16	18	18	17	18	18	17	18	16	17	19	18	18	18	16	18	20	18	19	19	20	20	19	19	20	21	21	20	21	22	21	23	22	24	24	24	25	25	26	27	28	28	28	30	30	30	36	39	38	39	41	45	50	54	0	1	1	2	0	2	2	4	5	5	7	4	5	3	13	11	12	9	14	13	11	3	0	17	19	20	16	22	22	15	21	22	23	23	40	22	21	27	31	11	35	24	38	34	35	41	41	41	21	38	39	40	38	47	42	62	53	23	44	47	38	21	51	52	40	57	57	37	39	59	50	63	61	67	34	58	67	67	50	59	59	59	78	77	79	69	83	76	83	84	87	88	89	91	92	0	94	96	75	0	102	99	0	103	0	0	0	1	1	3	1	1	1	2	1	2	2	1	1	3	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	2	2	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	4	2	1	2	1	1	2	1	1	3	2	1	2	2	1	1	4	1	1	2	1	1	1	1	1	1	3	1	1	2	2	2	1	2	1	1	1	2	1	3	1	2	1	1	1	1	1	1	1	1	4	1	1	4	1	2	1	1	1
27000	-1101.699484394047431	-1107.638681613132576	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.675531227773830	0	2	6	3	4	6	6	6	7	7	7	7	9	8	9	10	9	8	9	10	12	11	10	11	10	13	12	12	13	12	12	14	14	14	13	13	13	14	14	13	14	14	14	16	14	14	15	15	16	16	15	17	15	15	18	16	17	19	18	16	17	17	17	19	17	18	19	17	18	19	19	18	17	22	19	20	20	20	20	21	21	21	22	22	23	22	23	24	24	25	25	26	26	29	28	29	31	31	26	35	39	36	38	40	45	49	53	0	1	2	2	0	2	2	4	5	5	3	4	9	8	9	7	12	5	14	18	16	17	0	17	14	20	16	22	22	13	16	22	23	23	21	22	27	21	31	21	35	24	21	23	21	35	41	35	27	27	39	40	21	46	24	43	38	34	44	47	53	38	51	65	38	38	57	38	73	34	61	63	27	69	34	59	57	57	69	70	58	44	78	77	79	79	78	82	78	84	89	88	89	91	92	0	94	96	3	0	102	99	0	103	0	0	0	1	1	3	1	1	2	2	1	2	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	2	1	1	1	2	2	1	1	1	2	1	1	1	2	1	2	1	1	1	1	3	2	1	2	1	1	3	1	1	3	1	1	1	2	1	2	2	2	2	1	1	2	1	1	2	1	2	1	1	1	2	1	1	2	1	1	2	1	1	1	2	2	1	1	1	2	2	1	1	1	6	1	1	4	1	2	1	1	1
27500	-1196.944339094138058	-1202.883536313223203	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.670346306949520	0	2	4	3	4	6	6	7	7	7	8	6	9	8	8	9	9	9	10	10	10	11	10	12	11	12	13	11	13	12	12	13	13	14	11	12	14	14	13	13	13	15	15	16	14	14	15	15	16	16	15	16	15	15	19	18	17	20	18	18	18	18	18	18	17	18	19	15	17	18	19	19	21	21	20	20	22	20	21	21	19	21	22	21	20	22	22	23	24	26	25	25	27	30	28	27	32	30	29	34	39	37	39	41	45	50	52	0	1	2	2	0	2	3	4	5	5	6	4	15	4	9	11	14	9	14	15	11	17	0	17	14	20	21	17	17	13	21	22	23	23	21	8	27	21	31	35	35	24	39	23	35	41	41	41	38	27	21	40	38	41	42	38	21	70	34	47	57	50	51	52	52	45	53	21	43	34	68	63	61	56	59	70	57	57	69	70	23	70	78	67	69	69	78	82	83	84	83	88	83	91	92	0	94	96	86	0	102	99	0	103	0	0	0	1	1	1	1	1	2	1	2	2	2	1	1	1	2	1	1	1	1	1	1	1	1	1	2	2	1	1	1	3	1	1	1	2	2	1	2	1	2	1	1	1	1	1	3	3	1	1	1	1	2	2	1	1	1	2	3	3	2	1	1	1	1	2	1	1	2	3	2	1	2	2	1	1	1	1	1	3	1	2	1	3	1	1	1	1	3	1	2	1	2	2	1	2	2	2	1	1	1	3	1	1	4	1	2	1	1	1
28000	-1095.451574960705329	-1101.390772179790474	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.651634566414208	0	2	4	4	5	6	6	5	7	8	6	6	8	8	10	10	10	9	10	10	11	9	10	11	11	12	13	10	14	13	12	12	12	13	13	13	14	13	14	14	14	15	15	14	14	15	15	16	17	16	16	16	15	16	18	16	18	19	17	18	17	17	18	17	18	17	19	18	19	19	19	19	19	20	18	19	20	19	22	21	19	21	22	21	22	23	24	22	24	25	25	26	26	29	28	29	31	31	29	35	39	37	38	41	46	50	54	0	1	2	2	0	3	3	4	5	5	3	4	5	12	5	11	12	5	14	13	11	12	0	17	19	13	16	22	32	15	16	17	23	23	21	22	21	16	31	35	35	24	27	34	35	41	41	41	27	37	31	40	38	47	42	39	56	59	34	54	27	21	49	52	52	38	66	27	61	59	50	63	50	56	34	59	56	27	67	70	59	76	57	61	21	79	83	82	83	84	87	88	89	87	92	0	94	96	18	0	102	99	0	102	0	0	0	1	1	1	1	1	1	2	1	2	2	1	1	1	1	1	2	2	3	1	1	2	2	1	1	1	2	1	1	1	2	1	1	1	1	1	3	1	2	1	1	1	2	1	1	1	1	1	1	2	1	2	1	1	1	2	2	2	1	2	1	2	2	1	1	2	1	1	3	1	1	2	1	2	3	3	1	2	2	3	1	1	2	2	3	4	1	2	1	1	2	1	2	1	3	1	1	1	1	7	1	2	3	1	2	1	1	1
28500	-1100.117829000332449	-1106.057026219417594	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.707012128862639	0	2	4	3	4	6	6	5	6	8	7	6	8	8	9	9	8	8	10	10	11	10	10	11	12	12	13	12	10	14	12	14	13	14	12	12	14	14	14	14	13	15	15	16	14	15	15	14	18	17	16	16	15	16	18	19	16	19	18	18	17	17	18	17	17	18	19	18	17	19	20	19	20	22	21	19	22	20	21	22	19	21	23	22	22	23	22	25	22	25	23	27	27	30	28	29	31	31	29	33	39	37	40	41	46	50	54	0	1	2	2	0	3	3	4	5	5	7	8	9	12	13	11	12	9	14	15	16	12	0	17	19	20	21	22	17	20	21	36	23	23	21	29	21	21	31	35	35	24	21	23	35	41	41	41	61	39	37	45	21	47	42	38	38	59	34	47	38	37	51	52	40	57	62	39	43	34	61	51	62	56	70	59	79	67	37	59	44	59	87	61	27	66	78	82	78	77	78	88	83	91	92	0	94	96	34	0	102	99	0	103	0	0	0	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	2	1	1	2	1	1	1	2	1	1	2	2	1	1	1	2	2	2	1	2	1	1	1	1	1	1	2	1	2	2	2	1	2	2	1	2	1	1	1	2	1	2	1	2	1	1	2	2	1	1	1	1	4	2	2	1	1	2	4	2	1	2	1	1	1	2	1	3	1	1	1	1	7	1	2	4	1	1	1	1	1
29000	-1113.809090333776794	-1119.748287552861939	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.678440407128104	-1	3	5	3	4	6	6	5	8	8	7	5	5	8	10	9	9	10	11	11	12	9	11	11	13	12	12	11	13	14	11	15	13	12	13	13	12	14	13	14	13	15	14	14	13	14	15	16	17	16	16	18	15	14	18	19	17	17	18	17	16	17	18	18	16	18	19	18	17	19	20	18	21	21	20	19	21	20	21	22	21	22	22	21	22	23	22	24	24	25	24	26	28	29	28	28	31	31	29	36	39	38	40	42	44	50	54	0	1	1	1	0	3	3	2	5	13	7	4	5	8	9	7	4	13	14	10	7	12	0	17	19	20	11	17	24	20	16	36	23	23	27	17	16	37	31	21	21	24	11	34	27	41	41	41	21	38	31	40	21	41	42	38	50	44	58	47	31	38	51	65	40	50	57	62	37	59	68	51	51	56	59	59	67	67	49	70	70	75	78	57	69	79	78	82	83	84	83	88	89	91	92	0	94	96	10	0	102	99	0	102	0	0	0	1	3	2	2	1	1	1	1	2	2	1	1	1	2	1	1	3	4	2	1	3	2	1	1	1	1	4	1	1	1	1	1	1	1	1	2	2	1	1	1	1	2	3	1	1	1	1	2	2	1	4	2	1	1	2	3	1	1	1	2	3	2	2	1	1	1	1	1	3	1	1	1	2	1	2	1	1	1	2	2	1	1	1	2	2	2	1	1	1	2	1	1	2	3	1	1	1	2	8	1	1	3	1	2	1	1	1
29500	-1177.868035549443675	-1183.807232768528820	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.697727998355220	-1	2	5	3	5	7	6	7	7	7	7	6	9	8	9	10	8	10	11	10	11	11	12	11	13	12	13	10	13	13	12	14	13	14	12	12	13	14	14	14	13	14	15	16	14	14	15	14	17	17	14	16	15	15	16	19	17	19	17	17	17	18	17	19	17	18	20	15	18	20	18	19	20	22	18	19	22	20	19	21	20	21	22	21	23	23	24	24	24	23	24	26	27	29	28	28	30	30	30	35	38	35	40	42	46	49	54	0	1	1	2	0	3	3	4	5	5	2	4	5	12	9	7	12	9	8	5	11	17	0	12	19	13	21	17	22	20	21	22	23	23	11	17	21	21	31	35	35	24	27	34	35	41	41	41	38	27	31	40	16	35	42	43	43	59	44	47	43	68	51	52	52	57	66	27	43	58	38	51	69	56	23	59	57	50	69	70	44	81	78	50	21	79	83	82	83	84	83	88	89	91	92	0	94	96	71	0	102	99	0	103	0	0	0	1	1	2	1	1	1	1	1	1	1	3	1	3	1	1	2	1	1	3	3	2	2	1	3	2	2	1	1	2	1	1	2	1	1	3	2	2	2	1	1	1	1	1	1	1	1	1	1	1	3	1	1	2	2	2	2	1	1	1	1	1	1	2	2	1	1	1	1	2	1	2	2	1	1	3	1	2	1	1	1	2	1	2	1	3	2	1	1	1	1	1	1	2	2	1	1	1	2	7	1	2	2	1	1	1	1	1
30000	-1123.404156772358647	-1129.343353991443792	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.690854971009983	-1	2	5	3	4	6	6	6	6	8	6	6	8	9	9	8	9	9	10	10	10	9	11	11	12	13	12	11	13	13	13	13	13	13	12	13	14	12	11	14	13	14	14	15	15	14	16	16	16	16	16	17	15	14	19	17	18	18	17	17	17	18	17	18	16	18	20	17	18	20	19	18	21	20	18	19	21	20	20	21	21	21	22	22	21	22	23	22	24	26	25	25	25	31	28	28	32	30	30	34	38	37	40	41	46	51	53	0	1	1	2	0	2	2	3	5	5	2	2	9	4	10	3	12	9	14	15	16	12	0	17	19	20	21	22	22	15	39	22	23	23	21	8	38	21	21	35	35	17	38	34	35	41	54	41	27	27	31	40	43	41	42	43	31	34	34	47	50	68	31	65	40	43	66	50	38	59	50	63	74	50	59	59	50	57	50	59	75	58	78	50	69	79	78	82	83	84	83	88	83	91	92	0	94	96	59	0	102	99	0	103	0	0	0	1	3	3	1	1	2	2	1	1	2	2	2	1	2	1	1	1	2	1	1	1	2	1	1	1	1	1	1	2	3	1	2	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	2	1	2	1	2	1	1	3	2	2	2	2	1	1	1	1	1	2	2	1	1	3	1	1	1	1	2	1	1	2	1	1	2	1	1	1	5	2	1	2	1	1	2	1	1	1	2	2	1	1	1	7	1	1	4	1	1	1	1	1
30500	-1074.583828016086045	-1080.523025235171190	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.605034249696149	-2	3	4	4	4	7	5	7	5	8	8	6	7	8	9	9	8	9	11	10	11	10	11	11	10	12	13	11	13	14	13	15	12	13	12	12	15	13	12	14	13	15	14	15	14	15	15	15	17	16	15	17	15	16	19	18	17	18	19	17	18	17	18	19	17	18	19	16	19	19	20	17	21	21	19	19	20	20	21	22	20	21	23	22	23	24	23	23	24	26	24	27	27	27	29	28	32	30	28	36	39	37	39	41	43	50	54	0	1	1	2	0	3	2	4	5	5	7	4	9	2	9	11	12	13	25	13	16	17	0	17	14	15	21	22	36	20	39	22	23	23	21	17	27	21	21	35	35	24	16	34	35	35	41	41	21	21	38	40	27	45	32	38	50	34	34	47	68	38	38	52	40	57	56	38	49	44	61	51	50	56	44	44	67	67	56	75	58	75	78	77	53	73	78	82	83	84	73	88	87	91	92	0	94	96	14	0	102	99	0	103	0	0	0	1	3	2	1	1	1	2	2	1	2	2	1	1	3	2	1	1	1	1	2	1	1	1	2	1	2	1	1	1	2	1	3	1	1	1	2	1	2	1	1	1	3	2	2	1	1	2	2	2	2	1	2	1	1	2	2	1	2	3	1	2	2	3	1	3	1	1	1	1	2	1	1	2	2	2	2	1	1	2	2	1	1	2	1	4	2	2	1	1	2	2	2	2	2	1	1	4	1	9	1	1	3	1	1	1	1	1
31000	-1099.427519629607104	-1105.366716848692249	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.696044277868303	0	3	6	4	5	7	5	7	7	7	8	6	8	8	9	9	9	8	9	9	11	10	12	11	11	11	12	11	13	13	12	14	13	13	12	14	15	14	14	14	13	15	14	16	15	15	15	15	16	16	15	17	15	14	18	18	16	19	19	16	17	17	18	18	16	18	19	16	17	18	19	19	20	20	20	18	20	20	22	20	20	20	22	22	23	22	23	25	23	26	25	25	27	27	27	29	32	31	29	35	38	37	39	41	45	49	54	0	1	7	2	0	3	2	12	5	5	7	4	9	4	9	7	12	9	14	9	16	17	0	17	8	15	21	22	22	20	21	29	23	23	21	29	21	21	31	35	35	24	27	23	35	41	35	41	43	21	31	40	27	41	42	37	37	34	44	47	37	68	51	65	40	37	50	43	57	44	50	51	56	43	59	44	43	57	69	70	58	76	77	78	86	67	83	76	78	84	78	82	91	78	92	0	94	96	11	0	102	99	0	103	0	0	0	1	1	1	1	1	1	1	1	1	1	2	1	1	2	2	2	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	3	2	1	1	1	2	2	2	1	2	1	1	1	2	2	2	2	1	1	2	1	2	2	1	1	1	2	1	1	2	2	1	1	1	2	1	1	2	1	1	4	2	2	1	1	1	1	1	1	1	1	3	2	2	2	2	1	4	1	1	3	1	9	1	1	2	1	1	1	1	1
31500	-1054.724021100496202	-1060.663218319581347	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.618876480691286	0	2	6	4	4	7	6	7	7	8	8	5	8	8	10	9	9	9	10	10	11	10	11	11	12	13	13	11	13	13	12	14	13	13	12	14	15	14	14	14	14	15	14	15	13	15	14	15	17	15	16	17	15	15	17	18	18	18	18	18	17	17	18	18	16	18	19	17	18	18	18	19	21	21	19	19	21	21	20	21	20	21	21	21	22	20	24	23	24	25	25	26	26	28	28	29	31	31	29	35	39	38	40	42	46	50	53	0	1	2	2	0	3	2	4	5	9	7	4	5	3	13	11	12	9	14	13	16	17	0	17	19	20	21	22	17	20	21	22	23	23	21	22	27	27	31	35	35	24	27	34	35	41	35	41	37	39	31	65	21	47	24	43	27	23	34	54	27	50	51	52	40	53	61	50	61	34	38	63	37	56	44	59	50	79	50	44	58	59	67	57	86	69	83	82	83	84	87	88	83	57	92	0	94	99	70	0	102	99	0	103	0	0	0	1	1	2	1	1	1	2	1	1	1	1	1	3	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	2	1	1	1	2	1	1	1	1	2	3	1	1	1	1	1	1	1	1	1	1	2	1	3	3	4	3	3	2	2	1	1	1	1	1	1	2	1	3	2	1	3	1	2	1	3	1	3	2	1	2	1	2	1	1	2	1	1	1	1	1	2	5	1	1	2	2	8	1	1	4	1	1	1	1	1
32000	-1182.692355678412014	-1188.631552897497158	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.621071370354054	-1	3	4	4	4	5	6	7	7	8	6	7	8	8	8	8	9	9	10	10	11	10	10	11	13	13	13	12	12	12	12	12	14	13	12	14	14	14	13	13	13	15	14	16	14	14	16	16	16	17	16	17	15	15	18	18	17	19	19	17	16	16	17	19	16	19	20	18	19	18	20	19	21	21	21	19	21	21	21	18	20	20	22	21	23	22	24	25	23	25	24	27	26	30	28	30	31	31	29	35	39	35	40	42	45	50	51	0	1	1	2	0	2	6	4	5	9	3	3	5	6	9	11	12	9	14	13	16	17	0	17	19	20	16	22	22	20	16	22	23	23	21	29	31	16	11	35	35	24	27	23	35	41	41	41	21	27	31	40	21	41	42	53	37	33	70	54	31	37	38	52	40	57	68	21	38	44	61	63	50	37	59	44	38	67	53	34	80	76	66	37	61	69	83	82	84	84	83	88	87	83	88	0	94	99	84	0	102	99	0	103	0	0	0	1	2	4	1	1	1	1	2	2	1	1	2	2	1	1	1	1	1	1	1	2	1	1	1	2	2	2	2	1	1	2	1	2	1	1	1	2	3	3	1	1	1	1	3	1	1	2	1	2	2	2	2	2	2	2	1	1	3	1	1	2	1	1	1	1	1	1	3	2	1	2	1	2	2	1	1	3	1	2	3	1	1	2	3	4	2	1	2	1	1	1	2	1	4	2	1	1	2	7	1	1	4	1	1	1	1	1
