step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88
1	-646.620410279243401	-655.671253659694798	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.875035261142544	0	5	3	6	5	7	8	6	5	5	5	5	9	6	5	6	6	7	6	6	6	8	6	7	9	7	8	9	11	8	7	8	10	8	9	9	8	8	9	10	9	9	9	8	9	11	9	10	10	11	11	11	9	10	14	10	11	11	10	14	10	13	12	11	12	12	14	11	11	12	13	13	14	13	17	14	13	12	14	17	14	13	16	16	14	15	18	18	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
500	-257.879608687147140	-266.930452067598480	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.998891124760159	1	5	4	6	4	7	8	6	6	6	3	4	6	4	6	7	3	8	6	6	7	8	5	6	10	8	9	7	10	9	6	8	10	7	10	9	8	8	5	7	9	8	10	9	10	10	7	10	11	12	10	9	10	10	13	9	11	11	11	14	9	12	13	11	12	12	15	11	9	12	13	14	15	14	18	13	13	12	13	17	15	12	14	14	15	15	17	19	0	17	1	12	17	15	28	39	17	14	1	17	5	1	14	20	1	6	14	3	17	47	14	2	42	40	15	31	32	47	5	14	27	20	19	15	3	8	17	1	6	16	61	7	13	27	12	69	69	57	26	21	21	38	48	19	18	41	52	70	10	33	31	51	32	22	82	56	11	68	33	77	72	78	80	58	35	43	59	86	55	18	50	66	77	82	74	28	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1000	-273.196004456939932	-282.246847837391272	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.999085612448840	1	5	2	5	4	6	9	6	6	5	4	5	8	6	6	5	7	8	5	6	3	8	4	7	9	8	8	7	10	8	8	8	9	9	10	7	3	8	9	5	9	10	8	6	8	9	9	10	11	11	8	9	9	8	13	11	9	12	11	8	9	14	13	12	11	10	11	11	11	5	14	13	15	12	15	15	14	12	13	13	10	14	16	14	14	15	17	15	0	11	1	21	37	40	27	37	70	1	3	3	15	16	16	21	44	44	37	70	1	36	3	16	45	12	24	9	33	2	5	20	10	36	27	16	3	10	54	21	22	26	44	21	12	36	32	51	27	32	20	20	6	40	49	53	37	29	48	10	15	63	4	48	48	26	41	13	41	5	58	64	77	25	71	72	8	59	64	46	43	79	86	63	64	78	85	55	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1500	-245.009800912923311	-254.060644293374651	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.972336299977140	0	5	3	6	6	7	8	6	5	5	5	1	7	5	3	7	7	8	7	7	6	9	4	8	9	5	9	8	11	8	7	9	8	9	7	8	9	8	9	10	6	10	10	8	10	12	7	10	11	10	11	9	9	10	13	11	11	8	11	15	10	14	9	12	12	11	12	11	10	12	12	11	12	13	14	15	9	9	13	18	15	13	17	15	14	15	17	17	0	15	12	26	14	5	16	14	3	1	15	1	26	23	12	4	10	13	15	2	23	31	15	9	20	15	4	19	52	14	9	20	16	17	21	2	16	2	35	25	11	7	44	41	7	34	14	19	48	77	48	36	31	33	46	27	22	41	42	55	38	46	6	33	45	63	78	53	19	56	54	32	61	57	71	56	8	24	64	60	75	57	60	55	70	85	67	84	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2000	-257.482880582728399	-266.533723963179739	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.987235364461754	0	2	3	6	5	8	9	7	5	6	5	6	10	7	6	6	5	8	7	7	6	9	7	4	9	7	9	10	11	8	7	8	11	9	9	10	9	7	9	11	10	9	9	8	8	11	10	11	7	11	12	11	10	9	14	9	12	11	8	13	11	10	13	8	10	11	15	11	11	9	10	13	14	14	17	14	13	11	14	14	13	14	14	14	15	15	16	18	0	1	2	9	24	21	6	12	3	24	3	17	20	15	5	3	24	1	21	11	2	30	11	3	14	17	17	6	43	23	5	20	6	49	19	10	38	17	6	35	25	8	64	16	4	62	42	39	11	28	40	56	42	8	41	32	25	43	5	35	17	7	52	10	7	71	77	59	49	64	26	52	77	41	80	44	33	10	47	52	29	58	45	72	50	78	55	77	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2500	-263.554775885549986	-272.605619266001327	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.997309076798070	1	3	3	7	6	4	8	4	5	6	6	5	10	7	4	6	6	6	6	5	6	8	7	7	7	7	3	5	12	6	8	8	9	8	10	6	9	9	9	10	10	8	8	9	6	9	8	10	10	12	12	9	9	10	15	11	10	11	10	13	11	11	11	12	12	12	11	11	7	7	13	14	14	14	17	12	10	10	12	17	12	12	16	14	13	16	18	18	0	1	1	45	6	2	30	2	8	2	15	6	42	1	2	27	8	6	8	3	15	21	3	9	9	12	1	6	49	8	45	14	25	26	42	27	14	16	36	33	44	36	11	26	20	17	70	44	32	40	77	11	14	38	64	9	53	38	45	63	38	44	40	53	54	34	12	28	28	9	56	41	71	76	71	54	53	33	78	60	41	41	79	51	37	72	80	66	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3000	-267.209285496723510	-276.260128877174850	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.985881006476486	1	5	4	6	6	8	9	6	5	6	5	6	9	2	6	3	5	7	7	7	7	9	7	5	10	8	8	8	12	6	7	7	10	9	7	9	8	8	8	10	3	8	7	7	8	12	9	7	9	12	7	11	8	10	14	10	10	9	10	15	11	14	12	9	13	13	14	7	12	11	13	12	15	13	13	4	12	11	15	14	14	13	15	15	14	15	18	18	0	41	41	9	16	4	44	11	14	11	41	2	9	1	76	14	16	10	17	30	5	48	24	41	42	21	20	19	59	1	12	14	49	26	4	42	44	35	51	45	1	30	2	9	30	22	18	15	51	36	8	47	18	49	65	9	42	68	7	71	26	65	18	35	29	56	70	11	39	37	72	61	63	69	5	14	57	44	63	61	65	58	46	70	74	80	67	79	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3500	-258.091981187014198	-267.142824567465539	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.966376378662088	1	6	4	7	3	7	8	4	5	5	5	6	9	6	4	6	5	8	7	7	6	7	7	8	7	6	9	10	11	8	7	9	8	8	2	9	9	8	9	11	9	9	10	9	10	12	9	11	10	11	10	10	8	10	15	10	8	9	9	9	8	12	13	11	13	11	15	11	12	13	13	13	14	13	14	13	13	12	12	18	11	13	13	15	12	13	17	18	0	5	5	9	1	2	21	5	5	15	5	9	30	15	1	11	3	25	26	15	9	15	17	21	26	35	16	30	28	21	16	23	20	3	1	22	20	2	25	45	6	4	24	18	47	33	23	42	34	44	26	7	10	53	74	26	31	18	18	6	2	33	40	13	85	60	63	41	32	46	39	39	29	48	29	78	40	43	20	86	49	79	19	65	26	64	73	74	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4000	-269.636174275216320	-278.687017655667660	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.972786733500314	1	6	3	6	4	8	8	4	4	5	5	6	9	7	5	7	6	4	6	7	3	6	5	8	9	7	7	10	12	9	8	9	9	9	8	10	7	8	8	3	7	8	9	7	9	6	9	11	11	7	12	11	6	10	15	10	10	11	10	13	10	12	9	10	11	11	14	12	11	10	9	13	14	11	17	13	13	13	12	17	10	12	16	17	15	14	17	12	0	21	1	40	40	19	20	21	3	3	3	18	27	11	21	53	8	3	23	46	1	18	18	22	4	17	53	31	65	35	50	42	37	41	8	14	53	22	44	1	46	14	10	9	31	21	11	47	46	15	74	15	21	24	60	30	26	35	24	48	33	49	31	33	81	63	82	7	34	47	24	66	66	35	51	52	56	69	34	55	9	6	72	76	29	69	67	57	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4500	-274.373604957730777	-283.424448338182117	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.982951889255322	1	6	3	7	5	6	7	7	6	6	4	3	5	6	3	5	5	4	6	7	5	9	5	6	8	8	8	9	11	7	7	7	11	5	7	9	7	9	2	11	10	10	8	8	9	7	10	10	10	12	10	12	10	10	13	11	10	11	11	14	10	14	12	11	9	11	12	11	9	12	11	12	13	11	12	13	14	13	15	16	9	12	17	12	13	9	19	19	0	13	1	6	15	16	17	11	18	13	39	39	12	21	1	12	11	39	5	16	3	4	3	16	24	14	32	6	42	24	23	24	86	11	23	44	2	25	1	42	7	6	46	10	32	10	44	7	8	61	20	56	37	65	63	37	7	61	45	50	28	67	61	54	35	31	64	41	16	81	15	64	47	27	53	84	42	58	78	55	12	4	84	36	68	30	80	79	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
