step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95
1	-3462.563553347279139	-3469.419041298238426	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.506256895712460	-1	3	5	6	5	6	6	8	8	7	8	8	8	10	9	10	10	11	12	12	13	15	14	13	15	14	14	18	15	16	17	16	16	17	18	18	17	18	18	19	18	19	20	21	20	22	20	20	19	21	21	20	22	22	21	23	22	22	22	23	25	24	22	23	23	24	24	24	23	25	24	25	25	25	24	27	25	26	26	26	27	27	27	28	28	28	28	30	31	34	39	42	44	45	47	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	4	3	4	4	5	5	4	5	5	5	6	5	6	6	6	7	7	7	8	8	7	8	8	8	10	8	9	9	9	9	9	10	10	9	10	10	10	10	10	11	11	11	12	11	11	10	11	11	11	12	12	11	12	12	12	12	12	13	13	12	12	12	13	13	13	12	13	13	13	13	13	13	14	13	14	14	14	14	14	14	15	15	15	15	16	16	18	20	22	23	23	24
500	-861.551512275680238	-868.407000226639639	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.222611926857537	-1	2	4	3	4	6	7	9	8	7	9	8	6	11	9	9	9	10	10	12	14	13	13	13	16	14	13	19	12	17	17	13	17	16	19	18	16	16	18	19	17	19	21	22	21	22	20	20	19	22	21	19	22	23	22	24	23	23	21	23	26	25	21	24	23	24	25	25	21	25	25	25	24	25	25	27	26	27	27	26	27	27	27	28	27	28	28	30	32	35	39	42	45	46	48	0	1	1	1	2	3	1	7	13	5	3	5	5	15	5	13	13	13	16	17	23	16	16	18	15	12	18	37	19	20	27	13	18	29	34	21	23	29	19	41	38	29	16	38	34	29	16	23	38	28	29	19	34	31	22	48	34	0	18	16	16	29	29	43	59	55	54	23	29	52	18	59	4	32	29	69	32	32	47	41	43	32	32	32	23	16	17	55	47	55	0	0	0	0	73	1	1	3	3	1	1	4	1	2	1	3	2	1	2	2	2	2	2	1	2	1	2	2	2	3	3	1	2	1	3	2	4	4	2	3	2	2	2	3	2	1	4	9	4	3	7	6	5	2	1	4	7	3	2	6	2	5	1	6	7	9	7	4	2	1	2	1	7	7	3	6	2	13	6	8	3	8	7	3	5	2	6	5	7	8	13	13	5	7	4	1	1	1	1	16
1000	-690.117629376989839	-696.973117327949240	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.413568598633240	0	3	5	7	5	6	5	8	7	8	8	7	8	10	9	10	10	12	12	13	14	14	14	14	15	12	15	18	14	14	17	16	16	16	17	19	17	18	18	19	17	19	21	20	21	23	20	20	19	21	20	19	23	23	21	23	22	22	22	23	25	24	22	22	24	24	23	24	23	25	25	26	23	26	22	28	26	27	27	26	28	27	26	29	28	26	28	31	31	35	39	43	44	45	48	0	1	1	1	2	3	1	1	5	5	6	5	9	12	9	13	10	13	16	18	18	19	19	18	21	13	19	27	19	18	27	22	26	29	34	25	19	34	27	35	29	38	13	41	34	49	39	23	34	52	38	23	49	47	18	64	51	0	50	43	32	63	45	39	47	55	55	41	29	55	60	64	3	54	51	63	67	60	52	46	61	61	52	71	74	27	52	72	28	88	0	0	0	0	73	1	1	2	4	1	1	2	4	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	2	2	1	1	1	1	2	1	1	2	3	2	1	1	1	1	7	1	2	4	1	2	1	1	1	3	2	2	5	1	1	1	1	1	5	1	1	2	2	1	1	3	7	1	2	4	8	2	1	3	2	2	3	2	3	1	4	3	1	6	4	4	6	2	1	1	1	1	16
1500	-667.700637899723461	-674.556125850682861	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.457841900546050	-1	4	4	3	5	6	7	8	7	7	8	8	9	9	10	10	11	11	12	12	14	16	13	14	15	14	15	17	15	16	18	16	17	16	17	19	17	19	18	20	17	18	19	21	18	23	21	21	19	21	21	20	21	20	22	23	21	21	22	23	24	24	23	24	24	24	23	24	23	26	25	24	24	24	24	28	25	27	26	25	28	28	27	28	28	27	28	30	30	34	39	42	44	45	47	0	4	4	1	2	3	3	3	5	2	6	5	9	5	12	10	13	13	16	14	18	19	19	17	21	18	23	23	23	26	37	23	25	29	34	25	16	29	19	29	34	29	33	42	35	38	19	32	29	39	38	32	35	32	52	23	40	0	39	54	54	53	53	32	37	50	59	40	40	46	60	52	4	54	51	80	67	61	71	63	60	86	55	47	65	72	54	87	83	89	0	0	0	0	73	1	1	1	2	1	1	2	2	1	2	1	2	1	2	1	2	1	1	1	2	1	2	1	2	1	2	1	2	2	2	1	2	1	1	1	2	3	3	4	2	1	2	1	2	1	2	5	2	2	2	1	2	3	2	1	4	1	1	3	1	2	2	1	4	2	1	1	2	2	2	2	2	17	3	2	2	1	1	1	1	2	1	4	4	2	2	4	2	2	3	1	1	1	1	16
2000	-652.110672610022903	-658.966160560982303	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.565309224511397	0	2	5	3	4	6	7	8	7	8	9	7	7	10	9	10	10	12	12	11	13	13	14	13	14	13	15	19	15	16	17	16	17	17	16	18	18	19	19	19	17	19	20	21	21	22	20	21	19	22	21	20	23	21	21	23	22	22	22	23	25	25	22	23	22	23	24	23	24	24	23	25	26	25	25	26	26	25	26	27	28	27	27	27	28	28	29	30	31	34	39	41	44	44	48	0	1	1	1	2	3	4	7	5	5	6	5	5	12	13	9	13	17	16	9	18	16	19	20	12	18	16	33	23	26	27	23	18	35	29	25	32	34	19	29	29	34	33	38	29	38	23	47	34	40	40	23	42	37	28	54	51	0	47	28	47	53	49	52	47	59	56	51	57	46	48	55	4	48	68	63	67	71	60	76	71	72	72	60	47	61	83	86	87	89	0	0	0	0	73	1	1	3	2	1	1	1	1	1	3	2	2	2	1	1	2	1	1	1	2	1	1	1	1	3	1	3	1	1	2	1	2	3	1	1	2	1	1	4	1	2	2	1	1	3	2	2	1	1	2	1	3	3	1	1	1	1	1	1	2	2	1	2	2	1	1	1	1	1	2	1	2	17	2	2	2	2	1	2	1	2	1	1	2	5	2	2	1	1	2	1	1	1	1	16
2500	-647.546689237862779	-654.402177188822179	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.530359958731237	-1	3	4	5	5	6	7	7	8	8	7	7	9	10	10	10	9	11	13	13	12	15	14	12	16	14	15	18	15	15	17	16	16	18	18	17	18	19	17	20	16	20	19	22	20	22	20	20	18	21	21	20	23	22	21	23	22	22	23	23	24	24	23	24	22	25	25	24	24	25	24	25	24	23	25	28	25	26	26	26	27	27	27	26	27	28	29	30	31	35	37	41	45	45	48	0	1	1	3	2	1	4	4	5	12	3	5	12	12	13	9	9	13	16	17	9	19	19	17	26	18	19	23	13	13	19	16	26	41	19	25	23	41	23	41	29	29	26	49	41	40	39	39	41	28	34	37	44	39	39	37	35	0	42	54	55	42	38	47	39	37	37	51	57	62	60	54	6	65	68	80	47	54	71	63	79	72	72	37	61	72	83	87	87	89	0	0	0	0	73	1	2	3	1	1	3	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	2	3	3	2	3	1	2	3	1	2	2	1	2	1	3	2	2	3	1	1	1	1	2	2	2	1	2	2	2	2	1	2	1	2	2	2	2	2	3	3	2	1	1	1	2	7	1	1	2	2	2	1	1	1	2	1	3	1	2	1	1	1	2	1	1	1	1	16
3000	-667.796856502855007	-674.652344453814408	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.521903448141957	0	3	5	6	5	7	4	8	6	7	8	8	9	10	9	11	11	10	12	11	13	15	13	11	15	14	15	19	15	16	17	17	17	16	19	18	17	19	18	18	19	20	21	21	19	22	20	21	17	22	22	20	22	22	21	24	23	22	22	23	24	23	23	24	23	25	21	25	24	24	24	24	25	25	25	28	23	26	24	25	28	27	27	29	28	29	26	29	30	35	40	42	43	45	48	0	1	7	7	2	4	1	3	2	9	6	5	9	12	12	13	18	13	16	13	20	19	13	13	21	16	19	23	23	18	22	19	21	29	29	30	23	34	19	29	34	40	33	45	29	41	39	28	29	52	40	23	38	47	39	67	38	0	52	23	52	53	41	47	46	50	28	51	38	46	39	55	3	28	51	80	28	79	52	63	78	55	64	71	74	82	72	87	88	89	0	0	0	0	73	1	2	1	1	2	1	2	2	2	1	1	2	2	1	1	2	1	1	1	1	2	2	2	1	1	2	2	3	1	4	1	3	2	1	2	1	2	2	3	2	2	1	1	1	2	2	1	1	1	2	2	3	1	1	2	1	2	1	1	5	2	1	2	2	1	2	2	1	2	1	2	2	9	2	2	2	2	1	2	1	1	3	1	2	2	1	1	1	1	3	1	1	1	1	14
3500	-616.356126366868239	-623.211614317827639	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.555900339919190	-1	3	4	6	6	6	5	8	9	8	8	8	8	10	9	10	10	11	12	11	13	15	14	14	16	15	14	17	14	17	18	16	16	17	17	19	18	19	19	19	18	19	20	21	21	22	21	20	20	21	21	21	22	21	22	23	22	22	23	22	26	24	23	23	23	24	24	23	24	24	25	25	25	24	24	28	26	25	27	27	27	27	25	27	28	28	29	31	30	34	39	42	43	45	47	0	1	1	7	2	3	1	4	13	5	6	5	5	2	12	13	13	13	18	13	20	19	19	20	21	17	18	23	14	17	19	19	18	29	29	25	28	41	28	29	34	35	26	34	40	40	39	39	34	37	35	32	49	26	39	47	40	0	50	52	52	53	53	31	39	59	54	51	57	46	60	54	3	54	38	63	67	60	60	63	78	39	55	71	65	83	83	83	82	89	0	0	0	0	73	1	2	3	1	1	1	3	1	1	1	1	1	1	3	1	1	1	2	1	1	1	1	1	1	2	3	1	2	2	3	2	2	1	2	2	2	1	1	1	2	1	1	2	2	1	1	1	1	2	2	2	2	1	3	2	1	2	1	1	1	3	1	1	2	2	1	1	2	1	1	2	2	10	2	2	3	1	2	3	1	1	4	2	2	2	2	1	3	3	3	1	1	1	1	11
4000	-625.396988788288468	-632.252476739247868	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.662775477670468	-2	3	4	4	5	7	6	8	7	8	9	7	9	11	9	10	11	11	12	12	12	15	14	14	15	12	15	17	14	17	17	16	17	17	18	18	17	18	19	19	18	18	19	21	20	23	20	21	18	20	20	20	21	22	21	24	22	22	22	23	25	24	22	23	23	25	25	22	23	24	24	24	26	24	23	27	26	26	27	27	27	26	27	28	28	28	29	30	32	35	39	42	45	46	47	0	1	1	2	2	3	4	3	5	12	8	5	9	12	9	13	13	13	16	17	18	19	26	20	18	16	23	23	19	26	32	27	17	29	29	33	25	29	33	29	29	34	33	35	49	40	28	37	29	37	34	32	29	39	28	47	41	0	50	35	64	45	53	39	39	50	65	49	51	46	60	55	58	65	68	53	54	71	65	63	71	55	72	61	74	82	83	83	88	89	0	0	0	0	25	1	3	2	1	1	2	1	3	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	2	2	1	1	2	1	3	1	1	2	2	2	1	1	2	1	2	2	1	1	1	1	2	1	2	2	2	2	1	3	2	2	2	2	1	1	3	2	2	1	1	2	2	1	1	2	1	1	2	2	1	1	3	2	2	2	3	1	2	2	1	2	1	1	2	1	2	1	1	1	1	17
4500	-623.128792282968561	-629.984280233927961	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.513437247968443	0	2	3	6	4	7	6	9	6	8	9	7	9	10	9	11	9	11	12	11	13	15	13	14	15	14	14	19	15	16	16	17	16	18	18	18	16	18	18	19	17	20	18	21	19	21	20	20	19	21	22	20	21	23	20	23	22	21	22	23	23	24	22	23	23	24	24	24	23	25	24	24	26	24	24	27	25	26	25	25	28	26	27	28	26	29	29	30	30	34	39	42	44	44	47	0	1	1	1	2	7	3	7	5	5	6	5	9	12	9	12	9	12	18	17	18	13	18	20	21	13	23	32	18	17	23	10	16	29	29	25	19	29	37	29	29	29	30	29	38	34	23	37	41	37	42	28	42	39	22	50	38	0	28	52	55	53	42	39	32	61	64	38	42	35	61	42	58	39	42	80	54	47	60	63	60	72	47	71	74	54	72	83	87	89	0	0	0	0	4	1	1	1	4	1	1	2	2	1	3	1	1	1	2	2	1	2	3	1	1	1	2	1	2	1	2	1	2	1	4	1	4	2	2	2	1	2	2	1	2	2	4	1	2	1	2	4	1	1	3	1	1	1	3	3	1	2	1	2	2	2	1	1	2	3	1	1	2	2	4	1	2	2	3	2	1	1	3	2	2	2	1	4	2	1	3	2	1	1	1	1	1	1	1	23
