step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73
11000	-374.372681539120379	-383.423524919571719	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.989051179776441	-8	0	13	16	6	9	20	24	20	19	16	22	24	32	20	20	28	31	37	28	37	28	40	35	35	44	26	36	31	35	41	40	27	43	38	47	29	30	44	43	49	30	38	46	43	39	39	47	47	42	45	41	36	46	44	42	45	48	43	51	50	46	49	39	58	54	44	52	50	52	46	60	68	0	1	5	6	2	2	4	4	3	11	6	11	15	10	4	6	11	7	33	11	14	9	53	13	18	31	9	27	8	22	20	25	9	47	37	31	12	22	23	28	59	13	33	64	53	38	30	57	40	42	31	38	27	40	53	28	23	44	31	51	51	24	44	14	61	34	43	50	46	51	31	63	65	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
11500	-395.882039359561929	-404.932882740013270	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.998692246771948	-4	3	11	11	10	15	18	24	19	17	19	18	25	33	23	20	22	25	38	31	33	36	38	25	32	45	31	38	36	29	34	35	35	42	39	48	36	25	38	54	43	24	33	41	41	45	38	44	44	47	43	41	44	48	33	50	41	40	39	44	55	42	47	48	58	56	52	51	54	49	41	52	63	0	1	2	2	2	3	3	17	6	5	3	3	11	8	5	5	3	10	32	8	27	42	15	7	24	62	42	13	30	7	38	13	16	27	13	60	13	12	55	60	31	5	13	43	20	19	38	52	62	35	55	32	43	28	30	26	9	14	32	14	53	43	39	34	40	46	23	51	70	39	10	48	63	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
12000	-375.911055062563435	-384.961898443014775	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.980001392014005	-2	2	7	16	13	16	9	21	18	20	13	22	22	34	25	25	24	31	29	33	29	36	39	30	28	40	33	34	30	35	42	38	37	43	40	49	36	28	42	48	43	25	40	44	32	44	45	45	41	41	36	37	40	44	40	50	43	44	42	52	53	46	49	50	59	53	50	51	48	49	50	57	71	0	1	2	7	2	3	2	4	5	11	7	4	4	38	10	8	4	17	12	19	15	27	17	8	12	18	8	42	12	21	52	45	38	37	15	31	9	8	53	22	23	9	20	52	29	16	28	50	30	33	15	15	29	52	27	35	52	50	20	53	34	41	31	52	40	39	48	58	35	33	50	40	66	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
12500	-383.419652390382055	-392.470495770833395	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.992901975577697	-4	1	9	15	10	16	15	22	21	22	13	24	22	24	19	17	27	27	33	30	34	34	40	28	35	42	36	35	28	36	38	30	33	41	39	43	36	30	43	50	44	40	41	44	40	41	43	39	30	45	37	44	40	38	42	53	46	38	45	46	49	46	47	49	52	50	56	46	54	48	49	60	55	0	1	2	5	2	11	5	7	5	6	3	7	11	9	11	2	7	8	15	13	4	49	32	15	10	29	32	17	12	32	24	18	29	19	37	45	49	8	30	31	53	32	28	35	37	35	21	25	12	21	18	51	29	33	38	60	27	33	28	48	55	48	47	36	34	62	42	23	59	19	58	64	41	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
13000	-383.000998230654488	-392.051841611105829	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.936526904961753	-3	2	12	14	9	13	18	25	24	19	22	25	20	30	19	28	26	26	36	31	38	39	31	34	32	40	34	32	28	29	33	42	38	36	38	41	38	31	36	47	45	36	40	41	35	35	28	46	42	49	42	38	38	44	36	43	45	47	40	43	51	42	51	35	64	55	55	49	54	51	54	62	68	0	1	1	2	1	2	6	4	10	5	6	7	4	8	6	7	15	15	28	12	38	39	18	18	16	20	16	17	10	7	18	27	31	8	25	31	20	10	20	59	59	28	45	45	38	7	3	19	20	53	45	55	24	59	18	27	62	53	25	37	58	21	48	14	67	70	33	44	44	35	58	36	66	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
13500	-399.062544123863063	-408.113387504314403	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.962017505979807	-4	4	9	17	11	17	15	24	14	19	19	22	29	28	20	22	31	28	29	30	38	32	42	35	31	34	26	30	37	38	37	38	35	41	41	50	32	37	43	51	39	38	40	43	44	46	42	48	44	45	43	46	39	35	42	50	46	35	46	50	57	52	49	38	62	49	57	49	61	51	54	57	58	0	1	2	5	3	9	3	11	2	9	6	6	8	12	6	4	13	11	27	15	58	4	29	14	19	14	16	8	26	37	25	14	25	24	53	47	11	27	55	57	37	28	14	54	30	26	53	51	47	8	24	42	25	14	29	57	55	10	38	33	56	39	47	14	47	17	62	45	60	12	62	49	39	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
14000	-383.716619788483513	-392.767463168934853	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.990251183358338	-11	-3	14	10	8	15	11	27	24	21	17	14	24	33	22	22	20	30	34	27	36	31	35	32	23	23	33	31	31	33	39	37	36	44	43	44	39	35	39	53	41	37	35	38	41	39	47	32	43	47	41	44	41	41	36	45	43	48	47	49	56	51	48	47	57	58	50	54	58	48	55	63	64	0	1	2	5	2	4	2	11	10	12	3	5	10	17	17	11	6	20	9	6	48	20	14	26	3	4	18	17	20	18	30	19	30	18	33	51	33	18	28	36	19	14	13	19	14	43	39	20	39	46	30	39	23	44	29	51	31	49	53	53	40	54	27	41	50	68	51	35	60	33	52	66	71	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
14500	-393.137984406771807	-402.188827787223147	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.962297624293005	-4	3	16	9	14	17	10	25	22	21	18	27	23	31	28	20	29	26	35	24	32	33	40	31	34	39	34	30	15	38	36	29	31	39	39	46	41	31	42	38	40	39	35	34	40	44	46	45	44	48	45	47	36	44	44	48	33	46	36	48	53	40	41	43	61	49	53	45	60	51	48	62	62	0	1	7	2	4	7	2	11	3	5	4	13	16	15	8	4	18	9	33	6	8	12	44	12	15	18	33	20	2	8	15	18	16	20	16	62	40	12	59	13	24	57	28	24	15	31	59	26	43	47	63	64	14	26	30	62	17	53	57	46	58	17	30	59	67	23	50	26	66	52	37	63	45	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
15000	-391.802318479768928	-400.853161860220268	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.970802475451834	-3	4	12	18	9	15	12	30	15	23	20	24	21	28	25	21	28	14	34	29	32	30	35	34	24	39	36	38	37	34	41	36	31	36	41	51	32	28	30	41	43	35	41	40	43	30	38	46	42	47	41	46	40	38	34	43	35	49	42	50	55	51	46	50	63	57	56	47	55	52	48	56	65	0	1	5	9	1	3	2	25	5	11	7	18	9	11	18	6	16	2	12	11	16	11	8	18	6	20	13	20	24	15	33	20	11	14	57	19	38	15	13	30	28	17	19	27	44	13	8	43	8	37	29	53	19	37	17	51	33	63	19	41	58	51	40	57	60	36	70	33	54	35	34	50	61	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
15500	-383.635867183192261	-392.686710563643601	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.991640272111330	-2	2	13	15	14	10	12	19	22	19	18	22	27	21	25	24	30	33	37	35	42	34	26	41	19	43	32	30	29	34	39	37	28	34	40	45	39	30	35	51	46	36	40	42	42	39	41	47	45	39	38	46	40	42	41	49	43	49	47	48	39	40	50	42	57	55	54	51	62	50	57	62	70	0	1	2	2	2	1	6	3	5	7	5	6	14	4	11	5	7	38	33	14	39	38	11	42	3	37	33	23	23	23	33	18	6	17	27	35	18	16	38	35	62	38	38	20	19	39	32	50	31	39	17	44	20	22	18	36	54	30	35	37	18	34	47	22	58	63	68	44	71	24	60	71	72	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
16000	-373.908183615623159	-382.959026996074499	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.992722965342629	-3	5	9	17	8	11	11	22	23	1	15	20	21	31	23	24	29	31	36	35	40	28	42	35	33	40	34	36	32	34	39	36	36	43	38	44	32	29	42	47	47	28	37	39	42	41	40	46	45	38	45	36	33	43	44	49	46	50	45	52	52	46	48	49	62	58	56	50	60	49	54	65	71	0	10	2	5	10	5	2	4	5	1	5	11	5	22	4	4	15	9	8	38	24	8	19	38	17	22	38	22	9	42	29	42	18	17	19	35	9	13	20	34	50	16	8	38	32	53	14	31	12	37	39	42	38	25	19	50	19	51	28	55	48	18	54	37	66	70	47	46	70	34	60	67	65	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
16500	-407.838829548941476	-416.889672929392816	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.998018964788341	-7	5	13	18	13	18	18	25	15	23	22	28	27	32	28	24	30	30	33	28	38	35	36	36	23	41	30	38	31	38	34	42	38	36	31	49	31	27	41	51	45	39	40	39	37	40	35	37	31	40	46	45	34	44	42	46	39	33	44	47	53	51	43	48	53	45	48	47	53	46	44	68	63	0	1	1	9	2	5	9	6	5	7	5	6	7	8	9	6	13	8	25	9	24	15	8	17	4	47	6	14	13	19	10	34	12	49	11	63	25	6	4	70	22	53	25	20	37	53	49	18	15	47	59	58	18	45	12	33	38	10	18	55	36	52	47	54	71	30	39	10	52	53	50	73	50	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
17000	-381.123888910398648	-390.174732290849988	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.991989929946026	-3	3	17	16	7	16	12	29	19	13	21	19	22	32	25	22	26	31	38	31	29	30	37	37	27	40	35	37	32	34	34	41	35	41	41	43	37	35	38	50	49	38	38	37	43	46	45	36	43	47	45	43	34	49	43	50	49	46	47	48	43	52	42	44	66	55	56	52	55	54	54	58	67	0	1	7	5	1	10	5	17	7	2	4	5	3	25	9	4	13	25	8	17	4	9	21	33	13	53	16	14	8	20	13	43	17	23	39	53	21	29	22	26	63	12	17	48	23	23	26	25	44	45	53	19	3	26	42	34	36	45	24	33	19	63	22	23	66	52	60	59	61	40	52	57	66	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
17500	-373.344837582630930	-382.395680963082270	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.999519819722400	-8	-2	6	14	11	18	16	22	22	12	20	21	20	29	24	25	30	33	33	29	30	33	34	39	31	42	29	35	30	27	37	32	36	46	38	30	38	30	42	50	44	37	41	43	44	39	40	41	33	46	42	44	37	42	42	50	37	50	43	53	57	52	54	47	60	58	56	53	48	45	52	64	70	0	1	1	3	3	5	5	4	7	3	7	4	10	9	6	13	15	29	30	9	15	20	30	19	16	21	8	25	30	12	17	27	20	41	21	16	29	8	42	55	36	14	15	22	55	21	21	25	14	55	33	43	21	46	23	48	30	31	32	51	58	37	34	18	34	62	69	69	24	49	50	61	65	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
18000	-371.287112979737515	-380.337956360188855	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.990978188936011	-5	0	12	7	13	15	14	25	14	22	17	26	26	22	25	22	28	24	29	32	37	33	40	39	29	42	27	38	35	38	36	38	37	42	34	43	31	26	44	45	46	32	37	46	44	34	38	42	45	46	39	35	34	44	38	47	45	43	41	49	56	51	48	46	61	54	44	47	58	52	53	62	65	0	1	4	1	2	2	2	6	4	9	5	6	16	11	11	11	18	11	10	27	22	25	37	46	18	47	16	46	37	37	27	21	37	29	13	32	13	9	34	23	23	13	46	23	21	15	15	37	33	30	42	27	18	30	42	47	33	35	35	56	50	45	26	32	41	60	48	24	44	40	50	61	61	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
18500	-364.370059815914601	-373.420903196365941	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.988144074630171	-4	3	12	12	12	14	17	27	14	19	17	23	28	32	26	18	23	22	32	33	33	36	31	36	29	39	35	33	33	31	37	35	38	38	39	47	40	31	41	49	45	34	34	42	41	41	40	42	38	44	41	47	41	39	41	37	42	46	45	52	53	46	42	46	63	55	56	46	57	43	52	63	67	0	1	2	2	2	2	3	12	3	5	4	4	17	18	11	6	16	11	8	13	8	38	16	18	12	15	15	25	25	12	38	30	38	24	27	33	28	18	32	49	37	18	23	23	33	28	19	30	42	31	28	56	34	14	42	14	49	56	49	58	59	55	32	47	46	50	44	48	71	35	35	61	65	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
19000	-381.808712655560214	-390.859556036011554	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.990324602805657	-2	0	17	16	7	9	17	29	21	16	17	26	19	29	14	24	29	27	33	28	40	25	40	36	31	41	31	33	35	35	38	37	32	44	39	42	34	35	42	53	46	39	39	42	37	37	45	47	46	47	40	48	40	44	45	40	47	41	46	44	46	43	47	50	60	58	57	51	54	49	53	63	70	0	1	6	6	1	2	5	12	10	6	6	5	4	4	5	3	10	13	16	9	33	6	29	14	11	32	11	14	27	12	38	19	10	29	28	38	18	27	33	48	35	9	16	27	37	19	35	58	21	55	28	31	28	51	53	19	27	27	31	30	62	46	60	47	67	70	34	48	56	55	26	61	65	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
19500	-392.654099465772561	-401.704942846223901	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.982904952494724	-8	-2	15	15	5	18	21	19	22	15	8	19	22	29	25	25	29	27	33	33	29	38	36	39	35	42	28	32	35	36	41	34	24	30	38	46	38	29	40	49	37	39	35	40	33	44	39	41	44	45	40	44	43	35	33	51	45	44	37	51	50	48	40	50	58	50	47	51	47	46	50	67	61	0	1	11	11	2	11	6	4	12	11	5	4	12	7	6	12	9	3	16	38	3	28	7	19	28	45	12	38	21	27	55	14	6	14	21	39	54	16	43	58	45	45	21	27	14	59	34	23	29	17	27	45	41	13	16	57	63	41	20	58	58	63	19	19	44	24	42	45	49	53	67	65	71	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
20000	-391.996888734439835	-401.047732114891176	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.992253401123498	-7	4	13	19	12	18	15	27	20	22	18	22	27	25	19	26	20	31	30	32	33	38	39	26	26	40	31	39	36	35	32	34	36	40	27	47	41	37	44	51	47	37	36	43	44	43	38	36	41	42	44	39	33	43	44	48	47	51	42	50	56	44	47	47	63	57	50	53	60	45	43	55	61	0	1	2	7	2	2	3	15	11	3	5	9	15	11	5	12	2	7	16	16	24	8	48	12	12	29	9	32	12	24	19	8	13	16	15	22	43	16	18	52	45	20	21	28	42	20	8	21	33	33	22	18	6	38	47	54	59	32	23	55	41	47	62	71	69	63	38	45	61	50	23	56	48	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
20500	-388.937064625491018	-397.987908005942359	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.979679454403901	-9	1	10	12	13	17	18	24	21	23	8	28	24	28	18	26	19	30	36	27	32	33	24	36	28	40	34	38	33	30	37	32	36	41	39	44	33	33	36	52	37	36	32	41	38	44	40	44	47	47	44	42	43	35	42	50	45	46	39	33	53	45	50	51	61	52	53	51	57	53	41	57	66	0	1	2	1	11	11	3	17	5	6	2	9	15	10	11	15	3	9	29	9	20	20	7	18	7	33	25	8	16	14	30	7	37	54	43	22	12	13	32	58	20	23	10	33	32	31	33	22	33	18	37	24	60	13	16	62	30	45	21	8	35	41	48	39	61	52	47	44	67	34	24	36	72	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
21000	-371.989022540506596	-381.039865920957936	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.982763056123380	-2	3	9	18	14	18	14	25	22	17	17	26	27	31	20	23	23	31	35	33	35	32	37	29	33	42	33	36	32	32	35	28	29	39	42	49	36	34	42	47	41	29	35	46	42	39	43	40	43	40	44	49	39	45	43	43	41	39	44	48	49	53	48	41	55	44	52	50	59	48	49	58	64	0	1	2	1	3	3	3	3	11	3	3	15	11	9	5	11	5	12	42	33	24	16	29	15	17	19	12	14	8	9	18	17	12	24	23	53	33	18	14	21	21	10	30	46	19	29	27	28	18	20	43	51	33	45	27	19	28	38	37	35	26	50	47	19	20	48	60	49	65	50	56	52	62	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
21500	-373.278246644922490	-382.329090025373830	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.994150177279084	-5	4	12	17	10	16	21	26	22	19	18	25	26	29	27	22	29	27	35	33	37	37	36	37	25	42	34	33	31	35	34	40	38	43	38	48	31	32	39	50	47	39	33	34	35	42	36	40	42	44	30	42	38	41	43	43	44	50	44	50	44	44	47	44	57	55	52	52	54	48	48	67	65	0	1	1	2	1	2	4	4	4	6	3	10	4	25	10	4	9	4	28	8	29	43	8	43	10	33	10	15	25	14	14	27	15	51	16	61	25	4	45	41	35	28	8	14	13	38	51	38	53	51	13	45	20	30	23	35	45	22	21	55	39	53	54	53	32	63	39	46	63	33	56	65	66	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
22000	-372.344316388480593	-381.395159768931933	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.998976933079765	-7	0	8	16	11	18	12	24	19	20	18	24	28	27	27	27	29	32	33	33	39	36	42	34	30	39	34	29	25	32	35	37	33	42	33	32	35	24	40	53	39	37	40	37	36	37	45	45	39	47	41	43	38	40	37	46	46	42	41	51	54	51	42	51	63	54	55	52	46	49	51	56	65	0	1	2	7	3	5	2	10	5	11	2	9	29	10	6	11	29	28	12	28	13	14	46	28	38	20	29	6	11	29	28	18	8	22	25	15	28	4	22	70	12	35	55	31	15	28	53	22	19	26	28	37	30	18	20	54	36	21	46	57	56	58	31	34	64	47	50	70	31	59	63	69	65	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
22500	-375.470077394336670	-384.520920774788010	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.998534645710759	-3	4	13	17	10	16	17	24	22	20	17	26	24	30	21	24	29	34	38	34	40	37	34	32	32	28	25	36	31	27	37	38	35	35	41	45	39	33	43	50	47	39	43	44	40	40	33	34	43	42	39	34	42	43	35	51	44	48	46	51	57	49	52	39	58	56	50	56	53	47	51	62	73	0	1	5	2	2	3	3	15	5	11	5	11	10	30	7	15	10	10	55	30	52	20	8	16	9	13	15	12	27	9	30	23	30	14	14	64	30	13	28	53	39	48	45	20	12	31	9	25	52	25	26	8	46	23	29	53	31	43	52	54	67	23	54	38	70	60	59	59	39	54	21	56	65	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
23000	-386.259013564076270	-395.309856944527610	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.990458624439700	-4	4	10	15	13	16	13	30	22	21	9	16	26	27	22	27	27	32	35	38	25	33	38	26	30	42	26	37	30	39	37	40	38	41	39	47	42	33	33	51	44	35	37	47	35	42	40	40	42	45	41	39	43	48	40	50	46	44	33	54	50	47	48	50	55	56	49	49	58	56	51	57	63	0	1	2	3	1	7	2	13	7	12	2	11	6	6	12	15	4	15	38	18	10	16	25	6	21	21	12	16	12	38	29	39	22	13	18	52	23	13	21	37	32	27	18	45	8	27	22	43	18	33	42	29	25	38	39	20	43	23	17	36	51	8	32	26	53	64	32	35	60	37	50	50	63	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
