step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68
25500	-399.900659765633236	-406.756147716592636	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.390984737508416	0	1	2	3	5	8	4	7	6	7	8	8	8	12	9	7	9	10	10	11	11	10	11	12	11	12	12	12	12	13	13	13	13	13	14	14	16	16	15	14	15	16	18	16	17	18	18	17	18	20	19	20	20	20	19	21	18	23	22	21	24	22	23	25	23	23	31	32	0	1	1	1	4	1	1	5	5	1	1	9	7	13	7	1	10	11	4	11	11	11	0	25	11	10	18	19	7	23	4	22	19	9	8	9	21	31	31	21	1	36	36	31	24	45	29	31	31	38	35	38	45	6	18	37	38	22	38	26	29	51	51	48	51	0	0	0	1	1	2	1	2	4	2	1	1	4	3	1	2	2	2	4	2	1	4	1	2	1	1	1	1	2	1	1	5	1	4	2	1	3	3	4	4	2	1	1	6	1	2	1	2	1	3	2	2	2	4	2	1	7	6	3	1	9	5	5	6	2	2	3	2	1	1	1
26000	-443.765158701065275	-450.620646652024675	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.543818471246003	-1	0	1	2	4	7	4	5	6	7	9	8	8	11	11	10	11	9	11	12	12	11	12	11	10	12	11	13	13	13	14	13	14	14	13	15	14	16	15	16	16	17	18	18	14	19	17	18	19	19	19	19	19	21	21	21	20	22	21	22	24	23	21	25	24	25	30	32	0	1	1	2	3	4	1	2	7	9	9	8	9	13	25	13	18	10	16	25	9	9	0	18	1	16	13	22	25	15	19	1	22	15	9	24	27	33	27	34	35	23	26	38	17	41	30	37	22	12	41	42	40	43	42	23	46	21	26	41	27	41	48	44	60	0	0	0	1	1	1	1	1	3	1	3	1	1	1	1	1	2	1	1	1	1	1	1	3	3	1	1	5	1	1	1	1	1	2	6	2	1	3	1	1	1	2	1	2	2	3	1	1	1	1	2	2	4	1	1	2	1	1	4	1	6	4	3	9	3	1	3	1	1	1	1
26500	-384.160638334291434	-391.016126285250834	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.402147284025098	0	1	1	2	4	7	6	6	7	7	9	9	8	11	11	9	10	11	10	11	11	10	12	13	11	11	13	12	13	13	12	13	14	14	11	13	13	16	16	17	16	16	19	17	18	18	17	16	18	20	19	21	21	20	20	21	21	23	22	21	24	22	23	25	25	25	29	32	0	1	1	2	2	4	1	1	5	7	8	4	2	1	11	1	5	8	4	11	3	8	0	14	8	12	26	8	11	25	8	13	4	30	4	1	19	19	34	34	21	34	38	38	26	38	20	15	1	38	41	55	34	45	48	47	39	21	54	46	21	51	41	50	63	0	0	0	1	1	1	1	1	3	3	4	2	1	1	3	3	6	1	4	3	2	4	2	6	2	1	1	3	1	1	3	1	1	3	2	5	1	4	5	2	2	1	2	3	1	1	1	4	2	3	2	8	2	1	1	3	2	2	2	3	6	2	1	4	1	4	2	1	1	1	1
27000	-401.111776915811731	-407.967264866771131	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.416729843843593	-1	1	1	3	5	7	5	7	5	7	9	8	7	11	10	10	9	10	11	11	10	11	12	12	12	13	12	10	13	14	12	13	13	14	13	15	12	16	15	16	17	16	18	15	16	17	18	18	17	20	18	20	21	21	22	22	21	21	20	20	24	23	22	25	25	24	29	31	0	1	1	2	1	9	1	5	2	1	7	13	7	1	10	9	7	8	9	11	10	12	0	17	15	31	9	4	24	28	16	25	8	27	17	4	9	26	26	39	35	35	38	16	34	17	45	38	1	38	42	46	60	13	35	57	29	22	46	33	22	41	1	59	62	0	0	0	1	1	1	1	2	1	4	1	3	3	2	1	1	7	2	3	2	1	4	1	2	3	1	1	1	1	4	3	1	2	1	1	3	1	3	6	3	1	1	1	2	2	1	3	1	5	1	1	10	2	1	2	1	7	4	1	4	4	1	4	7	3	9	1	1	1	1	1
27500	-369.743456172573929	-376.598944123533329	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.434806682936773	0	1	1	3	3	6	5	7	6	7	8	7	8	11	11	9	11	10	11	12	11	10	11	13	11	12	12	12	12	14	13	13	14	14	14	14	13	16	16	14	17	16	18	16	18	18	18	18	18	20	19	20	20	21	22	21	21	23	22	22	23	24	24	24	25	24	29	30	0	1	1	1	1	1	1	7	2	7	8	9	6	12	10	12	16	8	13	22	10	12	0	29	11	10	21	22	12	17	17	22	1	21	9	1	8	19	35	15	35	28	38	36	25	31	39	29	4	38	35	40	17	38	51	39	44	48	50	48	51	51	41	4	61	0	0	0	1	1	1	2	1	4	2	2	3	1	1	1	1	2	2	1	1	2	2	1	1	1	1	1	2	1	1	1	2	2	1	1	7	1	4	7	4	2	1	2	1	2	1	1	5	3	1	2	10	2	3	4	4	2	1	3	3	2	1	1	2	3	3	8	2	1	1	1
28000	-399.309426949042461	-406.164914900001861	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.358561934709589	-1	1	1	2	4	8	5	6	6	7	9	9	8	11	10	7	11	11	9	11	12	10	10	12	12	11	12	13	12	14	14	13	12	12	12	14	15	15	15	16	13	15	18	17	17	17	17	17	19	18	19	17	20	19	19	21	20	22	20	22	23	22	23	23	24	24	30	31	0	1	1	1	4	10	1	7	7	1	13	2	2	8	4	1	13	1	16	1	4	7	0	22	15	10	9	1	1	32	4	22	1	22	1	33	10	28	27	32	10	36	28	41	31	39	14	31	1	38	41	28	40	38	52	59	49	41	50	54	62	21	41	59	45	0	0	0	1	1	1	1	1	1	4	1	1	5	1	4	4	3	4	3	2	5	1	5	7	2	1	1	1	2	2	6	7	1	4	1	6	1	8	2	3	1	1	2	3	1	3	3	2	1	2	2	10	2	3	2	2	2	1	1	1	4	1	2	1	4	5	2	3	1	1	1
28500	-381.375827990503694	-388.231315941463095	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.399887848880951	0	1	2	2	3	8	6	6	4	8	8	9	8	11	10	9	10	9	11	11	11	11	12	13	13	12	11	13	12	14	14	13	11	14	14	12	15	16	15	17	14	16	19	17	17	17	17	19	19	21	19	21	20	19	21	21	20	23	19	22	23	23	22	25	24	25	30	30	0	1	1	1	4	2	1	3	4	4	4	11	7	15	9	4	11	9	9	8	9	10	0	29	21	9	15	36	13	33	36	27	1	15	24	1	33	36	31	30	26	25	1	37	21	31	35	36	1	33	41	49	47	39	38	48	11	51	45	54	41	51	51	59	63	0	0	0	1	1	1	1	1	5	3	2	1	2	3	1	1	1	3	4	1	1	5	4	2	1	1	1	1	3	1	1	2	2	1	1	5	3	1	4	2	2	1	3	1	1	8	1	4	3	1	3	10	6	2	1	2	3	3	2	6	3	1	1	5	2	2	3	1	1	1	1
29000	-404.509391273708729	-411.364879224668130	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.402762342728015	0	1	2	3	4	7	4	7	5	7	9	8	8	11	10	9	10	10	11	12	9	11	11	12	12	13	12	12	13	13	14	13	11	13	13	14	14	13	15	16	16	17	18	18	18	17	19	15	17	21	19	20	20	19	21	20	20	21	21	22	22	24	24	24	24	24	31	32	0	1	1	1	2	4	1	7	4	4	10	3	10	15	9	9	12	1	6	12	10	9	0	17	10	22	2	12	7	27	1	12	1	8	15	22	27	1	23	37	31	25	1	28	37	17	48	29	30	52	15	46	47	43	45	54	19	51	54	35	42	24	48	1	51	0	0	0	1	1	2	2	1	2	2	2	1	2	2	4	1	1	4	2	1	4	2	3	1	3	1	1	2	1	5	2	4	1	7	3	7	2	1	2	1	5	2	1	1	3	6	5	2	4	2	1	2	1	4	1	1	1	2	1	6	1	1	4	3	5	4	10	3	1	1	1
29500	-399.255484677575282	-406.110972628534682	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.407474403796242	0	1	2	3	3	7	5	5	6	7	10	9	9	12	10	8	11	10	10	12	11	10	12	12	11	12	13	12	11	14	14	14	12	13	13	14	15	16	16	16	16	17	19	18	17	18	17	19	16	20	18	20	21	19	21	21	20	21	21	22	24	23	23	24	25	23	30	30	0	1	1	2	2	9	1	1	5	1	8	16	4	16	10	1	22	16	7	25	10	16	0	10	4	25	21	16	13	29	19	12	1	25	25	1	17	19	17	23	16	49	49	38	34	42	34	49	1	44	1	47	27	36	37	54	44	45	12	49	25	1	1	1	61	0	0	0	1	1	1	1	1	1	3	3	2	2	2	1	3	3	2	6	1	1	2	1	1	1	1	2	6	1	1	2	1	1	1	3	5	1	1	7	2	3	2	2	6	1	1	1	2	1	2	1	7	1	5	1	3	2	2	1	1	2	6	4	8	10	8	12	1	1	1	1
30000	-424.209979015897943	-431.065466966857343	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.447117793034121	-1	0	1	2	4	8	3	6	7	7	9	8	8	12	9	9	11	9	10	11	10	11	11	12	12	11	12	13	9	13	13	13	12	13	13	14	14	17	15	17	15	16	18	15	18	17	19	19	19	21	18	18	20	20	21	21	19	23	21	22	24	24	23	24	24	24	31	31	0	1	1	2	1	1	1	1	2	7	10	2	8	1	4	1	16	4	4	9	10	11	0	17	13	11	29	16	1	22	19	18	4	21	1	24	14	19	31	27	35	27	9	31	38	1	39	43	9	49	35	8	40	48	49	57	5	51	54	24	60	52	12	1	12	0	0	0	1	1	1	1	2	4	2	3	2	2	1	4	1	6	3	3	1	4	4	2	1	1	1	1	2	1	2	3	3	1	2	2	5	2	6	1	2	4	2	4	1	2	6	1	1	7	3	1	7	1	3	5	1	1	2	1	8	3	1	4	2	5	7	12	6	1	1	1
30500	-403.084696279125239	-409.940184230084640	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.436682226601766	0	1	2	2	4	7	4	7	5	8	8	9	9	12	10	10	8	10	9	11	11	11	12	13	13	13	10	12	11	14	12	12	12	13	13	14	15	17	15	14	16	16	18	18	17	18	17	18	19	21	19	20	20	20	22	21	20	22	20	23	23	23	23	22	25	24	31	29	0	1	1	1	1	1	1	2	4	9	1	6	17	1	1	4	5	1	1	4	4	13	0	12	7	33	1	16	27	28	16	1	16	33	27	4	25	31	27	10	11	32	38	16	30	36	32	33	6	33	39	45	12	38	53	32	39	41	44	58	51	45	55	4	63	0	0	0	1	1	1	1	2	5	2	2	2	2	4	1	1	5	5	5	4	4	5	5	5	1	1	2	3	1	5	1	1	1	1	5	2	1	1	6	1	3	3	3	5	2	1	4	1	1	3	4	6	3	2	1	5	2	1	3	2	2	1	1	1	2	1	10	1	1	1	1
31000	-373.518681832614845	-380.374169783574246	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.434725277256679	-1	1	1	2	4	7	4	7	6	7	8	8	8	9	11	9	10	11	11	12	11	10	12	12	12	11	11	11	13	13	13	14	13	13	11	14	16	16	16	17	17	15	18	17	17	17	17	17	18	20	18	20	20	22	19	20	20	22	21	23	24	23	21	24	25	25	30	30	0	1	1	1	1	4	1	4	5	1	10	9	5	8	9	4	13	12	8	11	1	13	0	11	15	9	11	1	10	26	12	24	16	17	17	4	31	36	11	31	30	20	36	36	38	1	20	36	36	38	41	51	55	49	47	44	45	41	9	46	63	63	22	56	63	0	0	0	1	2	1	2	2	3	3	3	1	4	1	1	2	1	3	4	1	2	3	3	5	1	1	2	1	3	1	4	3	1	2	1	2	2	1	6	1	1	3	2	2	2	1	2	1	8	2	1	3	2	1	1	1	2	1	1	1	2	8	3	1	1	6	2	3	1	1	1
31500	-399.065785271644984	-405.921273222604384	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.377213635079381	0	1	2	3	5	7	5	5	6	8	10	8	8	12	8	9	10	10	11	11	11	11	10	10	11	13	12	12	12	14	13	13	14	14	13	15	16	15	15	17	16	17	18	18	16	16	19	18	19	20	18	21	21	21	21	21	20	21	22	22	24	23	23	24	24	23	30	31	0	1	1	2	2	4	1	2	3	4	9	8	4	17	7	1	2	8	8	17	17	12	0	5	9	13	15	24	18	29	2	22	16	22	17	1	32	19	30	22	1	38	38	38	32	17	40	41	40	44	10	37	30	34	50	46	49	1	36	47	27	48	1	31	47	0	0	0	1	1	1	1	2	2	3	2	2	3	1	1	2	1	2	4	5	3	3	1	1	2	1	2	2	3	2	1	1	1	6	1	2	1	1	7	1	2	1	3	7	1	2	1	2	4	1	1	1	1	5	3	4	4	1	2	1	9	4	1	5	2	10	5	2	1	1	1
32000	-400.489858292419740	-407.345346243379140	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.497435339931978	-1	1	0	2	4	7	5	6	5	7	9	9	9	11	8	8	10	10	10	12	11	11	9	11	12	12	13	12	13	14	11	12	14	14	14	14	15	16	16	14	16	16	19	18	17	18	18	17	19	21	19	20	20	21	21	18	20	22	20	22	23	23	23	24	21	24	30	32	0	1	1	1	4	9	4	5	2	1	8	1	16	1	1	2	15	12	12	12	9	17	0	23	14	23	22	19	12	28	19	12	9	26	14	13	28	13	20	31	35	28	38	38	17	33	42	21	33	49	47	48	40	53	36	36	56	21	22	52	12	51	21	50	35	0	0	0	1	1	1	2	2	1	2	1	1	3	2	5	1	7	5	3	1	1	1	1	3	1	1	1	1	1	1	2	2	1	1	1	5	1	2	2	3	3	2	1	1	2	3	1	3	2	1	2	3	1	1	1	3	1	2	2	1	7	4	1	6	3	6	2	3	1	1	1
32500	-396.881531967040132	-403.737019917999532	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.358542101030709	0	1	2	2	5	8	6	5	5	7	7	7	7	11	9	10	10	10	10	11	11	11	12	12	10	11	13	12	11	12	13	13	14	13	12	14	14	15	16	16	16	16	19	17	18	18	18	18	19	20	19	20	21	22	21	21	21	22	21	22	23	22	23	24	24	24	29	32	0	1	1	1	2	1	1	1	3	3	4	2	5	7	13	1	11	7	4	4	8	18	0	9	10	16	21	19	1	4	12	30	19	13	21	8	15	16	33	24	1	33	42	31	38	1	23	36	31	46	41	33	45	46	6	31	44	24	45	48	62	45	30	16	24	0	0	0	1	1	1	1	2	3	2	1	2	3	2	2	1	4	1	5	1	3	4	3	3	1	1	4	2	1	1	1	3	4	4	1	2	3	1	4	2	3	1	2	6	1	1	3	1	8	4	2	4	1	1	2	1	2	6	4	2	6	2	1	1	2	6	7	8	1	1	1
33000	-379.455745254674412	-386.311233205633812	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.393400450054250	0	1	1	2	5	7	5	5	6	7	9	9	8	12	10	10	10	10	11	11	10	10	12	12	12	12	12	13	13	14	12	14	12	14	11	14	15	14	13	15	17	17	16	17	17	17	19	17	19	20	16	21	19	21	20	20	20	22	21	21	24	23	22	25	25	24	30	31	0	1	1	1	4	1	4	1	4	8	9	6	10	9	13	8	13	1	16	11	9	11	0	16	11	21	15	8	9	14	9	13	5	18	8	8	16	1	4	22	9	34	8	43	17	1	43	36	44	9	4	29	24	12	48	38	42	41	47	49	41	63	51	4	51	0	0	0	1	1	1	1	1	4	1	3	2	1	2	1	1	3	1	2	1	4	1	1	2	1	1	1	2	1	1	3	3	1	2	2	4	2	3	4	2	7	5	2	7	1	5	1	3	4	2	2	2	9	3	4	5	4	2	2	1	2	1	1	3	1	3	12	3	1	1	1
33500	-427.939898958404285	-434.795386909363685	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.412986123021826	-1	0	1	3	3	7	5	6	5	7	9	8	8	11	10	9	8	10	9	10	11	11	10	12	13	13	12	12	13	12	13	12	12	14	13	14	15	17	16	15	16	16	18	18	17	18	18	18	19	19	18	21	20	21	22	22	20	21	21	21	24	22	23	25	24	25	29	32	0	1	1	2	1	4	4	5	5	4	3	1	7	4	4	12	4	9	4	8	4	19	0	2	15	19	15	1	18	14	19	4	12	22	21	16	15	36	28	26	35	33	40	13	26	31	16	24	43	43	39	44	38	44	45	35	48	47	37	43	57	51	41	1	41	0	0	0	1	1	1	1	2	3	1	2	1	2	4	4	2	3	4	1	2	3	2	2	4	1	1	6	1	3	1	5	2	1	3	3	2	2	2	3	2	2	2	1	2	1	2	6	2	2	4	4	1	1	1	2	1	1	2	4	1	2	2	1	2	2	4	13	5	1	1	1
34000	-389.014421701130118	-395.869909652089518	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.403723075758443	0	1	1	3	4	6	5	6	6	7	8	8	8	12	9	10	10	10	11	11	10	10	11	12	13	11	12	12	13	12	14	14	13	13	13	15	15	16	14	15	16	16	19	17	17	18	18	18	16	19	18	19	20	20	21	22	21	23	21	23	22	21	23	24	25	25	30	31	0	1	1	3	2	1	3	1	7	1	8	10	5	1	8	1	15	1	5	11	3	12	0	10	22	12	8	16	10	20	19	10	19	20	21	19	25	19	33	28	1	14	19	1	34	19	20	27	1	31	45	32	37	1	46	54	52	55	1	55	51	51	45	1	62	0	0	0	1	1	1	1	2	2	3	3	1	3	1	1	2	4	2	4	1	4	3	2	4	1	1	2	1	1	3	1	3	1	1	3	1	1	1	3	2	1	1	1	6	2	5	8	2	3	3	2	8	2	1	1	3	7	1	1	1	1	8	1	2	2	3	11	2	1	1	1
34500	-396.811615722689055	-403.667103673648455	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.497116899725432	-1	1	1	2	3	6	5	7	6	7	9	9	8	10	10	10	10	9	10	11	12	8	12	10	10	11	10	11	11	14	14	14	13	12	14	15	15	16	15	15	16	16	19	17	16	18	18	18	18	18	18	20	20	21	21	21	18	22	21	22	23	23	23	24	24	24	30	32	0	1	1	3	1	2	4	4	5	1	13	2	2	10	9	4	6	10	1	24	27	9	0	8	1	15	22	13	5	20	16	27	16	14	7	31	23	31	33	17	35	29	44	19	35	16	37	45	17	44	45	50	36	12	53	25	36	45	12	59	55	51	51	1	51	0	0	0	1	1	1	1	2	3	2	3	1	4	1	4	3	1	2	4	2	2	5	1	1	1	1	2	4	1	1	2	4	1	3	2	1	1	4	1	1	1	1	2	1	2	1	3	1	3	1	1	4	1	1	1	3	6	1	6	1	3	7	1	1	2	3	10	2	1	1	1
35000	-416.189276200543532	-423.044764151502932	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.403238729823958	-1	1	1	3	4	7	5	4	6	8	10	6	9	12	10	10	9	9	11	11	10	10	10	12	13	13	13	12	12	13	13	14	14	13	12	13	15	15	15	15	16	17	18	17	17	17	18	18	19	20	18	19	19	20	21	21	20	22	20	21	20	24	23	24	24	24	31	30	0	1	1	2	1	1	1	3	1	3	8	7	1	17	10	1	12	10	5	17	3	12	0	23	9	28	10	13	1	13	16	25	16	22	16	1	25	19	31	12	21	34	38	21	40	26	33	20	44	22	45	33	40	19	33	61	38	22	19	50	48	34	53	55	61	0	0	0	1	1	1	2	3	3	3	2	3	3	3	1	6	1	2	5	2	1	3	1	6	3	1	1	4	1	3	2	7	2	1	1	2	2	1	8	1	2	1	4	3	3	1	5	1	1	2	3	1	6	1	2	2	6	4	1	2	6	6	1	1	6	4	1	2	1	1	1
35500	-405.580434810261465	-412.435922761220866	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.367447099664727	0	1	1	2	3	8	5	7	6	7	7	8	8	9	9	9	10	10	7	11	11	10	12	13	13	13	13	12	11	11	12	12	14	14	14	11	16	17	15	17	17	17	19	17	17	18	18	19	18	20	19	20	21	21	22	21	21	22	21	21	23	23	21	22	24	25	28	31	0	1	1	2	2	1	3	9	3	1	1	19	4	8	1	1	8	1	1	11	15	19	0	21	1	2	7	19	1	4	22	6	36	36	9	1	35	1	9	29	37	16	39	1	37	31	35	25	16	44	41	39	10	38	44	36	41	40	16	27	29	27	41	38	62	0	0	0	1	1	1	1	1	4	2	1	3	3	3	1	2	1	3	5	2	5	3	2	1	1	1	1	5	6	5	2	7	4	1	2	2	2	3	4	1	6	5	2	1	4	2	7	1	4	2	2	4	2	1	3	8	1	3	5	2	3	5	4	4	5	2	2	1	1	1	1
36000	-420.951154652761943	-427.806642603721343	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.411423186403710	0	1	1	3	2	7	5	6	6	7	7	9	8	11	10	7	10	10	8	9	11	11	11	12	12	12	12	13	13	13	14	13	13	12	13	14	16	16	15	16	17	15	18	18	18	19	18	19	17	19	20	21	21	21	21	21	20	22	22	23	23	23	22	23	24	24	31	29	0	1	1	5	1	1	1	5	1	1	1	7	6	9	9	1	13	13	1	7	15	15	0	20	9	16	21	19	24	27	16	25	1	22	1	19	15	19	35	29	30	13	1	1	40	31	32	44	31	24	24	31	37	24	29	49	37	51	38	36	48	25	41	19	45	0	0	0	1	1	1	1	1	3	2	2	3	5	3	2	1	1	2	4	1	1	4	3	1	1	1	2	2	2	1	2	1	1	5	1	6	1	7	3	2	4	1	1	3	3	8	9	1	3	2	1	2	3	3	2	3	5	4	2	2	1	4	5	3	5	3	5	2	1	1	1
36500	-429.673889999472408	-436.529377950431808	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.492644221151972	-1	0	1	2	5	6	6	7	3	8	9	9	8	10	9	6	9	10	11	12	11	10	11	13	13	12	13	13	12	14	14	13	14	13	11	14	12	17	16	14	17	16	18	18	17	15	16	18	18	19	18	20	21	21	20	20	20	23	20	22	23	22	23	24	23	24	30	31	0	1	1	2	1	4	1	16	3	1	8	6	3	13	8	1	8	15	16	22	17	10	0	18	11	16	10	19	21	22	19	17	16	19	17	1	21	31	36	16	17	28	31	19	24	16	24	42	42	38	22	43	42	59	41	29	41	35	33	57	55	55	39	59	57	0	0	0	1	1	1	2	3	2	4	1	1	5	1	1	4	1	1	2	1	1	3	1	1	2	1	2	3	2	3	1	1	1	2	2	4	1	1	8	1	1	1	3	6	1	2	3	2	4	2	1	1	1	5	1	3	1	2	4	2	7	3	1	1	1	2	3	2	1	1	1
37000	-429.640496837515229	-436.495984788474630	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.408261341160490	-1	0	1	3	4	7	5	6	6	6	9	8	8	10	11	8	10	10	10	11	10	11	11	10	13	12	11	13	13	14	13	12	12	13	12	13	14	15	16	15	17	16	18	18	15	19	19	18	19	18	20	20	20	20	21	21	20	23	20	21	22	24	20	24	25	24	30	32	0	1	1	3	4	5	1	2	4	4	1	5	10	12	10	1	13	10	16	7	1	12	0	7	27	11	17	8	17	19	8	10	19	17	24	16	35	31	36	36	35	29	40	1	15	24	30	22	7	38	35	35	20	16	51	57	41	55	50	37	45	47	12	59	61	0	0	0	1	1	1	1	1	3	3	3	1	1	5	2	1	1	2	4	1	2	1	3	7	1	1	1	1	2	1	3	1	2	3	2	1	1	1	3	1	1	2	1	3	1	3	8	2	4	3	2	7	2	4	5	4	6	1	1	1	2	1	3	3	2	4	2	2	1	1	1
37500	-445.531119745411900	-452.386607696371300	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.547975990603320	0	1	2	3	4	6	5	6	6	7	10	7	9	12	9	7	11	11	9	12	8	11	12	13	11	11	12	12	10	12	12	13	12	14	14	14	14	16	14	15	15	17	17	18	16	18	18	18	17	20	19	21	21	19	22	21	19	21	21	22	22	24	23	24	24	25	31	32	0	1	1	1	1	1	1	5	5	3	1	7	6	13	10	1	6	15	16	29	7	11	0	33	9	21	21	16	1	19	1	25	1	20	13	33	32	19	32	20	35	37	16	43	21	16	43	23	1	47	45	38	49	38	57	57	48	24	54	44	35	14	41	55	51	0	0	0	1	1	1	1	3	4	2	1	1	4	4	1	2	2	1	3	2	2	1	1	1	1	1	1	3	2	2	2	4	2	6	1	5	1	2	2	1	4	1	1	1	1	4	1	3	3	1	3	6	1	3	2	2	2	3	2	1	2	1	2	4	5	4	2	1	1	1	1
38000	-382.259356745922048	-389.114844696881448	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.524796907800159	-1	1	1	2	5	7	5	4	6	7	10	7	9	11	10	10	10	10	8	12	11	10	12	12	12	13	13	13	12	13	14	14	13	12	13	15	16	16	15	15	16	15	19	17	18	19	19	17	18	19	19	20	19	22	22	22	21	20	19	21	23	21	24	25	23	24	30	31	0	1	1	1	8	1	1	2	8	4	1	3	7	10	7	1	13	1	1	11	9	6	0	11	18	14	11	19	12	21	17	25	1	10	16	31	42	31	27	16	1	20	16	19	38	45	41	35	16	31	40	26	42	50	52	36	50	41	22	21	62	51	65	54	41	0	0	0	1	1	1	2	1	3	4	1	1	3	5	3	2	2	2	6	1	6	4	1	2	2	1	1	1	1	1	3	4	1	1	1	8	3	2	1	1	1	1	3	7	2	4	3	1	1	2	2	2	2	2	4	2	1	1	3	1	3	3	5	1	1	1	2	2	1	1	1
38500	-382.212459817221031	-389.067947768180431	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.476722345512200	0	1	2	3	5	7	5	6	6	8	10	8	9	11	10	8	11	10	10	10	9	9	10	10	12	12	12	12	13	14	13	13	12	12	14	14	16	17	15	15	17	17	19	18	17	17	18	18	19	20	19	20	20	21	21	20	19	23	22	22	22	23	24	25	25	24	30	32	0	1	1	2	3	1	1	7	4	1	10	9	4	1	8	6	13	21	16	10	1	3	0	7	10	6	6	13	27	28	33	10	1	5	10	16	12	31	34	27	8	35	46	36	2	31	16	40	33	49	45	14	51	37	43	43	41	51	47	41	41	51	51	54	61	0	0	0	1	1	1	1	2	5	3	1	1	3	1	1	3	6	3	1	1	1	1	1	5	3	1	2	2	2	2	1	1	1	1	2	5	3	3	4	4	1	2	1	5	2	1	2	6	3	4	1	5	1	2	6	1	2	1	1	1	2	2	3	3	1	3	2	2	1	1	1
