step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10
23500	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.331964165805969	-1	2	2	2	3	5	7	6	6	8	0	1	1	1	1	1	1	1	1	1	1	2	2	2	2	3	4	4	4	5
24000	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.273806174737143	-1	2	2	2	3	5	7	6	6	8	0	1	1	1	1	1	1	1	1	1	1	2	2	2	2	3	4	4	4	5
24500	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.234375833790136	-1	2	2	2	3	5	7	6	6	8	0	1	1	1	1	1	1	1	1	1	1	2	2	2	2	3	4	4	4	5
25000	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.511935519984472	-1	2	2	2	3	5	7	6	6	8	0	1	1	1	1	1	1	1	1	1	1	2	2	2	2	3	4	4	4	5
25500	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.351980851661967	-1	2	2	2	3	5	7	6	6	8	0	1	1	1	1	1	1	1	1	1	1	2	2	2	2	3	4	4	4	5
26000	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.264402703874885	-1	2	2	2	3	5	7	6	6	8	0	1	1	1	1	1	1	1	1	1	1	2	2	2	2	3	4	4	4	5
26500	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.235861509739988	-1	2	2	2	3	5	7	6	6	8	0	1	1	1	1	1	1	1	1	1	1	2	2	2	2	3	4	4	4	5
27000	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.391781116441361	-1	2	2	2	3	5	7	6	6	8	0	1	1	1	1	1	1	1	1	1	1	2	2	2	2	3	4	4	4	5
27500	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.376520764675390	-1	2	2	2	3	5	7	6	6	8	0	1	1	1	1	1	1	1	1	1	1	2	2	2	2	3	4	4	4	5
28000	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.310913354874005	-1	2	2	2	3	5	7	6	6	8	0	1	1	1	1	1	1	1	1	1	1	2	2	2	2	3	4	4	4	5
28500	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.329639345154474	-1	2	2	2	3	5	7	6	6	8	0	1	1	1	1	1	1	1	1	1	1	2	2	2	2	3	4	4	4	5
29000	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.189279389081935	-1	2	2	2	3	5	7	6	6	8	0	1	1	1	1	1	1	1	1	1	1	2	2	2	2	3	4	4	4	5
29500	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.353435609883197	-1	2	2	2	3	5	7	6	6	8	0	1	1	1	1	1	1	1	1	1	1	2	2	2	2	3	4	4	4	5
30000	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.381069768556765	-1	2	2	2	3	5	7	6	6	8	0	1	1	1	1	1	1	1	1	1	1	2	2	2	2	3	4	4	4	5
30500	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.523146932380484	-1	2	2	2	3	5	7	6	6	8	0	1	1	1	1	1	1	1	1	1	1	2	2	2	2	3	4	4	4	5
31000	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.369130797090954	-1	2	2	2	3	5	7	6	6	8	0	1	1	1	1	1	1	1	1	1	1	2	2	2	2	3	4	4	4	5
31500	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.267146320428332	-1	2	2	2	3	5	7	6	6	8	0	1	1	1	1	1	1	1	1	1	1	2	2	2	2	3	4	4	4	5
32000	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.222975758946061	-1	2	2	2	3	5	7	6	6	8	0	1	1	1	1	1	1	1	1	1	1	2	2	2	2	3	4	4	4	5
32500	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.447321942666805	-1	2	2	2	3	5	7	6	6	8	0	1	1	1	1	1	1	1	1	1	1	2	2	2	2	3	4	4	4	5
33000	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.326979871168588	-1	2	2	2	3	5	7	6	6	8	0	1	1	1	1	1	1	1	1	1	1	2	2	2	2	3	4	4	4	5
33500	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.368569778740661	-1	2	2	2	3	5	7	6	6	8	0	1	1	1	1	1	1	1	1	1	1	2	2	2	2	3	4	4	4	5
34000	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.416895078372577	-1	2	2	2	3	5	7	6	6	8	0	1	1	1	1	1	1	1	1	1	1	2	2	2	2	3	4	4	4	5
34500	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.313944419988006	-1	2	2	2	3	5	7	6	6	8	0	1	1	1	1	1	1	1	1	1	1	2	2	2	2	3	4	4	4	5
35000	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.341042898681807	-1	2	2	2	3	5	7	6	6	8	0	1	1	1	1	1	1	1	1	1	1	2	2	2	2	3	4	4	4	5
35500	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.260836035227268	-1	2	2	2	3	5	7	6	6	8	0	1	1	1	1	1	1	1	1	1	1	2	2	2	2	3	4	4	4	5
36000	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.382143261896951	-1	2	2	2	3	5	7	6	6	8	0	1	1	1	1	1	1	1	1	1	1	2	2	2	2	3	4	4	4	5
36500	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.308498632658370	-1	2	2	2	3	5	7	6	6	8	0	1	1	1	1	1	1	1	1	1	1	2	2	2	2	3	4	4	4	5
37000	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.322587129403946	-1	2	2	2	3	5	7	6	6	8	0	1	1	1	1	1	1	1	1	1	1	2	2	2	2	3	4	4	4	5
37500	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.283479170191957	-1	2	2	2	3	5	7	6	6	8	0	1	1	1	1	1	1	1	1	1	1	2	2	2	2	3	4	4	4	5
38000	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.489573935008660	-1	2	2	2	3	5	7	6	6	8	0	1	1	1	1	1	1	1	1	1	1	2	2	2	2	3	4	4	4	5
38500	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.279638374282783	-1	2	2	2	3	5	7	6	6	8	0	1	1	1	1	1	1	1	1	1	1	2	2	2	2	3	4	4	4	5
39000	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.313158617026977	-1	2	2	2	3	5	7	6	6	8	0	1	1	1	1	1	1	1	1	1	1	2	2	2	2	3	4	4	4	5
39500	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.309448707428827	-1	2	2	2	3	5	7	6	6	8	0	1	1	1	1	1	1	1	1	1	1	2	2	2	2	3	4	4	4	5
40000	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.369914315992720	-1	2	2	2	3	5	7	6	6	8	0	1	1	1	1	1	1	1	1	1	1	2	2	2	2	3	4	4	4	5
40500	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.227586715930740	-1	2	2	2	3	5	7	6	6	8	0	1	1	1	1	1	1	1	1	1	1	2	2	2	2	3	4	4	4	5
41000	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.271641623343892	-1	2	2	2	3	5	7	6	6	8	0	1	1	1	1	1	1	1	1	1	1	2	2	2	2	3	4	4	4	5
41500	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.279932661507539	-1	2	2	2	3	5	7	6	6	8	0	1	1	1	1	1	1	1	1	1	1	2	2	2	2	3	4	4	4	5
42000	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.470920748084513	-1	2	2	2	3	5	7	6	6	8	0	1	1	1	1	1	1	1	1	1	1	2	2	2	2	3	4	4	4	5
42500	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.262827663915655	-1	2	2	2	3	5	7	6	6	8	0	1	1	1	1	1	1	1	1	1	1	2	2	2	2	3	4	4	4	5
43000	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.343714736379436	-1	2	2	2	3	5	7	6	6	8	0	1	1	1	1	1	1	1	1	1	1	2	2	2	2	3	4	4	4	5
43500	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.362177180382795	-1	2	2	2	3	5	7	6	6	8	0	1	1	1	1	1	1	1	1	1	1	2	2	2	2	3	4	4	4	5
44000	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.466392535723808	-1	2	2	2	3	5	7	6	6	8	0	1	1	1	1	1	1	1	1	1	1	2	2	2	2	3	4	4	4	5
44500	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.378673723926440	-1	2	2	2	3	5	7	6	6	8	0	1	1	1	1	1	1	1	1	1	1	2	2	2	2	3	4	4	4	5
45000	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.311669684653951	-1	2	2	2	3	5	7	6	6	8	0	1	1	1	1	1	1	1	1	1	1	2	2	2	2	3	4	4	4	5
45500	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.449173303456490	-1	2	2	2	3	5	7	6	6	8	0	1	1	1	1	1	1	1	1	1	1	2	2	2	2	3	4	4	4	5
46000	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.312030887289651	-1	2	2	2	3	5	7	6	6	8	0	1	1	1	1	1	1	1	1	1	1	2	2	2	2	3	4	4	4	5
46500	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.400103940178440	-1	2	2	2	3	5	7	6	6	8	0	1	1	1	1	1	1	1	1	1	1	2	2	2	2	3	4	4	4	5
47000	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.270449642854470	-1	2	2	2	3	5	7	6	6	8	0	1	1	1	1	1	1	1	1	1	1	2	2	2	2	3	4	4	4	5
47500	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.319273084368014	-1	2	2	2	3	5	7	6	6	8	0	1	1	1	1	1	1	1	1	1	1	2	2	2	2	3	4	4	4	5
48000	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.289420399206124	-1	2	2	2	3	5	7	6	6	8	0	1	1	1	1	1	1	1	1	1	1	2	2	2	2	3	4	4	4	5
48500	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.353803169211750	-1	2	2	2	3	5	7	6	6	8	0	1	1	1	1	1	1	1	1	1	1	2	2	2	2	3	4	4	4	5
49000	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.431765613742827	-1	2	2	2	3	5	7	6	6	8	0	1	1	1	1	1	1	1	1	1	1	2	2	2	2	3	4	4	4	5
49500	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.422877955788593	-1	2	2	2	3	5	7	6	6	8	0	1	1	1	1	1	1	1	1	1	1	2	2	2	2	3	4	4	4	5
50000	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.394242960568847	-1	2	2	2	3	5	7	6	6	8	0	1	1	1	1	1	1	1	1	1	1	2	2	2	2	3	4	4	4	5
50500	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.298503397842606	-1	2	2	2	3	5	7	6	6	8	0	1	1	1	1	1	1	1	1	1	1	2	2	2	2	3	4	4	4	5
51000	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.406190503373184	-1	2	2	2	3	5	7	6	6	8	0	1	1	1	1	1	1	1	1	1	1	2	2	2	2	3	4	4	4	5
51500	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.228386269191652	-1	2	2	2	3	5	7	6	6	8	0	1	1	1	1	1	1	1	1	1	1	2	2	2	2	3	4	4	4	5
52000	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.381075391828061	-1	2	2	2	3	5	7	6	6	8	0	1	1	1	1	1	1	1	1	1	1	2	2	2	2	3	4	4	4	5
52500	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.325039050703499	-1	2	2	2	3	5	7	6	6	8	0	1	1	1	1	1	1	1	1	1	1	2	2	2	2	3	4	4	4	5
53000	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.349396866865196	-1	2	2	2	3	5	7	6	6	8	0	1	1	1	1	1	1	1	1	1	1	2	2	2	2	3	4	4	4	5
53500	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.454248978705922	-1	2	2	2	3	5	7	6	6	8	0	1	1	1	1	1	1	1	1	1	1	2	2	2	2	3	4	4	4	5
54000	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.283445238962708	-1	2	2	2	3	5	7	6	6	8	0	1	1	1	1	1	1	1	1	1	1	2	2	2	2	3	4	4	4	5
54500	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.144411499285500	-1	2	2	2	3	5	7	6	6	8	0	1	1	1	1	1	1	1	1	1	1	2	2	2	2	3	4	4	4	5
55000	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.358342904831172	-1	2	2	2	3	5	7	6	6	8	0	1	1	1	1	1	1	1	1	1	1	2	2	2	2	3	4	4	4	5
55500	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.308357534480525	-1	2	2	2	3	5	7	6	6	8	0	1	1	1	1	1	1	1	1	1	1	2	2	2	2	3	4	4	4	5
56000	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.385016494626095	-1	2	2	2	3	5	7	6	6	8	0	1	1	1	1	1	1	1	1	1	1	2	2	2	2	3	4	4	4	5
56500	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.320146160504187	-1	2	2	2	3	5	7	6	6	8	0	1	1	1	1	1	1	1	1	1	1	2	2	2	2	3	4	4	4	5
57000	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.352293047250831	-1	2	2	2	3	5	7	6	6	8	0	1	1	1	1	1	1	1	1	1	1	2	2	2	2	3	4	4	4	5
57500	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.487608279275442	-1	2	2	2	3	5	7	6	6	8	0	1	1	1	1	1	1	1	1	1	1	2	2	2	2	3	4	4	4	5
58000	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.298127633032507	-1	2	2	2	3	5	7	6	6	8	0	1	1	1	1	1	1	1	1	1	1	2	2	2	2	3	4	4	4	5
58500	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.265815031252409	-1	2	2	2	3	5	7	6	6	8	0	1	1	1	1	1	1	1	1	1	1	2	2	2	2	3	4	4	4	5
59000	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.281979734931570	-1	2	2	2	3	5	7	6	6	8	0	1	1	1	1	1	1	1	1	1	1	2	2	2	2	3	4	4	4	5
59500	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.250029134536754	-1	2	2	2	3	5	7	6	6	8	0	1	1	1	1	1	1	1	1	1	1	2	2	2	2	3	4	4	4	5
60000	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.305494925831154	-1	2	2	2	3	5	7	6	6	8	0	1	1	1	1	1	1	1	1	1	1	2	2	2	2	3	4	4	4	5
60500	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.435450002288935	-1	2	2	2	3	5	7	6	6	8	0	1	1	1	1	1	1	1	1	1	1	2	2	2	2	3	4	4	4	5
61000	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.483410423944386	-1	2	2	2	3	5	7	6	6	8	0	1	1	1	1	1	1	1	1	1	1	2	2	2	2	3	4	4	4	5
61500	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.479351104223931	-1	2	2	2	3	5	7	6	6	8	0	1	1	1	1	1	1	1	1	1	1	2	2	2	2	3	4	4	4	5
62000	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.343954785576184	-1	2	2	2	3	5	7	6	6	8	0	1	1	1	1	1	1	1	1	1	1	2	2	2	2	3	4	4	4	5
