"","type","n","prop.ances.ok","msup.ances","merr.date","prop.imp.ok","mu1.ok","mu2.ok","merr.pi"
"850942e0cd","zuper",80,0.69620253164557,0.66004746835443,1.19203125,NA,1,0,0.0109396681717231
