step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66
12000	-555.070833244673736	-552.903803270117351	-2.167029974556339	0.000717172260542	0.000083559940337	0.116513067966963	0.529471993294894	0	-1	2	1	3	3	2	4	4	5	3	5	4	4	4	4	8	8	5	7	6	8	9	6	7	8	7	9	11	9	10	10	9	8	10	9	11	10	13	12	13	12	11	13	12	13	12	13	13	14	13	15	14	15	15	15	16	18	18	18	18	18	21	19	21	24	2	0	1	0	3	3	1	7	5	3	3	11	7	5	7	3	27	5	5	24	10	2	5	6	3	24	15	11	24	5	19	25	10	14	25	10	25	36	18	29	43	35	25	28	30	29	25	45	30	42	12	12	39	27	23	29	41	40	28	28	23	49	49	41	57	63	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	4	3	2	3	1	2	3	3	3	2	2	2	3	1	2	2	1	2	1	1	1	2	2	2	1	3	1	2	1	3	5	1	4	3	1	3	3	5	6	5	3	4	3	3	2
12500	-575.492889407307871	-573.042758703924619	-2.450130703383245	0.000715001371455	0.000064378225842	0.090039303995726	0.449516242103525	0	-1	1	1	3	3	2	4	4	3	5	5	5	2	5	4	6	8	5	7	6	8	9	7	7	9	6	9	10	9	12	9	10	10	9	10	10	11	11	12	13	12	13	12	13	14	12	13	13	13	12	14	15	16	16	17	16	17	15	19	17	19	21	19	22	25	2	0	1	0	14	14	2	10	3	7	5	5	7	1	7	5	15	6	5	27	3	27	25	15	5	25	7	24	12	25	33	13	19	11	21	21	28	34	18	29	12	34	18	23	35	45	27	34	25	33	33	33	38	43	44	41	43	45	11	45	44	57	57	49	40	49	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	3	1	1	3	1	2	1	2	1	2	1	2	1	1	2	2	3	1	2	1	1	2	1	6	1	4	2	2	1	3	2	3	2	1	2	1	1	2	3	3	1	5	3	3	2	2	4	7	4
13000	-575.899710114238019	-573.869495456590357	-2.030214657647699	0.000587007670514	0.000078745816096	0.134147848574202	0.411952192435574	1	-1	0	2	3	2	3	4	4	5	3	5	5	1	4	5	6	7	5	6	5	7	8	5	7	8	8	8	10	9	10	9	9	9	11	10	11	10	11	12	14	13	12	12	10	13	13	13	13	13	14	14	13	16	15	16	16	17	17	18	17	18	19	17	22	24	3	0	2	0	14	2	3	1	6	8	14	11	1	3	1	11	8	12	11	7	15	8	11	14	13	9	20	19	12	24	12	15	12	23	24	24	29	23	5	25	34	39	17	24	19	31	39	28	29	37	33	33	26	47	39	40	43	43	29	49	36	40	39	39	43	63	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	2	1	3	2	2	1	2	1	2	3	1	4	3	2	1	4	3	1	2	4	3	2	1	5	3	2	2	2	2	2	1	2	3	2	1	2	2	3	3	3	3	3	3	3	3	5	2
13500	-605.766196296693010	-603.582179269674157	-2.184017027018829	0.000873646903614	0.000100111990988	0.114590906891454	0.479777835345282	2	-1	1	1	3	1	3	3	4	5	5	4	5	4	4	3	6	7	5	4	5	6	8	7	7	7	8	9	11	9	11	9	7	9	11	11	9	11	12	13	13	11	12	11	13	14	12	14	13	13	14	14	15	16	16	14	16	16	18	18	16	18	20	19	22	22	3	0	2	0	3	2	3	1	1	16	9	8	7	5	1	3	21	15	5	7	3	21	5	11	21	14	1	21	10	16	34	7	21	21	19	18	12	32	11	38	44	30	35	27	31	45	34	29	18	18	24	37	41	11	53	36	12	35	25	45	40	18	29	25	49	18	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	2	1	1	1	4	3	4	3	1	3	1	2	3	2	2	1	4	2	2	1	1	2	1	1	1	2	3	4	4	2	1	6	1	1	5	2	4	2	1	6	5	6	3	4
14000	-578.919263913606187	-576.803819349083597	-2.115444564522612	0.000533017917309	0.000065393546312	0.122685456133611	0.493109548602631	1	0	3	0	2	2	2	4	4	4	4	3	4	4	3	4	8	8	3	5	6	7	8	5	6	9	7	9	11	10	10	10	8	8	12	10	10	11	13	12	13	13	12	12	13	13	12	12	11	14	14	14	14	16	16	16	16	17	17	18	15	19	20	19	21	22	2	0	1	0	1	2	1	6	2	1	19	5	7	5	7	12	8	11	5	7	15	8	11	19	5	33	21	25	28	34	24	25	5	3	28	24	11	18	5	12	31	37	18	34	5	49	23	34	5	36	43	40	29	18	38	34	5	41	49	34	40	41	39	40	60	61	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	2	1	2	1	2	2	1	2	1	1	2	1	1	2	2	2	4	1	2	2	2	5	4	1	2	2	2	7	1	2	2	5	2	1	2	1	4	3	4	7	2	4	5	2	2	2	5	2	3
14500	-577.040639748512149	-575.012797607954326	-2.027842140557823	0.000783232141364	0.000105338794898	0.134492431215000	0.472909979510415	1	0	1	2	2	2	2	4	4	4	4	3	5	4	3	4	7	8	5	7	5	7	8	6	8	7	7	10	9	9	10	10	10	9	12	10	10	10	12	12	13	13	13	12	12	12	14	12	14	12	14	11	14	17	15	16	16	17	16	19	15	18	20	20	23	23	2	0	2	0	1	2	2	6	2	15	15	5	9	5	7	12	10	10	16	15	9	1	5	5	17	3	9	11	6	18	26	18	25	17	26	12	18	11	17	24	36	23	38	33	27	23	40	28	38	23	23	30	17	41	49	23	34	61	33	33	49	39	53	35	53	61	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	2	1	2	1	3	3	2	1	3	2	2	5	1	1	1	1	1	3	3	1	4	2	2	1	3	2	1	3	3	1	2	3	2	2	1	4	3	1	5	3	1	3	4	1	4	3	3	3	3
15000	-594.436474115973169	-592.465756208199537	-1.970717907773585	0.000837293155368	0.000119957000199	0.143267623089556	0.425370666064993	1	0	2	1	2	2	2	3	4	5	5	4	6	5	5	4	7	7	4	6	6	8	8	6	8	9	7	10	10	9	10	9	10	7	10	10	8	10	12	12	13	14	12	13	11	14	12	14	14	13	14	14	14	15	16	15	17	16	17	17	16	18	21	18	21	24	2	0	2	0	1	1	1	7	1	7	5	3	19	12	8	5	8	2	5	15	7	18	11	15	2	24	10	32	17	12	14	7	30	15	24	11	14	34	23	24	36	18	11	34	37	35	19	29	36	34	34	32	36	44	31	31	55	30	47	15	40	34	47	46	42	47	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	3	1	1	2	1	1	1	4	1	1	1	2	2	3	4	1	1	2	3	2	2	2	3	1	4	2	2	1	3	4	2	2	3	4	2	2	1	3	2	1	3	3	5	2	5	4	2	3	5
15500	-623.593970007908297	-621.560184013247294	-2.033785994660953	0.000866700353649	0.000115818865018	0.133631957724169	0.477091967568696	1	0	3	1	2	2	3	3	5	3	4	5	5	4	4	2	6	8	6	6	7	7	8	6	6	8	7	10	12	9	10	9	9	9	10	9	10	10	11	10	14	13	13	12	12	14	13	12	14	12	13	13	14	15	13	15	15	17	18	19	17	19	19	19	23	25	2	0	2	0	1	2	1	1	7	1	3	1	7	16	7	1	8	19	11	2	24	10	27	5	11	22	8	20	23	1	14	15	27	22	24	11	25	24	34	27	35	16	33	11	35	31	23	35	47	24	27	26	33	1	32	31	13	31	57	27	49	5	46	34	46	37	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	3	1	2	1	2	1	1	2	3	2	4	3	3	1	1	2	3	3	2	1	1	2	5	2	4	1	4	2	2	1	3	4	2	2	6	2	1	3	4	2	6	2	11	3	5	4	7
16000	-594.939781136528381	-592.595044065513548	-2.344737071014849	0.000623633069237	0.000061533333530	0.098669131842622	0.332895899032274	1	0	2	0	3	3	3	2	5	4	5	2	5	4	4	5	7	8	6	7	6	8	8	6	8	8	7	8	10	10	11	8	10	8	11	9	10	9	12	11	12	13	12	13	11	13	14	14	13	12	13	14	14	16	15	17	16	16	17	19	17	18	20	20	22	25	2	0	1	0	12	8	1	1	7	2	8	1	7	5	1	10	8	21	14	7	3	10	11	10	12	5	7	24	10	26	5	15	14	17	25	21	24	10	29	34	5	25	23	45	21	25	33	25	10	28	5	11	25	27	36	52	41	36	34	10	55	26	40	33	33	40	1	1	1	1	1	1	1	1	1	3	3	1	1	1	2	1	3	1	1	2	2	2	1	1	4	3	3	1	3	1	5	2	2	1	2	2	3	2	1	2	5	2	1	1	2	3	2	3	6	2	5	4	4	4	3	2	2	4	5	10	1	4	3	3	7	10
16500	-589.879665736767720	-587.869613732554171	-2.010052004213533	0.000762252602857	0.000104523737168	0.137124801905061	0.448596568175449	2	0	1	2	3	3	2	4	5	2	4	5	5	4	4	5	7	7	5	6	6	7	9	4	7	7	6	9	12	8	10	8	8	9	11	11	10	10	10	12	14	13	12	12	11	12	11	14	13	13	13	15	15	14	15	17	16	17	17	17	15	17	19	19	20	23	2	0	2	0	3	3	2	1	15	3	1	2	7	5	10	5	9	19	5	2	8	8	12	6	19	14	7	27	8	6	20	15	27	19	19	34	20	27	6	19	38	47	34	11	28	37	5	28	37	11	37	28	40	43	39	29	41	35	54	27	18	40	52	50	54	34	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	2	3	1	1	2	2	2	4	2	2	2	1	2	3	1	3	2	3	4	2	1	2	5	2	1	3	4	2	3	1	2	2	2	2	3	1	3	2	5	5	2	2	2	4	7
17000	-600.880626946550365	-598.518112424098490	-2.362514522451827	0.000860755162133	0.000083601101208	0.097125297513054	0.539950088401213	1	0	2	2	2	3	2	4	4	4	4	5	5	3	5	5	5	7	6	7	6	8	8	6	6	9	6	10	11	9	11	9	7	10	12	11	11	11	10	12	14	12	13	12	12	13	13	13	14	13	14	14	13	17	14	15	16	17	17	18	15	17	20	21	23	23	2	0	2	0	1	5	1	7	3	3	3	7	7	1	7	10	8	12	16	13	8	1	33	11	9	5	15	16	39	11	26	1	5	6	26	18	34	5	22	22	36	21	23	28	34	19	11	34	36	26	12	36	22	49	29	34	43	22	31	59	24	41	41	54	28	38	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	3	1	3	1	1	1	5	2	3	2	2	1	3	1	1	2	2	3	2	1	3	5	2	1	2	5	2	2	1	1	2	2	3	4	1	5	1	3	2	8	5
17500	-628.184656423511683	-626.151104633195359	-2.033551790316294	0.000843935563792	0.000112805226473	0.133665686472617	0.490435496958129	0	-2	3	1	2	2	1	4	3	5	2	4	5	4	4	3	8	7	5	6	4	7	8	6	8	8	6	9	11	9	11	9	9	9	11	11	10	11	12	10	13	13	13	11	13	12	13	12	14	14	13	14	13	15	13	16	16	15	16	16	17	18	20	19	21	25	2	0	5	0	1	2	1	5	7	1	1	5	7	3	7	5	8	9	11	21	9	7	12	13	24	7	10	20	24	3	23	18	5	14	30	28	33	34	23	24	38	29	39	19	29	34	17	29	45	46	31	5	30	42	40	29	51	45	41	33	9	30	6	45	29	39	1	1	1	1	1	2	1	1	1	2	1	1	2	1	1	1	2	2	2	1	1	3	2	1	1	3	1	2	3	3	2	1	4	3	1	1	1	2	2	1	1	2	1	3	1	2	2	1	1	1	1	5	2	1	2	3	1	1	1	4	7	4	7	3	5	6
18000	-586.234062265650778	-584.201703142241058	-2.032359123409712	0.000701714919102	0.000093915890348	0.133837670814703	0.505968860933665	1	-2	1	1	2	2	2	4	4	5	5	5	5	4	4	5	8	7	6	6	6	7	9	7	6	8	7	9	11	9	11	9	10	8	11	10	10	10	13	12	14	12	11	13	12	13	13	13	13	14	14	15	14	16	16	17	15	17	16	18	14	18	20	17	22	25	2	0	2	0	3	2	1	7	3	9	14	6	7	5	7	5	8	11	14	13	12	9	11	11	14	13	10	24	24	11	18	21	18	16	34	12	18	25	25	16	26	36	30	35	38	28	11	18	18	24	5	23	23	39	34	28	44	18	35	59	29	56	64	50	38	63	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	2	3	2	1	1	1	2	2	1	1	2	1	1	3	2	2	1	1	1	2	3	2	2	2	4	5	1	1	2	1	2	4	3	3	3	7	3	4	2	4	4	1	6	3	1	2	1	2	2	5	3
18500	-600.180710050394396	-597.969249187391028	-2.211460863003318	0.000863709739482	0.000096383349047	0.111592291531968	0.427866396637268	1	0	3	2	2	2	2	4	5	4	4	4	5	5	5	5	7	7	5	6	6	6	8	5	7	9	6	9	10	10	12	9	10	10	12	10	10	11	11	13	14	13	12	12	12	14	14	12	13	12	11	13	15	15	15	17	16	17	17	19	17	17	19	20	22	25	2	0	5	0	1	1	1	2	6	1	6	5	3	2	7	12	19	12	5	19	19	8	25	5	16	18	9	19	23	24	11	1	6	7	30	19	19	28	12	29	6	32	28	37	11	26	28	32	36	32	28	26	45	47	14	42	25	19	39	45	31	54	40	57	25	47	1	1	1	1	1	1	1	2	1	2	1	1	1	3	1	1	1	1	2	1	1	1	1	1	1	2	1	2	1	1	4	4	4	5	1	2	2	1	2	2	6	1	2	1	3	4	3	2	1	2	1	2	2	1	4	3	4	4	4	5	3	1	3	2	9	4
19000	-551.915533540224828	-550.086022889447008	-1.829510650777868	0.000683974466373	0.000116187529043	0.169871149809396	0.512299051676054	0	-2	3	2	2	3	3	4	4	5	5	4	5	5	4	5	7	8	5	6	7	8	7	6	7	8	7	8	10	10	12	9	8	10	12	11	10	11	11	12	13	13	12	12	12	14	14	11	12	13	13	14	14	16	16	16	16	17	17	19	17	18	19	20	22	22	2	0	5	0	1	5	1	5	7	3	6	5	15	12	3	7	8	11	5	15	15	8	19	5	11	24	10	19	19	7	29	21	24	19	19	34	28	11	33	33	24	38	30	34	29	37	49	28	12	45	38	18	35	52	49	35	52	45	29	54	25	49	51	33	23	63	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	2	1	1	2	2	2	1	1	1	1	2	2	2	1	1	1	2	3	1	2	3	2	2	3	1	1	1	2	3	1	1	3	1	1	3	1	1	2	1	2	3	4	2	5	4	2	5	6	2
19500	-532.642362935472761	-530.759241779740364	-1.883121155732447	0.000533911149004	0.000084789512886	0.158808283071998	0.507259348809177	1	0	2	2	2	3	2	3	4	4	5	4	5	4	5	5	7	7	5	7	6	7	7	6	8	8	8	8	10	10	12	8	9	9	11	10	10	11	12	12	13	13	12	12	13	14	13	11	14	13	13	13	15	16	15	13	17	18	16	18	16	18	20	20	23	23	2	0	1	0	1	3	1	3	2	3	8	5	7	5	9	9	9	11	5	15	3	2	5	19	21	18	15	24	22	34	34	15	18	25	34	23	24	34	25	25	33	37	30	38	22	50	30	28	18	35	25	11	29	25	41	37	41	33	40	39	40	40	57	25	59	59	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	2	1	1	3	4	2	1	1	1	2	1	2	1	2	1	1	1	1	2	2	1	2	2	3	2	1	1	3	1	2	2	3	2	3	4	3	5	1	1	3	3	2	2	2	3	1	5	3	3
20000	-588.347513830738080	-586.365110360050721	-1.982403470687388	0.000702398429494	0.000099315027993	0.141394148709263	0.566529001759859	1	-1	1	1	3	3	2	3	4	4	4	4	3	5	4	2	8	7	5	7	6	8	9	7	8	9	8	10	10	10	11	10	9	9	11	10	10	10	13	13	12	14	13	11	9	13	14	14	13	12	14	14	14	17	15	15	16	18	18	18	17	18	20	19	22	21	2	0	2	0	16	2	1	3	7	2	2	1	7	8	7	3	3	5	5	7	8	8	20	16	12	3	13	5	20	20	11	24	5	20	18	12	19	17	19	14	36	39	23	45	7	37	33	26	30	31	49	12	25	51	40	35	34	28	53	41	48	53	28	51	58	36	1	1	1	1	1	3	1	1	1	2	4	1	1	1	1	1	3	1	1	3	2	2	1	3	3	3	3	3	1	2	3	1	3	1	2	2	2	1	5	4	1	1	2	1	2	2	3	3	2	1	1	4	4	2	1	3	3	3	2	4	1	2	5	2	2	5
20500	-606.293921015129513	-604.197571237698867	-2.096349777430603	0.000711871682192	0.000089060826353	0.125107977435977	0.434878208484517	1	0	2	1	2	2	2	3	4	5	4	4	6	5	4	4	7	7	5	6	6	8	8	6	7	8	7	9	12	7	12	9	10	8	11	9	10	11	13	12	14	13	12	13	12	13	14	14	13	13	14	14	14	16	13	16	13	17	17	18	17	19	20	20	23	23	2	0	2	0	1	2	1	7	5	11	5	5	11	6	7	8	8	5	11	15	3	9	5	10	5	10	7	24	19	14	24	10	19	3	24	27	10	18	27	10	38	34	30	28	37	37	34	42	19	24	5	29	50	47	36	46	29	33	36	25	5	54	43	35	50	50	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	2	2	1	1	1	2	4	1	2	1	4	2	4	1	3	2	2	3	2	1	3	2	3	3	1	2	3	2	1	2	3	1	4	4	6	1	1	1	2	2	1	3	3	6	8	2	2	4	6	6
21000	-561.988425772796518	-560.054653745772498	-1.933772027024026	0.000620876576819	0.000092810527177	0.149483054511473	0.564518741315102	1	-1	1	1	3	2	3	3	4	4	4	5	6	4	5	5	7	8	5	3	7	8	9	7	7	8	5	10	11	9	12	10	9	8	12	10	10	10	13	13	13	14	11	13	11	14	13	13	13	13	14	14	14	16	15	16	14	17	16	18	16	18	20	19	20	24	2	0	2	0	3	3	3	3	20	5	2	20	11	5	1	1	8	21	20	2	16	8	15	27	20	17	3	24	38	15	24	13	19	15	24	18	16	18	34	5	18	37	36	16	26	48	33	35	16	25	39	28	40	34	38	42	33	33	44	15	40	26	44	60	39	60	1	1	1	1	1	1	1	1	1	1	2	1	1	1	3	3	2	1	1	2	1	3	1	1	2	1	2	2	1	2	3	2	2	1	2	1	2	1	2	4	4	2	1	5	2	1	2	1	4	3	1	1	1	4	2	1	2	4	2	5	1	4	2	1	3	3
21500	-602.551459186735201	-600.539083997463649	-2.012375189271502	0.000716520085154	0.000098002820629	0.136776096942902	0.522518088495365	1	-1	1	0	2	1	3	3	3	4	3	4	4	5	4	5	6	7	5	7	6	7	8	6	6	9	8	8	11	8	10	9	10	10	12	11	10	10	12	12	14	14	12	11	11	12	13	10	13	13	13	12	14	15	16	17	17	16	17	18	17	17	20	20	20	22	2	0	2	0	1	2	3	6	1	5	1	11	7	12	7	12	8	6	11	21	7	9	21	11	14	14	17	14	34	19	21	24	5	17	11	26	28	23	25	5	34	33	36	23	25	45	21	24	24	26	14	22	29	11	49	49	41	40	31	21	44	44	34	47	18	58	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	1	1	3	2	1	1	1	2	1	1	1	1	2	2	4	2	6	2	1	1	2	4	2	2	1	3	2	1	3	2	4	2	4	2	2	6	2	2	2	1	3	3	2	3	5	4	6	3
22000	-573.612284361723368	-571.607751368828417	-2.004532992895006	0.000708966672818	0.000097808539258	0.137959290624070	0.497876980731635	1	0	1	0	3	1	3	4	4	5	3	4	6	5	4	5	8	7	6	5	7	6	9	5	5	9	7	9	10	9	10	10	7	9	11	11	10	11	13	13	14	12	12	12	12	14	12	13	12	13	13	14	15	16	15	17	16	16	17	17	16	17	21	19	23	22	2	0	2	0	1	2	1	3	7	11	3	5	20	5	7	5	27	25	14	7	9	8	12	11	12	21	2	27	9	3	27	7	19	21	30	9	28	11	25	30	5	28	11	19	19	45	18	31	36	18	23	31	51	25	36	54	43	9	33	45	36	45	54	51	61	57	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	3	1	1	1	4	1	2	4	2	3	1	1	1	3	1	3	4	3	5	1	4	4	3	1	2	2	1	3	2	2	1	4	2	1	3	6	5	2	2	3	3	4	3	2
22500	-582.957360821581119	-580.887515959873099	-2.069844861707999	0.000756839125939	0.000097333160563	0.128604821324473	0.548324031177044	1	0	2	2	2	3	2	3	4	5	4	4	6	4	4	4	7	7	5	5	7	8	9	6	8	8	7	9	11	9	12	10	10	9	11	10	11	10	12	13	13	14	12	12	12	13	14	13	13	13	14	15	14	15	16	16	16	16	17	18	18	17	18	21	21	25	2	0	2	0	1	7	2	2	7	14	3	8	7	8	8	5	9	11	11	7	7	12	16	11	19	1	7	11	12	5	25	1	14	14	33	14	5	5	18	36	38	50	33	25	25	33	39	24	45	35	16	28	33	45	36	28	25	40	41	48	55	44	57	58	59	61	1	1	1	1	1	1	1	3	1	1	1	1	2	1	1	1	1	2	1	1	2	2	4	1	1	3	3	2	4	3	2	2	3	2	1	4	6	5	3	2	1	1	1	2	2	2	1	4	1	2	5	3	2	2	2	3	4	1	2	3	1	2	1	3	2	3
23000	-565.756713156893284	-563.765817558883214	-1.990895598010118	0.000632017849104	0.000088519723346	0.140058897816609	0.486536062451858	1	0	2	1	2	2	3	4	4	5	4	4	6	5	5	5	8	8	5	7	6	8	9	7	7	9	7	10	10	9	12	7	9	8	12	11	11	9	12	13	12	13	11	13	11	13	12	12	13	13	13	14	15	16	16	16	15	15	16	17	17	18	19	20	21	23	2	0	2	0	1	2	1	6	3	9	7	5	7	5	7	5	11	10	11	11	15	9	16	16	6	10	3	11	16	10	12	16	34	27	24	25	19	25	11	33	29	37	24	39	5	37	28	23	11	26	36	35	45	52	29	45	23	40	35	33	40	61	35	49	52	60	1	1	1	1	1	1	1	1	1	1	1	2	2	2	1	2	2	1	1	2	1	2	2	1	3	3	3	3	2	2	4	1	1	1	4	2	3	1	3	2	1	1	2	1	5	1	2	1	4	2	1	1	2	1	3	3	4	1	2	5	2	1	3	2	5	3
23500	-567.206785549552251	-565.279048541351926	-1.927737008200381	0.000752352848618	0.000113261475026	0.150543026765149	0.475918081679379	1	0	2	2	2	3	2	3	5	4	5	4	5	4	4	3	8	6	5	6	6	6	7	7	8	8	7	10	11	9	11	10	10	9	11	10	10	9	12	11	14	14	13	12	11	13	12	13	12	11	14	15	14	15	15	16	16	17	17	18	17	17	19	21	22	24	2	0	2	0	1	5	1	5	6	16	8	5	2	5	3	5	20	5	5	7	13	19	11	13	27	19	8	13	12	11	11	1	26	6	11	13	26	27	33	30	24	37	35	36	30	19	19	47	25	20	31	25	34	40	49	47	32	49	18	32	19	32	31	51	30	34	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	2	2	2	1	1	1	1	1	2	2	2	3	2	3	4	1	4	3	2	1	1	1	1	4	3	2	1	1	5	4	1	2	2	2	4	3	2	2	2	5	2	4	3	5	3	4	4	6	9
24000	-579.485955742025453	-577.203634877067088	-2.282320864958376	0.000805553256005	0.000084105792868	0.104407489189056	0.439408019657998	1	0	2	0	3	2	2	4	4	4	3	5	5	4	5	5	8	8	4	5	7	6	8	5	7	5	7	8	12	10	11	8	9	10	11	11	11	11	13	12	12	13	11	13	12	14	12	12	13	12	13	14	14	16	16	16	15	17	17	18	17	16	21	18	22	22	2	0	2	0	1	2	1	7	3	7	1	5	7	11	9	5	2	3	11	7	8	2	22	5	24	14	22	24	35	22	24	22	15	12	24	9	24	17	6	5	11	30	23	34	17	42	37	18	5	34	28	33	40	37	49	50	26	5	37	34	28	28	37	30	44	18	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	3	3	1	2	1	3	1	1	1	1	1	2	1	3	3	1	2	3	3	2	3	2	3	3	4	2	1	2	1	1	1	2	4	1	3	2	1	2	2	2	5	7	3	4	4	3	4	4	4	5
24500	-638.987107331103061	-637.059894079571791	-1.927213251531271	0.000797169675675	0.000120082162746	0.150635638070510	0.409326333664000	1	0	3	1	2	3	2	4	5	5	5	4	5	4	4	4	7	7	4	6	3	7	8	5	6	7	7	10	9	8	11	10	9	9	12	11	10	11	12	12	14	12	11	13	12	13	11	13	13	13	14	14	12	15	14	16	16	15	15	18	17	17	21	21	22	23	2	0	1	0	1	5	1	6	19	16	6	7	7	5	7	5	12	9	5	12	7	10	11	8	11	19	12	24	10	12	16	7	26	26	5	5	5	2	18	11	14	24	12	28	11	28	29	19	11	5	33	25	18	37	29	47	44	44	48	44	43	38	45	33	57	42	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	4	2	2	5	3	1	1	5	4	4	4	4	3	5	3	3	2	4	2	1	3	4	5	2	3	2	2	2	3	2	1	1	2	5	3	6	5	3	4
25000	-598.261640925599295	-596.274816454672759	-1.986824470926559	0.000620948756135	0.000087365196383	0.140696306289525	0.472774733742858	0	-1	1	1	2	3	1	4	4	4	4	4	5	4	3	4	6	7	6	6	6	7	8	6	7	9	8	9	12	9	11	9	9	9	12	10	10	10	13	12	13	13	12	12	13	13	14	14	12	13	13	15	14	17	16	17	15	17	17	19	17	18	20	19	21	24	2	0	1	0	3	7	1	7	6	3	7	5	15	5	5	5	8	5	16	15	13	8	19	5	5	12	21	5	26	24	6	10	19	16	24	19	19	25	36	15	25	31	36	34	49	24	23	28	34	28	31	31	31	44	39	41	19	31	33	29	31	50	49	54	60	65	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	2	1	1	1	1	1	1	2	3	1	2	2	1	3	3	2	3	3	2	2	1	1	6	4	1	1	2	1	3	3	3	2	3	1	1	2	3	3	2	6	3	3	4	3	3	4	1	1	2
