step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68
38000	-455.683651164390312	-454.302214949235633	-1.381436215154662	0.000116796096550	0.000085770693064	0.734362667912485	0.456459149362771	-1	1	1	3	3	7	5	5	7	6	10	9	9	9	9	9	10	11	9	11	11	10	11	11	11	12	13	11	12	13	14	14	14	13	12	13	15	16	15	15	17	17	18	17	17	17	18	19	18	21	20	20	21	21	22	20	19	23	21	21	22	24	20	23	23	24	30	31	0	1	1	2	2	4	2	5	3	5	15	1	7	6	10	6	15	8	9	9	11	12	8	6	19	13	13	1	11	16	24	25	16	8	24	28	30	33	20	29	35	16	38	32	22	30	16	32	38	48	29	44	63	63	38	35	0	41	38	48	63	65	37	50	54	0	50	29	1	1	1	1	1	2	2	1	3	1	1	4	2	1	2	2	1	4	1	3	1	1	4	2	1	1	2	5	1	2	2	1	3	4	1	1	1	1	2	1	2	3	1	1	2	2	3	3	1	2	5	2	1	1	3	5	1	3	3	1	1	1	3	1	1	1	4	10
38500	-419.145587052139945	-417.777234935057777	-1.368352117082185	0.000157513708472	0.000104617403733	0.664179675201343	0.465426372266020	-1	0	2	3	4	6	5	7	6	7	9	8	9	11	9	9	10	10	11	11	11	11	11	11	10	11	13	12	11	14	13	13	11	14	13	15	14	16	16	16	15	16	18	16	17	18	17	18	19	19	18	20	21	22	21	20	21	23	21	22	22	23	23	24	25	23	30	31	0	1	2	1	3	5	3	6	4	7	10	4	10	6	9	8	8	9	6	13	17	16	16	16	5	18	14	16	12	17	14	26	8	23	17	33	18	34	41	30	14	4	30	34	39	30	31	40	23	40	17	51	48	55	40	15	0	53	24	44	32	45	43	61	63	0	61	64	1	1	1	2	1	1	3	1	2	1	1	2	1	2	2	1	1	3	2	1	1	1	1	1	2	1	1	1	1	2	2	2	2	1	2	2	2	1	1	1	3	6	2	1	1	3	2	1	5	1	4	1	1	1	3	4	1	1	5	5	5	3	3	1	1	1	3	4
39000	-432.175490941781220	-430.814408253786155	-1.361082687995075	0.000144093768149	0.000079836411961	0.554058742352043	0.450437911741807	-2	0	1	3	4	7	5	6	7	7	9	8	7	10	11	9	9	11	9	11	11	10	10	12	12	12	12	12	12	11	12	13	13	13	13	14	16	17	15	16	15	13	18	18	16	18	18	18	18	20	19	21	19	21	21	21	21	22	19	22	23	20	22	24	24	24	30	32	0	1	2	1	4	5	3	3	7	7	13	7	7	12	6	10	6	13	7	13	11	13	17	6	10	19	7	8	15	8	22	25	16	12	30	31	28	20	23	19	31	30	28	24	29	37	17	45	39	59	27	47	11	48	59	35	0	51	16	62	55	42	47	52	59	0	38	54	1	1	1	4	1	1	1	2	1	2	2	1	1	1	3	1	1	2	1	2	1	2	1	3	3	1	3	2	1	3	1	1	2	2	1	1	2	5	3	4	3	1	3	2	2	1	5	1	2	1	3	2	4	2	1	4	1	2	5	1	1	3	1	1	3	1	7	6
39500	-422.560974374388081	-421.179536064043646	-1.381438310344443	0.000128570256678	0.000094418414812	0.734372142135147	0.439213411424560	-1	1	1	3	4	7	4	7	5	7	9	9	7	12	10	9	11	11	10	12	11	9	11	12	13	12	12	12	12	14	12	12	14	14	12	15	15	17	15	13	14	16	19	17	17	17	19	18	18	21	20	21	20	21	21	21	20	22	22	22	23	21	23	23	24	24	29	31	0	1	1	3	3	1	3	4	4	4	10	1	1	13	11	2	2	7	8	11	19	9	8	9	11	19	10	19	19	21	18	5	16	26	23	16	25	33	34	9	26	3	34	28	25	26	33	11	45	51	42	51	20	31	43	17	0	51	42	14	57	49	50	56	61	0	42	42	1	1	1	1	1	3	1	1	2	2	1	6	3	3	1	3	5	3	1	1	1	2	2	4	2	1	2	1	1	1	1	5	3	1	1	3	1	2	1	3	1	7	3	3	2	3	2	5	1	1	2	1	3	5	1	4	1	1	3	5	2	2	1	2	1	1	6	8
40000	-457.446057246592943	-456.082737041893040	-1.363320204699882	0.000140457582231	0.000087407721673	0.622306893542325	0.402432582551676	-2	0	2	3	5	7	5	6	6	5	9	8	8	11	10	8	10	11	10	8	11	11	10	12	13	12	12	13	11	14	14	13	10	14	14	15	13	16	15	15	16	16	19	17	18	17	18	17	18	21	19	20	19	20	22	21	20	21	21	22	23	23	23	24	25	24	27	32	0	1	2	1	4	4	2	2	2	1	8	7	3	4	2	7	7	13	8	5	11	9	16	15	5	15	17	29	6	3	18	5	8	29	18	16	22	2	18	32	31	14	36	24	22	8	35	35	23	38	38	27	29	42	43	9	0	41	30	52	46	48	59	62	55	0	50	61	1	1	2	2	1	2	2	4	2	3	2	2	3	3	5	2	2	2	2	2	1	2	1	1	4	1	1	1	2	4	2	3	2	1	1	4	1	7	1	1	1	3	3	2	4	5	1	1	5	3	2	4	5	2	1	6	1	4	3	1	3	3	1	1	2	1	3	5
40500	-453.618801432386022	-452.256410646922120	-1.362390785463924	0.000149250391747	0.000091187470264	0.610969721396839	0.542231422439207	0	1	2	3	5	8	6	6	7	8	9	7	8	11	10	10	10	8	9	10	10	8	12	11	12	13	13	12	13	13	14	12	14	14	12	12	15	16	15	15	16	16	18	16	17	18	18	18	17	20	19	20	20	21	22	21	19	22	19	22	24	23	23	25	24	24	30	31	0	1	1	3	4	8	2	1	2	4	10	1	2	7	11	1	12	9	13	11	10	12	22	5	12	36	11	17	21	19	24	20	25	21	20	17	36	34	32	17	21	23	36	7	42	33	42	39	34	36	41	59	44	48	50	50	0	17	27	23	48	50	57	62	63	0	61	29	1	1	1	1	2	1	3	2	3	3	1	3	4	2	1	4	1	1	1	1	1	1	2	2	3	1	3	1	1	2	1	1	1	2	1	2	2	1	1	1	4	3	3	4	1	2	1	2	1	4	2	1	2	1	1	1	1	5	2	3	3	1	1	1	1	1	2	7
41000	-413.196220869853562	-411.832108002201210	-1.364112867652370	0.000125500957306	0.000079128076065	0.630497788731199	0.578235129916436	-1	1	2	3	3	8	4	6	6	5	8	9	8	12	10	8	10	10	9	11	11	11	11	12	13	13	12	12	12	14	13	13	14	13	12	14	15	15	14	16	15	17	18	16	17	18	17	18	18	20	19	18	21	21	19	21	20	22	21	23	23	23	23	24	23	25	30	31	0	1	2	2	2	3	5	10	7	4	10	16	9	23	9	8	10	11	5	13	18	19	13	10	11	11	17	9	20	26	15	21	34	12	20	17	27	34	21	26	19	36	14	31	10	38	33	37	30	40	15	41	51	19	26	24	0	14	55	54	51	59	51	65	56	0	64	64	1	2	1	1	1	2	1	1	1	1	2	1	1	1	2	1	2	1	4	1	1	1	1	3	3	2	1	3	1	1	2	1	1	2	1	2	2	1	1	1	3	2	2	1	6	1	2	1	3	1	3	1	1	4	2	4	1	5	2	1	1	1	2	1	1	1	4	4
41500	-446.118694212491391	-444.736433126020131	-1.382261086471240	0.000161546151687	0.000119231628008	0.738065418227610	0.589651848943641	-2	1	2	3	5	7	5	6	6	6	10	9	8	11	11	10	8	10	10	11	8	11	12	12	11	9	12	12	13	14	14	14	14	13	13	12	13	15	15	16	17	16	17	17	18	17	18	18	18	21	18	20	19	21	21	20	20	22	22	22	23	22	21	24	24	24	27	31	0	1	2	3	4	8	1	2	5	5	8	6	2	21	21	10	10	13	26	21	10	21	14	11	21	21	7	8	14	36	24	21	22	36	27	5	18	34	28	35	29	31	23	40	44	34	33	42	33	57	11	23	48	38	49	31	0	23	42	52	52	32	56	56	45	0	54	39	1	2	1	1	1	1	2	2	1	1	2	1	3	1	2	3	1	1	1	2	1	1	1	1	1	1	3	3	1	1	1	4	1	1	1	3	1	1	2	2	3	2	3	1	1	2	1	1	2	1	3	3	1	3	2	2	1	3	3	1	1	3	1	1	3	1	2	7
42000	-428.404198478038268	-427.043354420457604	-1.360844057580658	0.000174234201833	0.000098670255141	0.566308188074704	0.548791476154585	-2	0	2	3	4	7	6	6	6	7	9	8	8	11	10	10	11	10	10	11	12	9	10	12	12	12	10	10	13	14	13	13	12	12	13	14	14	14	16	16	16	16	18	15	17	16	18	17	19	19	20	19	20	20	21	20	20	22	20	22	24	23	23	25	24	23	29	30	0	1	1	2	3	2	2	2	4	4	6	10	5	6	10	12	27	10	13	23	27	7	8	27	17	11	10	8	28	16	12	14	12	16	26	29	33	34	38	25	29	15	38	34	35	33	44	41	37	29	41	48	47	38	38	44	0	51	45	44	63	56	55	55	56	0	15	35	1	1	2	2	1	4	4	2	2	1	1	1	3	2	2	1	1	1	1	1	1	1	3	1	1	2	1	1	1	2	3	1	2	1	1	1	1	1	1	2	1	4	1	2	2	2	3	1	2	3	2	1	1	3	2	3	1	1	2	4	1	1	1	2	2	1	11	6
42500	-439.068612751504531	-437.700962795181454	-1.367649956323088	0.000164905481785	0.000081199349708	0.492399335841790	0.680474207374118	-1	0	1	2	5	8	6	6	7	7	8	8	9	10	10	6	9	10	11	10	11	9	11	12	11	12	12	11	12	12	13	14	12	14	13	13	16	15	14	15	13	16	17	17	18	18	18	18	17	21	19	21	21	21	21	22	20	22	21	21	23	24	23	24	24	24	29	30	0	1	1	2	4	5	1	4	7	8	8	16	10	11	12	4	12	10	20	6	18	10	8	17	11	17	25	8	15	15	25	25	4	24	30	28	34	29	27	35	6	30	34	42	44	42	33	19	30	48	19	46	7	43	57	53	0	21	47	26	60	38	55	53	63	0	50	63	1	1	2	1	1	2	4	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	3	1	2	2	1	2	1	1	1	1	4	1	1	1	2	1	1	1	2	1	1	1	1	1	2	3	3	1	4	2	5	3	1	1	1	4	2	3	1	5	1	2	1	1	3	3
43000	-422.191610664655173	-420.827969674484279	-1.363640990170873	0.000137658582540	0.000086139377686	0.625746510651334	0.568032469970948	-1	0	2	1	4	6	6	4	6	8	10	8	8	12	10	10	10	10	10	9	11	11	11	11	13	13	12	13	11	12	13	13	13	11	12	13	16	15	15	17	16	16	17	17	18	17	18	18	18	20	19	19	20	20	21	21	21	22	22	21	21	23	23	24	23	25	30	31	0	1	4	2	3	8	3	1	5	8	2	7	5	11	10	12	12	10	12	8	13	19	12	10	23	34	13	14	8	21	29	21	16	16	34	24	30	4	36	41	23	33	42	25	33	16	3	42	23	46	17	39	46	39	45	47	0	48	54	31	50	54	52	61	53	0	31	38	1	1	1	1	1	1	2	3	1	2	5	2	2	1	1	1	1	1	1	2	2	1	1	2	1	1	2	1	2	1	1	1	1	1	1	2	2	7	1	1	3	2	1	2	2	3	6	1	3	1	5	2	2	2	1	1	1	2	2	3	1	2	2	2	2	1	9	8
43500	-440.216500002204214	-438.852382011901000	-1.364117990303192	0.000177493177201	0.000091386592891	0.514873835337226	0.435726689939989	-1	1	2	3	5	7	3	6	7	7	9	8	6	11	10	10	11	9	10	11	10	10	11	12	12	12	12	13	12	13	13	12	12	12	12	15	15	15	16	17	16	16	19	18	17	18	18	19	19	21	19	20	21	22	21	22	20	23	21	23	24	23	23	24	25	23	30	31	0	1	2	2	7	7	1	5	3	1	8	8	5	12	9	2	15	7	6	16	6	8	18	21	18	23	21	5	9	24	19	13	12	12	10	19	33	22	27	9	17	28	22	31	37	17	38	25	30	22	41	41	16	57	45	31	0	52	40	35	55	59	39	57	62	0	28	44	1	1	1	1	1	2	2	1	3	4	1	1	1	2	1	4	1	3	1	1	1	2	1	1	1	1	1	4	3	1	1	3	3	2	3	3	1	3	2	5	1	1	3	3	1	4	2	4	2	6	2	2	6	1	2	4	1	1	2	5	1	1	3	3	1	1	11	6
44000	-413.368704242552383	-412.007836963628051	-1.360867278924358	0.000144007507182	0.000081196989913	0.563838590790703	0.504831205030368	-2	1	1	2	4	7	6	6	5	7	10	8	9	11	10	9	11	9	11	11	11	9	12	12	13	12	12	13	12	13	12	13	13	14	13	13	14	16	15	14	16	17	17	16	18	17	19	18	18	20	19	20	19	22	21	21	20	22	22	23	24	23	23	24	25	24	30	32	0	1	1	3	2	2	5	2	2	7	13	7	10	13	8	12	16	10	18	9	13	7	17	6	19	11	8	19	22	22	18	15	22	26	7	8	27	12	30	35	24	2	41	12	36	37	33	31	6	48	42	32	42	40	46	52	0	44	52	53	62	56	20	58	62	0	53	62	1	2	1	1	2	3	1	2	3	1	1	1	1	1	2	1	1	1	1	2	1	2	1	2	1	1	4	1	1	3	1	2	2	1	3	3	1	5	1	1	2	8	1	4	2	2	2	2	5	1	1	3	1	4	2	1	1	2	1	2	1	1	6	1	1	1	7	5
44500	-402.960614658945133	-401.590110676171719	-1.370503982773417	0.000146673029785	0.000099440382554	0.677973194520779	0.605432371292249	-1	0	1	2	4	6	5	7	6	7	10	5	8	12	9	9	10	10	11	11	11	10	11	12	10	12	12	10	13	13	13	14	13	13	13	14	15	17	15	17	16	15	18	16	18	17	17	16	17	20	19	20	20	21	22	21	21	22	19	23	24	23	23	22	25	24	30	31	0	1	1	1	4	4	5	1	7	5	15	1	7	7	8	4	6	7	13	9	4	10	28	9	13	11	25	12	27	17	28	17	18	17	21	14	30	37	34	41	19	31	34	39	41	21	44	42	37	43	41	46	38	50	52	44	0	54	19	56	55	57	39	56	63	0	65	64	1	1	1	1	1	1	1	4	1	1	1	3	1	3	1	6	2	2	1	2	3	3	1	3	2	1	1	2	1	1	2	2	1	1	1	1	1	1	1	1	2	1	2	1	1	3	1	1	1	1	1	2	2	1	1	2	1	1	3	1	1	1	4	1	1	1	1	7
45000	-422.248836817117649	-420.872592538941888	-1.376244278175777	0.000153625940252	0.000109014579544	0.709610495236961	0.654888971957170	-2	0	1	3	3	7	4	7	5	7	10	8	9	12	10	9	10	10	10	10	11	10	11	12	12	12	13	10	13	13	14	13	11	13	13	15	15	16	15	16	16	16	17	16	16	19	19	18	18	20	19	19	20	22	21	20	19	22	21	22	23	24	24	23	24	24	31	29	0	1	2	3	3	4	2	1	5	5	6	2	6	15	6	7	8	13	5	12	13	10	12	7	21	8	15	4	28	15	14	23	9	14	26	33	19	15	14	31	22	34	14	31	36	33	38	41	38	47	44	27	43	46	48	39	0	51	39	26	43	60	58	55	52	0	64	52	1	1	1	1	1	1	1	4	1	1	2	3	1	1	1	4	2	1	4	2	1	1	1	4	1	3	2	2	2	1	2	2	3	1	1	1	2	3	2	1	2	1	2	1	1	4	2	1	1	1	2	2	1	1	2	2	1	1	2	3	3	1	1	1	2	1	4	7
45500	-424.285410974272054	-422.924460508323932	-1.360950465948134	0.000143266353484	0.000080075635681	0.558928413641865	0.575202873986651	-1	1	2	3	5	8	5	6	7	7	9	9	9	12	10	10	9	7	11	11	11	11	11	12	12	13	12	12	13	13	13	13	14	13	13	14	14	17	15	14	16	17	17	17	17	18	18	18	18	21	18	19	20	22	21	22	20	23	21	21	22	23	22	24	25	24	28	32	0	1	1	3	2	8	4	2	7	7	10	7	1	16	11	5	6	3	17	12	10	12	12	20	10	20	16	3	23	3	25	22	19	24	9	16	29	33	28	30	29	26	39	39	30	28	38	44	26	53	41	51	19	39	53	60	0	44	31	35	45	48	52	61	64	0	55	44	1	1	1	1	1	1	1	4	1	1	1	4	4	1	1	1	1	1	1	1	2	1	1	1	3	1	1	4	1	5	1	1	2	1	3	2	1	2	1	1	2	1	1	1	2	3	1	1	3	1	1	1	5	2	1	1	1	4	5	3	2	3	1	1	1	1	5	7
46000	-425.800339287471559	-424.431814405603461	-1.368524881868082	0.000132765309622	0.000088334551962	0.665343621869334	0.364534432884693	-1	1	1	3	4	8	5	6	6	7	10	7	8	11	9	9	11	10	11	10	11	10	12	12	12	12	11	12	11	14	12	13	13	13	12	14	16	15	15	17	15	17	18	16	17	17	18	17	19	21	19	21	20	21	21	21	19	22	22	22	22	23	22	24	24	24	29	31	0	1	1	2	4	8	4	4	1	8	4	2	4	18	12	1	16	10	6	16	10	12	10	20	18	18	8	15	4	28	7	27	8	14	20	31	35	34	6	17	4	36	38	34	41	39	9	38	44	35	40	27	47	42	24	12	0	40	16	19	49	57	50	61	62	0	63	64	1	1	1	1	1	2	1	2	6	1	4	4	2	1	1	4	1	2	1	1	2	2	3	1	1	2	3	2	5	1	2	1	3	1	1	1	1	1	3	3	7	1	2	2	1	1	5	1	1	5	1	5	1	2	4	5	1	2	6	4	2	2	1	2	1	1	3	3
46500	-428.164143220089215	-426.802502923678389	-1.361640296410801	0.000192572333661	0.000104346373115	0.541855473893246	0.521818696783911	-1	1	2	3	5	7	5	7	6	7	9	8	7	11	11	10	10	9	9	10	11	9	11	12	11	12	12	12	9	11	13	13	14	13	14	14	15	17	15	16	15	16	17	17	17	18	18	18	18	20	19	21	20	22	21	21	19	21	22	23	23	20	23	24	25	24	31	32	0	1	1	1	1	2	2	2	3	5	12	6	3	11	17	6	10	10	10	3	6	10	4	22	17	20	25	30	6	17	22	12	12	8	27	8	27	40	25	21	5	30	33	39	36	8	34	26	34	49	37	57	45	53	57	31	0	24	47	9	55	43	54	51	66	0	60	64	1	1	1	2	2	3	2	2	3	1	1	1	2	1	1	2	2	1	1	4	1	2	2	1	1	1	1	1	2	1	1	2	3	3	1	5	1	1	2	4	4	2	1	1	2	6	3	3	2	1	2	1	2	1	1	3	1	4	2	7	1	1	1	3	1	1	3	3
47000	-456.694543221533195	-455.333507072806810	-1.361036148726368	0.000101775001689	0.000056543586065	0.555574405563414	0.492623237836355	-1	0	1	3	2	7	5	7	6	7	9	9	7	11	9	10	9	8	11	11	11	10	11	12	12	12	12	12	13	13	12	14	14	13	11	15	16	16	14	17	17	17	17	18	16	18	18	18	18	21	19	20	20	19	21	21	20	23	20	22	21	23	23	24	24	23	30	30	0	1	1	3	2	7	2	4	7	4	5	2	5	9	6	4	4	4	11	13	7	10	17	23	3	16	22	1	14	14	11	21	34	11	9	23	19	34	23	5	24	36	23	45	24	31	25	15	37	53	21	33	54	43	40	48	0	26	44	48	51	56	55	50	48	0	31	55	1	1	1	1	1	1	1	2	1	2	4	4	2	2	1	4	4	2	1	2	2	1	1	1	5	1	1	7	2	1	1	2	1	2	2	1	3	1	2	8	3	1	2	1	3	3	3	4	1	1	4	3	1	1	2	2	1	5	1	2	1	1	1	2	2	1	5	6
47500	-436.920796848893929	-435.559618217594220	-1.361178631299715	0.000180317446054	0.000099415749728	0.551337388056331	0.546602260366116	-1	1	1	1	5	6	4	5	6	8	8	8	9	11	11	9	10	8	10	11	11	10	12	12	12	12	12	11	13	14	14	13	13	13	14	14	15	16	16	16	16	16	18	16	17	18	18	18	18	21	20	20	19	20	19	21	20	21	21	21	22	23	23	24	21	22	30	29	0	1	1	1	4	1	2	1	3	7	9	2	6	10	18	2	10	7	13	8	17	16	15	22	17	13	17	19	6	34	24	16	15	23	7	20	27	36	35	14	6	30	41	32	39	38	38	38	34	41	29	49	4	42	48	53	0	40	52	48	51	54	51	51	20	0	35	48	1	1	1	1	2	3	1	3	1	2	1	3	2	1	2	4	1	2	1	3	1	1	1	1	1	1	1	1	3	1	1	1	1	1	6	1	2	1	1	2	5	1	1	1	1	1	1	1	1	2	4	1	9	2	1	1	1	4	1	1	1	2	2	2	5	1	6	4
48000	-416.382916747513775	-415.013317044590792	-1.369599702923011	0.000160323806965	0.000107793937140	0.672351406696528	0.582557414786205	0	1	2	2	5	7	4	6	6	6	8	8	8	10	9	10	10	9	9	10	11	11	10	13	12	13	12	12	13	14	11	14	13	13	12	14	15	15	15	15	16	17	18	18	18	18	17	19	18	20	20	20	20	20	21	20	19	21	20	22	24	23	23	23	24	24	31	32	0	1	1	1	2	8	1	4	4	7	10	2	2	19	8	8	10	7	10	8	10	8	18	20	10	14	20	16	21	14	9	22	16	21	22	16	36	34	22	35	40	25	47	32	32	36	31	49	26	48	44	25	45	45	35	44	0	51	44	39	60	49	47	45	36	0	65	52	1	1	1	1	2	1	3	1	2	1	1	4	4	1	1	2	3	3	1	2	1	2	1	2	3	1	1	1	1	2	2	1	2	1	1	2	1	1	2	2	1	2	1	2	2	2	3	1	2	1	1	4	1	1	3	1	1	1	1	3	1	4	2	2	5	1	4	5
48500	-425.761987231482067	-424.390891752638311	-1.371095478843783	0.000139924908633	0.000066654079274	0.476356067874073	0.515484279589743	-2	0	1	3	4	7	6	6	7	7	9	8	8	11	11	9	11	10	10	10	12	9	11	12	13	12	13	13	12	12	14	14	14	13	13	14	16	16	15	16	16	17	18	18	17	18	17	16	19	21	17	20	21	20	22	21	20	23	21	23	23	23	21	25	24	25	30	30	0	1	2	2	3	7	2	1	7	4	4	10	2	16	13	10	11	5	7	11	11	7	19	18	17	9	18	23	9	16	17	23	30	13	17	16	33	28	21	18	15	37	24	48	36	37	35	39	39	40	41	51	52	39	63	35	0	29	48	19	35	46	42	63	56	0	55	65	1	1	1	2	1	1	2	3	1	2	3	1	3	1	2	1	1	3	2	1	2	2	1	1	1	2	1	1	3	2	2	2	1	2	1	2	1	2	2	3	3	1	2	1	2	1	2	1	1	3	1	1	1	2	1	3	1	4	3	6	4	2	2	3	1	1	4	4
49000	-400.424578887569623	-399.062820684250994	-1.361758203318633	0.000152799826802	0.000091874708137	0.601274949454184	0.566547810255269	-1	1	1	3	5	8	6	5	7	6	8	8	8	11	10	6	10	10	9	11	12	9	12	13	13	13	13	11	10	13	14	13	13	13	14	14	15	15	16	17	15	16	17	17	18	16	18	18	17	20	18	20	20	22	21	18	19	22	21	21	22	22	23	24	23	23	29	32	0	1	1	1	2	1	4	2	7	8	10	8	10	18	12	5	11	6	10	17	7	2	17	14	10	28	10	22	6	17	14	5	15	28	24	23	33	34	21	41	35	36	38	39	42	31	27	36	34	46	17	41	56	50	40	44	0	41	35	56	50	50	40	66	55	0	63	67	1	1	1	2	2	5	1	2	1	1	1	1	1	1	1	1	1	2	2	1	2	3	1	1	3	1	3	1	2	1	1	4	2	1	1	1	1	1	2	1	1	2	1	1	1	1	3	2	3	1	4	3	1	1	2	1	1	3	4	1	1	1	3	1	1	1	4	1
49500	-416.472715419798021	-415.111809876017674	-1.360905543780324	0.000138375407527	0.000080047609789	0.578481474561825	0.612635487683366	-1	1	1	2	4	8	5	6	6	7	10	8	9	11	11	10	9	10	10	11	10	9	11	11	13	12	12	13	12	12	12	14	14	14	13	13	14	15	15	17	16	16	17	15	17	19	19	18	17	19	20	20	19	21	21	21	20	23	22	22	23	23	23	24	24	21	30	31	0	1	1	3	3	9	4	2	5	7	8	8	12	6	7	12	8	10	22	21	17	9	17	21	13	11	21	29	24	12	18	24	12	14	31	14	35	34	29	37	3	29	30	28	44	38	37	45	37	44	40	24	40	20	52	24	0	41	35	56	41	55	56	63	66	0	59	54	1	1	1	1	1	1	2	2	1	1	2	1	1	2	3	1	2	1	1	1	1	1	1	1	2	1	1	1	1	2	2	1	3	1	1	2	1	1	1	2	5	2	2	1	1	2	2	1	2	2	2	3	1	4	1	3	1	4	4	1	4	1	1	1	2	1	4	5
50000	-458.391372687036778	-457.027007433018639	-1.364365254018140	0.000216835838545	0.000137238112108	0.632912497438882	0.488886803997776	-1	1	1	2	4	7	5	6	5	8	7	8	7	9	11	8	10	11	10	11	11	10	12	9	10	12	12	12	12	13	14	14	11	13	13	14	15	15	16	16	16	16	16	18	17	19	18	19	17	20	20	21	21	22	22	20	20	22	21	21	24	22	22	23	24	25	30	31	0	1	1	2	1	1	2	2	4	4	7	7	8	10	25	1	24	10	10	11	13	12	19	16	10	11	19	15	25	28	28	22	12	18	29	18	25	20	33	21	30	12	31	23	27	24	38	43	36	49	42	41	20	53	21	27	0	46	36	42	47	48	42	49	52	0	62	55	1	1	1	1	2	3	2	2	2	2	1	1	1	1	1	4	1	3	1	2	2	1	1	1	1	4	1	1	1	1	1	2	2	1	1	2	2	2	3	2	2	5	1	3	3	5	2	1	1	1	1	3	5	1	5	6	1	2	3	2	2	1	4	3	2	1	3	4
50500	-435.526048446077482	-434.144628333693049	-1.381420112384435	0.000108947089544	0.000079998741050	0.734289840916248	0.552354393072379	-1	0	2	3	4	7	6	7	6	7	8	8	7	11	10	9	9	10	10	12	11	10	11	12	11	12	12	13	12	12	14	14	13	13	14	14	16	16	15	16	14	16	17	17	17	18	19	18	18	21	19	19	19	21	22	21	20	20	21	21	23	23	23	24	23	24	29	32	0	1	2	1	2	4	2	1	5	3	10	4	4	11	16	7	8	10	6	11	11	11	11	21	8	21	7	15	6	15	27	5	17	8	22	5	34	28	18	24	8	36	27	39	24	39	28	15	15	44	44	43	45	48	58	29	0	44	34	44	50	46	56	40	29	0	61	67	1	1	1	2	2	3	3	3	1	3	1	2	2	1	1	1	1	1	2	2	2	1	2	1	2	1	2	2	3	1	1	5	2	2	2	4	2	2	3	2	3	1	3	1	3	1	3	6	4	2	1	1	1	1	1	2	1	1	5	2	1	2	1	4	5	1	4	3
