step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41
62000	-229.384598529888450	-228.021451661936140	-1.363146867952311	0.000079090492915	0.000041390091903	0.523325754811246	0.680388077106234	1	4	2	3	4	4	5	8	6	6	7	7	8	9	10	11	11	12	13	11	13	14	13	14	13	15	15	15	17	14	15	17	16	18	20	19	18	19	21	20	22	0	3	1	1	1	3	5	10	0	7	10	9	9	9	12	10	0	14	18	8	20	19	18	20	20	24	25	24	24	10	21	23	21	27	27	29	25	33	18	23	36	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	2	2	1	1	1	1	1	1	1	1	5	2	2	2	2	2	1	2	1	4	4	2
62500	-226.691806434305306	-225.155049020061313	-1.536757414243986	0.000084987582793	0.000023070220959	0.271454019529526	0.802385095445322	1	3	4	3	3	6	5	8	6	6	8	8	9	9	9	11	11	11	11	11	14	12	13	14	13	15	17	16	17	15	16	18	18	16	19	19	18	20	22	19	21	0	1	1	1	1	3	5	10	0	7	10	9	9	9	12	11	0	14	14	10	16	18	18	20	10	16	21	20	26	25	16	23	34	21	27	26	30	33	40	32	36	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	3	2	2	1	2	1	3	2	1	2	1	3	2	1	2	1	1
63000	-211.175835279744575	-209.752428591653938	-1.423406688090645	0.000057830743493	0.000021174870093	0.366152479004939	0.752366453073928	1	2	3	3	3	5	5	8	6	6	8	7	9	9	9	11	10	11	11	12	14	11	13	14	13	13	15	15	17	14	15	17	16	17	18	19	19	18	20	20	22	0	1	1	1	1	1	5	10	0	7	10	9	9	9	12	8	0	14	14	11	11	14	19	20	16	20	30	20	24	25	25	23	21	21	27	24	31	33	32	32	36	1	1	1	1	1	2	1	1	1	1	1	1	2	2	1	2	1	1	1	1	3	1	1	1	1	1	1	2	1	1	1	3	1	2	1	2	2	1	1	2	1
63500	-229.683765027381725	-228.266970745408145	-1.416794281973581	0.000076288356430	0.000028612152227	0.375052675999667	0.614427969265280	1	3	3	3	4	6	5	8	5	6	8	9	9	9	8	11	10	11	13	12	15	13	14	14	13	14	13	15	16	15	16	17	15	17	19	18	18	17	20	20	20	0	1	1	1	4	2	2	7	0	7	10	15	9	9	9	10	0	14	18	8	27	14	14	20	16	10	16	24	26	25	30	23	25	21	30	29	31	33	32	32	20	1	1	1	1	1	2	1	2	1	1	1	1	2	1	2	2	1	2	1	2	1	2	3	1	1	3	1	1	1	1	1	2	1	1	3	2	2	1	2	2	4
64000	-238.524832690252225	-237.154044749834441	-1.370787940417784	0.000066167374372	0.000031604560376	0.477645677738101	0.598744903960544	-1	4	3	1	3	7	5	8	6	7	8	9	9	8	9	11	10	11	12	11	14	13	14	15	13	13	17	16	18	15	16	18	17	16	18	18	19	20	22	20	22	0	1	1	1	1	2	5	10	0	7	10	9	9	9	9	11	0	14	14	7	25	18	14	26	8	8	21	20	24	11	30	23	21	21	25	20	31	33	40	32	29	1	3	2	1	2	2	1	1	1	1	1	2	2	1	1	1	1	3	2	2	1	1	3	1	3	2	1	3	1	4	1	2	2	2	2	3	2	2	1	1	2
64500	-207.866796361256689	-206.489483998882235	-1.377312362374462	0.000077118530464	0.000035019518150	0.454099915281981	0.731488420750612	-1	1	2	1	3	6	4	8	7	6	7	8	10	9	9	11	9	10	13	12	14	13	13	14	13	16	15	15	17	15	16	16	17	17	18	18	18	19	20	19	21	0	1	2	1	3	1	3	10	0	7	10	9	9	9	12	8	0	14	14	11	16	14	14	16	10	24	25	20	24	21	21	19	21	27	30	24	31	33	32	32	29	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	2	1	1	2	3	2	2	2	1	3	1	1	1	1	1	1	2	1	1	1	2	1	1	2	1	2
65000	-229.444649400364398	-227.966794486791713	-1.477854913572676	0.000068696949406	0.000021380439754	0.311228372419269	0.612049728043657	1	3	4	3	2	6	4	8	6	6	8	8	10	9	9	12	10	11	13	13	13	14	11	15	13	15	15	14	16	15	16	17	17	17	16	18	19	19	20	19	22	0	5	1	1	1	3	5	10	0	7	10	9	9	9	9	11	0	14	14	16	11	18	14	20	11	16	16	20	24	21	30	23	27	25	25	29	31	33	32	19	36	1	1	2	1	1	1	1	1	1	2	2	2	1	2	2	2	1	1	2	1	2	1	1	1	2	2	2	1	1	1	1	3	1	2	2	1	1	1	2	3	2
65500	-216.662323277988293	-215.045738821148007	-1.616584456840294	0.000059878907376	0.000013954887620	0.233051807910113	0.672857062567457	1	3	4	3	3	7	4	7	6	6	7	8	7	7	9	11	9	11	12	11	15	13	14	15	14	15	16	15	17	13	17	17	17	17	20	19	19	20	20	19	21	0	1	1	1	1	2	5	7	0	7	7	9	9	9	12	8	0	14	14	11	25	14	19	20	30	20	21	20	16	16	25	23	21	27	25	29	31	33	40	32	29	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	3	1	2	2	3	1	2	1	2	1	2	1	2	3	1	1	2	1	1	3	1	1	2	1	2	2
66000	-203.381866834865747	-201.964446885520630	-1.417419949345106	0.000053045350754	0.000019848475709	0.374179365909683	0.695412857780551	0	2	4	2	3	6	4	8	6	7	8	8	9	8	9	11	11	12	13	13	14	14	14	14	12	15	16	16	16	15	16	17	16	18	20	18	18	20	20	20	21	0	1	2	1	1	3	5	7	0	7	10	9	9	9	12	11	0	14	18	16	25	19	14	20	16	20	21	24	24	25	30	23	30	21	30	29	31	33	14	32	36	1	1	1	1	2	2	1	2	1	2	1	1	2	1	1	2	1	2	1	1	1	1	3	1	1	1	1	1	1	2	1	2	1	2	2	1	1	2	4	2	2
66500	-204.972261721635476	-203.608853866236643	-1.363407855398829	0.000049825624522	0.000025953632961	0.520889265511767	0.806819465341158	1	3	3	2	2	7	4	6	7	8	7	8	9	8	9	11	11	11	12	11	15	14	13	14	13	15	17	16	17	16	17	16	18	17	19	17	18	20	21	20	21	0	1	1	1	1	2	5	7	0	11	8	9	9	9	12	8	0	14	18	10	25	19	18	20	10	16	21	24	24	25	30	23	34	21	30	24	31	33	40	32	36	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	2	1	2	2	1	1	1	1	1	2	1	2	1	2	1	2	1	2	2
67000	-214.675215847539761	-213.312333412793663	-1.362882434746109	0.000087619615630	0.000046083686063	0.525951703072506	0.726538971146334	1	2	4	2	3	4	4	6	5	7	8	8	9	8	9	11	10	11	13	13	14	13	13	14	14	15	17	15	17	16	16	17	16	17	20	18	19	19	19	20	21	0	1	1	1	1	2	5	7	0	8	8	9	9	9	9	8	0	14	18	11	16	14	18	20	11	20	21	25	24	21	21	23	21	21	27	29	31	33	32	39	36	1	1	1	1	1	1	1	1	1	1	1	2	2	1	2	2	1	2	1	2	1	3	1	1	2	1	2	1	2	1	1	2	1	1	2	1	2	2	1	1	2
67500	-229.723934528846371	-228.348451120230067	-1.375483408616315	0.000066304412323	0.000030501664080	0.460024650121508	0.724144994127307	1	3	4	3	3	6	5	4	6	8	8	9	9	9	9	11	10	11	13	12	15	13	13	15	11	15	17	15	16	12	16	17	17	16	19	18	19	19	21	20	21	0	1	2	1	1	3	8	5	0	8	5	9	9	9	9	7	0	14	18	10	25	18	18	16	11	11	34	16	20	11	21	23	21	30	27	29	31	33	23	32	36	1	1	1	1	1	2	1	1	1	2	2	2	1	2	2	2	1	1	1	2	3	1	1	2	1	3	1	2	2	2	1	2	1	2	1	1	2	2	3	1	2
68000	-212.942857005873293	-211.414517679512414	-1.528339326360893	0.000050071686477	0.000013838440482	0.276372566128801	0.698629156145402	1	3	3	2	2	6	4	8	6	6	7	8	9	10	10	10	10	11	12	13	15	13	12	15	13	15	15	15	16	15	16	17	17	17	19	18	19	20	20	20	21	0	1	1	1	1	1	5	11	0	7	10	9	9	9	9	8	0	14	18	10	8	19	18	16	16	20	25	20	24	25	21	23	27	25	34	29	31	33	32	32	36	1	2	1	1	1	2	1	1	1	1	1	1	2	2	3	2	1	1	1	4	3	1	1	2	2	1	1	2	1	1	1	2	1	2	2	1	1	2	1	1	2
68500	-228.857070362994506	-227.278903072796766	-1.578167290197750	0.000101289098462	0.000025314049341	0.249918794077085	0.742363208489012	0	3	2	1	3	7	4	8	5	8	8	8	10	9	7	11	11	12	12	11	13	13	14	13	13	15	16	16	18	15	16	17	18	17	19	16	18	20	21	21	20	0	1	1	1	3	3	5	7	0	7	7	9	12	9	9	8	0	14	14	11	10	12	19	16	16	24	30	24	24	25	25	23	34	27	34	24	31	33	32	23	29	1	1	1	1	1	2	1	2	1	2	3	2	2	2	1	2	1	2	1	2	2	2	2	1	1	1	1	2	2	1	2	1	1	1	1	2	1	1	2	3	1
69000	-206.402070662937888	-205.036120651889235	-1.365950011048668	0.000058170578356	0.000029207169484	0.502095222528306	0.672584077396255	0	2	3	2	3	5	5	6	6	8	8	7	9	10	9	11	10	10	11	12	14	13	14	13	13	16	16	15	16	15	16	17	17	17	19	19	18	19	22	20	21	0	1	2	1	2	3	5	7	0	8	8	9	9	9	12	10	0	9	18	11	25	19	18	20	16	24	21	20	24	25	30	19	25	21	34	29	31	33	32	32	36	1	1	1	1	1	1	1	1	1	2	1	1	2	2	1	2	1	2	1	2	1	1	2	1	2	2	1	2	2	1	1	3	2	2	1	2	1	1	2	2	1
69500	-231.712828970512390	-230.253227600523104	-1.459601369989298	0.000099388592464	0.000032491254151	0.326911301845699	0.706303286830172	1	3	3	2	4	4	5	8	6	8	6	7	10	10	10	11	11	11	12	12	14	13	13	13	13	14	15	15	18	15	16	17	17	18	20	17	18	19	21	21	20	0	1	1	1	3	2	5	11	0	11	7	9	9	9	12	10	0	12	14	16	25	15	19	16	8	16	11	16	20	16	25	23	27	21	34	20	31	21	32	23	29	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	1	2	1	1	1	2	1	1	2	1	3	2	3	2	2	2	1	2	1	2	1	3	2	5	1
70000	-212.279665994003295	-210.831843949490235	-1.447822044513054	0.000043790693181	0.000014813442672	0.338278332591697	0.622494394346272	1	4	3	3	3	6	5	6	6	7	8	9	8	9	8	11	10	11	12	12	13	13	14	15	14	15	16	15	18	15	17	17	18	17	17	19	18	19	22	21	21	0	1	1	1	1	3	5	7	0	8	8	15	9	13	9	11	0	14	14	16	11	14	19	20	21	20	21	20	24	25	21	23	27	25	21	29	30	33	32	32	29	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	2	1	2	2	1	2	1	2	2	2	2	1	2	2	1	1	2	1	2	1	3	2	2
70500	-216.536761939162034	-215.174640316398296	-1.362121622763744	0.000071050087957	0.000043136342423	0.607125813123596	0.764356577769060	1	4	3	2	3	6	4	6	7	8	8	8	9	9	10	11	10	11	13	12	13	13	14	15	13	14	16	16	18	15	17	17	17	18	19	18	19	20	21	20	21	0	1	1	1	1	1	5	7	0	7	8	9	9	9	12	10	0	14	18	16	10	18	14	26	11	21	21	24	26	16	21	23	30	25	34	24	31	33	40	32	36	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	3	1	2	1	2	1	2	1	3	2	2	1	1	3	1	1	1	2	1	2	2
71000	-202.618550440222776	-201.239299066828039	-1.379251373394737	0.000056825025301	0.000025471484816	0.448244143868816	0.775003245224406	0	3	2	2	3	6	4	6	6	7	8	7	8	8	9	11	10	11	12	12	14	13	13	14	13	14	15	16	17	15	16	17	16	17	18	18	18	20	22	19	21	0	4	1	1	3	2	5	7	0	8	10	9	9	9	12	11	0	14	14	11	20	18	18	20	16	20	21	20	24	25	25	23	30	27	21	29	31	33	40	23	36	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	2	1	2	2	2	1	1	1	1	1	1	1	2	1	1	1	2	1	2	1	1	2	2	1	3	1
71500	-221.735928205668642	-220.275137379498659	-1.460790826169986	0.000055457087292	0.000018069182410	0.325822781034608	0.686949502147686	0	4	2	2	3	5	4	7	5	8	7	7	10	9	9	11	11	9	12	12	14	14	13	13	13	16	16	14	16	15	16	17	17	17	19	19	18	20	22	19	20	0	3	1	1	1	3	5	7	0	8	7	9	15	9	12	10	0	9	18	8	25	18	14	16	20	20	21	20	24	25	30	23	30	27	37	29	31	33	32	32	29	1	2	1	1	1	2	1	2	1	1	3	1	1	2	2	2	1	2	2	3	1	2	2	1	1	2	1	2	1	1	1	2	1	1	1	2	1	2	2	1	2
72000	-226.564675511766239	-225.168489342701605	-1.396186169064634	0.000058542742937	0.000023923698569	0.408653530208885	0.623825392513795	0	3	4	3	2	6	5	7	6	8	8	8	9	8	10	11	11	10	12	12	14	13	14	14	13	13	17	15	18	16	16	18	18	14	19	18	18	19	21	19	21	0	1	4	1	1	2	5	7	0	8	8	9	9	9	12	11	0	14	14	11	8	14	19	11	10	16	21	24	24	21	34	23	30	25	30	24	31	33	32	32	36	1	2	1	1	1	2	2	1	1	1	1	2	2	2	1	2	1	1	2	2	3	2	1	3	3	1	2	1	2	2	1	2	1	1	2	2	1	1	1	1	2
72500	-232.054235557574287	-230.690555777251859	-1.363679780322437	0.000048554241434	0.000030402241099	0.626150058178464	0.411275834128030	0	3	4	2	2	7	3	7	7	7	5	9	9	9	8	11	10	12	13	12	15	13	13	14	12	16	16	16	16	15	16	17	18	17	17	18	18	18	21	21	22	0	1	1	1	1	1	5	11	0	11	7	15	9	9	9	8	0	14	14	16	25	14	18	20	11	20	25	20	24	16	25	23	21	27	30	29	31	21	32	23	36	1	2	2	1	1	4	1	1	1	1	1	1	1	2	1	2	1	2	3	1	2	2	1	1	2	2	2	2	1	2	1	3	2	1	1	1	1	2	2	3	3
73000	-228.320438796122403	-226.956642979342718	-1.363795816779675	0.000084230816971	0.000043589806000	0.517504252805811	0.673283592029524	1	3	3	2	2	5	4	7	6	8	8	9	9	9	8	12	9	10	13	10	14	12	13	13	13	15	16	15	15	16	17	15	17	16	19	18	19	20	21	20	22	0	1	1	1	1	3	5	5	0	7	7	15	9	9	9	11	0	9	18	10	10	18	14	20	16	16	21	24	24	11	30	19	34	26	33	26	31	34	40	32	36	1	1	1	1	1	1	1	2	1	2	1	1	2	2	1	2	1	2	2	1	3	1	2	2	1	2	1	1	1	3	1	1	1	1	1	1	1	2	1	2	2
73500	-209.726421321561077	-208.361025298233386	-1.365396023327681	0.000053578952704	0.000034400848372	0.642058992124268	0.673434630471351	0	4	4	3	3	6	4	8	6	8	6	9	9	8	8	10	10	10	12	12	15	13	13	13	13	15	17	14	17	15	17	18	17	18	18	19	18	19	20	20	22	0	1	1	1	1	2	5	11	0	11	7	15	9	9	9	10	0	14	14	10	25	19	18	20	16	20	21	20	24	25	30	19	25	27	25	29	21	33	32	32	36	1	2	2	2	3	2	1	1	1	1	1	1	2	1	1	1	1	1	2	2	1	1	2	1	1	1	1	1	2	1	1	3	2	1	2	1	2	1	2	1	2
74000	-226.425278818243470	-225.038967115587894	-1.386311702655563	0.000081370872190	0.000034964751945	0.429696167736362	0.699361633600486	1	3	4	3	3	4	4	7	6	6	7	9	9	9	10	11	11	11	13	12	14	13	11	14	12	14	16	15	16	14	17	17	17	17	19	18	16	16	21	20	21	0	1	1	1	1	1	5	10	0	7	7	9	9	9	9	11	0	14	18	16	25	14	14	11	16	16	21	20	24	16	37	19	38	25	30	29	30	21	32	19	36	1	1	2	1	1	1	1	1	1	1	1	2	2	2	2	2	1	1	1	1	1	2	1	2	1	1	2	2	1	2	1	1	1	2	2	1	2	1	2	3	2
74500	-229.862642242749757	-228.474479640787081	-1.388162601962678	0.000057400359155	0.000024417603243	0.425391123024822	0.643909667404544	0	3	1	2	3	7	5	7	6	7	7	8	10	9	10	10	10	12	12	12	14	14	13	14	12	15	17	16	18	16	16	17	17	17	19	18	18	20	21	20	20	0	1	1	3	3	4	5	7	0	7	7	9	12	9	12	11	0	14	14	16	10	14	9	20	16	20	24	24	24	25	25	18	21	25	25	24	31	33	32	32	36	1	2	1	1	1	2	1	1	1	2	2	1	1	1	2	2	1	2	2	1	4	2	2	2	1	1	1	1	1	2	2	2	1	3	3	2	1	2	2	2	1
75000	-209.203386380402009	-207.823637797334840	-1.379748583067163	0.000042661658695	0.000030998363764	0.726609436027394	0.737987444415566	1	4	3	2	3	5	4	7	7	6	7	8	9	8	9	11	9	12	13	12	14	13	14	14	14	15	16	15	17	16	16	18	18	18	19	19	18	19	21	19	21	0	1	1	1	1	3	5	10	0	7	10	9	9	9	12	8	0	14	14	10	16	14	18	20	10	16	25	25	24	25	25	23	30	21	30	29	31	27	32	32	36	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	3	1	2	1	1	5	2	2	1	1	1	1	2	1	2	1	1	1	2	1	1	2
75500	-227.363391293723566	-225.909376511169484	-1.454014782554088	0.000065057544975	0.000021609790003	0.332164240306661	0.808679385354487	1	3	4	2	3	7	4	8	6	7	6	9	7	8	7	11	11	11	12	13	14	13	14	14	13	16	15	14	16	15	17	18	17	18	20	18	17	20	19	19	21	0	1	2	1	1	3	5	11	0	11	7	15	9	9	9	8	0	13	18	16	25	18	19	16	16	20	21	16	24	21	25	23	25	27	34	29	21	33	32	32	36	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	3	1	1	1	1	1	2	2	2	1	3	1	1	1	2	1	2	1	2	2	1	1	1	2
76000	-215.737968534917627	-214.358027770973877	-1.379940763943760	0.000053954181267	0.000024077298710	0.446254546806747	0.730303406710898	0	4	4	2	1	6	3	7	4	7	6	8	9	10	9	11	10	12	11	12	14	13	13	13	12	16	16	14	17	15	16	16	17	18	20	18	19	19	22	20	22	0	4	1	1	1	3	5	11	0	7	7	9	12	12	12	10	0	12	14	16	25	18	19	20	16	16	21	16	24	16	30	23	30	21	34	24	31	33	40	32	36	1	1	2	1	1	1	1	1	1	2	1	3	1	2	1	2	1	2	1	1	1	1	1	1	1	2	1	1	2	3	1	2	1	2	1	2	2	1	1	2	2
76500	-224.612395650782332	-223.152965185913018	-1.459430464869308	0.000068293926976	0.000022336795075	0.327068541283922	0.584082752669972	0	3	3	2	2	6	5	8	6	8	6	7	10	8	9	10	10	11	11	12	15	13	13	14	13	16	17	15	16	15	16	17	16	18	18	19	18	18	21	21	22	0	1	1	1	1	2	3	11	0	11	7	9	9	9	12	11	0	14	14	8	16	14	18	16	8	20	21	24	24	8	30	23	25	27	21	29	30	27	32	32	24	1	2	2	1	2	1	1	1	1	1	1	1	2	1	1	2	1	2	2	2	2	2	1	2	1	2	1	1	1	4	1	2	2	1	1	2	1	1	1	2	3
77000	-242.036798364554556	-240.555332542669447	-1.481465821885105	0.000065327081343	0.000020144259352	0.308360008408981	0.628675818109904	0	4	2	3	3	5	5	7	6	8	6	9	9	9	9	11	10	12	12	12	14	12	14	15	14	14	16	16	17	16	16	18	15	18	19	18	18	17	22	20	22	0	3	1	3	1	3	5	11	0	11	7	9	9	9	9	11	0	14	14	7	10	14	19	20	20	11	21	20	20	25	8	23	25	30	27	29	27	25	40	23	29	1	1	2	1	1	1	1	1	1	1	1	2	2	1	2	3	1	1	1	3	2	1	1	2	1	5	2	2	3	1	5	2	1	1	2	1	1	2	1	4	2
77500	-244.169270172253874	-242.806616556886269	-1.362653615367618	0.000069168598978	0.000036547024056	0.528375947986699	0.599090411366313	-1	2	3	2	4	6	4	8	3	7	6	7	9	9	9	10	9	10	13	13	13	14	14	13	13	15	16	15	18	15	16	16	17	17	19	19	19	19	20	20	22	0	1	1	1	2	4	4	10	0	11	7	9	12	9	12	7	0	14	18	8	8	14	18	11	16	20	25	24	20	21	25	18	25	31	27	29	30	33	23	32	36	1	1	2	2	1	3	1	1	1	1	1	3	1	2	1	3	1	1	2	3	3	2	1	3	2	1	2	1	2	1	2	3	2	1	1	1	2	2	2	3	2
78000	-225.432454622995891	-224.069542000989429	-1.362912622006461	0.000069238263293	0.000042763572960	0.617629197001740	0.697969400144051	0	3	3	2	3	6	4	8	6	7	8	9	8	8	7	11	10	10	12	12	14	14	13	14	14	15	17	16	16	15	16	16	17	16	19	19	18	20	20	20	21	0	1	1	1	1	2	5	7	0	7	10	15	9	9	9	11	0	14	14	11	11	18	18	20	16	20	21	24	24	20	21	23	25	21	33	29	31	34	32	22	36	1	1	2	1	2	1	1	2	1	2	1	2	1	1	1	1	1	1	2	2	2	2	2	1	2	2	2	1	1	2	1	2	2	1	1	2	2	2	3	3	1
78500	-215.160137373878001	-213.774910674518424	-1.385226699359581	0.000057251587250	0.000024750651578	0.432313805893346	0.714905318162478	1	3	3	3	3	7	4	7	6	7	8	9	10	9	8	11	8	10	12	12	13	13	14	14	14	16	15	15	17	16	17	18	17	17	19	19	18	19	21	20	21	0	1	1	1	1	3	5	7	0	7	10	15	15	9	9	7	0	9	14	8	16	19	14	20	21	20	21	10	24	25	25	19	30	21	27	29	31	33	32	32	36	1	1	1	1	1	2	1	2	1	2	1	1	1	2	1	4	1	3	2	2	1	1	2	1	1	2	1	2	2	1	2	3	1	2	2	1	1	1	1	1	1
79000	-194.756655716047675	-193.394152685296859	-1.362503030750805	0.000056835447395	0.000030126308465	0.530061956849586	0.731566238944023	0	3	2	2	3	5	4	5	6	6	8	7	8	10	9	11	10	11	13	12	14	13	12	14	13	15	15	14	16	15	16	18	16	16	19	18	18	19	21	20	21	0	3	1	1	3	2	5	7	0	8	10	9	9	9	12	11	0	9	18	16	16	18	14	20	16	20	25	20	24	25	30	19	21	27	30	29	31	33	32	32	36	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	2	2	2
79500	-213.042640805230263	-211.681732157809023	-1.360908647421246	0.000068089806872	0.000039401170525	0.578664741974303	0.713401646866198	0	1	2	2	3	6	4	7	5	6	8	8	9	9	9	11	11	11	13	12	15	13	13	14	13	15	17	16	17	15	16	17	16	18	19	18	17	19	21	20	21	0	1	2	1	1	3	3	10	0	7	10	9	9	9	12	11	0	14	18	16	25	18	18	20	16	24	21	20	26	25	30	18	30	21	30	29	16	33	32	32	36	1	1	1	1	2	1	1	1	1	1	1	1	2	2	1	2	1	1	2	1	1	2	1	1	1	1	1	2	1	1	1	2	1	2	2	1	2	2	3	1	2
80000	-225.268485368405408	-223.849736214043247	-1.418749154362160	0.000063124108607	0.000023504046088	0.372346582106185	0.580202192006839	-1	3	3	2	3	5	4	8	6	5	7	8	10	9	10	11	8	12	12	13	14	13	13	13	13	15	17	15	17	15	16	18	17	18	19	19	18	19	20	20	21	0	1	1	1	1	3	2	10	0	7	10	9	9	9	9	10	0	14	14	10	25	14	18	11	8	16	21	20	26	16	25	23	30	21	27	29	31	33	32	32	36	1	2	2	1	2	1	1	1	1	1	1	2	2	2	1	3	1	2	2	4	1	2	1	2	3	2	2	1	1	2	1	2	1	2	2	1	2	2	1	1	2
80500	-209.679852402434335	-208.267839540331352	-1.412012862102987	0.000079508891523	0.000030369656032	0.381965531780045	0.722205041515428	0	2	4	2	3	6	5	7	6	8	6	8	10	8	10	11	10	12	12	12	14	14	14	13	13	15	16	14	17	15	17	17	18	17	19	19	18	19	20	19	21	0	1	2	1	1	2	5	11	0	11	7	9	12	9	9	8	0	14	14	11	25	15	19	16	16	20	21	20	26	25	25	23	27	25	34	29	25	21	40	32	29	1	1	1	1	2	2	1	1	1	2	1	1	1	1	2	2	1	1	2	2	1	2	1	1	1	2	1	1	1	2	2	2	1	2	1	2	2	3	1	1	1
81000	-217.880475289210295	-216.485069864024751	-1.395405425185531	0.000042713803776	0.000017519686375	0.410164509505315	0.810656496941469	0	3	2	2	2	6	4	7	5	7	6	9	8	8	10	11	10	11	12	11	15	13	14	13	12	14	17	13	16	15	16	17	17	17	19	18	18	18	20	19	21	0	3	1	1	1	3	5	7	0	11	5	9	9	9	9	11	0	14	14	10	25	19	19	16	16	20	21	20	24	16	30	23	21	21	30	29	31	33	32	32	36	1	1	1	1	1	2	2	1	1	1	2	3	1	2	2	2	1	2	2	2	1	1	1	1	1	2	1	1	1	2	1	2	1	1	2	1	1	1	1	1	2
81500	-231.057727774251589	-229.537333117839580	-1.520394656412005	0.000063629805552	0.000017893588608	0.281213944519081	0.542740960233340	1	2	2	3	3	5	4	5	6	6	8	8	10	8	10	11	10	11	12	11	14	13	13	13	14	16	15	14	17	16	15	17	18	17	19	19	17	20	21	21	21	0	1	1	2	3	2	5	7	0	8	10	9	9	9	12	10	0	14	14	10	11	19	19	11	16	20	16	20	24	25	25	23	30	27	30	24	21	21	32	32	29	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	4	1	1	2	3	3	1	1	2	2	3	2	1	2	1	1	2	1	1	2	3	2	3	1	3	3
82000	-226.702600915628977	-225.244756347286796	-1.457844568342176	0.000076636559482	0.000025178008235	0.328537820651710	0.704897043812002	0	1	4	3	3	7	4	7	6	6	8	8	9	9	10	12	10	11	12	11	13	13	13	14	12	15	17	15	17	14	15	17	17	16	20	18	18	19	21	19	22	0	1	2	2	1	3	5	10	0	7	10	9	9	9	12	11	0	14	14	10	8	14	18	20	10	21	21	20	24	25	25	23	16	25	21	29	27	16	40	32	36	1	1	1	1	1	2	1	1	1	1	1	1	2	2	1	2	1	1	2	2	3	2	1	2	2	1	2	2	1	1	2	2	2	1	3	1	1	3	1	2	2
82500	-230.096892653781424	-228.734188884003345	-1.362703769778073	0.000055086006839	0.000029076109624	0.527831137025346	0.632882240401243	-1	3	2	3	3	5	4	7	6	7	8	8	10	8	9	12	9	10	13	13	13	13	13	15	11	15	17	15	17	15	15	18	17	17	19	18	18	19	21	19	21	0	3	1	1	1	2	3	7	0	7	8	9	9	9	12	10	0	14	14	11	25	18	18	16	10	20	30	20	26	21	25	19	21	21	37	29	31	33	32	18	36	1	1	1	2	3	1	1	2	1	2	1	1	2	1	1	3	1	2	2	2	1	1	1	2	2	2	1	2	1	1	1	3	2	2	1	1	2	1	1	4	2
