step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86
1	-758.778786235241114	-767.829629615692511	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.190092751632626	0	1	1	8	3	4	3	4	3	6	5	7	5	4	7	5	10	8	5	5	6	7	8	6	15	6	7	8	8	8	7	9	9	7	9	9	9	9	12	10	9	11	14	8	10	9	10	11	12	10	9	10	9	9	10	12	12	10	11	11	11	11	11	10	12	11	13	14	12	17	12	14	13	13	12	14	18	14	14	13	15	20	15	17	18	23	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
500	-313.844216152562410	-322.895059533013750	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.641893175634367	0	1	2	9	4	5	4	5	4	6	5	6	6	3	8	5	10	9	3	6	7	8	6	7	5	7	7	8	8	6	6	8	7	7	10	5	10	9	13	10	9	10	15	6	9	8	8	10	9	11	7	10	10	10	11	12	10	9	9	11	11	11	10	7	12	10	10	13	10	14	12	12	10	12	12	14	18	14	15	9	13	17	12	18	13	19	0	1	1	33	14	14	3	3	3	6	5	5	25	2	5	3	30	27	3	7	8	51	36	20	14	7	3	33	13	36	7	21	12	13	19	9	34	25	17	45	27	58	70	5	26	20	27	16	29	57	20	4	51	28	67	60	64	44	64	54	17	31	22	25	30	46	18	60	26	58	69	58	22	69	69	74	76	48	76	22	60	73	63	79	50	78	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1000	-270.801031267540850	-279.851874647992190	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.980200415318517	-1	0	2	8	1	4	4	3	4	6	5	8	6	4	6	6	9	7	6	6	4	7	5	6	13	7	7	7	8	7	7	10	10	6	9	10	7	7	13	11	10	12	13	9	8	10	9	12	13	9	7	11	10	7	11	12	9	9	11	12	9	12	11	9	11	9	13	12	13	18	12	11	14	11	13	14	19	12	13	10	13	19	15	11	17	21	0	1	2	6	1	3	5	2	3	5	5	31	23	5	14	7	29	13	23	14	2	15	8	11	40	34	7	11	6	24	23	47	22	21	45	58	9	24	48	35	58	53	71	30	54	22	31	33	53	37	11	27	27	6	32	80	30	38	33	10	28	66	36	24	24	30	78	14	41	67	52	66	56	26	71	46	76	40	65	50	46	83	39	30	65	77	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1500	-249.345299885315683	-258.396143265767023	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.982992659662477	-1	2	2	9	4	1	3	5	3	5	5	5	4	3	8	5	11	7	5	6	5	7	8	7	12	6	8	9	6	7	7	7	9	7	8	8	10	8	13	11	7	12	11	8	10	8	10	11	12	11	9	9	10	9	9	12	12	9	6	12	12	10	11	8	11	12	14	15	12	18	12	14	14	13	13	15	15	14	14	14	15	17	16	16	19	22	0	6	1	38	2	1	6	9	6	14	7	5	3	6	18	13	28	10	7	12	7	26	59	11	47	5	41	15	21	21	29	21	32	8	31	30	64	21	65	22	2	53	32	20	30	59	44	4	13	46	44	27	36	31	24	17	34	18	3	45	4	23	58	18	47	50	39	66	32	68	27	29	42	62	71	57	45	39	39	69	71	83	76	73	76	85	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2000	-254.291513861395799	-263.342357241847139	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.982118605482701	-2	1	-1	8	2	5	4	4	4	5	6	7	5	4	8	6	9	8	2	6	6	7	8	7	14	5	6	8	9	7	7	8	9	8	10	9	9	8	11	11	10	12	14	8	11	9	10	12	13	9	10	10	10	10	10	13	12	9	9	12	11	11	12	10	11	9	14	10	9	17	8	14	11	12	11	14	18	12	12	14	15	16	14	16	15	18	0	3	1	16	2	14	1	2	5	19	8	21	8	2	13	7	32	24	3	26	9	21	11	9	78	14	19	13	15	7	6	12	28	10	12	24	24	20	20	33	34	29	55	30	13	71	8	47	62	15	18	4	38	71	26	75	58	38	26	51	64	58	29	36	69	22	57	23	24	80	16	73	50	36	51	52	82	35	68	40	57	25	62	25	78	81	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2500	-260.885319561954873	-269.936162942406213	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.995700295035584	0	2	2	8	1	4	4	4	3	5	6	7	3	4	7	5	8	9	6	6	7	8	7	7	12	5	6	9	7	9	7	8	9	7	10	10	9	9	13	10	10	11	14	8	10	6	11	8	13	7	9	10	8	9	9	11	12	8	11	12	10	9	11	10	13	8	14	14	12	16	12	11	13	13	11	13	19	14	15	11	12	17	16	16	18	19	0	5	1	12	1	13	3	3	2	9	2	14	2	5	27	6	26	21	14	2	14	20	19	46	59	8	5	21	26	34	8	29	27	14	31	19	23	50	47	30	46	53	61	15	21	7	48	26	45	10	66	51	2	53	31	37	64	29	48	29	4	19	53	51	69	46	76	65	72	73	11	45	51	63	55	62	83	59	69	44	40	74	39	74	39	39	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3000	-246.322521692688838	-255.373365073140178	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.980784422444396	0	1	1	6	3	3	4	5	4	7	4	7	5	4	7	6	9	8	6	5	4	6	7	5	9	7	6	8	6	9	7	10	9	8	7	8	9	10	9	10	9	10	13	8	8	9	10	10	12	10	9	10	6	10	8	13	12	11	12	12	11	11	11	8	12	11	12	15	9	18	13	14	13	14	12	15	16	11	15	14	13	21	12	16	19	24	0	1	1	5	3	3	2	11	2	22	1	6	7	6	8	13	31	12	24	9	3	14	20	21	12	13	14	21	13	23	19	27	31	26	20	19	4	45	31	41	10	12	45	24	22	45	64	39	38	69	18	15	9	64	31	46	30	37	17	48	41	30	34	12	46	42	47	43	10	77	83	48	60	49	69	59	65	46	83	67	66	84	62	79	77	82	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3500	-273.567707307408853	-282.618550687860193	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.969240407086420	-1	2	1	7	4	4	4	5	3	6	6	7	5	4	7	6	9	8	6	5	4	7	8	7	15	7	8	7	7	5	7	6	6	6	10	8	8	9	13	9	9	8	15	8	9	9	10	8	12	11	8	7	10	8	11	13	9	11	11	12	8	12	12	7	12	12	14	14	13	14	12	14	13	13	9	14	15	13	15	12	16	21	14	15	16	24	0	1	1	20	2	3	2	7	2	13	30	30	7	9	9	7	44	21	1	7	2	9	32	20	56	30	64	19	11	9	9	6	7	21	8	29	29	31	34	28	28	8	71	32	42	32	54	11	36	8	16	10	27	34	5	61	4	35	48	61	19	50	38	33	38	46	58	66	55	62	51	36	45	57	8	80	73	51	83	55	55	68	71	49	74	82	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4000	-264.884457161867317	-273.935300542318657	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.995710397345911	0	1	1	9	3	3	4	3	2	7	6	7	5	3	7	6	10	8	4	6	6	7	7	5	15	4	7	9	7	9	8	10	10	8	9	6	9	9	12	6	8	11	14	8	11	8	11	11	13	10	10	7	8	8	11	9	10	10	10	12	12	11	11	10	11	12	12	12	9	15	12	13	10	13	9	14	17	15	14	13	9	18	14	18	17	22	0	1	1	40	3	1	3	9	3	13	26	21	3	9	19	13	53	22	5	7	19	14	19	26	47	14	40	27	13	24	11	29	27	15	21	6	40	31	59	5	12	64	59	5	75	8	35	57	62	75	19	11	26	3	4	22	35	54	18	32	51	30	37	69	17	32	45	81	34	80	48	66	31	23	18	81	25	55	61	63	15	78	51	76	34	84	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4500	-253.291630710525226	-262.342474090976566	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.992344963354937	0	1	1	8	2	3	4	5	4	5	5	7	4	4	8	4	6	8	6	5	6	7	9	5	15	6	8	7	8	9	7	7	10	7	6	10	9	9	10	9	8	10	14	7	10	8	8	8	10	7	9	10	8	9	9	12	11	11	12	12	11	10	11	10	13	6	13	14	12	16	12	14	12	13	11	14	16	12	12	14	15	18	14	16	17	23	0	1	1	35	1	5	3	14	2	6	9	24	1	5	66	5	13	8	10	3	7	66	46	9	72	7	17	17	32	18	19	16	12	10	9	53	12	46	23	34	3	23	61	17	4	31	66	14	19	26	44	22	12	8	44	12	38	36	61	62	54	44	7	28	50	9	60	74	42	43	58	65	32	78	55	55	25	30	64	67	68	70	60	80	84	85	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
