step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95
1	-6129.393273853264873	-6127.931191768746430	-1.462082084518882	0.000010000000000	0.000010000000000	1.000000000000000	0.911077030393382	0	2	5	5	5	6	6	5	8	7	7	8	8	8	9	9	10	9	10	10	9	10	11	12	11	12	11	12	12	14	12	13	14	14	13	13	15	15	14	15	14	15	15	15	16	16	16	15	16	16	16	15	16	17	18	18	18	20	20	17	17	19	19	19	19	18	19	20	20	21	21	21	21	21	20	20	23	22	23	23	23	25	26	28	31	33	34	34	34	37	36	37	37	40	41	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	3	3	3	3	3	4	4	4	4	4	4	5	5	5	5	5	5	5	5	6	6	6	6	6	6	6	7	6	7	7	7	7	7	8	8	7	8	7	8	8	8	8	8	8	8	8	8	8	8	8	9	9	9	9	10	10	9	9	10	10	10	10	9	10	10	10	11	11	11	11	11	10	10	12	11	12	12	12	13	13	14	16	17	17	17	17	19	18	19	19	20	21
500	-1537.997629645456072	-1535.020148357523112	-2.977481287932948	0.000009998782499	0.000053927210787	5.393377723133161	0.307952183656915	0	2	6	6	3	7	5	5	7	7	7	8	8	9	9	10	10	9	10	11	8	9	12	11	10	12	12	10	12	13	12	12	14	14	10	14	12	15	13	13	12	16	15	15	17	16	16	16	17	17	16	15	13	17	19	16	19	21	20	16	17	19	20	19	19	18	19	19	21	20	19	22	21	22	20	20	23	22	23	22	24	26	27	29	31	31	34	35	34	38	37	38	38	39	41	0	1	7	7	2	8	5	5	7	8	8	10	3	10	9	9	22	21	13	15	10	12	18	18	18	35	21	21	18	25	17	35	35	35	5	28	28	18	21	22	18	10	53	17	28	40	34	34	37	25	22	24	35	39	41	40	37	28	54	41	53	40	61	38	41	40	37	54	17	38	5	53	52	56	40	44	39	31	22	50	56	38	17	0	1	71	1	71	71	71	71	71	39	71	71	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	2	2	1	1	2	1	2	2	2	1	2	2	2	3	1	3	5	2	2	5	2	4	5	2	1	2	3	3	4	2	1	2	2	2	5	6	2	3	3	4	2	2	4	3	4	1	6	2	12	5	4	4	5	5	6	5	10	2	5	9	11	1	15	4	18	9	7	12	12	15	17	11	14
1000	-1573.696950971999058	-1570.809527488185950	-2.887423483813203	0.000009986379571	0.000050546414589	5.061535487528606	0.258192624442918	-1	1	6	4	3	7	6	5	8	5	7	8	8	9	9	9	11	8	10	11	9	9	10	12	11	12	11	10	12	15	11	14	14	14	13	13	14	15	14	15	14	15	16	16	16	16	17	16	15	16	15	16	15	18	18	16	18	21	20	18	17	19	18	19	20	18	19	20	21	21	19	22	22	21	19	20	23	21	23	23	23	24	24	28	31	33	35	34	35	36	37	38	38	41	42	0	1	4	5	2	7	4	5	4	5	7	3	5	4	9	2	22	5	7	15	18	12	18	23	18	13	21	21	18	25	22	35	26	26	19	28	28	25	18	22	18	35	53	17	28	17	48	34	37	38	17	41	35	50	41	17	49	49	50	52	53	40	43	50	55	56	49	50	17	64	17	43	55	66	51	31	68	76	40	39	66	25	51	0	1	69	1	71	71	71	69	35	51	71	71	1	1	1	1	1	1	2	2	2	1	1	1	3	2	1	5	2	2	2	1	1	1	1	1	2	3	1	1	3	2	1	1	1	1	2	2	3	2	3	3	3	1	1	2	4	2	1	2	1	1	4	1	1	1	2	3	2	4	2	1	1	2	2	2	1	1	2	1	6	2	5	2	2	2	2	5	2	1	3	4	2	6	4	1	18	5	13	7	7	11	13	12	14	11	14
1500	-1396.699623486974133	-1394.167700192299890	-2.531923294674249	0.000010095809352	0.000038964236591	3.859446551584294	0.452531181354957	1	2	5	3	5	6	6	5	7	7	8	8	8	8	9	10	11	8	10	11	10	10	11	11	10	12	11	12	13	15	13	14	15	14	13	14	15	15	14	15	15	16	16	15	16	14	16	16	16	16	17	16	14	17	18	16	19	20	20	18	18	18	17	18	19	18	20	18	19	21	21	21	22	21	19	20	23	22	23	23	23	24	26	25	32	33	34	34	35	37	37	37	37	41	39	0	1	4	2	4	5	3	4	5	8	8	7	8	3	4	9	22	8	8	15	18	12	25	18	18	13	18	21	25	18	22	26	35	26	19	28	28	25	25	31	25	26	53	22	28	17	34	34	37	38	40	41	26	30	41	46	49	49	50	52	53	31	53	38	55	56	49	39	31	64	51	63	65	66	51	69	38	76	69	68	74	50	75	0	1	85	35	84	84	1	69	69	1	88	1	1	1	1	1	2	1	1	1	1	1	2	1	2	2	3	3	1	1	2	1	1	1	1	2	1	3	1	2	2	2	1	1	2	2	3	1	2	3	2	2	2	2	1	4	2	2	1	1	1	1	1	1	1	1	2	1	2	3	2	1	2	3	1	2	1	1	2	3	4	2	2	2	2	2	1	1	4	1	2	3	2	4	4	1	15	1	9	5	6	16	9	12	14	5	18
2000	-1205.128490962358228	-1202.740100792970452	-2.388390169387707	0.000010401494981	0.000035566674511	3.419381019347980	0.403867512998055	0	2	5	4	5	6	5	6	7	8	8	7	8	8	9	10	10	9	10	10	10	9	11	10	10	11	11	12	12	13	11	13	13	13	12	13	15	15	14	14	15	16	16	15	16	17	16	16	16	16	16	15	14	17	18	18	19	21	20	17	17	19	19	20	19	19	20	20	19	22	19	20	22	22	20	20	22	23	24	23	23	26	27	28	31	33	35	33	32	36	37	38	37	38	41	0	1	4	2	4	4	2	5	4	8	5	3	8	4	9	9	22	10	8	15	18	12	25	18	18	19	21	21	25	18	22	35	26	35	3	28	28	30	18	22	25	35	53	31	28	31	34	34	37	38	31	30	35	38	41	46	49	49	39	52	53	31	53	54	55	56	49	30	51	64	40	63	65	66	69	69	68	76	75	68	74	59	79	0	1	85	82	85	62	1	19	89	62	93	1	1	1	1	1	1	1	2	1	2	1	2	1	1	2	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	4	1	2	1	2	2	2	2	1	2	2	3	2	3	1	1	2	1	1	1	2	1	2	2	3	1	1	6	2	2	1	1	3	3	2	2	2	1	2	1	1	1	1	2	3	3	1	5	2	1	14	1	6	1	8	16	14	4	12	1	18
2500	-1128.544791158881935	-1126.276151647215102	-2.268639511666936	0.000010583545731	0.000032495769833	3.070404820620658	0.394850659724803	0	2	4	5	6	6	6	6	8	5	8	9	8	9	8	10	11	8	9	10	10	8	10	12	11	12	12	12	12	14	12	11	14	14	10	14	14	16	14	16	15	16	15	15	17	16	17	15	16	15	15	16	14	17	17	17	19	21	20	18	16	18	19	19	19	18	19	20	18	22	21	21	22	20	20	20	22	23	23	24	24	26	26	28	31	34	34	35	31	36	37	36	38	40	42	0	1	2	3	10	3	4	10	7	3	5	22	8	3	3	9	22	8	13	15	18	3	18	18	18	35	21	21	18	25	22	35	35	35	10	28	28	25	25	31	39	33	53	31	28	31	34	34	37	25	22	39	35	38	18	46	49	49	54	52	53	31	61	54	55	56	37	50	40	64	51	63	55	66	40	69	68	76	75	77	74	80	79	0	51	85	84	89	55	1	62	89	89	92	1	1	1	2	1	1	1	1	1	1	1	1	1	1	3	2	1	3	2	1	1	2	2	1	2	2	1	1	1	2	1	2	1	2	2	3	1	2	3	2	2	1	1	1	2	2	2	2	1	1	2	4	1	2	1	4	1	2	2	1	1	2	4	2	1	1	1	3	3	1	2	3	1	3	1	3	1	1	2	2	2	2	2	2	1	12	2	4	3	8	17	16	4	6	2	20
3000	-1142.048497807019430	-1140.018989626146094	-2.029508180873270	0.000010801052349	0.000026119779872	2.418262501561244	0.478909553068457	0	2	3	6	6	6	5	5	7	4	8	7	8	9	9	10	11	9	10	11	10	11	11	12	11	12	12	11	12	13	12	14	13	13	10	14	14	16	14	16	15	15	16	15	15	16	17	15	15	15	15	15	14	17	17	18	19	20	21	17	18	18	19	18	20	19	18	20	19	22	22	21	21	20	19	21	22	23	23	24	24	25	26	28	31	33	34	34	32	36	36	37	37	39	41	0	1	2	3	8	7	3	10	7	3	4	7	8	7	9	9	12	10	5	15	18	12	18	18	18	35	21	18	25	18	22	35	35	35	13	28	28	50	23	22	18	26	53	31	28	22	48	34	37	25	17	39	35	50	41	46	37	49	38	52	53	40	43	50	55	46	49	30	40	64	51	63	55	66	17	69	68	69	75	77	74	80	79	0	1	85	84	89	17	1	1	89	89	92	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	1	2	3	2	2	2	1	2	1	2	1	2	1	1	1	2	1	2	1	2	1	1	1	1	2	3	2	2	2	2	2	2	1	2	1	2	2	1	1	1	1	1	3	2	2	1	2	2	1	3	2	2	2	4	1	2	3	2	2	1	5	2	1	3	3	1	2	1	2	1	14	1	3	2	7	19	17	4	4	2	20
3500	-1008.976091550228830	-1006.896969896940504	-2.079121653288366	0.000011616958709	0.000029612104974	2.549041080010305	0.387702052700596	0	2	3	5	5	7	7	6	8	8	7	8	8	9	9	9	10	7	11	10	9	9	11	13	10	12	12	12	13	11	12	14	15	13	10	13	15	15	14	15	14	15	15	14	16	16	15	15	16	16	16	15	13	15	17	17	19	20	20	18	17	18	17	18	19	19	20	21	19	22	20	21	22	21	20	21	20	22	23	23	24	24	27	28	31	33	35	35	34	37	36	37	37	40	41	0	1	2	3	3	4	3	5	4	8	4	7	5	4	4	9	22	5	10	15	18	12	18	7	18	35	21	21	25	18	22	35	35	35	5	28	28	25	30	31	25	26	53	31	28	31	34	34	37	38	22	41	35	30	41	46	49	49	38	41	43	31	43	54	55	56	49	77	17	64	62	63	65	66	62	69	38	69	69	68	74	80	75	0	1	85	86	89	77	1	1	89	89	92	1	1	1	1	2	1	1	2	1	2	1	1	1	1	3	3	1	1	1	2	1	1	1	2	3	2	1	1	2	2	2	1	2	2	1	3	1	2	3	2	2	2	1	2	1	2	3	1	1	1	1	4	1	1	2	2	1	2	2	3	2	1	3	1	2	2	1	2	1	4	2	1	2	2	1	1	1	4	2	2	1	2	1	2	1	15	1	1	1	9	17	16	2	2	2	20
4000	-999.589096862875635	-997.553406358101711	-2.035690504773943	0.000012302308975	0.000029949223498	2.434439222602866	0.463396239765717	1	3	4	5	5	7	6	6	7	7	8	7	8	8	8	9	10	7	10	10	9	9	12	12	10	12	12	11	12	14	12	13	14	13	10	12	15	14	13	15	14	15	15	16	16	16	16	15	16	15	16	15	16	17	17	17	19	19	19	17	17	20	19	19	19	18	20	21	19	21	21	22	21	21	18	20	23	23	23	23	24	26	27	29	31	33	35	35	34	37	36	36	37	41	41	0	1	2	3	3	7	3	5	7	5	5	4	8	10	9	4	22	8	5	15	18	12	18	25	18	35	21	18	19	39	17	35	26	35	13	28	28	25	18	22	25	33	26	31	28	31	48	34	37	38	40	23	43	38	41	46	49	49	50	52	43	51	53	54	55	56	49	50	31	64	51	63	65	66	40	69	38	76	75	68	66	77	79	0	1	85	86	89	40	1	1	89	89	92	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	3	1	1	2	1	1	1	2	1	2	2	1	2	1	1	1	2	1	1	1	1	2	2	2	4	2	1	2	2	3	2	1	2	1	1	1	2	1	1	1	1	2	2	2	1	1	2	2	1	2	1	3	3	3	2	2	2	2	2	2	1	3	2	2	1	4	1	2	1	14	1	2	1	9	17	16	1	2	3	19
4500	-1026.675642997382965	-1024.739796968417522	-1.935846028965511	0.000015410716462	0.000033550610413	2.177096080910581	0.444029593035369	0	2	4	5	6	6	6	5	9	7	7	8	9	9	9	8	11	8	9	11	9	10	11	12	11	13	12	12	12	15	13	14	14	13	10	14	15	14	14	15	13	15	14	16	16	16	15	16	16	16	16	15	17	17	18	17	19	20	19	17	18	18	20	20	20	19	20	20	19	21	22	22	22	21	20	20	23	22	23	23	24	26	27	28	30	31	34	35	33	36	36	37	37	40	41	0	1	2	3	8	3	3	3	3	8	8	7	8	4	7	7	22	7	8	15	18	12	18	18	18	35	25	21	25	25	22	26	35	35	10	28	28	25	18	22	25	26	26	40	28	17	34	34	37	38	17	41	43	38	25	46	49	49	39	39	43	51	61	38	55	56	49	59	40	39	31	63	55	66	62	69	54	76	75	68	74	80	75	0	1	85	86	89	71	1	16	89	89	93	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	2	1	1	1	2	3	2	2	1	1	1	2	2	1	3	2	1	2	2	2	2	4	1	1	1	1	2	3	1	2	1	2	2	2	2	2	4	1	2	2	2	2	3	2	1	2	2	1	3	1	3	3	4	2	3	1	2	1	2	1	2	2	2	2	4	1	14	1	2	1	7	17	13	2	2	2	18
