step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	Tinf_99	Tinf_100	Tinf_101	Tinf_102	Tinf_103	Tinf_104	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	alpha_99	alpha_100	alpha_101	alpha_102	alpha_103	alpha_104	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98	kappa_99	kappa_100	kappa_101	kappa_102	kappa_103	kappa_104
1	-537.053839854612193	-535.591757770093295	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.219089729392935	1	2	3	2	5	4	5	5	7	5	6	6	5	6	9	8	6	8	8	7	6	6	8	7	8	8	8	8	9	9	9	8	9	9	9	8	10	10	12	11	11	10	9	10	10	10	11	12	14	10	11	11	12	11	11	12	12	12	13	13	13	13	15	14	14	15	15	14	16	17	17	17	17	19	20	19	19	20	20	21	19	20	21	20	20	21	25	22	22	23	24	25	24	23	24	24	26	26	26	26	26	25	27	26	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	3	2	3	3	2	3	4	4	3	4	4	3	3	3	4	3	4	4	4	4	4	4	4	4	4	4	4	4	5	5	6	5	5	5	4	5	5	5	5	6	7	5	5	5	6	5	5	6	6	6	6	6	6	6	7	7	7	7	7	7	8	8	8	8	8	9	10	9	9	10	10	10	9	10	10	10	10	10	12	11	11	11	12	12	12	11	12	12	13	13	13	13	13	12	13	13
500	-448.354634264542597	-446.892552180023699	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.324276025421580	0	3	4	3	5	4	4	5	7	6	6	6	5	6	7	8	6	8	9	8	7	6	8	7	8	6	9	8	10	9	9	7	6	8	8	6	11	10	12	11	8	10	8	10	11	11	11	13	14	10	10	12	12	10	11	12	12	12	13	10	13	12	15	14	14	15	15	13	16	17	17	16	17	19	18	19	18	19	19	22	19	20	22	20	19	21	26	22	22	23	24	26	24	22	24	25	26	27	24	27	26	26	27	26	0	1	1	1	4	4	1	4	7	13	3	2	4	6	8	9	2	26	32	8	8	8	12	22	3	2	14	12	15	24	35	26	13	13	7	13	38	34	40	60	12	41	14	35	33	43	19	28	52	35	31	55	60	26	43	14	21	29	31	5	34	2	11	18	39	61	21	29	9	67	63	57	18	70	62	49	49	75	70	70	37	39	82	47	26	52	37	51	49	73	75	91	44	77	24	79	76	94	59	92	69	70	23	39	1	1	2	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	2	1	2	1	1	2	2	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	2	2	1	2	1	1	1	1	1	2	1	3	3	1	3	3	3	4	4	3	1	1	4	1	5	1	1	2	4	1	3	2	2	1	1	3	4	3	1	6	5	5	7	4	5	3	3	1	7	3	10	4	4	4	5	1	4	4	9	7
1000	-367.423090603463038	-365.961008518944141	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.573547095575066	1	3	2	3	5	3	5	5	7	5	7	6	5	6	9	8	7	8	5	8	7	6	8	7	9	8	8	7	8	9	7	7	8	9	9	8	11	10	12	11	11	10	9	10	10	10	10	13	14	11	10	11	11	10	11	12	12	13	14	12	13	13	15	14	13	15	15	15	16	18	18	17	17	18	19	18	18	19	20	19	19	21	21	19	20	21	24	22	21	22	23	25	23	23	25	24	25	25	26	26	27	26	27	26	0	3	1	3	6	1	4	1	7	3	6	1	2	2	33	9	5	2	4	21	14	2	22	10	2	21	5	8	12	21	6	8	21	21	32	21	5	29	51	23	5	7	9	27	21	9	9	15	3	24	29	47	43	15	47	29	52	27	50	31	45	57	26	60	53	34	56	41	58	64	72	64	68	38	71	63	72	77	70	73	74	77	40	72	76	70	86	89	75	52	89	91	88	77	70	54	94	91	98	74	92	94	87	90	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	2	2	1	1	2	1	1	3	1	1	1	1	1	2	1	1	1	1	1	3	1	1	2	2	3	1	1	2	2	1	1	5	2	2	1	1	1	1	2	1	3	1	2	1	1	4	1	1	2	1	2	1	1	1	2	1	3	1	1	1	1	1	1	1	2	4	1	1	2	2	1	1	5	1	1	1	1	3	8	1	1	1	3	1	2	1	2
1500	-274.299481286079413	-272.837399201560515	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.927859974472983	1	3	3	3	6	5	4	5	7	5	6	6	6	3	9	6	6	8	9	7	7	6	8	6	8	8	7	8	10	9	10	8	8	9	10	8	10	11	12	11	11	10	8	10	10	10	9	13	14	11	12	11	12	12	11	12	12	11	13	14	13	13	15	14	14	16	15	13	16	18	17	18	17	19	20	19	17	19	20	21	19	21	22	17	21	21	25	22	21	22	23	24	24	23	25	23	26	23	25	23	26	25	27	26	0	1	1	1	14	2	14	14	24	3	7	8	6	1	24	4	6	20	32	17	17	7	27	3	11	13	17	5	22	18	18	13	16	43	21	24	26	27	45	20	19	34	12	13	43	33	27	53	15	45	44	26	35	52	36	15	41	47	50	68	31	55	57	58	56	63	59	58	49	69	66	66	65	71	81	84	69	77	72	75	84	78	85	63	76	79	96	75	75	86	75	96	76	86	91	83	94	79	98	75	95	76	95	102	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1
2000	-277.946208023264262	-276.484125938745365	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.840015616286236	1	3	3	3	4	4	4	6	8	5	5	7	5	6	9	9	6	7	8	8	7	6	9	7	8	8	8	9	9	9	10	7	9	9	8	8	11	10	12	11	12	10	8	9	11	11	11	11	15	10	11	11	12	11	11	12	13	12	13	13	13	13	15	14	15	16	16	13	17	16	17	17	18	18	20	20	19	21	20	22	19	21	21	20	20	22	25	22	22	23	24	26	23	22	22	24	27	27	25	24	26	25	28	25	0	1	1	1	3	2	4	7	17	2	2	11	6	13	24	17	3	5	17	32	17	3	10	14	6	22	12	19	18	17	20	22	43	12	22	32	29	12	13	34	46	19	24	8	28	42	29	34	62	19	34	33	32	15	33	45	51	50	47	56	37	55	61	16	47	56	63	33	65	64	70	61	49	67	66	67	69	79	67	84	69	66	79	74	77	84	78	79	84	85	94	96	86	85	73	85	104	99	76	94	96	78	98	91	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	2	1	1	1	1	2	1	1	2	1	1	1	1	2	1	1	1	2	1	1	2	1	1
2500	-239.206798902405694	-237.744716817886825	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.989459507563874	1	3	4	3	5	5	5	5	7	6	5	5	6	7	8	7	6	8	9	6	6	7	7	7	8	8	9	7	9	9	9	9	9	9	9	8	10	10	11	10	10	10	9	11	10	10	10	10	14	10	12	11	12	9	12	12	13	11	13	12	11	13	16	14	14	15	15	13	16	17	17	18	17	19	20	19	19	19	21	22	19	21	20	21	21	21	25	23	22	23	25	25	23	23	24	23	26	27	27	25	27	25	27	27	0	1	4	1	2	4	2	2	6	7	4	2	3	6	5	12	12	14	26	3	4	6	7	11	8	13	14	6	14	24	14	21	9	9	23	13	19	19	32	16	36	34	9	19	15	32	5	32	47	36	42	19	36	26	30	41	44	45	44	47	37	48	65	39	56	59	55	58	49	65	49	67	64	71	73	70	70	73	76	74	71	72	77	77	74	72	90	84	86	78	94	90	82	79	80	82	90	88	102	88	90	90	91	91	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3000	-268.077979720951703	-266.615897636432805	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.959937011651836	1	3	4	3	6	5	6	5	8	6	5	6	5	7	10	8	7	7	7	8	6	5	9	8	8	8	6	8	9	9	9	8	10	9	10	8	10	10	9	10	11	10	9	10	10	10	10	12	15	10	12	11	12	11	11	11	12	12	14	13	13	11	13	14	12	16	16	13	16	17	17	17	18	19	21	19	20	20	20	22	18	19	21	20	20	22	25	22	22	22	24	25	24	22	24	23	26	27	25	27	26	25	27	24	0	1	4	1	11	2	6	2	10	11	1	22	2	21	9	27	13	12	27	10	22	4	7	10	5	7	8	18	8	13	24	14	25	14	31	8	19	20	20	34	43	9	26	19	43	9	9	37	65	36	15	29	37	29	36	38	38	37	57	51	47	32	41	63	36	64	59	35	55	49	69	53	67	70	76	66	81	71	81	84	64	69	82	73	70	78	88	76	78	84	88	93	90	74	94	84	99	101	93	87	99	91	97	94	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3500	-270.768596688479590	-269.306514603960693	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.969561267630351	0	2	4	1	5	3	5	5	6	6	7	6	6	6	10	9	5	8	8	7	7	6	8	8	9	8	8	8	9	9	9	8	7	8	9	9	10	11	12	11	12	10	9	10	11	9	12	11	14	7	11	11	13	11	12	13	12	12	13	12	13	11	16	14	14	15	15	14	17	17	18	16	16	19	21	20	19	20	20	22	19	21	21	20	21	21	25	22	22	23	24	24	23	23	24	24	26	27	25	25	24	25	26	26	0	4	6	1	6	4	6	6	8	7	12	17	7	8	50	28	3	7	12	12	14	8	22	10	34	10	11	17	34	33	9	12	10	10	34	13	28	28	43	29	51	31	26	34	31	21	38	36	55	17	43	5	54	16	48	29	40	18	40	44	54	26	59	57	45	59	56	55	53	53	63	49	68	71	74	81	73	81	69	84	69	77	78	71	69	77	94	86	86	88	80	94	79	85	80	93	95	102	84	96	94	93	94	94	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1
4000	-262.673356604581727	-261.211274520062830	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.910736784988702	1	2	3	3	5	5	5	5	7	4	7	7	5	6	10	9	7	9	8	7	6	7	7	7	8	8	6	8	7	9	10	8	9	9	8	8	9	11	13	11	11	9	10	11	10	10	11	12	14	10	11	12	13	11	11	13	12	12	13	12	13	13	14	14	15	15	15	14	14	18	16	18	16	19	20	18	19	20	20	22	19	20	21	20	20	22	25	21	22	24	24	26	24	22	23	24	25	26	26	27	25	24	26	26	0	1	2	1	4	2	3	3	5	4	10	5	3	8	33	24	6	23	21	8	5	6	13	13	7	22	3	7	7	35	20	14	36	23	20	9	24	45	38	16	37	11	24	31	36	25	25	33	48	16	9	42	44	42	42	54	22	50	51	45	51	48	59	47	39	36	39	60	60	64	63	65	69	67	70	67	70	74	68	82	76	70	81	76	73	88	86	76	85	86	94	96	89	85	89	94	83	87	91	93	102	88	102	96	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1
4500	-246.949975136263987	-245.487893051745118	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.990699571646415	1	2	3	2	5	4	6	4	7	6	7	5	6	5	9	8	7	8	8	8	6	6	8	8	8	9	8	9	8	9	9	8	9	10	8	8	10	10	11	12	11	11	9	10	9	11	11	11	15	10	11	12	11	11	11	12	11	12	14	13	13	13	15	14	15	14	16	15	17	16	15	17	17	19	20	20	19	19	20	21	20	19	21	18	21	20	25	22	21	23	23	25	25	23	23	24	27	25	25	27	25	25	27	27	0	1	1	1	3	4	6	4	22	3	14	2	8	3	18	12	13	10	3	17	8	14	13	10	13	27	21	27	3	20	16	17	9	18	5	17	36	10	15	47	27	30	27	15	21	27	34	15	64	29	45	15	33	31	26	43	43	57	57	55	54	51	54	58	62	56	66	62	49	49	58	67	49	84	78	84	73	69	77	78	84	84	76	69	72	78	94	79	84	89	85	94	91	88	83	88	87	91	88	96	89	95	98	96	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
