step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88
1	-1109.227364925487336	-1118.278208305938733	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.597879536450173	0	4	10	12	16	8	12	7	7	10	25	17	10	16	16	11	17	15	16	14	16	14	19	26	15	24	21	18	18	26	23	22	27	21	29	26	21	29	27	25	22	29	20	28	25	22	28	31	31	33	26	26	33	23	27	27	42	29	35	37	34	27	26	45	28	39	39	40	37	35	33	36	41	40	36	34	42	42	37	40	43	48	51	45	45	47	66	54	0	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	8	1	8	13	1	6	16	46	21	1	14	43	9	16	21	28	17	28	28	11	18	8	28	24	6	22	25	1	24	28	28	28	28	28	37	41	20	25	27	28	40	31	36	36	14	28	27	25	28	36	38	48	41	36	48	52	36	36	79	28	28	52	65	72	75	78	73	75	83	84	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
500	-969.176626810282755	-977.471965132120317	8.295338321837509	0.000009994311323	0.000029262975975	2.927963221181343	0.993071117546343	0	5	4	10	12	10	5	6	10	11	16	15	9	15	11	11	19	16	17	15	14	17	11	16	16	26	22	17	19	29	21	22	23	22	29	24	24	19	28	22	21	25	21	26	21	22	24	31	32	31	21	29	37	27	26	27	39	27	29	40	31	28	25	39	30	35	37	35	37	36	32	33	38	40	35	31	44	39	33	31	38	44	50	44	45	51	66	51	0	1	1	3	3	3	1	3	3	3	1	2	1	15	3	2	15	3	8	3	8	13	7	6	16	46	21	15	14	43	9	16	21	28	17	51	28	11	18	19	28	24	24	22	25	11	24	58	58	58	28	36	37	41	20	45	27	28	40	31	36	36	14	50	27	45	50	36	38	48	41	62	48	80	36	36	79	50	58	52	65	72	75	78	73	83	83	84	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1000	-979.333222593452319	-987.713781687645564	8.380559094193291	0.000010019596851	0.000026918761897	2.686611277541376	0.997575296059600	0	8	6	15	10	6	13	10	10	12	19	16	13	8	13	14	20	16	14	14	19	17	20	14	18	27	24	16	17	25	23	19	26	21	33	24	22	25	23	17	20	23	21	27	23	21	24	32	32	20	19	29	33	27	21	21	43	28	36	29	34	27	22	26	28	34	35	35	41	36	29	28	37	40	34	34	40	35	33	36	39	46	44	42	42	51	61	54	0	1	1	3	1	1	3	3	1	3	15	2	5	1	3	2	7	3	8	3	19	13	3	6	16	46	21	7	14	43	9	16	21	28	17	51	50	11	18	8	28	24	24	22	25	11	24	50	64	28	28	36	37	41	20	25	27	50	40	31	36	36	14	28	27	45	58	36	38	48	41	36	48	80	62	36	79	64	58	52	65	72	75	78	73	83	83	84	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1500	-980.435940386597395	-988.793373828912308	8.357433442314944	0.000009919945227	0.000027544917463	2.776720721010192	0.979188004063567	1	4	6	11	7	6	5	8	6	10	18	14	12	15	11	9	15	16	16	4	14	16	22	16	16	27	21	13	20	30	18	18	23	15	26	23	18	24	31	26	19	25	21	22	25	22	27	33	32	24	18	28	27	26	15	23	33	29	31	30	26	29	23	36	29	28	32	34	35	36	31	29	40	38	34	38	44	45	37	33	42	44	44	49	45	48	58	55	0	1	1	3	1	1	1	7	1	7	7	2	5	7	1	2	7	15	8	1	8	13	7	6	16	46	21	7	14	43	9	16	21	28	17	51	28	11	18	19	28	24	24	22	25	11	24	50	58	28	28	36	37	41	20	25	27	50	40	31	36	36	14	50	27	25	58	36	38	48	41	36	48	80	36	62	79	64	58	52	65	72	75	78	73	83	83	84	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2000	-973.990690019135286	-982.540434583867750	8.549744564732499	0.000009937184635	0.000022486226691	2.262836760846237	0.986103854703895	1	5	6	13	6	8	14	9	6	10	18	15	10	11	4	13	19	17	15	17	13	15	17	13	18	25	23	13	16	25	19	23	20	19	30	23	21	31	25	23	22	23	17	28	26	22	27	27	27	33	20	27	29	25	23	26	32	29	33	28	29	26	26	21	29	33	41	41	38	36	27	33	35	40	36	29	41	41	36	34	46	35	42	46	47	48	58	55	0	1	1	3	1	3	15	15	1	3	7	2	5	3	1	2	3	7	8	3	8	13	7	6	16	46	21	3	14	43	9	16	21	28	17	51	28	11	18	19	28	24	24	22	25	11	24	64	64	58	28	36	37	41	20	25	27	64	40	31	36	36	14	28	27	45	50	62	38	48	41	62	48	80	36	36	79	58	64	52	65	72	75	78	73	83	83	84	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2500	-974.288573536467766	-982.947723744266909	8.659150207799197	0.000010058777401	0.000019681349828	1.956634394243679	0.989434536718458	1	5	8	14	4	10	6	9	8	13	17	16	10	12	5	8	15	14	13	16	13	15	12	17	18	23	21	13	17	30	21	24	25	20	25	22	22	30	28	25	19	24	22	23	26	21	28	32	34	25	18	28	27	23	27	31	39	27	32	31	33	26	17	33	27	40	36	40	33	35	26	37	38	42	33	35	44	43	36	38	40	45	40	45	45	47	55	55	0	1	1	3	1	7	1	15	15	7	7	2	5	7	1	2	3	7	8	7	8	13	7	6	16	46	21	1	14	43	9	16	21	28	17	51	28	11	18	19	28	24	24	22	25	11	42	58	58	28	28	36	37	41	20	45	27	28	40	31	62	36	14	50	27	45	50	62	38	48	41	36	48	80	36	62	79	58	50	52	65	72	75	78	73	83	83	84	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3000	-964.032782077337629	-972.525921076113264	8.493138998775636	0.000010192765593	0.000023879868248	2.342825215598873	0.993966840323512	0	6	8	14	9	7	7	5	6	13	14	16	12	15	5	11	18	15	11	13	16	18	15	17	17	28	23	17	18	24	23	20	20	21	26	23	21	28	20	22	20	25	19	24	23	23	21	27	31	32	20	26	33	24	22	29	32	28	28	39	34	27	22	46	28	32	37	39	34	32	30	33	36	42	38	35	41	40	37	35	36	48	44	43	41	50	50	50	0	1	1	7	15	1	1	1	1	1	7	2	5	7	1	2	15	7	8	15	8	13	7	6	16	46	21	7	14	43	9	16	21	28	17	51	28	11	18	19	28	24	24	22	25	11	24	28	58	28	28	36	37	41	20	25	27	28	40	31	62	36	14	50	27	45	58	62	38	48	41	36	48	80	62	36	79	58	50	52	65	72	75	78	73	83	83	84	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3500	-946.116373351313314	-954.475628864626287	8.359255513312966	0.000010555864027	0.000027441197427	2.599616417515875	0.987715436884380	2	6	8	13	6	7	6	9	10	13	17	11	10	14	11	10	18	15	19	15	14	17	16	19	13	24	23	14	19	28	21	20	24	20	31	24	21	26	28	26	20	30	21	30	25	21	24	30	34	25	21	28	31	24	20	27	31	30	37	31	33	28	24	36	28	33	40	36	33	35	28	36	43	38	38	35	42	37	37	35	36	42	45	45	46	48	57	52	0	1	1	7	1	1	1	1	1	1	15	2	5	15	7	2	15	15	8	3	8	13	15	6	16	46	21	3	14	43	9	16	21	28	17	51	28	11	18	19	28	24	24	22	25	11	24	50	58	28	28	36	37	41	20	25	27	50	40	31	36	36	14	58	27	45	58	62	38	48	41	36	48	80	62	62	79	58	50	52	65	72	75	78	73	83	83	84	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4000	-943.847982822290192	-952.070602151744424	8.222619329454259	0.000011086368343	0.000031337464254	2.826666342324444	0.995171148242630	-3	5	8	13	4	9	2	7	6	11	14	17	11	14	9	9	17	14	15	17	14	17	19	17	13	25	21	15	19	28	17	20	23	19	30	21	22	28	26	25	22	23	23	21	27	21	30	34	30	33	18	28	27	26	27	24	33	27	37	37	34	30	21	39	29	34	41	35	37	38	29	38	42	41	35	30	41	42	36	34	39	49	44	48	48	50	60	55	0	1	1	15	1	7	1	1	7	7	15	2	5	15	7	2	15	15	8	15	8	13	3	6	16	46	21	3	14	43	9	16	21	28	17	51	28	11	18	19	28	24	24	22	25	11	42	58	58	58	28	36	37	41	20	25	27	28	40	31	62	36	14	50	27	45	58	36	38	48	41	62	48	80	62	36	79	64	50	52	65	72	75	78	73	83	83	84	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4500	-914.232712564357030	-922.475071564892005	8.242359000534949	0.000012856345975	0.000029602925444	2.302592470771388	0.996831816970070	1	7	9	16	7	12	8	6	10	7	19	16	10	16	13	11	19	15	14	16	18	16	17	18	15	26	24	16	20	27	22	20	27	22	27	25	22	26	25	22	22	27	22	28	21	23	20	30	34	34	19	28	34	26	26	26	40	27	33	28	36	29	23	42	30	31	39	36	33	35	28	35	37	42	39	34	41	43	34	34	40	43	42	47	42	49	57	58	0	1	1	3	1	1	1	1	1	1	15	2	5	7	3	2	15	1	8	3	19	13	3	6	16	46	21	3	14	43	9	16	21	28	17	51	28	11	18	19	28	24	24	22	25	11	24	58	58	58	28	36	37	41	20	45	27	28	40	31	36	36	14	50	27	45	58	36	38	48	41	36	48	80	62	62	79	50	58	52	65	72	75	78	73	83	83	84	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
