step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29
25500	-154.078493036837898	-152.568905887392305	-1.509587149445587	0.000057871032892	0.000016675004294	0.288140775459588	0.731787623836270	-1	0	2	1	2	5	3	5	6	7	9	12	13	16	21	21	22	24	22	23	23	25	24	25	26	28	28	30	29	0	1	1	2	2	3	5	3	0	3	10	10	12	13	14	14	15	19	14	15	15	21	19	21	21	23	25	24	27	1	1	1	1	1	1	1	2	1	3	1	2	1	2	3	2	1	1	4	1	1	1	1	1	2	2	1	2	1
26000	-157.450780552804162	-155.559893672801024	-1.890886880003148	0.000085640732138	0.000013472367275	0.157312612098361	0.636136518681333	-2	-1	2	1	4	4	6	6	6	8	10	12	15	16	19	20	21	23	20	23	23	26	26	27	26	28	27	28	31	0	1	1	2	4	3	5	3	0	8	8	10	12	13	13	14	14	16	14	15	17	21	21	25	21	25	21	23	24	1	1	2	1	2	1	1	1	1	1	2	2	1	1	2	2	2	2	2	2	1	2	1	1	2	1	2	1	2
26500	-146.823502738292092	-145.380608917537700	-1.442893820754389	0.000061411455511	0.000021087795245	0.343385367910666	0.721910493643076	-1	0	2	1	2	6	4	6	6	5	8	11	14	16	20	20	22	22	22	24	24	25	26	26	26	29	27	29	30	0	1	1	2	2	10	5	10	0	1	8	10	12	13	14	14	16	15	15	15	16	21	22	22	21	23	21	24	27	1	1	1	1	1	1	1	1	1	3	1	3	2	1	2	2	1	1	1	1	1	1	1	1	1	1	2	1	2
27000	-164.333794874658963	-162.452162322271221	-1.881632552387740	0.000123235522065	0.000019606510565	0.159097882135815	0.603133559364943	-2	0	2	2	2	4	4	7	6	8	9	12	14	15	19	21	22	23	22	23	22	25	27	25	26	29	28	30	29	0	1	2	2	2	3	5	6	0	8	2	11	12	10	13	15	16	16	13	15	16	21	22	16	21	23	25	29	25	1	1	1	1	1	1	1	1	1	1	4	2	2	4	3	1	1	1	5	2	1	1	1	2	2	1	1	1	2
27500	-156.139417540777316	-154.634153369347672	-1.505264171429653	0.000067615782087	0.000019678277181	0.291030829992916	0.785934434211970	-2	-1	3	1	2	4	6	6	7	7	10	12	14	16	20	21	21	23	22	22	23	25	26	27	25	27	28	30	28	0	1	4	2	2	3	5	6	0	8	10	10	12	13	14	14	15	19	15	17	16	18	21	25	21	23	21	27	22	1	1	1	1	2	1	2	1	1	1	1	2	1	2	2	2	1	1	1	1	2	1	2	1	1	1	3	1	1
28000	-140.880798466676907	-139.315659951008854	-1.565138515668044	0.000090915284348	0.000023298586998	0.256266998062963	0.816268767188273	-1	0	3	2	2	5	6	6	6	8	9	12	14	15	20	20	22	23	22	23	23	25	26	27	25	28	27	29	31	0	1	2	2	2	2	6	3	0	8	6	11	12	13	14	14	15	15	16	16	16	21	19	25	21	23	25	24	28	1	1	1	1	1	2	1	2	1	1	1	2	1	1	2	2	1	2	2	2	1	1	2	1	1	1	1	1	1
28500	-159.429417843223973	-157.727670084365514	-1.701747758858467	0.000083380891174	0.000016924388101	0.202976819539576	0.605869196341222	-1	0	2	2	3	7	5	5	7	4	9	12	14	16	19	22	21	23	22	23	23	25	26	26	26	27	27	29	29	0	1	1	2	2	3	5	3	0	3	10	8	12	13	14	14	15	19	14	15	17	21	21	21	21	23	24	24	25	1	1	2	1	2	2	1	2	1	2	2	5	1	1	1	2	2	1	2	2	1	1	1	2	2	1	1	2	1
29000	-145.586150221675211	-143.834736965399429	-1.751413256275790	0.000110537892653	0.000020864851999	0.188757461337487	0.794098023249902	-1	0	2	0	3	5	6	7	6	8	10	12	14	14	19	21	22	22	22	24	23	25	25	25	27	28	28	29	31	0	1	2	1	2	3	5	3	0	8	8	11	12	12	14	15	15	15	16	17	19	21	21	21	21	23	25	24	28	1	1	1	1	1	1	2	2	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	2	1	1	2	1
29500	-145.061895441112483	-143.577448952633091	-1.484446488479390	0.000078262199400	0.000023951677501	0.306044012110954	0.675032614053563	-1	0	3	1	2	6	4	6	5	8	9	11	13	16	21	20	22	23	22	22	23	25	26	27	27	29	27	30	31	0	1	1	2	2	3	5	3	0	8	8	10	12	13	14	14	16	19	14	15	19	16	22	21	21	23	21	24	24	1	1	2	1	1	1	1	1	1	1	2	1	1	1	2	2	1	1	2	1	1	2	1	2	2	1	2	1	2
30000	-154.285400948829903	-152.856695887257644	-1.428705061572259	0.000051876915272	0.000018649650880	0.359498069261862	0.769562518995562	-1	0	2	2	3	6	5	7	6	5	8	11	14	16	19	21	21	23	19	24	23	26	24	25	24	28	26	30	28	0	1	2	2	2	3	5	10	0	3	10	11	12	13	14	19	19	16	14	17	15	21	21	21	21	23	25	29	24	1	1	1	1	1	2	1	1	1	1	2	1	1	2	2	1	2	1	1	1	2	1	1	2	1	2	1	1	1
30500	-140.807787746009780	-139.000591518185217	-1.807196227824550	0.000086200668794	0.000015076303275	0.174897752947224	0.854655222947684	-1	1	2	2	3	7	5	6	6	7	9	12	15	16	20	20	22	23	21	23	21	25	26	25	26	27	27	30	31	0	1	1	2	2	4	5	2	0	8	10	11	12	13	14	14	19	19	14	16	16	21	24	21	24	23	22	24	28	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	2	1	1	2	1	1	2	1	2	1	1	1	2	1
31000	-151.678635143494063	-150.310599624071870	-1.368035519422189	0.000063039883056	0.000030914700481	0.490399077256265	0.693878954495840	-1	1	1	2	2	3	6	6	6	8	9	12	14	16	21	21	21	24	19	22	23	25	27	26	25	28	28	30	29	0	1	1	2	2	3	5	6	0	8	10	11	12	13	14	14	19	15	14	17	15	16	22	18	21	23	24	27	24	1	1	1	1	1	1	2	2	1	1	1	2	1	1	2	2	1	2	1	1	1	2	1	1	2	1	1	2	2
31500	-145.343475116109914	-143.824273928191502	-1.519201187918399	0.000060417675714	0.000017035305118	0.281958961791370	0.734796470149400	-1	1	1	2	4	6	5	6	6	5	10	12	14	16	20	21	22	23	22	24	23	25	26	25	26	28	27	28	30	0	1	1	2	2	3	5	10	0	3	8	11	12	13	14	14	16	14	14	17	19	18	24	21	21	23	25	25	28	1	1	1	1	1	2	1	1	1	2	2	1	1	1	2	2	1	3	4	1	1	1	1	2	2	1	1	1	2
32000	-136.764152891184040	-135.326373454807793	-1.437779436376252	0.000069262562069	0.000024168178676	0.348935672511337	0.763921557213586	-1	0	3	1	3	5	5	6	6	8	10	12	14	16	20	21	22	24	21	22	23	25	26	26	25	27	28	28	30	0	1	1	2	2	3	2	3	0	8	10	11	12	13	14	14	19	16	14	16	19	21	25	25	21	23	24	24	28	1	1	2	1	2	1	3	1	1	1	1	1	1	1	2	2	1	1	2	1	1	1	1	1	1	1	1	1	2
32500	-174.429001909635105	-172.994918474922827	-1.434083434712264	0.000109983779138	0.000038837528279	0.353120510891193	0.549511707377850	-1	0	3	2	3	6	6	5	7	8	8	12	14	15	19	21	21	24	22	23	23	24	26	26	27	28	25	31	31	0	1	1	2	4	8	5	3	0	8	8	10	12	12	14	14	15	19	15	16	16	16	19	15	22	18	21	24	24	1	1	2	1	1	1	2	1	1	2	1	1	1	1	2	2	1	1	3	1	2	1	2	2	2	2	1	2	2
33000	-161.072314549147052	-159.032529679863046	-2.039784869284014	0.000115855209908	0.000015382433159	0.132772908282304	0.612975599735149	-1	0	1	2	3	5	4	6	7	7	9	11	15	16	20	21	22	23	22	24	23	26	26	26	24	28	27	31	31	0	1	1	2	2	3	5	3	0	6	10	11	12	12	13	14	15	16	14	19	12	25	25	25	19	23	25	24	24	1	1	1	1	1	2	1	2	1	1	1	1	1	2	2	2	1	1	3	1	5	1	1	2	1	1	2	2	2
33500	-172.510835709366177	-170.698723369092733	-1.812112340273443	0.000093718677188	0.000016285215790	0.173767025728069	0.600897421226370	-2	0	1	2	2	6	5	6	7	7	9	12	15	15	21	22	21	23	22	23	23	25	27	26	26	29	27	29	31	0	1	1	2	2	4	5	3	0	3	1	8	11	12	14	17	14	16	15	17	17	17	14	19	21	23	22	24	28	1	1	1	1	1	2	1	2	1	3	8	4	3	1	3	1	2	1	1	1	1	2	4	2	2	1	1	1	1
34000	-155.696321357042507	-153.902019863216651	-1.794301493825852	0.000071392965041	0.000012702895611	0.177929234402135	0.775496035760107	-2	0	3	1	4	6	5	5	7	7	9	12	13	15	20	20	22	22	22	23	22	25	26	26	25	29	27	27	28	0	1	1	2	2	8	5	2	0	8	10	10	12	13	14	14	15	14	15	18	15	18	21	21	21	25	24	24	24	1	1	2	1	2	1	1	3	1	1	1	2	1	1	2	2	1	3	1	1	1	1	2	2	2	2	1	1	1
34500	-158.331449929290130	-156.569616849348961	-1.761833079941177	0.000090911547792	0.000016910842483	0.186014240146828	0.553912833398838	-1	0	1	2	3	6	5	4	7	7	9	12	14	16	21	21	20	24	21	23	23	25	27	23	27	28	28	29	31	0	1	2	2	4	3	5	3	0	6	10	11	12	13	13	14	14	16	14	17	19	19	21	15	21	23	22	25	28	1	1	1	2	1	3	1	3	1	1	2	1	1	1	3	2	2	1	2	1	1	2	2	1	2	1	1	1	1
35000	-135.704306105497778	-133.992531960275727	-1.711774145222046	0.000081065365797	0.000016208312933	0.199941279162577	0.688683730889629	-2	0	2	1	3	5	5	4	6	7	10	12	14	16	20	21	22	22	22	23	23	26	27	25	25	28	28	29	31	0	1	1	2	3	3	5	3	0	8	10	11	12	13	14	14	15	15	14	19	16	19	25	21	21	23	25	24	28	1	1	2	1	1	1	1	1	1	1	2	1	1	1	2	3	1	1	2	1	1	2	1	1	1	1	1	2	1
35500	-176.943438598708042	-175.427342612007664	-1.516095986700364	0.000090709633687	0.000025754279180	0.283919999822687	0.658521499686907	-1	1	0	2	3	4	4	5	6	6	8	12	14	16	19	22	21	24	21	23	23	26	27	27	26	28	28	29	29	0	3	1	2	2	3	2	6	0	1	8	11	12	13	14	14	15	16	14	16	16	19	21	17	21	15	19	24	23	1	1	1	1	1	2	1	1	1	4	2	2	1	1	2	2	1	1	2	1	1	4	2	3	2	4	4	1	1
36000	-165.658174856622423	-163.830991914755288	-1.827182941867132	0.000091893231516	0.000015657050607	0.170383066833389	0.571652696835225	-1	0	2	2	3	6	6	6	7	8	9	12	14	15	20	21	22	23	19	23	23	26	27	25	26	29	27	29	31	0	1	1	2	2	4	5	3	0	1	6	10	12	13	14	19	19	15	14	13	16	24	25	15	21	23	24	18	28	1	1	1	1	1	1	2	2	1	3	2	2	1	1	2	1	2	2	2	4	1	1	1	2	2	1	1	2	2
36500	-147.575761148857907	-146.048526074209320	-1.527235074648581	0.000083391928968	0.000023102360435	0.277033529756019	0.711179962163567	-1	0	2	2	3	6	5	5	6	7	10	12	14	16	20	19	21	23	22	23	23	26	26	26	25	29	25	29	30	0	1	1	2	2	3	5	3	0	8	6	11	12	13	14	14	16	15	15	16	17	21	25	21	21	23	21	23	24	1	1	1	1	2	2	1	2	1	1	3	1	1	1	2	2	2	1	1	2	1	1	1	2	1	2	1	2	2
37000	-135.167740758060830	-133.346287124498218	-1.821453633562605	0.000072893602155	0.000012512563928	0.171655173539397	0.670861441801507	-1	1	3	2	3	6	5	5	6	7	9	11	14	16	20	20	22	22	23	24	23	25	26	26	25	29	27	29	30	0	1	1	2	2	3	5	3	0	8	10	11	12	13	14	14	15	14	16	18	18	21	25	21	21	23	22	24	28	1	1	2	1	1	1	2	1	1	1	1	1	2	1	2	2	1	3	2	1	1	1	1	1	1	2	1	1	1
37500	-150.794031766904283	-149.159347261487994	-1.634684505416276	0.000078348036419	0.000017700136692	0.225916787463487	0.590696882650929	-1	0	2	2	2	5	5	6	7	8	10	12	14	16	20	21	21	23	20	23	22	24	26	26	26	29	28	30	29	0	1	1	2	2	1	5	6	0	8	8	10	12	13	13	14	14	16	14	17	19	16	15	21	21	23	24	29	25	1	1	2	1	1	3	2	1	1	1	2	2	1	1	3	2	1	1	2	1	1	2	3	2	3	1	1	1	2
38000	-161.499994402472879	-159.987644236422682	-1.512350166050203	0.000095758552878	0.000027418581561	0.286330366705103	0.644735512044864	-2	0	2	1	3	5	6	5	6	7	9	12	14	16	20	20	21	23	22	24	23	25	27	26	26	28	28	29	30	0	1	1	2	3	3	5	3	0	8	10	11	12	13	14	14	15	19	17	15	16	15	21	21	21	24	19	21	28	1	1	2	1	1	1	2	2	1	1	2	2	1	2	2	3	1	1	1	2	1	2	1	2	2	1	3	3	1
38500	-161.198401016369786	-159.704525671478905	-1.493875344890868	0.000066916878395	0.000020008487149	0.299005088537449	0.710080415728905	-1	0	3	1	4	6	5	6	5	7	10	12	15	16	20	21	20	23	22	24	23	24	27	27	26	28	28	30	29	0	1	1	2	2	4	5	5	0	8	6	11	8	13	14	14	14	17	17	16	15	16	21	25	21	23	22	29	23	1	1	1	1	2	1	1	1	1	1	2	1	3	1	2	2	2	1	1	2	1	2	2	1	1	1	3	1	1
39000	-137.639202500152095	-135.307708818593682	-2.331493681558406	0.000117997877633	0.000011781428738	0.099844412244851	0.802460295400748	-2	0	3	1	3	5	5	5	5	7	9	13	14	16	19	21	21	23	22	24	23	25	26	27	25	28	27	30	29	0	1	4	2	4	3	5	3	0	8	8	11	12	13	14	14	15	16	14	19	16	21	19	25	21	23	25	29	24	1	1	1	1	1	2	1	1	1	2	1	2	1	1	2	2	1	1	3	1	1	1	1	1	1	1	1	1	1
39500	-149.039187361408210	-147.538061427223170	-1.501125934185036	0.000075230811133	0.000022107772667	0.293865935162820	0.742209922647342	-1	0	3	2	3	5	5	6	7	7	9	12	14	16	21	20	22	23	21	23	23	26	26	25	25	28	27	29	29	0	1	1	2	2	3	5	3	0	8	10	11	12	13	13	14	16	19	14	16	15	21	24	19	21	23	22	27	27	1	1	1	1	2	1	1	2	1	1	1	2	2	1	3	2	1	1	2	1	1	1	1	1	1	1	1	1	2
40000	-151.007334382784393	-149.609631969932821	-1.397702412851582	0.000062848484616	0.000025502753763	0.405781522323055	0.642351167528633	-1	0	2	2	3	6	5	6	6	8	10	12	13	15	20	22	21	23	21	23	23	25	26	25	27	29	27	29	30	0	1	1	2	2	3	5	3	0	8	10	11	8	13	14	14	15	19	14	19	19	19	21	21	21	23	24	24	28	1	1	1	1	2	2	1	2	1	1	2	1	3	2	3	3	1	1	2	1	1	3	2	1	2	2	1	2	1
40500	-150.039175717438269	-148.559388323492783	-1.479787393945490	0.000067178184758	0.000020804047030	0.309684566579121	0.700160347986182	-1	0	2	2	3	7	5	7	6	6	9	11	14	16	21	19	22	23	22	24	23	25	26	27	27	29	27	30	31	0	1	1	2	2	2	5	10	0	3	8	8	12	13	16	14	15	19	15	15	16	21	21	22	22	23	21	24	24	1	1	1	1	2	4	1	1	1	2	1	2	2	1	1	2	1	1	1	2	1	1	2	2	1	2	1	2	2
41000	-155.773401100031379	-154.128114467814498	-1.645286632216887	0.000068751413503	0.000015259030794	0.221944975626748	0.724468094078895	-2	0	2	2	4	5	6	6	7	7	10	12	15	16	20	22	21	23	21	24	23	25	25	27	26	28	27	29	31	0	1	1	2	3	5	5	5	0	1	6	11	12	13	14	14	14	15	14	17	19	21	21	25	21	25	21	24	28	1	1	2	1	1	1	2	1	1	4	3	1	2	1	2	2	2	1	3	1	1	1	1	1	2	1	2	1	1
41500	-162.578979479221289	-161.101930761309745	-1.477048717911553	0.000065223940298	0.000020341943091	0.311878475873123	0.579958109033584	-2	0	2	1	3	5	5	4	6	5	8	11	14	15	20	22	21	21	21	23	23	25	27	27	26	28	27	30	31	0	1	1	2	2	8	5	3	0	8	10	11	12	12	13	19	13	14	15	15	15	21	25	21	21	23	25	25	28	1	1	3	1	1	1	2	1	1	1	2	2	2	3	3	1	3	3	1	2	1	1	1	3	2	1	1	2	1
42000	-139.339044127967725	-137.786927214518983	-1.552116913448729	0.000061893244626	0.000016277085882	0.262986469367166	0.744920829125063	-1	0	1	1	4	5	6	6	6	5	9	12	14	15	19	20	18	22	22	24	24	26	26	26	26	28	27	29	31	0	1	1	2	4	3	5	10	0	3	10	11	12	13	14	17	14	16	16	19	15	21	21	21	21	23	24	24	28	1	1	1	1	1	2	1	1	1	2	2	2	1	1	2	1	1	1	1	1	3	1	1	1	1	1	1	1	1
42500	-162.592169769461520	-160.963138396142540	-1.629031373318974	0.000071738303111	0.000016363191002	0.228095595965508	0.661448536447629	0	1	3	2	3	4	5	6	7	6	9	11	14	16	20	21	22	22	23	23	24	24	27	27	26	29	28	30	31	0	1	1	2	2	3	5	1	0	6	10	8	12	13	13	14	15	14	17	18	16	15	21	21	21	21	21	27	28	1	1	1	1	1	1	1	3	1	1	2	2	1	1	4	2	1	4	1	1	3	2	2	1	1	3	2	1	1
43000	-170.581079752971874	-168.950613184770674	-1.630466568201192	0.000092349708394	0.000021013095990	0.227538303645513	0.687951307433734	-2	0	2	2	4	7	6	7	7	6	9	13	14	16	19	21	21	24	20	23	21	26	26	27	26	28	28	29	31	0	1	2	2	3	7	5	10	0	3	4	11	12	13	14	14	14	17	14	19	15	16	16	15	19	25	25	27	28	1	1	1	1	1	1	2	1	1	1	3	2	1	1	2	2	2	2	2	1	1	2	2	4	2	1	2	1	1
43500	-146.403985186610328	-144.843058684785888	-1.560926501824452	0.000084528172404	0.000021841872370	0.258397546623845	0.704149800979251	-1	0	3	2	3	5	6	7	6	5	10	12	14	16	21	21	20	23	22	23	23	24	26	26	25	28	27	31	28	0	1	1	2	2	3	5	10	0	3	6	11	12	13	14	14	14	16	14	19	15	16	25	21	21	23	24	29	24	1	1	1	1	2	1	2	1	1	1	2	1	1	1	2	2	2	1	2	1	1	3	1	2	1	1	1	2	1
44000	-139.043421645154666	-137.380389967104918	-1.663031678049737	0.000087864301504	0.000018944329714	0.215608949140953	0.849224403267447	-1	1	2	2	3	5	5	4	7	6	9	13	14	16	20	20	22	23	23	24	24	26	26	25	26	28	27	31	29	0	1	1	2	2	3	5	4	0	8	10	11	12	13	14	14	15	15	16	16	18	21	21	18	21	23	24	27	27	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	2	1	2	1	2	1	1	1	1	1	1	1	2	1
44500	-156.542162588692690	-155.014462973302386	-1.527699615390296	0.000075442247504	0.000020879020281	0.276755014228569	0.777850953886176	-1	0	2	1	2	3	5	6	6	8	10	11	13	16	20	22	21	23	23	24	23	24	27	27	26	29	27	31	29	0	1	2	2	2	1	5	3	0	8	8	11	12	13	14	14	14	17	15	16	16	17	21	25	21	24	21	29	27	1	1	1	1	1	1	1	2	1	1	2	1	1	2	2	2	3	1	2	1	1	1	2	1	2	1	2	1	1
45000	-163.587803471020152	-162.135298487758746	-1.452504983261414	0.000086329574790	0.000028801746259	0.333625484995626	0.773806665050684	-1	1	2	2	3	4	5	6	5	7	9	13	14	16	20	21	22	22	20	21	24	26	27	26	27	29	28	30	29	0	1	1	2	2	2	3	3	0	6	10	10	8	12	14	14	14	16	14	15	19	21	24	21	21	23	24	25	25	1	1	1	1	1	1	1	2	1	1	2	2	4	1	2	2	3	1	2	1	2	1	1	1	2	1	1	1	1
45500	-148.726538341478829	-147.209257048558555	-1.517281292920283	0.000071567082476	0.000020265474645	0.283167539367763	0.664726109599798	-1	1	2	2	2	5	6	7	7	7	9	12	14	16	20	21	20	23	21	23	23	24	26	24	27	28	25	29	30	0	1	2	2	2	3	5	6	0	3	10	10	12	13	14	17	14	19	14	19	19	21	24	15	21	23	21	25	25	1	1	1	1	1	1	2	1	1	3	1	2	1	2	2	1	2	1	2	1	1	1	1	2	2	1	1	1	2
46000	-161.855129423079234	-160.121204374345950	-1.733925048733288	0.000105074662838	0.000020336056543	0.193539108224755	0.517637038546097	-2	-1	3	2	3	7	6	6	6	8	10	12	14	16	20	21	21	24	22	23	24	24	26	26	26	29	26	31	30	0	1	4	2	2	3	5	3	0	3	8	8	12	13	14	14	14	16	15	16	19	16	21	22	21	23	20	25	25	1	1	1	1	2	3	2	1	1	3	2	3	1	1	2	2	3	2	1	2	1	1	1	1	1	2	2	3	2
46500	-156.813205097006033	-154.998324931728376	-1.814880165277659	0.000067429219138	0.000011674447123	0.173136323869241	0.643934651578736	-1	1	3	2	3	5	5	6	3	7	10	11	13	14	20	21	21	24	23	24	24	24	26	27	26	28	27	28	31	0	1	1	2	2	3	5	6	0	8	10	8	12	13	14	15	15	19	14	15	16	19	19	21	22	21	25	25	28	1	1	2	1	1	1	1	1	1	1	2	2	1	1	2	1	1	1	3	2	2	1	2	2	1	2	1	1	1
47000	-144.331810194905245	-142.648391784508249	-1.683418410397005	0.000090511701514	0.000018895922144	0.208767726470292	0.780607626069288	0	1	2	2	2	5	4	7	5	8	10	12	14	16	20	22	21	21	23	23	24	26	26	26	26	28	27	28	29	0	1	1	2	2	3	5	6	0	8	8	11	12	13	14	14	14	14	18	18	18	21	19	15	21	23	24	24	28	1	1	1	1	1	2	1	1	1	1	2	1	1	1	2	2	2	2	1	1	1	1	2	2	1	1	1	1	1
47500	-147.552705409660177	-145.857300332483476	-1.695405077176692	0.000062656519321	0.000012841099653	0.204944350446365	0.756086737151117	-1	0	2	2	2	5	6	6	5	7	9	12	13	16	20	21	19	23	22	23	24	26	26	26	27	28	28	29	31	0	1	1	2	2	3	5	3	0	8	10	11	12	13	14	17	14	16	15	15	19	21	21	21	21	23	25	25	28	1	1	1	1	1	2	2	2	1	1	2	2	1	2	2	2	2	1	2	2	2	1	1	1	2	1	1	1	1
48000	-156.224863277249483	-154.388241893793918	-1.836621383455561	0.000059698983684	0.000010048806478	0.168324582063681	0.718731637753771	-1	0	3	1	2	5	5	6	6	8	8	13	12	15	19	22	21	21	23	24	22	24	26	24	25	28	28	30	31	0	1	2	2	4	3	5	6	0	8	8	10	10	13	14	17	15	15	16	19	15	21	25	21	21	23	24	24	28	1	1	1	1	1	1	2	1	1	2	1	3	2	1	2	1	2	1	1	1	2	1	1	1	2	1	2	3	1
48500	-162.470126105258430	-160.880178853733298	-1.589947251525133	0.000107803337530	0.000026354781267	0.244470921504883	0.751479962006506	-1	0	1	2	2	6	5	5	6	7	9	12	14	16	20	20	22	22	23	22	23	24	26	24	26	28	28	30	30	0	1	1	2	2	8	5	3	0	8	10	11	12	13	12	14	15	14	14	14	16	16	24	16	24	18	25	25	27	1	1	1	1	1	1	2	2	1	1	1	2	1	1	3	2	1	3	3	3	2	2	2	2	1	2	1	2	1
49000	-145.711014672254493	-144.010079560375630	-1.700935111878859	0.000083939379439	0.000017058733420	0.203226823138053	0.746405427899909	-1	0	2	2	2	6	4	4	6	8	9	11	15	16	20	21	20	23	23	23	23	25	26	25	27	28	27	30	30	0	1	1	2	2	3	5	3	0	8	10	10	12	13	14	17	14	15	16	17	17	15	22	15	22	23	24	24	24	1	1	1	1	1	2	2	1	1	2	1	2	2	1	2	1	2	2	1	1	1	2	1	2	1	1	1	2	2
49500	-163.365327323206827	-161.853256948184423	-1.512070375022408	0.000076966220749	0.000022051778297	0.286512421715837	0.613528616338782	-1	0	2	1	2	6	5	7	5	4	9	11	14	15	19	21	19	23	23	24	23	25	25	25	26	28	27	30	30	0	1	1	2	2	3	5	3	0	3	10	10	12	13	13	17	14	15	16	17	16	21	21	21	21	23	25	21	24	1	1	1	1	1	1	2	3	1	1	2	3	2	1	4	1	2	2	1	2	1	1	1	1	2	3	1	2	3
50000	-160.821783849817621	-159.088269324476613	-1.733514525340995	0.000085975903652	0.000016649590226	0.193654146320561	0.638878395434909	-1	0	1	2	4	4	5	6	7	6	10	9	13	16	19	21	20	24	22	24	23	25	27	26	26	29	28	30	30	0	1	1	2	2	1	5	6	0	3	10	10	12	13	14	15	15	15	16	15	19	21	24	21	21	23	24	24	27	1	1	2	1	1	1	1	1	1	2	2	2	2	2	2	1	1	3	1	2	1	1	1	2	2	1	1	1	1
50500	-153.299924950260049	-151.920384810999394	-1.379540139260657	0.000052254542626	0.000023378955385	0.447405224705429	0.631275812205685	-1	0	2	2	2	5	6	7	6	7	8	12	14	16	20	21	21	23	23	23	24	25	26	26	26	29	28	30	31	0	1	1	2	2	2	5	3	0	3	10	8	12	13	14	14	14	16	14	16	17	21	17	21	21	23	24	24	24	1	1	2	1	1	3	2	4	1	2	1	3	1	1	2	3	3	1	3	1	2	1	3	1	1	1	1	2	3
51000	-155.057036593777582	-153.557396316251356	-1.499640277526219	0.000069144724669	0.000020390830938	0.294900746743089	0.560751289784796	-2	0	2	1	1	7	4	6	6	8	9	12	14	16	20	21	19	23	21	24	24	25	26	26	26	28	27	29	30	0	1	1	2	2	8	5	2	0	6	10	10	12	13	14	14	14	15	14	16	15	21	16	16	21	23	24	24	27	1	1	2	1	1	1	1	2	1	1	1	2	1	1	2	3	2	2	2	1	1	1	3	2	1	1	1	2	2
51500	-139.609198191232736	-138.098000705669534	-1.511197485563214	0.000043548363131	0.000012501961063	0.287082226829821	0.708242594604183	-1	0	2	2	2	6	4	7	7	8	9	11	13	16	20	21	22	23	23	23	22	24	27	27	25	29	27	30	31	0	1	1	2	2	1	5	6	0	8	8	8	12	13	14	14	14	16	16	16	15	21	25	21	21	24	25	24	28	1	1	1	1	1	3	1	1	1	1	1	2	1	1	2	2	3	1	1	1	1	1	1	2	2	1	1	1	1
52000	-157.553132310652160	-155.681865817034407	-1.871266493617763	0.000084911648384	0.000013682745971	0.161140976898799	0.530714950268104	-2	0	2	1	3	6	5	5	6	7	10	11	14	16	21	22	21	23	22	24	24	25	26	25	27	29	27	29	29	0	1	2	2	3	5	5	3	0	8	10	10	12	13	14	14	14	17	13	15	16	15	21	21	21	23	16	21	24	1	1	1	1	1	1	1	1	1	1	3	2	1	1	2	3	2	1	4	2	1	2	1	1	2	2	3	2	2
52500	-178.040514295313443	-175.349046454003741	-2.691467841309698	0.000119842030037	0.000008886195047	0.074149236663218	0.501238941394223	-1	0	3	2	2	6	4	6	6	7	10	13	14	16	19	22	22	23	22	24	23	25	26	27	27	28	26	29	30	0	1	1	2	2	3	5	2	0	3	6	11	12	13	14	14	13	13	13	19	17	21	21	21	21	23	21	25	28	1	1	3	1	1	1	1	3	1	3	3	1	1	2	3	3	6	4	4	1	1	1	1	2	2	1	2	1	1
53000	-147.965881567940272	-146.174649571062162	-1.791231996878108	0.000093899086381	0.000016776505476	0.178665268459334	0.823046869497188	-2	0	3	2	2	4	5	6	6	7	9	12	14	16	20	21	21	23	23	22	23	24	26	26	27	28	27	28	31	0	1	5	2	2	3	2	3	0	3	8	10	12	13	13	14	14	15	17	15	17	21	21	21	21	23	24	24	28	1	1	1	1	1	1	2	1	1	2	2	3	1	1	2	2	2	1	1	1	1	1	1	2	2	1	1	1	2
