step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	Tinf_99	Tinf_100	Tinf_101	Tinf_102	Tinf_103	Tinf_104	Tinf_105	Tinf_106	Tinf_107	Tinf_108	Tinf_109	Tinf_110	Tinf_111	Tinf_112	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	alpha_99	alpha_100	alpha_101	alpha_102	alpha_103	alpha_104	alpha_105	alpha_106	alpha_107	alpha_108	alpha_109	alpha_110	alpha_111	alpha_112	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98	kappa_99	kappa_100	kappa_101	kappa_102	kappa_103	kappa_104	kappa_105	kappa_106	kappa_107	kappa_108	kappa_109	kappa_110	kappa_111	kappa_112
1	-4206.969087829269483	-4205.507005744751041	-1.462082084518882	0.000010000000000	0.000010000000000	1.000000000000000	0.365395469984867	0	2	2	2	2	4	3	3	4	3	3	4	4	4	5	4	4	4	4	5	7	8	5	6	6	6	6	7	6	6	6	6	7	6	6	9	7	7	7	7	7	10	7	9	7	7	7	8	7	7	9	8	8	9	8	8	8	8	9	8	8	8	8	9	10	9	9	9	9	9	10	9	10	10	11	10	10	10	10	11	11	10	11	11	10	10	11	10	11	11	12	13	11	11	11	11	11	11	15	12	12	12	13	13	13	14	15	15	16	15	15	17	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	3	3	3	3	3	3	3	3	3	4	3	3	3	3	4	6	6	4	5	5	5	5	6	5	5	5	5	6	5	5	7	6	6	6	6	6	8	6	7	6	6	6	6	6	6	7	6	6	7	6	6	6	6	7	6	6	6	6	7	8	7	7	7	7	7	8	7	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	9	10	8	8	8	8	8	8	11	9	9	9	10	10	10	11	11	11	12	11	11	13
500	-910.244822902217720	-908.238731612696029	-2.006091289521644	0.000010012466376	0.000023602279198	2.357289234469255	0.292686281676795	-2	0	0	2	1	4	3	1	4	3	2	1	4	4	5	4	4	4	4	2	7	6	3	6	6	6	5	6	6	5	6	6	7	4	5	9	7	4	5	7	5	10	6	9	6	7	7	7	7	6	9	8	8	9	8	8	7	8	9	7	8	8	8	9	10	8	8	9	9	9	10	9	9	10	11	9	10	9	10	11	10	10	11	11	10	10	11	10	10	11	12	13	11	11	11	11	10	11	15	12	12	12	13	13	13	13	15	15	16	15	15	17	0	1	1	5	2	5	12	3	2	2	0	3	12	23	2	10	10	10	11	2	13	13	8	14	11	12	13	14	16	38	20	13	23	23	23	28	28	20	13	22	11	5	7	27	35	20	31	30	35	35	24	46	39	53	39	25	19	45	24	9	31	30	50	19	45	20	14	49	52	53	19	19	45	20	6	23	19	45	35	45	30	66	35	49	2	52	42	30	39	60	20	38	25	45	81	23	23	49	86	3	96	0	70	90	20	11	89	70	19	93	26	89	1	2	2	1	1	3	2	1	3	2	1	1	2	1	3	1	1	1	2	2	3	2	2	2	4	4	1	2	2	1	4	1	3	1	2	2	1	2	1	1	2	8	2	4	1	4	1	2	1	1	2	1	2	1	3	2	2	2	2	2	1	2	2	2	2	6	3	2	1	1	6	3	2	4	6	4	6	3	3	2	5	2	6	4	9	2	1	2	5	3	7	8	4	3	1	6	7	4	4	10	1	1	2	2	11	9	3	4	9	3	8	7
1000	-748.089057110298199	-746.321516724436265	-1.767540385861905	0.000010032651450	0.000017649634289	1.759219322793546	0.437219677784720	-2	2	1	1	0	2	3	2	4	2	2	2	4	4	5	4	4	4	3	4	6	6	5	6	5	6	6	6	6	6	5	6	6	6	3	9	7	6	4	7	7	10	5	9	5	7	7	8	7	7	9	7	6	8	8	8	8	8	9	7	8	6	8	9	8	9	9	8	9	9	10	9	7	10	11	10	9	10	10	11	11	10	9	11	10	10	10	10	11	11	10	13	11	11	11	11	11	11	15	11	12	12	13	12	12	14	15	14	16	15	15	17	0	5	1	5	1	4	12	3	5	5	0	3	12	35	5	10	10	10	11	6	13	13	35	14	11	12	13	14	16	31	20	13	14	14	8	73	35	20	3	22	19	11	12	55	35	62	30	20	23	24	24	31	39	39	39	25	25	45	45	20	31	20	73	25	73	62	68	35	52	55	56	57	45	62	31	63	11	73	65	83	66	5	49	67	4	69	72	30	53	61	48	6	77	58	82	83	14	49	86	70	97	0	89	62	69	41	103	70	77	93	55	89	1	2	2	1	1	1	1	1	3	1	1	1	1	1	5	2	2	1	1	2	2	1	2	1	2	4	2	2	2	1	1	2	2	1	1	2	4	2	3	1	3	7	3	1	2	1	1	4	2	1	3	1	2	2	3	2	3	3	3	2	2	1	1	4	1	2	1	3	2	1	2	1	1	3	3	2	4	3	2	1	2	7	2	2	9	1	1	3	5	3	2	9	1	3	1	2	4	3	4	2	1	1	1	5	2	7	2	4	7	3	5	6
1500	-613.422759734257397	-611.812031472315539	-1.610728261941816	0.000010051655151	0.000013859033190	1.378781203834230	0.480634834725418	-1	2	0	1	0	3	3	1	3	2	3	2	4	4	5	4	4	4	4	4	4	6	5	6	6	5	6	7	5	6	6	5	6	4	3	9	6	6	5	7	6	9	6	7	6	7	7	7	6	7	9	7	8	9	8	7	8	8	8	8	8	8	8	8	10	9	9	9	9	9	10	9	10	10	11	10	10	9	9	11	11	10	8	10	10	10	11	8	11	10	12	13	11	11	11	11	10	11	13	11	12	12	13	13	12	14	15	14	15	15	15	17	0	5	1	5	1	2	12	3	4	5	0	3	12	35	2	10	10	10	11	6	12	21	14	14	11	7	13	23	16	20	20	21	14	35	8	58	14	20	13	22	11	25	26	21	23	31	30	20	23	14	24	30	39	53	39	19	25	45	45	20	30	30	50	41	79	60	49	49	52	55	56	57	45	60	90	63	64	45	58	78	82	66	49	83	31	69	72	30	70	62	75	38	77	58	82	67	28	84	86	70	83	0	100	90	86	64	103	100	93	93	103	89	1	1	1	1	1	1	1	1	2	1	1	2	2	1	3	2	1	2	1	1	2	2	1	2	3	2	2	2	1	2	1	1	2	1	2	1	1	2	1	1	2	1	1	3	1	1	1	1	1	2	3	1	2	1	3	2	1	2	2	4	2	2	1	1	1	1	2	2	2	1	2	1	2	2	1	1	2	2	1	2	1	1	2	2	4	1	2	2	2	1	1	7	1	3	1	2	2	1	1	2	1	1	2	3	2	5	1	2	4	2	2	5
2000	-584.277793239262792	-582.571891300790753	-1.705901938472074	0.000010088060466	0.000016236887954	1.609515328362658	0.593562216173519	-1	2	1	1	0	2	3	2	3	2	2	2	4	4	5	4	4	4	4	4	7	5	5	6	6	5	5	5	6	6	6	6	6	6	3	8	7	6	5	7	7	10	6	9	7	7	7	8	7	6	8	7	7	9	8	8	8	7	9	8	8	8	8	9	10	9	9	9	9	9	10	9	10	10	11	10	10	9	10	10	9	10	11	11	9	10	11	9	11	9	12	13	11	11	11	10	10	11	14	12	12	11	13	12	12	14	15	15	16	15	15	17	0	4	1	5	1	4	12	3	4	4	0	3	12	35	5	10	10	10	11	6	26	13	35	35	11	12	13	35	16	20	20	13	28	23	8	14	28	20	13	22	25	56	7	27	28	31	30	9	23	23	23	38	39	55	39	19	25	23	58	20	30	38	50	25	58	30	49	49	52	55	56	25	58	62	90	63	25	58	45	78	60	66	49	67	52	85	72	62	70	61	75	48	77	45	82	49	49	97	86	70	83	0	100	90	86	93	103	100	93	106	103	111	1	1	1	1	1	1	1	1	2	1	1	1	1	1	3	2	1	1	2	2	2	1	2	2	3	3	1	2	1	2	2	2	1	1	1	2	2	2	1	2	1	1	3	2	2	1	1	3	2	1	3	1	2	1	3	2	2	2	2	3	2	2	2	2	3	3	2	2	2	1	2	1	2	2	2	1	4	2	1	1	1	1	4	2	2	1	2	1	2	1	1	4	1	3	1	2	2	1	2	2	1	1	1	2	2	2	2	2	2	1	2	1
2500	-563.298961301623308	-561.631923021140210	-1.667038280483104	0.000009979028405	0.000015122678515	1.515445983554704	0.681140791725656	0	2	1	2	1	4	3	2	4	2	3	2	3	4	5	4	4	3	4	5	4	6	5	6	6	6	5	7	5	6	5	6	7	5	3	9	6	7	5	7	6	8	7	9	7	7	7	8	7	7	9	8	8	9	7	8	8	8	8	8	8	8	8	8	9	9	8	9	9	9	10	9	10	9	11	10	10	9	7	11	10	10	10	11	10	10	11	10	11	9	12	12	11	10	11	11	11	11	13	12	12	12	13	10	13	14	15	15	14	13	15	17	0	5	1	5	1	4	12	3	2	5	0	3	12	35	9	18	10	10	11	6	13	21	35	35	11	12	21	23	18	31	6	13	23	14	8	28	23	20	21	22	19	25	26	27	24	30	20	20	35	23	49	38	39	55	39	25	41	45	45	31	20	30	50	41	45	60	49	67	52	53	56	57	59	48	104	63	25	45	24	94	66	66	67	68	52	69	72	60	70	38	75	104	64	59	60	68	68	83	86	70	49	0	89	38	86	93	103	70	93	93	103	111	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	2	2	2	2	2	1	1	2	1	1	2	2	1	1	2	1	2	1	1	2	2	1	2	1	1	1	2	3	1	2	1	2	1	1	2	1	1	1	2	2	2	1	1	2	1	1	1	1	1	2	1	2	1	1	1	4	2	1	1	1	1	2	1	2	1	1	2	2	2	1	2	3	2	3	2	2	1	2	2	3	1	1	2	3	2	2	3	2	2	1	1
3000	-536.227934993164695	-534.574045660361321	-1.653889332803421	0.000009987412747	0.000014817397717	1.483607225628496	0.595119838865633	0	2	1	2	1	4	3	3	4	2	3	2	4	4	5	4	4	4	4	5	5	5	5	6	6	6	6	6	6	6	6	5	7	6	5	6	7	7	6	7	7	10	7	9	6	7	7	7	7	7	7	8	8	9	8	8	7	8	9	8	8	8	8	8	10	8	8	9	9	9	10	9	10	8	11	10	9	10	10	9	11	10	10	10	10	10	11	10	11	11	11	12	11	11	11	10	10	11	14	12	12	11	13	10	13	13	15	15	14	14	15	16	0	5	1	5	1	2	12	3	5	5	0	3	3	8	6	10	10	10	11	6	13	13	14	14	19	7	21	23	16	20	20	13	23	14	14	23	28	31	13	22	19	41	7	27	35	31	31	31	35	35	24	48	39	55	39	41	19	45	45	30	31	30	50	19	58	38	28	67	52	53	56	57	59	48	104	63	64	58	59	58	82	66	49	67	52	52	72	60	70	104	104	104	77	59	82	49	49	68	86	89	97	0	89	60	86	93	103	70	106	93	103	111	1	1	1	1	1	2	1	2	3	1	1	1	3	1	1	2	2	2	1	1	1	1	1	1	2	3	1	1	1	1	1	1	2	1	1	1	1	1	2	1	2	2	2	2	1	1	1	1	2	1	1	1	2	1	2	1	2	2	2	2	1	1	1	4	2	1	2	1	1	1	2	2	1	1	1	2	1	2	1	1	1	2	2	2	2	2	2	1	2	1	1	2	2	1	1	2	2	2	1	1	1	1	2	1	2	1	2	4	1	2	1	1
3500	-534.704440655595363	-533.000637050013552	-1.703803605581835	0.000010485095092	0.000016822641952	1.604433894447178	0.663281420123773	0	2	1	2	1	4	3	3	4	2	2	2	4	4	5	3	4	3	4	5	7	6	5	6	6	5	6	5	6	6	6	6	7	6	6	9	7	7	6	7	7	10	7	9	7	7	7	8	7	6	9	8	8	9	8	8	7	8	9	7	8	8	8	8	10	8	9	9	9	9	10	9	9	10	11	10	10	10	10	10	11	10	11	11	10	10	11	9	11	11	12	13	11	11	11	11	11	10	12	12	12	12	13	10	13	14	15	14	15	15	15	17	0	5	1	5	1	4	12	3	2	5	0	3	7	8	9	10	10	10	11	6	13	13	14	23	11	7	13	14	16	20	20	13	23	14	8	35	28	20	26	22	11	57	26	27	50	30	20	60	23	14	35	31	39	53	39	41	11	45	45	31	38	31	50	25	45	20	49	49	52	53	56	57	58	60	104	63	64	73	58	59	82	66	67	68	52	69	72	62	70	104	75	90	64	58	82	49	68	67	85	70	84	0	70	61	86	93	103	70	93	93	103	111	1	1	1	1	1	2	1	2	2	1	1	1	1	1	1	1	2	1	2	1	2	2	1	1	2	2	2	1	2	1	1	2	2	1	2	2	2	2	1	1	2	2	2	2	1	1	2	1	1	2	2	2	2	1	2	1	3	1	2	1	1	2	1	2	1	2	1	2	1	1	2	2	1	2	1	2	2	1	1	1	1	2	2	2	2	1	1	1	2	1	1	2	2	2	1	2	2	1	2	2	1	1	3	2	2	2	1	4	2	4	1	1
4000	-547.297118115423928	-545.706126472861683	-1.590991642562243	0.000010790141423	0.000014356720388	1.330540520790849	0.676932045280237	0	2	1	2	1	4	3	2	4	2	3	2	4	4	5	4	4	4	4	5	7	5	5	6	6	6	6	7	6	6	6	6	7	5	6	9	6	6	6	7	7	10	7	9	7	7	7	8	7	6	9	7	8	9	8	8	8	8	9	8	7	8	8	8	10	8	9	9	8	9	10	9	10	9	11	10	10	9	10	11	11	10	11	10	10	10	11	10	11	11	12	11	11	11	10	11	11	10	15	12	12	12	12	10	12	14	14	14	16	15	15	17	0	5	1	5	1	2	12	3	2	5	0	3	7	8	9	10	10	10	11	6	13	13	14	23	11	7	13	23	16	20	20	13	35	8	23	28	23	20	13	22	19	41	26	27	14	30	38	30	23	14	24	31	39	53	39	41	25	45	45	38	20	31	28	41	78	30	49	49	52	53	56	57	45	38	104	63	64	58	45	78	82	66	98	28	52	69	72	38	70	104	92	48	77	78	48	49	49	49	105	70	83	0	89	48	86	93	103	89	106	77	107	111	1	1	1	1	1	2	1	1	2	1	1	1	1	2	1	2	2	1	1	1	2	1	1	1	2	2	2	2	2	1	1	1	1	3	1	1	1	1	1	1	3	3	1	3	2	1	1	2	1	2	1	1	2	1	2	1	1	1	2	2	2	2	1	1	1	1	2	2	1	1	2	1	2	2	1	2	2	1	2	2	1	2	1	3	3	1	2	4	2	1	1	3	1	2	2	3	2	2	1	3	1	1	1	1	1	2	2	1	1	4	1	1
4500	-544.039040075126081	-542.528643708360050	-1.510396366765998	0.000011934690171	0.000013471918236	1.128803349132735	0.649783110333911	0	2	1	2	1	4	3	3	3	2	3	2	4	4	5	4	4	3	4	5	6	6	5	6	6	6	6	7	6	6	6	5	7	6	6	9	7	7	6	7	7	10	7	9	7	7	7	7	6	7	8	7	8	9	8	7	8	8	9	8	8	8	8	8	9	9	9	8	9	9	10	9	10	10	10	10	10	9	10	11	11	10	10	11	10	10	11	10	11	11	12	11	11	11	11	11	11	9	12	12	12	12	12	13	11	14	14	15	16	15	15	17	0	5	1	5	1	1	12	3	2	5	0	3	7	8	9	10	10	10	11	6	13	13	14	23	11	7	13	23	16	20	20	13	23	8	14	35	8	20	13	22	25	25	26	27	35	20	20	31	23	35	33	6	39	53	39	19	19	45	58	38	20	20	50	56	45	48	49	49	52	53	41	57	65	30	48	63	64	58	65	73	66	66	68	49	52	69	72	30	70	75	75	48	77	73	66	83	49	28	86	70	84	0	70	75	86	93	103	89	106	93	107	111	1	1	1	1	1	2	1	2	1	1	1	1	1	1	2	2	2	1	1	1	2	2	1	1	2	3	2	2	2	1	1	1	2	2	2	3	4	2	1	1	1	2	1	2	1	2	1	1	1	1	1	2	2	1	2	3	2	1	1	1	2	2	1	1	2	1	2	2	2	1	3	1	1	2	2	2	2	1	1	1	2	1	2	2	2	1	2	1	2	1	2	3	1	1	2	1	2	2	1	3	1	1	2	2	1	2	2	2	1	4	1	1
