step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84
1	-1369.492894874945932	-1376.348382825905219	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.453703191459666	1	2	2	2	3	4	4	7	5	6	6	7	7	7	8	9	7	8	9	9	10	10	8	10	9	10	9	10	9	12	11	10	11	12	12	12	12	11	11	12	12	12	13	14	14	14	15	14	15	15	17	16	15	18	15	15	18	16	17	17	19	17	19	18	19	19	19	21	19	19	20	21	21	23	22	22	22	23	23	23	24	27	29	30	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	3	2	3	3	3	3	3	4	4	3	4	4	4	5	5	4	5	4	5	4	5	4	6	5	5	5	6	6	6	6	5	5	6	6	6	6	7	7	7	7	7	7	7	8	8	7	9	7	7	9	8	8	8	9	8	9	9	9	9	9	10	9	9	10	10	10	11	11	11	11	11	11	11	12	13	14	15
500	-593.770756004248028	-600.626243955207428	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.432334997998179	0	1	2	3	3	4	4	6	5	6	6	7	6	6	9	9	7	8	10	10	10	9	9	11	8	11	10	10	9	12	11	10	11	12	13	13	11	10	12	12	12	10	14	15	13	15	15	14	14	16	16	16	15	18	14	15	18	14	17	17	20	18	18	18	20	20	18	21	20	18	19	21	20	23	23	23	23	22	23	23	23	27	30	31	0	1	2	2	2	3	3	6	1	5	7	7	6	6	9	10	10	2	15	11	13	18	6	25	5	14	15	25	6	19	20	13	10	18	42	24	14	9	29	8	38	25	33	28	31	33	55	14	28	26	15	18	45	24	15	37	26	9	56	52	53	32	49	46	46	62	50	71	60	37	44	48	20	64	50	28	50	49	52	62	52	75	48	48	1	1	1	1	1	2	2	1	3	2	1	1	1	1	2	1	1	4	1	2	2	1	3	3	2	3	1	1	2	1	1	2	4	3	1	1	2	2	2	4	1	1	2	4	1	2	1	4	2	3	3	4	1	3	2	2	4	3	2	1	2	3	1	2	3	1	1	1	2	4	1	3	5	2	4	7	3	3	5	3	4	2	7	9
1000	-530.035511759521000	-536.890999710480401	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.576812807301428	-1	0	2	2	4	4	4	7	6	6	6	8	7	7	8	9	5	7	10	8	11	10	7	9	8	9	9	11	10	12	11	11	12	13	9	13	12	12	12	13	12	11	13	15	14	15	15	15	13	14	17	16	16	17	15	16	17	16	17	17	18	16	19	18	19	19	18	21	18	19	21	20	21	23	23	23	22	24	23	23	25	27	29	30	0	1	2	2	2	3	3	7	5	5	5	7	3	5	5	10	3	5	15	11	26	25	17	9	3	13	11	18	23	19	20	17	19	22	25	24	26	15	29	28	9	35	14	28	31	33	8	37	18	37	40	28	45	36	13	37	33	34	55	52	45	48	51	46	64	47	47	60	51	62	52	47	61	65	47	52	62	63	51	47	76	80	77	72	1	1	2	1	2	1	1	1	1	1	1	2	3	1	2	1	1	2	1	1	2	1	1	1	3	1	2	1	2	1	1	3	1	1	1	2	1	2	1	1	3	1	3	3	2	2	4	1	2	1	2	3	1	2	3	2	2	2	1	1	1	1	1	2	1	2	1	1	1	1	4	3	2	2	5	3	4	2	3	3	1	2	4	6
1500	-487.555854089781008	-494.411342040740408	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.574230041193985	0	2	3	3	3	4	4	8	5	6	6	6	8	7	9	8	7	9	10	9	9	10	9	10	8	10	8	11	8	13	11	10	10	11	11	12	11	11	11	13	10	12	14	13	14	14	16	15	15	16	17	16	15	19	14	14	17	16	16	18	18	17	20	18	19	19	18	21	20	19	20	21	20	23	21	22	20	23	24	24	24	26	29	30	0	1	2	2	2	3	3	3	5	3	9	7	12	3	5	9	6	25	16	11	13	5	17	25	9	2	11	15	17	18	20	10	16	22	9	24	26	22	29	18	15	25	16	28	31	33	37	37	28	55	52	44	45	36	37	37	58	46	55	52	45	37	51	46	57	47	55	52	60	48	60	62	61	58	50	60	62	63	52	62	78	80	80	62	1	1	1	1	1	1	1	2	1	1	1	2	2	2	2	2	2	1	1	2	1	3	1	1	2	4	2	1	1	2	1	2	1	1	2	1	1	1	2	2	1	2	3	1	1	2	3	2	1	2	1	2	1	4	2	2	1	1	1	1	2	4	2	2	1	2	1	2	1	2	1	2	1	3	2	2	2	2	4	3	1	1	3	6
2000	-520.861065169212907	-527.716553120172307	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.535680132457730	-1	1	2	2	3	4	5	6	5	6	7	7	8	7	8	9	6	8	9	8	9	9	8	8	9	11	9	10	9	11	10	11	12	12	13	12	12	11	11	12	12	11	13	14	15	14	15	15	15	16	18	17	16	18	15	16	17	16	16	15	19	18	19	18	20	19	19	21	18	20	18	22	22	23	20	21	23	24	22	21	24	27	29	29	0	1	2	2	2	3	5	3	5	5	8	7	7	7	10	15	6	10	9	11	7	14	17	5	15	7	11	18	17	9	20	12	26	25	30	24	14	15	29	28	26	16	30	5	20	33	37	37	18	55	49	60	45	36	37	37	46	30	37	40	45	37	28	57	57	47	48	60	60	62	60	62	61	33	59	63	48	79	60	59	76	80	82	72	1	1	1	1	1	2	1	2	1	2	1	2	2	1	1	1	1	1	2	1	3	1	1	2	1	4	2	1	1	4	1	2	1	1	1	2	2	2	1	1	1	1	2	5	4	1	2	2	4	1	1	1	1	3	2	2	2	3	3	2	2	2	5	1	2	2	2	2	1	1	1	2	1	5	2	1	4	1	5	3	1	3	1	4
2500	-502.025870608803586	-508.881358559762987	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.555418667762455	0	2	3	3	4	4	4	7	6	5	7	8	6	7	8	9	7	8	10	9	10	10	8	10	8	11	9	10	10	12	11	10	12	10	11	12	11	11	9	13	12	13	14	14	13	14	15	13	15	15	15	16	16	19	15	14	19	16	17	17	18	16	20	18	19	19	18	22	19	19	21	21	22	23	23	22	22	23	22	22	23	27	29	30	0	1	2	2	2	3	3	3	5	5	10	13	7	3	10	10	6	9	16	11	10	15	17	15	9	8	11	18	23	8	20	12	15	10	15	24	8	15	17	28	21	35	15	41	31	22	37	14	40	37	40	51	45	36	37	37	33	43	50	44	53	14	51	62	33	59	59	69	52	48	69	62	61	57	72	63	50	52	63	50	52	80	82	72	1	1	1	1	1	1	1	2	1	1	1	1	1	2	2	2	2	1	1	1	3	2	1	1	1	1	2	1	1	3	1	1	2	2	2	1	2	1	2	2	1	2	2	1	1	2	2	2	1	2	1	1	2	3	2	2	3	1	1	2	1	5	2	2	5	1	1	2	2	2	1	3	2	2	1	1	5	3	1	4	3	2	1	4
3000	-544.899325238604888	-551.754813189564288	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.487654772652814	0	1	3	3	4	4	5	7	5	5	7	7	6	7	8	9	7	8	9	9	11	11	9	10	9	10	9	11	9	10	11	9	11	12	13	13	12	10	12	13	12	11	14	13	15	15	14	12	16	15	18	16	16	18	16	14	18	17	17	17	18	18	19	17	20	19	19	20	20	18	21	22	20	23	20	23	21	23	22	24	25	26	29	30	0	1	2	2	2	3	3	6	5	5	9	7	7	7	9	18	6	5	5	8	32	15	17	5	4	3	11	18	17	9	20	7	26	19	33	15	26	18	23	9	21	5	11	15	31	33	48	26	40	48	30	40	20	36	48	48	33	43	50	52	53	56	52	46	58	50	56	60	60	48	68	67	53	58	70	79	37	63	52	50	40	80	80	72	1	1	1	1	1	1	1	2	1	1	1	2	1	1	2	1	2	2	2	1	1	2	1	3	3	3	1	1	2	2	1	2	1	1	1	2	2	1	1	3	1	3	4	3	2	2	2	1	1	2	5	1	4	2	1	1	3	3	1	1	1	2	2	1	2	2	4	2	2	3	1	2	2	3	1	1	5	3	3	3	6	1	2	3
3500	-467.344340562287812	-474.199828513247212	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.644027364023006	0	1	3	2	3	5	5	6	6	7	7	8	8	7	8	7	7	8	9	8	10	9	9	11	9	11	8	9	9	12	10	11	11	12	12	13	11	11	12	13	11	11	13	14	14	14	16	15	15	16	17	16	15	16	15	14	19	16	17	17	20	18	19	19	19	18	19	19	19	20	20	21	21	23	22	23	21	24	21	23	23	27	29	29	0	1	2	2	2	3	3	3	5	5	5	7	7	7	10	5	6	1	9	11	23	9	17	9	10	14	11	9	17	16	20	12	22	25	10	24	14	16	29	28	25	25	30	40	31	33	37	37	40	37	44	44	45	36	56	26	46	46	37	52	53	56	52	58	46	59	50	60	60	47	68	62	61	58	47	79	62	81	63	77	63	80	82	72	1	1	1	1	1	2	1	2	2	2	1	2	2	1	1	1	1	4	1	1	1	1	2	2	1	2	1	1	1	3	1	1	1	1	2	1	2	2	1	2	1	1	1	1	2	2	2	2	2	3	2	1	1	2	1	1	3	1	2	1	2	2	2	2	3	1	2	1	1	2	1	1	1	4	3	1	1	1	1	1	2	2	1	3
4000	-512.916533922538292	-519.772021873497692	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.594919771062528	0	1	2	2	3	4	4	7	5	6	7	7	6	7	7	8	7	8	10	8	11	9	6	10	9	9	9	11	9	12	10	9	11	13	10	13	11	11	11	13	12	12	13	14	15	14	15	15	16	15	18	17	12	16	15	16	18	16	17	17	19	18	19	15	20	20	19	21	19	19	21	21	22	24	22	22	21	24	24	24	24	27	30	28	0	1	2	2	2	3	3	6	5	5	13	6	1	13	5	15	23	12	5	11	12	15	6	10	9	14	11	18	23	19	20	5	10	25	14	24	32	15	23	18	25	35	10	40	53	33	37	37	44	37	52	44	31	36	37	37	58	64	55	40	53	50	40	33	46	55	50	60	60	47	63	70	61	46	59	63	62	52	60	77	76	80	82	62	1	1	1	1	1	2	1	2	1	2	1	1	3	1	2	1	1	1	3	1	2	1	1	2	1	1	2	1	2	1	1	2	2	2	1	2	2	3	3	3	2	1	3	1	1	2	2	2	1	2	1	2	1	1	2	2	2	1	1	1	3	2	3	2	3	2	1	2	1	3	1	1	1	5	3	1	1	3	4	2	1	2	1	3
4500	-468.280064431437154	-475.135552382396554	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.556958198445804	0	2	3	3	3	5	4	5	5	7	7	7	6	6	8	9	7	9	9	9	10	11	9	10	9	10	9	9	10	12	11	11	11	10	11	12	11	11	12	12	12	13	14	15	15	14	13	14	15	15	17	17	16	17	14	15	19	17	17	17	19	18	20	18	19	19	19	21	19	19	20	21	21	23	21	22	22	22	22	23	24	27	29	29	0	1	2	2	2	3	3	3	5	9	9	7	7	3	5	14	6	2	10	11	8	28	17	15	10	12	11	10	23	19	27	23	25	25	18	24	21	19	29	28	2	35	38	28	20	33	37	37	40	37	44	44	31	36	47	37	58	33	55	44	53	37	52	58	58	59	56	71	60	48	52	70	61	65	59	63	56	63	63	77	78	80	82	70	1	1	1	1	1	1	1	2	1	1	1	2	1	2	3	1	1	4	2	1	3	1	2	1	1	2	1	1	1	2	1	1	2	1	1	1	1	1	1	2	7	1	2	3	2	2	1	2	1	2	1	1	2	2	1	2	1	3	2	1	1	5	2	1	1	1	2	1	2	2	2	1	1	2	2	1	3	1	1	1	1	2	2	4
