step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79
5000	-177.115937817493972	-175.653855732975103	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.987138625525284	0	2	2	1	4	3	4	5	6	7	6	5	5	5	7	6	7	6	8	7	9	7	7	8	8	11	9	9	9	9	9	11	12	9	11	13	12	10	16	13	13	14	15	15	14	15	16	14	15	17	17	16	17	18	19	20	22	19	21	19	23	20	23	21	23	22	26	24	23	24	24	24	27	25	23	27	27	29	32	0	1	4	1	3	4	3	6	5	14	12	7	5	7	11	13	11	2	10	14	15	14	12	18	9	29	11	22	8	23	22	27	38	22	27	26	38	20	48	33	37	26	37	36	41	36	43	33	42	43	49	48	43	53	53	60	59	49	56	53	59	51	59	62	64	59	71	57	64	75	66	57	74	63	59	65	74	77	78	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
5500	-205.357942953343013	-203.895860868824144	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.960265645327440	1	3	2	3	4	5	3	6	7	5	6	6	5	7	6	5	7	4	9	7	9	6	7	7	8	10	9	9	9	9	9	11	11	10	12	11	10	11	16	13	13	14	15	13	13	14	15	15	17	17	17	16	16	17	19	20	21	20	19	21	19	22	24	22	23	22	25	24	23	25	25	22	28	26	23	26	27	27	29	0	1	1	1	4	18	3	7	16	4	7	18	7	15	5	18	5	3	25	15	24	13	22	16	10	20	17	9	8	25	23	28	21	20	29	19	27	31	45	33	32	35	33	32	33	45	45	46	47	39	43	45	44	52	50	55	58	54	49	55	39	56	57	60	58	61	75	66	72	69	72	56	74	68	57	71	67	67	78	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
6000	-202.893981841146996	-201.431899756628127	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.911816298301470	-1	1	2	3	5	4	4	4	6	4	5	7	6	6	6	4	6	5	8	8	8	7	7	7	8	11	9	9	10	10	9	10	10	10	10	13	12	11	16	13	14	13	13	13	14	15	15	16	15	17	17	16	16	17	20	19	21	20	20	21	22	19	24	22	23	21	25	24	23	22	24	22	27	25	26	26	27	29	31	0	1	2	2	16	3	3	4	16	3	7	6	16	6	10	4	4	16	15	22	14	10	9	11	24	28	15	22	12	19	24	25	9	9	27	38	29	27	45	38	37	37	26	30	44	40	40	43	41	41	48	49	40	47	56	51	51	48	51	59	56	47	66	57	58	56	65	61	59	57	72	66	67	69	63	67	74	73	77	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
6500	-221.207274720711951	-219.745192636193082	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.924472464310969	0	3	1	2	4	4	6	5	6	7	4	5	6	7	6	5	7	5	7	7	8	7	7	7	8	9	9	10	9	9	10	11	12	10	10	12	12	10	16	12	12	14	16	14	13	14	15	15	15	18	18	16	17	17	20	19	22	19	20	20	22	22	24	22	23	22	25	22	23	25	25	24	26	25	26	28	26	29	32	0	4	1	1	2	3	5	5	11	8	3	5	5	5	8	5	16	6	16	1	8	8	6	15	12	14	17	25	20	18	21	30	29	14	25	28	34	7	46	32	32	33	42	32	41	40	44	26	45	54	53	33	48	41	51	43	55	53	54	51	60	60	65	60	59	60	55	49	66	69	69	57	63	68	63	68	63	73	76	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	3	1	1	2
7000	-261.279994102524881	-259.817912018005984	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.782418149268217	1	2	2	2	2	4	5	4	6	7	4	7	6	7	6	4	6	5	9	6	8	6	7	7	7	8	9	10	10	10	9	12	10	11	11	13	12	12	14	13	12	13	14	15	14	14	15	15	16	18	17	16	16	16	19	19	22	20	20	20	22	21	22	21	23	22	25	23	23	24	24	24	28	26	26	25	27	28	30	0	1	1	1	1	4	2	5	11	9	5	17	8	20	16	2	2	2	15	16	12	8	6	13	9	10	9	2	19	25	25	12	21	31	27	35	33	28	42	32	33	34	40	40	35	30	41	32	47	43	48	45	37	41	46	51	51	50	51	36	45	58	62	36	62	55	69	57	64	69	64	61	65	67	76	57	67	59	71	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	2	1	2	1	1	1	2	1	1	1	1	4	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	2	1	1	2	1	2	2	3	1	1	2	1	1	1	1	1	1	1	1	2	1	1	2	1	4	3
7500	-237.326089224712547	-235.864007140193678	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.803914998390228	0	3	2	2	4	5	5	5	5	6	4	7	6	6	7	5	6	7	9	7	9	6	7	6	9	8	10	7	7	9	8	10	12	11	12	13	11	11	15	12	13	14	15	14	15	14	16	16	16	16	18	16	17	16	19	18	21	20	20	19	23	22	22	22	23	20	24	25	23	23	24	23	27	23	26	26	26	27	32	0	1	1	1	2	5	4	2	3	11	4	6	7	4	9	5	11	8	15	13	18	16	7	11	31	23	28	6	13	12	29	29	32	25	27	34	32	19	42	25	34	36	40	31	33	6	39	45	42	44	54	45	45	45	47	52	58	49	56	54	64	66	58	59	58	53	64	72	66	59	61	57	72	46	70	70	67	71	78	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	2	4	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	3	1	1	1	2	2
8000	-281.902176059622150	-280.440093975103252	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.679009986661162	0	3	2	3	5	4	4	4	7	5	5	5	6	5	6	5	7	6	8	5	7	7	6	7	7	10	9	10	10	9	10	11	11	9	12	11	13	12	12	14	13	13	14	12	13	13	15	15	15	17	17	16	17	16	19	18	21	21	21	18	22	19	23	19	22	23	25	24	23	24	24	23	27	25	25	27	27	27	31	0	3	1	1	8	3	3	3	5	7	2	7	11	2	3	2	16	3	24	3	8	18	20	1	13	12	22	25	20	9	27	27	30	13	30	34	34	30	19	44	9	21	39	6	25	31	7	43	38	41	45	43	47	35	52	51	62	50	62	37	64	50	58	35	59	59	63	69	58	56	65	55	67	63	63	68	70	63	76	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	3	1	2	1	1	3	1	1	1	1	1	1	1	1	1	2	1	2	3	1	4	3	2	5	1	2	1	1	1	1	1	1	1	1	2	1	2	1	1	1	4	1	1	1	1	1	3	1	3	1	1	1	1	1	2	3
8500	-212.971602239933645	-211.509520155414776	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.979907683411753	-1	0	1	3	4	5	6	5	3	7	5	7	4	6	6	4	6	6	8	8	9	7	8	7	8	11	9	9	8	10	10	11	11	8	11	13	13	11	15	12	13	12	15	14	13	14	14	15	15	17	18	16	17	17	19	19	21	20	20	21	23	23	20	22	23	21	26	24	22	25	25	23	27	25	27	24	26	27	29	0	1	1	3	9	9	16	9	2	16	13	6	3	9	5	4	16	9	14	6	20	15	17	17	5	31	18	19	10	20	20	29	27	11	19	26	35	12	44	28	28	27	37	26	40	26	42	41	46	49	53	48	52	49	50	53	59	51	56	56	60	59	54	63	60	56	74	69	56	76	65	60	67	57	65	65	76	67	78	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1
9000	-210.682189615417656	-209.220107530898787	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.953244311727310	0	2	1	3	4	4	5	6	4	7	6	7	5	5	6	5	5	7	8	7	8	8	7	7	9	11	9	10	9	9	8	11	12	10	11	11	13	11	15	14	14	13	15	11	13	15	15	16	16	17	18	16	18	17	20	20	21	20	20	20	21	23	23	22	23	22	24	25	24	25	25	23	27	23	24	27	26	29	31	0	3	1	1	4	4	4	9	3	14	17	16	4	4	9	4	9	17	15	17	9	15	4	17	10	27	21	31	23	12	13	25	26	19	19	30	34	34	42	44	32	33	33	22	36	42	45	44	41	43	50	46	47	46	53	53	56	54	54	51	59	57	66	55	64	60	63	56	63	74	75	64	77	66	72	72	67	76	76	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1
9500	-222.204588405032780	-220.742506320513911	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.887707913537696	1	2	2	3	3	4	6	5	6	6	5	5	6	6	7	5	6	7	9	6	8	8	8	8	8	11	9	9	8	9	9	11	11	10	11	12	12	11	14	13	13	14	16	11	14	15	15	15	17	17	17	15	17	16	20	19	20	19	20	20	21	21	22	22	22	23	24	24	22	24	24	22	28	24	27	27	25	28	31	0	1	1	1	3	2	5	6	11	4	3	6	5	5	20	5	16	8	18	5	9	13	12	14	20	31	29	21	11	25	17	30	19	9	27	34	44	19	37	19	34	36	40	28	40	41	42	41	48	52	42	41	47	42	51	37	50	50	52	58	56	58	59	62	62	56	69	63	57	63	72	62	77	60	63	71	66	71	75	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	2	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	2
