step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52
44000	-279.761701421002954	-278.199183801452534	-1.562517619550406	0.000048977678509	0.000012616063677	0.257588029096830	0.694878147436910	0	-1	1	1	3	4	6	5	6	4	5	5	7	6	9	10	10	8	11	12	11	10	11	11	15	13	15	14	12	13	15	16	16	15	15	16	17	18	20	19	21	21	22	20	23	25	23	24	31	33	34	34	2	0	1	2	4	4	5	5	11	4	5	5	8	5	8	13	11	8	22	18	8	18	22	0	20	21	22	22	24	24	28	35	30	26	24	30	26	36	33	37	37	38	37	0	43	47	40	41	47	49	49	49	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	1	3	4	1	1	1	2	1	2	3	1	1	1	1	2	1	2	1	2	2	1	1	2	1	2	1	1	1	2	1	5	1	2	1
44500	-284.571942963417030	-283.076804509649094	-1.495138453767931	0.000037703503405	0.000011239166995	0.298093439063182	0.595386799423029	-1	-2	3	2	3	3	4	5	7	3	5	5	7	6	7	9	12	11	10	12	11	11	12	11	15	13	14	12	13	13	14	16	15	15	16	15	18	19	20	19	21	21	22	21	22	24	22	24	30	32	32	35	2	0	1	2	4	2	4	6	11	4	5	7	8	11	8	13	4	15	15	15	16	19	22	0	27	21	23	22	24	24	22	33	30	26	24	30	34	36	35	26	37	38	26	0	40	40	40	43	48	49	49	49	1	1	2	2	1	2	2	1	1	1	1	1	1	1	1	1	4	2	2	2	1	1	1	1	1	2	1	1	2	1	1	1	1	1	2	1	2	3	2	2	2	1	4	1	2	2	2	1	3	2	1	3
45000	-290.929376170017292	-289.431718167049837	-1.497658002967478	0.000061716625759	0.000018286381066	0.296295865833257	0.530320763654286	1	0	2	2	3	3	5	5	5	2	6	5	7	7	8	10	11	11	9	12	11	10	12	10	13	14	14	15	14	12	15	15	15	15	16	15	17	18	20	19	20	21	23	21	22	22	24	24	31	33	33	35	2	0	1	2	2	2	4	2	4	2	2	6	8	9	8	8	13	15	15	16	15	19	19	0	19	21	22	19	24	24	25	24	24	26	30	30	26	36	33	37	37	38	26	0	37	41	40	45	48	49	49	43	1	1	1	1	1	2	1	2	2	1	4	1	2	1	2	4	2	2	1	1	2	1	1	1	1	2	2	3	2	1	1	2	2	1	3	1	2	1	3	1	2	2	4	1	3	1	2	1	3	1	1	6
45500	-291.703818325544660	-290.269801280656168	-1.434017044888505	0.000064163215449	0.000022662261512	0.353197098266653	0.655600891962562	1	0	3	3	3	3	5	5	5	3	5	5	7	6	8	9	11	10	11	13	12	8	9	9	16	14	14	12	14	12	15	13	14	15	16	14	17	19	20	19	20	21	22	21	22	25	24	24	30	32	34	35	2	0	1	2	1	1	10	4	4	2	5	5	8	6	5	13	11	15	23	18	16	8	22	0	28	21	23	23	30	24	19	24	24	26	24	30	26	36	33	37	37	38	40	0	40	43	40	45	48	49	49	49	1	1	1	1	1	1	1	1	1	2	1	1	1	2	2	1	2	1	1	2	1	2	1	1	2	1	2	1	1	3	1	2	2	1	3	1	2	2	3	1	2	1	1	1	1	2	2	1	2	1	2	3
46000	-259.970333915809135	-258.578664471904858	-1.391669443904259	0.000055189399065	0.000023054038225	0.417725842555473	0.810738804576392	1	0	2	2	4	3	5	5	4	3	5	6	6	7	8	10	11	9	9	11	11	11	12	11	13	12	14	14	13	12	14	15	13	14	16	15	17	18	20	19	20	20	23	21	23	25	21	24	30	33	33	35	2	0	1	2	4	4	9	9	2	2	6	7	8	5	8	13	8	15	15	18	13	19	19	0	23	21	23	22	30	24	23	29	24	26	30	24	26	36	35	37	37	38	47	0	41	43	37	47	48	49	49	50	1	1	1	1	1	1	1	1	2	1	1	1	1	2	2	2	3	1	1	1	2	1	2	1	1	1	1	2	1	1	1	2	1	1	2	2	2	1	2	1	2	1	1	1	1	1	2	1	2	2	1	1
46500	-285.043517501183942	-283.520615670035113	-1.522901831148814	0.000048817451190	0.000013652494235	0.279664216434941	0.646632901371070	1	-1	2	2	4	4	4	5	3	4	6	5	7	7	8	9	12	10	9	12	10	10	12	11	14	12	13	14	13	12	13	15	15	16	14	16	18	19	21	18	20	22	22	21	22	21	23	24	29	32	31	35	2	0	1	2	2	4	9	9	2	9	6	7	8	4	13	8	11	15	15	15	13	19	22	0	22	21	19	23	30	24	19	29	24	26	30	33	26	36	35	34	40	38	46	0	40	40	40	47	46	49	49	49	1	1	1	1	2	1	1	1	2	1	1	1	1	2	1	2	3	1	1	2	1	1	1	1	2	1	2	1	1	1	2	1	2	3	1	1	3	1	3	1	2	1	1	1	2	2	2	1	4	1	1	2
47000	-289.348750486272934	-287.915706574766546	-1.433043911506407	0.000080698421455	0.000028593519792	0.354325639542334	0.580554582711690	1	0	3	2	2	3	4	4	6	2	5	5	6	6	9	9	12	10	11	13	10	8	12	11	16	12	14	14	13	12	12	15	16	15	15	16	18	18	19	20	21	22	22	21	22	24	23	25	31	32	31	34	2	0	1	2	2	5	4	10	5	2	4	7	8	5	14	8	9	16	22	15	11	14	22	0	27	21	19	23	24	24	19	29	24	26	30	35	26	36	33	37	40	38	26	0	40	45	40	41	46	49	48	50	1	1	1	1	1	1	1	1	2	1	1	1	1	2	2	2	3	1	2	2	3	1	1	1	1	1	2	1	1	1	1	1	3	2	2	1	3	1	2	1	1	3	4	1	2	2	2	2	5	1	2	1
47500	-276.643149551055615	-275.218181640709190	-1.424967910346430	0.000056950376944	0.000020738511047	0.364150549293260	0.596019876752619	1	0	2	3	3	3	5	6	7	3	5	6	5	5	8	10	11	11	10	12	11	11	12	11	15	13	14	14	13	12	14	15	16	15	14	14	17	18	20	20	20	21	21	19	22	24	23	24	31	32	34	33	2	0	1	1	2	2	2	13	6	2	6	4	5	5	8	13	6	15	15	15	9	19	22	0	28	21	22	19	24	24	23	29	30	26	24	30	26	36	35	37	37	38	40	0	40	43	45	40	37	48	49	49	1	1	1	1	2	2	2	1	2	1	1	1	1	1	1	2	4	2	2	2	2	1	1	1	1	1	1	2	1	1	1	1	2	1	2	1	2	2	3	2	2	2	1	1	1	2	1	2	6	3	2	1
48000	-315.310548936786745	-313.876468238923792	-1.434080697862934	0.000057518938674	0.000020311298553	0.353123667109460	0.621262277945601	0	-2	2	2	3	4	4	5	7	4	5	6	6	6	8	9	10	10	9	12	10	11	12	9	15	14	15	14	12	13	13	14	15	15	14	15	16	17	19	19	19	21	23	21	22	24	24	25	29	34	34	34	2	0	1	2	2	2	4	1	11	5	2	7	4	6	8	11	6	15	15	18	14	19	19	0	31	21	22	19	24	24	23	29	30	21	24	30	26	36	24	37	37	30	41	0	41	40	40	43	48	47	49	48	1	1	1	2	3	2	1	2	1	1	2	2	2	1	1	2	3	1	1	1	1	2	2	1	1	2	1	2	1	2	1	1	1	2	2	1	1	1	4	2	2	3	2	1	1	2	3	1	2	4	2	4
48500	-297.181494339978030	-295.814905848449030	-1.366588491529015	0.000065478428750	0.000032625641518	0.498265492029158	0.671066057246248	1	0	2	2	3	4	5	5	5	1	6	6	6	6	7	9	10	11	10	13	12	8	12	11	15	13	14	15	13	12	14	15	16	15	15	15	18	18	19	19	18	21	22	20	23	24	23	25	31	32	34	34	2	0	1	2	2	4	5	5	2	2	5	7	5	5	8	8	9	15	22	18	16	11	22	0	27	16	23	20	24	24	19	29	24	26	24	24	26	35	33	26	34	38	40	0	37	45	41	37	43	49	49	50	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	3	2	2	1	1	1	1	2	1	1	3	1	1	1	1	2	1	2	2	3	2	3	1	1	3	1	2	2	1	2	1	3	4	4	1	2	2
49000	-283.753128729264631	-281.998327367929789	-1.754801361334813	0.000057774887068	0.000010853421913	0.187857085722522	0.578038273588914	1	-1	3	1	3	2	5	4	6	4	5	6	6	5	7	10	12	11	9	10	11	11	12	10	15	12	14	12	14	12	15	15	15	16	13	15	17	18	21	20	19	22	22	20	22	24	23	22	30	33	34	35	2	0	1	2	6	4	5	4	11	6	6	7	8	4	13	13	14	15	15	15	8	19	19	0	22	21	22	19	24	24	22	35	24	26	24	30	26	36	24	37	37	38	41	0	37	47	41	37	47	49	49	50	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	2	2	2	1	2	3	1	2	1	2	1	2	2	2	1	2	1	2	2	2	2	2	2	5	2	1	2	2	1	3	1	2	2	3	2	2	1
49500	-290.393629714986105	-289.029303480636031	-1.364326234350071	0.000071191704528	0.000036539038576	0.513248542338364	0.528153283509522	1	0	3	2	3	2	5	4	5	4	5	6	7	7	8	9	11	10	9	13	12	10	11	11	16	13	13	13	13	12	14	16	14	15	16	15	18	18	20	19	20	20	22	22	22	24	24	25	30	33	33	35	2	0	1	2	6	2	5	5	6	5	2	6	8	2	6	13	5	15	15	15	14	19	19	0	28	21	23	19	30	24	28	33	29	26	24	24	26	36	35	34	37	38	40	0	37	41	43	43	48	49	48	49	1	1	1	1	1	1	1	1	2	1	3	3	2	2	3	1	4	1	1	2	2	1	1	1	1	1	1	2	1	1	1	1	1	1	2	2	2	2	2	1	1	2	2	1	2	2	2	2	2	2	4	3
50000	-276.749411941454525	-275.199185987831981	-1.550225953622550	0.000076395767086	0.000020168169901	0.263995908025171	0.701652036129427	0	-1	2	1	3	3	5	5	7	4	5	6	6	6	8	9	11	10	10	12	11	11	10	11	16	13	14	11	13	13	14	15	16	16	15	15	16	19	19	18	21	21	22	20	22	24	23	24	31	34	31	34	2	0	1	2	4	4	10	5	11	6	5	7	8	5	13	8	6	15	15	18	9	23	15	0	27	21	28	23	24	24	19	30	30	26	24	29	26	36	33	37	40	38	40	0	41	43	45	41	48	49	48	48	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	2	4	1	1	1	2	1	1	1	1	2	2	1	2	1	2	2	2	1	2	1	1	2	2	2	2	1	2	1	1	1	1	2	3	2	3	3
50500	-300.009561831077917	-298.162315811906126	-1.847246019171777	0.000070080037249	0.000011637556732	0.166060938163764	0.627283134942075	1	0	3	3	3	3	4	5	4	3	4	5	6	6	7	10	12	10	7	13	11	10	12	11	15	13	14	15	14	13	14	15	16	16	15	15	18	19	19	20	21	22	23	21	22	23	22	24	28	32	32	34	2	0	1	2	2	2	5	11	2	2	2	11	8	6	8	13	11	15	11	15	13	19	22	0	22	21	22	23	30	24	19	29	24	26	24	30	26	36	35	37	40	38	40	0	40	40	40	46	43	49	48	50	1	1	1	1	1	2	1	1	2	1	2	1	1	2	1	2	4	2	2	2	2	1	2	1	2	1	1	2	1	2	3	1	2	1	2	1	2	2	2	1	1	1	2	1	1	2	2	1	3	2	5	2
51000	-303.521990768106548	-302.160960524063512	-1.361030244043061	0.000051419720850	0.000030036294810	0.584139593004035	0.667026863151172	1	0	3	3	4	3	5	4	7	2	5	6	4	6	7	10	11	10	9	11	12	10	12	10	16	13	14	15	13	12	15	16	15	16	14	16	18	18	20	19	20	21	22	21	22	24	24	24	31	33	32	34	2	0	1	2	2	2	4	10	2	2	2	8	2	5	11	14	9	4	15	15	16	19	19	0	23	21	22	23	24	24	27	29	30	26	24	35	26	35	29	37	40	38	41	0	41	43	41	41	48	49	47	50	1	1	1	2	1	1	1	1	2	1	2	2	2	1	1	1	1	3	1	2	2	1	2	1	2	1	3	1	1	2	1	2	2	1	2	1	2	2	3	1	1	2	2	1	2	2	2	2	3	1	3	1
51500	-274.090743020077809	-272.710412286380176	-1.380330733697652	0.000068716838318	0.000030589218126	0.445148800131120	0.629700351462399	0	-1	2	2	4	1	4	5	7	3	6	5	6	6	8	10	11	11	11	12	12	10	11	10	15	14	14	14	14	13	15	16	15	15	15	15	17	18	20	19	21	21	22	22	22	24	23	25	31	33	34	34	2	0	1	2	2	2	4	6	12	6	5	7	5	4	13	15	13	15	22	15	16	15	22	0	28	16	19	18	24	24	27	29	24	21	24	30	26	36	30	37	40	38	40	0	37	45	40	47	48	49	50	50	1	1	1	1	2	1	1	2	1	1	1	1	2	2	1	1	2	2	1	3	2	1	1	1	1	1	2	1	2	2	1	1	2	1	2	1	2	2	3	1	1	1	2	1	3	1	2	1	2	1	1	1
52000	-274.663518987551129	-273.102317107821079	-1.561201879730075	0.000073649007013	0.000019020373817	0.258257030050646	0.686487725545785	0	-1	2	2	3	4	5	5	7	3	4	5	6	6	8	8	10	10	11	12	12	10	12	11	16	13	15	13	14	13	15	16	15	15	15	15	17	18	20	19	21	20	22	20	22	23	23	24	31	33	31	34	2	0	1	2	2	4	5	5	14	4	5	6	8	11	13	8	9	15	22	15	16	15	22	0	19	16	28	19	24	24	22	29	30	26	24	29	26	36	35	37	40	38	40	0	37	40	40	41	48	49	48	50	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	2	2	2	1	2	2	1	1	1	2	3	2	1	2	1	2	1	1	1	2	1	2	3	2	1	1	1	2	1	2	2	2	2	4	2	2	1
52500	-288.906693179399269	-287.175875236740865	-1.730817942658396	0.000080039757330	0.000015560775691	0.194413079330886	0.623947231032035	1	0	3	1	3	2	5	6	3	3	5	6	7	5	8	11	12	10	11	12	10	9	12	9	14	12	14	13	11	13	14	16	15	15	15	16	17	18	20	19	20	21	23	21	21	24	23	24	31	34	34	33	2	0	1	2	1	4	5	14	2	4	6	7	8	9	13	14	9	15	22	21	13	15	22	0	19	21	28	22	24	24	28	35	30	26	29	30	34	36	33	37	37	38	37	0	40	41	37	40	48	52	49	49	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	4	1	2	1	2	1	2	1	1	1	1	1	1	2	1	1	1	2	1	2	1	2	3	2	2	1	2	1	1	2	2	2	3	1	1	1
53000	-297.743174067020050	-296.261593047213125	-1.481581019806913	0.000057085462910	0.000017597715345	0.308269644287532	0.606944426321733	1	0	3	3	1	3	6	5	6	2	6	6	7	6	8	10	10	10	10	12	12	11	11	11	16	14	13	14	14	13	15	15	15	15	15	15	18	18	19	20	21	21	22	21	23	25	23	25	31	34	33	33	2	0	1	5	2	5	6	6	1	5	4	3	8	10	8	13	9	15	15	15	18	19	19	0	28	9	19	22	24	24	19	30	24	26	24	30	26	33	35	37	37	38	37	0	43	37	37	43	48	52	49	49	1	1	2	1	1	2	2	1	3	1	1	1	1	2	1	1	3	1	1	2	2	1	1	1	1	4	2	2	1	1	4	1	2	1	2	1	2	1	2	2	2	2	2	1	1	3	2	2	3	1	2	1
53500	-272.980674183364613	-271.511493374425129	-1.469180808939482	0.000068329528579	0.000021757474294	0.318419792239202	0.771273978224401	1	-1	3	2	3	2	4	5	4	4	5	6	7	7	8	10	11	10	9	12	11	11	12	11	15	13	13	15	13	12	14	15	16	16	15	16	17	18	19	19	21	21	23	22	23	24	23	24	30	32	33	34	2	0	1	2	6	2	4	6	5	4	6	7	8	5	8	13	11	15	15	21	8	19	19	0	19	21	22	22	24	24	27	29	24	26	30	35	34	36	33	37	40	38	37	0	41	41	40	41	48	49	49	50	1	1	1	1	1	1	1	2	1	1	2	1	1	2	2	2	2	1	1	1	2	1	2	1	3	2	2	2	2	1	1	1	3	2	2	1	1	2	1	1	2	1	2	1	1	1	2	1	3	1	1	2
54000	-261.281036633351221	-259.670436643763367	-1.610599989587872	0.000052783824680	0.000012431476722	0.235516785639753	0.689311173475975	1	0	3	2	3	3	3	6	4	4	6	4	7	5	8	9	11	10	9	13	12	11	11	10	16	14	13	14	14	13	15	15	15	15	14	16	17	18	19	19	20	20	22	20	21	24	23	24	30	33	32	35	2	0	1	2	2	4	2	14	4	4	9	7	8	6	8	8	6	15	15	18	8	19	19	0	23	21	22	22	30	24	27	35	24	26	24	35	26	36	33	37	37	38	41	0	40	43	41	40	48	49	49	50	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	3	1	1	2	4	1	1	1	2	1	1	2	1	1	1	1	2	1	2	1	1	1	2	1	1	1	1	1	1	1	2	3	4	1	1	2
54500	-284.530668444749608	-283.026343138593973	-1.504325306155653	0.000058716119167	0.000017125615857	0.291668047880818	0.656346308894079	0	-2	3	2	2	4	4	5	5	4	6	5	6	6	8	10	10	10	11	11	10	10	12	11	14	13	14	15	14	13	13	15	15	15	15	14	18	18	18	20	20	22	22	22	21	24	22	25	31	33	34	34	2	0	1	1	2	5	4	5	4	4	6	7	8	6	13	13	6	15	22	18	4	6	19	0	22	21	22	22	30	24	19	30	24	26	30	24	26	36	35	26	37	38	41	0	37	43	41	47	48	49	50	50	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	2	1	1	1	4	3	1	1	2	2	2	2	1	2	1	1	2	1	1	2	2	2	2	3	1	2	1	1	2	1	1	2	2	1	1	1
55000	-295.523438297840812	-294.158375982909149	-1.365062314931674	0.000051000429890	0.000025902982272	0.507897332004914	0.670895066919020	1	-1	2	2	3	1	4	4	3	4	5	5	7	6	7	10	11	10	11	12	10	9	10	10	16	13	14	14	14	12	14	16	15	14	15	14	17	18	20	19	20	21	22	21	21	25	23	23	32	33	34	35	2	0	1	6	4	2	9	6	2	5	7	4	8	5	9	8	21	15	22	18	9	15	22	0	31	16	23	23	30	24	22	29	30	26	24	30	34	33	33	26	40	38	40	0	41	43	41	40	45	49	49	50	1	1	1	1	1	1	1	2	2	1	1	1	1	1	2	2	1	1	1	1	4	1	1	1	1	1	2	2	1	1	1	1	2	1	3	1	2	2	2	3	1	1	2	1	1	2	2	2	4	1	1	2
55500	-304.845439212129520	-303.477809968096949	-1.367629244032565	0.000052977367235	0.000026091809193	0.492508604242506	0.593800762843133	0	-1	3	3	2	4	4	6	7	3	5	5	6	6	9	10	10	7	11	12	11	9	12	11	16	13	15	13	13	13	14	15	16	14	16	15	18	18	19	19	20	22	23	22	23	23	23	25	31	33	33	34	2	0	1	2	2	2	5	5	5	5	7	6	11	5	18	8	4	8	22	8	8	8	22	0	28	21	23	22	24	24	22	29	24	26	24	24	26	33	33	37	40	38	40	0	41	41	37	47	45	48	49	49	1	1	2	3	1	2	1	3	2	1	1	1	1	1	1	1	4	1	2	2	3	1	2	1	1	1	2	2	1	1	2	1	2	1	2	1	2	1	3	1	1	2	2	1	1	1	2	1	4	3	1	2
56000	-282.826864303245202	-281.400552017253062	-1.426312285992122	0.000063709386807	0.000023091769753	0.362454748195139	0.624175974692157	0	-2	3	0	3	3	5	5	5	3	5	6	7	5	8	10	9	11	9	12	10	11	11	11	15	13	13	13	13	13	15	15	16	16	14	16	16	19	20	19	20	21	21	21	21	25	24	24	31	34	33	35	2	0	1	2	2	4	5	6	5	4	6	7	8	6	5	8	9	15	15	15	13	19	19	0	23	21	19	23	24	24	28	29	24	26	24	35	26	36	33	37	37	38	37	0	37	47	41	41	47	49	49	49	1	1	1	1	2	2	1	1	1	2	1	1	1	2	1	2	2	2	1	2	2	2	1	1	2	2	2	2	1	1	1	1	3	1	2	1	1	1	1	2	2	1	2	1	2	1	3	2	2	2	1	3
56500	-263.050245170906237	-261.639984426199760	-1.410260744706453	0.000056008104812	0.000021541398798	0.384612171229631	0.591905550916740	1	0	2	1	3	3	3	4	7	3	5	5	6	7	8	10	10	10	10	13	11	11	11	10	16	12	15	14	13	12	13	15	16	15	14	16	17	19	20	19	19	22	22	20	22	24	23	23	31	33	32	35	2	0	1	2	4	4	4	10	5	2	10	7	5	11	13	13	9	15	15	18	14	19	19	0	27	21	22	23	30	24	22	29	35	26	24	35	34	36	35	37	37	38	37	0	40	43	37	41	43	49	49	50	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	2	1	1	1	2	2	1	1	1	1	1	2	2	1	1	1	1	1	2	2	1	1	1	2	1	1	2	2	1	2	1	2	2	3	1	1	2
57000	-299.146009157518904	-297.378762081846901	-1.767247075671982	0.000071752898814	0.000013246915111	0.184618535692523	0.733769404224398	1	0	3	2	3	2	3	4	7	3	5	5	7	5	8	10	11	10	11	12	12	10	12	11	16	12	15	14	14	13	13	16	15	14	14	16	17	19	20	19	20	21	20	21	21	24	22	24	31	32	34	34	2	0	1	2	6	2	2	6	8	4	6	7	8	5	8	13	9	15	22	18	15	15	19	0	23	5	23	23	24	24	19	35	24	26	24	29	21	36	35	37	37	38	37	0	41	43	40	40	48	49	49	48	1	1	1	1	1	1	2	1	1	1	1	1	2	1	2	2	2	2	1	1	2	1	1	1	2	3	2	2	2	1	1	1	2	1	2	2	2	1	3	2	2	1	2	1	1	2	2	2	4	1	1	4
57500	-301.207278125120013	-299.696624241508459	-1.510653883611567	0.000082978871062	0.000023851321388	0.287438489858363	0.527025690005687	1	-1	3	1	2	3	5	5	6	4	5	6	4	5	8	10	12	10	11	11	10	9	11	11	15	12	14	14	13	13	13	16	15	14	15	15	17	18	18	19	20	20	23	22	22	24	21	24	32	34	33	33	2	0	1	2	4	5	6	6	6	5	6	7	2	6	13	11	14	15	22	7	5	15	22	0	22	21	19	19	24	24	22	24	24	26	24	24	26	36	35	26	37	38	47	0	37	43	37	40	48	49	49	48	1	1	1	1	1	1	1	1	1	1	1	1	3	1	2	4	4	1	1	2	3	1	1	1	3	1	2	2	2	2	2	3	2	1	2	2	2	2	2	4	2	1	1	1	2	1	2	2	3	1	1	3
58000	-276.343743495905073	-274.943899317950354	-1.399844177954742	0.000069782237255	0.000028042448305	0.401856538400412	0.652841712426691	1	0	3	2	2	3	5	5	6	3	5	6	7	7	8	9	11	10	10	12	11	9	12	11	16	14	14	15	13	13	13	15	15	15	15	15	16	18	20	20	20	21	21	20	23	24	22	25	31	34	33	32	2	0	1	2	2	5	6	4	4	4	5	5	8	6	8	8	6	15	22	15	13	12	19	0	27	21	19	23	24	24	19	29	24	26	30	29	26	36	35	37	37	38	40	0	43	47	43	40	47	49	49	48	1	1	1	1	1	1	1	1	2	1	2	2	1	2	1	2	3	1	1	2	2	2	1	1	1	2	2	1	1	2	1	1	2	1	1	2	1	2	2	2	2	2	1	1	1	1	1	3	3	1	1	3
58500	-291.370084868867025	-289.898733624786416	-1.471351244080601	0.000071301591561	0.000022572553989	0.316578543261820	0.608258580069663	1	0	3	2	1	3	4	5	5	3	4	6	7	6	9	9	9	11	9	12	11	10	12	10	15	14	14	14	13	12	13	15	16	15	15	16	16	19	20	18	21	19	22	21	22	24	24	25	31	33	33	34	2	0	1	2	2	1	4	11	2	5	5	7	8	6	13	8	14	15	8	15	8	19	22	0	31	21	22	19	24	24	19	29	24	21	24	35	26	36	33	26	40	36	40	0	40	45	45	41	48	49	49	50	1	1	1	1	1	1	1	1	2	1	2	1	2	1	1	2	2	1	2	2	4	1	2	1	1	1	2	3	2	2	2	1	2	2	3	1	2	2	3	2	2	2	2	1	2	1	1	2	3	1	1	1
59000	-280.832016203427884	-279.344543832469355	-1.487472370958550	0.000068742320183	0.000020879705801	0.303738741222363	0.653437124522912	1	0	2	1	2	3	4	4	6	4	2	5	6	6	8	10	10	10	9	12	12	11	11	10	15	13	14	13	14	12	14	15	14	15	13	15	17	19	17	19	21	21	23	20	23	25	20	25	30	33	33	34	2	0	1	2	2	5	11	11	4	5	2	7	8	11	9	12	9	15	15	15	16	19	19	0	19	21	23	22	24	24	23	29	30	26	24	30	26	36	35	26	47	38	47	0	47	43	40	45	40	49	49	50	1	1	1	1	1	1	2	1	2	1	1	1	1	2	1	3	3	1	1	2	1	1	1	1	2	1	2	1	2	1	2	1	1	1	2	2	2	2	2	2	1	1	2	1	2	1	1	1	5	1	1	1
59500	-264.030455363333374	-262.541842656960853	-1.488612706372514	0.000059753298548	0.000018098174479	0.302881596810482	0.711936749155945	1	0	3	2	4	3	5	5	7	2	5	6	6	6	8	10	11	9	11	13	10	10	12	11	14	14	14	14	13	13	13	15	15	16	16	16	17	19	19	20	19	21	22	21	21	24	23	25	30	32	32	35	2	0	1	2	4	2	6	6	14	2	6	7	8	11	8	13	14	15	15	18	11	15	19	0	19	21	19	22	24	24	19	29	24	26	24	33	26	36	33	41	37	38	41	0	41	43	41	37	47	49	49	50	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	2	1	1	2	3	2	1	1	1	2	2	2	1	1	1	1	2	2	2	1	2	2	2	1	1	1	2	1	1	1	2	3	3	1	1	1
60000	-297.609637882518200	-296.095236389947047	-1.514401492571130	0.000040755371222	0.000011615452385	0.285004210153952	0.541765032505945	1	-1	3	3	3	4	4	6	7	4	6	6	7	6	8	9	10	11	11	11	10	11	9	11	15	13	14	13	12	12	15	15	15	16	15	15	17	17	19	19	19	21	21	22	22	24	23	24	29	32	33	35	2	0	1	2	2	2	5	4	5	4	5	7	14	5	14	6	4	15	23	15	8	23	8	0	19	16	28	23	24	24	28	29	24	26	24	30	26	36	35	37	37	38	41	0	37	47	41	43	40	49	49	50	1	1	1	2	2	2	1	2	1	1	1	1	1	2	1	3	4	2	1	3	2	1	1	1	1	2	1	2	1	1	1	2	2	1	3	2	2	1	2	1	1	2	2	1	2	1	3	1	5	1	2	2
60500	-283.510200007255094	-282.135941931762773	-1.374258075492293	0.000054110600147	0.000025120843585	0.464249953188891	0.666275556141482	1	-1	3	1	3	2	6	4	7	4	6	5	6	6	8	10	12	10	11	13	11	11	9	11	15	13	14	14	13	12	14	15	14	15	14	16	16	18	20	19	19	21	22	21	23	24	24	24	30	32	34	35	2	0	1	2	4	4	12	4	13	6	4	6	4	4	14	13	11	15	23	18	14	23	15	0	22	11	19	23	30	24	22	33	24	26	24	33	26	36	35	37	37	38	41	0	43	37	41	40	47	49	49	50	1	1	1	1	1	1	1	2	1	1	2	1	2	2	1	2	2	2	1	2	2	1	1	1	1	4	2	2	1	1	1	1	2	1	2	1	1	1	3	1	2	2	2	1	1	4	2	2	3	1	2	2
