step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26
5000	-195.770744514501843	-202.626232465461214	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.470778869705218	0	6	7	9	9	9	11	10	10	14	13	14	13	16	18	19	20	22	22	22	25	24	24	26	25	28	0	1	2	3	3	0	6	5	2	13	7	6	4	12	2	2	15	15	6	16	16	18	15	15	19	19	1	3	1	1	1	1	1	1	2	1	1	2	2	1	4	4	1	2	6	1	3	1	3	3	1	2
5500	-195.382940252753713	-202.238428203713084	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.453874954150352	1	7	8	9	8	9	10	11	11	13	12	14	16	17	18	18	20	20	22	21	25	23	25	26	26	29	0	1	2	3	2	0	6	4	5	3	7	6	4	12	2	2	2	15	14	16	16	18	15	15	19	25	1	4	1	1	1	1	1	1	2	2	1	2	3	2	4	3	7	1	2	1	3	1	3	4	2	2
6000	-205.325488147067944	-212.180976098027315	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.540387871156085	0	6	7	8	10	9	11	12	10	12	14	14	16	16	18	21	20	20	21	21	25	24	21	23	26	27	0	1	2	3	2	0	6	4	2	2	7	6	8	12	2	15	2	15	12	15	15	18	15	15	19	25	1	3	1	1	2	1	1	3	1	3	2	1	2	1	5	1	6	2	3	1	2	3	1	1	3	1
6500	-191.979382092972486	-198.834870043931858	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.409793065100720	-3	6	7	9	8	7	10	13	11	14	12	14	15	16	18	20	21	22	20	23	27	24	21	23	26	29	0	1	2	3	3	0	6	4	2	8	7	7	4	12	2	15	2	15	14	16	20	18	15	15	19	19	1	4	1	1	1	1	2	2	3	1	1	2	3	2	6	1	7	2	2	2	2	2	1	2	2	4
7000	-193.533310548927204	-200.388798499886576	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.539624089186259	0	5	7	9	9	8	11	12	10	14	13	16	16	17	19	20	21	20	21	23	25	25	24	24	26	28	0	1	2	3	3	0	6	3	2	2	7	7	8	12	10	15	9	15	12	16	16	18	15	15	19	25	1	2	1	1	1	1	2	3	4	7	2	3	2	1	2	1	5	1	3	2	2	2	2	2	3	1
7500	-205.381260633099174	-212.236748584058546	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.518529387756870	-1	6	7	10	9	9	10	13	10	12	13	15	14	18	18	20	21	22	21	22	25	23	23	25	26	28	0	1	2	2	2	0	6	3	2	2	7	6	4	12	8	15	8	15	6	16	16	18	15	15	19	25	1	4	1	2	1	1	1	2	2	2	1	2	2	2	1	1	4	2	6	1	3	1	3	3	2	1
8000	-199.482596619281964	-206.338084570241335	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.519176095617853	1	6	7	9	8	9	10	12	11	14	14	16	16	17	19	20	20	22	22	22	25	24	25	25	26	28	0	1	2	3	2	0	6	4	5	2	7	6	8	12	5	13	2	15	12	16	16	18	15	15	19	25	1	2	1	1	1	1	1	2	2	3	2	3	2	1	3	3	5	1	3	1	1	2	3	4	2	1
8500	-213.012734469707368	-219.868222420666740	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.548778392004803	0	6	7	7	9	9	10	12	11	13	13	15	16	18	17	20	21	21	21	22	26	24	22	26	26	29	0	1	1	2	2	0	6	4	3	8	7	6	5	12	13	15	15	15	12	16	16	18	15	15	19	25	1	2	3	1	1	1	1	3	2	1	2	3	3	1	1	2	3	3	4	1	3	2	2	4	3	2
9000	-183.696757923889322	-190.552245874848694	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.449739306254778	0	6	7	9	9	9	11	12	11	13	14	16	16	18	17	21	21	21	21	22	27	25	25	23	26	28	0	1	2	2	2	0	6	4	5	8	7	6	4	12	2	15	13	15	12	15	16	18	24	15	19	25	1	2	1	1	1	1	1	2	2	1	2	4	3	1	5	3	2	2	3	2	2	1	1	3	3	1
9500	-202.758148998621550	-209.613636949580922	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.546493506662607	-1	7	6	7	10	9	10	13	11	12	14	15	17	17	18	20	21	22	19	21	25	23	24	25	26	28	0	3	1	1	2	0	6	10	5	4	7	6	8	12	3	15	2	15	6	16	16	15	15	15	19	25	1	1	4	4	2	1	1	1	1	2	2	2	2	1	8	1	7	2	4	1	2	3	3	3	4	1
10000	-191.262205602589091	-198.117693553548463	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.474910712410341	0	7	6	9	9	10	11	11	12	13	14	15	16	17	17	19	21	22	21	22	24	25	22	25	24	28	0	3	1	3	2	0	6	4	5	3	7	6	8	6	9	15	10	15	14	16	20	18	15	23	19	25	1	1	2	1	1	1	1	1	2	4	1	2	2	3	3	1	5	2	2	2	1	1	3	1	2	1
10500	-198.712823040152415	-205.568310991111787	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.563496905868943	1	7	5	9	9	9	11	12	11	14	13	14	17	17	18	21	20	22	20	23	24	24	25	25	25	26	0	3	1	3	2	0	6	3	4	8	7	7	5	12	4	15	2	15	12	16	16	18	15	15	19	25	1	1	2	2	1	1	2	3	1	1	1	3	3	2	4	1	8	2	3	1	1	1	5	3	3	1
11000	-182.849926356408673	-189.705414307368045	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.476186594157633	1	7	6	10	9	10	11	12	11	13	13	14	16	17	18	21	19	22	19	22	26	24	24	25	26	28	0	3	1	3	2	0	6	4	5	3	7	6	5	12	2	15	13	15	12	16	16	18	15	15	19	25	1	1	2	2	2	1	1	1	1	2	1	2	3	2	4	1	1	3	2	1	2	1	3	3	5	1
11500	-187.217689327011357	-194.073177277970728	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.521737347011246	-1	7	6	10	9	9	11	13	10	11	12	15	14	16	18	20	22	20	21	22	25	24	23	24	26	28	0	3	1	3	2	0	6	3	3	3	7	6	4	12	8	15	8	15	12	16	16	18	15	15	19	25	1	1	3	2	1	1	1	3	2	2	1	3	2	1	2	1	5	1	2	1	2	2	4	3	3	1
12000	-198.162917130969930	-205.018405081929302	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.494962376039863	1	7	6	9	9	9	10	13	12	13	12	15	16	17	16	20	20	20	22	23	27	25	23	22	27	29	0	3	1	2	2	0	6	4	2	4	7	6	8	12	5	15	15	15	12	16	16	18	24	15	19	25	1	1	2	1	1	1	1	2	2	2	1	2	2	1	3	3	2	3	4	2	3	2	1	3	4	1
12500	-195.425616986146423	-202.281104937105795	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.536125168659932	0	6	5	8	9	8	11	12	12	12	13	14	17	17	19	21	21	22	22	22	26	24	23	25	26	28	0	3	1	3	2	0	6	4	5	3	7	6	4	6	2	10	15	15	14	16	16	18	15	15	19	25	1	1	2	2	1	1	1	2	2	3	1	3	4	4	5	4	1	1	3	1	2	1	2	3	2	1
13000	-179.086172133658437	-185.941660084617808	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.555468829164421	1	7	6	10	9	9	11	13	11	13	13	15	16	17	18	20	22	22	21	22	27	25	25	24	24	28	0	3	1	3	2	0	6	3	2	3	7	6	4	12	8	15	15	15	12	16	16	18	15	15	19	19	1	1	3	2	1	1	1	4	1	3	1	3	3	1	3	1	2	2	3	1	3	2	3	2	2	3
13500	-195.807302455872929	-202.662790406832301	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.622008564391160	0	7	6	10	9	9	10	13	11	13	14	13	17	16	19	21	20	21	20	23	25	24	25	25	26	27	0	3	1	2	2	0	6	4	2	3	7	6	4	12	5	15	13	15	12	15	16	18	15	15	19	25	1	1	3	2	1	1	1	2	2	3	2	2	3	2	3	2	2	1	3	2	2	2	3	4	4	1
14000	-199.732552374902951	-206.588040325862323	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.491479459789945	0	7	6	9	8	9	11	12	10	12	13	16	15	18	18	21	19	21	21	23	26	24	23	26	26	28	0	3	1	5	2	0	6	4	5	3	7	6	4	12	13	15	5	15	6	16	20	18	15	15	19	19	1	1	3	1	1	1	1	2	1	2	1	3	3	1	2	3	4	1	5	1	2	3	2	4	3	3
14500	-192.249416374779145	-199.104904325738516	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.485638077035672	0	7	6	9	9	9	10	13	11	13	13	14	16	18	18	19	22	21	21	22	25	24	25	25	26	28	0	3	1	3	2	0	6	5	5	4	7	6	2	12	4	15	13	15	14	16	16	18	15	15	19	19	1	1	2	2	2	1	1	2	1	2	2	4	4	3	4	1	4	2	2	2	2	1	3	5	2	5
15000	-203.975787913383215	-210.831275864342587	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.539282271675873	1	7	5	10	9	9	11	12	12	13	13	15	17	17	19	20	19	22	22	22	26	24	24	26	25	29	0	3	1	3	2	0	6	4	4	3	7	6	5	12	13	13	4	15	12	16	16	18	15	15	19	19	1	2	2	4	1	1	1	1	1	4	2	4	4	1	1	2	3	1	4	1	3	2	4	4	2	3
15500	-197.279895190474491	-204.135383141433863	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.489786753738938	0	6	7	10	10	8	10	13	11	14	13	15	14	17	19	18	21	21	21	22	27	24	24	25	26	28	0	1	1	3	2	0	6	4	5	3	7	6	4	12	16	2	16	16	11	16	16	18	16	15	19	25	1	3	3	2	2	1	1	1	1	5	2	3	2	1	1	6	1	2	4	2	5	1	3	3	3	1
16000	-202.486745630489480	-209.342233581448852	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.551167487297833	1	6	8	9	10	9	11	13	11	11	13	15	16	17	18	19	21	21	21	22	26	24	24	25	26	28	0	1	2	3	2	0	6	4	2	4	7	6	8	6	13	9	2	15	12	16	16	18	15	15	19	25	1	2	1	1	2	1	1	2	3	2	1	4	2	3	1	4	5	2	2	2	2	2	2	3	3	1
16500	-209.011034022508170	-215.866521973467542	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.423134406201183	1	7	5	9	9	9	10	12	11	13	13	15	16	17	19	20	21	21	21	23	25	24	24	23	26	28	0	3	1	3	2	0	6	5	4	3	7	6	8	12	9	2	5	15	12	16	16	18	15	15	19	19	1	1	2	3	1	1	1	2	1	2	1	4	2	1	3	7	6	1	3	2	3	1	3	2	2	3
17000	-190.973841540266790	-197.829329491226162	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.445023002037861	0	7	6	9	10	9	11	13	11	12	13	15	15	17	18	20	21	22	22	23	27	25	23	25	23	28	0	3	1	3	2	0	6	4	5	3	7	6	8	12	8	15	5	15	12	15	20	18	15	15	19	19	1	1	2	1	2	1	1	1	1	2	1	2	1	1	3	1	4	2	3	3	2	2	2	3	1	2
17500	-197.754155922287111	-204.609643873246483	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.544440463145963	1	7	6	9	9	9	10	13	10	13	14	15	15	18	19	20	22	21	21	22	25	23	25	26	25	26	0	3	1	3	2	0	6	4	2	3	7	6	4	12	4	15	8	15	14	16	16	18	15	23	19	19	1	1	2	1	1	1	1	2	2	3	3	2	2	1	4	1	3	1	2	1	2	1	2	1	2	2
18000	-177.341061426343686	-184.196549377303057	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.457612915645123	0	7	6	9	9	8	10	13	12	12	13	15	17	17	18	20	21	21	22	22	25	24	25	25	27	28	0	3	1	3	2	0	6	4	2	3	7	6	8	12	3	15	15	15	12	16	16	18	15	15	19	19	1	1	3	1	1	1	1	2	3	3	2	4	2	1	6	1	2	1	2	2	2	1	4	3	3	3
18500	-183.567644684867133	-190.423132635826505	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.367996433694306	0	6	5	10	9	7	9	10	11	13	13	16	17	17	18	20	22	21	21	22	26	25	23	26	26	28	0	3	1	3	2	0	6	3	5	8	7	6	8	6	5	15	13	15	12	16	20	18	15	15	19	19	1	1	3	2	2	1	1	3	1	2	2	4	4	5	4	2	2	2	2	1	2	2	2	5	2	3
19000	-195.295024246648097	-202.150512197607469	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.450587935644534	1	7	6	8	9	7	10	13	12	12	14	15	17	17	18	19	20	21	22	22	25	25	24	24	26	28	0	3	1	3	2	0	6	4	5	3	7	7	4	12	5	15	13	15	12	15	16	15	15	15	19	19	1	1	2	2	1	1	2	2	2	2	2	2	5	1	3	1	1	1	4	2	2	3	3	3	2	3
19500	-192.380203578720000	-199.235691529679372	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.490140706272920	0	7	6	9	9	7	10	12	12	14	12	14	16	16	18	20	21	22	21	23	26	24	22	22	26	28	0	3	1	3	2	0	6	3	5	9	7	6	8	12	3	15	15	15	12	16	16	18	15	15	19	25	1	1	2	1	1	1	2	3	2	1	2	3	2	1	7	1	1	2	4	2	3	1	2	2	3	2
20000	-183.684812829791241	-190.540300780750613	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.491253869587348	1	7	5	9	10	9	11	11	12	13	13	14	16	17	18	20	21	21	21	23	27	23	22	25	24	28	0	3	1	3	2	0	6	3	5	8	7	6	5	12	8	15	13	15	12	16	16	18	15	15	19	19	1	1	2	2	2	1	1	3	1	1	1	4	2	2	3	1	2	2	4	1	3	1	2	3	2	4
20500	-200.429549253153226	-207.285037204112598	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.419149760720559	0	7	6	9	8	10	11	11	12	14	13	13	14	17	19	17	22	21	21	20	26	24	24	25	25	29	0	3	1	3	2	0	6	5	2	3	7	6	3	7	13	13	13	15	14	16	16	18	15	15	19	25	1	1	3	1	1	1	1	2	2	4	1	1	4	3	2	2	4	1	2	1	5	3	2	3	3	2
21000	-201.579114027364312	-208.434601978323684	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.335189315898306	-1	7	6	10	10	9	11	12	11	14	14	16	15	18	19	20	21	21	21	22	26	25	23	25	26	27	0	3	1	3	2	0	6	3	3	3	7	6	3	12	8	9	8	15	6	15	16	18	15	16	19	19	1	1	3	2	1	1	1	4	3	4	2	3	5	1	4	6	6	1	4	2	3	2	2	2	3	3
21500	-219.117305029900308	-225.972792980859680	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.552243108261031	1	6	4	10	10	9	11	13	11	13	13	16	15	17	18	20	20	21	21	22	25	25	24	24	26	28	0	3	1	3	2	0	6	5	2	4	7	6	5	12	13	15	3	15	12	16	17	18	17	17	19	19	1	1	1	3	2	1	1	2	3	2	1	4	2	1	2	2	10	1	2	2	3	2	1	3	2	2
22000	-186.824233648121009	-193.679721599080381	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.628888509939502	1	7	5	9	9	9	10	11	11	14	14	15	16	18	18	20	21	22	21	23	26	24	22	25	26	26	0	3	1	3	2	0	6	4	4	4	7	6	8	12	4	15	13	15	12	16	20	18	15	15	19	19	1	1	2	2	1	1	1	1	1	2	2	3	2	2	3	1	2	1	2	2	2	1	2	4	2	3
22500	-199.554276315083285	-206.409764266042657	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.464123087102564	0	7	5	7	9	8	11	12	12	13	13	16	14	16	18	20	22	20	21	22	24	25	24	26	25	28	0	3	1	3	2	0	6	3	3	4	7	6	5	6	13	15	8	15	12	16	16	18	15	15	19	19	1	1	3	1	1	1	2	3	4	3	1	3	2	3	2	1	5	1	3	1	2	3	3	4	2	4
23000	-197.303394147141120	-204.158882098100491	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.501479050459496	1	5	8	9	9	9	10	12	11	12	14	15	15	17	19	21	22	22	21	22	24	24	24	25	24	28	0	1	2	3	2	0	6	4	2	2	7	6	4	12	9	15	15	15	6	16	16	18	15	15	19	19	1	1	2	1	2	1	1	2	3	3	2	4	3	1	4	1	2	1	5	1	2	1	4	4	1	3
23500	-201.494714099609922	-208.350202050569294	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.511563801450656	1	6	8	9	9	10	11	13	11	14	14	15	16	17	17	19	22	21	21	22	25	23	22	26	25	28	0	1	2	3	2	0	6	4	5	4	7	6	4	12	13	8	2	15	12	16	20	18	15	15	19	25	1	3	1	1	2	1	1	2	1	3	2	2	3	1	1	4	7	2	2	2	1	1	3	5	2	1
24000	-196.483497403032004	-203.338985353991376	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.475335230236279	0	5	7	10	10	8	10	12	10	14	12	16	16	18	18	20	21	21	20	23	24	23	24	26	26	27	0	1	2	3	3	0	6	5	2	9	7	6	8	12	9	15	2	15	12	16	16	18	15	15	19	19	1	3	1	2	2	1	1	1	4	3	2	4	3	1	4	2	8	2	1	3	2	1	3	4	2	3
24500	-189.469689651281385	-196.325177602240757	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.365632790620398	1	7	6	9	9	8	10	12	10	12	13	16	16	18	18	20	22	21	22	22	26	25	25	25	25	29	0	3	1	3	2	0	6	3	5	3	7	6	8	12	8	15	5	15	12	16	16	18	15	15	19	19	1	1	2	2	1	1	1	3	1	3	2	5	3	1	3	1	8	2	4	1	3	2	4	3	1	4
25000	-191.455713556009329	-198.311201506968700	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.456899780054946	0	7	7	10	10	9	10	11	10	12	13	15	15	17	18	20	21	21	20	23	26	24	24	25	25	28	0	1	1	3	3	0	6	3	2	3	7	6	5	12	2	15	5	15	12	16	20	18	15	23	19	25	1	4	2	1	2	1	1	3	1	2	1	4	3	2	5	1	4	2	2	1	1	2	3	1	2	2
25500	-179.321592547444169	-186.177080498403541	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.471190663723739	0	7	8	9	9	9	10	11	11	13	13	15	13	17	18	20	21	21	22	21	26	24	25	26	26	29	0	1	2	2	3	0	6	4	2	4	7	6	4	12	2	15	15	15	12	16	16	18	15	23	19	25	1	3	1	1	1	1	1	1	1	2	1	4	2	1	6	1	2	2	4	1	3	1	3	1	3	2
26000	-185.664312952951548	-192.519800903910919	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.371589550661973	0	6	7	9	8	9	10	13	12	13	13	15	15	17	19	21	21	21	21	23	26	24	23	26	25	29	0	1	2	3	2	0	6	4	2	2	7	6	4	6	9	15	2	15	14	16	16	18	15	15	19	19	1	2	1	1	1	1	1	2	3	2	2	3	3	4	4	1	7	1	3	1	2	1	1	3	2	2
26500	-202.659424979315560	-209.514912930274932	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.321462662197693	1	7	8	9	10	8	11	12	11	13	13	15	16	17	19	17	22	21	21	20	26	24	23	24	25	28	0	1	2	2	2	0	6	4	2	8	7	7	5	6	13	13	13	15	14	16	20	18	15	15	19	19	1	4	1	1	2	1	1	2	2	1	2	3	3	4	2	1	3	1	2	2	3	2	2	3	3	3
27000	-179.533369699726990	-186.388857650686361	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.376103596212204	0	6	7	8	9	9	10	12	11	13	13	14	16	17	19	20	20	22	21	23	26	24	23	25	26	29	0	1	2	2	3	0	6	4	2	2	7	6	4	12	2	15	13	15	14	16	16	18	15	15	19	19	1	3	1	1	2	1	1	2	3	4	1	2	4	1	6	1	2	2	3	2	3	1	2	3	2	4
27500	-194.011669231453396	-200.867157182412768	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.410471182808329	1	7	7	10	9	8	10	12	11	12	12	15	17	17	18	20	21	20	21	23	24	23	24	25	26	28	0	1	1	3	3	0	6	4	2	3	7	7	8	12	3	15	15	15	7	16	20	18	15	15	19	25	1	3	3	2	1	1	1	2	3	2	1	2	3	1	5	1	1	1	7	2	1	2	2	4	2	1
28000	-182.954970548180540	-189.810458499139912	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.393687210055081	0	6	8	8	9	9	10	11	12	13	13	15	16	18	19	21	19	21	20	22	26	23	23	24	26	28	0	1	2	2	2	0	6	4	2	8	7	6	3	12	13	17	2	15	14	16	16	18	15	15	19	25	1	3	1	1	1	1	1	2	2	2	2	2	4	2	2	1	6	1	1	1	3	1	2	3	3	1
28500	-194.315909271909874	-201.171397222869246	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.483044661434119	1	6	7	8	9	9	10	12	11	13	14	14	16	17	18	19	21	21	21	22	26	24	25	26	26	29	0	1	2	3	2	0	6	4	2	9	7	6	4	12	9	9	2	15	12	16	16	18	15	15	19	25	1	3	1	1	2	1	1	2	3	1	2	2	2	1	2	3	7	2	4	2	4	2	3	4	3	1
29000	-190.113597543227371	-196.969085494186743	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.509614178431698	0	6	7	9	8	10	11	13	11	11	13	15	16	17	19	21	20	21	22	22	24	23	24	26	25	27	0	1	2	3	2	0	6	4	5	2	7	6	3	12	13	13	2	15	12	16	16	18	15	23	19	19	1	4	1	1	1	1	1	2	2	2	2	2	5	1	2	2	5	1	3	1	2	1	4	1	3	2
