step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90
1	-2895.035985562452879	-2901.891473513412166	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.152374290487768	-1	0	1	3	4	6	4	5	6	5	7	6	8	10	8	11	10	10	10	9	10	10	11	10	11	11	11	12	12	12	12	13	13	13	15	14	14	14	13	14	13	15	15	15	17	17	16	20	18	17	19	20	20	20	21	22	21	25	22	23	24	26	25	25	25	25	26	27	26	26	26	27	27	27	27	27	28	27	29	29	31	28	29	31	31	31	34	38	40	41	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	4	3	3	4	3	4	4	5	6	5	6	6	6	6	5	6	6	6	6	6	6	6	7	7	7	7	7	7	7	8	8	8	8	7	8	7	8	8	8	9	9	9	11	10	9	10	11	11	11	11	12	11	13	12	12	13	14	13	13	13	13	14	14	14	14	14	14	14	14	14	14	15	14	15	15	16	15	15	16	16	16	18	20	21	21
500	-1016.526850462951870	-1023.382338413911270	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.160149733211922	-2	0	1	3	4	6	5	4	6	6	6	6	8	7	8	11	10	7	10	6	10	10	11	9	9	10	12	12	11	13	12	14	12	13	15	15	15	11	13	14	14	15	12	16	17	15	15	18	19	17	19	17	17	21	21	22	22	25	23	21	24	26	26	25	26	26	26	28	27	27	25	28	27	27	27	27	29	28	30	29	31	29	30	31	32	32	35	38	39	42	0	1	1	2	2	4	2	2	8	0	2	2	3	5	11	18	13	8	18	4	14	5	3	20	20	14	18	19	14	6	26	17	6	22	26	23	21	11	23	13	21	17	25	23	18	5	38	43	23	35	38	43	20	2	46	48	23	20	20	32	20	47	20	25	43	46	35	43	53	53	47	46	52	47	60	43	20	43	43	47	35	43	46	53	43	48	60	0	0	0	1	1	2	2	1	2	3	2	1	1	2	4	4	2	1	3	1	1	2	2	2	2	5	1	2	2	4	1	2	3	1	2	4	2	4	3	2	4	2	3	2	3	3	3	8	6	3	4	5	2	6	3	4	15	3	2	7	12	10	4	6	8	12	6	8	8	8	9	6	7	5	7	8	8	3	10	13	10	9	7	9	15	10	10	13	10	14	1	1	1
1000	-727.836273547887572	-734.691761498846972	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.335177269891286	0	1	2	2	4	6	4	6	7	6	7	6	9	10	8	11	8	9	10	8	9	10	11	10	11	11	11	13	12	11	13	14	13	14	15	13	14	15	13	14	13	14	14	16	16	17	16	20	19	17	19	19	19	20	22	20	21	26	21	23	25	25	26	25	26	25	26	27	27	26	27	27	27	27	27	27	29	28	28	29	31	28	30	32	32	31	34	36	40	41	0	1	1	2	2	3	4	4	12	0	3	4	6	17	6	19	5	12	18	5	5	17	6	20	24	21	18	19	22	6	21	14	15	26	26	11	26	23	11	6	26	22	25	40	27	21	38	24	30	35	47	43	43	6	48	42	6	59	43	59	60	47	21	59	59	59	59	43	61	61	57	64	65	51	59	59	52	48	67	57	75	52	79	48	48	67	56	0	0	0	1	1	1	1	1	2	1	3	1	1	2	2	2	2	1	1	2	2	1	1	3	2	3	2	1	1	1	2	1	3	2	2	3	1	2	3	1	2	3	4	1	2	2	2	3	4	1	5	4	1	2	3	3	8	2	4	7	4	2	1	1	4	11	2	3	2	4	8	1	1	4	1	1	7	2	3	6	4	1	3	2	7	1	8	10	2	9	1	1	1
1500	-585.750534573786013	-592.606022524745413	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.515555075840706	-1	0	2	2	4	6	4	4	6	5	7	7	8	10	7	11	10	8	10	9	9	7	10	11	10	12	11	13	12	12	11	13	13	14	14	13	14	14	13	14	13	15	16	16	18	17	16	18	18	18	19	20	20	21	22	23	21	26	22	23	23	27	26	24	25	24	26	27	25	27	26	26	27	28	28	28	28	27	29	30	30	28	30	31	32	31	34	39	41	41	0	1	1	2	3	3	4	4	8	0	3	9	6	5	3	18	22	8	18	22	22	2	13	20	20	22	18	19	14	6	21	17	23	14	14	15	31	30	23	30	21	24	34	38	27	32	38	25	30	42	47	48	24	38	52	43	47	64	48	59	59	51	48	61	60	59	59	67	61	61	57	59	61	51	66	67	70	61	67	74	66	63	79	48	66	79	86	0	0	0	1	1	2	1	1	2	2	1	1	1	3	1	1	3	2	2	1	3	2	1	1	3	1	2	1	2	2	1	1	3	1	2	2	2	2	3	2	1	2	1	4	2	2	1	3	2	1	6	3	1	2	1	4	5	1	3	3	2	3	1	1	5	5	1	1	1	2	1	1	2	2	3	1	4	2	1	1	2	1	1	2	1	1	6	5	1	2	1	1	1
2000	-570.154517183952748	-577.010005134912149	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.562409190789572	-2	0	0	2	5	7	4	5	6	4	6	7	8	10	7	12	10	9	10	9	9	7	11	11	11	11	12	13	12	12	12	14	14	13	15	14	15	14	12	13	14	14	15	15	18	17	15	19	17	17	19	21	20	21	20	22	21	24	21	24	23	27	24	26	26	24	26	28	26	26	27	24	28	28	27	28	28	27	27	29	31	29	29	31	32	31	34	38	40	42	0	1	1	2	2	3	4	4	8	0	3	9	15	22	3	18	22	8	18	5	5	5	6	20	20	21	18	16	6	6	21	31	39	26	26	30	26	39	15	11	31	14	25	38	27	32	38	43	38	14	47	55	43	49	29	55	51	59	48	61	59	57	52	72	60	59	59	79	58	61	57	55	70	57	66	72	65	61	67	74	75	67	79	67	81	79	84	0	0	0	1	1	1	2	3	4	1	1	1	1	4	1	1	2	3	2	1	2	1	2	1	1	2	1	1	1	1	1	3	2	2	1	2	1	2	2	2	1	3	2	1	2	2	1	3	2	1	2	1	3	2	1	3	2	4	1	1	2	2	1	1	4	2	1	2	2	2	1	1	2	4	2	1	4	1	2	1	2	1	1	4	1	1	3	1	2	1	1	1	1
2500	-516.556074787597936	-523.411562738557336	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.758511809740883	-3	0	2	2	4	6	4	4	6	6	7	7	9	9	9	11	10	8	10	9	10	11	11	10	12	11	12	12	13	11	12	13	11	12	14	15	14	14	13	15	13	15	15	15	17	17	17	18	18	16	19	20	20	20	22	22	19	24	22	24	23	26	25	26	26	26	26	28	25	26	26	25	27	27	27	28	29	28	28	29	31	28	30	31	31	31	35	38	40	41	0	1	1	2	4	3	4	4	8	0	3	9	11	5	11	18	14	8	18	5	20	17	15	20	14	21	18	19	20	15	21	22	15	14	21	33	14	39	23	39	34	32	24	38	27	32	44	25	38	37	47	48	48	49	52	52	47	59	52	61	59	57	59	72	60	72	58	67	61	61	57	59	69	71	66	67	59	70	67	74	66	67	79	83	75	79	83	0	0	0	1	1	2	1	1	2	1	1	1	1	2	1	1	3	1	2	1	2	1	4	1	1	2	1	1	1	2	1	2	1	1	1	2	2	2	2	2	1	1	1	1	1	3	1	3	2	1	2	2	1	1	1	1	1	1	1	1	2	1	1	1	4	2	1	1	1	1	1	2	2	3	2	1	1	1	1	3	1	1	2	2	1	1	1	1	2	3	1	1	1
3000	-574.359481004058807	-581.214968955018207	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.626985404003435	-1	0	2	3	4	5	4	5	7	6	7	6	8	9	9	12	10	10	11	10	10	9	9	11	11	12	12	13	11	12	13	14	14	13	15	12	13	14	12	14	14	14	15	14	17	17	16	19	18	16	19	20	20	21	22	21	21	23	22	24	23	25	25	25	26	25	25	27	26	26	26	28	27	27	27	28	27	25	28	29	31	27	29	31	32	31	34	38	41	40	0	1	1	2	4	3	2	4	12	0	6	8	6	5	6	18	6	8	18	7	14	7	6	20	14	21	18	19	22	6	21	31	30	26	26	15	26	39	23	39	22	14	42	30	27	32	38	25	36	20	47	48	48	49	52	48	51	56	53	61	59	51	59	58	60	59	58	64	61	61	57	64	61	71	66	59	65	61	82	71	66	67	79	79	82	79	79	0	0	0	1	1	1	1	1	2	3	2	1	1	1	1	1	3	3	2	2	2	1	5	1	2	2	1	2	1	2	1	1	4	2	1	1	1	2	2	1	1	2	2	2	3	1	1	2	2	1	3	4	4	2	1	1	1	1	2	1	1	2	1	1	3	1	1	1	1	1	1	2	2	2	2	2	1	2	3	1	1	1	1	2	2	1	2	2	1	2	1	1	1
3500	-542.276013864538186	-549.131501815497586	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.618972000693088	-1	1	2	3	4	6	4	6	7	6	8	6	8	8	8	10	10	9	10	9	11	11	9	11	12	12	11	13	12	10	12	10	13	13	16	15	14	13	12	14	13	15	15	15	18	16	16	21	18	17	19	20	19	20	22	23	21	25	21	23	25	25	24	24	26	26	25	26	25	26	26	26	28	27	28	27	28	27	30	30	30	29	28	31	31	32	34	38	41	42	0	1	1	2	2	3	4	4	8	0	6	4	6	5	6	18	14	8	18	14	14	2	15	20	20	21	18	19	17	6	32	5	30	31	31	30	31	11	6	30	21	17	22	38	27	26	38	52	38	46	47	53	43	39	52	52	51	59	52	59	60	57	59	59	69	64	64	58	60	61	62	59	70	62	58	66	65	69	83	71	82	67	67	83	81	83	86	0	0	0	1	1	1	1	2	3	1	2	1	1	1	2	1	2	1	1	2	1	1	1	2	4	1	1	3	1	1	1	2	1	1	3	2	1	2	2	2	2	3	2	1	1	2	1	3	2	1	1	3	1	2	1	2	3	1	2	1	2	1	1	1	2	2	2	1	2	1	1	2	1	1	2	1	1	1	1	1	1	2	3	1	2	1	2	1	2	1	1	1	1
4000	-542.748805863295615	-549.604293814255016	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.576751545952054	-1	1	1	2	3	5	4	3	6	5	6	7	8	11	7	11	9	9	11	9	9	7	12	10	12	11	12	12	13	13	12	12	12	13	14	14	14	14	13	14	13	14	15	15	16	18	17	20	16	17	18	19	21	20	20	22	22	25	22	23	25	24	25	24	26	24	26	28	27	27	27	27	26	28	27	28	29	28	29	28	31	27	30	31	31	31	33	38	40	40	0	1	1	2	2	3	4	4	8	0	3	9	6	17	11	18	22	9	18	22	22	5	11	20	20	21	18	19	22	23	21	22	15	31	26	30	26	23	23	11	26	14	25	6	27	50	44	52	38	32	44	43	52	38	43	52	47	59	55	59	60	57	64	59	64	59	59	64	59	61	62	64	59	71	66	67	65	70	82	62	75	67	79	79	82	79	84	0	0	0	1	1	1	1	1	1	1	1	2	1	4	1	2	1	1	1	1	1	1	1	1	2	3	1	2	2	2	1	3	1	2	3	3	1	2	1	1	1	1	3	1	2	2	5	2	1	1	1	1	2	2	2	2	3	3	2	2	2	2	1	1	1	1	2	1	1	2	1	2	2	2	2	1	1	2	1	2	1	1	3	3	1	1	1	2	1	1	1	1	1
4500	-527.616682338771739	-534.472170289731139	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.583006450307003	-2	1	1	4	4	6	4	5	5	6	8	7	8	10	7	12	11	8	10	9	10	8	11	10	11	12	12	13	12	10	13	13	13	13	14	15	12	14	12	14	14	15	16	15	17	17	16	21	18	18	20	20	20	21	21	22	21	25	22	23	24	25	26	25	26	25	26	28	26	27	26	26	27	27	27	28	28	27	28	29	31	28	30	31	31	32	34	37	39	41	0	1	1	2	2	7	1	7	7	0	6	9	6	22	6	18	4	8	18	22	22	5	30	20	20	21	18	19	14	15	26	14	30	17	21	33	21	39	30	39	26	32	24	38	27	14	38	53	38	32	47	43	46	38	53	52	47	59	52	52	60	57	58	59	61	59	64	67	60	61	57	59	61	71	66	67	65	72	64	74	75	67	79	79	75	79	86	0	0	0	1	1	1	2	1	1	3	1	1	1	1	1	1	1	1	3	2	2	1	1	1	2	1	1	1	2	1	2	1	2	1	1	1	2	2	1	1	1	1	1	1	1	2	1	2	4	1	1	2	2	2	2	2	4	1	1	2	2	1	2	1	2	1	2	2	2	1	1	2	1	3	2	2	1	1	1	1	1	1	2	2	2	1	2	2	1	1	1	1	1
