step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88
1	-1870.832629422111040	-1877.688117373070327	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.475543929120411	0	2	2	1	2	4	4	3	7	5	6	5	5	5	6	5	7	8	8	8	7	8	8	9	8	8	8	8	8	8	8	9	9	8	11	9	9	9	9	10	9	9	12	9	11	11	12	10	11	10	11	10	12	12	11	13	12	13	12	11	11	14	14	13	14	14	15	14	14	13	13	13	14	14	14	16	15	16	15	17	16	15	18	15	17	17	16	19	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	4	3	3	3	3	3	3	3	4	4	4	4	4	4	4	5	4	4	4	4	4	4	4	5	5	4	6	5	5	5	5	5	5	5	6	5	6	6	6	5	6	5	6	5	6	6	6	7	6	7	6	6	6	7	7	7	7	7	8	7	7	7	7	7	7	7	7	8	8	8	8	9	8	8	9	8	9	9	8	10
500	-599.672890389566305	-606.528378340525705	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.496860746372995	0	1	2	2	2	2	4	3	6	5	6	5	5	5	3	5	8	6	8	8	8	8	7	9	9	6	7	9	8	9	8	9	8	9	11	9	9	10	8	11	10	10	11	7	11	11	12	10	10	10	11	10	13	9	11	13	12	13	13	11	10	14	15	13	14	12	15	13	14	12	14	13	13	15	14	17	15	17	15	18	17	15	18	15	17	17	16	19	0	1	1	1	1	2	15	5	2	5	6	8	6	6	4	6	2	10	13	11	15	12	12	13	14	15	7	9	18	18	15	44	13	26	24	15	29	18	26	21	27	17	10	12	34	31	32	32	21	21	30	21	45	27	13	40	48	21	15	49	21	36	47	38	49	37	36	54	57	50	26	21	39	64	32	64	30	15	50	69	79	59	67	38	87	50	57	44	1	1	1	2	1	1	1	1	2	1	2	1	2	2	1	2	3	1	2	1	3	2	1	3	2	2	2	2	1	2	2	2	2	1	1	3	1	2	1	2	2	1	3	1	1	2	2	1	1	1	1	2	2	1	2	1	1	2	6	1	1	3	3	2	2	3	2	2	1	1	5	4	2	1	2	2	4	10	2	1	1	1	2	3	1	4	3	7
1000	-582.853659900622006	-589.709147851581406	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.611718844694268	-1	1	2	1	2	3	5	3	6	5	6	5	5	5	4	5	7	8	9	8	7	8	7	8	7	8	8	8	9	9	8	9	10	9	12	9	9	10	9	8	10	9	12	8	10	11	12	11	11	11	11	9	13	12	11	12	13	11	12	10	11	13	14	13	15	13	15	13	13	13	13	13	15	14	13	15	15	13	15	17	17	14	18	15	17	14	17	20	0	1	4	1	1	2	15	5	2	5	14	5	6	6	3	6	11	10	13	11	15	23	12	13	16	15	15	3	18	18	21	44	6	15	19	15	10	30	26	21	27	9	30	12	34	26	32	22	21	26	38	15	45	27	19	40	32	26	34	21	52	39	75	51	53	30	36	21	47	50	26	49	36	64	47	38	30	15	34	69	78	60	62	64	75	58	75	32	1	1	1	1	2	1	1	1	3	2	1	2	1	1	1	1	1	2	2	1	2	1	1	2	2	1	2	2	1	1	1	1	5	1	2	2	3	1	1	1	1	2	2	2	1	2	2	1	2	2	1	3	3	3	1	2	2	1	1	1	1	3	1	1	1	2	3	2	1	1	3	1	4	1	1	4	2	6	3	2	2	3	2	1	2	2	2	6
1500	-504.280414725098979	-511.135902676058379	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.674631232005770	0	1	1	2	2	5	4	4	6	5	4	6	6	3	5	5	7	7	9	8	7	8	8	9	9	9	6	8	9	8	7	10	8	8	9	9	10	9	10	9	10	9	12	9	10	11	13	11	11	10	11	11	13	11	12	12	12	13	13	10	12	14	14	12	14	15	15	14	14	12	13	13	15	14	12	17	16	17	15	18	17	16	18	15	17	17	16	20	0	1	1	1	3	14	4	5	3	5	14	8	11	2	7	11	9	10	13	14	15	12	12	6	6	15	7	9	30	18	15	44	14	15	11	21	29	18	26	21	27	28	30	12	34	26	44	32	60	15	18	40	45	27	35	40	44	50	49	34	52	71	47	38	53	43	46	54	47	50	26	49	39	64	32	64	66	36	36	69	70	72	67	74	75	71	75	63	1	1	1	1	1	1	1	1	2	2	1	2	1	1	1	1	1	1	2	2	1	1	1	2	2	2	1	1	1	1	1	1	2	2	2	1	1	1	1	1	2	1	2	1	1	2	2	1	1	3	2	1	2	2	1	2	2	2	1	1	1	1	1	2	1	2	2	2	1	1	3	1	3	1	1	2	1	3	2	2	2	2	1	1	2	2	1	4
2000	-504.470648400862558	-511.326136351821958	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.694303852923229	0	1	3	2	2	4	4	3	7	4	5	4	5	2	7	6	6	8	8	9	6	8	7	9	9	8	7	7	8	7	7	10	8	9	12	9	10	10	9	11	9	9	13	9	11	11	12	11	12	10	11	11	11	12	11	12	13	13	12	10	12	15	15	14	13	15	16	12	15	13	14	13	13	13	15	16	15	15	15	16	16	15	18	15	18	17	14	19	0	1	2	1	1	14	3	5	17	5	14	8	14	1	7	6	2	30	13	6	7	12	12	13	33	15	21	17	30	10	17	44	6	15	19	26	29	18	31	21	27	28	18	23	31	36	32	44	60	36	30	15	34	27	19	52	32	26	60	34	52	73	57	51	53	18	58	27	57	46	50	60	39	51	87	64	38	71	46	69	70	72	73	74	75	67	47	75	1	1	1	1	1	1	1	1	1	1	2	1	2	1	2	2	3	1	1	2	1	3	2	2	1	1	1	1	1	1	1	1	3	1	2	1	1	1	2	2	1	1	2	1	2	1	1	1	2	1	3	2	2	2	2	1	2	2	1	1	1	1	1	1	1	3	2	2	1	1	2	2	3	1	1	1	2	1	3	1	2	1	2	1	2	1	1	2
2500	-494.248010644437272	-501.103498595396672	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.634494642338834	0	2	2	1	1	4	4	2	6	5	7	4	5	3	7	6	8	8	9	7	5	8	7	9	9	8	7	9	8	8	8	9	10	9	11	10	10	10	9	10	10	8	12	8	11	11	12	10	10	10	12	11	13	11	12	13	12	14	12	11	12	15	14	13	14	13	14	14	14	13	13	13	14	14	15	16	15	16	15	17	16	15	18	15	18	17	14	18	0	1	1	1	1	14	4	5	1	5	6	5	14	3	21	6	9	10	13	14	7	12	12	13	6	21	21	42	10	10	21	44	16	15	33	15	29	18	31	15	27	9	29	12	34	50	44	44	34	26	38	40	45	27	35	21	32	71	34	49	52	73	44	51	53	37	34	54	47	36	36	60	56	64	87	64	43	46	50	69	58	56	79	74	75	67	47	75	1	1	1	1	1	1	1	1	2	2	2	2	1	1	1	1	1	2	1	2	1	3	1	2	2	2	1	1	2	2	2	1	2	1	1	2	2	1	1	1	2	1	1	2	1	1	2	1	1	1	1	1	1	2	1	5	2	1	2	1	1	1	4	1	1	3	3	1	1	1	1	1	1	1	1	1	2	2	2	2	1	1	2	1	2	2	1	2
3000	-473.095067506452835	-479.950555457412236	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.696774342077356	-1	2	1	1	3	4	2	2	7	6	6	5	5	3	6	5	7	7	8	8	7	8	7	9	8	9	8	9	8	9	9	9	10	8	10	10	9	9	9	9	10	9	12	9	11	10	12	10	10	11	11	10	13	12	11	12	11	14	12	11	12	15	13	13	13	14	15	13	13	13	13	13	13	14	14	17	14	16	15	17	17	15	18	16	17	18	17	18	0	3	1	1	8	14	4	1	2	5	14	8	14	1	7	14	4	10	13	6	7	12	12	13	14	21	15	3	10	18	21	12	11	15	19	26	29	29	21	21	27	17	18	12	34	15	57	44	34	26	38	21	34	27	35	21	32	71	49	49	52	73	44	51	45	37	71	27	57	50	50	49	36	64	63	51	43	36	26	69	70	72	73	74	75	78	75	75	1	1	1	1	1	1	1	1	2	2	2	2	1	2	2	1	3	1	1	2	3	1	1	2	2	1	1	3	1	1	1	2	2	1	2	1	1	1	1	1	1	1	2	2	2	2	1	1	1	1	1	2	3	2	1	3	1	1	1	1	1	1	2	1	1	3	1	2	1	1	1	1	1	1	1	3	1	2	2	2	1	1	2	1	2	1	2	2
3500	-493.075470371961728	-499.930958322921128	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.661309537041616	-1	2	1	1	3	3	4	2	6	5	5	5	5	5	6	6	7	8	8	7	8	8	9	9	9	8	8	9	8	8	8	10	8	8	11	10	10	10	10	9	10	9	12	8	11	11	12	10	9	10	11	10	12	12	12	12	13	13	13	11	12	14	13	13	14	14	15	13	14	14	12	12	13	15	14	17	13	16	13	17	16	16	17	15	17	17	15	17	0	3	1	1	8	1	4	3	2	5	6	8	6	6	7	13	9	10	11	11	15	12	12	13	14	15	7	17	10	10	15	44	6	15	19	26	29	18	21	26	27	9	18	12	34	26	44	44	34	26	38	40	45	36	19	40	32	71	49	49	40	73	32	51	53	43	21	27	63	71	50	60	39	64	63	64	30	36	26	69	70	72	73	64	75	71	63	75	1	1	1	1	1	1	1	1	2	1	2	2	2	1	1	1	1	2	1	1	1	2	2	2	3	1	2	1	1	2	1	1	2	1	2	2	1	1	1	1	1	1	2	2	2	2	1	2	1	1	1	1	1	1	2	1	2	1	2	1	2	1	2	1	1	1	3	2	1	1	1	1	1	1	1	2	2	3	2	1	1	2	2	1	2	2	2	2
4000	-489.169470172038871	-496.024958122998271	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.669412902870566	0	2	3	2	2	4	4	4	7	5	6	5	5	3	6	4	5	8	7	8	7	8	9	9	8	8	8	8	8	7	8	10	7	8	10	10	10	10	9	9	9	10	12	9	10	12	12	11	10	10	11	11	12	12	12	13	12	13	13	12	11	13	14	13	14	14	15	15	14	13	13	13	14	14	14	17	15	17	15	17	16	15	18	16	18	16	16	19	0	1	2	1	1	14	4	5	2	5	6	8	14	2	7	14	1	30	13	14	15	12	22	13	11	15	7	17	30	10	15	44	13	15	19	26	29	18	21	15	27	28	18	12	34	21	32	44	34	15	5	40	45	27	19	40	32	36	49	49	15	39	32	51	53	43	36	54	57	36	50	49	62	51	47	64	66	67	36	63	58	72	73	51	75	67	75	75	1	1	1	1	1	1	1	1	2	2	2	1	1	1	1	1	2	1	1	2	1	2	1	2	1	1	2	1	1	1	2	1	1	1	1	1	2	1	2	2	1	1	2	2	1	3	1	2	1	2	4	1	1	2	2	2	1	2	1	1	2	2	2	2	1	1	2	2	1	1	2	2	1	1	1	2	1	1	2	2	1	1	2	2	2	1	2	2
4500	-468.637937473595571	-475.493425424554971	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.626878703955355	0	2	2	1	3	3	4	2	6	5	7	5	5	5	6	4	7	7	8	8	7	8	8	10	9	8	8	9	8	9	9	9	7	8	11	9	10	8	9	11	10	9	12	8	11	12	12	10	10	10	11	10	12	12	11	12	12	14	12	12	11	13	13	14	14	14	12	12	14	14	13	13	14	14	14	16	15	16	15	16	16	15	19	16	17	18	17	19	0	1	1	1	8	3	4	1	2	5	14	8	6	6	7	6	2	10	33	11	15	12	12	13	33	15	15	17	18	18	21	44	6	15	19	26	29	18	21	21	27	9	30	12	34	26	32	44	34	26	38	39	45	27	19	52	32	71	34	49	52	36	47	51	45	37	26	27	32	50	50	60	62	51	63	64	29	67	26	69	70	72	73	74	75	58	75	75	1	1	1	1	1	1	1	1	2	2	1	2	1	1	1	1	2	1	1	1	1	2	1	2	1	1	2	1	1	1	1	1	2	2	2	1	1	1	1	2	1	1	2	2	2	2	1	1	1	1	1	1	1	2	2	1	2	1	2	2	1	1	1	2	1	2	2	2	3	2	1	1	1	1	1	1	3	2	3	1	1	2	2	1	2	2	2	3
