step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84
1	-2349.932725858564936	-2348.470643774046039	-1.462082084518882	0.000010000000000	0.000010000000000	1.000000000000000	0.539421446376866	1	2	2	2	3	4	4	7	5	6	6	7	7	7	8	9	7	8	9	9	10	10	8	10	9	10	9	10	9	12	11	10	11	12	12	12	12	11	11	12	12	12	13	14	14	14	15	14	15	15	17	16	15	18	15	15	18	16	17	17	19	17	19	18	19	19	19	21	19	19	20	21	21	23	22	22	22	23	23	23	24	27	29	30	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	3	2	3	3	3	3	3	4	4	3	4	4	4	5	5	4	5	4	5	4	5	4	6	5	5	5	6	6	6	6	5	5	6	6	6	6	7	7	7	7	7	7	7	8	8	7	9	7	7	9	8	8	8	9	8	9	9	9	9	9	10	9	9	10	10	10	11	11	11	11	11	11	11	12	13	14	15
500	-762.476449538282850	-760.695152495423258	-1.781297042859586	0.000010029188538	0.000017980315614	1.792798644200107	0.313333844425181	-1	1	3	3	2	5	4	5	5	7	6	5	8	4	9	9	6	8	9	9	9	10	8	11	8	8	9	11	9	13	9	10	10	11	12	11	9	11	12	12	13	13	13	13	12	14	15	13	15	12	15	14	15	18	14	15	16	16	17	17	19	16	18	19	19	19	20	22	20	19	20	21	21	24	23	22	22	23	24	23	25	27	30	31	0	1	2	2	2	3	3	3	5	5	5	7	7	3	5	9	6	5	25	11	12	9	17	11	9	3	11	9	17	9	11	12	9	9	18	0	6	15	29	18	9	35	38	28	31	33	37	37	40	26	28	44	45	36	37	37	46	46	50	52	53	55	52	33	46	26	50	52	52	48	18	37	31	65	50	18	56	28	76	50	52	50	77	55	1	1	1	1	1	2	1	1	2	3	3	1	2	1	4	2	1	4	1	2	2	2	1	2	2	3	2	3	3	4	2	2	2	3	2	1	3	1	2	2	4	1	1	1	2	2	4	2	2	3	2	1	2	4	2	4	2	1	4	2	1	1	2	6	4	8	4	5	5	3	6	7	5	3	5	10	5	6	2	5	7	10	4	12
1000	-606.734235860834929	-605.038083149000386	-1.696152711834558	0.000010053606888	0.000015944119527	1.585910380737529	0.429876847805976	0	1	2	3	3	4	4	6	4	6	6	7	7	8	7	10	7	7	8	10	11	9	8	10	8	11	9	9	9	13	12	10	11	13	11	12	12	12	11	13	12	13	14	13	14	14	16	14	15	14	17	14	16	18	14	16	18	15	16	16	19	15	18	17	19	19	19	22	19	18	20	21	22	23	23	21	21	23	24	23	23	28	29	30	0	1	2	2	2	3	3	2	2	5	5	7	7	3	5	25	6	5	9	11	14	10	17	22	9	14	11	18	23	19	20	3	22	41	25	0	14	15	29	28	5	35	38	28	41	33	37	37	28	37	28	44	45	36	37	55	33	33	50	52	53	55	52	58	46	50	59	60	60	37	44	70	61	65	77	52	59	52	76	77	52	80	82	47	1	1	1	2	1	1	1	4	2	2	2	1	2	3	3	2	2	2	2	2	2	2	1	1	1	2	2	1	1	2	2	5	1	1	2	1	2	2	2	2	4	1	1	2	1	2	2	1	3	1	5	1	1	3	1	1	3	2	2	1	3	1	3	1	3	3	1	3	2	2	5	1	2	3	1	4	2	6	1	1	6	3	1	5
1500	-568.279735664618784	-566.647816369265797	-1.631919295353043	0.000010050001004	0.000014374832194	1.430331418683911	0.570895779891485	0	1	2	3	3	4	5	7	6	6	6	8	7	6	9	10	6	9	9	10	9	10	8	11	9	10	9	10	9	12	11	10	9	13	12	11	11	11	12	13	12	13	14	13	13	14	15	15	15	16	16	14	15	18	14	15	19	16	18	17	19	18	19	18	18	19	20	21	20	19	20	21	20	23	20	22	22	24	24	24	24	27	30	30	0	1	2	2	2	3	3	3	5	5	5	13	7	3	10	25	6	9	9	11	12	33	17	25	9	14	11	18	23	19	20	12	9	41	5	0	26	15	29	28	10	35	38	28	31	33	37	37	40	37	40	40	45	36	37	37	46	46	50	52	53	48	52	58	46	50	50	60	60	37	44	70	61	65	59	52	50	52	76	77	63	80	82	62	1	1	1	1	1	1	2	3	1	2	2	1	2	2	1	1	1	2	2	2	1	1	2	1	2	2	2	1	1	1	1	1	2	1	4	1	1	1	2	2	3	1	2	1	1	3	3	2	1	2	1	1	1	3	2	2	2	1	1	2	2	2	2	1	2	1	2	2	2	3	4	1	1	3	2	3	2	5	1	1	4	3	1	6
2000	-581.113630451635117	-579.337941915823308	-1.775688535811862	0.000010014653362	0.000017817062766	1.779099298020084	0.558071333182267	1	2	3	3	4	4	4	8	6	7	6	7	8	6	8	9	7	8	9	8	10	9	9	10	7	10	8	9	9	12	11	10	11	12	11	13	11	10	12	12	12	12	14	14	14	15	15	14	15	15	15	16	15	19	15	13	19	17	18	18	18	17	19	19	19	18	17	20	19	18	18	22	21	23	21	21	19	22	23	22	24	26	29	30	0	1	2	2	2	3	3	3	5	9	5	7	7	3	9	25	6	9	5	11	7	9	17	19	5	14	11	18	17	9	20	7	22	9	9	0	21	15	29	28	5	35	38	40	31	33	37	37	28	37	28	51	45	36	56	37	46	46	50	52	53	56	52	58	58	50	50	60	60	37	52	37	61	65	50	51	59	52	76	77	63	80	82	72	1	1	1	1	2	1	1	3	1	1	1	2	2	2	1	2	1	1	4	1	3	2	1	1	1	2	1	1	1	3	2	3	1	2	2	1	1	1	1	2	4	1	1	1	1	3	2	2	2	2	2	1	1	2	2	1	2	1	1	1	2	2	2	1	1	2	1	1	1	3	1	5	1	2	2	3	1	5	1	1	3	2	1	4
2500	-566.312822089335100	-564.816511984638964	-1.496310104696186	0.000010065443329	0.000010993190979	1.092171563605190	0.644744378890889	0	1	2	3	2	4	4	7	5	6	6	7	6	7	8	7	6	8	9	9	11	9	8	10	8	10	10	9	9	12	11	10	11	13	11	12	11	11	11	13	11	12	13	13	13	15	15	13	15	15	15	15	16	18	14	15	16	13	17	17	18	16	19	17	18	19	19	21	19	19	19	22	20	24	21	21	21	23	23	24	22	27	29	28	0	1	2	2	2	3	3	3	5	5	5	13	7	3	10	9	6	9	25	11	12	10	17	22	9	14	11	18	17	19	20	13	22	41	25	0	14	15	29	28	10	35	38	28	31	33	55	37	28	55	28	44	45	36	48	37	33	33	50	52	53	37	52	57	46	59	50	60	60	47	60	70	61	65	59	63	59	44	76	77	63	80	82	47	1	1	1	1	1	1	2	2	2	2	2	1	1	2	1	1	1	1	1	2	2	1	2	1	2	1	3	1	2	2	2	2	1	1	2	1	2	1	2	1	4	1	1	2	1	2	1	1	3	1	2	1	2	3	1	3	3	2	1	1	1	3	3	1	1	1	2	3	1	2	1	1	1	2	2	1	2	4	1	2	2	1	1	4
3000	-545.599637145691304	-543.797836608949297	-1.801800536741977	0.000010293191261	0.000018970332881	1.842998191803035	0.629004826148487	-1	1	2	3	3	4	4	7	4	6	5	7	8	7	9	9	7	8	8	9	8	8	9	9	9	11	9	11	9	12	11	10	12	12	12	12	12	10	12	13	10	13	13	14	13	14	16	15	14	15	17	15	15	18	13	15	17	17	18	17	19	16	19	18	19	17	19	21	18	19	20	20	21	23	21	21	22	23	22	24	25	26	29	29	0	1	2	2	2	3	3	3	5	9	5	7	7	3	5	5	6	10	10	11	7	5	17	5	9	14	11	18	17	19	20	12	25	25	41	0	14	15	23	28	10	35	38	40	31	33	55	37	28	55	28	44	45	36	37	37	33	33	50	52	53	55	52	57	57	50	50	60	60	55	60	70	61	65	59	63	59	63	76	77	78	77	82	47	1	1	1	2	2	1	1	2	1	1	1	2	2	3	3	2	2	1	1	2	2	3	2	3	3	2	2	1	2	2	1	1	2	2	1	1	2	1	1	1	2	1	2	1	1	1	2	2	2	1	3	1	2	2	1	2	3	2	2	1	2	2	2	1	1	1	2	2	1	2	1	1	1	2	1	1	2	2	1	1	1	2	1	4
3500	-533.080289386691675	-531.049536005399887	-2.030753381291762	0.000010681630200	0.000025865759995	2.421518018328842	0.611693173903627	1	2	3	3	4	4	4	8	6	7	7	8	8	8	9	9	7	8	9	9	8	10	8	11	10	11	9	10	9	12	12	10	12	12	11	13	11	12	11	13	11	13	14	15	14	15	14	14	15	16	18	16	15	18	16	16	19	16	18	17	19	17	19	19	20	19	20	21	19	19	21	21	21	23	22	19	23	23	22	24	25	25	28	29	0	1	2	2	2	3	3	3	5	5	5	7	7	6	10	10	6	10	10	11	7	9	17	10	5	14	11	18	17	19	11	7	22	25	10	0	14	15	29	28	9	35	38	40	31	33	37	37	28	48	40	44	45	36	37	37	33	46	50	52	53	37	52	58	58	50	59	60	60	62	60	56	61	65	59	52	75	52	76	77	78	77	82	72	1	1	1	1	1	1	1	2	1	2	2	2	2	2	1	2	2	1	1	1	2	3	1	3	3	1	1	1	1	2	2	2	1	1	2	1	1	2	2	2	2	1	1	1	1	2	2	2	2	1	2	1	1	2	3	2	2	1	1	1	2	2	2	2	2	2	1	2	1	1	1	2	1	1	2	2	1	3	2	1	1	1	2	3
4000	-547.494130176763406	-545.728062584549889	-1.766067592213518	0.000010977392972	0.000019272226539	1.755628735283038	0.643020351221722	0	1	3	3	2	5	4	8	5	6	6	8	8	7	8	10	8	8	8	9	10	10	9	11	9	10	9	10	10	12	11	10	12	12	11	12	10	10	12	13	11	13	13	14	14	15	16	14	14	16	17	16	16	17	15	14	18	17	17	17	19	17	20	19	20	19	19	21	19	19	19	20	21	23	23	22	23	23	23	24	25	28	29	30	0	1	2	2	2	3	3	14	5	2	5	7	7	3	9	25	6	10	10	11	7	9	17	22	10	12	11	18	17	19	20	13	25	10	9	0	14	25	29	28	9	35	38	40	31	33	48	37	28	48	28	44	45	36	37	37	33	46	50	52	53	47	52	58	58	59	50	71	60	48	60	55	61	65	50	63	50	52	76	77	78	75	82	72	1	1	1	2	1	1	1	1	2	3	2	2	3	1	2	1	1	1	1	1	2	2	1	1	3	1	2	1	1	3	1	2	2	3	2	1	2	1	2	1	3	2	1	1	1	1	1	2	2	2	4	1	1	2	3	2	3	1	1	1	2	1	2	1	2	1	2	1	1	2	1	3	1	2	5	1	2	4	1	1	1	2	1	4
4500	-536.995943445644343	-535.535721079780728	-1.460222365863566	0.000012491719783	0.000012427057858	0.994823617128467	0.543910577373169	0	1	3	3	3	4	5	7	6	5	5	7	7	7	9	8	7	8	9	9	11	7	9	10	9	10	10	11	10	13	11	10	11	11	12	13	11	11	11	12	11	13	14	14	13	14	14	15	13	15	17	15	15	19	16	15	18	14	17	17	19	17	20	16	19	20	19	21	18	18	20	19	21	23	22	22	21	22	23	23	24	24	30	28	0	1	2	2	2	3	3	3	10	5	4	7	7	3	9	10	6	10	10	11	13	5	17	25	5	14	11	18	17	19	20	13	25	19	25	0	26	25	17	28	25	35	38	28	31	33	37	37	28	47	28	28	45	36	47	37	33	33	50	52	53	48	52	58	57	59	59	71	60	56	60	47	61	65	59	63	59	52	76	75	78	80	82	72	1	1	1	1	1	1	1	3	1	1	2	1	1	2	2	1	2	1	2	2	2	2	1	1	3	3	3	2	2	2	1	2	1	1	2	1	1	1	2	1	1	1	2	1	1	2	2	3	1	1	3	2	1	3	2	2	5	1	1	1	2	1	3	1	1	2	1	1	1	2	1	3	1	2	3	1	2	3	1	1	1	1	3	4
