"","type","n","prop.ances.ok","msup.ances","merr.date","prop.imp.ok","mu1.ok","mu2.ok","merr.pi"
"12c71320c6","zuper",82,0.604938271604938,0.597993827160494,3.57256097560976,NA,1,1,0.0107109787949097
