step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	Tinf_99	Tinf_100	Tinf_101	Tinf_102	Tinf_103	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	alpha_99	alpha_100	alpha_101	alpha_102	alpha_103	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98	kappa_99	kappa_100	kappa_101	kappa_102	kappa_103
1	-4286.018071253311973	-4284.555989168793531	-1.462082084518882	0.000010000000000	0.000010000000000	1.000000000000000	0.132616418476494	0	5	17	9	17	22	21	22	27	22	26	26	27	32	34	35	32	30	33	40	38	37	38	44	45	45	44	45	43	47	45	49	53	53	51	51	52	49	51	53	51	55	57	52	50	59	55	52	54	52	53	58	58	58	57	59	58	64	60	63	62	60	70	62	71	58	65	59	73	60	72	66	68	67	70	66	72	67	70	79	73	66	68	72	67	67	66	72	72	71	69	69	72	73	75	81	77	79	81	82	81	86	96	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	2	3	4	4	4	5	4	5	5	5	6	6	6	6	5	6	7	7	6	7	8	8	8	8	8	7	8	8	8	9	9	9	9	9	8	9	9	9	9	10	9	9	10	9	9	9	9	9	10	10	10	10	10	10	11	10	11	11	10	12	11	12	10	11	10	12	10	12	11	12	11	12	11	12	11	12	13	12	11	12	12	11	11	11	12	12	12	12	12	12	12	13	14	13	13	14	14	14	15	16
500	-1426.088998888342758	-1423.170616105757745	-2.918382782584975	0.000009955152029	0.000051511054728	5.174311208524432	0.179709551880350	-2	3	13	8	10	14	15	11	27	22	25	26	27	33	36	34	24	25	34	34	37	27	34	36	45	29	34	42	45	45	39	37	53	54	45	52	49	45	52	43	40	55	54	50	45	53	53	54	38	53	52	58	59	60	55	56	56	66	55	62	64	60	67	46	73	46	64	48	73	62	68	66	67	66	70	64	71	65	59	75	74	62	63	71	63	69	65	73	68	71	69	69	70	69	71	82	76	77	79	82	82	85	89	0	1	4	0	2	2	5	1	10	2	8	7	2	11	8	6	8	6	6	13	10	17	8	22	8	17	22	11	27	11	26	26	40	31	26	14	32	31	31	27	22	28	5	21	13	21	26	31	0	31	24	22	13	30	6	46	45	49	14	24	5	49	50	27	11	0	21	28	49	43	1	66	9	46	10	0	8	43	14	6	49	12	39	5	1	64	0	6	28	64	51	64	64	11	27	41	64	26	5	6	6	17	0	1	1	1	1	1	3	1	3	1	3	1	3	4	1	4	3	3	2	4	2	4	1	5	2	6	2	2	2	2	4	2	2	2	4	4	2	3	2	2	2	2	2	7	3	4	4	4	5	1	4	3	8	7	2	8	1	3	9	6	4	8	6	2	2	12	1	6	1	13	1	13	4	8	2	9	1	14	3	4	11	8	6	3	11	8	8	1	9	6	7	3	7	5	10	9	12	7	10	17	16	12	13	1
1000	-1173.419529941415021	-1171.309229413030835	-2.110300528384225	0.000009926423212	0.000026130120441	2.632380252523479	0.319331852406881	-2	5	11	6	17	24	21	16	24	21	24	26	28	29	31	33	31	32	33	37	31	35	35	43	44	42	40	40	42	39	44	47	48	51	49	50	54	47	49	45	50	51	54	50	34	53	52	53	38	53	54	59	59	57	58	59	59	58	52	63	58	56	60	46	71	58	64	58	76	56	70	67	66	53	71	69	70	61	67	80	71	66	62	75	65	69	66	65	70	73	61	66	71	68	75	82	76	80	79	83	80	86	93	0	1	4	0	1	10	8	2	10	5	5	7	6	10	9	8	6	14	10	5	11	18	5	22	20	20	22	11	22	21	20	26	40	31	26	30	35	31	31	27	22	16	30	8	8	16	26	39	0	34	41	22	46	59	42	28	45	49	21	27	36	49	50	22	45	0	70	6	49	42	10	66	6	64	68	0	70	43	68	88	49	59	39	45	42	64	0	44	44	74	74	64	74	43	74	64	86	83	8	9	23	21	0	1	1	1	1	2	1	2	2	1	1	1	1	1	1	1	4	1	1	2	3	1	1	3	1	1	1	2	3	2	1	1	1	1	2	2	2	1	1	1	1	2	3	2	6	2	4	1	2	1	1	1	4	1	1	1	4	3	6	3	6	1	6	2	2	9	1	2	6	12	1	11	3	6	3	4	1	2	2	1	2	8	4	2	8	3	6	1	2	3	6	2	5	4	2	6	11	2	2	9	13	9	7	1
1500	-1049.506664082645329	-1047.620634537393926	-1.886029545251457	0.000009978163338	0.000020470989543	2.051578917858397	0.417107361784633	-5	5	18	7	7	18	19	12	20	21	22	26	26	32	31	34	24	31	33	37	37	34	37	43	45	42	42	41	40	45	45	50	53	48	44	49	53	49	48	52	48	50	54	53	49	58	54	52	39	51	53	58	55	53	53	58	54	66	58	61	60	62	64	48	70	52	64	43	72	58	65	66	69	58	72	65	73	65	72	76	73	65	70	73	66	67	65	73	71	73	70	61	71	74	74	81	75	76	78	84	75	87	88	0	1	4	0	1	2	1	2	2	8	6	7	8	13	7	10	6	12	10	6	6	10	17	22	17	20	22	21	22	21	35	26	27	31	26	68	32	31	31	24	22	13	30	30	68	44	35	39	0	31	40	41	45	42	30	68	68	66	28	41	43	49	50	22	57	0	57	9	49	57	55	66	42	64	82	0	67	68	85	85	49	8	39	70	59	92	0	28	85	74	92	74	92	73	74	64	93	83	68	20	42	100	0	1	1	1	1	2	3	3	1	2	2	1	1	1	1	3	2	1	1	2	2	4	3	2	2	3	1	2	1	1	2	1	1	3	1	1	1	1	1	1	2	1	5	2	2	1	1	2	1	1	1	1	2	1	1	1	3	2	4	2	3	2	5	2	2	4	1	2	3	10	1	3	2	3	2	2	1	2	2	1	3	8	9	3	4	2	2	1	10	1	5	2	2	3	1	5	10	1	1	6	12	5	1	1
2000	-959.761566277239467	-958.022597034865157	-1.738969242374363	0.000010105578019	0.000017075385324	1.689699024783978	0.453917488050155	1	2	17	3	20	19	17	20	25	22	24	23	16	28	31	35	30	27	34	36	36	35	35	44	46	37	45	44	39	41	46	48	55	50	45	45	50	49	50	49	51	48	52	50	48	61	57	54	46	52	55	52	52	58	52	58	53	61	61	59	58	59	62	52	69	53	63	57	73	59	71	66	66	54	68	59	71	63	66	79	76	63	68	70	61	63	63	70	74	72	68	57	72	72	77	82	75	78	80	80	77	84	97	0	1	4	0	2	13	2	13	8	6	10	7	1	8	5	15	10	7	15	17	11	18	2	22	20	23	22	8	22	21	26	26	40	31	26	21	32	31	31	24	24	30	30	30	5	43	35	39	0	34	40	27	45	42	42	44	36	66	61	52	68	49	50	27	70	0	70	42	49	57	79	66	61	64	82	0	70	54	28	73	66	85	39	70	42	92	0	28	59	92	92	74	92	73	86	74	92	83	94	23	25	100	0	1	1	3	1	3	1	2	1	1	1	1	2	2	1	2	1	1	2	1	1	2	1	5	2	2	1	2	6	1	1	1	3	2	1	2	2	1	1	1	1	2	1	2	1	3	1	2	1	1	1	1	2	1	1	1	1	3	2	1	1	1	3	2	2	2	1	1	1	9	1	2	2	1	1	1	1	3	1	4	2	4	1	4	4	2	1	1	7	3	2	2	2	3	1	4	7	3	2	2	8	4	1	1
2500	-939.012295235003421	-937.184320308899146	-1.827974926104329	0.000010271662593	0.000019591965931	1.907380207843032	0.538549219833343	-3	4	20	10	10	21	20	20	26	21	27	22	16	32	33	37	32	23	35	33	37	36	36	44	45	37	45	44	41	45	44	44	54	56	45	49	53	48	49	46	40	54	57	50	49	60	48	52	40	53	56	53	57	47	49	55	53	62	61	62	62	57	65	55	69	50	60	60	75	61	69	62	63	66	70	65	70	63	60	79	70	60	65	70	67	63	64	69	68	65	66	59	73	70	69	77	73	78	81	83	78	86	97	0	1	4	0	2	13	13	2	2	13	6	7	5	9	10	8	8	7	15	8	5	12	14	22	8	20	41	14	22	11	26	26	40	31	26	30	32	31	31	41	22	55	42	30	30	43	26	39	0	31	52	22	45	21	17	44	45	66	28	24	42	49	50	52	57	0	57	42	49	57	79	66	30	86	82	0	70	30	28	88	72	28	34	57	28	92	0	68	73	86	92	64	92	73	91	74	92	83	94	21	94	100	0	1	1	2	1	1	1	1	3	2	1	2	1	1	1	3	2	2	1	1	2	3	2	1	2	5	1	1	2	2	3	1	1	2	2	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	4	2	2	2	2	1	2	2	2	1	3	2	1	2	1	2	2	9	2	2	2	3	1	2	1	2	3	3	2	4	2	1	3	5	2	1	1	1	1	2	1	2	1	1	4	2	2	2	5	2	1	1
3000	-887.897147714503490	-886.322131701726448	-1.575016012777043	0.000010170515594	0.000013132835498	1.291265460153765	0.549145825880561	1	5	17	9	15	24	19	21	27	20	28	24	24	31	30	35	26	29	35	33	35	36	39	43	45	39	40	47	45	39	44	48	54	55	47	52	53	51	49	51	49	57	58	51	46	60	51	53	44	50	46	56	59	47	55	59	51	63	62	59	54	59	68	59	71	56	61	58	75	62	72	63	63	68	70	64	68	65	66	72	71	65	66	70	59	66	65	66	69	71	69	60	64	69	75	83	75	78	78	84	84	88	94	0	1	4	0	1	1	1	5	13	5	7	7	10	9	6	6	7	12	15	6	11	7	17	22	23	20	22	6	27	21	26	26	40	31	31	28	32	31	26	51	27	61	30	30	6	30	35	39	0	31	22	27	45	21	21	44	45	66	30	24	21	49	50	24	70	0	57	28	49	57	79	66	61	93	59	0	57	68	85	73	72	68	39	57	42	92	0	61	73	92	86	64	92	85	91	74	86	83	94	94	94	100	0	1	1	2	1	1	3	4	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	3	1	1	2	2	2	1	1	1	2	1	2	1	1	1	1	2	1	2	1	2	2	3	2	1	1	1	1	2	2	2	2	3	1	1	2	4	3	3	3	3	2	2	1	2	2	6	2	1	2	2	1	1	1	2	1	1	1	1	2	2	4	1	2	1	2	1	1	1	1	2	2	1	3	2	2	2	4	2	1	1
3500	-876.507957092257698	-874.868174519028571	-1.639782573229132	0.000010713322481	0.000015528043914	1.449414403621538	0.667596761482033	-2	3	17	7	18	23	21	18	25	23	25	25	15	29	34	30	31	29	25	37	39	34	37	43	45	42	43	42	36	44	44	49	40	52	46	49	53	51	49	48	50	50	54	50	49	60	55	52	55	55	55	50	57	50	56	57	57	62	58	60	57	62	64	57	69	51	66	58	70	62	69	64	62	69	69	58	70	65	62	66	69	65	68	73	62	67	61	71	71	70	65	60	70	71	75	79	75	81	82	79	82	84	93	0	1	4	0	13	1	8	13	13	5	5	7	2	10	19	13	7	7	10	14	11	9	17	22	20	20	22	11	22	21	26	35	22	31	26	21	32	31	31	33	24	21	30	30	28	68	26	39	0	34	33	22	45	21	21	44	45	66	30	52	44	49	50	27	57	0	57	42	49	57	79	66	59	86	82	0	57	85	61	73	66	59	39	65	42	92	0	80	73	86	92	64	92	68	91	74	93	83	94	94	94	100	0	1	1	2	1	1	4	1	1	2	1	2	1	3	2	2	1	3	2	1	2	2	2	1	2	1	1	2	2	1	1	1	1	1	2	1	1	1	1	1	2	1	1	2	2	1	1	2	1	1	1	3	2	1	1	3	2	2	2	1	1	1	1	3	2	2	1	2	2	3	2	2	2	1	1	1	1	2	1	1	1	2	1	2	2	2	2	1	1	2	1	1	1	2	2	2	3	1	2	2	2	3	1	1
4000	-852.016310876509465	-850.514238701510976	-1.502072174998513	0.000011153410640	0.000012349383537	1.107229343153397	0.652858195054922	1	7	16	11	14	16	19	24	27	20	27	22	23	26	33	31	31	27	34	40	38	25	38	44	46	41	37	46	36	42	44	47	51	53	48	47	54	48	48	53	50	54	52	53	51	61	52	54	54	49	51	56	56	58	56	57	53	58	58	61	61	61	62	56	72	51	63	59	71	57	69	67	64	66	69	61	61	62	62	72	73	64	62	68	62	68	62	74	69	68	71	58	65	72	74	80	78	74	79	80	74	86	90	0	1	4	0	2	1	5	10	13	7	10	7	2	13	8	10	18	7	16	23	11	7	17	27	20	20	22	21	22	21	26	26	27	31	26	30	32	31	31	33	24	28	30	43	36	42	26	39	0	31	24	24	45	42	28	44	45	66	28	52	43	49	50	27	70	0	70	42	49	57	79	58	59	92	82	0	57	68	59	59	66	59	39	57	21	92	0	80	73	93	86	64	92	73	91	74	86	83	94	94	94	100	0	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	2	1	1	2	1	1	2	1	1	2	1	2	1	1	1	2	2	1	1	2	1	2	1	1	2	2	1	1	1	2	1	1	1	2	3	2	1	1	1	1	1	3	1	1	2	2	4	2	1	1	2	3	1	1	2	1	2	1	1	2	1	1	3	3	1	2	2	3	2	1	1	2	1	1	1	2	2	1	3	2	2	1	2	1	1	1
4500	-842.803621933603495	-841.344012524325763	-1.459609409277718	0.000012740757462	0.000012653009682	0.993112828678525	0.684149990656460	0	5	15	7	15	22	20	20	23	17	27	25	19	30	35	34	31	32	31	37	39	37	36	45	40	35	34	42	39	43	44	42	53	53	45	46	51	50	49	40	50	55	55	52	51	61	54	53	50	52	54	51	56	56	59	62	55	63	60	62	61	59	69	61	70	52	66	49	68	60	74	61	69	65	70	61	71	69	65	72	73	55	68	69	62	68	62	74	68	72	67	64	74	73	72	82	77	78	81	83	81	87	96	0	1	4	0	2	13	10	2	13	2	5	7	10	9	18	5	9	5	13	10	18	27	17	27	20	10	18	21	27	21	26	26	40	31	26	21	32	31	31	27	24	68	30	36	36	68	26	39	0	31	40	27	45	68	54	43	45	66	68	52	42	49	50	52	70	0	57	21	49	57	79	66	59	64	82	0	70	61	55	73	58	21	39	70	59	92	0	80	61	86	92	64	92	89	91	74	93	83	94	94	94	100	0	1	1	2	1	2	1	1	2	1	2	3	1	1	1	1	1	1	3	2	3	2	1	1	2	1	3	1	1	1	1	2	1	3	2	2	1	2	1	1	1	1	1	2	1	1	1	2	1	1	2	3	2	1	1	1	1	1	2	3	1	1	2	2	3	2	1	2	2	2	1	2	2	1	1	3	1	2	1	1	1	2	2	2	1	1	1	1	1	2	1	1	1	2	1	1	2	1	2	2	3	1	1	1
