step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20
36000	-86.886384432749253	-93.741872383708625	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.828825661507670	1	3	4	5	6	7	7	8	9	9	9	8	8	11	9	11	11	13	11	15	0	1	2	3	3	4	3	6	13	7	8	5	3	7	12	8	8	16	0	16	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	2	1	1	1	2
36500	-82.595932178991447	-89.451420129950819	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.863692296317963	1	3	4	5	6	6	7	7	8	8	10	9	9	10	11	10	11	14	11	13	0	1	2	3	3	4	5	6	7	5	8	7	7	10	12	6	8	16	0	17	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	2	1	1
37000	-85.182642044615122	-92.038129995574494	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.818021435261522	1	3	4	5	6	7	7	8	8	8	10	9	8	10	10	11	11	15	13	15	0	1	2	3	3	4	5	6	5	7	8	7	2	7	12	8	8	17	0	17	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	2	1	1	1	2
37500	-82.608218772019200	-89.463706722978571	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.835413587644144	0	2	4	5	5	6	8	7	8	8	9	9	9	12	10	10	11	14	12	13	0	1	2	3	3	4	5	6	3	5	8	9	7	9	12	11	16	16	0	17	1	1	1	1	1	1	1	1	2	2	1	1	1	2	1	1	1	2	1	1
38000	-79.737725523531367	-86.593213474490739	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.973357860265431	2	3	4	6	5	7	7	8	9	9	9	9	8	10	10	10	12	14	12	15	0	1	2	5	1	4	5	6	13	13	8	13	7	10	12	8	16	8	0	17	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2
38500	-95.528898995303393	-102.384386946262765	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.613961537282603	1	3	4	6	7	7	7	8	7	8	9	9	9	12	10	11	11	14	12	16	0	1	2	3	3	4	4	6	4	7	6	7	5	5	12	8	8	6	0	17	1	1	1	1	1	1	1	1	1	1	2	1	1	3	1	2	2	3	1	2
39000	-78.349272761274833	-85.204760712234204	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.672468259632173	1	3	4	5	6	6	7	7	8	9	9	9	9	11	10	11	12	13	12	15	0	1	2	3	3	4	3	6	7	7	8	7	9	13	12	8	8	16	0	17	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1
39500	-75.614984252988506	-82.470472203947878	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.920787386172271	0	2	3	5	6	6	7	7	9	9	9	9	10	12	10	10	12	14	13	15	0	1	2	3	3	4	5	6	7	7	8	7	9	10	12	8	16	16	0	17	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2
40000	-81.153570412730645	-88.009058363690016	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.851120801241580	0	2	3	5	5	7	6	8	8	9	10	9	9	11	8	12	13	14	12	15	0	1	2	3	3	4	3	6	7	9	8	15	7	10	7	8	16	16	0	17	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1
40500	-79.908786598839583	-86.764274549798955	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.851908301267261	1	2	4	6	5	7	6	8	8	8	10	10	7	11	11	11	13	14	12	14	0	1	2	3	3	4	3	6	13	13	8	13	7	10	12	8	16	16	0	16	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1
41000	-70.735911679298397	-77.591399630257769	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.976263026204700	2	3	4	5	6	7	7	8	8	9	9	9	10	11	10	11	12	13	11	15	0	1	2	3	3	4	5	6	7	7	8	9	9	10	12	11	16	16	0	17	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1
41500	-82.564448813106480	-89.419936764065852	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.841561517660477	2	3	4	6	5	7	7	8	8	9	10	10	9	10	11	11	12	15	12	15	0	1	2	5	3	4	5	6	5	7	8	7	7	9	12	8	16	16	0	17	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	2	1	2	1	2
42000	-77.630258924726846	-84.485746875686218	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.889637703294674	2	3	4	6	6	7	8	8	6	8	10	9	9	11	11	11	12	14	11	15	0	1	2	3	3	5	9	6	3	9	8	7	9	13	12	8	8	17	0	17	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2
42500	-84.504893782208498	-91.360381733167870	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.773788344501543	1	2	4	5	6	7	7	8	6	8	9	9	10	12	10	11	13	15	11	15	0	1	2	3	3	4	9	6	3	9	8	7	9	13	12	8	8	17	0	17	1	1	1	1	1	2	1	1	1	1	1	1	2	2	1	1	3	1	1	1
43000	-86.938904011673102	-93.794391962632474	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.796705292767659	1	2	4	5	6	7	7	8	8	9	10	8	9	11	10	10	13	13	12	15	0	1	2	3	3	4	5	6	5	7	8	7	9	10	12	9	16	11	0	16	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	1	2
43500	-80.945908336458913	-87.801396287418285	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.936622949377087	0	2	4	5	5	6	7	7	8	9	10	9	10	11	11	11	12	15	11	14	0	1	2	3	3	4	5	6	7	9	8	7	7	10	12	8	8	17	0	17	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	1	1
44000	-66.347371257536139	-73.202859208495511	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.996440103745885	1	2	4	5	6	7	7	8	8	9	9	10	9	11	9	11	13	14	12	15	0	1	2	3	3	4	3	6	7	7	8	15	9	10	9	8	16	16	0	17	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
44500	-72.975104367738325	-79.830592318697697	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.976427122993294	2	3	4	6	6	7	7	8	8	9	9	9	6	11	10	11	12	13	12	16	0	1	2	3	3	4	13	6	7	7	8	13	3	10	12	8	16	16	0	17	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2
45000	-76.144123417767261	-82.999611368726633	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.860812668403882	1	3	4	5	6	7	8	8	9	8	9	10	7	12	11	11	13	13	12	16	0	1	2	3	3	4	13	6	7	13	8	9	5	10	12	8	16	16	0	17	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1
45500	-92.455826033283742	-99.311313984243114	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.640319826682986	0	2	4	5	7	7	6	8	8	8	9	10	7	11	10	12	12	13	12	15	0	1	2	3	7	4	3	6	7	5	8	9	3	10	7	8	8	8	0	17	1	1	1	1	1	1	2	1	1	1	1	2	1	1	2	2	2	2	1	2
46000	-75.110685976473306	-81.966173927432678	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.838393387961885	1	3	4	5	6	7	6	8	7	8	9	9	9	11	10	11	13	14	11	15	0	1	2	3	3	4	3	6	7	7	8	9	9	10	12	8	16	6	0	17	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	3	1	1
46500	-82.213421266673322	-89.068909217632694	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.732020120195078	2	3	4	5	6	8	7	6	9	9	10	9	10	11	11	11	12	14	13	15	0	1	2	3	3	8	5	4	7	7	8	7	9	10	12	8	11	11	0	16	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	2	1	2	1	1
47000	-73.159172204722381	-80.014660155681753	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.988607882962152	1	3	4	5	5	8	7	7	8	8	10	8	9	9	10	12	12	13	11	15	0	1	2	3	3	8	5	4	7	7	8	7	7	10	12	11	11	16	0	17	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
47500	-77.610658569929157	-84.466146520888529	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.962527524848351	0	1	4	5	6	8	7	7	9	9	9	9	8	11	11	10	12	14	11	14	0	1	2	3	3	8	3	4	7	7	8	13	7	10	12	6	16	16	0	17	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2
48000	-85.633524733461428	-92.489012684420800	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.827967069053196	1	2	4	5	6	8	7	7	8	8	10	9	9	11	11	12	9	14	10	15	0	1	2	3	3	8	3	4	5	7	8	7	9	10	12	8	8	16	0	17	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	2	1	1	1	4
48500	-80.574616844054361	-87.430104795013733	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.728133657779535	1	2	4	5	6	8	7	7	6	8	9	9	9	11	11	11	13	13	11	15	0	1	2	3	3	8	9	4	3	7	8	7	9	10	12	8	16	11	0	17	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	2
49000	-72.864999462932659	-79.720487413892030	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.844422784105601	2	3	4	5	6	8	7	7	6	8	9	9	9	10	10	11	12	13	12	16	0	1	2	3	3	8	9	4	3	9	8	9	7	10	12	8	16	16	0	17	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1
49500	-73.737909276125961	-80.593397227085333	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.955379613530719	1	3	4	5	6	6	8	8	7	8	9	10	9	11	11	11	12	14	12	15	0	1	2	3	3	4	9	6	5	9	8	7	9	10	7	11	16	16	0	17	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1
50000	-75.266265495570664	-82.121753446530036	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.811047169745242	2	3	4	5	6	7	7	8	8	8	9	9	9	12	11	12	11	14	12	15	0	1	2	3	3	4	5	6	7	7	8	9	9	10	12	8	8	16	0	17	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	1	1	2
50500	-95.561730200065455	-102.417218151024827	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.902213238461533	1	2	4	5	5	8	6	6	8	7	8	7	8	11	10	12	13	14	12	16	0	1	2	3	3	8	3	4	3	7	8	7	7	9	9	9	16	16	0	16	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1
51000	-93.328473791759720	-100.183961742719092	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.842559685002370	1	2	4	6	6	8	5	7	7	8	9	9	9	12	11	11	13	14	13	15	0	1	2	3	3	8	3	5	7	7	8	9	7	13	12	8	16	16	0	18	1	1	1	1	2	1	1	1	1	1	2	1	1	1	2	1	1	2	1	1
51500	-83.979223304412571	-90.834711255371943	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.857757509024119	1	2	4	5	6	8	7	7	9	8	9	9	10	11	10	11	12	14	13	15	0	1	2	3	3	8	3	4	7	7	8	7	7	10	12	4	8	17	0	17	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	3	2	1	1	1
52000	-84.881422312756044	-91.736910263715416	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.850072784215832	-1	2	4	5	6	8	7	7	8	9	10	10	10	11	9	11	12	14	12	13	0	1	2	3	3	8	3	4	7	9	8	15	9	7	7	11	11	16	0	17	1	1	1	1	1	1	2	1	1	1	2	1	1	2	1	1	1	2	1	1
52500	-78.243581243759238	-85.099069194718609	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.868341554750441	0	2	4	5	6	7	6	6	8	9	8	9	9	12	11	11	12	13	13	15	0	1	2	3	3	8	3	4	7	7	8	7	9	10	12	11	11	16	0	17	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
53000	-73.268791905189502	-80.124279856148874	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.909442683458656	1	3	4	5	6	8	7	7	9	9	9	8	9	11	10	9	12	13	12	15	0	1	2	3	3	8	5	4	7	7	8	7	7	10	12	8	16	16	0	17	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1
53500	-89.696080686230630	-96.551568637190002	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.783186480802440	0	2	4	5	6	7	8	6	7	8	9	10	9	11	8	10	12	15	12	15	0	1	2	3	3	8	9	4	5	9	6	15	7	10	9	6	8	11	0	17	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	3	3	1	1
54000	-90.348028277114111	-97.203516228073482	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.892422370376358	0	2	4	6	6	7	6	8	8	8	10	10	7	11	9	9	12	13	13	15	0	1	2	3	3	4	3	6	13	7	8	15	7	10	13	8	16	8	0	8	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	4
54500	-79.507852833174780	-86.363340784134152	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.753013935856984	2	3	4	5	6	6	8	8	7	7	10	9	8	11	11	11	13	15	12	15	0	1	2	3	3	4	5	6	3	5	8	9	5	12	12	8	16	16	0	17	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	2	1	1
55000	-78.758539918639016	-85.614027869598388	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.769515129772011	2	3	4	5	7	7	7	8	8	8	9	9	6	12	11	10	12	15	12	14	0	1	2	3	3	4	13	6	13	7	8	7	3	10	12	8	16	11	0	17	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	3	1	1
55500	-80.561332110274620	-87.416820061233992	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.652492051924596	0	2	4	5	7	7	6	8	8	8	9	9	9	11	10	11	13	15	12	15	0	1	2	3	2	4	3	6	7	7	8	5	7	5	12	8	16	16	0	17	1	1	1	1	2	1	1	1	1	2	1	1	2	2	1	1	1	2	1	1
56000	-78.012587696133750	-84.868075647093121	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.931018981972166	2	3	4	6	6	7	7	8	8	8	10	9	10	10	9	11	13	14	10	15	0	1	2	3	3	4	5	6	3	5	8	4	7	10	7	8	16	16	0	17	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1
56500	-82.965010789000132	-89.820498739959504	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.601611310222905	1	2	3	5	6	6	7	8	8	9	10	8	10	11	10	11	12	15	12	15	0	1	2	3	3	4	5	6	7	7	8	7	9	10	12	8	8	16	0	17	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	2	2	2	1	2
57000	-72.313546105463217	-79.169034056422589	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.927935251222721	0	2	4	6	6	7	6	8	8	8	10	10	10	10	9	11	12	14	12	15	0	1	2	3	3	4	3	6	7	7	8	15	9	10	7	6	16	16	0	17	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
57500	-93.064100078026144	-99.919588028985515	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.626450430557691	0	2	3	5	7	6	7	7	9	7	10	9	10	10	10	11	12	13	12	14	0	1	2	3	3	4	3	6	5	3	8	7	9	10	7	8	8	17	0	11	1	1	1	1	2	1	2	1	1	2	2	1	1	2	2	2	2	1	1	2
58000	-81.036143137958305	-87.891631088917677	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.864482974561752	1	3	4	5	5	8	7	6	8	9	8	8	8	11	10	11	13	15	11	15	0	1	2	3	3	8	3	4	7	7	8	7	7	10	12	8	16	16	0	17	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	2	1	1
58500	-81.305358182299557	-88.160846133258929	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.786305563004513	2	3	4	5	6	7	7	8	8	8	10	10	10	10	11	11	12	15	11	16	0	1	2	3	3	4	3	6	5	7	8	7	9	10	12	8	16	16	0	18	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	2	1	1
59000	-75.625221962544458	-82.480709913503830	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.826576321422731	1	2	4	6	6	8	7	7	8	8	9	9	10	9	11	11	12	15	12	15	0	1	2	3	3	8	5	4	7	7	8	7	9	10	12	8	16	16	0	16	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	2
59500	-81.021304441500718	-87.876792392460089	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.831336504992510	0	2	4	6	6	7	6	8	8	9	9	10	10	12	9	11	11	14	12	15	0	1	2	3	3	4	3	6	7	9	8	15	9	10	7	11	8	16	0	16	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	2
60000	-92.224734414311570	-99.080222365270942	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.799330113342749	0	2	3	5	6	6	7	7	8	8	9	9	9	10	11	9	12	13	13	16	0	1	2	3	3	4	3	6	7	7	8	9	7	10	12	8	16	8	0	17	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	2	1	3	1	2
60500	-73.896830318714123	-80.752318269673495	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.899214724843790	2	3	4	5	6	7	6	8	8	9	9	9	8	12	10	10	12	14	11	16	0	1	2	3	3	4	3	6	7	9	8	13	7	10	12	8	16	8	0	18	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1
61000	-73.136588153590111	-79.992076104549483	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.932015634197603	2	3	4	6	6	7	7	8	9	8	9	9	9	11	11	11	12	14	12	15	0	1	2	3	3	4	5	6	7	7	8	7	7	10	12	8	16	17	0	17	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	2
61500	-71.869367727428326	-78.724855678387698	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.951682340109196	0	2	4	6	5	7	7	8	8	8	10	9	9	10	10	10	13	15	12	15	0	1	2	3	3	4	3	6	7	7	8	7	7	10	12	8	16	17	0	17	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1
62000	-82.512706500371479	-89.368194451330851	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.814670654802405	1	2	4	6	7	7	6	8	7	9	10	10	8	11	9	11	12	13	13	16	0	1	2	3	3	4	3	6	7	9	8	15	7	10	9	8	8	8	0	17	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2
62500	-97.209939448989999	-104.065427399949371	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.635930693145652	1	2	4	5	6	7	7	8	8	8	10	9	9	12	10	10	12	13	13	16	0	1	2	3	3	4	1	6	3	5	9	5	5	12	12	8	11	16	0	17	1	1	1	1	1	1	3	1	2	1	1	1	1	2	1	1	2	1	1	2
63000	-79.546690047672968	-86.402177998632339	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.814472061929379	1	2	4	5	6	7	6	8	8	8	10	9	8	10	10	11	13	14	11	14	0	1	2	3	3	4	3	6	7	7	8	7	7	10	12	8	16	16	0	16	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	2	1	1	2
63500	-86.117570545322053	-92.973058496281425	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.750544820859806	0	2	4	6	6	7	6	8	8	8	9	8	9	11	11	11	12	15	12	14	0	1	2	3	3	4	3	6	7	7	8	5	9	10	12	8	8	8	0	17	1	1	2	1	1	1	1	1	1	1	1	1	1	2	2	1	2	2	1	1
64000	-78.919554025096616	-85.775041976055988	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.894714431345458	1	2	4	5	6	8	8	7	7	9	10	9	9	11	11	11	12	13	12	15	0	1	2	3	3	8	5	5	3	7	6	9	7	10	12	6	11	16	0	17	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1
64500	-81.789611240989814	-88.645099191949186	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.844292602814044	0	2	4	5	6	6	7	7	6	9	10	8	10	12	10	11	13	15	12	16	0	1	2	3	3	4	9	6	3	9	8	7	7	13	12	8	16	16	0	17	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	2	1	1
65000	-69.360535851350079	-76.216023802309451	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.941709047776649	1	2	4	5	6	7	8	8	8	9	9	9	7	11	10	11	12	13	13	15	0	1	2	3	3	4	13	6	13	13	8	9	3	10	12	8	16	16	0	17	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
65500	-90.387785952797358	-97.243273903756730	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.861858101694535	1	3	4	6	6	8	6	7	8	8	9	8	10	12	11	10	13	15	12	14	0	1	2	3	3	8	3	4	7	7	8	7	7	10	12	8	11	11	0	17	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	1	1
66000	-83.717916432174547	-90.573404383133919	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.735330179620906	0	2	4	5	5	7	7	8	8	8	10	9	10	10	10	10	11	14	13	15	0	1	2	3	3	4	5	6	7	7	6	9	7	10	12	8	11	16	0	17	1	1	1	1	1	2	1	1	1	1	2	1	2	1	1	1	1	2	1	2
66500	-78.350884254841603	-85.206372205800974	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.895906387836613	0	2	4	5	6	6	7	8	6	8	9	9	10	12	10	11	12	14	12	15	0	1	2	3	3	4	9	6	3	9	8	7	7	10	12	8	8	8	0	17	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	2	1	1
67000	-66.606803399047749	-73.462291350007121	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.959403563572988	1	2	4	6	6	7	6	8	8	8	9	9	10	10	10	11	13	15	12	15	0	1	2	3	3	4	3	6	7	7	8	9	9	10	12	8	16	16	0	17	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
67500	-72.407157079047863	-79.262645030007235	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.990735014816951	-1	2	4	5	6	6	8	8	6	9	10	8	10	11	10	11	12	13	13	14	0	1	2	3	3	4	9	6	3	9	8	9	7	10	12	8	16	16	0	17	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
68000	-65.278083158718019	-72.133571109677391	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.947383708820092	1	3	4	5	6	7	7	8	8	9	9	9	9	11	10	11	13	13	12	16	0	1	2	3	3	4	3	6	7	7	8	7	7	10	12	8	16	16	0	17	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
68500	-74.249834163122614	-81.105322114081986	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.776044499354298	1	3	4	5	6	8	7	7	9	9	9	8	9	11	10	10	12	14	12	14	0	1	2	3	3	8	3	4	7	7	8	7	7	10	12	8	16	16	0	17	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2
69000	-78.560311205520435	-85.415799156479807	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.912460737075908	1	3	4	6	5	7	8	8	7	9	9	9	8	12	11	10	12	14	12	15	0	1	2	5	3	4	9	6	5	13	8	7	9	10	12	8	16	8	0	18	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1
69500	-79.617766657094435	-86.473254608053807	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.873082720150978	0	2	4	6	6	7	8	8	9	9	10	9	10	12	10	11	12	13	11	14	0	1	2	3	3	4	5	6	7	7	8	7	5	13	12	8	11	16	0	17	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	2	1	1	1	1
70000	-87.899181214865720	-94.754669165825092	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.839100866461171	1	2	4	6	6	7	6	8	8	8	9	9	9	11	8	11	12	14	12	16	0	1	2	3	3	4	3	6	7	7	6	7	7	10	3	8	16	17	0	17	1	1	1	1	1	1	1	1	1	1	2	2	2	1	1	2	1	1	1	2
70500	-81.726471894718586	-88.581959845677957	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.790777409905476	0	2	4	4	5	6	7	8	8	9	10	9	9	11	10	12	13	14	13	14	0	1	2	2	3	4	3	6	7	9	8	7	7	10	12	8	8	16	0	16	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1
71000	-70.976911893910568	-77.832399844869940	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.953985742140310	2	3	5	6	6	7	8	8	7	9	10	9	9	11	10	11	12	14	12	16	0	1	2	3	3	4	9	6	5	9	8	9	7	10	12	8	16	16	0	17	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2
71500	-81.667736758805404	-88.523224709764776	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.875203300042366	1	3	4	6	6	7	7	8	9	9	10	9	10	11	10	10	12	15	12	16	0	1	2	3	3	4	5	6	7	7	8	7	9	10	12	8	11	11	0	18	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	2	1	1
72000	-76.786905771964314	-83.642393722923686	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.783998693069586	1	2	4	5	5	7	7	6	9	9	9	8	10	11	10	10	12	15	13	15	0	1	2	3	3	8	5	4	7	7	8	7	9	10	12	8	16	16	0	17	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1
72500	-87.000114415026260	-93.855602365985632	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.643768365191377	0	3	4	5	6	7	7	6	8	9	8	9	8	11	11	10	12	14	12	14	0	1	2	2	3	8	3	4	7	7	6	7	7	10	12	8	8	16	0	16	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	1	2
73000	-92.923680240271239	-99.779168191230610	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.668511134240169	1	2	4	5	6	8	7	6	6	8	9	8	8	12	10	11	12	11	13	15	0	1	2	3	3	8	3	4	3	9	8	7	7	10	12	11	8	8	0	17	1	1	1	1	1	1	1	1	2	1	2	1	1	2	1	1	2	3	1	2
