step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23
30000	-226.527172729820705	-225.054602611668855	-1.472570118151863	0.000241979800481	0.000076358439423	0.315557080677032	0.181642002040982	0	14	13	13	14	14	17	14	16	16	18	19	21	19	21	22	27	30	29	30	34	44	46	0	1	1	1	1	3	10	1	8	8	10	6	7	10	4	4	8	14	2	2	10	5	4	1	6	6	7	8	1	1	5	1	2	1	2	1	2	4	5	7	5	7	5	9	15	18
30500	-232.099727291958686	-230.494616557806495	-1.605110734152184	0.000206969677227	0.000049223018556	0.237827198725072	0.216476078949368	1	14	13	14	13	16	17	17	15	16	15	19	21	20	22	22	27	31	30	30	35	40	45	0	1	1	1	1	4	2	5	3	3	3	6	4	10	6	5	2	4	5	4	4	20	5	1	5	5	6	6	1	1	3	1	2	2	2	3	2	4	4	9	9	8	8	11	5	15
31000	-244.060508840220393	-242.503462978411420	-1.557045861808978	0.000211563136323	0.000055090263302	0.260396325462496	0.185938926671496	1	11	13	13	14	16	17	16	17	15	18	19	19	19	20	22	28	29	29	31	36	43	45	0	1	1	1	1	3	10	5	2	3	2	6	2	10	6	2	3	2	4	2	2	17	5	1	5	5	6	7	2	1	2	2	1	4	2	4	2	2	5	7	8	8	10	15	6	12
31500	-222.556340109005475	-220.888197233536346	-1.668142875469141	0.000187063508429	0.000040003846610	0.213851685698839	0.166333512162212	0	13	14	13	15	14	17	15	17	17	17	19	22	19	21	22	27	30	29	31	35	43	46	0	1	1	1	1	4	5	2	4	4	5	6	11	9	6	2	5	3	5	2	5	17	20	1	7	7	6	6	1	1	1	3	2	1	2	2	1	4	5	5	8	8	10	9	9	8
32000	-235.172260708244153	-233.649951221652913	-1.522309486591233	0.000171141911131	0.000047924612062	0.280028496499275	0.231053148478963	0	13	13	14	14	14	18	16	16	16	15	19	22	20	21	21	27	29	30	31	36	43	45	0	1	1	1	1	3	11	2	3	2	5	6	11	10	6	3	3	2	3	2	4	18	17	1	5	6	9	6	1	2	1	2	2	1	3	4	2	2	5	8	9	9	9	9	6	9
32500	-233.068132583741459	-231.366202349183027	-1.701930234558440	0.000217343730126	0.000044103556149	0.202920765755598	0.278136314227266	0	14	13	12	14	15	17	17	14	16	17	20	22	20	20	22	28	30	29	30	36	43	45	0	1	1	1	1	3	4	9	4	3	10	6	9	4	2	3	2	14	14	2	5	20	20	1	6	7	6	7	1	3	2	1	2	1	3	5	4	3	4	8	6	6	5	11	6	8
33000	-218.874063783493085	-217.185085170933405	-1.688978612559676	0.000169430398389	0.000035068148258	0.206976720774071	0.203174391888377	0	14	13	13	15	15	18	16	16	16	15	19	21	20	19	21	27	30	29	31	35	44	44	0	1	1	1	1	3	11	5	2	2	4	6	5	10	6	4	5	2	5	2	2	17	17	1	7	6	5	7	1	2	1	1	1	1	2	3	2	2	5	5	9	7	9	12	7	9
33500	-231.898369540780351	-230.288166639219952	-1.610202901560406	0.000186627191503	0.000043984727512	0.235682309514114	0.259621144545487	1	13	12	14	15	15	17	17	17	16	16	19	21	20	22	21	27	31	30	30	36	44	45	0	1	1	1	1	3	11	3	11	2	2	6	4	10	6	5	2	2	14	4	3	20	19	1	6	6	7	9	2	1	3	1	2	1	2	3	2	5	3	7	8	6	8	10	8	7
34000	-219.038542483275450	-217.435748952064642	-1.602793531210813	0.000182000246636	0.000043464780177	0.238817149866223	0.267616466617516	0	14	12	13	14	15	18	16	15	16	17	20	21	20	21	21	28	30	29	30	35	41	45	0	1	1	1	1	2	10	5	4	5	4	6	4	10	6	2	2	4	4	3	5	17	17	1	7	5	6	7	1	1	1	1	1	2	3	4	2	3	4	5	8	9	8	10	8	7
34500	-230.746792294663607	-229.098006674329525	-1.648785620334094	0.000191763691847	0.000042315653421	0.220665617216741	0.219586050284553	1	12	13	12	14	15	16	16	16	16	17	19	21	19	18	21	27	30	28	31	35	44	46	0	1	1	1	1	4	5	2	4	4	7	6	11	4	6	5	5	5	4	5	5	19	18	1	6	5	6	7	2	1	2	2	2	1	2	2	3	1	4	7	8	6	9	10	8	8
35000	-228.235259779360547	-226.527976025827172	-1.707283753533366	0.000173739773768	0.000034972024148	0.201289683930480	0.220244451064159	0	13	12	11	14	15	18	17	16	16	16	18	20	20	21	21	27	31	29	30	35	43	46	0	1	1	1	1	2	11	5	3	4	3	6	11	9	6	3	5	14	10	5	2	19	19	1	8	7	7	7	1	2	2	3	2	2	2	2	2	3	5	6	6	5	9	13	7	10
35500	-224.232883979629548	-222.655689003433963	-1.577194976195585	0.000218611835892	0.000054736130865	0.250380454663872	0.273577205663503	0	13	12	13	14	15	18	17	17	16	16	19	21	20	20	21	28	29	28	30	36	44	44	0	1	1	1	1	2	10	5	11	2	3	6	7	10	6	3	14	14	14	5	2	5	4	1	8	7	6	6	1	1	1	1	1	3	2	2	2	2	4	5	5	3	8	11	17	15
36000	-238.344735371150449	-236.515348593109451	-1.829386778040988	0.000216471604338	0.000036778162224	0.169898321474853	0.152660710509933	1	12	14	13	14	15	18	16	16	15	18	20	22	17	22	19	27	31	30	31	36	42	44	0	1	1	1	1	5	3	5	10	2	2	6	14	10	6	4	3	13	5	17	2	5	5	1	6	7	6	7	1	2	1	1	2	4	2	3	1	4	3	4	5	9	2	12	15	12
36500	-226.498445856350315	-224.727644070393239	-1.770801785957066	0.000212105767679	0.000038966555887	0.183712853795731	0.204779025656806	0	14	13	14	14	15	16	16	16	16	17	20	21	20	21	21	27	30	30	29	35	42	45	0	1	1	1	1	4	2	5	4	4	7	6	7	10	6	2	5	2	3	14	5	5	3	1	8	7	7	7	1	1	1	1	1	1	3	3	1	3	5	6	8	7	4	10	14	15
37000	-238.995844965972481	-237.472977746241469	-1.522867219731019	0.000181449949012	0.000050748914344	0.279685470402848	0.177511748608324	0	13	14	13	13	15	15	16	16	17	16	19	21	19	22	21	24	31	29	30	35	42	46	0	1	1	1	1	3	5	5	2	7	4	6	5	7	3	2	3	4	3	5	13	5	4	1	7	8	5	5	1	2	2	1	1	2	2	5	2	4	4	5	10	6	9	9	14	17
37500	-231.080448019669944	-229.467003893004090	-1.613444126665856	0.000217507941571	0.000050970467839	0.234338422177522	0.193387955119544	1	13	12	13	14	16	17	16	17	15	17	20	21	20	21	21	26	30	29	28	35	43	42	0	1	1	1	1	3	10	5	3	4	4	6	9	10	6	2	3	2	5	2	5	17	2	1	8	6	5	5	1	1	1	2	1	2	3	3	2	3	5	6	8	8	7	13	10	11
38000	-233.983873745624322	-232.248284933326573	-1.735588812297740	0.000191529607305	0.000036979431011	0.193074227695356	0.202362539569146	1	13	13	14	14	16	17	15	17	17	18	19	20	20	21	21	27	30	29	29	36	42	43	0	1	1	1	1	3	4	3	8	4	2	6	9	10	6	5	4	2	3	2	5	20	5	1	6	7	5	7	1	1	2	2	1	2	1	2	2	2	3	7	5	7	8	9	7	15
38500	-243.245091202962016	-241.476066056448758	-1.769025146513270	0.000217364738563	0.000040030860290	0.184164462714237	0.215156519322037	0	12	13	13	15	16	17	17	13	16	17	20	22	21	21	19	27	29	29	30	36	43	44	0	1	1	1	1	3	3	5	2	2	3	6	14	10	6	4	2	4	2	14	11	18	20	1	4	4	6	6	1	1	1	1	1	2	2	1	2	2	4	9	7	9	5	9	7	8
39000	-239.697283538434050	-238.197388052675308	-1.499895485758734	0.000197260076545	0.000058136950062	0.294722333483223	0.210688987572155	1	13	13	13	15	15	17	16	17	15	14	20	20	20	20	22	28	31	30	31	36	44	45	0	1	1	1	1	3	11	2	3	11	3	6	10	5	6	5	2	2	3	3	5	20	2	1	7	5	6	7	1	2	2	2	1	1	3	2	3	3	3	8	9	9	9	14	7	16
39500	-226.603276059520823	-224.957941359467867	-1.645334700052963	0.000163727568050	0.000036335616593	0.221927296825198	0.137723557055071	-1	13	12	13	15	15	17	17	16	16	18	19	22	19	21	21	26	31	28	28	35	43	43	0	1	1	1	1	4	9	9	3	2	7	6	7	10	6	5	2	2	5	2	5	19	5	1	6	7	9	11	1	1	1	3	3	1	2	2	2	3	2	5	9	5	9	10	7	13
40000	-223.891406626789490	-222.382884984964505	-1.508521641824977	0.000145099199297	0.000041911394994	0.288846493964186	0.273839245809018	1	14	13	13	15	15	15	16	15	17	18	19	22	21	21	22	28	30	30	30	35	43	44	0	1	1	1	1	2	2	5	4	2	7	6	2	10	6	2	5	10	5	5	17	21	21	1	7	8	6	8	1	1	1	1	2	1	2	4	1	2	3	6	7	10	9	3	4	4
40500	-223.549904531313217	-221.965928053365843	-1.583976477947387	0.000163861720664	0.000040506493364	0.247199243359804	0.288792616364452	0	13	12	12	15	16	16	17	17	15	16	19	22	21	20	21	27	27	29	30	35	43	45	0	1	1	1	1	3	10	5	11	2	4	6	4	10	6	3	5	3	14	5	20	21	22	1	7	7	6	7	2	1	1	1	2	1	2	5	3	2	4	5	8	5	7	2	3	1
41000	-221.762054794996033	-220.059197002949929	-1.702857792046100	0.000180231135532	0.000036521371259	0.202636304493655	0.337870129951198	-1	13	13	11	13	16	17	15	16	15	16	18	21	21	22	21	27	30	30	30	36	43	45	0	1	1	1	1	4	11	2	4	4	2	6	7	10	12	2	14	3	5	4	19	21	22	1	6	7	6	6	3	1	1	2	2	1	1	2	4	2	3	4	7	7	10	2	4	1
41500	-214.789050383713175	-213.105880474739791	-1.683169908973374	0.000195969770665	0.000040927991296	0.208848493095900	0.206835581998771	0	13	13	14	16	15	17	16	16	17	18	19	22	20	21	21	26	30	28	30	35	41	44	0	1	1	1	1	4	9	2	2	2	7	6	11	2	6	5	14	5	4	4	17	17	22	1	6	7	8	8	1	1	1	2	2	1	3	2	3	3	5	3	6	6	8	3	7	2
42000	-220.769275129662105	-219.172364952789621	-1.596910176872476	0.000158671097710	0.000038298595214	0.241370960225038	0.192652292297446	0	14	13	14	15	16	17	16	17	16	18	19	21	21	21	22	28	30	28	30	34	43	45	0	1	1	1	1	4	4	5	3	3	4	6	2	3	6	2	13	13	5	4	17	17	22	1	8	7	6	8	1	2	1	2	2	2	2	5	4	2	4	3	4	6	7	2	9	1
42500	-230.347067879287948	-228.828879305905531	-1.518188573382417	0.000162523406297	0.000045928276249	0.282594841539736	0.247021806259204	1	14	14	12	15	16	17	16	16	16	18	20	22	21	20	22	27	30	28	29	35	44	46	0	1	1	1	1	2	4	4	4	2	10	6	11	7	6	2	14	14	14	2	18	18	19	1	7	7	6	5	1	2	2	3	1	1	2	2	2	2	3	5	5	5	6	2	6	6
43000	-224.308408300656936	-222.761950513657581	-1.546457786999344	0.000193402002927	0.000051451565930	0.266034297221440	0.214368261219847	0	13	12	12	14	15	15	16	16	15	17	19	21	20	21	21	26	30	29	31	35	42	46	0	1	1	1	3	3	4	7	5	3	4	3	10	7	6	2	14	14	3	2	18	21	2	1	7	6	6	1	2	3	1	1	2	3	2	3	3	4	5	3	5	9	10	3	4	17
43500	-224.400036094051416	-222.797075396735664	-1.602960697315761	0.000234117694219	0.000055894531278	0.238745437267996	0.233012840521062	0	12	13	12	15	13	17	17	16	15	18	18	21	20	21	20	27	30	29	31	34	42	45	0	1	1	1	4	2	10	5	5	4	4	3	10	11	2	3	14	4	4	2	17	21	2	1	7	8	5	1	1	1	1	1	2	3	3	3	1	3	3	3	8	6	8	4	3	19
44000	-216.257207027375074	-214.770063702629614	-1.487143324745452	0.000158407082671	0.000048153732028	0.303987241074018	0.167790189955036	0	13	13	14	16	15	15	16	17	15	17	19	21	20	22	21	27	31	29	31	35	42	46	0	1	1	1	1	2	2	2	10	4	7	6	11	10	6	5	2	5	5	5	5	19	19	1	6	6	7	8	1	1	2	1	1	1	2	2	2	3	3	6	9	7	7	9	8	9
44500	-219.794056594409625	-218.056980676626040	-1.737075917783580	0.000159162235869	0.000030664279601	0.192660522976438	0.294889487784020	-1	14	14	12	15	15	18	16	16	15	16	19	20	21	21	21	27	30	29	31	35	40	46	0	1	1	1	1	3	11	5	2	4	3	6	11	13	6	2	3	5	5	3	5	17	17	1	7	7	6	7	1	1	1	1	2	1	2	2	1	3	3	6	9	6	7	11	6	9
45000	-226.557601002809349	-224.922456163207386	-1.635144839601966	0.000172144679202	0.000038860159413	0.225741275264251	0.216337589988517	1	14	13	13	15	15	15	15	17	15	17	19	21	20	21	21	27	29	29	29	34	41	45	0	1	1	1	1	2	4	4	2	3	7	6	7	10	6	5	2	5	2	4	14	17	20	1	6	7	6	7	1	1	1	1	1	1	2	5	2	4	2	6	6	7	8	8	7	8
45500	-241.818641799534959	-239.998143891248048	-1.820497908286898	0.000181862676611	0.000031256569559	0.171869072539853	0.228138927800552	0	13	12	13	16	16	16	15	17	15	16	19	21	20	20	22	26	30	30	30	36	43	45	0	1	1	1	1	4	4	3	4	2	2	6	9	10	6	4	2	4	3	4	4	17	17	1	7	7	7	6	2	2	2	2	1	1	2	1	2	2	4	3	8	11	10	12	6	9
46000	-241.591776814949924	-239.703756798117467	-1.888020016832450	0.000151899993028	0.000023979212011	0.157861837470966	0.255401244977833	0	12	13	13	14	16	16	17	17	16	18	19	21	21	21	22	28	31	29	30	34	44	44	0	1	1	1	1	5	5	7	3	2	4	6	10	2	6	2	5	14	3	19	5	19	17	1	6	6	7	8	1	1	1	3	2	2	2	2	5	2	5	8	6	5	1	10	8	7
46500	-224.444370619386603	-222.647185533219755	-1.797185086166862	0.000186773967871	0.000033104359192	0.177242897228424	0.267928246980024	0	14	14	14	14	16	17	16	16	15	17	20	20	20	21	22	27	30	30	30	34	41	44	0	1	1	1	1	4	4	5	4	4	4	6	7	10	6	5	4	14	2	2	3	18	3	1	7	8	7	7	1	1	1	2	1	2	2	2	2	2	3	7	5	7	9	12	5	15
47000	-249.659856583382066	-248.143400774042902	-1.516455809339174	0.000230494204406	0.000065389145616	0.283691061929304	0.211931566936792	1	13	12	14	13	15	15	16	17	16	17	20	19	19	21	21	27	31	28	30	35	43	45	0	1	1	1	1	4	2	5	4	2	3	4	10	5	5	5	2	2	14	14	5	14	14	1	4	4	5	6	1	1	2	1	1	3	3	1	4	4	6	9	9	4	8	10	8	13
47500	-243.035571379067136	-241.556850007361192	-1.478721371705931	0.000172829830451	0.000053669481302	0.310533668652273	0.169967194331336	0	14	13	12	16	16	17	17	17	16	18	19	21	20	21	21	27	30	28	30	36	43	42	0	1	1	1	1	3	2	3	4	2	2	6	7	11	6	5	2	10	2	5	5	18	3	1	5	6	6	8	2	1	2	3	2	1	2	2	1	2	5	5	4	7	6	9	6	13
48000	-219.077136833086172	-217.366685811467789	-1.710451021618370	0.000206664981438	0.000041402591624	0.200336754373753	0.211766617466855	1	13	13	14	12	14	17	16	16	16	15	19	20	20	21	21	28	30	29	31	34	43	44	0	1	1	1	1	2	11	5	3	4	5	6	11	11	6	2	14	3	2	14	3	17	20	1	6	6	6	4	1	1	3	1	1	2	2	2	3	3	4	4	9	8	5	10	9	6
48500	-215.898034441532758	-214.406922201158267	-1.491112240374497	0.000159581525569	0.000048037937610	0.301024428979043	0.185887267439076	1	12	13	14	15	15	18	16	17	16	17	19	21	21	21	21	27	30	28	31	36	44	44	0	1	1	1	1	3	2	2	2	4	4	6	2	10	6	3	2	5	4	4	5	20	19	1	5	7	6	7	1	3	2	2	1	2	2	4	3	3	4	7	8	5	9	10	7	9
49000	-220.824198691906332	-218.995251783988721	-1.828946907917606	0.000153038434591	0.000026015749069	0.169994871803586	0.204671958397266	0	13	14	14	15	16	18	17	15	16	15	19	22	20	21	22	26	31	29	31	34	43	45	0	1	1	1	1	5	11	2	3	4	2	6	11	2	6	5	4	2	3	5	5	20	20	1	7	9	8	9	1	2	2	1	1	1	2	4	4	3	3	5	8	9	6	10	5	7
49500	-233.561489279300417	-231.967503741847707	-1.593985537452721	0.000150196138055	0.000036446982633	0.242662581774728	0.263506222999059	1	14	14	14	15	16	17	16	16	17	17	18	21	21	20	20	28	30	29	30	34	43	45	0	1	1	1	1	2	2	5	4	3	2	6	7	7	6	5	3	2	5	5	3	19	20	1	6	5	6	7	2	2	1	2	1	2	1	2	2	2	2	7	7	9	8	9	6	8
50000	-227.761865292989199	-225.904778515490335	-1.857086777498873	0.000186206562781	0.000030540297588	0.164013003255607	0.219943643705463	1	13	12	13	14	15	16	16	14	17	17	20	21	19	21	22	28	30	29	31	36	43	45	0	1	1	1	1	2	3	4	4	4	5	6	7	10	6	3	5	4	2	2	2	17	17	1	7	7	5	7	1	2	1	1	2	2	2	2	1	4	6	5	9	10	9	14	6	9
50500	-238.479376556791863	-236.871708143471295	-1.607668413320564	0.000197904190975	0.000046852763479	0.236744675534625	0.244420934107753	0	13	12	13	15	15	17	17	15	15	18	19	21	20	21	22	26	29	29	30	34	43	45	0	1	1	1	1	3	4	9	1	4	2	6	9	10	2	4	5	13	14	4	3	5	19	1	7	6	8	7	2	2	1	6	1	4	2	3	2	5	4	5	4	4	10	10	11	7
51000	-228.938719822691041	-227.305412512710120	-1.633307309980917	0.000272893698209	0.000061795024022	0.226443572818552	0.187938731230909	1	13	13	14	15	15	17	16	16	15	18	19	21	21	21	22	28	30	28	29	36	42	43	0	1	1	1	1	2	10	2	2	3	7	6	10	10	6	5	3	4	4	3	14	14	14	1	5	3	6	8	1	1	2	1	1	1	3	2	4	3	4	9	7	5	8	9	9	12
51500	-234.485705466258082	-232.798423885874996	-1.687281580383084	0.000174332922504	0.000036177585883	0.207520102132045	0.144174007136474	0	14	13	13	15	15	17	17	17	16	18	19	22	20	21	21	27	30	29	30	35	43	45	0	1	1	1	1	3	4	5	3	4	9	2	4	10	6	4	4	4	17	4	2	20	5	1	7	5	6	8	1	3	1	2	2	1	2	4	3	2	3	6	10	1	7	10	5	16
52000	-238.253796887296005	-236.652847051415847	-1.600949835880157	0.000148355594432	0.000035547656400	0.239611162192674	0.254671108900079	0	13	13	12	13	16	17	17	16	15	18	19	19	20	21	22	27	30	29	30	35	43	46	0	1	1	1	1	2	4	4	4	2	7	6	11	10	6	3	5	5	3	5	2	18	20	1	7	5	5	6	2	3	3	2	1	1	2	1	3	3	6	7	9	9	9	11	6	10
52500	-249.216403057192196	-247.572454318571431	-1.643948738620774	0.000208402516479	0.000046356681735	0.222438205250945	0.174326015395422	0	13	13	12	13	14	17	16	15	15	18	19	20	20	18	21	27	29	28	30	35	43	43	0	1	1	1	1	5	9	2	4	2	2	4	4	9	6	2	10	4	4	2	5	20	5	1	5	7	5	7	1	1	2	3	1	3	4	4	2	2	4	8	10	10	7	8	8	16
53000	-231.682271335807343	-230.106525038705342	-1.575746297101994	0.000188841590145	0.000047412800631	0.251071814182574	0.218685205382708	1	14	13	13	16	15	17	16	16	17	18	19	21	20	22	21	27	30	28	30	34	44	46	0	1	1	1	1	2	2	2	4	2	7	2	5	10	6	5	3	5	3	5	4	5	2	1	6	7	6	8	1	1	1	2	2	1	4	3	1	4	3	8	8	9	7	10	12	17
53500	-225.480123880842854	-224.000625815864566	-1.479498064978286	0.000154897472265	0.000048004959378	0.309914414201087	0.201548787943527	0	12	14	14	14	15	17	16	16	16	18	19	22	21	22	21	27	30	29	30	36	43	45	0	1	1	1	1	3	2	5	4	5	10	6	10	10	6	4	4	14	14	5	5	18	4	1	6	9	8	8	1	3	1	2	1	1	2	3	4	2	3	5	4	5	6	10	7	16
54000	-229.632144861129348	-227.955830801435241	-1.676314059694106	0.000227067270721	0.000047934276319	0.211101653563312	0.272281316950167	0	14	13	12	15	14	15	17	17	16	17	19	21	21	21	18	26	29	28	31	33	42	44	0	1	1	1	1	4	4	7	10	4	7	6	11	4	6	2	10	2	14	2	14	18	14	1	6	5	5	8	1	1	1	1	3	1	3	2	5	4	3	6	5	4	9	7	7	12
54500	-224.865916575490786	-223.210088681572870	-1.655827893917904	0.000189590058479	0.000041356423558	0.218136034609553	0.250595892911876	0	13	14	13	16	15	17	17	16	16	18	20	21	18	19	21	28	30	29	31	33	44	46	0	1	1	1	1	4	4	3	2	3	7	6	2	10	6	5	3	5	5	5	5	19	17	1	5	5	6	7	1	2	2	1	1	1	2	3	1	2	2	5	7	8	9	8	8	9
55000	-237.680357030652885	-236.038297983494033	-1.642059047158849	0.000167848430231	0.000037453485169	0.223138727704743	0.204995660558067	0	13	13	12	15	16	18	17	15	17	16	20	19	21	19	21	26	30	30	31	35	43	45	0	1	1	1	1	3	11	9	4	3	2	6	11	10	6	5	4	2	3	4	4	19	19	1	7	8	6	8	2	1	1	2	2	2	2	1	2	1	2	9	10	9	8	12	8	7
55500	-239.102817345776998	-237.309378905329396	-1.793438440447599	0.000209532426564	0.000037325187666	0.178135614986935	0.272951397906310	1	13	13	13	15	14	16	17	15	17	17	20	22	19	22	21	27	30	28	31	35	43	45	0	1	1	1	1	3	2	4	2	3	5	6	11	5	6	4	4	3	3	4	4	17	17	1	5	6	6	5	1	1	3	1	3	1	2	4	2	4	5	6	11	9	6	12	9	8
56000	-223.505082595344788	-221.898333559144504	-1.606749036200290	0.000233072079061	0.000055268983460	0.237132580111192	0.159470908928642	1	13	12	12	16	15	17	17	17	16	16	20	21	19	21	21	27	30	29	31	35	43	45	0	1	1	1	1	3	3	11	2	2	4	6	9	10	6	3	2	5	14	4	2	5	19	1	5	6	5	5	1	3	1	3	1	2	3	2	2	2	6	7	6	4	8	11	12	8
56500	-224.540294054684495	-222.969161128232912	-1.571132926451582	0.000145658964880	0.000036895713952	0.253302046891965	0.278044557414469	0	13	13	13	15	15	17	17	15	16	18	19	22	20	22	21	28	29	30	30	35	44	46	0	1	1	1	1	2	4	5	4	2	4	6	7	11	12	5	14	5	5	5	5	20	17	1	7	7	7	7	1	2	1	1	2	3	2	3	1	3	3	4	8	7	7	9	7	8
57000	-230.311371642260724	-228.741784373252926	-1.569587269007794	0.000173346353860	0.000044040233327	0.254059184671110	0.220054654982417	1	12	13	13	16	15	17	16	16	17	17	20	22	20	22	21	28	30	29	30	36	43	43	0	1	1	1	1	4	3	2	2	3	2	6	4	7	6	3	3	3	2	5	5	19	20	1	5	5	6	8	1	2	2	1	4	2	2	4	1	4	3	8	9	8	6	8	6	5
57500	-226.402397889385441	-224.948651530994965	-1.453746358390461	0.000161059120705	0.000053539706906	0.332422694666719	0.207391471064385	1	14	13	12	15	16	17	16	14	16	14	18	21	19	21	21	27	31	29	30	35	43	44	0	1	1	1	1	2	11	4	4	3	4	6	7	4	12	5	2	14	5	14	2	20	20	1	7	8	5	9	2	2	2	1	2	1	1	2	4	2	2	7	7	6	6	13	6	5
58000	-218.160977514481601	-216.587108395577843	-1.573869118903746	0.000167606880600	0.000042232576304	0.251974001027624	0.253090431842290	-1	14	14	13	14	15	17	16	17	16	16	20	21	18	21	21	28	30	28	30	35	43	44	0	1	1	1	1	3	3	5	4	4	3	6	7	10	6	2	2	2	2	3	2	19	20	1	8	8	5	8	1	2	1	2	1	1	2	2	1	3	4	7	7	7	8	10	8	7
58500	-232.059598556255480	-230.516077556002131	-1.543521000253358	0.000201158800209	0.000053839828784	0.267648388874325	0.206861425511195	0	13	12	13	15	15	17	16	15	16	15	19	21	19	21	21	28	29	27	30	34	44	45	0	1	1	1	1	3	11	5	2	4	4	6	4	10	5	4	5	4	2	5	3	19	17	1	7	6	6	7	2	1	1	1	1	1	2	4	2	2	4	6	8	7	8	9	8	8
59000	-227.387313758305510	-225.503481236373375	-1.883832521932124	0.000160824444196	0.000025518050364	0.158670222625733	0.220991070817997	0	14	14	13	14	15	18	16	17	17	18	20	21	21	19	21	27	30	29	31	35	42	45	0	1	1	1	1	5	10	2	4	2	2	6	7	10	6	3	4	3	14	3	4	17	19	1	7	9	8	7	1	1	1	2	2	1	2	2	2	2	3	6	8	5	10	13	6	7
59500	-228.904076920873109	-227.193263881881563	-1.710813038991552	0.000172527117793	0.000034544828267	0.200228397184492	0.164269823779037	0	13	13	13	15	16	18	17	15	15	17	20	20	20	21	20	27	30	28	29	35	43	45	0	1	1	1	1	5	11	3	4	2	2	6	4	7	6	2	5	3	5	4	2	17	20	1	8	4	7	7	1	1	2	1	1	2	2	3	1	3	3	6	10	6	7	13	7	9
60000	-219.186568327398618	-217.628907773647057	-1.557660553751555	0.000206282979059	0.000053649536677	0.260077379732032	0.287657193785106	1	13	13	13	15	15	16	16	15	16	18	19	22	18	21	21	27	30	28	30	35	43	46	0	1	1	1	1	2	5	5	3	3	7	6	7	10	12	3	2	4	4	5	4	20	20	1	6	6	5	5	1	1	1	1	2	2	2	3	1	2	4	7	7	8	6	11	6	8
60500	-222.998436052575840	-221.333887332877310	-1.664548719698520	0.000175944535899	0.000037842913615	0.215084335649620	0.185469419556204	1	13	13	13	14	15	17	17	17	17	17	19	21	19	20	22	28	29	28	31	35	42	44	0	1	1	1	1	3	2	2	4	4	2	6	14	10	6	3	5	4	4	3	2	18	17	1	5	9	5	6	1	3	2	2	2	2	2	1	1	2	4	7	8	8	11	11	7	7
61000	-227.007697756462932	-225.373634254447893	-1.634063502015048	0.000148483723095	0.000033580189202	0.226154008683991	0.204620145372432	-1	12	13	13	15	15	17	16	17	17	17	19	22	19	21	21	27	30	28	30	36	43	43	0	1	1	1	1	3	4	5	4	5	3	6	11	11	6	5	2	2	3	2	3	19	19	1	7	10	7	7	1	3	1	2	1	2	2	2	1	3	4	7	10	8	10	10	7	8
61500	-222.869784709813246	-221.324773718265419	-1.545010991547836	0.000156600758845	0.000041785254957	0.266826644171447	0.282175788962982	0	13	14	14	14	16	18	15	16	16	16	20	20	19	21	22	28	29	29	31	35	42	44	0	1	1	1	1	5	11	2	2	2	3	6	2	10	6	5	5	5	3	4	2	20	20	1	5	7	5	8	1	2	1	2	1	1	2	3	2	2	5	6	6	8	7	11	5	6
62000	-224.445888513166409	-222.755092349363679	-1.690796163802717	0.000157843544285	0.000032578572484	0.206397877286134	0.221488556060193	0	13	13	13	14	15	18	16	17	15	17	19	22	21	20	20	26	29	29	29	35	43	45	0	1	1	1	1	3	2	2	3	3	2	6	11	9	6	5	3	14	5	5	5	17	18	1	6	6	5	11	1	3	2	2	1	1	3	2	2	3	3	6	3	8	8	11	9	9
62500	-234.942132635986724	-233.349984976843615	-1.592147659143116	0.000341239541101	0.000083085672183	0.243481959668170	0.258500193481788	1	12	12	13	15	15	14	17	17	16	17	19	22	20	22	21	26	30	29	30	35	43	46	0	1	1	1	1	3	3	7	7	7	7	2	14	9	2	4	13	14	2	14	20	17	17	1	4	4	6	6	3	1	1	3	1	2	3	1	3	5	4	1	4	10	4	3	8	9
63000	-224.348773709544872	-222.713820100690555	-1.634953608854316	0.000150415086502	0.000033965855146	0.225814151597504	0.192141902915633	1	14	13	14	16	15	17	17	15	16	18	19	22	21	21	22	27	29	28	29	36	44	45	0	1	1	1	1	4	3	3	3	3	3	6	3	10	6	5	14	4	3	5	17	17	21	1	7	6	6	11	1	1	2	1	2	2	3	5	3	2	2	3	8	6	6	5	8	4
