step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	Tinf_99	Tinf_100	Tinf_101	Tinf_102	Tinf_103	Tinf_104	Tinf_105	Tinf_106	Tinf_107	Tinf_108	Tinf_109	Tinf_110	Tinf_111	Tinf_112	Tinf_113	Tinf_114	Tinf_115	Tinf_116	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	alpha_99	alpha_100	alpha_101	alpha_102	alpha_103	alpha_104	alpha_105	alpha_106	alpha_107	alpha_108	alpha_109	alpha_110	alpha_111	alpha_112	alpha_113	alpha_114	alpha_115	alpha_116	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98	kappa_99	kappa_100	kappa_101	kappa_102	kappa_103	kappa_104	kappa_105	kappa_106	kappa_107	kappa_108	kappa_109	kappa_110	kappa_111	kappa_112	kappa_113	kappa_114	kappa_115	kappa_116
1	-8187.667109480444196	-8194.522597431403483	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.624825023650159	0	1	1	1	3	2	3	2	5	4	5	5	5	5	4	5	4	5	5	4	6	7	7	6	5	8	5	6	6	6	9	8	8	9	9	7	8	8	8	9	8	8	10	9	10	9	10	9	11	11	10	11	11	11	12	12	13	13	13	13	13	12	14	14	14	15	15	16	16	16	17	17	18	17	17	17	19	19	21	19	18	20	20	20	20	19	21	23	23	25	22	23	24	24	24	24	24	25	26	27	25	27	27	26	28	28	29	29	28	30	30	31	32	32	33	33	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	3	2	3	3	3	3	2	3	2	3	3	2	3	4	4	3	3	4	3	3	3	3	5	4	4	5	5	4	4	4	4	5	4	4	5	5	5	5	5	5	6	6	5	6	6	6	6	6	7	7	7	7	7	6	7	7	7	8	8	8	8	8	9	9	9	9	9	9	10	10	11	10	9	10	10	10	10	10	11	12	12	13	11	12	12	12	12	12	12	13	13	14	13	14	14	13	14	14	15	15	14	15	15	16	16	16	17	17
500	-1133.966117407162528	-1140.821605358121815	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.212178223345337	-1	1	1	1	4	3	3	1	5	4	4	5	6	5	4	5	3	5	5	5	6	8	6	7	3	8	4	7	6	5	8	8	8	9	9	8	5	8	7	9	8	8	9	9	10	10	10	6	11	10	10	10	10	11	12	13	13	12	13	11	12	12	15	14	15	12	15	16	13	16	17	15	18	17	16	17	20	17	21	20	19	21	20	20	20	19	20	24	23	26	21	22	25	25	24	25	24	26	27	28	26	27	27	26	29	29	30	29	29	30	31	31	33	33	34	34	0	1	1	1	1	3	4	0	4	3	3	2	2	2	8	17	8	8	8	17	9	10	6	13	8	19	25	19	17	15	18	23	18	13	5	10	11	24	30	41	18	23	17	30	27	48	32	37	6	19	30	37	48	44	53	53	23	10	51	37	53	0	26	36	62	48	53	54	48	59	51	62	61	37	66	60	53	44	44	53	75	30	44	60	67	60	66	60	66	60	69	87	60	60	60	75	66	66	60	60	60	69	52	60	69	69	69	60	60	60	60	52	60	66	48	66	1	1	2	2	3	1	1	1	2	1	2	1	2	2	2	1	1	2	2	1	1	2	2	1	1	2	1	2	2	1	2	1	2	2	2	2	1	1	1	1	2	1	3	2	2	2	1	1	6	2	3	3	2	2	1	1	4	3	2	6	1	1	3	4	2	5	4	3	4	2	4	1	4	6	2	3	5	5	8	5	2	8	7	6	3	5	4	8	6	9	4	1	9	7	9	4	8	8	12	12	10	9	12	11	13	11	12	9	13	13	13	15	11	18	18	15
1000	-963.093648286355801	-969.949136237315201	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.270140526224250	-2	0	1	2	3	3	3	0	6	4	5	5	5	5	5	6	3	4	5	4	7	8	5	6	6	7	5	5	6	6	9	8	8	9	8	8	6	8	8	8	8	9	10	7	10	9	10	10	12	11	11	11	11	11	13	12	14	12	12	12	14	13	12	15	15	14	15	16	17	17	18	18	19	15	17	17	18	19	21	20	19	21	20	19	20	16	21	23	23	25	23	23	24	24	24	25	24	26	27	27	25	28	28	24	28	29	30	29	29	30	30	31	32	32	34	33	0	1	1	1	2	3	1	0	4	6	1	5	5	2	17	18	8	17	17	8	4	10	10	2	18	17	17	18	20	19	8	23	20	11	4	10	23	5	25	17	18	23	40	18	33	37	32	37	10	20	33	48	48	31	52	48	47	22	30	37	53	0	45	36	62	48	52	45	61	33	59	65	66	60	67	66	66	51	18	66	75	71	68	60	74	48	74	61	75	84	69	85	76	81	60	60	69	76	60	60	60	66	66	86	86	86	86	60	86	86	86	60	86	60	48	60	1	1	2	3	2	1	2	1	3	1	4	1	1	2	2	1	2	1	1	3	3	2	1	4	1	2	1	1	1	1	4	2	2	2	2	2	1	2	1	3	3	2	1	2	2	2	2	2	4	3	2	1	1	1	1	1	3	2	3	6	2	1	1	3	2	3	2	3	1	4	4	1	2	2	1	2	2	3	8	5	1	1	3	3	3	4	3	4	4	4	3	1	3	3	5	6	5	4	11	11	9	9	11	4	7	8	11	9	10	10	6	12	11	12	16	12
1500	-948.210514203121534	-955.066002154080934	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.360169836367012	-1	1	1	2	3	2	3	2	5	5	4	5	5	5	4	6	4	4	5	4	6	7	6	7	5	9	6	6	7	7	10	9	7	8	9	7	7	7	8	10	6	8	10	10	10	10	10	9	11	12	10	11	11	12	11	13	13	13	13	12	13	9	13	14	12	15	14	16	16	14	17	17	18	16	14	18	20	19	21	19	17	18	19	20	20	16	19	24	23	25	22	22	25	24	24	24	25	26	27	27	26	26	28	25	29	28	29	30	28	29	29	32	32	33	34	34	0	1	1	1	2	3	3	0	4	3	1	5	2	2	8	8	8	8	15	8	4	10	10	14	8	16	17	20	18	17	8	23	27	5	9	10	10	13	18	26	15	23	39	33	33	37	32	37	36	25	33	48	37	33	48	52	47	22	45	42	53	0	31	58	62	61	53	63	66	44	63	65	66	60	52	69	69	82	27	67	75	70	71	74	87	61	74	77	81	85	86	74	91	81	81	60	86	104	86	81	75	86	56	86	86	86	86	67	86	102	93	81	77	86	60	86	1	1	2	1	2	1	1	1	2	2	3	1	2	2	2	2	2	1	1	1	3	1	1	1	1	1	1	1	3	2	5	2	1	3	2	2	1	2	2	1	1	2	1	1	1	3	1	2	2	5	2	1	2	2	1	1	2	3	2	3	1	1	1	1	2	1	2	2	1	3	2	2	2	2	1	1	2	1	7	3	3	2	1	2	1	2	2	2	3	2	3	3	2	3	4	6	5	1	8	8	8	7	8	4	6	7	7	8	9	2	2	9	9	11	14	11
2000	-816.336220631672063	-823.191708582631463	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.453970542903573	0	1	1	2	3	3	4	1	5	4	4	5	4	4	5	3	4	4	4	3	6	8	7	7	5	7	6	5	5	6	8	9	8	10	9	7	8	8	8	10	8	8	10	10	9	10	9	9	11	10	10	11	11	12	12	13	14	14	12	13	13	12	14	13	14	16	14	15	17	16	17	17	18	17	17	18	19	19	22	20	15	19	20	20	20	16	22	23	23	25	21	23	25	23	23	23	24	26	27	28	25	27	26	26	28	29	30	29	28	31	31	31	33	32	34	33	0	1	1	1	2	3	4	0	4	3	1	5	5	2	18	8	8	20	20	8	4	10	10	13	18	8	17	17	16	18	17	23	27	14	9	10	23	24	25	30	17	23	30	33	33	48	23	37	36	31	39	48	48	51	52	53	47	49	44	37	53	0	44	22	62	67	52	59	66	51	51	65	37	67	67	86	69	71	63	73	52	51	82	74	74	61	85	73	81	92	77	85	88	81	81	81	86	97	86	81	81	86	73	97	98	86	88	75	86	103	98	81	105	86	60	102	1	1	1	1	2	1	2	1	1	2	2	1	1	1	1	1	2	1	1	1	2	2	1	1	1	2	1	1	1	1	2	1	1	3	3	1	1	1	2	2	2	1	2	1	1	1	2	1	2	1	1	2	1	1	1	1	2	2	2	4	2	1	2	3	1	1	2	1	1	2	4	2	6	1	1	1	1	1	3	2	1	6	1	2	1	2	1	2	3	1	1	3	1	4	3	4	4	1	7	6	7	6	4	1	2	8	6	6	9	2	3	8	4	9	13	3
2500	-834.539499072643139	-841.394987023602539	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.375811706533955	0	2	1	1	4	2	3	1	5	4	4	6	6	5	4	3	5	2	4	5	6	8	6	6	6	8	4	6	6	6	9	9	6	10	9	7	7	9	9	9	8	8	10	9	10	9	9	10	12	11	9	12	10	9	12	12	13	12	12	14	13	12	15	13	13	13	16	16	15	16	18	18	18	17	17	17	19	18	21	19	17	19	20	20	20	16	22	22	23	25	22	22	25	24	24	25	24	24	27	28	26	28	26	26	29	28	30	29	29	31	30	32	31	33	34	33	0	1	1	1	2	3	4	0	4	6	1	5	2	2	8	8	8	8	8	8	11	10	10	5	27	17	8	20	16	18	26	22	18	13	9	10	23	24	25	30	19	23	40	33	33	37	23	37	36	8	33	37	37	33	48	53	23	22	51	53	37	0	54	49	62	53	60	59	66	45	44	65	48	52	60	86	61	17	63	66	48	51	78	74	74	61	84	76	75	84	73	84	86	73	81	75	91	88	86	89	81	76	97	91	98	73	88	81	88	93	98	52	105	73	75	109	1	1	1	1	2	1	1	1	3	1	2	1	2	2	2	2	3	1	1	2	1	2	2	1	1	2	2	1	2	2	1	1	2	2	2	2	1	2	2	2	2	1	1	2	2	1	2	2	2	5	2	2	1	2	2	1	3	2	2	2	3	1	3	1	1	2	1	2	1	4	5	2	5	2	2	1	3	6	3	3	4	4	1	1	2	2	1	3	2	4	2	1	4	2	3	5	2	2	6	4	6	7	1	2	3	5	4	6	2	5	2	11	1	10	12	2
3000	-744.607341987683867	-751.462829938643267	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.553909031691455	0	1	1	2	3	3	3	2	5	4	5	3	4	5	4	5	5	4	6	4	7	6	7	6	6	9	6	6	6	7	10	9	8	9	9	7	8	8	9	8	8	8	10	9	10	9	10	9	11	12	10	11	11	11	12	12	12	13	13	14	13	11	15	15	13	14	14	17	16	16	18	16	18	18	17	17	19	19	22	20	15	19	20	20	21	19	21	22	24	25	21	23	24	25	23	25	24	25	27	28	25	26	26	24	28	27	29	30	28	30	30	31	32	33	33	33	0	1	1	1	2	3	3	0	4	3	1	2	2	2	8	18	8	8	8	8	9	10	10	13	18	19	17	20	18	17	26	23	27	5	21	10	23	24	18	17	20	23	26	30	44	37	23	37	36	43	19	37	37	44	52	48	23	22	51	55	53	0	44	58	62	53	52	33	37	59	68	65	66	60	67	53	66	44	71	73	60	51	78	74	84	76	84	86	95	74	77	74	76	75	81	75	91	88	97	89	81	76	104	91	93	88	106	89	88	104	88	81	106	91	75	113	1	1	1	1	1	1	2	1	2	1	3	1	2	1	1	1	2	2	2	1	1	1	2	1	1	2	1	2	1	1	1	1	1	3	1	1	1	1	2	1	2	1	1	2	1	1	1	1	2	1	3	1	2	1	1	1	3	3	1	1	1	1	3	1	1	1	2	4	3	2	1	2	2	2	2	3	2	5	2	1	1	5	1	1	1	1	1	2	1	3	2	2	5	4	3	4	2	2	2	2	6	4	1	2	2	2	1	3	2	3	4	11	2	6	10	1
3500	-728.971313837768776	-735.826801788728176	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.625672524546828	0	1	1	1	4	3	3	2	4	3	5	6	5	5	4	4	3	5	4	4	6	7	5	6	5	8	6	5	6	5	8	8	7	8	10	6	7	7	9	9	7	8	10	10	10	10	11	9	11	12	10	11	10	11	12	13	13	14	14	13	12	11	15	14	14	15	15	16	15	17	18	17	17	17	17	18	19	17	21	20	18	20	20	19	21	20	22	23	22	25	23	24	25	25	21	25	24	26	25	27	25	28	27	27	27	29	29	30	28	30	29	32	32	32	31	31	0	1	1	1	2	3	4	0	4	3	1	14	2	2	8	8	8	17	8	17	9	10	10	5	16	18	20	17	16	20	30	23	18	13	9	10	23	12	25	18	18	23	31	33	33	37	32	37	10	43	33	48	37	44	52	53	47	36	44	37	48	0	54	49	62	61	61	44	60	63	59	65	66	60	52	66	69	33	78	73	60	63	71	74	84	69	74	86	95	87	76	85	76	89	75	89	91	86	91	96	75	98	99	99	93	102	102	96	88	104	109	67	116	99	75	109	1	1	1	1	2	2	1	1	1	1	2	1	2	2	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	3	2	1	1	2	1	1	2	1	2	1	1	1	1	4	1	2	1	2	1	1	2	1	4	2	4	1	1	2	1	1	3	2	2	1	2	2	2	1	2	3	2	1	5	2	1	2	3	1	1	1	2	3	1	1	1	1	2	3	2	1	2	1	3	1	2	4	1	2	1	2	1	1	3	2	2	1	8	1	5	8	1
4000	-683.585707861357264	-690.441195812316664	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.632367744860777	-1	1	0	1	2	2	3	2	4	4	4	6	5	5	4	6	4	3	5	4	4	7	6	6	5	8	6	6	7	3	7	8	9	9	8	6	8	8	8	9	7	9	10	8	11	9	7	10	12	11	10	11	11	11	13	12	10	12	12	13	13	12	13	14	15	15	16	16	16	16	18	17	18	17	17	17	19	19	20	19	19	20	21	20	20	20	21	22	23	24	22	23	23	22	24	24	24	25	26	28	26	26	28	26	28	28	29	29	28	30	30	31	30	32	34	34	0	1	1	1	2	3	4	0	4	6	1	14	5	2	8	17	18	8	18	8	4	36	10	13	18	17	19	20	30	8	18	23	41	14	7	10	23	24	25	31	8	23	40	27	33	37	23	37	10	8	44	48	37	44	52	48	47	36	54	48	53	0	50	49	62	60	52	63	66	50	63	65	66	60	67	69	69	54	71	73	75	68	71	74	74	69	84	86	81	84	86	85	76	81	81	75	91	88	91	94	95	98	99	91	98	102	98	101	102	104	106	108	109	110	81	109	1	1	1	1	1	1	1	1	2	1	2	1	1	2	1	1	1	1	1	1	1	1	2	1	1	2	1	1	2	1	2	1	1	2	2	1	2	1	2	1	3	2	1	1	1	1	1	2	3	4	1	1	1	2	1	1	2	3	1	2	2	1	1	1	1	1	3	2	1	3	3	2	2	2	1	1	2	4	1	1	1	3	1	1	2	1	1	2	3	2	1	2	2	1	2	3	1	2	2	2	1	1	1	2	2	2	2	1	2	2	1	2	1	2	10	4
4500	-685.734430736834042	-692.589918687793443	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.637354081567865	-1	1	1	1	2	2	3	2	5	4	5	5	5	4	4	4	4	5	3	5	6	6	6	5	6	8	5	7	6	6	7	8	8	9	8	8	8	9	9	10	8	9	11	9	10	9	10	10	11	11	10	11	11	11	13	11	13	13	14	14	13	12	14	14	14	15	15	17	15	15	17	18	18	17	18	18	19	19	20	20	19	21	19	21	20	19	21	21	22	25	22	23	24	24	25	21	25	25	25	27	26	27	27	26	27	28	29	28	28	28	31	31	33	32	32	32	0	1	1	1	2	3	4	0	4	6	4	5	5	5	8	8	8	17	8	8	9	10	10	5	15	18	19	20	16	17	18	23	27	11	9	10	23	24	25	30	17	23	30	33	27	37	32	37	22	30	17	37	37	33	52	37	23	10	45	52	56	0	50	49	62	61	52	63	56	54	63	65	69	67	60	69	76	63	71	73	75	59	71	85	74	76	74	86	81	84	86	84	88	75	96	75	91	88	91	96	94	98	99	91	98	102	105	101	98	99	105	94	111	110	96	106	1	1	1	1	1	1	1	1	2	1	2	2	2	1	2	2	1	1	1	1	1	2	2	2	1	1	2	1	1	1	1	1	1	2	2	2	1	2	2	1	2	2	2	1	3	1	1	1	3	4	3	1	2	1	1	2	2	4	1	2	1	1	1	2	1	1	2	2	3	2	1	2	1	1	2	1	1	3	1	1	1	3	1	1	2	1	1	2	2	2	2	1	2	3	2	1	3	2	2	2	1	1	1	2	1	1	1	1	2	3	2	3	1	2	7	2
