step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	Tinf_99	Tinf_100	Tinf_101	Tinf_102	Tinf_103	Tinf_104	Tinf_105	Tinf_106	Tinf_107	Tinf_108	Tinf_109	Tinf_110	Tinf_111	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	alpha_99	alpha_100	alpha_101	alpha_102	alpha_103	alpha_104	alpha_105	alpha_106	alpha_107	alpha_108	alpha_109	alpha_110	alpha_111	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98	kappa_99	kappa_100	kappa_101	kappa_102	kappa_103	kappa_104	kappa_105	kappa_106	kappa_107	kappa_108	kappa_109	kappa_110	kappa_111
1	-1917.750997021798867	-1924.606484972758153	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.396782041709794	-1	0	2	1	2	4	4	4	3	4	4	5	5	4	5	4	7	6	6	7	7	9	9	7	6	8	8	7	7	7	9	9	9	10	9	10	9	11	10	10	9	10	11	11	11	11	12	11	11	13	13	11	12	14	12	13	14	13	12	14	13	13	14	15	13	13	13	14	15	14	14	14	14	15	15	14	15	15	16	15	16	17	16	16	16	18	15	19	16	15	17	18	16	17	17	17	18	17	18	18	19	18	19	19	19	20	20	21	20	21	23	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	3	3	3	2	3	3	3	3	3	3	3	4	4	4	4	4	5	5	4	4	5	5	4	4	4	5	5	5	6	5	6	5	6	6	6	5	6	6	6	6	6	7	6	6	7	7	6	7	8	7	7	8	7	7	8	7	7	8	8	7	7	7	8	8	8	8	8	8	8	8	8	8	8	9	8	9	9	9	9	9	10	8	10	9	8	9	10	9	9	9	9	10	9	10	10	10	10	10	10	10	11	11	11	11	11	12
500	-751.141161425150813	-757.996649376110213	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.427785503807898	-1	1	1	1	2	4	4	4	3	5	5	4	6	2	6	3	7	7	6	6	6	7	9	7	7	8	9	7	8	7	7	9	8	10	9	10	9	10	9	10	9	10	12	12	11	12	13	10	11	13	14	12	12	13	13	12	13	13	12	13	14	13	14	14	12	14	12	15	14	15	14	15	14	15	15	14	15	15	17	14	16	17	16	15	17	18	16	18	16	15	15	19	17	17	16	18	18	17	18	18	19	17	18	18	20	20	21	21	20	21	23	0	1	1	1	3	3	14	3	5	12	7	3	7	1	8	14	9	11	10	7	7	16	7	10	9	12	7	19	21	7	3	3	8	30	19	29	24	27	26	33	29	41	33	35	24	38	23	24	31	41	67	35	42	27	14	24	52	65	42	49	49	34	39	41	34	32	21	23	56	53	40	40	36	51	55	54	49	15	62	55	40	87	48	59	56	37	53	95	54	71	73	61	51	77	62	80	72	70	31	51	89	51	55	77	91	49	30	54	104	93	67	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	2	1	1	1	1	2	3	1	2	3	3	1	1	1	3	4	2	1	2	1	2	1	1	1	1	1	2	2	1	1	3	2	3	2	1	2	1	4	6	5	1	1	1	1	2	2	2	3	1	2	3	2	1	2	2	2	2	1	2	1	2	4	1	1	4	1	3	2	3	4	3	1	1	1	1	3	2	2	2	3	1	1	6	2	1	2	3	2	2	5	11	4	1	2	6
1000	-653.401746780324288	-660.257234731283688	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.538919309820962	-2	1	3	2	1	4	4	4	4	5	5	4	6	3	5	5	7	7	6	7	8	9	9	6	6	8	9	7	7	6	10	8	8	10	8	9	8	12	10	11	8	10	11	11	11	10	13	11	12	13	12	12	12	13	12	12	14	12	12	14	13	13	15	16	13	12	12	14	16	14	14	15	14	16	15	13	15	13	16	15	17	17	14	17	16	18	14	19	16	15	18	19	15	17	18	18	18	17	17	18	20	19	19	20	20	19	21	20	20	21	23	0	1	5	1	1	4	14	3	5	14	7	3	7	5	14	6	25	10	15	6	29	33	24	16	3	12	18	19	6	16	21	30	30	33	29	29	3	46	27	29	6	16	41	28	35	37	34	16	31	7	24	35	37	40	40	8	52	37	34	49	42	43	39	56	34	48	22	78	51	53	40	55	49	78	54	40	61	43	68	71	55	48	42	83	50	68	53	74	71	76	99	94	56	73	74	71	72	70	77	50	89	69	81	106	77	49	69	56	61	85	110	1	1	1	2	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	2	2	2	3	2	1	1	3	2	4	3	2	1	1	1	5	2	2	1	1	2	1	2	2	2	1	1	1	3	2	2	2	1	2	1	1	1	1	1	1	2	3	2	2	2	3	1	2	1	1	1	1	1	2	2	2	2	2	2	3	2	2	1	1	2	2	5	3	3	3	1
1500	-641.788769517614242	-648.644257468573642	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.540857922154278	-1	1	3	1	1	4	4	5	4	5	5	5	6	2	5	5	7	7	6	6	8	7	9	7	6	9	8	7	7	8	9	9	9	11	9	8	9	12	10	10	8	10	10	9	11	10	12	10	11	12	13	12	12	14	12	13	14	13	12	15	13	11	15	15	14	14	12	13	15	15	12	14	13	15	15	14	16	15	17	16	16	17	15	16	17	17	14	20	16	16	18	16	17	16	17	18	18	18	19	19	20	19	20	19	17	21	21	22	21	21	23	0	1	5	1	1	3	14	5	5	3	7	3	16	5	14	14	9	7	15	7	19	10	24	16	9	12	18	19	15	22	21	11	22	42	28	29	16	46	28	29	14	33	30	10	35	27	42	41	29	37	67	22	48	71	40	26	45	42	37	49	49	43	39	24	47	47	43	34	59	53	40	55	49	62	71	40	61	32	51	75	55	83	59	59	68	51	53	51	71	75	105	49	78	73	74	80	81	87	77	51	89	79	81	105	49	77	41	40	104	93	51	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	2	1	1	2	1	1	2	1	1	1	1	2	2	2	1	3	1	1	2	1	1	1	1	3	1	1	3	1	1	1	2	2	2	2	2	2	1	3	4	1	1	1	1	2	1	1	1	1	2	2	2	1	2	2	1	3	1	2	2	2	3	1	4	2	1	1	2	1	1	1	1	1	2	2	2	2	1	2	1	3	2	7	6	2	2	5
2000	-644.531759377307935	-651.387247328267335	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.517440479342595	-2	0	1	1	3	3	3	5	4	5	5	5	5	4	5	5	8	7	6	6	6	9	9	8	7	8	8	8	8	7	10	8	8	10	9	9	9	11	10	10	9	9	11	10	11	11	12	10	12	14	14	12	12	14	12	13	14	11	12	14	12	13	14	15	13	14	12	15	15	14	14	14	15	15	15	15	15	16	17	15	17	18	17	16	17	19	16	17	16	15	16	16	16	15	17	18	18	16	18	18	19	18	18	19	16	21	20	21	20	21	23	0	1	1	1	4	3	3	5	3	7	7	3	5	3	7	7	9	10	14	3	14	14	32	16	9	8	14	19	21	16	26	30	18	41	24	21	33	27	27	36	30	24	24	26	35	27	42	41	36	42	43	45	48	33	40	26	52	34	48	49	35	30	39	66	47	24	43	67	22	53	40	55	61	51	54	54	31	16	68	54	72	53	59	59	69	69	48	78	40	71	94	61	69	31	69	80	40	53	77	68	89	51	81	77	49	99	102	71	77	78	79	1	1	2	2	1	1	1	1	1	1	1	3	1	2	1	1	2	1	1	2	1	3	1	2	2	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	2	2	2	1	1	2	1	3	1	1	1	1	2	2	3	1	1	4	1	2	3	2	2	1	2	1	1	1	3	4	1	1	1	2	3	2	1	2	3	1	3	1	1	2	1	3	1	2	4	2	2	2	2	2	1	2	1	2	1	4	3	3	3
2500	-675.170227776080765	-682.025715727040165	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.538734922210103	-2	0	3	1	1	3	5	4	4	4	5	5	5	2	4	4	7	7	6	7	8	8	9	8	5	8	8	8	5	7	9	10	9	11	8	9	10	12	10	11	9	11	11	11	11	10	11	11	12	14	12	12	13	13	11	13	14	14	13	15	14	13	15	14	13	13	14	15	15	15	15	15	13	14	15	13	14	15	17	16	17	17	16	16	16	19	15	20	16	16	17	18	17	18	17	18	18	18	18	18	19	19	19	18	19	20	19	21	20	21	23	0	1	5	1	1	5	10	6	6	14	10	3	10	5	14	14	9	7	15	13	29	14	17	16	9	12	18	7	15	1	21	10	16	16	19	21	16	46	27	30	14	8	16	7	35	27	30	24	31	43	43	35	30	55	21	42	45	47	41	61	29	30	39	47	42	47	32	62	62	48	54	55	32	42	54	55	43	51	70	40	72	42	34	34	51	42	41	74	76	76	73	49	69	60	74	54	55	59	49	67	89	69	81	61	60	60	78	81	104	79	69	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	2	3	1	2	1	2	1	1	1	4	1	3	2	2	2	1	2	2	1	2	3	4	4	3	2	1	2	1	2	3	1	2	3	1	2	1	1	2	2	1	3	2	3	1	1	1	2	2	1	3	1	2	1	2	1	1	2	1	1	2	1	2	3	3	2	3	3	2	1	2	2	2	1	3	2	3	3	3	3	2	2	2	1	2	2	3	2	2	1	2	4
3000	-574.237318835067413	-581.092806786026813	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.695355053560091	-1	1	2	1	2	4	3	5	4	5	5	5	6	5	5	5	7	6	6	7	7	10	9	8	6	8	8	8	4	7	10	10	10	11	9	11	9	12	10	11	9	10	11	10	11	10	13	11	10	13	13	11	12	13	13	13	14	13	13	15	13	14	15	15	13	11	14	14	14	13	14	15	12	16	14	14	15	15	16	14	16	18	16	15	15	16	15	18	17	16	16	18	17	17	18	17	19	18	17	17	19	17	19	19	20	21	20	21	21	21	22	0	1	1	1	1	3	5	3	3	7	7	6	8	7	7	7	9	14	15	14	29	30	16	16	9	12	18	19	5	16	10	37	24	42	28	21	16	46	27	21	30	24	16	24	35	27	66	37	21	34	37	19	48	40	31	44	45	43	48	61	49	33	39	65	22	41	33	30	51	53	54	55	31	78	40	54	31	67	69	54	72	83	59	59	51	51	70	74	75	76	61	73	79	73	74	80	40	87	60	62	89	69	55	77	91	99	102	97	99	93	102	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	2	1	2	1	1	1	3	1	1	1	1	2	2	1	1	2	1	1	3	1	2	1	1	1	1	1	2	3	1	1	1	2	1	1	1	1	2	2	2	1	1	1	2	3	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	2	2	2	3	1	2	1	1	3	2	1	1	1	2	3	2	2	2	2	1	3	2	3
3500	-636.229168946240861	-643.084656897200261	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.657949680871743	-1	0	0	1	2	4	2	4	4	4	5	6	6	5	4	5	7	7	6	8	8	9	10	8	7	9	6	7	6	6	9	8	8	10	10	10	9	11	11	10	10	11	10	10	11	11	12	11	11	13	13	12	12	11	12	14	14	13	12	13	12	12	14	15	14	13	12	13	14	14	13	15	14	15	16	15	15	15	16	14	16	15	16	15	17	16	16	18	17	14	16	18	16	16	17	18	18	18	18	18	19	18	19	19	18	20	20	20	20	20	21	0	1	1	1	3	3	3	7	3	7	7	8	10	7	7	8	6	7	14	14	29	16	24	16	9	14	10	19	15	16	33	14	16	32	19	30	16	27	27	33	32	41	30	12	22	22	41	30	31	34	34	21	41	40	40	26	52	22	48	49	49	23	39	58	43	47	43	62	68	48	54	55	49	68	54	71	45	67	69	71	72	70	33	58	78	67	84	74	75	40	61	60	69	49	74	80	81	87	49	85	89	69	81	91	94	105	102	103	77	93	102	1	1	1	1	1	2	1	1	2	1	1	1	1	2	1	1	2	2	1	1	2	2	1	1	1	3	1	1	1	1	1	1	1	1	2	2	3	3	2	2	1	1	4	2	1	1	1	3	1	1	2	2	1	1	1	2	1	2	1	1	1	1	2	1	2	1	1	1	1	2	1	2	1	1	2	1	2	2	1	1	1	1	5	1	1	2	1	1	1	2	1	2	2	3	1	2	2	2	4	1	1	2	2	2	1	1	1	1	3	2	2
4000	-635.318352640401031	-642.173840591360431	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.631616248325270	-1	1	1	1	2	4	4	3	4	3	5	4	6	4	5	4	8	5	5	7	8	7	9	7	5	7	7	7	6	7	9	8	10	10	9	10	9	12	11	11	9	7	12	10	12	11	12	11	11	13	13	11	12	12	12	13	15	14	12	14	13	10	14	16	13	12	12	11	16	15	14	15	14	14	15	13	15	14	17	16	16	16	17	16	15	19	15	19	17	15	17	19	15	18	17	18	18	17	18	19	19	18	19	20	19	20	20	22	19	21	21	0	1	1	1	3	3	10	3	5	5	7	5	12	10	14	10	9	10	10	14	29	16	24	3	9	5	18	19	6	12	19	15	42	14	19	21	16	46	27	29	10	16	42	6	34	27	41	24	21	37	68	35	42	40	40	12	44	65	33	61	49	24	39	47	42	24	68	24	67	53	54	55	61	62	54	40	61	68	78	71	55	48	47	48	30	67	53	74	75	76	77	60	67	73	62	80	81	87	61	79	89	78	81	91	77	77	102	103	77	102	85	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	2	1	3	1	1	1	1	2	1	2	3	2	1	2	1	2	2	3	2	2	4	1	2	1	2	1	2	1	1	2	1	1	5	2	1	1	1	1	2	2	2	4	3	1	1	2	2	1	2	1	2	1	1	1	1	2	1	2	2	2	2	4	3	2	2	1	1	1	3	2	2	3	2	1	2	3	1	1	3	2	1	2	3	1	1	2	1	3
4500	-609.041168433255848	-615.896656384215248	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.704738582653674	-2	1	0	1	2	5	5	3	3	4	4	5	6	2	4	5	7	6	6	7	7	9	9	7	6	8	7	8	7	8	10	9	9	10	10	9	9	12	10	11	9	10	11	10	9	9	12	11	11	13	14	11	13	13	12	13	15	12	13	15	14	13	14	15	14	13	12	14	15	15	15	15	14	15	15	14	15	15	16	15	15	16	17	16	16	18	16	19	16	16	17	17	15	18	16	17	19	17	16	18	18	19	19	18	19	21	20	21	20	22	24	0	1	1	1	3	3	14	5	5	14	14	8	7	3	14	10	9	7	15	10	6	30	30	16	9	12	18	19	15	24	21	8	20	41	45	21	24	46	27	33	24	41	37	26	19	27	34	34	36	22	67	35	48	40	36	26	45	34	48	49	49	43	39	50	47	47	41	67	56	53	54	40	49	51	55	55	49	68	67	55	55	42	59	59	43	62	67	100	55	76	99	61	51	49	74	80	81	87	73	85	89	79	81	77	99	104	79	103	94	93	79	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	2	1	1	1	2	1	2	3	1	1	1	2	1	2	2	1	1	1	1	1	2	1	1	1	1	2	1	1	2	1	1	2	4	1	1	2	2	1	2	1	1	1	1	1	1	1	2	2	1	1	1	1	2	1	3	1	1	3	2	2	2	2	1	1	1	1	1	2	1	3	1	1	2	1	1	1	2	1	1	2	2	2	2	1	1	3	4
