step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76
10500	-216.686665428625247	-225.737508809076587	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.999495613460849	0	3	2	1	4	5	6	5	4	6	7	5	6	10	11	7	6	7	9	12	9	9	11	8	8	8	12	9	11	9	8	8	3	5	9	11	11	10	13	7	6	9	11	11	10	11	8	11	9	9	11	10	13	12	13	10	13	14	16	12	10	15	17	14	14	13	16	12	12	13	15	14	16	23	19	21	0	4	4	1	2	5	12	33	3	12	13	33	3	24	49	13	9	34	25	23	25	41	45	10	16	8	15	11	45	31	10	7	4	9	11	28	35	47	60	34	5	26	35	49	40	14	8	14	16	34	42	25	23	47	69	47	46	48	45	44	47	37	59	31	61	20	62	45	43	25	55	46	58	76	39	75	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
11000	-219.756318617570230	-228.807161998021570	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.978178076736614	0	3	2	2	4	3	7	3	4	5	6	5	6	7	10	8	9	5	8	12	7	8	11	9	7	8	11	9	11	10	10	8	8	10	10	11	11	11	14	8	11	10	13	12	10	11	10	12	9	12	10	13	11	15	12	11	9	14	15	13	10	14	17	12	13	14	14	13	9	14	12	15	16	25	18	21	0	4	1	1	8	3	2	1	2	4	12	8	10	12	32	13	13	2	10	41	6	11	51	11	8	12	40	11	25	25	69	7	13	28	69	42	42	30	48	12	32	19	24	69	69	35	57	47	7	37	32	37	21	20	51	49	7	41	60	23	28	56	70	47	61	23	35	51	5	55	45	66	70	76	60	63	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
11500	-239.454895692042641	-248.505739072493981	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.974976844697384	0	4	3	1	4	5	7	4	5	2	6	6	2	10	11	5	8	5	10	12	6	10	10	8	6	9	12	9	11	8	8	10	9	8	10	9	11	9	14	8	10	8	13	12	9	10	7	11	8	11	8	12	13	15	11	11	15	12	16	14	9	13	14	14	10	11	15	13	12	13	10	15	17	15	13	20	0	10	1	1	10	2	6	3	5	1	3	4	4	42	28	2	18	5	42	65	5	47	33	12	10	24	19	18	38	47	25	49	42	16	40	31	33	42	44	21	40	11	50	14	17	45	2	45	21	31	5	37	29	68	32	26	27	26	60	33	25	14	58	58	49	40	48	44	65	23	17	66	59	58	24	60	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
12000	-224.929180915069111	-233.980024295520451	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.990601308367414	0	4	2	4	4	2	7	6	3	6	6	6	7	8	10	8	9	7	8	13	9	9	10	7	8	8	12	9	9	5	5	6	7	10	10	10	11	10	12	8	11	9	11	12	7	11	9	9	10	11	10	13	12	14	13	12	14	15	16	13	13	13	17	13	15	14	15	12	13	13	15	15	17	20	18	11	0	1	1	9	3	1	30	4	1	4	2	30	31	7	12	32	8	31	31	49	7	18	26	4	12	12	22	25	10	2	1	3	31	26	40	28	42	26	14	30	22	24	49	14	31	47	25	24	26	42	25	68	35	62	56	34	51	50	56	44	46	41	72	39	39	69	44	48	43	50	61	54	46	67	59	33	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
12500	-225.689439305946763	-234.740282686398103	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.995488951109886	0	4	2	4	4	5	6	5	2	2	8	6	6	8	9	7	8	6	10	11	9	7	10	7	8	8	9	10	11	10	10	8	8	9	10	10	11	10	14	9	11	8	11	12	10	12	10	11	9	12	10	7	13	13	12	10	15	15	12	14	13	15	18	14	15	14	17	12	12	12	14	16	16	24	19	16	0	3	1	10	10	5	3	9	1	1	24	5	5	18	26	18	4	8	14	15	6	7	27	13	13	22	8	52	35	27	21	16	18	22	33	27	40	33	61	8	38	16	51	20	22	23	52	47	42	38	32	7	46	49	21	16	30	46	16	6	50	48	57	44	48	41	73	14	23	21	69	57	45	76	72	53	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
13000	-222.126819777046933	-231.177663157498273	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.992395185617728	0	3	3	4	2	5	6	6	4	6	8	4	6	10	11	6	7	7	9	11	9	10	10	8	5	7	9	10	10	10	9	9	8	9	10	10	11	9	13	8	10	8	10	13	8	10	9	12	8	12	9	11	13	15	9	11	12	15	12	13	13	12	18	12	15	12	16	13	13	13	12	13	16	24	20	21	0	1	1	3	1	2	9	12	5	2	10	3	4	45	38	12	4	13	13	25	13	42	40	13	2	9	11	47	51	17	11	11	18	7	11	32	19	24	20	18	33	17	42	62	8	47	11	30	13	11	7	47	40	44	24	32	40	56	36	36	56	49	70	21	48	14	59	48	20	28	43	29	60	75	68	75	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
13500	-226.759297015396925	-235.810140395848265	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.993309153562805	0	2	1	4	3	5	6	4	5	3	8	5	7	10	8	7	7	5	10	13	8	10	11	8	6	7	10	9	8	8	10	8	8	10	11	11	12	11	14	10	7	9	11	12	9	11	9	7	8	10	10	11	11	13	11	11	12	15	13	14	10	15	17	13	13	15	14	13	13	15	13	15	17	17	16	17	0	1	1	10	1	10	8	2	10	2	26	8	7	21	13	18	12	5	28	37	6	11	48	9	6	5	47	15	13	48	29	25	48	30	22	45	32	31	65	45	12	48	51	22	30	51	33	6	6	30	48	33	45	30	47	42	23	57	57	15	33	14	60	50	17	44	44	28	55	54	38	39	58	64	54	66	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
14000	-233.713450874208974	-242.764294254660314	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.989968846852878	0	4	2	4	3	5	7	6	4	5	8	6	6	10	11	8	7	7	5	12	9	9	9	9	6	9	11	10	12	7	9	7	8	11	11	11	12	8	12	6	11	10	12	12	7	12	9	9	10	11	6	11	13	15	10	11	15	15	15	12	11	13	14	14	13	16	17	11	10	14	12	14	17	24	17	21	0	3	1	3	3	9	8	10	5	1	8	9	5	17	47	17	10	6	3	47	30	25	17	33	10	25	18	16	23	12	7	2	8	21	26	21	55	45	28	19	49	12	49	69	8	35	25	25	23	18	10	55	43	60	38	26	44	41	18	47	13	60	46	53	69	36	64	47	23	27	69	37	34	57	63	67	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
14500	-232.834919582049025	-241.885762962500365	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.972820202830391	-1	4	2	4	4	5	5	5	5	5	8	3	7	8	10	7	8	7	11	13	5	9	7	9	8	6	10	9	10	7	10	9	8	11	10	8	11	11	12	7	9	10	9	8	10	5	8	12	11	10	10	12	13	14	12	9	14	15	13	15	12	14	14	13	15	15	17	12	13	15	13	12	17	20	19	18	0	3	1	3	3	4	12	3	4	12	46	3	2	16	17	21	6	10	45	45	5	16	26	13	6	8	18	6	14	21	40	44	8	16	56	13	24	43	35	10	36	47	46	7	36	5	8	51	23	41	36	31	31	45	50	7	53	69	34	19	37	59	55	61	53	53	57	31	51	72	72	43	32	73	55	66	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
15000	-238.301725927959183	-247.352569308410523	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.986282662658777	0	3	3	3	5	5	7	2	1	6	9	6	6	9	8	8	7	5	11	12	8	9	8	6	5	9	7	9	11	8	10	10	5	9	11	11	12	10	15	9	9	9	12	12	10	11	10	11	11	11	11	12	7	12	11	12	7	14	15	14	13	14	14	15	15	14	12	12	14	15	11	14	16	19	19	16	0	8	9	8	3	3	33	9	1	2	3	6	25	17	53	57	18	3	26	38	27	16	24	3	3	6	13	30	16	24	34	23	4	18	28	42	45	22	61	16	16	6	29	36	28	42	21	24	31	32	27	42	5	48	7	71	5	48	62	35	71	37	38	58	62	43	22	38	55	21	26	43	64	44	63	64	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
15500	-240.327870450275498	-249.378713830726838	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.990198485856042	-1	4	2	3	5	3	5	5	4	5	7	6	7	9	11	5	8	7	10	11	9	8	7	8	8	6	12	9	12	8	8	10	7	10	11	9	11	11	12	9	9	9	12	13	10	12	9	11	10	12	3	11	10	10	11	12	15	16	15	11	7	11	19	15	14	13	16	11	13	14	14	14	17	25	17	22	0	51	1	3	6	1	4	6	3	9	8	9	51	61	25	2	18	7	33	36	18	12	26	16	2	7	41	12	60	33	18	28	51	7	28	11	17	23	45	18	6	26	45	39	25	37	7	14	41	60	3	17	47	41	41	68	66	49	28	25	10	10	73	40	39	54	64	40	34	27	60	50	64	48	57	75	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
16000	-229.915574291571545	-238.966417672022885	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.984166107718920	-1	2	3	4	4	4	6	6	4	5	8	5	6	10	11	8	8	7	10	12	5	10	10	9	8	7	10	9	11	9	9	9	3	11	9	11	8	10	13	10	11	9	12	13	7	10	9	11	10	12	7	11	12	14	12	9	15	14	13	13	13	13	19	15	13	11	16	13	14	12	12	14	15	17	17	19	0	1	2	33	3	3	33	10	3	4	26	33	33	31	42	8	51	4	5	28	6	25	35	45	21	21	31	21	19	45	13	11	1	42	13	17	18	32	50	47	31	51	52	30	13	47	10	47	45	11	8	46	52	60	46	13	72	65	28	53	47	46	74	72	25	31	61	48	62	51	66	59	50	19	64	74	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
16500	-227.840162019270679	-236.891005399722019	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.977539316834074	0	2	2	2	3	4	7	5	5	3	8	6	7	9	10	6	8	7	10	12	9	5	11	5	7	6	12	8	11	9	10	7	8	8	11	9	8	7	15	9	9	10	12	12	8	12	10	10	10	10	11	12	10	13	11	9	14	14	14	14	11	15	18	13	13	13	16	13	13	14	15	16	15	21	20	18	0	1	1	1	3	10	22	3	5	3	12	22	16	11	38	8	12	16	34	47	25	1	11	4	9	2	35	32	30	16	45	2	8	38	36	25	26	10	58	33	26	14	55	48	7	61	17	56	45	36	25	33	56	31	14	16	54	43	65	46	48	54	67	29	55	52	31	23	18	23	19	54	59	75	73	68	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
17000	-220.433175664503437	-229.484019044954778	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.995588124115999	0	4	2	3	5	5	7	6	5	5	9	5	6	11	10	8	9	7	9	9	7	10	9	8	7	8	11	9	12	9	8	10	8	8	7	11	9	7	14	9	10	10	12	12	11	11	10	12	10	10	10	12	12	12	11	10	14	15	13	12	12	11	12	10	14	15	16	13	9	15	13	15	16	25	14	21	0	1	1	1	4	4	3	9	4	3	34	4	10	20	33	5	25	13	16	25	5	28	25	8	10	35	56	35	42	21	38	18	21	25	9	17	21	6	55	18	26	38	41	11	51	15	31	45	20	16	20	42	64	26	32	7	54	45	44	15	47	13	15	35	48	71	36	41	6	63	63	48	71	76	17	58	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
17500	-214.679584056545679	-223.730427436997019	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.994365442952153	-1	2	1	3	4	5	6	3	4	6	8	6	6	10	10	7	9	7	10	13	9	8	8	8	6	9	8	9	11	10	10	9	8	8	10	10	12	9	14	8	7	8	13	12	10	11	7	10	11	12	7	12	11	14	9	10	14	13	15	14	13	13	19	12	14	16	17	13	14	14	13	15	16	20	17	18	0	3	1	2	2	8	9	2	8	4	9	6	5	16	34	6	34	13	22	52	13	12	13	12	6	41	16	42	55	26	11	12	41	47	28	23	55	12	50	25	10	51	56	45	17	55	7	23	16	53	6	38	38	19	34	34	62	56	37	15	49	64	67	30	52	72	20	46	71	53	53	19	65	76	54	42	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
18000	-223.073298803982340	-232.124142184433680	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.994818533776650	0	3	2	2	5	4	6	6	2	6	8	5	4	10	11	8	6	7	7	10	8	10	10	7	7	7	11	8	11	5	10	9	9	10	9	10	12	5	13	10	11	9	12	12	11	10	8	9	9	7	8	11	12	11	13	12	15	13	16	12	11	15	18	12	13	14	16	13	9	10	12	16	16	23	20	22	0	1	1	1	9	3	1	12	1	12	2	6	3	8	22	10	30	8	6	42	24	32	21	12	30	12	23	17	31	2	24	50	26	51	50	69	40	13	41	42	22	26	29	48	20	47	17	50	47	38	25	36	31	42	14	61	71	43	39	23	31	64	44	70	45	56	37	44	50	16	22	68	57	76	57	75	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
18500	-235.829894452638456	-244.880737833089796	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.980790832533784	0	3	2	3	5	3	5	6	3	4	5	6	7	10	10	7	8	8	10	12	9	10	11	9	6	6	11	9	10	9	9	8	8	11	9	10	10	10	14	10	9	9	12	12	7	11	5	12	11	12	9	12	11	14	12	10	14	14	15	13	12	15	16	14	12	12	13	11	14	15	14	16	17	23	19	13	0	3	1	3	10	1	9	47	1	2	2	10	9	28	32	12	6	2	32	29	32	45	17	25	11	9	30	5	16	16	45	10	13	21	5	17	17	16	19	30	5	18	29	56	25	32	4	56	14	40	12	28	56	40	31	16	35	42	39	19	7	71	76	65	40	23	48	25	38	76	67	58	30	75	62	43	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
19000	-236.329579320921596	-245.380422701372936	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.991753443048550	0	4	2	3	3	5	6	4	5	5	7	6	6	10	11	6	8	7	11	11	6	7	11	9	8	9	12	10	10	6	10	9	5	11	10	9	8	11	14	9	8	7	10	13	10	10	9	11	10	11	9	13	12	14	11	11	14	11	13	12	12	14	17	10	15	16	16	13	13	14	14	12	14	18	15	20	0	5	1	1	3	4	10	3	4	3	5	8	2	41	6	33	16	33	41	2	8	12	28	18	4	4	51	47	21	10	32	37	8	35	24	30	42	51	27	11	16	30	26	28	37	25	18	29	30	49	42	15	26	47	47	32	34	40	15	31	26	47	62	22	38	53	15	55	64	27	59	64	68	23	71	63	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
19500	-231.933440477647082	-240.984283858098422	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.995419722726674	-1	3	1	4	4	5	7	5	3	6	3	5	6	11	11	7	9	7	7	11	6	6	10	8	8	9	9	9	7	9	10	10	8	10	10	9	11	10	14	10	8	10	12	13	10	11	10	11	9	12	9	13	12	12	12	12	14	13	14	14	12	13	19	12	15	11	12	13	14	10	15	12	14	25	19	21	0	1	1	1	2	2	22	4	3	2	3	11	11	51	40	4	16	10	22	47	2	11	41	9	22	10	21	12	13	33	41	36	21	29	51	7	36	25	61	27	16	41	20	49	49	36	19	10	12	15	18	56	17	48	41	34	53	20	32	37	26	19	57	26	44	31	26	36	47	24	59	24	61	76	65	63	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
20000	-229.362493391882765	-238.413336772334105	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.988954004500390	-1	3	2	4	5	4	5	6	5	5	9	1	5	10	10	3	9	8	11	13	8	9	8	7	8	7	10	10	11	10	9	8	7	9	10	10	10	8	12	6	9	9	12	12	9	10	10	12	10	7	8	13	12	14	12	12	15	15	14	14	12	14	18	14	13	14	17	13	11	15	12	15	16	22	17	20	0	3	12	12	3	16	3	5	12	4	25	1	4	11	51	12	32	13	24	53	26	50	50	2	40	40	38	11	24	21	10	40	40	26	10	25	22	9	42	5	38	26	28	28	4	32	42	27	22	13	8	41	42	65	35	42	15	34	55	20	35	44	58	71	47	48	72	18	31	48	29	59	58	67	65	27	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
20500	-236.785851047347279	-245.836694427798619	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.987767651128917	-1	2	1	0	3	5	6	2	4	5	9	5	7	10	4	7	7	7	9	12	8	9	10	7	6	8	12	6	11	10	9	10	7	11	8	5	10	11	14	8	11	10	10	10	10	12	6	7	10	9	11	9	12	13	12	11	15	15	16	13	13	15	12	15	15	14	16	13	14	13	15	15	14	21	18	19	0	3	4	1	8	8	12	4	5	5	16	1	7	21	2	47	10	25	18	32	28	18	21	6	10	6	22	15	50	33	24	18	10	37	36	8	52	50	43	17	42	40	19	26	21	32	36	7	28	40	25	48	30	55	23	45	73	68	41	42	19	63	29	55	70	29	64	51	68	41	47	70	20	62	71	46	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
21000	-231.852482638545325	-240.903326018996665	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.996957964252920	-1	3	2	3	5	4	6	4	5	4	7	6	7	9	10	8	8	8	11	11	8	7	10	9	6	8	11	10	11	8	8	8	6	9	10	9	9	10	9	10	9	10	13	12	10	12	10	10	9	10	11	13	11	13	11	8	14	15	13	12	12	15	15	15	14	11	17	14	12	11	10	15	16	25	13	19	0	3	1	3	3	2	2	3	6	2	33	8	33	31	49	12	25	12	42	50	33	25	22	7	5	12	25	32	37	33	11	25	3	7	21	22	21	14	16	41	13	21	66	70	31	18	9	33	16	21	10	47	41	45	42	33	55	51	26	27	19	44	43	68	55	36	63	52	22	37	34	52	58	76	71	63	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
21500	-229.194703761004007	-238.245547141455347	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.963104345709025	-1	3	2	3	4	1	7	6	4	6	6	6	5	10	10	6	8	7	10	12	8	10	11	9	7	8	9	5	8	9	8	8	9	10	9	10	10	11	14	10	9	9	12	12	11	11	7	11	11	12	9	13	13	13	13	10	14	15	12	13	8	12	16	13	12	13	15	14	8	12	14	14	17	17	19	20	0	3	1	6	2	1	16	5	3	13	5	2	3	61	32	9	16	5	29	49	47	69	31	18	8	18	61	5	12	17	10	16	17	41	32	29	21	25	37	32	17	31	14	15	30	51	3	24	51	15	31	24	36	20	49	33	52	60	14	36	25	41	66	37	46	7	43	52	11	26	36	45	65	71	74	68	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
22000	-236.381476350524622	-245.432319730975962	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.997200989584061	0	4	2	4	4	5	7	2	5	5	7	5	4	10	7	5	7	7	9	12	7	10	8	8	7	8	10	10	12	9	10	10	8	9	11	9	10	10	15	10	9	10	11	12	8	11	10	10	8	11	8	11	12	6	13	12	14	16	16	15	11	15	16	15	14	13	16	14	13	14	14	14	16	24	18	20	0	3	1	8	3	8	16	1	4	13	2	4	8	33	3	5	6	10	11	52	2	45	1	17	13	18	36	23	30	21	36	36	2	23	38	54	6	15	71	30	24	33	40	43	25	37	36	51	17	28	11	38	34	2	50	9	23	66	66	55	33	51	70	44	69	40	62	37	27	40	18	31	68	67	58	60	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
