"","type","n","prop.ances.ok","msup.ances","msup.kappa","merr.date","prop.imp.ok","mu.ok","mu1.ok","mu2.ok","merr.pi","time"
"3a5202a9bf","samp-0.25-fixedMu",23,0.631578947368421,0.4965625,0.355978260869565,0.582336956521739,0,1,1,1,0.371897172180583,38
