step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23
66000	-186.628026107930367	-184.497919429052445	-2.130106678877919	0.000203555910495	0.000024605312224	0.120877414778762	0.440392712226425	4	7	7	8	9	9	12	11	13	12	12	14	14	15	16	16	17	17	18	21	20	21	25	0	1	1	3	2	1	1	2	11	3	6	3	10	3	12	7	15	14	5	9	7	17	18	1	1	1	1	1	2	3	2	1	1	2	4	1	4	1	1	1	1	4	5	3	2	2
66500	-165.945858757742570	-164.172337684881029	-1.773521072861531	0.000177225167802	0.000032436752584	0.183025655926051	0.640807426607916	5	8	6	9	10	9	12	11	12	12	11	15	14	14	14	17	18	16	16	20	20	22	24	0	3	1	3	2	1	2	4	6	2	4	15	10	11	7	12	15	14	13	14	17	17	9	1	1	1	2	1	2	2	1	1	2	2	1	1	1	2	2	1	2	1	3	1	2	5
67000	-167.299581001338538	-165.165556960408964	-2.134024040929562	0.000208952171036	0.000025158210607	0.120401766980536	0.649231466323344	4	8	6	8	10	10	11	11	13	11	12	15	14	12	16	15	17	15	19	20	20	21	26	0	1	1	3	2	1	6	2	2	2	1	7	10	6	16	7	16	11	10	9	17	12	18	1	1	2	1	1	3	1	1	2	1	3	2	2	1	1	2	2	1	3	3	2	3	5
67500	-155.982243373507742	-153.834813393963060	-2.147429979544689	0.000168030999126	0.000019961585603	0.118797041659163	0.687761513300085	5	9	7	9	8	11	12	12	12	12	13	14	14	15	16	17	17	18	18	20	20	19	27	0	5	1	3	1	1	3	2	6	2	9	7	10	11	12	15	12	9	10	14	17	15	20	1	1	2	1	1	2	3	1	1	2	1	2	1	1	1	1	2	3	3	2	1	2	2
68000	-150.219573613443799	-148.430166996024923	-1.789406617418873	0.000162816083761	0.000029161283655	0.179105669300491	0.541125004100300	5	8	8	7	11	10	12	11	12	12	12	15	15	15	16	16	18	16	18	21	20	22	27	0	4	4	1	2	1	5	2	6	8	1	7	10	9	7	7	15	9	13	9	16	15	18	1	1	1	1	2	3	1	2	1	1	4	2	2	2	2	2	1	2	2	5	2	3	5
68500	-161.214701744941976	-159.685066350433942	-1.529635394508040	0.000115231283682	0.000031757921743	0.275601561733993	0.610361706289497	4	6	7	9	8	7	11	10	12	12	12	14	15	13	15	16	18	17	17	21	20	18	26	0	1	2	3	2	1	1	5	6	4	6	7	8	11	7	12	15	11	13	18	22	12	18	1	1	1	1	1	2	3	1	2	1	2	2	3	1	2	1	1	2	1	2	1	2	4
69000	-183.975341311727107	-181.594571463560641	-2.380769848166471	0.000410541713306	0.000039239147178	0.095578953140003	0.658345546538090	5	7	8	10	10	10	11	11	13	12	12	14	15	16	16	16	18	17	17	21	21	21	25	0	1	2	3	2	1	1	2	7	2	8	8	2	11	11	12	14	11	3	13	13	19	14	1	1	1	1	2	2	2	2	2	2	1	2	3	2	2	1	1	3	5	3	3	1	5
69500	-147.484307954066963	-145.775511662376374	-1.708796291690596	0.000127152954854	0.000025536573527	0.200833504472545	0.527731118984129	4	8	8	10	10	9	12	10	12	12	13	14	14	14	15	16	18	16	18	20	20	21	27	0	1	1	3	3	1	2	2	6	8	6	7	10	11	7	12	7	11	10	14	17	21	18	1	2	2	1	1	3	2	1	2	1	2	1	1	1	2	1	3	2	3	3	1	1	6
70000	-138.579459107582693	-136.583680118813646	-1.995778988769044	0.000105109040958	0.000014641774830	0.139300812720849	0.584926553412269	5	8	6	10	10	10	11	11	13	13	12	14	14	14	16	16	17	18	18	19	20	20	26	0	3	1	3	2	1	1	2	6	8	6	7	10	11	7	12	12	9	10	18	17	17	20	1	1	1	2	1	2	3	1	1	1	1	2	1	1	2	1	2	2	3	1	2	2	3
70500	-141.625859662676277	-139.517247999094195	-2.108611663582094	0.000135450945443	0.000016734063068	0.123543346361305	0.551318424646669	5	9	7	10	10	10	11	12	12	12	13	14	14	15	16	17	17	16	17	20	20	21	27	0	3	1	3	2	1	1	2	6	2	9	7	10	6	12	12	12	9	10	18	17	15	20	1	1	1	2	1	2	3	1	1	1	1	1	1	3	1	1	2	1	2	2	2	3	3
71000	-175.035770032741482	-172.153882335465653	-2.881887697275826	0.000158283442950	0.000010192796383	0.064395847052167	0.564072513158165	5	9	6	8	11	11	11	11	13	11	13	13	12	14	15	17	17	17	18	19	21	22	25	0	1	1	3	4	1	1	2	6	4	5	7	10	11	7	7	7	9	4	18	17	21	9	1	3	1	1	1	2	3	1	1	1	1	1	1	1	2	2	3	2	4	1	2	1	5
71500	-141.483854032026755	-139.380727388192014	-2.103126643834750	0.000186328590977	0.000023149317079	0.124239210728849	0.508892191291514	4	8	8	10	10	10	11	11	13	12	12	15	14	14	14	17	16	17	18	18	20	21	26	0	1	1	3	2	3	2	2	11	2	6	7	10	11	7	15	15	9	13	9	17	17	20	1	2	2	1	1	1	2	1	1	3	1	2	1	1	2	1	1	2	2	2	2	3	3
72000	-147.394440233421051	-144.335166724611895	-3.059273508809160	0.000156459750674	0.000008903722886	0.056907433688205	0.632757186256333	5	9	7	9	10	10	11	11	12	13	13	14	15	15	15	15	16	17	19	21	20	21	25	0	3	1	3	2	1	2	2	6	8	6	7	10	11	7	7	12	9	10	9	17	21	20	1	1	2	1	1	3	1	1	1	1	2	2	1	1	2	2	1	2	3	4	2	1	2
72500	-145.411916554615999	-142.981644766791987	-2.430271787824004	0.000162069034083	0.000014841226051	0.091573483703386	0.812960658061084	5	7	8	10	10	10	12	11	12	12	13	14	15	16	16	17	17	17	18	21	19	21	25	0	1	2	3	2	1	6	2	6	8	6	7	10	11	7	7	12	9	13	9	16	21	18	1	1	1	1	1	2	1	2	1	1	1	1	2	1	2	3	2	2	2	2	1	2	3
73000	-154.162010875804242	-152.390407870773487	-1.771603005030746	0.000137368157104	0.000025208412876	0.183509871626554	0.633104364873676	4	8	7	9	10	11	12	11	13	13	12	14	15	15	14	17	17	17	18	20	18	20	25	0	1	1	3	4	1	6	2	6	8	6	7	10	6	7	12	12	6	10	14	17	12	14	1	2	2	1	1	3	1	2	1	2	1	1	1	2	1	1	2	3	2	3	1	2	3
73500	-151.202510265790096	-147.831109830116333	-3.371400435673772	0.000269117283066	0.000012504027150	0.046463114549306	0.435167447283492	5	9	6	10	11	11	12	11	13	13	12	15	15	14	15	16	18	17	17	21	19	21	23	0	1	1	3	1	2	5	1	6	8	5	7	4	6	5	15	16	9	13	9	16	17	18	1	2	1	2	3	1	1	3	1	1	1	2	2	1	1	1	1	2	1	4	2	2	2
74000	-155.519629716080090	-153.947263260742801	-1.572366455337286	0.000161219713348	0.000040740448957	0.252701410460311	0.605039832180427	4	9	7	9	8	10	11	11	12	11	13	15	15	15	14	16	16	17	17	21	21	21	26	0	5	1	3	3	1	6	2	6	2	6	7	10	11	7	15	15	14	10	14	17	17	9	1	1	1	1	1	2	1	2	1	1	2	2	2	1	2	1	2	1	3	3	2	2	5
74500	-151.199276753056125	-149.454693562504190	-1.744583190551924	0.000137302448850	0.000026169539071	0.190597759110146	0.630368647505179	5	9	7	8	10	9	12	11	13	12	9	15	15	14	15	17	17	17	18	20	21	21	25	0	3	1	3	2	1	1	2	11	2	1	7	10	11	7	12	15	14	10	18	17	17	18	1	1	1	1	1	2	3	1	2	2	1	1	1	2	2	1	1	1	4	2	2	2	3
75000	-153.229851497276940	-151.667858235698958	-1.561993261577981	0.000099740762469	0.000025718571912	0.257854173911397	0.500123571824177	5	9	7	10	11	10	11	11	13	12	12	14	15	16	16	16	17	17	17	20	20	22	25	0	3	1	3	2	1	1	2	6	4	6	7	10	9	12	7	16	9	13	14	16	17	18	1	1	1	3	1	3	4	1	1	1	1	1	2	2	1	3	1	2	1	3	2	2	3
75500	-145.964914587958361	-144.016490483027752	-1.948424104930613	0.000130538352335	0.000019184319429	0.146963088515997	0.596212588844391	5	8	7	9	11	11	11	11	13	12	13	14	13	16	15	17	17	17	19	21	20	22	25	0	3	1	3	2	1	1	2	6	2	6	7	10	11	12	12	12	9	10	14	16	21	20	1	1	1	1	2	3	2	2	1	2	1	2	1	2	1	2	2	2	4	3	2	1	2
76000	-150.532720556284403	-148.350355745409331	-2.182364810875061	0.000240417623027	0.000027594074935	0.114775591688066	0.613117214275051	4	8	6	10	10	10	11	11	13	12	12	14	14	15	16	16	16	15	19	20	19	21	24	0	1	1	3	2	2	2	2	11	2	6	7	8	6	7	12	7	9	13	9	16	15	9	1	2	1	2	1	1	2	1	1	3	1	1	1	3	2	1	3	1	3	4	1	3	4
76500	-151.804505631274111	-150.292382221686495	-1.512123409587629	0.000203010735816	0.000058158087499	0.286477891255877	0.538767117726066	5	9	7	9	11	9	12	12	12	13	12	14	14	14	16	16	17	17	17	21	20	21	24	0	3	1	3	2	1	6	2	6	2	6	7	8	9	12	12	12	11	10	9	16	15	18	1	1	1	1	1	2	1	2	2	1	1	1	1	1	1	1	2	2	1	5	2	2	3
77000	-140.381842252143883	-138.140145063564631	-2.241697188579257	0.000181067476725	0.000019633601203	0.108432511230075	0.773402944049078	5	7	8	9	9	10	12	11	12	13	13	14	14	15	15	16	17	16	18	19	20	22	26	0	1	2	3	2	1	6	2	6	8	1	7	8	6	7	12	12	9	13	18	17	12	20	1	1	1	1	1	3	1	2	1	1	4	1	1	2	2	1	1	2	2	1	2	3	3
77500	-172.075367387065597	-170.082818282137879	-1.992549104927705	0.000279678706872	0.000039099481094	0.139801422607392	0.432724584287053	5	8	7	10	11	10	12	12	13	12	13	12	14	14	15	16	18	17	19	20	20	21	26	0	3	1	3	2	1	1	6	7	5	7	1	5	7	12	15	6	9	13	14	7	16	20	1	1	1	1	2	3	5	1	1	1	1	3	2	1	2	1	4	2	2	2	3	2	3
78000	-169.254994040865114	-167.095316050789336	-2.159677990075782	0.000224213016196	0.000026313934727	0.117361316363373	0.546883930832558	4	9	6	9	10	9	11	11	12	12	12	13	13	14	15	16	17	17	18	20	20	20	25	0	3	1	1	4	1	6	2	3	2	4	7	10	11	7	12	15	9	13	9	16	12	18	1	1	1	3	1	3	1	1	3	2	2	2	1	1	2	2	2	2	3	4	1	3	3
78500	-180.101889639022318	-176.943474017832870	-3.158415621189451	0.000267744884724	0.000014259436228	0.053257548665401	0.451689424185435	4	6	7	10	10	10	12	11	11	12	12	14	15	15	15	17	17	17	19	18	20	22	27	0	1	2	3	3	1	5	2	5	4	6	7	10	11	7	12	12	6	5	11	16	16	9	1	1	1	2	1	2	2	2	1	1	1	1	1	3	1	2	1	3	5	2	2	2	9
79000	-169.366784437742467	-167.653221722993237	-1.713562714749240	0.000197616918331	0.000039406612597	0.199409103885237	0.446704173813178	3	8	6	8	10	10	8	11	13	10	9	14	14	15	16	16	16	17	17	20	19	21	26	0	3	1	3	3	11	3	3	11	2	3	7	8	6	7	7	12	14	8	6	15	21	18	1	1	2	1	1	1	1	2	2	1	1	3	1	2	4	3	1	1	3	4	2	1	3
79500	-150.247802109229013	-148.135520139401507	-2.112281969827499	0.000238738742038	0.000029384274983	0.123081301057705	0.554933150670866	5	9	7	9	11	10	11	12	12	13	13	14	15	15	15	16	17	17	17	19	19	19	25	0	3	1	3	6	1	6	2	6	5	9	7	8	6	12	7	15	9	13	14	17	16	14	1	1	1	1	1	2	1	2	2	1	1	2	1	2	1	2	1	2	1	3	1	1	5
80000	-163.367676664431599	-161.376939428981643	-1.990737235449966	0.000222947410585	0.000031231275839	0.140083599790328	0.573681680110573	5	9	8	7	10	8	11	11	13	11	10	14	15	15	16	17	18	17	18	20	19	21	25	0	6	4	1	2	1	11	2	6	2	1	7	10	9	12	15	14	9	13	9	17	12	9	1	1	1	1	1	2	1	1	2	1	3	2	2	2	2	1	2	2	1	2	1	3	6
80500	-160.293345912482380	-158.651394384635495	-1.641951527846898	0.000167748066370	0.000037437799230	0.223178722953336	0.427738716044150	3	8	7	9	11	10	10	10	12	12	13	14	14	16	14	16	17	17	17	19	19	21	25	0	1	1	1	4	4	2	3	6	2	6	7	2	11	7	12	16	11	5	9	16	21	9	1	3	2	3	2	1	1	2	1	2	1	3	3	1	2	1	1	2	2	2	2	2	7
81000	-167.838097391066157	-166.252584092762504	-1.585513298303650	0.000172188746132	0.000042442914229	0.246490639964559	0.429631776500892	5	9	7	9	10	10	11	11	13	12	12	14	15	15	15	16	17	18	16	20	18	21	26	0	1	1	3	3	1	1	2	6	2	6	7	10	11	7	7	12	9	2	18	12	17	9	1	1	1	1	1	2	2	1	2	2	1	1	1	2	3	3	2	2	3	2	2	3	4
81500	-145.469243138698658	-142.657882311009161	-2.811360827689498	0.000202619014586	0.000013732510750	0.067775034726595	0.653276670853365	5	9	7	9	10	10	11	11	13	12	12	13	13	14	15	17	17	16	19	19	19	21	26	0	3	1	3	2	1	2	2	6	8	6	7	4	11	7	12	7	9	10	9	17	16	18	1	1	1	1	1	2	1	1	2	1	1	1	2	1	1	2	2	1	3	2	1	2	4
82000	-187.191249660394163	-185.035107548945803	-2.156142111448354	0.000429474426052	0.000050580436205	0.117772871065719	0.586317108038166	4	9	6	10	10	8	10	12	12	12	12	15	14	15	13	16	14	17	17	21	17	22	26	0	6	1	6	2	3	6	2	4	2	1	1	8	9	6	17	7	14	13	9	17	16	12	1	1	1	1	1	1	1	1	1	2	5	5	1	1	2	1	2	1	1	4	2	4	5
82500	-197.195946798251271	-195.056575016825064	-2.139371781426220	0.000434686235715	0.000052056888564	0.119757388863749	0.303215526251969	5	8	8	9	11	10	11	9	12	12	10	15	14	13	16	17	16	18	18	20	19	22	26	0	1	1	1	2	4	8	1	2	5	1	7	8	1	8	11	3	6	2	6	7	3	6	1	2	1	2	1	1	1	2	1	1	3	2	3	4	3	4	6	5	6	7	4	7	8
83000	-150.369462071836352	-148.199450067049725	-2.170012004786614	0.000215022610652	0.000024979575952	0.116171856888354	0.590174004010055	3	8	6	10	11	9	12	12	13	13	12	14	13	13	15	16	17	17	18	20	19	20	27	0	1	1	3	4	2	2	5	6	5	6	7	4	6	12	12	16	9	13	9	17	17	18	1	3	2	2	1	1	2	1	2	1	2	1	2	1	1	1	1	2	1	2	1	1	4
83500	-159.211730968014791	-156.773799857903839	-2.437931110110966	0.000161070912718	0.000014653751833	0.090977021153049	0.636104951199964	4	8	6	9	10	9	12	11	13	12	12	14	14	15	16	17	16	17	16	20	20	21	25	0	3	1	3	2	1	2	2	11	2	1	7	10	11	12	15	7	9	13	9	17	12	20	1	2	1	1	1	2	3	2	1	1	5	1	1	1	1	1	2	2	1	2	2	4	2
84000	-167.642072637487217	-165.168391630019755	-2.473681007467454	0.000288899888821	0.000025501406594	0.088270738691112	0.437003503363009	5	8	7	9	11	11	12	11	13	13	13	14	13	15	15	15	16	18	18	19	19	19	27	0	3	1	3	1	4	8	1	5	2	8	5	2	8	12	12	12	14	8	11	7	16	6	1	1	1	2	4	1	1	3	1	3	1	2	2	2	1	1	1	2	5	3	4	1	8
84500	-137.312313208902651	-133.629730734349778	-3.682582474552885	0.000271775380136	0.000010473811063	0.038538483720924	0.540051372161301	5	6	7	9	10	9	11	11	13	12	12	13	14	15	16	16	17	16	18	20	20	21	26	0	1	1	3	2	1	6	6	11	6	5	7	5	11	12	12	15	9	13	9	16	16	9	1	1	1	1	2	3	1	1	1	2	1	1	2	1	1	2	1	1	3	4	2	2	6
85000	-175.554657203992747	-173.737174331365310	-1.817482872627450	0.000143603699045	0.000024778398668	0.172547078053450	0.572830733298434	4	9	7	9	11	10	10	12	13	13	13	14	14	16	16	17	18	16	18	20	20	22	24	0	3	1	3	2	1	1	2	6	4	6	7	3	11	12	7	7	9	3	9	17	21	20	1	1	1	1	1	4	2	1	2	2	2	2	5	2	1	3	3	2	5	4	1	1	2
85500	-146.890156920779248	-144.513962141535728	-2.376194779243533	0.000109325411782	0.000010491179263	0.095962860715278	0.722084491665723	4	9	7	9	11	10	11	11	12	12	11	14	14	13	15	15	17	17	18	20	21	21	27	0	3	1	3	2	1	1	2	11	4	6	7	10	11	7	12	16	9	10	18	17	17	20	1	1	1	1	1	2	4	1	1	2	1	2	1	1	1	1	1	2	2	2	2	2	4
86000	-144.001394128950068	-141.720177101633993	-2.281217027316080	0.000125742057456	0.000013141766718	0.104513692424310	0.636052359535797	5	9	7	9	11	9	12	11	13	13	11	14	15	14	15	16	17	17	17	19	19	21	25	0	3	1	3	2	1	1	2	6	8	6	7	10	6	7	7	16	9	10	9	7	16	20	1	1	1	1	1	2	3	1	2	1	1	1	1	2	1	2	1	2	2	3	2	3	3
86500	-173.270891809101187	-169.208102307219633	-4.062789501881553	0.000324148305015	0.000010103793029	0.031170278767553	0.616852245802874	5	9	7	10	11	9	11	11	13	12	11	14	14	15	13	16	17	17	19	20	20	21	25	0	3	1	3	2	1	1	2	11	2	2	15	8	8	7	12	12	9	13	14	15	16	21	1	1	2	1	1	2	2	1	2	2	1	1	1	1	1	1	1	3	2	2	4	2	3
87000	-170.356082546067285	-168.071574534425991	-2.284508011641301	0.000421615173251	0.000043931273884	0.104197563729970	0.557841934680154	5	8	7	8	10	8	11	11	12	12	12	14	14	15	15	17	17	17	18	20	20	22	24	0	1	1	1	3	1	2	4	2	5	1	9	11	2	12	14	15	8	8	19	17	14	12	1	2	1	1	1	1	2	2	3	1	5	1	1	3	1	1	1	3	4	1	1	2	5
87500	-151.406261067430165	-149.505815118014340	-1.900445949415819	0.000154433573757	0.000024015284608	0.155505593915920	0.733820534984677	3	7	7	9	10	10	11	11	12	11	12	15	14	14	16	15	17	16	19	20	19	22	27	0	1	1	2	4	3	2	2	6	4	6	7	10	11	16	7	12	9	10	18	17	17	20	1	2	3	1	1	2	1	1	1	1	1	2	1	1	1	3	1	2	2	2	1	2	3
88000	-140.918389186547728	-138.382849564196817	-2.535539622350913	0.000155894945341	0.000013075066944	0.083871012722585	0.687735257211708	5	8	7	9	10	10	10	11	12	13	11	13	14	15	16	16	17	17	18	21	20	21	23	0	1	1	3	2	1	1	2	11	8	6	7	10	11	7	7	16	9	10	18	16	21	20	1	1	1	1	1	2	3	2	1	1	1	1	1	2	3	3	1	1	2	2	2	1	1
88500	-148.227947598314074	-146.248612575094057	-1.979335023220026	0.000180893748933	0.000025665566338	0.141881996968466	0.493366229054121	5	8	7	9	9	9	10	11	12	12	11	14	14	15	15	14	17	17	18	20	20	21	27	0	1	1	3	2	1	1	5	11	8	6	7	10	11	12	7	7	9	10	14	15	15	20	1	1	1	1	1	2	2	1	1	1	1	3	1	2	1	2	3	2	3	2	2	3	5
89000	-152.482296440043029	-150.458221403739486	-2.024075036303548	0.000196248838123	0.000026501963222	0.135042650316290	0.595965867113885	5	8	8	10	10	10	12	12	10	12	12	14	14	16	16	15	17	18	19	20	19	22	26	0	1	1	3	2	1	3	3	3	2	9	7	10	11	12	12	12	9	13	14	17	12	20	1	1	2	1	1	2	2	2	1	2	1	1	1	2	1	1	1	6	2	2	2	4	3
89500	-164.470836397085179	-161.374137037989954	-3.096699359095235	0.000208024006397	0.000011543004565	0.055488809993417	0.529372147658964	5	7	8	9	11	10	11	10	13	12	12	13	14	15	16	15	17	17	18	21	20	21	25	0	1	2	3	1	1	1	3	5	8	1	11	2	6	16	12	16	9	8	9	17	16	20	1	1	1	1	3	2	2	1	1	1	3	1	4	3	1	1	1	3	3	5	1	4	2
90000	-159.852220690872485	-157.978029098569579	-1.874191592302894	0.000120318920612	0.000019318372506	0.160559722512460	0.495660113466541	5	8	8	9	10	9	10	10	13	12	12	14	15	15	14	16	17	18	17	20	18	21	25	0	1	1	3	3	1	1	3	6	5	6	7	10	6	7	7	15	14	13	18	15	21	18	1	2	1	1	1	2	3	1	1	1	2	3	2	3	3	2	2	2	1	1	2	2	3
90500	-147.939302702516045	-146.256926137959908	-1.682376564556149	0.000175630904635	0.000036725609382	0.209106759762591	0.643273085495603	5	8	7	10	10	10	12	10	13	12	12	14	14	15	14	16	17	18	18	21	20	21	25	0	3	1	3	2	3	4	2	6	4	6	7	10	9	7	12	12	9	13	18	17	21	9	1	1	1	2	1	2	2	1	2	1	2	1	1	1	1	1	1	2	3	1	2	1	4
91000	-153.835015963406079	-151.672017504253915	-2.162998459152164	0.000189782601867	0.000022200193315	0.116976967841121	0.539273132779767	5	7	7	8	10	10	11	11	13	13	11	15	14	15	15	17	17	16	18	21	19	22	25	0	1	1	3	3	1	1	2	6	8	1	7	10	9	7	12	12	9	10	18	17	21	14	1	1	1	1	1	2	3	2	2	1	4	2	1	1	1	1	1	2	2	3	1	2	5
91500	-178.269700674427156	-175.589575151967352	-2.680125522459817	0.000347502774769	0.000025992465177	0.074797863683467	0.280845267917645	5	8	7	8	10	9	12	11	12	12	13	15	14	16	15	15	17	17	18	21	19	21	26	0	1	1	1	1	1	5	6	5	3	5	7	5	2	7	7	7	10	1	10	16	15	4	1	1	1	3	2	2	1	1	1	2	2	2	2	4	1	3	2	2	6	5	2	3	8
92000	-142.368943338769412	-140.619611417426853	-1.749331921342557	0.000174957565126	0.000033122030909	0.189314654017297	0.650127449773226	5	9	7	9	11	10	10	11	12	12	13	14	15	15	16	16	17	18	18	19	20	21	26	0	3	1	3	2	1	1	2	6	8	9	7	10	9	12	7	12	14	10	9	16	21	14	1	1	1	1	1	2	2	1	1	1	1	2	1	2	1	3	2	2	2	2	2	1	6
92500	-144.733505717232703	-142.726837060418802	-2.006668656813907	0.000210167702411	0.000028926505085	0.137635349072272	0.504196156708005	5	9	7	10	11	9	12	11	12	12	12	14	13	15	14	16	17	17	17	20	21	22	26	0	3	1	1	2	1	4	2	6	5	4	7	2	11	7	15	15	9	10	9	7	15	9	1	1	1	3	1	2	1	1	2	1	1	1	2	1	1	1	1	2	2	4	5	4	7
93000	-151.137479382075128	-148.934625428523077	-2.202853953552044	0.000204080422716	0.000022962908958	0.112518920983671	0.812372758509893	5	8	7	10	11	10	12	10	12	12	11	15	15	15	14	17	18	16	17	19	20	21	27	0	1	1	3	2	1	11	2	11	6	1	15	10	11	7	12	16	11	13	18	17	21	18	1	1	1	1	1	2	1	1	1	1	3	1	1	2	1	1	1	2	1	2	2	1	4
93500	-186.335671650757092	-183.569820164659859	-2.765851486097232	0.000249147012428	0.000017464091164	0.070095527110594	0.404160426862890	5	8	7	9	10	10	11	11	13	11	11	15	15	16	12	17	16	18	18	18	21	21	25	0	3	1	3	2	3	1	5	1	2	1	15	10	11	7	15	15	9	10	11	12	15	9	1	1	1	2	1	2	3	1	2	2	2	3	2	3	1	2	2	2	3	4	3	3	6
94000	-160.361774472929767	-158.107868867352977	-2.253905605576800	0.000107453852196	0.000011518752051	0.107197199691794	0.505876492979133	5	6	8	9	9	9	12	12	13	12	11	14	14	15	15	15	17	17	18	20	21	19	25	0	1	1	3	2	1	1	3	6	2	6	7	10	11	7	7	16	9	13	18	17	17	20	1	1	1	1	1	2	4	2	3	2	1	1	1	3	2	1	1	3	2	1	1	1	2
94500	-152.160984113597209	-149.218646012999756	-2.942338100597462	0.000192173891114	0.000011855516571	0.061691609104185	0.545945255268777	4	7	7	9	9	9	9	12	13	13	12	15	14	16	14	15	17	18	18	20	20	19	27	0	1	1	3	2	2	1	2	6	8	6	15	10	9	7	15	16	9	10	18	22	17	20	1	1	2	1	1	1	3	2	2	1	1	1	1	1	3	1	1	3	2	1	1	1	3
95000	-162.925189570277951	-159.946786059329696	-2.978403510948247	0.000160763146516	0.000009670879765	0.060156074165225	0.669593272922735	4	7	8	10	10	8	11	11	13	13	10	13	15	15	15	16	17	16	18	20	19	20	25	0	1	2	3	2	1	11	2	11	8	6	7	8	6	12	12	16	9	13	9	7	17	20	1	1	1	1	2	2	1	1	2	1	1	2	2	3	1	1	1	2	1	3	4	2	2
95500	-161.180505437352792	-158.794835188051536	-2.385670249301268	0.000224087234260	0.000021326471098	0.095170397225119	0.463246809872643	5	8	7	8	10	10	12	11	13	12	10	15	15	15	15	17	17	16	17	21	21	22	26	0	3	1	3	2	1	6	2	6	2	1	7	3	9	7	7	15	14	13	6	17	17	18	1	1	1	1	1	2	1	1	2	2	3	3	4	1	1	4	1	1	1	6	2	2	5
96000	-143.924035480239127	-140.948772020979789	-2.975263459259338	0.000174178420933	0.000010500791248	0.060287555669567	0.549204260117821	5	9	8	10	10	10	10	10	13	12	12	14	15	15	15	16	18	18	18	19	20	22	25	0	1	1	3	3	1	2	2	11	8	6	7	10	11	12	12	16	9	10	9	16	21	18	1	2	2	1	1	2	1	1	1	1	1	2	1	1	1	1	1	3	2	3	2	2	3
96500	-150.520162288148811	-148.706855393353010	-1.813306894795790	0.000142360446553	0.000024698726832	0.173494305687188	0.572564176614410	5	8	8	8	9	10	10	11	13	13	12	14	14	15	16	15	17	17	18	19	21	22	27	0	1	1	1	1	1	1	5	6	8	6	7	10	6	12	7	12	9	13	14	17	21	18	1	1	1	1	2	2	2	1	2	1	1	2	1	2	1	2	2	1	3	2	2	1	5
97000	-175.970479217532841	-174.049422320346252	-1.921056897186584	0.000366806435219	0.000055656179877	0.151731743319827	0.387992449371551	5	8	7	9	10	11	11	12	12	10	12	13	15	15	15	16	17	17	18	20	21	21	26	0	1	1	3	2	4	1	2	10	2	6	8	5	6	10	12	12	14	2	11	15	17	9	1	1	1	1	1	1	3	2	2	2	1	1	4	2	2	1	2	1	5	3	5	2	6
97500	-151.699777586498925	-149.718061122926912	-1.981716463572014	0.000306669423294	0.000043394681547	0.141503124377543	0.579782489208389	5	8	8	9	10	10	12	11	13	13	12	15	14	15	16	15	18	17	18	20	20	20	26	0	1	1	1	3	1	4	5	6	8	4	4	4	11	7	7	15	9	10	14	17	15	14	1	1	1	2	1	2	2	1	1	1	1	3	3	1	1	1	1	2	3	2	1	2	5
98000	-162.942983607021858	-160.488988899267525	-2.453994707754327	0.000248444964420	0.000022296794155	0.089745405818085	0.551006246434630	5	8	7	8	9	10	11	11	12	13	12	14	14	15	16	14	17	17	18	19	19	22	27	0	1	1	3	3	1	2	5	2	8	1	7	11	9	12	11	16	9	13	14	17	16	20	1	1	1	1	1	2	2	1	2	1	4	1	1	1	1	2	1	3	3	2	1	4	5
98500	-167.389881034324560	-165.741738265564948	-1.648142768759612	0.000131970991018	0.000029152329741	0.220899528871380	0.439542263577747	4	9	6	9	10	8	12	11	13	13	11	14	15	15	16	16	18	17	19	19	20	21	26	0	3	1	3	2	1	1	4	6	2	6	7	4	11	7	12	16	6	10	11	17	17	9	1	1	1	2	1	1	3	2	3	2	1	1	3	3	1	1	2	4	2	4	1	1	7
99000	-141.036796685756343	-138.985778464386783	-2.051018221369564	0.000206735353201	0.000027121422761	0.131189089534574	0.519538958885136	4	8	6	8	10	10	12	10	13	13	10	15	15	15	14	16	17	18	17	19	20	21	26	0	3	1	3	2	1	6	2	11	8	2	7	10	11	7	15	16	9	13	9	17	17	18	1	1	1	2	1	4	1	1	1	1	1	2	1	3	1	1	1	3	1	3	2	2	4
