"","type","n","prop.ances.ok","msup.ances","msup.kappa","merr.date","prop.imp.ok","mu.ok","mu1.ok","mu2.ok","merr.pi","time"
"cdabc7692b","seq-0.50-fixedMu",76,0.0810810810810811,0.0823333333333333,0.440049342105263,0.849588815789474,NA,1,1,1,0.557921620746561,282
